"uid","name","address","phone","fax","email","facebook","website","hours","x","y","location"
"24","LakeCity Works","386 Windmill Road, Dartmouth, NS B3A 1J5","(902) 465-5000","(902) 465-5009","info@lakecityworks.ca","https://www.facebook.com/LakeCityWorks/","https://www.lakecityworks.ca/","8:00 am to 4:00 pm (M-F)","-63.59640737","44.68227855","(44.68227855, -63.59640737)"
"25","L'Arche Antigonish","4 West St, Antigonish NS B2G 1R8","(902) 863-5000","(902) 863-8224","office@larcheantigonish.ca","https://www.facebook.com/larcheantigonish/","https://www.larcheantigonish.ca/",,"-61.9980351","45.61994309","(45.61994309, -61.9980351)"
"26","L'Arche Cape Breton","3 L'Arche Lane, Iron Mines B0E 2K0","(902) 756-3162","(902) 756-3381","larchecb@larchecapebreton.org","https://www.facebook.com/larchecapebreton.org","https://www.larchecapebreton.org/","8:30 am to 4:30(M-W)/5:00 pm (T-F)","-61.14863314","45.93846575","(45.93846575, -61.14863314)"
"27","L'Arche Homefires","341 Main St, Wolfville NS B4P 2N5","(902) 542-3520","(902) 542-7686","director@larchehomefires.org","https://www.facebook.com/LArcheHomefires","https://www.larchehomefires.org/","9:00 am - 4:30 pm (M-F)","-64.35854808","45.09174623","(45.09174623, -64.35854808)"
"28","Mill Road Social Enterprise","20 Mill Road Inverness, Nova Scotia B0E 1N0","(902) 258-3316","(902) 258-3351","millroadsocailenterprise@gmail.com","https://www.facebook.com/Millroadsocialenterprises/","http://millroadsocialenterprises.com/","9:00 am - 3:00 pm (M-F)","-61.30526217","46.23292307","(46.23292307, -61.30526217)"
"29","New Boundaries","79 Centennial Drive Windsor, Nova Scotia B0N2T0","(902) 798-5160",,"new.boundaries@live.ca","https://www.facebook.com/pages/New%20Boundaries/1394979057384181/",,"9:00 am - 4:00 pm (M-F)","-64.12318454","44.99216103","(44.99216103, -64.12318454)"
"30","New Leaf Enterprises","22 Fielding Avenue, Dartmouth, NS B3B 1E2","(902) 455-9044",,"v.dale@easterseals.ns.ca","https://www.facebook.com/NewLeafSocialEnterprise","https://www.easterseals.ns.ca/","8:00 am - 4:00 pm (M-F)","-63.60183197","44.70585073","(44.70585073, -63.60183197)"
"31","Penny Lane Enterprises (Queens Association for Supported Living)","44 Pleasant Street Milton, Nova Scotia B0T 1P0","(902) 354-2723",,"info@qasl.ca","https://www.facebook.com/PennyLaneEnt/","http://www.qasl.ca/pennylane.html","8:00 am - 4:00 pm (M-F)","-64.75368666","44.06723303","(44.06723303, -64.75368666)"
"32","Plank Industries Service Centre (Kings Regional Rehabilitation Centre (KRRC))","5687 Highway 1, Cambridge NS B0P 1V0","(902) 375-3133","(902) 375-3135","rjenkins@krrc.ns.ca","http://www.facebook.com/PlankIndustries","http://www.krrc.ns.ca/about-the-service-centre/","8:00 am - 4:00 pm (M-F)","-64.65861112","45.05435704","(45.05435704, -64.65861112)"
"33","Prescott Group","3430 Prescott Street Halifax, NS B3K 4Y4","(902) 454-7387","(902) 453-0275","info@prescottgroup.ca","https://www.facebook.com/prescottgroup/","https://prescottgroup.ca/","8:30 am - 4:00 pm (M-F)","-63.61028828","44.66340703","(44.66340703, -63.61028828)"
"34","Regional Occupational Centre (ROC Society)","3 MacQuarrie Drive Ext. Port Hawkesbury, NS B9A 3A3","(902) 625-0132","(902) 625-5344","roc.society@eastlink.ca","https://www.facebook.com/ROCBakery/","http://rocsociety.ca/",,"-61.35398794","45.61858739","(45.61858739, -61.35398794)"
"35","Riverview Enhanced Living (REL)","171 Leary Fraser Rd, Dayspring NS B4V 5S7","(902) 543-7851",,"jwentzell@ourriverview.com","https://www.facebook.com/ourriverview/","http://www.ourriverview.com/",,"-64.47276723","44.37884759","(44.37884759, -64.47276723)"
"36","Shelburne Association Supporting Inclusion","151 Water Street, Shelburne, NS B0T 1W0","(902) 875-1083","(902) 875-1056","sasi@supportinginclusion.ca",,"http://supportinginclusion.ca/",,"-65.32331503","43.76243425","(43.76243425, -65.32331503)"
"37","Sherbrooke Opportunities Society","121 Old Road Hill, Sherbrooke, NS, B0J 3C0","(902) 318-7467",,"khg1977@hotmail.com","https://www.facebook.com/SherbrookeOpportuntiesSociety/","https://www.visitguysborough.ca/sherbrooke-opportunities-society-shops/",,"-61.97390258","45.15061389","(45.15061389, -61.97390258)"
"38","Summer Street Industries Society","72 Park Street, New Glasgow, NS, B2H 5B8","(902) 755-1745",,"info@summerstreet.ca","https://www.facebook.com/summerstr/","https://summerstreet.ca/","8:30 am - 4:30 pm (M-F)","-62.63985135","45.57089206","(45.57089206, -62.63985135)"
"39","Sunset Residential & Rehabilitation Services","140 Sunset Lane, Pugwash, NS B0K 1L0","(902)243-2571","(902) 243-3222","jhoeg@sunsetcommunity.ca",,"https://thesunsetcommunity.ca/",,"-63.65669208","45.83670421","(45.83670421, -63.65669208)"
"40","The Ark/ LCASC","655 King Street Bridgewater, NS B4V 1B5","(902) 543-1189","(902) 543-6041","theark@ns.sympatico.ca",,"http://www.thearkns.org/Site/Welcome.html","8:00 am - 3:30 pm (M-F)","-64.52070045","44.37871217","(44.37871217, -64.52070045)"
"41","The Club Inclusion","2185 Quinn St, Halifax B3L 3E5","(902) 401-5938",,"jackie@theclubinclusion.com","https://www.facebook.com/TheClubInclusion/","https://theclubinclusion.com/",,"-63.61016646","44.64280043","(44.64280043, -63.61016646)"
"42","The Flower Cart Group","9412 Commercial St., New Minas, NS B4N 3E9","(902) 681-0120","(902) 681-0922","reception@flowercart.ca","https://www.facebook.com/Flowercart/","https://flowercart.ca/","8:00 am - 4:00 pm (M-F)","-64.43566708","45.07214419","(45.07214419, -64.43566708)"
"43","The Meadows Adult Residential Centre","170 Church St, Bridgetown NS B0S 1C0","(902) 665-4489","(902) 665-2900","info@mountainsmeadows.ca","https://www.facebook.com/acmhc","https://www.mountainsandmeadows.ca/",,"-65.29260803","44.8488867","(44.8488867, -65.29260803)"
"44","Yarmouth Association for Community Residential Options  (Yarmouth) YACRO","6 central St, Yarmouth NS B5A 3H1","(902) 742-9258","(902) 742-0156","info@yacro.com",,"https://yacro.com/","8:30 am - 4:30 pm (M-F)","-66.12091393","43.83632426","(43.83632426, -66.12091393)"
"45","Yarmouth Association for Community Residential Options (Hfx. Region) - YACRO","1 Gloster Crt, Dartmouth NS B3B 1X9","(902) 832-0433","(902) 832-0421","metro@yacro.com",,"https://yacro.com/","8:30 am - 4:30 pm (M-F)","-63.5970542","44.70637978","(44.70637978, -63.5970542)"
"46","Yarmouth Life Skills","15 Hawthorne St, Yarmouth NS B5A 1M8","(902) 742-7744","(902) 881-7744","yarlifeskills@eastlink.ca","https://www.facebook.com/yarmouthlifeskills","https://www.yarmouthlifeskills.com/","9:00 am - 4:30 pm (M-T)","-66.12091577","43.83362378","(43.83362378, -66.12091577)"
