"the_geom","well_id","well_name","company","spud_date","rig_releas","total_dept","total_de_1","total_de_2","northing_1","easting__1","latitude","longitude","geographic","nts","status_des","objectid"
"POINT (-61.139813410837576 46.120346955469266)","P-11","Unknown","Unknown","pre-1897","Unknown","Unknown","0","0","5109101","643725","46 07'13""N±30""","61 08'26""W±30""","East Lake Ainslie; Inverness County","11K/03A","Plugged and Abandoned","11"
"POINT (-61.1659224710591 46.11673685292462)","P-13","Unknown","Unknown","April 20,1898","1898-10-19","682.8 m (2,240 ft.)","2240","682.8","5108653","641717","46 07'N±10'","61 10'W±10'","Western side of Lake Ainslie; Inverness County","11K/03A","Plugged and Abandoned","12"
"POINT (-64.18603576996293 45.06868807277806)","P-14","Unknown","Unknown","In 1902","Unknown","396.2 m (1,300 ft.)","1300","396.2","4991265","406634","45 04'07""N±10""","64 11'12""W±15""","Near Hants County-Kings County boundary","21H/01A","Plugged and Abandoned","13"
"POINT (-61.19592625851239 46.030909758449575)","P-15","NSDM Record No. 88","Unknown","Summer 1902","Unknown","335.3 m (1,100 ft.)","1100","335.3","5099064","639615","46 01'51""N±1'","61 11'48""W±1'","Skye Glen; Inverness County","11K/03A","Plugged and Abandoned","14"
"POINT (-62.70626166842129 45.52174254744966)","P-16","NSDM Record No. 91","Unknown","18/11/1902","10/07/1903","189 m (620 ft.)","620","189","5040954","522940","45 31'18""N±12""","62 42'25""W±10""","Foxbrook Road; Pictou County","11E/10A","Plugged and Abandoned","15"
"POINT (-64.16437377126294 45.159792681202596)","P-17","Cheverie No. 1; NSDM Record No. 90","Nova Scotia Oil & Gas Company","In 1903","Unknown","582.2 m (1,910 ft.)","1910","582.2","5001361","408485","45 09'35""N±10""","64 09'54""W±10""","Cheverie; Hants County","21H/01D","Plugged and Abandoned","16"
"POINT (-64.14437311797457 45.146465321365035)","P-18","Unknown","Nova Scotia Oil & Gas Company","In 1903","Unknown","579.1 m (1,900 ft.)","1900","579.1","4999858","410036","45 08'47""N±15""","64 08'42""W±22""","Cheverie; Hants County","21H/01D","Plugged and Abandoned","17"
"POINT (-64.16187125544769 45.17313164246037)","P-19","Unknown","Nova Scotia Oil & Gas Company (?)","In 1903","Unknown","304.8 m (1,000 ft.)","1000","304.8","5002840","408703","45 10'23""N±30""","64 09'45""W±30""","Cheverie; Hants County","21H/01D","Plugged and Abandoned","18"
"POINT (-64.16965095621929 44.98590472747528)","P-20","Falmouth Station No. 1","Unknown","In 1911","Unknown","582.5 m (1,911 ft.)","1911","582.5","4982050","407791","44 59'09""N±10""","64 10'13""W±15""","Falmouth Station; Hants County","21A/16D","Plugged and Abandoned","19"
"POINT (-61.18536980088526 46.18423443860622)","P-21","Lake Ainslie No. 1","Maritime Oil & Gas Company Ltd.","In 1912","Unknown","243.8 m (800 ft.)","800","243.8","5116118","640043","46 11'03""N±20""","61 11'10""W±30""","North Ainslie; Inverness County","11K/03D","Plugged and Abandoned","20"
"POINT (-61.18398555671917 46.185346479820225)","P-22","Lake Ainslie No. 2","Maritime Oil & Gas Company Ltd.","In 1912","Unknown","491.3 m (1,612 ft.)","1612","491.3","5116244","640147","46 11'07""N±20""","61 11'05""W±30""","North Lake Ainslie; Inverness County","11K/03D","Plugged and Abandoned","21"
"POINT (-61.18426295136966 46.184792873026375)","P-23","Lake Ainslie No. 3","Maritime Oil & Gas Company Ltd.","1912-1914","Unknown","341.4 m (1,120 ft.)","1120","341.4","5116182","640127","46 11'05""N±20""","61 11'06""W±30""","North Lake Ainslie; Inverness County","11K/03D","Plugged and Abandoned","22"
"POINT (-61.18147321148025 46.18451450882856)","P-24","Lake Ainslie No. 4","Maritime Oil & Gas Company Ltd.","1912-1914","Unknown","335.3 m (1,110 ft.)","1110","335.3","5116156","640343","46 11'04""N±20""","61 10'56""W±30""","North Lake Ainslie; Inverness County","11K/03D","Plugged and Abandoned","23"
"POINT (-61.184535795614856 46.182016135041884)","P-25","Lake Ainslie No. 5","Maritime Oil & Gas Company Ltd.","1912-1914","Unknown","265.2 m (870 ft.)","870","265.2","5115873","640113","46 10'55""N±20""","61 11'07""W±30""","North Lake Ainslie; Inverness County","11K/03D","Plugged and Abandoned","24"
"POINT (-61.212038569782074 46.163405212247525)","P-27","Unknown","Eastern Gulf Oil Company","In 1926","Unknown","274.3 m (900 ft.)","900","274.3","5113757","638037","46 09'48""N±10""","61 12'46""W±15""","North Lake Ainslie; Inverness County","11K/03D","Plugged and Abandoned","25"
"POINT (-61.45288598420861 46.026460571793926)","P-28","NSDM Record No. 484, Borehole #1","Gulf Oil Company","17/06/1926","17/09/1926","214.0 m (702 ft.)","702","214","5098151","619739","46 01'35""N±10""","61 27'13""W±10""","Southwest Mabou; Inverness County","11K/03B","Plugged and Abandoned","26"
"POINT (-61.45287820161015 46.026739479300154)","P-29","NSDM Record No. 485, Borehole #2","Eastern Gulf Oil Company","18/09/1926","10/01/1927","177.4 m (582 ft.)","582","177.4","5098182","619739","46 01'36""N±10""","61 27'13""W±10""","Southwest Mabou; Inverness County","11K/03B","Plugged and Abandoned","27"
"POINT (-61.466764456563126 46.042290335909854)","P-30","NSDM Record No. 505, Borehole #1","Gulf Oil Company","11/09/1926","19/09/1926","23.32 m (76 ft. 2 in.)","76","23.32","5099889","618631","46 02'32""N±15""","61 28'03""W±15""","Southwest Mabou; Inverness County","11K/03B","Plugged and Abandoned","28"
"POINT (-61.46510770387017 46.04284411891613)","P-31","NSDM Record No. 506, Borehole #2","Eastern Gulf Oil Company","22/09/1926","12/10/1926","65.5 m (215 ft.)","215","65.5","5099953","618758","46 02'34""N±15""","61 27'57""W±15""","Glengarry; Inverness County","11K/03B","Plugged and Abandoned","29"
"POINT (-61.46510517263472 46.04340210905972)","P-32","NSDM Record No. 524, Borehole #3","Eastern Gulf Oil Company","13/10/1926","23/10/1926","33.5 m (110 ft.)","110","33.5","5100015","618757","46 02'36""N±15""","61 27'57""W±15""","Glengarry; Inverness County","11K/03B","Plugged and Abandoned","30"
"POINT (-61.46510517263472 46.04340210905972)","P-33","NSDM Record No. 525, Borehole #4","Eastern Gulf Oil Company","23/10/1926","04/11/1926","67.1 m (220 ft.)","220","67.1","5100015","618757","46 02'36""N±15""","61 27'57""W±15""","Glengarry; Inverness County","11K/03B","Plugged and Abandoned","31"
"POINT (-61.46510732214659 46.04145805359861)","P-34","NSDM Record No. 526, Borehole #5","Eastern Gulf Oil Company","05/11/1926","12/11/1926","53.9 m (177 ft.)","177","53.9","5099799","618761","46 02'29""N±15""","61 27'57""W±15""","Glengarry; Inverness County","11K/03B","Plugged and Abandoned","32"
"POINT (-61.4650999783247 46.043123027222485)","P-35","NSDM Record No. 527, Borehole #6","Eastern Gulf Oil Company","13/11/1926","28/02/1927","197.5 m (648 ft.)","648","197.5","5099984","618758","46 02'35""N±10""","61 27'57""W±10""","Southwest Mabou; Inverness County","11K/03B","Plugged and Abandoned","33"
"POINT (-61.445378961763616 46.027843751638926)","P-36","NSDM Record No. 528, Borehole #7","Eastern Gulf Oil Company","06/03/1927","30/03/1927","182.9 m (600 ft.)","600","182.9","5098316","620317","46 01'40""N±15""","61 26'46""W±15""","Southwest Mabou; Inverness County","11K/03B","Plugged and Abandoned","34"
"POINT (-61.465107835496255 46.0442391809485)","P-37","NSDM Record No. 529, Borehole #8","Eastern Gulf Oil Company","01/04/1927","26/04/1927","202.4 m (664 ft.)","664","202.4","5100108","618755","42 02'39""N±15""","61 27'57""W±15""","Southwest Mabou; Inverness County","11K/03B","Plugged and Abandoned","35"
"POINT (-61.345099929259874 46.05590274352031)","P-38","NSDM Record No. 530, Borehole #9","Eastern Gulf Oil Company","05/05/1927","10/06/1927","201.5 m (661 ft.)","661","201.5","5101590","628013","42 03'21""N±30""","61 20'45""W±15""","Hillsboro Road; Inverness County","11K/03B","Plugged and Abandoned","36"
"POINT (-61.10342382734175 46.41395415766403)","P-39","NSDM Record No. 531, Borehole #1","Eastern Gulf Oil Company","11/06/1927","24/06/1927","24.7 m (81 ft.)","81","24.7","5141790","645756","46 24'50""N±1""","61 06'15""W±1""","Margaree Harbour; Inverness County","11K/06D","Plugged and Abandoned","37"
"POINT (-61.10341684530809 46.41340504626163)","P-40","NSDM Record No. 532, Borehole #2","Eastern Gulf Oil Company","25/06/1927","04/08/1927","217.0 m (712 ft.)","712","217","5141729","645758","46 24'48""N±1""","61 06'15""W±1""","Margaree Harbour; Inverness County","11K/06D","Plugged and Abandoned","38"
"POINT (-61.10342317963478 46.4128471557977)","P-41","NSDM Record No. 533, Borehole #3","Eastern Gulf Oil Company","05/08/1927","29/08/1927","57.6 m (189 ft.)","189","57.6","5141667","645759","46 24'46""N±1""","61 06'15""W±1""","Margaree Harbour; Inverness County","11K/06D","Plugged and Abandoned","39"
"POINT (-61.10341650930779 46.412289049541684)","P-42","NSDM Record No. 534, Borehole #4","Eastern Gulf Oil Company","30/08/1927","14/09/1927","64.0 m (210 ft.)","210","64","5141605","645761","46 24'44""N±1""","61 06'15""W±1""","Margaree Harbour; Inverness County","11K/06D","Plugged and Abandoned","40"
"POINT (-61.0837014929517 46.426459159603716)","P-43","NSDM Record No. 535, Borehole #5","Eastern Gulf Oil Company","15/09/1927","07/10/1927","109.7 m (360 ft.)","360","109.7","5143216","647238","46 25'35""N±30""","61 05'04""W±40""","Belle Cote; Inverness County","11K/06D","Plugged and Abandoned","41"
"POINT (-64.22770282597008 45.76812517169957)","P-44","Nappan #1","Imperial Oil Limited","Nov-27","27-Dec","205.1 m (673 ft.)","673","205.1","5069018","404540","45 46'05""N±10""","64 13'42""W±21""","Nappan; Cumberland County","21H/16A","Plugged and Abandoned","42"
"POINT (-64.23047386382281 45.77424287734216)","P-45","Nappan #2","Imperial Oil Limited","Nov-27","27-Dec","48.5 m (159 ft.)","159","48.5","5069701","404335","45 46'27""N±10""","64 13'52""W±15""","Nappan; Cumberland County","21H/16A","Plugged and Abandoned","43"
"POINT (-64.22742196221412 45.771737494844466)","P-46","Nappan #3","Imperial Oil Limited","Dec-27","28-Jan","54.0 m (210 ft.)","210","54","5069419","404568","45 46'18""N±8""","64 13'41""W±20""","Nappan; Cumberland County","21H/16A","Plugged and Abandoned","44"
"POINT (-64.2349299302786 45.78090935438294)","P-47","Nappan #4","Imperial Oil Limited","1928-1929","Unknown","242.3 m (795 ft.)","795","242.3","5070447","404000","45 46'51""N±11""","64 14'08""W±20""","Nappan; Cumberland County","21H/16A","Plugged and Abandoned","45"
"POINT (-64.18936768989411 45.783408949535634)","P-48","Nappan #5","Imperial Oil Limited","1928-1929","Unknown","242.3 m (795 ft.)","795","242.3","5070671","407546","45 47'00""N±18""","64 11'24""W±10""","Nappan; Cumberland County","21H/16A","Plugged and Abandoned","46"
"POINT (-64.18936768989411 45.783408949535634)","P-49","Nappan #6","Imperial Oil Limited","1928-1929","Unknown","90.8 m (298 ft.)","298","90.8","5070671","407546","45 47'00""N±12""","64 11'24""W±20""","Nappan; Cumberland County","21H/16A","Plugged and Abandoned","47"
"POINT (-64.22270798695281 45.796738093479924)","P-50","Nappan #7; NSDM Record No. 710, Borehole #1","Imperial Oil Limited","09/09/1929","15/10/1929","131.7 m (432 ft.)","432","131.7","5072191","404977","45 47'48""N±13""","64 13'24""W±20""","Amherst; Cumberland County","21H/16A","Plugged and Abandoned","48"
"POINT (-64.22186889711614 45.78896144296326)","P-51","Nappan #8","Imperial Oil Limited","In 1929","Unknown","103.6 m (340 ft.)","340","103.6","5071326","405029","45 47'20""N±17""","64 13'21""W±12""","Nappan; Cumberland County","21H/16A","Plugged and Abandoned","49"
"POINT (-64.20325549552588 45.79868176720169)","P-52","Nappan #9; NSDM Record No. 720, Borehole #2","Imperial Oil Limited","31/10/1929","02/12/1929","225.6 m (740 ft.)","740","225.6","5072384","406492","45 47'55""N±10""","64 12'14""W±10""","Amherst; Cumberland County","21H/16A","Plugged and Abandoned","50"
"POINT (-64.22186738555679 45.800077352458395)","P-53","Nappan #10","Imperial Oil Limited","1929 -1930","Unknown","96.3 m (316 ft.)","316","96.3","5072561","405048","45 48'00""N±12""","64 13'21""W±10""","Nappan; Cumberland County","21H/16A","Plugged and Abandoned","51"
"POINT (-63.0029379628627 45.63118546243397)","P-54","Scotsburn #1","Imperial Oil Limited","09/09/1930","03-Jan-31","603.5 m (1,980 ft.)","1980","603.5","5053071","499771","45 37'52""N±35""","64 00'13""W±40""","Scotsburn; Pictou County","11E/11D","Plugged and Abandoned","52"
"POINT (-64.2224250501921 45.78674131293401)","P-55","Amherst #1","Imperial Oil Limited","09/03/1931","27/07/1931","1260.0 m (4,134 ft.)","4134","1260","5071080","404982","45 47'12""N±8""","64 13'23""W±6""","Amherst; Cumberland County","21H/16A","Plugged and Abandoned","53"
"POINT (-61.19593018993541 46.09507370464182)","P-56","McIssac Gas Well, Well No. 5","Unknown","Around 1938","Unknown","518.2 m (1,700 ft.)","1700","518.2","5106193","639453","46 05'42""N±20""","61 11'48""W±20""","Lake Ainslie; Inverness County","11K/03A","Plugged and Abandoned","54"
"POINT (-63.7310161101893 45.17757555044095)","P-59","Anthony #1","Nova Scotia Oil & Gas Company","In 1944","1944-1945","194.0 m (638 ft.)","638","194","5002937","442563","45 10'39""N±20""","63 43'54""W±32""","Kennetcook; Hants County","11E/04D","Plugged and Abandoned","55"
"POINT (-63.73101968061042 45.177854578710765)","P-60","Anthony #2","Nova Scotia Oil & Gas Company","In 1945","Spring 1945","265.2 m (870 ft.)","870","265.2","5002968","442563","45 10'40""N±20""","63 43'54""W±30""","Kennetcook; Hants County","11E/04D","Plugged and Abandoned","56"
"POINT (-64.2268723067832 45.784794484174604)","P-62","Sunoco #1A (Nappan No.1A)","Sun Oil Company (of Philadelphia)","15/04/1946","1947-09-01 (proposed)","3,506.0 m (11,504 ft.)","11504","3506","5070869","404633","45 47'05""N±10""","64 13'39""W±15""","Amherst; Cumberland County","21H/16A","Plugged and Abandoned","57"
"POINT (-62.50263977345215 45.59174072825155)","P-63","NSDM Record # 1171; Borehole #1","Pictou Petroleum Company","16/05/1946","16/07/1946","197.0 m (645 ft.)","645","197","5048809","538794","45 35'30""N±25""","62 30'12""W±35""","Mount William; Pictou County","11E/10A","Plugged and Abandoned","58"
"POINT (-62.503472559163875 45.59034919629757)","P-64","NSDM Record # 1172; Borehole #2","Pictou Petroleum Company","16/05/1946","16/07/1946","11.1 m (36.5 ft.)","36","11.1","5048654","538730","45 35'25""N±25""","62 30'15""W±35""","Mount William; Pictou County","11E/10A","Plugged and Abandoned","59"
"POINT (-60.00421783421665 46.13201509362327)","P-65","NSDM Record # 1096; Borehole #1","Sydney Petroleum Company","01/09/1946","24/10/1946","77.0 m (253 ft.)","253","77","5113079","731414","46 07'55""N±6""","62 00'18""W±9""","Birch Grove; Cape Breton County","11K/01D","Plugged and Abandoned","60"
"POINT (-59.99866608851152 46.13673865922211)","P-66","NSDM Record # 1097; Borehole #2","Sydney Petroleum Company","01/09/1946","24/10/1946","71.0 m (233 ft.)","233","71","5113620","731823","46 08'12""N±15""","59 59'58""W±18""","Birch Grove; Cape Breton County","11J/04C","Plugged and Abandoned","61"
"POINT (-60.031165684839486 46.11839881446736)","P-67","NSDM Record # 1098; Borehole #3","Sydney Petroleum Company","01/09/1946","24/10/1946","25.0 m (81 ft.)","81","25","5111488","729389","46 07'06""N±8""","60 01'55""W±10""","Birch Grove; Cape Breton County","11K/01A","Plugged and Abandoned","62"
"POINT (-60.94647851643466 45.97479243762464)","P-68","NSDM Record # 1235","Little Narrows Petroleum Company","26/11/1946","08/07/1946","99.7 m (327 ft.)","327","99.7","5093297","659080","45 58'29""N±5""","60 56'50""W±10""","Little Narrows; Victoria County","11F/15C","Plugged and Abandoned","63"
"POINT (-60.94647851643466 45.97479243762464)","P-69","Little Narrows No. 1; NSDM Record # 1236","Little Narrows Petroleum Company","26/11/1946","08/07/1946","492.0 m (1,614 ft.)","1614","492","5093297","659080","45 58'29""N±5""","60 56'50""W±10""","Little Narrows; Victoria County","11F/15C","Plugged and Abandoned","64"
"POINT (-60.94507793188906 45.982291727781714)","P-70","NSDM Record # 1452, No.2","Little Narrows Petroleum Company","27/10/1947","22/04/1948","610.8 m (2,004 ft.)","2004","610.8","5094133","659167","45 58'56""N±5""","60 56'45""W±10""","Little Narrows; Victoria County","11F/15C","Plugged and Abandoned","65"
"POINT (-61.24731871308311 46.097016518222894)","P-71","Hay River; NSDM Record # 1453","Little Narrows Petroleum Company","09/08/1948","30/09/1948","211.5 m (694 ft.)","694","211.5","5106320","635476","46 05'49""N±8""","61 14'53""W±10""","West Lake Ainslie; Inverness County","11K/03A","Plugged and Abandoned","66"
"POINT (-62.01734903059569 45.738129010946814)","P-72","NSDM Record # 1505","Nova Scotia Centre for Geological Science","13/07/1949","19/09/1949","217.0 m (712 ft.)","712","217","5065422","576447","45 44'17""N±30""","62 01'05""W±45""","Big Marsh; Antigonish County","11E/09D","Plugged and Abandoned","67"
"POINT (-63.73102682160912 45.17841263520864)","P-73","Anthony #3","Nova Scotia Oil & Gas Company","In 1951","04/05/1905","788.8 m (2,588 ft.)","2588","788.8","5003030","442563","45 10'42""N±20""","63 43'54""W±30""","Kennetcook; Hants County","11E/04D","Plugged and Abandoned","68"
"POINT (-61.39593071028311 46.061739817295845)","P-74","Inverness #1","Imperial Oil Limited","26/08/1958","10/09/1958","155.5 m (510 ft.)","510","155.5","5102158","624068","46 03'42""N±10""","61 23'48""W±15""","Mabou; Inverness County","11K/03B","Plugged and Abandoned","69"
"POINT (-61.37565156201662 46.035064186202)","P-75","Inverness #2","Imperial Oil Limited","26/08/1958","10/09/1958","79.3 m (260 ft.)","260","79.3","5099226","625697","46 02'06""N±12""","61 22'35""W±17""","Mabou; Inverness County","11K/03B","Plugged and Abandoned","70"
"POINT (-61.19536808436149 46.11507259484296)","P-76","Inverness #3","Imperial Oil Limited","26/08/1958","10/09/1958","146.3 m (480 ft.)","480","146.3","5108416","639446","46 06'54""N±10""","61 11'46""W±12""","Western side of Lake Ainslie; Inverness County","11K/03A","Plugged and Abandoned","71"
"POINT (-61.45593980632034 45.925066360679544)","P-77","Inverness #4","Imperial Oil Limited","26/08/1958","10/09/1958","143.3 m (470 ft.)","470","143.3","5086881","619721","45 55'30""N±1""","61 27'24""W±1""","Judique North; Inverness County","11F/14C","Plugged and Abandoned","72"
"POINT (-61.16120011118055 46.08673477582609)","P-78","Inverness #5","Imperial Oil Limited","26/08/1958","10/09/1958","30.5 m (100 ft.)","100","30.5","5105328","642159","46 05'12""N±10""","61 09'43""W±15""","Western side of Lake Ainslie; Inverness County","11K/03A","Plugged and Abandoned","73"
"POINT (-61.16008765918881 46.08284670478142)","P-79","Inverness #6","Imperial Oil Limited","26/08/1958","10/09/1958","51.8 m (170 ft.)","170","51.8","5104898","642255","46 04'58""N±10""","61 09'39""W±15""","Western side of Lake Ainslie; Inverness County","11K/03A","Plugged and Abandoned","74"
"POINT (-61.84650955391665 45.661743621039875)","P-80","Lura #1; NSDM Record # 2671","Lura Corporation Ltd.","04/10/1958","12/12/1958","607.5 m (1,993 ft.)","1993","607.5","5057113","589860","45 39'42""N±10""","61 50'50""W±15""","Monks Head; Antigonish County","11F/12C","Plugged and Abandoned","75"
"POINT (-61.40009412645087 46.0236814925843)","P-81","Mabou #1","Imperial Oil Limited","24/10/1959","31/12/1959","1,568.2 m (5,145 ft.)","5145","1568.2","5097923","623831","46 01'25""N±12""","61 24'03""W±25""","Mabou Station; Inverness County","11K/03B","Plugged and Abandoned","76"
"POINT (-61.48176699783864 46.032014190972305)","P-82","Port Hood #1","Imperial Oil Limited","16/01/1960","11/04/1960","2,999.2 m (9,840 ft.)","9840","2999.2","5098725","617492","46 01'55""N±12""","61 28'57""W±25""","Port Hood; Inverness County","11K/03B","Plugged and Abandoned","77"
"POINT (-63.51239845502884 45.848962004489366)","P-83","Pacific Fox Harbour C-96-V","Pacific Petroleum Ltd.","10/12/1963","04/05/1964","3,003.2 m (9,853 ft.)","9853","3003.2","5077394","460216","45 50'56.2""N","63 30'46.87""W","Fox Harbour; Cumberland County","11E/13A","Plugged and Abandoned","78"
"POINT (-59.93394690162703 46.14506417482775)","P-84","Birch Grove #1","Murphy Oil Company Ltd.","08/02/1968","24/03/1968","1,343.6 m (4,408 ft.)","4408","1343.6","5114736","736786","46 08'42.40""N","59 56'05.04""W","Glace Bay; Cape Breton County","11J/04C","Plugged and Abandoned","79"
"POINT (-63.50768331070257 45.77091137301738)","P-85","Wallace Station #1","Anschutz (Canada) Exploration Ltd.","22/12/1972","29/08/1973","4,536.0 m (14,883 ft.)","14883","4536","5068720","460527","45 46'15""N","63 30'30""W","Wallace Station; Cumberland County","11E/13A","Plugged and Abandoned","80"
"POINT (-64.08047942193065 45.843130103447564)","P-86","Hastings #1","Gulf Oil Canada Ltd.","11/06/1975","11/08/1975","2,939.5 m (9,644 ft.)","9644","2939.5","5077186","416100","45 50'35""N","64 04'52""W","Amherst; Cumberland County","21H/16A","Plugged and Abandoned","81"
"POINT (-63.70407118374256 45.212572117902106)","P-87","Noel #1","SOQUIP A.C.C.et al","18/07/1975","13/08/1975","1,447.8 m (4,750 ft.)","4753","1448.42","5006806","444714","45 12'45""N","63 42'17""W","Kennetcook; Hants County","11E/04D","Plugged and Abandoned","82"
"POINT (-61.88289278710042 45.65313129999503)","P-88","Brador Anchutz Hole #1","Brad d'Or Oil Company Ltd.","27/07/1976","14/08/1976","1,044.6 m (3,427 ft.)","3427","1044.34","5056116","587039","45 39'10.86""N","61 53'01.37""W","Southside Antigonish Harbour; Antigonish County","11F/12C","Plugged and Abandoned","83"
"POINT (-61.004804674231316 45.87507293400888)","P-89","Bras d'Or #3A-78","Chevron Standard Ltd.","23/07/1978","Unknown","182.0 m (597 ft.)","597","182","5082103","654839","45 52'30""N","61 00'20""W","Malagawatch; Inverness County","11F/14D","Plugged and Abandoned","84"
"POINT (-61.004804674231316 45.87507293400888)","P-90","Bras d'Or #1","Chevron Standard Ltd./ Irving Oil Ltd.","21/09/1979","30/09/1979","216.0 m (709 ft.)","709","216","5082103","654839","45 52'30""N","61 00'20""W","Malagawatch; Inverness County","11F/14D","Plugged and Abandoned","85"
"POINT (-61.000647716305274 45.87923957749661)","P-91","Bras d'Or #2","Chevron Standard Ltd./ Irving Oil Ltd.","03/10/1979","15/10/1979","375.0 m (1,230.3 ft.)","1230","375","5082574","655150","45 52'45""N","61 00'05""W","Malagawatch; Inverness County","11F/14D","Plugged and Abandoned","86"
"POINT (-60.920919851203486 45.86812243552124)","P-92","Malagawatch #1","Chevron Standard Ltd./ Irving Oil Ltd.","31/10/1979","23/11/1979","948.0 m (3,110 ft.)","3110","948","5081497","661369","45 52'05""N","60 55'18""W","Malagawatch; Inverness County","11F/15B","Plugged and Abandoned","87"
"POINT (-63.00238664676229 45.63952032856605)","P-93","Scotsburn #2","Chevron Standard Ltd./ Irving Oil Ltd.","11/08/1981","29/11/1981","2,638.0 m (8,654.9 ft.)","8656","2638","5053997","499814","45 38'21.59""N","63 00'10.78""W","Scotsburn; Pictou County","11E/11D","Plugged and Abandoned","88"
"POINT (-61.29481510124222 45.58062634063671)","P-94","Port Malcolm","CORKAN Engineering of Canada Ltd.","13/09/1983","16/10/1983","1,091.8 m (3,582 ft.)","3582","1091.8","5048868","633030","45 34'49.89""N","61 17'43.82""W","Port Malcolm; Richmond County","11F/11B","Plugged and Abandoned","89"
"POINT (-61.359259214174806 46.02479450712702)","P-98","Irving Chevron Mull River #1","Chevron Canada Resources Ltd.","30/05/1988","11/07/1988","1,502.0 m (4,928.0 ft.)","4928","1502","5098111","626989","46 01'25.9""N","61 21'40""  W","MacLeod Road; Mull River; Inverness County","11K/03B","Plugged and Abandoned","90"
"POINT (-63.7003600353305 45.20073082263257)","P-99","South Noel #1","Consultants A.G.R.E.N. Canada Ltd.","29/11/1988","15/04/1992","345.0 m (1,131.9 ft.)","1131","345","5005488","444994","45 12'9.67""N","63 42'1.31""W","East of Kennetcook; Ettinger Road; Hants County","11E/04","Plugged and Abandoned","91"
"POINT (-63.25830684422387 45.184744900416355)","P-100","Angus 94-1","Eagle Petroleum Inc./Forgaz Inc.","04/09/1994","02/10/1994","455.0 m (1,493 ft.)","455","1493","5003506","479707","45 11'4.8""""N","63 15'32.3""W","Alton; Colchester County","11E/03C","Plugged and Abandoned","92"
"POINT (-64.3721962248448 45.67577040391178)","P-101","River Hebert  REI-B2-1","Resources Enterprises Inc. (REI)","12/09/1994","25/10/1994","1,305.5 m (4,283 ft.)","1305","4283","5058940","393129","45 40'32.505""N","64 22'22.166""W","River Hebert; Cumberland County","21H/09C","Plugged and Abandoned","93"
