"fiscal_year","file","id","location_from","location_address","recipient","recipient_address","quantity","description"
"2014-2015","NP14","4","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Special Olympics Cape Breton","PO Box 335, Sydney, NS, B1P 6H2","1","Storage Cabinet"
"2014-2015","NP14","5","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Barrington Municipal Agriculture Exhibition Association","1457 Gunning Cove, Shelburne, Co. NS, B0T 1W0","2","Desk"
"2014-2015","NP14","5","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Barrington Municipal Agriculture Exhibition Association","1457 Gunning Cove, Shelburne, Co. NS, B0T 1W0","1","Bookcase"
"2014-2015","NP14","5","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Barrington Municipal Agriculture Exhibition Association","1457 Gunning Cove, Shelburne, Co. NS, B0T 1W0","2","File Cabinet"
"2014-2015","NP14","5","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Barrington Municipal Agriculture Exhibition Association","1457 Gunning Cove, Shelburne, Co. NS, B0T 1W0","102","Chair"
"2014-2015","NP14","5","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Barrington Municipal Agriculture Exhibition Association","1457 Gunning Cove, Shelburne, Co. NS, B0T 1W0","18","Table"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Barrington Municipal Agriculture Exhibition Association","1457 Gunning Cove, Shelburne, Co. NS, B0T 1W0","1","Storage Cabinet"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","3","Couch"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","2","Desk"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","1","File Cabinet"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","4","Board"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","2","Chair"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","1","Table"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","1","Couch"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","1","Refrigerator"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","3","Shelving Unit"
"2014-2015","NP14","6","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Community & Recreation Services","PO Box 1749, Halifax, NS, B3J 3A5","1","Mail Sorter"
"2014-2015","NP14","7","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Kendall Villa Seniors","11-123 Kendall Lane, RR #1, Windsor, NS, B0N 2T0","1","Table"
"2014-2015","NP14","7","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Kendall Villa Seniors","11-123 Kendall Lane, RR #1, Windsor, NS, B0N 2T0","44","Chair"
"2014-2015","NP14","8","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Town of Shelburne","11-123 Kendall Lane, RR #1, Windsor, NS, B0N 2T0","2","File Cabinet"
"2014-2015","NP14","8","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Town of Shelburne","11-123 Kendall Lane, RR #1, Windsor, NS, B0N 2T0","7","Desk"
"2014-2015","NP14","8","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Town of Shelburne","11-123 Kendall Lane, RR #1, Windsor, NS, B0N 2T0","22","Chair"
"2014-2015","NP14","8","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Town of Shelburne","11-123 Kendall Lane, RR #1, Windsor, NS, B0N 2T0","3","Table"
"2014-2015","NP14","8","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Town of Shelburne","PO Box 670, Shelburne, NS, B0T 1W0","1","2003 Ford F150"
"2014-2015","NP1","8","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Town of Shelburne","PO Box 670, Shelburne, NS, B0T 1W0","3","Bookcase"
"2014-2015","NP14","8","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Town of Shelburne","PO Box 670, Shelburne, NS, B0T 1W0","1","Telephone"
"2014-2015","NP14","8","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Town of Shelburne","PO Box 670, Shelburne, NS, B0T 1W0","8","Board"
"2014-2015","NP14","9","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Public Good Society of Dartmouth","360 Wyse Road, PO Box 262, Dartmouth, NS, B2Y 3Y3","13","Chair"
"2014-2015","NP14","9","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Public Good Society of Dartmouth","360 Wyse Road, PO Box 262, Dartmouth, NS, B2Y 3Y3","1","File Cabinet"
"2014-2015","NP14","9","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Public Good Society of Dartmouth","360 Wyse Road, PO Box 262, Dartmouth, NS, B2Y 3Y3","3","Desk"
"2014-2015","NP14","9","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Public Good Society of Dartmouth","360 Wyse Road, PO Box 262, Dartmouth, NS, B2Y 3Y3","1","Hutch"
"2014-2015","NP14","9","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Public Good Society of Dartmouth","360 Wyse Road, PO Box 262, Dartmouth, NS, B2Y 3Y3","5","Table"
"2014-2015","NP14","10","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","River Hebert Volunteer Fire Department","1495 Hwy #242, River Herbet, NS, B0L 1G0","1","2007 Ford Freestyle SUV"
"2014-2015","NP14","11","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","River Hebert Volunteer Fire Department","1495 Hwy #242, River Herbet, NS, B0L 1G0","2","Couch"
"2014-2015","NP14","11","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","North Brook Community Centre","2 Chapman Street, Dartmouth, NS, B4C 3B6","1","Table"
"2014-2015","NP14","12","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Sable River Community Hall","PO Box 72, Lockeport, NS, B0T 1L0","1","Desk"
"2014-2015","NP14","12","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Sable River Community Hall","PO Box 72, Lockeport, NS, B0T 1L0","2","File Cabinet"
"2014-2015","NP14","12","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Sable River Community Hall","PO Box 72, Lockeport, NS, B0T 1L0","2","Storage Cabinet"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","PO Box 72, Lockeport, NS, B0T 1L0","3","Desk"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","PO Box 72, Lockeport, NS, B0T 1L0","2","Table"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","PO Box 72, Lockeport, NS, B0T 1L0","3","Stool"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","PO Box 72, Lockeport, NS, B0T 1L0","1","Board"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","PO Box 72, Lockeport, NS, B0T 1L0","6","Chair"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","PO Box 72, Lockeport, NS, B0T 1L0","2","Cabinet"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","4","Bookcase"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","1","Dictating Unit"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","1","Tripod"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","2","Lamp"
"2014-2015","NP14","13","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","1","Pedestal"
"2014-2015","NP14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Employment Development Centre","70 Reeves Street, Sydney, NS, B1P 3C5","1","Couch"
"2014-2015","NP14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Employment Development Centre","70 Reeves Street, Sydney, NS, B1P 3C5","1","Desk"
"2014-2015","NP14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Employment Development Centre","70 Reeves Street, Sydney, NS, B1P 3C5","4","Chair"
"2014-2015","NP14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Employment Development Centre","70 Reeves Street, Sydney, NS, B1P 3C5","1","Shelving Unit"
"2014-2015","NP14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Employment Development Centre","70 Reeves Street, Sydney, NS, B1P 3C5","2","Tables"
"2014-2015","NP14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Employment Development Centre","70 Reeves Street, Sydney, NS, B1P 3C5","1","Coat Tree"
"2014-2015","NP14","17","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS","Surplus Warehouse, Dartmouth, NS","Greville Bay Shipbuilding Museum Society","RR # 3, Parrsboro, NS, B0M 1S0","1","Table"
"2014-2015","NP14","17","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS","Surplus Warehouse, Dartmouth, NS","Greville Bay Shipbuilding Museum Society","RR # 3, Parrsboro, NS, B0M 1S0","4","Cubicle Panel"
"2014-2015","NP14","17","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS","Geomatics Centre, Amherst, NS","Greville Bay Shipbuilding Museum Society","RR # 3, Parrsboro, NS, B0M 1S0","1","Photocopier"
"2014-2015","NP14","18","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS","Geomatics Centre, Amherst, NS","Cumberland African Nova Scotian Association","71 Victoria Street East, Amherst, NS, B4H 1X","1","Cabinet"
"2014-2015","NP14","18","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS","Geomatics Centre, Amherst, NS","Cumberland African Nova Scotian Association","71 Victoria Street East, Amherst, NS, B4H 1X","2","Table"
"2014-2015","NP14","18","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS","Geomatics Centre, Amherst, NS","Cumberland African Nova Scotian Association","71 Victoria Street East, Amherst, NS, B4H 1X","9","Desk"
"2014-2015","NP14","18","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS","Geomatics Centre, Amherst, NS","Cumberland African Nova Scotian Association","71 Victoria Street East, Amherst, NS, B4H 1X","1","Printer Stand"
"2014-2015","NP14","18","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS","Geomatics Centre, Amherst, NS","Cumberland African Nova Scotian Association","71 Victoria Street East, Amherst, NS, B4H 1X","6","Cubicle Panel"
"2014-2015","NP14","19","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","The Gliders Seniors Club","78 Thomas Street, PO Box 777, Windsor, NS, B0N 2T0","19","Chair"
"2014-2015","NP14","20","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Scottish Rite Charitable Foundation of Canada","51 Boland Road, Dartmouth, NS, B3A 3G7","7","Chair"
"2014-2015","NP14","20","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Scottish Rite Charitable Foundation of Canada","51 Boland Road, Dartmouth, NS, B3A 3G7","2","Desk"
"2014-2015","NP14","21","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Cape Breton Miners Museum","17 Museum Street, Glace Bay, NS, B1A 5TB","3","Bookcase"
"2014-2015","NP14","21","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Cape Breton Miners Museum","17 Museum Street, Glace Bay, NS, B1A 5TB","2","Desk"
"2014-2015","NP14","21","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Cape Breton Miners Museum","17 Museum Street, Glace Bay, NS, B1A 5TB","2","Table"
"2014-2015","NP14","21","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Cape Breton Miners Museum","17 Museum Street, Glace Bay, NS, B1A 5TB","4","Chair"
"2014-2015","NP14","22","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Haley Street Adult Services Centre Society","26 Haley Street, North Sydney, NS, B2A 3L3","4","Chair"
"2014-2015","NP14","22","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Haley Street Adult Services Centre Society","26 Haley Street, North Sydney, NS, B2A 3L3","3","Table"
"2014-2015","NP14","22","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Haley Street Adult Services Centre Society","26 Haley Street, North Sydney, NS, B2A 3L3","1","File Cabinet"
"2014-2015","NP14","22","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Haley Street Adult Services Centre Society","26 Haley Street, North Sydney, NS, B2A 3L3","1","Microwave"
"2014-2015","NP14","22","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Haley Street Adult Services Centre Society","26 Haley Street, North Sydney, NS, B2A 3L3","1","Projector"
"2014-2015","NP14","22","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Haley Street Adult Services Centre Society","26 Haley Street, North Sydney, NS, B2A 3L3","3","Board"
"2014-2015","NP14","23","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Association for Safer Cape Breton Communities","PO  Box 5300, Grand Lake Road, Sydney, NS, B1P 6L2","2","File Cabinet"
"2014-2015","NP14","24","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Cumberland Early Intervention Program","PO Box 997, Amherst, NS, B4H 4E1","1","Desk"
"2014-2015","NP14","25","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","North Queens Fire Association","PO Box 166, Caledonia, Queens Co., NS, B0T 1B0","2","Storage Cabinet"
"2014-2015","NP14","26","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Municipality of Chester Transportation Society","Community Wheels, 23 Collicutt Road, Chester, NS, B0J 1J0","4","File Cabinet"
"2014-2015","NP14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","TNR 4-H Club","27 Gorman Road, North River, NS, B6L 6E5","3","Tripod"
"2014-2015","NP14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","TNR 4-H Club","27 Gorman Road, North River, NS, B6L 6E5","23","Chair"
"2014-2015","NP14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","TNR 4-H Club","27 Gorman Road, North River, NS, B6L 6E5","2","File Cabinet"
"2014-2015","NP14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","TNR 4-H Club","27 Gorman Road, North River, NS, B6L 6E5","14","Table"
"2014-2015","NP14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","TNR 4-H Club","27 Gorman Road, North River, NS, B6L 6E5","1","Display Cabinet"
"2014-2015","NP14","29","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Bible Hill Fire Bridgade","67 Pictou Road, Bible Hill, NS, B2N 2R9","18","Lockers"
"2014-2015","NP14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Pathways to Employment","196 Prince Street, Sydney, NS, B1P 5K5","1","Print/Photo"
"2014-2015","NP14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Pathways to Employment","196 Prince Street, Sydney, NS, B1P 5K5","1","Brochure Rack"
"2014-2015","NP14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Pathways to Employment","196 Prince Street, Sydney, NS, B1P 5K5","2","Coat Tree"
"2014-2015","NP14","31","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","NS Amateur Radio Association","RR # 2, Mahone Bay, NS, B0J 2E0","11","Antenna"
"2014-2015","NP14","32","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Leeside Transition House","PO Box 6913, Port Hawkesbury, NS, B9A 2W2","1","File Cabinet"
"2014-2015","NP14","32","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Leeside Transition House","PO Box 6913, Port Hawkesbury, NS, B9A 2W2","2","Desk"
"2014-2015","NP14","33","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Cloverdale Courtwork Society","2346 Hunter Street, Halifax, NS, B3K 4V6","3","File Cabinet"
"2014-2015","NP14","33","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Cloverdale Courtwork Society","2346 Hunter Street, Halifax, NS, B3K 4V6","8","Chair"
"2014-2015","NP14","33","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Cloverdale Courtwork Society","2346 Hunter Street, Halifax, NS, B3K 4V6","2","Shredder"
"2014-2015","NP14","34","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Akoma Family Centre","1018 Main Street, Dartmouth, NS, B2W 4X9","1","Bookcase"
"2014-2015","NP14","34","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Akoma Family Centre","1018 Main Street, Dartmouth, NS, B2W 4X9","15","Chair"
"2014-2015","NP14","35","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","CeaseFire-Halifax","45 Alderney Gate, Queen Square, Suite 210, Dartmouth, NS, B2Y 2N6","1","Table"
"2014-2015","NP14","35","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","CeaseFire-Halifax","45 Alderney Gate, Queen Square, Suite 210, Dartmouth, NS, B2Y 2N6","1","File Cabinet"
"2014-2015","NP14","35","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","CeaseFire-Halifax","45 Alderney Gate, Queen Square, Suite 210, Dartmouth, NS, B2Y 2N6","1","Desk"
"2014-2015","NP14","35","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","CeaseFire-Halifax","45 Alderney Gate, Queen Square, Suite 210, Dartmouth, NS, B2Y 2N6","7","Chair"
"2014-2015","NP14","35","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","CeaseFire-Halifax","45 Alderney Gate, Queen Square, Suite 210, Dartmouth, NS, B2Y 2N6","1","Bookcase"
"2014-2015","NP14","35","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","CeaseFire-Halifax","45 Alderney Gate, Queen Square, Suite 210, Dartmouth, NS, B2Y 2N6","1","Board"
"2014-2015","NP14","36","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Association for Safer Cape Breton Communities","PO Box 5300, Grand Lake Road, Sydney, NS, B1P 6L2","1","Television"
"2014-2015","NP14","37","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","St. Ann's Bay United Church","RR # 1, Englishtown, NS, B0C 1H0","1","Safe"
"2014-2015","NP14","37","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","St. Ann's Bay United Church","RR # 1, Englishtown, NS, B0C 1H0","1","File Cabinet"
"2014-2015","NP14","37","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","St. Ann's Bay United Church","RR # 1, Englishtown, NS, B0C 1H0","2","Chair"
"2014-2015","NP14","38","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Freedom Foundation","PO Box 23027, Dartmouth, NS, B3A 1N7","2","File Cabinet"
"2014-2015","NP14","38","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Freedom Foundation","PO Box 23027, Dartmouth, NS, B3A 1N7","1","Desk"
"2014-2015","NP14","40","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Sydney Mines & District Community Centre","147 Legatto Street, Sydney Mines, NS, B1V 2S6","1","Couch"
"2014-2015","NP14","40","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Sydney Mines & District Community Centre","147 Legatto Street, Sydney Mines, NS, B1V 2S6","1","File Cabinet"
"2014-2015","NP14","40","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Sydney Mines & District Community Centre","147 Legatto Street, Sydney Mines, NS, B1V 2S6","1","Desk"
"2014-2015","NP14","40","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Sydney Mines & District Community Centre","147 Legatto Street, Sydney Mines, NS, B1V 2S6","1","Table"
"2014-2015","NP14","40","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Sydney Mines & District Community Centre","147 Legatto Street, Sydney Mines, NS, B1V 2S6","5","Chair"
"2014-2015","NP14","41","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Maritime Varsity Academy","145 Ochterloney Street, Dartmouth, NS, B2Y 1C9","5","Bookcase"
"2014-2015","NP14","41","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Maritime Varsity Academy","145 Ochterloney Street, Dartmouth, NS, B2Y 1C9","20","Chair"
"2014-2015","NP14","41","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Maritime Varsity Academy","145 Ochterloney Street, Dartmouth, NS, B2Y 1C9","1","Stand"
"2014-2015","NP14","41","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Maritime Varsity Academy","145 Ochterloney Street, Dartmouth, NS, B2Y 1C9","1","Desk"
"2014-2015","NP14","41","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Maritime Varsity Academy","145 Ochterloney Street, Dartmouth, NS, B2Y 1C9","1","File Cabinet"
"2014-2015","NP14","41","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Maritime Varsity Academy","145 Ochterloney Street, Dartmouth, NS, B2Y 1C9","1","Table"
"2014-2015","NP14","42","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","2","Reception Station"
"2014-2015","NP14","42","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","2","Stove"
"2014-2015","NP14","42","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","1","Refrigerator"
"2014-2015","NP14","43","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","West Pubnico Fire Department","PO Box 160, West Pubnico, NS, B0W 3S0","1","2009 Ford Expedition Truck"
"2014-2015","NP14","44","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Bethany Memorial Baptist Church","539 Aldershot Road, Kentville, NS, B4N 3A5","1","Dishwasher"
"2014-2015","NP14","45","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","LakeCity Employment Services Association","386 Windmill Road, Dartmouth, NS, B3A 1J5","1","Desk"
"2014-2015","NP14","45","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","LakeCity Employment Services Association","386 Windmill Road, Dartmouth, NS, B3A 1J5","36","Chair"
"2014-2015","NP14","46","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Upper Stewiacke Fire Department","5336 Highway 289, Upper Stewiacke, NS, B0N 2P0","4","Table"
"2014-2015","NP14","46","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Upper Stewiacke Fire Department","5336 Highway 289, Upper Stewiacke, NS, B0N 2P0","1","Modular Desk"
"2014-2015","NP14","46","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Upper Stewiacke Fire Department","5336 Highway 289, Upper Stewiacke, NS, B0N 2P0","1","File Cabinet"
"2014-2015","NP14","46","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Upper Stewiacke Fire Department","5336 Highway 289, Upper Stewiacke, NS, B0N 2P0","30","Chair"
"2014-2015","NP14","46","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","Upper Stewiacke Fire Department","5336 Highway 289, Upper Stewiacke, NS, B0N 2P0","1","Storage Cabinet"
"2014-2015","NP14","47","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","2","Bookshelf"
"2014-2015","NP14","47","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","2","Table"
"2014-2015","NP14","47","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","3","Desk"
"2014-2015","NP14","47","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","PeopleWorx","11 Opportunity Lane, Cold Brook, NS, B4R 0A5","3","File Cabinet"
