"year","board_code","board_name","school_code","school_name","mail_address_line_1","mail_address_line_2","mailing_postal_code","civic_address_line_1","civic_address_line_2","civic_postal_code","telephone","fax","email","georeference"
"2021-2022","59","Tri-County Regional Centre for Education","624","Lockeport Elementary School","PO Box 280","Lockeport","B0T 1L0","73 Beach St","Lockeport","B0T 1L0","902-656-7100","902-656-7101","les@tcrce.ca","POINT (-65.115913 43.697895)"
"2021-2022","59","Tri-County Regional Centre for Education","259","Islands Consolidated School","PO Box 80","Freeport","B0V 1B0","75 Overcove Rd","Freeport","B0V 1B0","902-839-6300","902-839-6303","ics@tcrce.ca","POINT (-66.319276 44.27757)"
"2021-2022","59","Tri-County Regional Centre for Education","79","Hillcrest Academy","PO Box 40","Shelburne","B0T 1W0","127 King St","Shelburne","B0T 1W0","902-875-5300","902-875-5301","hia@tcrce.ca","POINT (-65.309752 43.767482)"
"2021-2022","59","Tri-County Regional Centre for Education","927","Forest Ridge Academy","Box 128","Barrington","B0W 1E0","59 Forest View Dr","Barrington","B0W 1E0","902-637-4340","902-637-4342","fra@tcrce.ca","POINT (-65.564628 43.567272)"
"2021-2022","59","Tri-County Regional Centre for Education","733","Evelyn Richardson Memorial Elementary School","Box 160","Shag Harbour","B0W 3B0","#5961 Hwy #3","Shag Harbour","B0W 3B0","902-723-3800","902-723-3801","ermes@tcrce.ca","POINT (-65.727309 43.496757)"
"2021-2022","59","Tri-County Regional Centre for Education","981","Drumlin Heights Consolidated School","RR #1","Glenwood","B0W 1W0","Hwy 3, #5428 RR #1","Glenwood","B0W 1W0","902-643-6000","902-643-6006","dhcs@tcrce.ca","POINT (-65.855223 43.794843)"
"2021-2022","59","Tri-County Regional Centre for Education","709","Digby Regional High School","Box 1660","Digby","B0V 1A0","107 King St","Digby","B0V 1A0","902-245-7500","902-245-7518","drhs@tcrce.ca","POINT (-65.759265 44.620348)"
"2021-2022","59","Tri-County Regional Centre for Education","257","Digby Neck Consolidated Elementary School","RR1","Sandy Cove","B0V 1E0","6203 Sandy Cove Rd","Digby Neck","B0V 1E0","902-834-6600","902-834-6602","dnces@tcrce.ca","POINT (-66.097927 44.480521)"
"2021-2022","59","Tri-County Regional Centre for Education","541","Digby Elementary School","PO Box 1538","Digby","B0V 1A0","20 Shreve St","Digby","B0V 1A0","902-245-7550","902-245-7555","des@tcrce.ca","POINT (-65.767247 44.619201)"
"2021-2022","59","Tri-County Regional Centre for Education","511","Clark's Harbour Elementary School","PO Box 130","Clark's Harbour","B0W 1P0","29 School Street","Clark's Harbour","B0W 1P0","902-745-3710","902-745-3711","ches@tcrce.ca","POINT (-65.636207 43.448548)"
"2021-2022","59","Tri-County Regional Centre for Education","497","Carleton Consolidated Elementary School","Hwy 340","Carleton","B5A 5P8","4014 Hwy 340","Carleton","B5A 5P8","902-761-4200","902-761-4202","cces@tcrce.ca","POINT (-65.928126 44.006362)"
"2021-2022","59","Tri-County Regional Centre for Education","167","Barrington Municipal High School","536 Oak Park Rd","Barrington","B0W 1E0","536 Oak Park Rd.","Barrington","B0W 1E0","902-637-4310","902-637-4320","bmhs@tcrce.ca","POINT (-65.616217 43.578791)"
"2021-2022","58","South Shore Regional Centre for Education","394","West Northfield Elementary School","6 Victoria Acres Drive","West Northfield","B4V 5C7","6 Victoria Acres Drive","West Northfield","B4V 5C7","902-541-8220","902-541-8221","wnes@ssrce.ca","POINT (-64.603262 44.458701)"
"2021-2022","58","South Shore Regional Centre for Education","1172","SSRCE Alternate Programs","45 School Street","Mahone Bay","B0J 2E0","45 School Street","Mahone Bay","B0J 2E0","902-624-2101","902-624-2103","ssilc@ssrce.ca","POINT (-64.380841 44.446779)"
"2021-2022","58","South Shore Regional Centre for Education","1171","SSRCE Adult High School","Box 1974","Liverpool","B0T 1K0","137 Old Bridge Street","Liverpool","B0T 1K0","902-354-7630","902-354-7631","ssilc@ssrce.ca","POINT (-64.714518 44.036525)"
"2021-2022","58","South Shore Regional Centre for Education","1185","South Queens Middle School","P.O. Box 1288","Liverpool","B0T 1K0","157 Old Bridge Street","Liverpool","B0T 1K0","902-354-7640","902-354-7650","sqms@ssrce.ca","POINT (-64.714004 44.036115)"
"2021-2022","58","South Shore Regional Centre for Education","401","Petite Riviere Elementary School","123 Wentzell Road","Petite Riviere","B4V 5Y2","123 Wentzell Road","Petite Riviere","B4V 5Y2","902-688-3200","902-688-3201","pres@ssrce.ca","POINT (-64.451342 44.238546)"
"2021-2022","58","South Shore Regional Centre for Education","400","Pentz Elementary School","P.O. Box 88","LaHave","B0R 1C0","2680 Highway 331","LaHave","B0R 1C0","902-688-3210","902-688-3211","pes@ssrce.ca","POINT (-64.402474 44.305063)"
"2021-2022","58","South Shore Regional Centre for Education","409","Park View Education Centre","1485 King Street","Bridgewater","B4V 1C4","1485 King Street","Bridgewater","B4V 1C4","902-541-8200","902-541-8210","pvec@ssrce.ca","POINT (-64.543776 44.397995)"
"2021-2022","58","South Shore Regional Centre for Education","459","North Queens Community School","PO Box 184","Caledonia","B0T 1E0","40 West Caledonia Road","Caledonia","B0T 1B0","902-682-3500","902-682-3510","nqcs@ssrce.ca","POINT (-65.032724 44.372303)"
"2021-2022","58","South Shore Regional Centre for Education","404","Newcombville Elementary School","Highway 325","Newcombville","B4V 7W2","4220 Highway 325","Newcombville","B4V 7W2","902-541-8230","902-541-8231","nes@ssrce.ca","POINT (-64.626027 44.381527)"
"2021-2022","58","South Shore Regional Centre for Education","214","New Ross Consolidated School","P.O. Box 10","New Ross","B0J 2M0","4689 Hwy 12","New Ross","B0J 2M0","902-689-6100","902-689-6110","nrcs@ssrce.ca","POINT (-64.456817 44.729949)"
"2021-2022","58","South Shore Regional Centre for Education","402","New Germany Rural High School","44 School Street","New Germany","B0R 1E0","44 School Street","New Germany","B0R 1E0","902-644-5000","902-644-5010","ngrhs@ssrce.ca","POINT (-64.721649 44.539492)"
"2021-2022","58","South Shore Regional Centre for Education","397","New Germany Elementary School","150 School Street","New Germany","B0R 1E0","150 School Street","New Germany","B0R 1E0","902-644-5020","902-644-5022","nges@ssrce.ca","POINT (-64.727267 44.542335)"
"2021-2022","58","South Shore Regional Centre for Education","710","Liverpool Regional High School","PO Box 1266","Liverpool","B0T 1K0","104 College Street","Liverpool","B0T 1K0","902-354-7600","902-354-7610","lrhs@ssrce.ca","POINT (-64.708631 44.035191)"
"2021-2022","58","South Shore Regional Centre for Education","917","Hebbville Academy","16147 Highway 3","Hebbville","B4V 6Y1","16147 Highway 3","Hebbville","B4V 6Y1","902-541-8280","902-541-8290","ha@ssrce.ca","POINT (-64.561546 44.320903)"
"2021-2022","58","South Shore Regional Centre for Education","1150","Greenfield Elementary School","5060 Highway 210","Greenfield","B0T 1E0","5060 Highway 210","Greenfield","B0T 1E0","902-685-5400","902-685-5401","ges@ssrce.ca","POINT (-64.841687 44.272282)"
"2021-2022","58","South Shore Regional Centre for Education","80","Forest Heights Community School","PO Box 29","Chester Basin","B0J 1K0","847 Hwy 12","Chester Basin","B0J 1K0","902-275-2700","902-275-2710","fhcs@ssrce.ca","POINT (-64.320054 44.599949)"
"2021-2022","58","South Shore Regional Centre for Education","386","Dr. John C. Wickwire Academy","PO Box 1180","Liverpool","B0T 1K0","311 Port Mouton Road","Liverpool","B0T 1K0","902-354-7660","902-354-7666","djcwa@ssrce.ca","POINT (-64.728373 44.028058)"
"2021-2022","58","South Shore Regional Centre for Education","207","Chester District School","PO Box 368","Chester","B0J 1J0","202 Duke Street","Chester","B0J 1J0","902-275-2750","902-275-2755","cdes@ssrce.ca","POINT (-64.238227 44.544582)"
"2021-2022","58","South Shore Regional Centre for Education","216","Chester Area Middle School","PO Box 440","Chester","B0J 1J0","204 Duke Street","Chester","B0J 1J0","902-275-2720","902-275-2730","cams@ssrce.ca","POINT (-64.237808 44.545291)"
"2021-2022","58","South Shore Regional Centre for Education","508","Bridgewater Junior High School","100 York Street","Bridgewater","B4V 1R3","100 York Street","Bridgewater","B4V 1R3","902-541-8260","902-541-8270","bjhs@ssrce.ca","POINT (-64.522883 44.376576)"
"2021-2022","58","South Shore Regional Centre for Education","509","Bridgewater Elementary School","130 York St.","Bridgewater","B4V 1R3","130 York St.","Bridgewater","B4V 1R3","902-541-8240","902-541-8250","bes@ssrce.ca","POINT (-64.52372 44.376974)"
"2021-2022","58","South Shore Regional Centre for Education","1156","Bluenose Academy","PO Box 1210","Lunenburg","B0J 2C0","18 Tannery Road","Lunenburg","B0J 2C0","902-634-2200","902-634-2210","ba@ssrce.ca","POINT (-64.31929 44.375095)"
"2021-2022","58","South Shore Regional Centre for Education","405","Big Tancook Elementary School","36 School Road","Big Tancook Island","B0J 3G0","36 School Road","Big Tancook Island","B0J 3G0","902-228-8300","902-228-8301","btes@ssrce.ca","POINT (-64.170972 44.460437)"
"2021-2022","58","South Shore Regional Centre for Education","926","Bayview Community School","PO Box 160","Mahone Bay","B0J 2E0","110 Clearway Street","Mahone Bay","B0J 2E0","902-624-2120","902-624-2124","bcs@ssrce.ca","POINT (-64.386491 44.454189)"
"2021-2022","58","South Shore Regional Centre for Education","925","Aspotogan Consolidated Elementary School","105 Parkwood Drive","Mill Cove","B0J 1T0","105 Parkwood Drive","Mill Cove","B0J 1T0","902-857-2600","902-857-2601","aces@ssrce.ca","POINT (-64.072092 44.589969)"
"2021-2022","57","Conseil scolaire acadien provincial","160","École Wedgeport","44, chemin Ditcher","Wedgeport","B0W 3P0","44, chemin Ditcher","Wedgeport","B0W 3P0","902-663-5000","902-663-5002","ewdg@csap.ca","POINT (-65.982566 43.738529)"
"2021-2022","57","Conseil scolaire acadien provincial","219","École Stella-Maris","288, chemin Peter Dugas","Meteghan","B0W 2J0","288, chemin Peter Dugas","Meteghan","B0W 2J0","902-645-5500","902-645-5505","esm@csap.ca","POINT (-66.154454 44.182772)"
"2021-2022","57","Conseil scolaire acadien provincial","1202","École secondaire Mosaïque","361, avenue John Savage","Dartmouth","B3B 0J3","361, avenue John Savage","Dartmouth","B3B 0J3","902-433-7080","N/A","N/A","POINT (-63.575285 44.703659)"
"2021-2022","57","Conseil scolaire acadien provincial","1152","École secondaire du Sommet","500,  boulevard Larry Uteck","Halifax","B3M 0E6","500,  boulevard Larry Uteck","Halifax","B3M 0E6","902-832-4302","902-832-4352","ess@csap.ca","POINT (-63.678764 44.700992)"
"2021-2022","57","Conseil scolaire acadien provincial","980","École secondaire de Par-en-Bas","4258, route 308","Tusket","B0W 3M0","4258, route 308","Tusket","B0W 3M0","902-648-5900","902-648-5915","espb@csap.ca","POINT (-65.966099 43.870303)"
"2021-2022","57","Conseil scolaire acadien provincial","225","École secondaire de Clare","80, chemin Placide Comeau","La Butte","B0W 2L0","80, chemin Placide Comeau","La Butte","B0W 2L0","902-769-5400","902-769-5405","esdc@csap.ca","POINT (-66.130614 44.22656)"
"2021-2022","57","Conseil scolaire acadien provincial","57","École Rose-des-Vents","6, chemin Bedford","Greenwood","B0P 1N0","6, chemin Bedford","Greenwood","B0P 1N0","902-765-7100","902-765-7107","erdv@csap.ca","POINT (-64.943741 44.960865)"
"2021-2022","57","Conseil scolaire acadien provincial","156","École Pubnico-Ouest","811, route 335","Pubnico-Ouest","B0W 3S0","811, route 335","Pubnico-Ouest","B0W 3S0","902-762-4400","902-762-4402","epo@csap.ca","POINT (-65.797785 43.669672)"
"2021-2022","57","Conseil scolaire acadien provincial","378","École NDA","15118, Cabot Trail","Chéticamp","B0E 1H0","15118, Cabot Trail","Chéticamp","B0E 1H0","902-224-5300","902-224-5305","enda@csap.ca","POINT (-61.016143 46.625473)"
"2021-2022","57","Conseil scolaire acadien provincial","1197","École Mer et Monde","5750, rue Atlantic","Halifax","B3H 1G9","5750, rue Atlantic","Halifax","B3H 1G9","902-480-2180","902-480-2193","emm@csap.ca","POINT (-63.576469 44.632051)"
"2021-2022","57","Conseil scolaire acadien provincial","217","École Joseph-Dugas","450, chemin Patrice","Pointe-de-l'Église","B0W 1M0","450, chemin Patrice","Pointe-de-l'Église","B0W 1M0","902-769-5430","902-769-5433","ejd@csap.ca","POINT (-66.103359 44.327101)"
"2021-2022","57","Conseil scolaire acadien provincial","1188","École du Grand-Portage","100, Stokil Drive","Lower Sackville","B4C 2G5","100, Stokil Drive","Lower Sackville","B4C 2G5","902-864-6242","902-864-6419","egp@csap.ca","POINT (-63.6827 44.783943)"
"2021-2022","57","Conseil scolaire acadien provincial","68","École du Carrefour","201A, avenue du Portage","Dartmouth","B2X 3T4","201A, avenue du Portage","Dartmouth","B2X 3T4","902-433-7000","902-433-7020","ecgh@csap.ca","POINT (-63.531924 44.704472)"
"2021-2022","57","Conseil scolaire acadien provincial","1173","École des Beaux-Marais","5261, autoroute 7","Porters Lake","B3E 1J7","5261, autoroute 7","Porters Lake","B3E 1J7","902-827-4621","902-827-4623","ebm@csap.ca","POINT (-63.281936 44.744182)"
"2021-2022","57","Conseil scolaire acadien provincial","948","École Bois-Joli","211, avenue du Portage","Dartmouth","B2X 3T4","211, avenue du Portage","Dartmouth","B2X 3T4","902-433-7070","902-433-7077","ebj@csap.ca","POINT (-63.53125 44.707058)"
"2021-2022","57","Conseil scolaire acadien provincial","744","École Belleville","84, chemin Belleville","Tusket","B0W 3M0","84, chemin Belleville","Tusket","B0W 3M0","902-648-5920","902-648-5922","eblv@csap.ca","POINT (-65.931409 43.86384)"
"2021-2022","57","Conseil scolaire acadien provincial","982","École Beau-Port","2359, route 206","Arichat","B0E 2L0","2359, route 206","Arichat","B0E 2L0","902-226-5200","902-226-5204","ebp@csap.ca","POINT (-61.026507 45.510912)"
"2021-2022","57","Conseil scolaire acadien provincial","947","École Beaubassin","54, boulevard Larry Uteck","Halifax","B3M 4R9","54, boulevard Larry Uteck","Halifax","B3M 4R9","902-457-6810","902-457-6809","ebb@csap.ca","POINT (-63.664224 44.698605)"
"2021-2022","57","Conseil scolaire acadien provincial","433","École acadienne de Truro","50, rue Aberdeen","Truro","B2N 4V3","50, rue Aberdeen","Truro","B2N 4V3","902-896-4500","902-896-4501","eat@csap.ca","POINT (-63.261367 45.361213)"
"2021-2022","57","Conseil scolaire acadien provincial","145","École acadienne de Pomquet","791, rue Taylor","Pomquet","B2G 2L4","791, rue Taylor","Pomquet","B2G 2L4","902-386-5700","902-386-5702","eap@csap.ca","POINT (-61.856489 45.623194)"
"2021-2022","57","Conseil scolaire acadien provincial","387","Centre scolaire Étoile de l'Acadie","15, rue Inglis","Sydney","B1P 7C6","15, rue Inglis","Sydney","B1P 7C6","902-563-3900","902-563-3902","csea@csap.ca","POINT (-60.183258 46.140887)"
"2021-2022","57","Conseil scolaire acadien provincial","1155","Centre Scolaire de la Rive-Sud","20, chemin Petite Évangéline","Cookville","B4V 8Z9","20, chemin Petite Évangéline","Cookville","B4V 8Z9","902-527-5110","902-527-5102","ers@csap.ca","POINT (-64.541362 44.404344)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","81","Wolfville School","19 Acadia St","Wolfville","B4P 1K8","19 Acadia St","Wolfville","B4P 1K8","902-542-6050","902-542-6054","ws@avrce.ca","POINT (-64.361376 45.089673)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","361","Windsor Forks District School","120 Sangster Bridge Rd, RR3 Windsor Forks","Windsor","B0N 2T0","120 Sangster Bridge Rd","Windsor Forks","B0N 2T0","902-792-6700","902-792-6707","wfds@avrce.ca","POINT (-64.191903 44.945214)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","699","Windsor Elementary School","PO Box 1057","Windsor","B0N 2T0","100 Tremaine Cr","Windsor","B0N 2T0","902-792-6770","902-792-6777","wes@avrce.ca","POINT (-64.128619 44.984038)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","376","Windsor Adult High School","PO Box 369","Windsor","B0N 2T0","94 Wentworth Rd","Windsor","B0N 2T0","902-792-6751","902-792-6752","wahs@avrce.ca","POINT (-64.126259 44.9911)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","71","West Kings District High School","1941 Hwy 1","Auburn","B0P 1A0","1941 Hwy 1","Auburn","B0P 1A0","902-847-4440","902-847-4444","wkdhs@avrce.ca","POINT (-64.877641 45.017786)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","994","West Hants Middle School","8009 Hwy 14","Newport","B0N 2A0","8009 Hwy 14","Newport","B0N 2A0","902-757-4100","902-757-4111","whms@avrce.ca","POINT (-64.008597 45.013825)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","1110","West Hants Education Centre","94 Wentworth Rd","Windsor","B0N 2T0","94 Wentworth Rd","Windsor","B0N 2T0","902-792-6750","902-792-6752","whec@avrce.ca","POINT (-64.126259 44.9911)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","360","Three Mile Plains District School","4555 Highway 1","Three Mile Plains","B0N 2T0","4555 Hwy 1","Three Mile Plains","B0N 2T0","902-792-6720","902-792-6722","tmpds@avrce.ca","POINT (-64.094276 44.964332)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","54","St. Mary's Elementary School","PO Box 249","Aylesford","B0P 1C0","1276 Victoria Rd","Aylesford","B0P 1C0","902-847-4400","902-847-4404","smes@avrce.ca","POINT (-64.837404 45.029632)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","55","Somerset and District Elementary School","4339 Brooklyn St","Berwick","B0P 1E0","4339 Brooklyn St","Berwick","B0P 1E0","902-538-4670","902-538-4677","sdes@avrce.ca","POINT (-64.747248 45.074922)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","72","Port Williams Elementary School","1261 Belcher St","Port Williams","B0P 1T0","1261 Belcher St","Port Williams","B0P 1T0","902-542-6074","902-542-6094","pwes@avrce.ca","POINT (-64.420335 45.09151)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","966","Pine Ridge Middle School","625 Pine Ridge Ave","Kingston","B0P 1R0","625 Pine Ridge Ave","Kingston","B0P 1R0","902-765-7570","902-765-7572","prms@avrce.ca","POINT (-64.943806 44.992904)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","967","Northeast Kings Education Centre","1816 Bains Rd","Canning","B0P 1H0","1816 Bains Rd","Canning","B0P 1H0","902-582-2040","902-582-2044","nkec@avrce.ca","POINT (-64.441937 45.162408)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","73","New Minas Elementary School","34 Jones Rd","New Minas","B4N 3N1","34 Jones Rd","New Minas","B4N 3N1","902-681-4900","902-681-4904","nmes@avrce.ca","POINT (-64.44999 45.068742)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","712","Middleton Regional High School","18 Gates Ave","Middleton","B0S 1P0","18 Gates Ave","Middleton","B0S 1P0","902-825-5350","902-825-5355","mrhs@avrce.ca","POINT (-65.071978 44.942123)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","1108","Lawrencetown Education Centre","RR 1, 10 Middle Rd","Lawrencetown","B0S 1M0","10 Middle Rd","Lawrencetown","B0S 1M0","902-584-4524","902-584-4528","lec@avrce.ca","POINT (-65.155451 44.878886)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","129","Lawrencetown Consolidated School","RR 1, 10 Middle Rd","Lawrencetown","B0S 1M0","10 Middle Rd","Lawrencetown","B0S 1M0","902-584-4500","902-584-4505","lcs@avrce.ca","POINT (-65.155451 44.878886)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","61","L.E. Shaw Elementary School","486 Oak Island Rd","Avonport","B0P 1B0","486 Oak Island Rd","Avonport","B0P 1B0","902-542-6900","902-542-6905","leses@avrce.ca","POINT (-64.257204 45.101367)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","62","Kingston and District School","PO Box 295","Kingston","B0P 1R0","630 Pine Ridge Ave","Kingston","B0P 1R0","902-765-7530","902-765-7535","kingston@avrce.ca","POINT (-64.943106 44.993256)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","379","Kings County Adult High School","26 Highbury Rd","New Minas","B4N 3P7","26 Highbury Rd","New Minas","B4N 3P7","902-681-4930","902-681-4931","kcahs@avrce.ca","POINT (-64.462272 45.066961)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","1158","Kings County Academy","35 Gary Pearl Dr","Kentville","B4N 0H4","35 Gary Pearl Dr","Kentville","B4N 0H4","902-690-3850","902-690-3864","kca@avrce.ca","POINT (-64.519657 45.077246)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","70","Horton High School","75 Greenwich Road S","Wolfville","B4P 2R2","75 Greenwich Road S","Wolfville","B4P 2R2","902-542-6060","902-542-6066","hhs@avrce.ca","POINT (-64.401148 45.071491)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","998","Highbury Education Centre","26 Highbury Rd","New Minas","B4N 3P7","26 Highbury Rd","New Minas","B4N 3P7","902-681-4930","902-681-4931","hec@avrce.ca","POINT (-64.462272 45.066961)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","24","Hantsport School","PO Box 392","Hantsport","B0P 1P0","11 School St","Hantsport","B0P 1P0","902-684-4000","902-684-4004","hs@avrce.ca","POINT (-64.181677 45.066375)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","59","Glooscap Elementary School","RR 5, 1017 J Jordan Road","Canning","B0P 1H0","1017 J Jordan Road","Canning","B0P 1H0","902-582-2010","902-582-2015","ges@avrce.ca","POINT (-64.435722 45.159724)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","60","Gaspereau Valley Elementary School","2781 Greenfield Rd","Wolfville","B4P 2R1","2781 Greenfield Rd","Wolfville","B4P 2R1","902-542-6090","902-542-6096","gves@avrce.ca","POINT (-64.351705 45.063464)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","362","Falmouth District School","PO Box 40","Falmouth","B0P 1L0","30 School St","Falmouth","B0P 1L0","902-792-6710","902-792-6717","fds@avrce.ca","POINT (-64.166137 44.994946)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","753","Evangeline Middle School","9387 Commercial St","New Minas","B4N 3G3","9387 Commercial St","New Minas","B4N 3G3","902-681-4910","902-681-4909","ems@avrce.ca","POINT (-64.436645 45.071826)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","65","Dwight Ross School","PO Box 1420","Greenwood","B0P 1N0","949 Tremont Mountain Rd","Greenwood","B0P 1N0","902-765-7510","902-765-7520","dres@avrce.ca","POINT (-64.941056 44.964455)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","366","Dr. Arthur Hines School","75 Musgrave Rd","Summerville","B0N 2K0","75 Musgrave Rd","Summerville","B0N 2K0","902-633-6300","902-633-6303","dahes@avrce.ca","POINT (-64.166283 45.098081)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","732","Coldbrook and District School","2305 English Mountain Rd","Coldbrook","B4R 1B6","2305 English Mountain Rd","Coldbrook","B4R 1B6","902-690-3830","902-690-3833","cbds@avrce.ca","POINT (-64.586306 45.056966)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","141","Clark Rutherford Memorial School","PO Box 70","Clementsport","B0S 1E0","234 Spinnaker Dr","Clementsport","B0S 1E0","902-638-4800","902-638-4804","crms@avrce.ca","POINT (-65.629228 44.650863)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","965","Champlain Elementary School","109 North St","Granville Ferry","B0S 1A0","109 North St","Granville Ferry","B0S 1A0","902-532-3270","902-532-3273","ces@avrce.ca","POINT (-65.522636 44.753028)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","67","Central Kings Rural High School","6125 Hwy 1","Cambridge","B0P 1G0","6125 Hwy 1","Cambridge","B0P 1G0","902-538-4700","902-538-4711","ck@avrce.ca","POINT (-64.630956 45.057698)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","58","Cambridge and District Elementary School","6113 Hwy 1","Cambridge","B0P 1G0","6113 Hwy 1","Cambridge","B0P 1G0","902-538-4680","902-538-4686","cads@avrce.ca","POINT (-64.632175 45.057589)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","363","Brooklyn District Elementary School","8008 Hwy 14","Newport","B0N 2A0","8008 Hwy 14","Newport","B0N 2A0","902-757-4120","902-757-4125","bdes@avrce.ca","POINT (-64.009151 45.013585)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","1192","Bridgetown Regional Community School","25 Cromwell Court","Bridgetown","B0S 1C0","25 Cromwell Court","Bridgetown","B0S 1C0","902-665-5400","902-665-5404","brcs@avrce.ca","POINT (-65.277002 44.839851)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","75","Berwick and District School","PO Box 40","Berwick","B0P 1E0","249 Veterans Dr","Berwick","B0P 1E0","902-538-4720","902-538-4727","bads@avrce.ca","POINT (-64.742686 45.044432)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","993","Avon View High School","PO Box 700","Windsor","B0N 2T0","225 Payzant Dr","Windsor","B0N 2T0","902-792-6740","902-792-6762","avhs@avrce.ca","POINT (-64.118877 44.980126)"
"2021-2022","55","Annapolis Valley Regional Centre for Education","133","Annapolis West Education Centre","PO Box 399","Annapolis Royal","B0S 1A0","100 Champlain Dr","Annapolis Royal","B0S 1A0","902-532-3150","902-532-3160","awec@avrce.ca","POINT (-65.503607 44.740342)"
