"id","property_project","pid","name","address","city","postal_code","number_of_floors","residential_units","housing_authority","county","elevator","oil_heat","electric_heat","public_water","well","sewer","onsite_septic","municipality","x_coordina","y_coordina","location"
"284","150221X","15204902","Sunnydale I","50 Sunnydale Dr","Westmount","B1R 1J1","2","18","Cape Breton Island Housing Authority","Cape Breton","No","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-60.2127165","46.14103983","(46.14104, -60.212716)"
"302","180201X","75009266","Petit de Grat","21 Fougere Point Road","Petit de Grat","B0E 2L0","2","15","Cape Breton Island Housing Authority","Richmond","No","Y","N","Y","N","Y","N","Municipality of the County of Richmond","-60.95938804","45.51269542","(45.512695, -60.959388)"
"340","400301X","25219593","Mountain View Manor III","105/117 Smith Avenue","Parrsboro","B0M 1S0","1","10","Cobequid Housing Authority","Cumberland","No","Y","N","Y","N","Y","N","Town of Parrsboro","-64.33003371","45.40659335","(45.406593, -64.330034)"
"128","550101X","5000351","Evergreen/Willows","95 Champlain Drive","Annapolis Royal","B0S 1A0","2","29","Western Regional Housing Authority","Annapolis","Yes","Y","N","Y","N","Y","N","Town of Annapolis Royal","-65.5037106","44.74013883","(44.740139, -65.503711)"
"225","100202X","15160997","Griffin Street","19 Griffin St","Sydney","B1N 3E8","2","20","Cape Breton Island Housing Authority","Cape Breton","No","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-60.19027284","46.16325936","(46.163259, -60.190273)"
"264","120205X","15465198","St. Joseph Street S/C","669 St. Joseph Street","New Waterford","B1H 4G5","2","30","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.08088123","46.24083064","(46.240831, -60.080881)"
"285","150222X","15204985","30 Skyway Drive",,"Westmount","B1R 2C8","2","20","Cape Breton Island Housing Authority","Cape Breton","No","N","Y","N","Y","Y","N","Cape Breton Regional Municipality","-60.21240069","46.14016949","(46.140169, -60.212401)"
"166","410201","25209727","Meadow Vista Phase II","100 Medawell Street","Oxford","B0M 1P0","2","15","Cobequid Housing Authority","Cumberland","No","N","Y","Y","N","Y","N","Town of Oxford","-63.87108431","45.73196594","(45.731966, -63.871084)"
"130","560201X","5114301","Centennial Seniors II","129 Centennial Drive","Bridgetown","B0S 1C0","1","15","Western Regional Housing Authority","Annapolis","No","Y","N","Y","N","Y","N","Municipality of the County of Annapolis","-65.28420616","44.83976916","(44.839769, -65.284206)"
"251","100215X","15057417","Sydney Senior Duplexes - 9 Harrington Pl","9 Harrington Pl","Sydney",,"1","2","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.19419096","46.14383591","(46.143836, -60.194191)"
"2","220301","1301530","J.J. Carroll House","20 Orchard Terrace","Antigonish","B2G 1W5","3","50","Eastern Mainland Housing Authority","Antigonish","Yes","N","Y","Y","N","Y","N","Town of Antigonish","-61.99542225","45.62420393","(45.624204, -61.995422)"
"112","300401X","908517","Diamond Crest II","1696/1698 Porters Lane","Westville","B0K 2A0","1","10","Eastern Mainland Housing Authority","Pictou","No","Y","N","Y","N","Y","N","Town of Westville","-62.71892057","45.56661412","(45.566614, -62.718921)"
"168","420501","40175861","Eastwood Manor (GR)","55 Crichton Avenue","Dartmouth","B2Y 4G4","13","137","Metropolitan Regional Housing Authority","Halifax","Yes(2)","Y","N","Y","N","Y","N","Halifax Regional Municipality","-63.56520292","44.67275914","(44.672759, -63.565203)"
"279","150207X","15231509","Station Street",,"Reserve","B0A 1V0","1","10","Cape Breton Island Housing Authority","Cape Breton","No","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-60.02028046","46.17908696","(46.179087, -60.02028)"
"24","300601","908517","Diamond Crest IV","1688 Porters Lane","Westville","B0K 2A0","2","10","Eastern Mainland Housing Authority","Pictou","No","Y","N","Y","N","Y","N","Town of Westville","-62.71908447","45.5671487","(45.567149, -62.719084)"
"206","490201","45150109","Enfield Manor","41 Parker Place Cr.","Enfield","B2T 1K5","2","15","Metropolitan Regional Housing Authority","Hants","Yes","Y","N","Y","N","Y","N","East Hants","-63.53593166","44.93803959","(44.93804, -63.535932)"
"208","491301","45109865","Bayview Manor","9040 Highway 354","Noel N S","B0N 2C0","1","10","Cobequid Housing Authority","Hants","No","N","Y","N","Y","N","Y","East Hants","-63.74715258","45.29444609","(45.294446, -63.747153)"
"59","510401","55339758","Northend Pines Kentville","55 Oakdene Avenue","Kentville","B4N 2B6","2","20","Western Regional Housing Authority","Kings","Yes","Y","N","Y","N","Y","N","Town of Kentville","-64.49078854","45.08393346","(45.083933, -64.490789)"
"54","510301","55266423","Terrace Cottages Kentvill","55 Oakdene Avenue","Kentville","B4N 2B6","1","4","Western Regional Housing Authority","Kings","No","Y","N","Y","N","Y","N","Town of Kentville","-64.49112258","45.08327265","(45.083273, -64.491123)"
"100","710101","60057726","Cornwallis Apts. Lunenbur","119 Cornwallis Steet","Lunenburg","B0J 2C0","2","15","Western Regional Housing Authority","Lunenburg","No","Y","N","Y","N","Y","N","Town of Lunenburg","-64.31199936","44.38095301","(44.380953, -64.311999)"
"339","400201X","25219593","Mountain View Manor II","77/91 Smith Avenue","Parrsboro","B0M 1S0","1","10","Cobequid Housing Authority","Cumberland","No","Y","N","Y","N","Y","N","Town of Parrsboro","-64.32915141","45.40669831","(45.406698, -64.329151)"
"149","371101","25341363","Lakeside Manor","1419 Blair Road","Amherst","B4H 3Y4","2","15","Cobequid Housing Authority","Cumberland","Yes","Y","N","N","Y","N","Y","Municipality of the County of Cumberland","-64.19985652","45.80317066","(45.803171, -64.199857)"
"232","100209X","15123243","Celtic Manor","20 Tillock Dr","Sydney","B1P 6R1","2","30","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.16224299","46.13824083","(46.138241, -60.162243)"
"169","420601","67512","Crathorne I, 16 Jamieson","16 Jamieson Street","Dartmouth","B3A 3B7","2","30","Metropolitan Regional Housing Authority","Halifax","No","Y","N","Y","N","Y","N","Halifax Regional Municipality","-63.5851444","44.67048562","(44.670486, -63.585144)"
"49","480801","45201522","Kendall Terrace West Hant","87 Kendall Lane","Rr# 1 Windsor","B0N 2T0","2","15","Western Regional Housing Authority","Hants","No","N","Y","Y","N","Y","N","West Hants","-64.12821878","44.97508519","(44.975085, -64.128219)"
"295","160205X","15643703","Northside Guest Home","9 Queen Street","North Sydney","B2A 1A2","2","25","Cape Breton Island Housing Authority","Cape Breton","Yes","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.26340972","46.19464958","(46.19465, -60.26341)"
"167","420301","109926","Alderney Manor (GR)","1 Alderney Drive","Dartmouth","B2Y 4A7","12","199","Metropolitan Regional Housing Authority","Halifax","Yes(2)","Y","N","Y","N","Y","N","Halifax Regional Municipality","-63.5713989","44.66691047","(44.66691, -63.571399)"
"52","490301","45196730","Mt. Uniacke East Hants","664 Hwy. 1","Mount Uniacke","B0N 1Z0","2","15","Western Regional Housing Authority","Hants","No","Y","N","N","Y","N","Y","East Hants","-63.83389816","44.89473535","(44.894735, -63.833898)"
"70","540301","5116967","Anna-Villa West Annapolis","16 Fitch Road","Lawrencetown","B0S 1M0","2","10","Western Regional Housing Authority","Annapolis","No","N","Y","Y","N","Y","N","Municipality of the County of Annapolis","-65.15073886","44.89043548","(44.890435, -65.150739)"
"233","100210X","15123243","Tillock","22 Tillock Dr","Sydney","B1P 6R1","2","20","Cape Breton Island Housing Authority","Cape Breton","Yes","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-60.16127367","46.13809798","(46.138098, -60.161274)"
"275","150203X","15231509","32D Station Street","32 Station St","Reserve","B0A 1V0","2","15","Cape Breton Island Housing Authority","Cape Breton","No","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-60.02037087","46.17886323","(46.178863, -60.020371)"
"188","440301","40238487","Spruce Grove Apartments","27 James Roy Drive","Porters Lake","B3E 1H9","2","26","Metropolitan Regional Housing Authority","Halifax","Yes","Y","N","N","Y","N","Y","Halifax Regional Municipality","-63.27838013","44.74433144","(44.744331, -63.27838)"
"158","390301","25231937","The Corner Villa","1 King Street","Springhill","B0M 1X0","2","18","Cobequid Housing Authority","Cumberland","No","Y","N","Y","N","Y","N","Municipality of the County of Cumberland","-64.06246481","45.6521325","(45.652133, -64.062465)"
"323","200213X","50143767","Margaree Manor","1130 East Margaree","Inverness","B0E 1N0","3","15","Cape Breton Island Housing Authority","Inverness","Yes","Y","N","N","Y","N","Y","Municipality of the County of Inverness","-61.0748909","46.39565713","(46.395657, -61.074891)"
"162","390801","25230848","Hillcrest Villa","20 Junction Road","Springhill","B0M 1X0","2","15","Cobequid Housing Authority","Cumberland","No","Y","N","N","Y","Y","N","Municipality of the County of Cumberland","-64.0584378","45.6527235","(45.652724, -64.058438)"
"335","370501X","25174715","Remsheg Villa","6 mile road","Wallace","B0K 1Y0","1","10","Cobequid Housing Authority","Cumberland","No","N","Y","N","Y","N","Y","Municipality of the County of Cumberland","-63.47196991","45.81196109","(45.811961, -63.47197)"
"172","422901","40394686","Acadia Place (FH Demo)","8 Mount Hope Avenue","Dartmouth","B2Y 4K1","2","20","Metropolitan Regional Housing Authority","Halifax","Yes","N","Y","Y","N","Y","N","Halifax Regional Municipality","-63.54411569","44.65281124","(44.652811, -63.544116)"
"190","440601","40219685","Valley View Villa","28 Elm Drive","Middle Musquodoboit","B0N 1X0","2","25","Metropolitan Regional Housing Authority","Halifax","Yes","Y","N","Y","N","Y","N","Halifax Regional Municipality","-63.14809569","45.04428525","(45.044285, -63.148096)"
"160","390601","25230863","Pine Grove Villa","1 Pine Street","Springhill","B0M 1X0","3","14","Cobequid Housing Authority","Cumberland","No","Y","N","Y","N","Y","N","Municipality of the County of Cumberland","-64.05912647","45.65293461","(45.652935, -64.059126)"
"303","180202X","75087502","Arichat","27 Highland Street","Arichat","B0E 1A0","1","10","Cape Breton Island Housing Authority","Richmond","No","N","Y","Y","N","Y","N","Municipality of the County of Richmond","-61.02381041","45.51266073","(45.512661, -61.02381)"
"134","340501","20226783","Maccaull Villa","49 Lornevale Road","Great Village","B0M 1L0","2","20","Cobequid Housing Authority","Colchester","Yes","N","Y","N","Y","N","Y","Municipality of the County of Colchester","-63.60218903","45.41838192","(45.418382, -63.602189)"
"229","100206X","15064942","Vista Heights","312 Esplanade","Sydney","B1P 6P4","2","140","Cape Breton Island Housing Authority","Cape Breton","Yes(2)","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-60.19620969","46.1378222","(46.137822, -60.19621)"
"304","180203X","75017087","D Escousse","3309 Hwy 320","D'Escousse","B0E 1K0","2","10","Cape Breton Island Housing Authority","Richmond","No","Y","N","N","Y","N","Y","Municipality of the County of Richmond","-60.9623037","45.58826333","(45.588263, -60.962304)"
"109","230201X","1300037","Greenwold Manor - 55","57 Old South River Road","Antigonish","B2G 2H3","2","55","Eastern Mainland Housing Authority","Antigonish","Yes","Y","N","N","Y","N","Y","Municipality of the County of Antigonish","-61.97774458","45.61913297","(45.619133, -61.977745)"
"267","120208X","15477102","Sunrise Court","763 King Street","New Waterford","B1H 4S9","2","15","Cape Breton Island Housing Authority","Cape Breton","No","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-60.08746485","46.23952042","(46.23952, -60.087465)"
"210","610601","90204835","Beacon Terrace","1 Beacon Street","Yarmouth","B5A 2W2","2","36","Western Regional Housing Authority","Yarmouth","Yes","Y","N","Y","N","Y","N","Town of Yarmouth","-66.11716124","43.84304201","(43.843042, -66.117161)"
