"region","name","type","longitude","latitude","location"
"Yarmouth & Acadian Shores","Argyle By The Sea Bed & Breakfast","Accommodation","-65.812042","43.689993","(43.689993, -65.812042)"
"Yarmouth & Acadian Shores","Argyle Sound Cottages","Accommodation","-65.8178","43.703933","(43.703933, -65.8178)"
"Yarmouth & Acadian Shores","Argyler Lodge","Accommodation","-65.839595","43.735102","(43.735102, -65.839595)"
"South Shore","Ashlea House Bed & Breakfast","Accommodation","-64.318689","44.377175","(44.377175, -64.318689)"
"Fleur-de-lis/Marconi/Metro CB","At the Harbourfront B&B Inn","Accommodation","-60.24971","46.21241","(46.21241, -60.24971)"
"Fundy Shore & Annapolis Valley","At the Turret Bed & Breakfast","Accommodation","-65.516137","44.742365","(44.742365, -65.516137)"
"South Shore","Atlantic View Motel & Cottages","Accommodation","-64.320796","44.366179","(44.366179, -64.320796)"
"Halifax Metro","Atlantica Hotel Halifax","Accommodation","-63.590406","44.646687","(44.646687, -63.590406)"
"Cabot Trail","Auberge Bay Wind Suites","Accommodation","-61.010726","46.632044","(46.632044, -61.010726)"
"Cabot Trail","Auberge des Pêcheurs Inn","Accommodation","-61.01515","46.626323","(46.626323, -61.01515)"
"Cabot Trail","Auberge Gisele's Inn","Accommodation","-60.756163","46.097847","(46.097847, -60.756163)"
"Yarmouth & Acadian Shores","Auberge Thon Jaune","Accommodation","-65.980563","43.740561","(43.740561, -65.980563)"
"Cabot Trail","Auld Farm Inn B & B","Accommodation","-60.68625","46.13823","(46.13823, -60.68625)"
"Fundy Shore & Annapolis Valley","Aurora Inn","Accommodation","-64.916401","45.002233","(45.002233, -64.916401)"
"Halifax Metro","Autumn Leaves Bed & Breakfast","Accommodation","-63.5457","44.69535","(44.69535, -63.5457)"
"Fundy Shore & Annapolis Valley","Aventyr.co","Accommodation","-65.610769","44.666744","(44.666744, -65.610769)"
"Fundy Shore & Annapolis Valley","Avon River Motel","Accommodation","-64.147987","44.993701","(44.993701, -64.147987)"
"South Shore","B & B Art of Germany","Accommodation","-65.032143","44.375665","(44.375665, -65.032143)"
"Eastern Shore","B&B on the Hill, Forge & Stable","Accommodation","-62.02914","45.345217","(45.345217, -62.02914)"
"South Shore","B2 Lofts","Accommodation","-64.30809","44.376177","(44.376177, -64.30809)"
"Cabot Trail","Back Cove Cottages","Accommodation","-60.319968","46.811113","(46.811113, -60.319968)"
"Cabot Trail","Baddeck Inn","Accommodation","-60.781045","46.086856","(46.086856, -60.781045)"
"Cabot Trail","Baddeck Riverside B&B","Accommodation","-60.82323","46.10212","(46.10212, -60.82323)"
"Fundy Shore & Annapolis Valley","Baie Ste Marie Ocean Front Cottages","Accommodation","-66.014016","44.435403","(44.435403, -66.014016)"
"Fundy Shore & Annapolis Valley","Bailey House Bed & Breakfast","Accommodation","-65.518108","44.746656","(44.746656, -65.518108)"
"Fundy Shore & Annapolis Valley","Baker's Chest Bed & Breakfast","Accommodation","-63.27427","45.38127","(45.38127, -63.27427)"
"Northumberland Shore","Balmoral Motel","Accommodation","-63.297064","45.714388","(45.714388, -63.297064)"
"Fundy Shore & Annapolis Valley","Basinview Motel","Accommodation","-65.722069","44.609477","(44.609477, -65.722069)"
"Cabot Trail","Bàta Oceanfront Cottage","Accommodation","-60.503699","46.392797","(46.392797, -60.503699)"
"South Shore","Bay Bluff Cottage","Accommodation","-65.425806","43.532705","(43.532705, -65.425806)"
"South Shore","Bay Breeze Motel & Cottages","Accommodation","-63.94045","44.66072","(44.66072, -63.94045)"
"Fundy Shore & Annapolis Valley","Bay of Fundy Inn & Guesthouse","Accommodation","-66.349067","44.266712","(44.266712, -66.349067)"
"Cabot Trail","Bayside Haven Vacation Home","Accommodation","-60.717549","46.122421","(46.122421, -60.717549)"
"Fundy Shore & Annapolis Valley","Bayside Inn","Accommodation","-65.755372","44.621418","(44.621418, -65.755372)"
"South Shore","Bayview Pines Country Inn","Accommodation","-64.31952","44.45605","(44.45605, -64.31952)"
"South Shore","Baywatch Cottage of Lunenburg","Accommodation","-64.263342","44.387532","(44.387532, -64.263342)"
"Fundy Shore & Annapolis Valley","Beach Breeze Motel","Accommodation","-64.318579","45.137616","(45.137616, -64.318579)"
"Northumberland Shore","Beach Lily Chalet","Accommodation","-62.867738","45.77057","(45.77057, -62.867738)"
"Bras d'Or Lakes Scenic Drive","Bear on the Lake Guesthouse","Accommodation","-61.053782","45.974194","(45.974194, -61.053782)"
"Ceilidh Trail","Beardmans Art House by the Sea","Accommodation","-61.483659","45.79144","(45.79144, -61.483659)"
"Cabot Trail","Beira's Retreat","Accommodation","-60.75808","46.100195","(46.100195, -60.75808)"
"Fundy Shore & Annapolis Valley","Belgravia Bed & Breakfast","Accommodation","-63.291874","45.366172","(45.366172, -63.291874)"
"Fundy Shore & Annapolis Valley","Berry's Motel","Accommodation","-63.313973","45.368056","(45.368056, -63.313973)"
"Fundy Shore & Annapolis Valley","Best Western Glengarry Truro Trade and Convention Centre","Accommodation","-63.290193","45.360261","(45.360261, -63.290193)"
"Yarmouth & Acadian Shores","Best Western Mermaid","Accommodation","-66.1161","43.8462","(43.8462, -66.1161)"
"South Shore","Best Western Plus Bridgewater Hotel & Convention Centre","Accommodation","-64.539142","44.400514","(44.400514, -64.539142)"
"Halifax Metro","Best Western Plus Chocolate Lake Hotel","Accommodation","-63.62448","44.64037","(44.64037, -63.62448)"
"Halifax Metro","Best Western Plus Dartmouth Hotel & Suites","Accommodation","-63.57997","44.70103","(44.70103, -63.57997)"
"South Shore","Best Western Plus Liverpool Hotel & Conference Centre","Accommodation","-64.721871","44.050197","(44.050197, -64.721871)"
"Fundy Shore & Annapolis Valley","Between the Capes B&B","Accommodation","-64.818722","45.347684","(45.347684, -64.818722)"
"Cabot Trail","Big Hill Retreat","Accommodation","-60.6702","46.1775","(46.1775, -60.6702)"
"Cabot Trail","Big Intervale Sporting Lodge","Accommodation","-60.945517","46.42628","(46.42628, -60.945517)"
"South Shore","Big Lake Hospitality","Accommodation","-63.86132","44.52358","(44.52358, -63.86132)"
"Fundy Shore & Annapolis Valley","Birch Villa Cottages","Accommodation","-65.728","44.60815","(44.60815, -65.728)"
"Eastern Shore","Birchill Guest House","Accommodation","-61.993227","45.036042","(45.036042, -61.993227)"
"Eastern Shore","Black Duck Ocean View Country Inn","Accommodation","-62.38928","44.9067","(44.9067, -62.38928)"
"South Shore","Black Point Cottage","Accommodation","-65.070781","43.690334","(43.690334, -65.070781)"
"Cabot Trail","Blackbird Retreat and Tours","Accommodation","-60.932371","46.214274","(46.214274, -60.932371)"
"Fundy Shore & Annapolis Valley","Blomidon Inn","Accommodation","-64.350636","45.091565","(45.091565, -64.350636)"
"Cabot Trail","Blue Barn Cottage","Accommodation","-61.003252","46.328215","(46.328215, -61.003252)"
"Fundy Shore & Annapolis Valley","Blue Shutters Accommodation","Accommodation","-64.356128","45.089168","(45.089168, -64.356128)"
"South Shore","Blueberry Bay Seaside Inn","Accommodation","-64.592722","44.073291","(44.073291, -64.592722)"
"Halifax Metro","Bluenose Inn & Suites","Accommodation","-63.661209","44.699894","(44.699894, -63.661209)"
"South Shore","Bluenose Lodge","Accommodation","-64.31708","44.37823","(44.37823, -64.31708)"
"Fundy Shore & Annapolis Valley","Body Energy Vacation Suite","Accommodation","-65.481606","44.761287","(44.761287, -65.481606)"
"South Shore","Boscawen Inn","Accommodation","-64.308397","44.377586","(44.377586, -64.308397)"
"South Shore","Boulder Cove Cottages","Accommodation","-65.374172","43.730412","(43.730412, -65.374172)"
"Northumberland Shore","Braeside Inn","Accommodation","-62.704131","45.676844","(45.676844, -62.704131)"
"South Shore","Bramble Lane Cottage by the Sea","Accommodation","-64.937516","43.781619","(43.781619, -64.937516)"
"Fundy Shore & Annapolis Valley","Bramble Lane Farm & Cottage","Accommodation","-64.964534","45.000634","(45.000634, -64.964534)"
"Bras d'Or Lakes Scenic Drive","Bras d'Or Lakes Inn","Accommodation","-60.868482","45.657443","(45.657443, -60.868482)"
"Bras d'Or Lakes Scenic Drive","Bras d'Or Shores Resort","Accommodation","-61.068056","45.709167","(45.709167, -61.068056)"
"Fundy Shore & Annapolis Valley","Breakers Bed and Breakfast","Accommodation","-65.755415","44.621799","(44.621799, -65.755415)"
"Northumberland Shore","Brenda's Place to Stay Bed & Breakfast","Accommodation","-62.724244","45.676057","(45.676057, -62.724244)"
"Halifax Metro","Briarwood Bed & Breakfast","Accommodation","-63.50493","44.967679","(44.967679, -63.50493)"
"Fundy Shore & Annapolis Valley","Bridgetown Motor Inn","Accommodation","-65.283437","44.841256","(44.841256, -65.283437)"
"Fundy Shore & Annapolis Valley","Brier Island Lodge & Restaurant","Accommodation","-66.34566","44.275042","(44.275042, -66.34566)"
"South Shore","Brigantine Inn","Accommodation","-64.31139","44.37646","(44.37646, -64.31139)"
"South Shore","Bright View Cottage","Accommodation","-65.076015","43.704576","(43.704576, -65.076015)"
"Cabot Trail","Broadwater Inn & Cottages","Accommodation","-60.726635","46.114241","(46.114241, -60.726635)"
"Fundy Shore & Annapolis Valley","Broken Wheel B&B","Accommodation","-65.310638","44.839591","(44.839591, -65.310638)"
"Cabot Trail","Browns' Bruaich na H'Aibhne Suites & Cottages","Accommodation","-61.016051","46.340253","(46.340253, -61.016051)"
"Northumberland Shore","Brown's Guest Home Bed & Breakfast","Accommodation","-64.209494","45.836899","(45.836899, -64.209494)"
"Cabot Trail","Buffettfly Cottage","Accommodation","-60.40734","46.67927","(46.67927, -60.40734)"
"Fundy Shore & Annapolis Valley","Burnbrae Farm & Paradise Inn","Accommodation","-65.2101","44.859284","(44.859284, -65.2101)"
"Cabot Trail","Burton's Sunset Oasis Housekeeping Motel","Accommodation","-60.457397","47.002512","(47.002512, -60.457397)"
"South Shore","By the Bay Bed and Breakfast","Accommodation","-63.916049","44.585556","(44.585556, -63.916049)"
"Fundy Shore & Annapolis Valley","By the Dock of the Bay Cottages","Accommodation","-65.064033","45.048922","(45.048922, -65.064033)"
"Ceilidh Trail","Cabot Cape Breton (formerly Cabot Links Resort)","Accommodation","-61.302235","46.236526","(46.236526, -61.302235)"
"Ceilidh Trail","Cabot Coast Chimney Corner Coastal Cottages","Accommodation","-61.163757","46.386761","(46.386761, -61.163757)"
"Bras d'Or Lakes Scenic Drive","Cabot Cove","Accommodation","-60.9866","45.980246","(45.980246, -60.9866)"
"Cabot Trail","Cabot Shores Wilderness Resort","Accommodation","-60.529351","46.372576","(46.372576, -60.529351)"
"Cabot Trail","Cabot Trail Backpackers","Accommodation","-60.810154","46.825927","(46.825927, -60.810154)"
"Cabot Trail","Cabot Trail Country Cabin","Accommodation","-60.615253","46.285456","(46.285456, -60.615253)"
"Cabot Trail","Cabot Trail Motel","Accommodation","-60.791112","46.083233","(46.083233, -60.791112)"
"Cabot Trail","Cabot Trail Sea & Golf Chalets","Accommodation","-61.000568","46.639661","(46.639661, -61.000568)"
"Cabot Trail","Cabot Trail Tiny House Vacation Rentals","Accommodation","-61.097979","46.437855","(46.437855, -61.097979)"
"Cabot Trail","Cabot Trail Vacations","Accommodation","-61.02566","46.567673","(46.567673, -61.02566)"
"Cabot Trail","Cajun Cedar Log Cottages","Accommodation","-61.091562","46.350986","(46.350986, -61.091562)"
"Northumberland Shore","Cambra Sands","Accommodation","-63.406443","45.812836","(45.812836, -63.406443)"
"Halifax Metro","Cambridge Suites Hotel Halifax","Accommodation","-63.57557","44.645204","(44.645204, -63.57557)"
"Fleur-de-lis/Marconi/Metro CB","Cambridge Suites Hotel Sydney","Accommodation","-60.195076","46.135877","(46.135877, -60.195076)"
"Cabot Trail","Cameron Guest House","Accommodation","-60.820523","46.081046","(46.081046, -60.820523)"
"Northumberland Shore","Cameron's Farm Bed & Breakfast","Accommodation","-62.486655","45.602357","(45.602357, -62.486655)"
"Fundy Shore & Annapolis Valley","Candle Inn the Window B&B","Accommodation","-64.737544","45.038579","(45.038579, -64.737544)"
"Cabot Trail","Cape Breton Highlands Cabins","Accommodation","-60.95321","46.338743","(46.338743, -60.95321)"
"Bras d'Or Lakes Scenic Drive","Cape Breton Sailing Charters","Accommodation","-60.86763","45.657438","(45.657438, -60.86763)"
"Ceilidh Trail","Cape Breton Sunset Beach Cottage","Accommodation","-61.530633","46.01321","(46.01321, -61.530633)"
"Fleur-de-lis/Marconi/Metro CB","Cape Breton University","Accommodation","-60.095158","46.169015","(46.169015, -60.095158)"
"Ceilidh Trail","Cape Breton Villas","Accommodation","-61.26749","46.23958","(46.23958, -61.26749)"
"Fundy Shore & Annapolis Valley","Cape Split View Cottages","Accommodation","-64.420137","45.377352","(45.377352, -64.420137)"
"Yarmouth & Acadian Shores","Cape View Motel and Cottages","Accommodation","-66.181722","44.084335","(44.084335, -66.181722)"
"Ceilidh Trail","Capeway Motel","Accommodation","-61.409206","45.649875","(45.649875, -61.409206)"
"South Shore","Captain's Bell Bed and Breakfast","Accommodation","-64.301433","44.37555","(44.37555, -64.301433)"
"South Shore","Captain's Quarters Cottages","Accommodation","-64.7671","43.95445","(43.95445, -64.7671)"
"Northumberland Shore","Caribou River Cottages","Accommodation","-62.773909","45.749608","(45.749608, -62.773909)"
"Fundy Shore & Annapolis Valley","Carleton Inn & Cottages","Accommodation","-65.29628","44.82877","(44.82877, -65.29628)"
"South Shore","Castaway Ocean Lodge","Accommodation","-65.16882","43.714197","(43.714197, -65.16882)"
"Cabot Trail","Castle Rock Country Inn","Accommodation","-60.378866","46.626725","(46.626725, -60.378866)"
"Fleur-de-lis/Marconi/Metro CB","Cedarwoods Bed & Breakfast","Accommodation","-59.989185","46.187964","(46.187964, -59.989185)"
"Ceilidh Trail","Ceilidh Cottages and Campground","Accommodation","-61.466254","46.065729","(46.065729, -61.466254)"
"Cabot Trail","Ceilidh Country Lodge","Accommodation","-60.757252","46.096909","(46.096909, -60.757252)"
"Ceilidh Trail","Ceilidh Trail Motel","Accommodation","-61.379665","46.074942","(46.074942, -61.379665)"
"Fleur-de-lis/Marconi/Metro CB","Celtic Charm Bed and Breakfast","Accommodation","-60.196823","46.144627","(46.144627, -60.196823)"
"Ceilidh Trail","Celtic Shores Coastal Inn & Suites","Accommodation","-61.43243","45.67658","(45.67658, -61.43243)"
"Fleur-de-lis/Marconi/Metro CB","Chamber's Guest House","Accommodation","-60.256886","46.210707","(46.210707, -60.256886)"
"Cabot Trail","Channel Breezes Bed & Breakfast","Accommodation","-60.454354","46.901878","(46.901878, -60.454354)"
"Cabot Trail","Chanterelle Country Inn & Cottages","Accommodation","-60.62058","46.30117","(46.30117, -60.62058)"
"Halifax Metro","Château Bedford","Accommodation","-63.67596","44.68437","(44.68437, -63.67596)"
"Halifax Metro","Chebucto Inn","Accommodation","-63.614118","44.665318","(44.665318, -63.614118)"
"South Shore","Chestnut Holler Guesthouse","Accommodation","-65.562496","43.563772","(43.563772, -65.562496)"
"Cabot Trail","Cheticamp Island Cottages","Accommodation","-61.032593","46.601027","(46.601027, -61.032593)"
"Cabot Trail","Cheticamp Motel","Accommodation","-61.016441","46.611984","(46.611984, -61.016441)"
"Cabot Trail","Cheticamp Outback Inn","Accommodation","-60.995319","46.617031","(46.617031, -60.995319)"
"Cabot Trail","Cheticamp Outfitters Inn","Accommodation","-61.024567","46.575133","(46.575133, -61.024567)"
"Cabot Trail","Chez Edmond Vacation Home","Accommodation","-61.05612","46.52875","(46.52875, -61.05612)"
"Ceilidh Trail","Chisholm's of Troy Coastal Cottages & Courtyard B&B","Accommodation","-61.440912","45.697351","(45.697351, -61.440912)"
"Fleur-de-lis/Marconi/Metro CB","Christie's Bed & Breakfast","Accommodation","-60.294595","46.065615","(46.065615, -60.294595)"
"Fleur-de-lis/Marconi/Metro CB","Clairestone Inn","Accommodation","-61.025279","45.511145","(45.511145, -61.025279)"
"Northumberland Shore","Clanranald Tourist Suite","Accommodation","-61.98959","45.62255","(45.62255, -61.98959)"
"Fleur-de-lis/Marconi/Metro CB","Clansman Motel","Accommodation","-60.27019","46.213701","(46.213701, -60.27019)"
"Northumberland Shore","Claymore Inn & Suites","Accommodation","-61.982861","45.615607","(45.615607, -61.982861)"
"Fundy Shore & Annapolis Valley","Cliffside B&B Estate","Accommodation","-65.843058","44.650743","(44.650743, -65.843058)"
"South Shore","Clifty Cove Motel","Accommodation","-63.9363","44.51087","(44.51087, -63.9363)"
"Fundy Shore & Annapolis Valley","Clockmaker's Inn","Accommodation","-64.128414","44.97932","(44.97932, -64.128414)"
"South Shore","Clyde River Cottages & Campground","Accommodation","-65.53132","43.72363","(43.72363, -65.53132)"
"Cabot Trail","Coastal Dream Vacation Rental","Accommodation","-60.40455","46.67839","(46.67839, -60.40455)"
"Northumberland Shore","Coastal Inn Antigonish","Accommodation","-61.9071","45.5977","(45.5977, -61.9071)"
"Halifax Metro","Coastal Inn Dartmouth","Accommodation","-63.596599","44.681701","(44.681701, -63.596599)"
"Fundy Shore & Annapolis Valley","Coastal Inn Digby","Accommodation","-65.76543","44.615654","(44.615654, -65.76543)"
"Halifax Metro","Coastal Inn Halifax","Accommodation","-63.667006","44.637488","(44.637488, -63.667006)"
"Eastern Shore","Coastal Waters Accommodations","Accommodation","-63.312465","44.646181","(44.646181, -63.312465)"
"Halifax Metro","Cogswell House","Accommodation","-63.582376","44.650328","(44.650328, -63.582376)"
"Fleur-de-lis/Marconi/Metro CB","Colby House Bed & Breakfast","Accommodation","-60.186295","46.131075","(46.131075, -60.186295)"
"Ceilidh Trail","Colindale Beach Villas","Accommodation","-61.51922","46.048032","(46.048032, -61.51922)"
"South Shore","Colwell's by the Sea","Accommodation","-64.0152","44.6421","(44.6421, -64.0152)"
"Fundy Shore & Annapolis Valley","Come From Away B&B Inn","Accommodation","-65.754451","44.619333","(44.619333, -65.754451)"
"Halifax Metro","Comfort Hotel Bayer's Lake","Accommodation","-63.668023","44.637484","(44.637484, -63.668023)"
"Northumberland Shore","Comfort Inn Amherst","Accommodation","-64.204491","45.816193","(45.816193, -64.204491)"
"Halifax Metro","Comfort Inn Halifax","Accommodation","-63.66105","44.694884","(44.694884, -63.66105)"
"Halifax Metro","Comfort Inn Janus","Accommodation","-63.598544","44.685577","(44.685577, -63.598544)"
"Northumberland Shore","Comfort Inn New Glasgow","Accommodation","-62.666983","45.577305","(45.577305, -62.666983)"
"Fleur-de-lis/Marconi/Metro CB","Comfort Inn Sydney","Accommodation","-60.20059","46.123935","(46.123935, -60.20059)"
"Fundy Shore & Annapolis Valley","Comfort Inn Truro","Accommodation","-63.316411","45.367749","(45.367749, -63.316411)"
"Yarmouth & Acadian Shores","Comfort Inn Yarmouth","Accommodation","-66.102292","43.842545","(43.842545, -66.102292)"
"Halifax Metro","Compass Distillers","Accommodation","-63.592343","44.654745","(44.654745, -63.592343)"
"South Shore","Cooper's Inn","Accommodation","-65.3244","43.7623","(43.7623, -65.3244)"
"Cabot Trail","Cornerstone Motel","Accommodation","-60.954897","46.647488","(46.647488, -60.954897)"
"Halifax Metro","Courtyard by Marriott Halifax Downtown","Accommodation","-63.570927","44.645163","(44.645163, -63.570927)"
"Halifax Metro","Courtyard Halifax–Dartmouth","Accommodation","-63.56465","44.707687","(44.707687, -63.56465)"
"Northumberland Shore","Cove Motel","Accommodation","-61.43859","45.65491","(45.65491, -61.43859)"
"South Shore","Cozy Cove Studio","Accommodation","-63.916625","44.492734","(44.492734, -63.916625)"
"Cabot Trail","CQ Vacation Home Ingonish Beach","Accommodation","-60.39603","46.640848","(46.640848, -60.39603)"
"Fleur-de-lis/Marconi/Metro CB","Cranberry Cove Inn","Accommodation","-59.981058","45.917484","(45.917484, -59.981058)"
"Cabot Trail","Cranton Cottages","Accommodation","-60.99565","46.344658","(46.344658, -60.99565)"
"Fundy Shore & Annapolis Valley","Creekside Bed & Breakfast","Accommodation","-64.97359","45.00895","(45.00895, -64.97359)"
"Fundy Shore & Annapolis Valley","Cresthaven by the Sea Bed & Breakfast","Accommodation","-63.49518","45.318384","(45.318384, -63.49518)"
"Northumberland Shore","Customs House Inn","Accommodation","-62.707108","45.675721","(45.675721, -62.707108)"
"Halifax Metro","Dalhousie University","Accommodation","-63.592296","44.637198","(44.637198, -63.592296)"
"Fundy Shore & Annapolis Valley","Dalhousie University Faculty of Agriculture","Accommodation","-63.266225","45.37158","(45.37158, -63.266225)"
"Cabot Trail","Dancing Moose Café, Cottage and Camping Cabins","Accommodation","-60.433266","46.506398","(46.506398, -60.433266)"
"South Shore","Days Inn & Conference Centre Bridgewater","Accommodation","-64.516122","44.385066","(44.385066, -64.516122)"
"Eastern Shore","Daysago Bed & Breakfast","Accommodation","-61.986756","45.143408","(45.143408, -61.986756)"
"Yarmouth & Acadian Shores","Deep Sky Eye Observatory","Accommodation","-65.801895","43.91364","(43.91364, -65.801895)"
"Fundy Shore & Annapolis Valley","Delft Haus Bed & Breakfast","Accommodation","-64.528168","45.133256","(45.133256, -64.528168)"
"Halifax Metro","Delta Hotels by Marriott Dartmouth","Accommodation","-63.578723","44.695083","(44.695083, -63.578723)"
"Eastern Shore","DesBarres Manor Inn","Accommodation","-61.50095","45.391236","(45.391236, -61.50095)"
"South Shore","Designer Oceanfront Villa","Accommodation","-64.808062","43.953429","(43.953429, -64.808062)"
"Fundy Shore & Annapolis Valley","Digby Pines Golf Resort and Spa","Accommodation","-65.761791","44.634673","(44.634673, -65.761791)"
"Eastern Shore","Distillery House (formerly Osprey Shores Resort)","Accommodation","-61.504226","45.401452","(45.401452, -61.504226)"
"Fundy Shore & Annapolis Valley","Dock & Doze Motel","Accommodation","-66.348688","44.266133","(44.266133, -66.348688)"
"South Shore","Dockside Inn","Accommodation","-64.31112","44.3765","(44.3765, -64.31112)"
"Fundy Shore & Annapolis Valley","Dockside Suites","Accommodation","-65.75611","44.622957","(44.622957, -65.75611)"
"Northumberland Shore","Dolan's Inn & Suites","Accommodation","-62.722538","45.679171","(45.679171, -62.722538)"
"Halifax Metro","Doubletree by Hilton Halifax–Dartmouth","Accommodation","-63.57665","44.66937","(44.66937, -63.57665)"
"Fleur-de-lis/Marconi/Metro CB","Dove House Bed & Breakfast Harbourside","Accommodation","-60.256171","46.202426","(46.202426, -60.256171)"
"Fundy Shore & Annapolis Valley","Downeast Motel","Accommodation","-64.109818","44.974469","(44.974469, -64.109818)"
"Fundy Shore & Annapolis Valley","Driftwood Park Retreat","Accommodation","-64.813552","45.344264","(45.344264, -64.813552)"
"Northumberland Shore","D's B & B by the Sea","Accommodation","-63.893538","45.968328","(45.968328, -63.893538)"
"Cabot Trail","Duck Cove Inn","Accommodation","-61.105993","46.431094","(46.431094, -61.105993)"
"South Shore","Duke Street Studio Bed & Breakfast","Accommodation","-64.31052","44.37963","(44.37963, -64.31052)"
"Bras d'Or Lakes Scenic Drive","Dundee Resort & Golf Club","Accommodation","-61.08255","45.702238","(45.702238, -61.08255)"
"Cabot Trail","Dunlop Inn","Accommodation","-60.742603","46.102243","(46.102243, -60.742603)"
"Ceilidh Trail","Dusky Diamonds Bed & Breakfast","Accommodation","-61.3082","46.228717","(46.228717, -61.3082)"
"Eastern Shore","Eagle Valley Cottages","Accommodation","-61.151895","45.330989","(45.330989, -61.151895)"
"Yarmouth & Acadian Shores","Eagle's Cliff by the Sea Oceanview Estate","Accommodation","-66.175798","44.075574","(44.075574, -66.175798)"
"Halifax Metro","Eastern Passage Bed & Breakfast","Accommodation","-63.462589","44.600904","(44.600904, -63.462589)"
"Yarmouth & Acadian Shores","Eastside Village Homes","Accommodation","-66.09844","43.823394","(43.823394, -66.09844)"
"Yarmouth & Acadian Shores","El Rancho Motel","Accommodation","-66.109461","43.866218","(43.866218, -66.109461)"
"South Shore","Elm Tree Cottage","Accommodation","-65.326923","43.772291","(43.772291, -65.326923)"
"Cabot Trail","English Country Garden B&B","Accommodation","-60.49583","46.39789","(46.39789, -60.49583)"
"Fundy Shore & Annapolis Valley","Evangeline Inn","Accommodation","-64.305397","45.102429","(45.102429, -64.305397)"
