"fiscal_year","file","id","location","location_address","quantity","description","condition"
"2014-2015","RC14","12","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS",,"Table","Broken"
"2014-2015","RC14","12","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","6","Chair","Broken"
"2014-2015","RC14","13","CHIEF INFORMATION OFFICE","Johnston Building, Halifax, NS","2","Switch, Ethernet","Broken"
"2014-2015","RC14","13","CHIEF INFORMATION OFFICE","Johnston Building, Halifax, NS","13","Computer Server","Unserviceable"
"2014-2015","RC14","13","CHIEF INFORMATION OFFICE","Johnston Building, Halifax, NS","3","External Hard Drive","Unserviceable"
"2014-2015","RC14","13","CHIEF INFORMATION OFFICE","Johnston Building, Halifax, NS","29","Computer","Unserviceable"
"2014-2015","RC14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Credenza","Broken"
"2014-2015","RC14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Coffee Maker","Unserviceable"
"2014-2015","RC14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Microwave","Unserviceable"
"2014-2015","RC14","14","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Toaster Oven","Unsafe"
"2014-2015","RC14","15","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Bookcase","Broken"
"2014-2015","RC14","15","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Couch","Stained"
"2014-2015","RC14","15","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","6","Desk","Broken"
"2014-2015","RC14","15","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","15","Chair","Broken"
"2014-2015","RC14","16","COMMUNITY SERVICES","Credit Union Building, Halifax, NS","16","Printer","Obsolete"
"2014-2015","RC14","17","COMMUNITY SERVICES","New Glasgow, NS","1","Printer","Obsolete"
"2014-2015","RC14","18","SERVICE NOVA SCOTIA","Antigonish, NS","3","Printer","Obsolete"
"2014-2015","RC14","19","TRANSPORATION AND INFRASTRUCTURE RENEWAL","Port Hawkesbury, NS","1","Monitor","Obsolete"
"2014-2015","RC14","20","COMMUNITY SERVICES","51 Forest Hills Parkway, Dartmouth, NS","1","Printer","Obsolete"
"2014-2015","RC14","21","JUSTICE","5151 Terminal Road, Halifax, NS","4","Printer","Unserviceable"
"2014-2015","RC14","21","JUSTICE","5151 Terminal Road, Halifax, NS","1","Monitor","Unserviceable"
"2014-2015","RC14","21","JUSTICE","5151 Terminal Road, Halifax, NS","3","Laptop","Unserviceable"
"2014-2015","RC14","21","JUSTICE","5151 Terminal Road, Halifax, NS","2","Server","Unserviceable"
"2014-2015","RC14","21","JUSTICE","5151 Terminal Road, Halifax, NS","8","Desktop Computer","Unserviceable"
"2014-2015","RC14","22","FISHERIES & AQUACULTURE","Loan Board, Truro, NS","1","Scanner","Obsolete"
"2014-2015","RC14","23","HEALTH & WELLNESS","CIBC Building, Halifax, NS","2","Television","Obsolete"
"2014-2015","RC14","24","NATURAL RESOURCES","Lawrencetown, NS","13","Divider","Soiled/Torn"
"2014-2015","RC14","24","NATURAL RESOURCES","Lawrencetown, NS","2","Cabinet","Water Damaged"
"2014-2015","RC14","24","NATURAL RESOURCES","Lawrencetown, NS","1","Desk","Broken"
"2014-2015","RC14","24","NATURAL RESOURCES","Lawrencetown, NS","1","Typewriter","Obsolete"
"2014-2015","RC14","24","NATURAL RESOURCES","Lawrencetown, NS","1","Shredder","Unserviceable"
"2014-2015","RC14","25","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Credenza","Broken"
"2014-2015","RC14","25","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Table","Broken"
"2014-2015","RC14","25","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","7","Chair","Broken"
"2014-2015","RC14","25","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Runoff","Broken"
"2014-2015","RC14","25","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","3","Desk","Broken"
"2014-2015","RC14","26","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Switch, Ethernet","Obsolete"
"2014-2015","RC14","26","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","3","Printer","Unserviceable"
"2014-2015","RC14","27","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Scanner","Unserviceable"
"2014-2015","RC14","27","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Charger","Broken"
"2014-2015","RC14","27","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Docking Station","Obsolete"
"2014-2015","RC14","27","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","4","Printer","Unserviceable"
"2014-2015","RC14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Cabinet","Broken"
"2014-2015","RC14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Toaster","Broken"
"2014-2015","RC14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Kettle","Broken"
"2014-2015","RC14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","8","Desk","Broken/Rusty"
"2014-2015","RC14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Couch","Mouse-infested"
"2014-2015","RC14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","3","Bookcase","Broken"
"2014-2015","RC14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","20","Chair","Broken/Rusted/Worn"
"2014-2015","RC14","28","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Coat Tree","Broken"
"2014-2015","RC14","29","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Keyboard","Broken"
"2014-2015","RC14","29","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","3","Transceiver","Broken"
"2014-2015","RC14","29","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Telephone","Broken"
"2014-2015","RC14","29","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","3","Pager","Unserviceable"
"2014-2015","RC14","29","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","642","Blackberry","Unserviceable"
"2014-2015","RC14","29","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","20","Cellphone","Unserviceable"
"2014-2015","RC14","29","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","14","Palm Pilot","Unserviceable"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","4","Television","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Coffee Maker","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Punch Machine","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","3","Label Machine","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Heater","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Fan","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","5","Scanner","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","8","Printer","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Monitor","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Speaker","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Projector","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","7","Fax Machine","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Video Amplifier","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","VCR","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Clock Radio","Broken"
"2014-2015","RC14","30","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","DVR","Broken"
"2014-2015","RC14","31","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","133","Blackberry","Unserviceable"
"2014-2015","RC14","31","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","27","Cellphone","Unserviceable"
"2014-2015","RC14","32","COMMUNITIES, CULTURE AND HERITAGE","Gaelic Affairs, Antigonish, NS","1","Scanner/Photocopier","Unserviceable"
"2014-2015","RC14","33","COMMUNITY SERVICES","225 Wood Street, Truro, NS","1","Printer","Unserviceable"
"2014-2015","RC14","34","COMMUNITY SERVICES","18 Dublin Street, Sydney, NS","1","Printer","Unserviceable"
"2014-2015","RC14","35","COMMUNITY SERVICES","18 Dublin Street, Sydney, NS","3","Printer","Unserviceable"
"2014-2015","RC14","36","COMMUNITY SERVICES","18 Dublin Street, Sydney, NS","2","Printer","Unserviceable"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","2","Television","Unserviceable"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","4","Printer","Unserviceable"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","1","Scanner","Unserviceable"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","1","(1) Switch Box","Broken"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","1","Projector","Unserviceable"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","2","Intercom","Broken"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","1","Fax Machine","Unserviceable"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","1","Vacuum","Broken"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","1","Calculator","Broken"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","1","VCR","Unserviceable"
"2014-2015","RC14","37","COMMUNITIES, CULTURE & HERITAGE","Museum of Industry, Stellarton, NS","1","DVD","Unserviceable"
"2014-2015","RC14","38","FINANCE & TREASURY BOARD","Halifax, NS","57","Printer","Unserviceable"
"2014-2015","RC14","39","JUSTICE","Correctional Services, Glace Bay, NS","1","Printer","Unserviceable"
"2014-2015","RC14","40","SERVICE NOVA SCOTIA AND MUNICIPAL RELATIONS","Access NS, Stellarton, NS","9","Printer","Unserviceable"
"2014-2015","RC14","40","SERVICE NOVA SCOTIA AND MUNICIPAL RELATIONS","Access NS, Stellarton, NS","1","Print Card","Broken"
"2014-2015","RC14","40",,"Access NS, Stellarton, NS","1","Hub","Broken"
"2014-2015","RC14","40","SERVICE NOVA SCOTIA AND MUNICIPAL RELATIONS","Access NS, Stellarton, NS","1","Monitor","Obsolete"
"2014-2015","RC14","41","SERVICE NOVA SCOTIA AND MUNICIPAL RELATIONS","Access NS, Stellarton, NS","9","Printer","Unserviceable"
"2014-2015","RC14","41","SERVICE NOVA SCOTIA AND MUNICIPAL RELATIONS","Access NS, Stellarton, NS","3","Print Card","Broken"
"2014-2015","RC14","42","COMMUNITY SERVICES","18 Dublin Drive, Sydney, NS","1","Printer","Unserviceable"
"2014-2015","RC14","43","LABOUR & ADVANCED EDUCATION","Duke Tower, Halifax, NS","1","Monitor","Obsolete"
"2014-2015","RC14","44","JUSTICE","3380 Devonshire Court, Halifax, NS","1","Computer CPU","Unserviceable"
"2014-2015","RC14","44","JUSTICE","3380 Devonshire Court, Halifax, NS","1","Monitor","Obsolete"
"2014-2015","RC14","45","JUSTICE","3380 Devonshire Court, Halifax, NS","4","Printer","Unserviceable"
"2014-2015","RC14","46","JUSTICE","277 Pleasant Street, Dartmouth, NS","12","Computer CPU","Unserviceable"
"2014-2015","RC14","47","ENVIRONMENT","Barrington Tower, Halifax, NS","1","Monitor","Obsolete"
"2014-2015","RC14","48","HEALTH & WELLNESS","Barrington Tower, Halifax, NS","7","Monitor","Obsolete"
"2014-2015","RC14","49","PUBLIC SERVICE COMMISSION","UARB, Halifax, NS","10","Monitor","Obsolete"
"2014-2015","RC14","49","PUBLIC SERVICE COMMISSION","UARB, Halifax, NS","4","Backup System, UPS","Obsolete"
"2014-2015","RC14","50","PUBLIC SERVICE COMMISSION","Executive Council OGP, Halifax, NS","1","Monitor","Obsolete"
"2014-2015","RC14","50","PUBLIC SERVICE COMMISSION","Executive Council OGP, Halifax, NS","2","Laptop","Unserviceable"
"2014-2015","RC14","51","LABOUR & ADVANCED EDUCATION","226 Reeves Street, Port Hawkesbury, NS","2","Computer CPU","Unserviceable"
"2014-2015","RC14","52","CHIEF INFORMATION OFFICE","Young Street, Halifax, NS","4","Computer CPU","Unserviceable"
"2014-2015","RC14","52","CHIEF INFORMATION OFFICE","Young Street, Halifax, NS","10","Monitor","Obsolete"
"2014-2015","RC14","52","CHIEF INFORMATION OFFICE","Young Street, Halifax, NS","1","Laptop","Unserviceable"
"2014-2015","RC14","52","CHIEF INFORMATION OFFICE","Young Street, Halifax, NS","12","Monitor Stand","Broken"
"2014-2015","RC14","52","CHIEF INFORMATION OFFICE","Young Street, Halifax, NS","1","Docking Station","Broken"
"2014-2015","RC14","52","CHIEF INFORMATION OFFICE","Young Street, Halifax, NS","3","Backup System, UPS","Obsolete"
"2014-2015","RC14","53","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","Eastern District Office, Halifax, NS","4","Monitor","Obsolete"
"2014-2015","RC14","54","JUSTICE","Halifax, NS","4","Monitor","Obsolete"
"2014-2015","RC14","55","COMMUNITIES, CULTURE & HERITAGE","Museum of Natural History, Halifax, NS","1","Monitor","Obsolete"
"2014-2015","RC14","55","COMMUNITIES, CULTURE & HERITAGE","Museum of Natural History, Halifax, NS","9","Computer CPU","Unserviceable"
"2014-2015","RC14","55","COMMUNITIES, CULTURE & HERITAGE","Museum of Natural History, Halifax, NS","1","Power Supply","Broken"
"2014-2015","RC14","55","COMMUNITIES, CULTURE & HERITAGE","Museum of Natural History, Halifax, NS","2","Stand","Broken"
"2014-2015","RC14","55","COMMUNITIES, CULTURE & HERITAGE","Museum of Natural History, Halifax, NS","1","Backup System, UPS","Broken"
"2014-2015","RC14","56","JUSTICE","New Waterford, NS","3","Computer CPU","Unserviceable"
"2014-2015","RC14","57","JUSTICE","Law Courts, Halifax, NS",,"Printer","Unserviceable"
"2014-2015","RC14","57","JUSTICE","Law Courts, Halifax, NS","2","Monitor","Obsolete"
"2014-2015","RC14","57","JUSTICE","Law Courts, Halifax, NS","8","Laptop","Unserviceable"
"2014-2015","RC14","57","JUSTICE","Law Courts, Halifax, NS","4","Monitor Stand","Broken"
"2014-2015","RC14","58","LABOUR & ADVANCED EDUCATION","Atlantic Workforce Placement, Halifax, NS","3","Monitor","Obsolete"
"2014-2015","RC14","58","LABOUR & ADVANCED EDUCATION","Atlantic Workforce Placement, Halifax, NS","2","Backup System, UPS","Broken"
"2014-2015","RC14","59","JUSTICE","Truro, NS","2","Monitor","Obsolete"
"2014-2015","RC14","60","INTERNAL SERVICES","CIO, Halifax, NS","4","Monitor","Obsolete"
"2014-2015","RC14","61","INTERNAL SERVICES","CIO, Halifax, NS","19","Laptop","Unserviceable"
"2014-2015","RC14","60","INTERNAL SERVICES","CIO, Halifax, NS","10","Computer CPU","Unserviceable"
"2014-2015","RC14","61","COMMUNITY SERVICES","Amherst, NS","4","Printer","Obsolete"
"2014-2015","RC14","62","TRANSPORTATION AND INFRASTRUCTURE RENWAL","151 Keltic Street, Sydney, NS","1","Computer CPU","Unserviceable"
"2014-2015","RC14","63","COMMUNITY SERVICES","Credit Union Building, Halifax, NS","4","Computer CPU","Unserviceable"
"2014-2015","RC14","63","COMMUNITY SERVICES","Credit Union Building, Halifax, NS","1","Power Supply","Broken"
"2014-2015","RC14","64","COMMUNITY SERVICES","RHA, 161 Terra Cotta Drive, New Glasgow, NS","1","Printer","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","9","Television","Unsafe"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Converter","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Microwave","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Humidifier","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Punch Machine","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Transcriber","Broken"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Laminator","Broken"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Dictating Unit","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Pallet Jack","Unsafe"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Heater","Broken"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Fan","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Computer CPU","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Scanner","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","10","Printer","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Plotter","Obsolete"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Monitor","Broken"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Backup System, UPS","Broken"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","Speaker","Broken"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Telephone","Broken"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","9","Fax Machine","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","8","Calculator","Broken"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","2","VCR","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Tape Recorder","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","1","Headphone Set","Broken"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","4","DVD","Unserviceable"
"2014-2015","RC14","65","INTERNAL SERVICES","Surplus Warehouse, Dartmouth, NS","3","DVD Recorder","Unserviceable"
"2014-2015","RC14","66","SERVICE NOVA SCOTIA AND MUNICIPAL RELATIONS","Access NS, Truro, NS","5","Print Card","Broken"
"2014-2015","RC14","66","SERVICE NOVA SCOTIA AND MUNICIPAL RELATIONS","Access NS, Truro, NS","8","Printer","Unserviceable"
"2014-2015","RC14","67","SERVICE NOVA SCOTIA AND MUNICPAL RELATIONS","Access NS, Stellarton, NS","3","Printer","Unserviceable"
"2014-2015","RC14","68","JUSTICE","Probate, Truro, NS","2","Printer","Unserviceable"
"2014-2015","RC14","69","COMMUNITY SERVICES","Yarmouth, NS","4","Printer","Unserviceable"
"2014-2015","RC14","70","ECONOMIC AND RURAL DEVELOPMENT AND TOURISM","Yarmouth, NS","2","Monitor","Obsolete"
"2014-2015","RC14","71","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","Hebbville, NS","1","Backup System, UPS","Broken"
"2014-2015","RC14","71","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","Hebbville, NS","1","Projector","Unserviceable"
"2014-2015","RC14","71","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","Hebbville, NS","1","Computer CPU","Unserviceable"
"2014-2015","RC14","71","TRANSPORTATION AND INFRASTRUCTURE RENEWAL","Hebbville, NS","1","Laptop","Unserviceable"
"2014-2015","RC14","72","JUSTICE","MEP, New Waterford, NS","1","Laptop","Unserviceable"
"2014-2015","RC14","72","JUSTICE","MEP, New Waterford, NS","4","Printer","Unserviceable"
"2014-2015","RC14","73","INTERNAL SERVICES","CIO, Halifax, NS","3","Monitor","Obsolete"
"2014-2015","RC14","73","INTERNAL SERVICES","CIO, Halifax, NS","6","Computer CPU","Unserviceable"
"2014-2015","RC14","73","INTERNAL SERVICES","CIO, Halifax, NS","19","Laptop","Unserviceable"
"2014-2015","RC14","73","INTERNAL SERVICES","CIO, Halifax, NS","1","(1) Remote","Obsolete"
"2014-2015","RC14","73","INTERNAL SERVICES","CIO, Halifax, NS","5","(5) Monitor Stand","Broken"
"2014-2015","RC14","73","INTERNAL SERVICES","CIO, Halifax, NS","1","(1) Docking Station","Broken"
"2014-2015","RC14","73","INTERNAL SERVICES","CIO, Halifax, NS","2","Backup System, UPS","Broken"
