Ticket ID,Date of Issue,Time of Issue,Form,Method,Issue,Caller ID Number,Type of Call or Messge,Advertiser Business Number,City,State,Zip,Location (Center point of the Zip Code),States
1374834,,,TV,Fiber,Availability,None,,None,Camas,WA,98607,"WA 98607
(45.620943, -122.408498)",6
1374835,,,Internet,Wireless,Billing,None,,None,Post,TX,79356,"TX 79356
(33.221286, -101.413937)",24
1374836,,,Internet,Cable,Billing,,,,Whittier,CA,90605,"CA 90605
(33.946845, -118.02893)",8
1374838,,,Phone,Wireless (cell phone/other mobile device),Billing,,,,Richardson,TX,75081,"TX 75081
(32.948007, -96.710123)",24
1374839,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Charlotte,NC,28215,"NC 28215
(35.247056, -80.70674)",38
1374843,,,Internet,Cable,Billing,None,,None,Spring Grove,IL,60081,"IL 60081
(42.445788, -88.221747)",35
1374844,12/31/2016,9:48 P.M.,TV,,Loud Commercials,None,,None,Atlanta,GA,30328,"GA 30328
(33.932662, -84.381118)",32
1374845,,,Internet,Cable,Speed,None,,None,Sierra Madre,CA,91024,"CA 91024
(34.166303, -118.05074)",8
1374846,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Delmar,MD,21875,"MD 21875
(38.445206, -75.558924)",46
1374847,,,TV,Cable,Billing,,,,Noblesville,IN,46062,"IN 46062
(40.056176, -86.058884)",36
1374850,,,Internet,Cable,Billing,None,,None,Miami,FL,33147,"FL 33147
(25.85085, -80.23763)",31
1374852,12/31/2016,,Phone,Wired,Unwanted Calls,270-967-9154,Prerecorded Voice,270-967-9147,Campbellsville,KY,42718,"KY 42718
(37.378164, -85.370994)",37
1374853,,,TV,Satellite,Billing,None,,None,Bethlehem,PA,18017,"PA 18017
(40.655623, -75.379071)",49
1374855,12/31/2016,10:22 pm,TV,,Loud Commercials,None,,None,Richmond,VA,23219,"VA 23219
(37.541372, -77.435154)",41
1374857,12/31/2016,5:55 pm,Phone,Wired,Unwanted Calls,512-459-9125,Abandoned Calls,512-459-9125,Dunstable,MA,01827,"MA 01827
(42.674567, -71.498022)",26
1374860,,,TV,Satellite,Billing,,,,Cat Spring,TX,78933,"TX 78933
(29.788111, -96.367458)",24
1374861,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374862,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374863,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374866,12/31/2016,11:00 pm,TV,,Loud Commercials,None,,None,Langhorne,PA,19053,"PA 19053
(40.151845, -74.981706)",49
1374868,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374870,,,Internet,Cable,Equipment,None,,None,Boulder,CO,80301,"CO 80301
(40.04714, -105.214301)",9
1374872,,,Internet,Cable,Billing,None,,None,Brooklyn,NY,11232,"NY 11232
(40.655247, -74.000591)",
1374875,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Pojoaque,NM,87501,"NM 87501
(35.718472, -105.917396)",11
1374876,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Slidell,LA,70458,"LA 70458
(30.271445, -89.774625)",23
1374879,12/31/2016,11:25 pm,Accessibility,,Closed Captioning over the Internet,None,,None,Carrollton,GA,30116,"GA 30116
(33.566417, -85.014933)",32
1374881,,,Internet,DSL,Billing,,,,San Fernando,CA,91340,"CA 91340
(34.285891, -118.437069)",8
1374883,,,Internet,DSL,Billing,None,,None,Eddyville,KY,42038,"KY 42038
(37.044969, -88.029479)",37
1374885,12/31/2016,8:45 pm,TV,Cable,Indecency,None,,None,Marina Del Rey,CA,90292,"CA 90292
(33.979295, -118.450304)",8
1374886,,,Phone,Wired,Billing,None,,None,San Fernando,CA,91340,"CA 91340
(34.285891, -118.437069)",8
1374889,,,Internet,Cable,Speed,,,,Belvidere,IL,61008,"IL 61008
(42.256409, -88.849637)",35
1374890,,,Internet,Cable,Billing,None,,None,Belvidere,IL,61008,"IL 61008
(42.256409, -88.849637)",35
1374892,,,TV,Cable,Availability,None,,None,Orlando,FL,32839,"FL 32839
(28.488396, -81.409397)",31
1374895,12/31/2016,11:38 pm,Accessibility,,Closed Captioning on TV,None,,None,Bridgeville,PA,15017,"PA 15017
(40.346008, -80.122701)",49
1374897,12/31/2016,9:09 pm,TV,Satellite,Indecency,None,,None,Dallas,GA,30132,"GA 30132
(33.979327, -84.836757)",32
1374900,12/31/2016,10:00 pm,TV,,Loud Commercials,None,,None,Oakland,CA,94618,"CA 94618
(37.844532, -122.238793)",8
1374901,,,TV,Satellite,Availability,,,,Roseville,CA,95747,"CA 95747
(38.772036, -121.346356)",8
1374902,,,Phone,Wireless (cell phone/other mobile device),Privacy,None,,None,Murieta,CA,92562,"CA 92562
(33.559495, -117.246289)",8
1374904,,,Internet,Cable,Open Internet/Net Neutrality,None,,None,Kent,WA,98032,"WA 98032
(47.390601, -122.261321)",6
1374909,,,Internet,DSL,Privacy,None,,None,Castrovillle,CA,95012,"CA 95012
(36.776872, -121.743198)",8
1374911,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Evanston,IL,60201,"IL 60201
(42.056732, -87.699329)",35
1374913,,,TV,Satellite,Availability,None,,None,Auburn,CA,95603,"CA 95603
(38.912397, -121.083667)",8
1374915,,,TV,Satellite,Billing,,,,Belfair,WA,98312,"WA 98312
(47.57271, -122.724682)",
1374917,,,Internet,Cable,Open Internet/Net Neutrality,None,,None,Bellevue,WA,98004,"WA 98004
(47.619011, -122.203169)",6
1374918,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374919,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Atlanta,GA,30318,"GA 30318
(33.790275, -84.444382)",32
1374921,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Muncie,IN,47304,"IN 47304
(40.220157, -85.444557)",36
1374923,,,Internet,Cable,Open Internet/Net Neutrality,None,,None,West Palm Beach,FL,33409,"FL 33409
(26.715875, -80.096403)",31
1374927,,,TV,Satellite,Availability,None,,None,Cocoa,FL,32927,"FL 32927
(28.469214, -80.800728)",31
1374929,,,TV,Cable,Equipment,None,,None,Lutz,FL,33549,"FL 33549
(28.136668, -82.447413)",31
1374930,01/01/2017,,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,408-610-4900,Prerecorded Voice,None,Columbia,SC,29211,"SC 29211
(34.0, -81.03)",34
1374932,,,TV,Cable,Availability,None,,None,Baltimore,MD,21209,"MD 21209
(39.370799, -76.668714)",46
1374934,01/01/2017,7:42 am,TV,Satellite,Indecency,None,,None,Monticello,KY,42633,"KY 42633
(36.819161, -84.815759)",37
1374935,,,TV,Satellite,Availability,None,,None,Cartersville,GA,30121,"GA 30121
(34.207134, -84.78247)",32
1374937,,,Phone,Wireless (cell phone/other mobile device),Privacy,None,,None,Tampa,FL,33618,"FL 33618
(28.071373, -82.498872)",31
1374938,,,TV,Satellite,Availability,None,,None,New Castle,PA,16101,"PA 16101
(40.988472, -80.311577)",49
1374942,,,Internet,Wireless,Availability,None,,None,Taylorsville,KY,40071,"KY 40071
(38.050483, -85.364643)",37
1374944,,,TV,Satellite,Availability,None,,None,Canton,GA,30115,"GA 30115
(34.207299, -84.412635)",32
1374947,12/28/2016,,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,575-339-9065,Abandoned Calls,575-339-9065,Brooklyn,NY,11217,"NY 11217
(40.68254, -73.979472)",
1374948,,,TV,Satellite,Availability,None,,None,Allyn,WA,98524,"WA 98524
(47.367328, -122.846767)",6
1374949,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374950,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374951,,,Phone,Wired,Privacy,None,,None,Coweta,OK,74429,"OK 74429
(35.9528, -95.632954)",20
1374953,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374954,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374955,,,Phone,Wired,Privacy,None,,None,Coweta,OK,74429,"OK 74429
(35.9528, -95.632954)",20
1374956,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374958,,,Internet,Wireless,Availability,None,,None,Lake Park,FL,33403,"FL 33403
(26.803263, -80.074489)",31
1374959,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374960,,,TV,Satellite,Availability,None,,None,Duluth,GA,30096,"GA 30096
(33.976877, -84.150083)",32
1374961,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374962,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374963,,,TV,Satellite,Availability,None,,None,Dracut,MA,01826,"MA 01826
(42.680461, -71.309883)",26
1374965,,,TV,Fiber,Availability,None,,None,Boone,NC,28607,"NC 28607
(36.213349, -81.654212)",38
1374966,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374967,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374969,,,Internet,Cable,Billing,None,,None,Thornton,CO,80602,"CO 80602
(39.960108, -104.914866)",9
1374970,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374971,,,TV,Satellite,Availability,None,,None,Liberty,MO,64068,"MO 64068
(39.252954, -94.412372)",18
1374972,,,TV,Satellite,Availability,None,,None,North Haverhill,NH,03774,"NH 03774
(44.082932, -72.001724)",27
1374976,,,TV,Satellite,Availability,None,,None,Baltimore,MD,21229,"MD 21229
(39.285146, -76.690796)",46
1374980,,,TV,Cable,Availability,None,,None,Belmont,NC,28012,"NC 28012
(35.226993, -81.03977)",38
1374983,01/01/2017,,Phone,Internet (VOIP),Unwanted Calls,702-642-1486,Abandoned Calls,None,North Las Vegas,NV,89031,"NV 89031
(36.259484, -115.171844)",10
1374985,,,TV,Satellite,Availability,None,,None,Lower Burrell,PA,15068,"PA 15068
(40.566993, -79.724247)",49
1374987,,,Internet,Cable,Open Internet/Net Neutrality,None,,None,Lawrenceburg,IN,47025,"IN 47025
(39.154102, -84.866085)",36
1374989,,,Phone,Wired,Interference (including signal jammers),None,,None,Jonesville,VA,24263,"VA 24263
(36.676982, -83.154875)",41
1374991,,,TV,Cable,Availability,None,,None,Kissimmee,FL,34744,"FL 34744
(28.304336, -81.352018)",31
1374993,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374994,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374996,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1374998,,,Radio,Broadcast,Interference,,,,Frederick,MD,21702,"MD 21702
(39.461767, -77.448244)",46
1375000,01/01/2017,,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,845-204-6911,Abandoned Calls,None,Roper,NC,27970,"NC 27970
(35.871349, -76.582297)",38
1375003,,,Internet,Wireless,Availability,None,,None,Smith River,CA,95567,"CA 95567-0122
(41.942183, -124.1663)",8
1375005,,,TV,Satellite,Billing,None,,None,Derry,NH,03038,"NH 03038
(42.887787, -71.290894)",27
1375007,,,Internet,Cable,Equipment,None,,None,Cedartown,GA,30125,"GA 30125
(34.003429, -85.262109)",32
1375010,,,TV,Satellite,Availability,None,,None,Albuquerque,NM,87112,"NM 87112
(35.101376, -106.519264)",11
1375014,,,TV,Cable,Equipment,None,,None,Plymouth,MA,02360,"MA 02360
(41.886602, -70.62855)",26
1375015,,,Internet,Wireless,Speed,,,,Brooksville,FL,34601,"FL 34601
(28.573132, -82.369041)",31
1375016,,,TV,Satellite,Availability,None,,None,Clermont,FL,34711,"FL 34711
(28.529943, -81.739693)",31
1375019,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Brooklyn,NY,11214,"NY 11214
(40.599583, -73.996455)",
1375020,,,Internet,Cable,Billing,None,,None,Upper Saddle River,NJ,07458,"NJ 07458
(41.048651, -74.097982)",47
1375022,,,TV,Satellite,Billing,,,,Lancaster,CA,93536,"CA 93536
(34.74564, -118.356914)",8
1375024,,,TV,Satellite,Availability,None,,None,Flovilla,GA,30216,"GA 30216
(33.246493, -83.888208)",32
1375026,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Clover,SC,29710,"SC 29710
(35.106484, -81.193726)",34
1375030,,,TV,Satellite,Availability,None,,None,Rock Hill,SC,29730,"SC 29730
(34.902043, -81.010065)",34
1375035,,,TV,Cable,Availability,None,,None,Jacksonville,FL,32258,"FL 32258
(30.143049, -81.552189)",31
1375036,,,Internet,Cable,Equipment,None,,None,Alexandria,VA,22304,"VA 22304-4021
(38.811077, -77.139484)",41
1375037,,,TV,Cable,Availability,None,,None,Morgantown,WV,26508,"WV 26508
(39.607561, -79.901514)",43
1375038,,,TV,Satellite,Billing,,,,Sevierville,TN,37862,"TN 37862
(35.791737, -83.59985)",40
1375043,01/01/2017,,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,845-513-0512,Prerecorded Voice,None,Brooklyn,NY,11218,"NY 11218
(40.643629, -73.976298)",48
1375044,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,New York,NY,10002,"NY 10002
(40.715712, -73.987053)",
1375045,,,TV,Satellite,Availability,None,,None,Yulee,FL,32097,"FL 32097
(30.64073, -81.613429)",31
1375047,,,Internet,Cable,Billing,None,,None,Havertown,PA,19083,"PA 19083
(39.977505, -75.31077)",49
1375049,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Lakewood,CA,90712,"CA 90712
(33.850294, -118.146843)",8
1375051,,,Phone,Wireless (cell phone/other mobile device),Privacy,None,,None,Oakland,PA,15213,"PA 15213
(40.443434, -79.955701)",49
1375053,,,Phone,Wireless (cell phone/other mobile device),Equipment,None,,None,San Francisco,CA,94117,"CA 94117
(37.770274, -122.443224)",8
1375055,,,Internet,Cable,Billing,None,,None,Lacey,WA,98513,"WA 98513
(47.002092, -122.751179)",6
1375057,,,Radio,,Interference,None,,None,Pleasanton,CA,94566,"CA 94566
(37.659437, -121.867131)",8
1375059,,,TV,Satellite,Availability,None,,None,Orlando,FL,32824,"FL 32824
(28.386921, -81.357284)",31
1375061,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Woodbury,MN,55125,"MN 55125
(44.920588, -92.942565)",1
1375062,,,TV,Cable,Availability,,,,Mckee,KY,40447,"KY 40447
(37.446485, -84.034762)",37
1375065,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,West Bloomfield,MI,48322,"MI 48322
(42.541623, -83.382178)",50
1375066,,,Internet,Cable,Billing,None,,None,Houghton,MI,49931,"MI 49931
(47.119029, -88.584022)",50
1375068,,,TV,Satellite,Availability,,,,Jackson,GA,30233,"GA 30233
(33.291902, -83.977249)",32
1375069,,,Internet,Cable,Interference,None,,None,Longmont,CO,80503,"CO 80503
(40.157538, -105.185328)",9
1375071,,,TV,Satellite,Availability,None,,None,Indian Harbor Bch,FL,32937,"FL 32937
(28.173998, -80.599363)",31
1375072,,,TV,Cable,Availability,None,,None,Duluth,GA,30096,"GA 30096
(33.976877, -84.150083)",32
1375073,,,TV,Satellite,Interference,None,,None,Shorewood,WI,53211,"WI 53211
(43.08237, -87.884363)",42
1375075,,,Internet,Cable,Interference,None,,None,Naples,FL,34116,"FL 34116
(26.185608, -81.708055)",31
1375077,,,TV,Satellite,Availability,None,,None,Uxbridge,MA,01569,"MA 01569
(42.061776, -71.634285)",26
1375079,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Baltimore,MD,21224,"MD 21224
(39.284486, -76.549062)",46
1375082,,,Internet,Cable,Speed,,,,Weymouth,MA,02188,"MA 02188
(42.208442, -70.957606)",26
1375084,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Glenham,SD,57631,"SD 57631
(45.577933, -100.251392)",22
1375085,,,TV,Satellite,Availability,None,,None,Murrysville,PA,15668,"PA 15668
(40.454535, -79.677296)",49
1375086,,,TV,Cable,Availability,None,,None,Mansfield,MA,02048,"MA 02048
(42.020106, -71.217512)",26
1375088,,,Internet,Cable,Availability,None,,None,Coldwater,MS,38618,"MS 38618
(34.699941, -89.93008)",33
1375090,,,TV,Satellite,Equipment,,,,Algonquin,IL,60102,"IL 60102
(42.161844, -88.309945)",35
1375091,,,Internet,Wireless,Interference,None,,None,Oakland,PA,15213,"PA 15213
(40.443434, -79.955701)",49
1375092,,,Internet,Wireless,Interference,None,,None,Highland,CA,92346,"CA 92346
(34.123358, -117.193375)",8
1375094,,,TV,Broadcast,Interference,None,,None,Maysville,MO,64469,"MO 64469
(39.934053, -94.35524)",18
1375096,,,TV,Satellite,Availability,None,,None,Urbandale,IA,50323,"IA 50323
(41.632009, -93.810514)",16
1375101,,,TV,Satellite,Availability,None,,None,Gibsonia,PA,15044,"PA 15044
(40.635343, -79.955108)",49
1375104,01/01/2017,1:51 pm,TV,Cable,Indecency,None,,None,Charlotte,NC,28226,"NC 28226
(35.107444, -80.81869)",38
1375107,,,Internet,Cable,Speed,None,,None,Fort Lauderdale,FL,33334,"FL 33334
(26.183079, -80.134765)",31
1375109,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Brooklyn,NY,11229,"NY 11229
(40.600494, -73.943351)",
1375111,,,Internet,Cable,Billing,None,,None,Denver,CO,80206,"CO 80206
(39.730238, -104.952049)",9
1375115,,,Phone,Wireless (cell phone/other mobile device),Privacy,,,,Flushing,NY,11354,"NY 11354
(40.768432, -73.826093)",48
1375116,,,Phone,Wireless (cell phone/other mobile device),Privacy,,,,Flushing,NY,11354,"NY 11354
(40.768432, -73.826093)",48
1375124,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Warrington,PA,18976,"PA 18976
(40.245004, -75.139973)",49
1375125,01/01/2017,1:15 am,TV,Cable,Indecency,None,,None,Cedar,MI,49621,"MI 49621
(44.867589, -85.778033)",50
1375127,,,TV,Fiber,Equipment,None,,None,Shirley,MA,01464,"MA 01464
(42.567038, -71.647299)",26
1375130,,,TV,Satellite,Availability,None,,None,Lynden,WA,98264,"WA 98264
(48.945625, -122.455353)",6
1375133,,,TV,Satellite,Availability,None,,None,Tulsa,OK,74137,"OK 74137
(36.021595, -95.928002)",20
1375134,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Roseville,MI,48066,"MI 48066
(42.505372, -82.937275)",50
1375137,,,Phone,Internet (VOIP),Billing,None,,None,Ringgold,GA,30736,"GA 30736
(34.912113, -85.143517)",32
1375139,,,Internet,Cable,Billing,None,,None,Chicago,IL,60707,"IL 60707
(41.921777, -87.808283)",35
1375142,,,TV,Cable,Interference,,,,Fort Myers,FL,33912,"FL 33912
(26.534587, -81.830098)",31
1375144,,,TV,Satellite,Availability,None,,None,Anacortes,WA,98221,"WA 98221
(48.487079, -122.628418)",
1375146,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Encino,CA,01316,"CA 01316
(18.113421, -66.163661)",
1375149,,,Internet,Cable,Speed,None,,None,Davenport,IA,52804,"IA 52804
(41.534136, -90.649099)",16
1375153,,,TV,Satellite,Availability,None,,None,Woodward,OK,73801,"OK 73801
(36.417776, -99.413565)",20
1375156,,,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),None,,None,Oakland,PA,15213,"PA 15213
(40.443434, -79.955701)",49
1375158,,,TV,Satellite,Availability,None,,None,Kent,WA,98031,"WA 98031-1524
(47.40561, -122.196448)",6
1375160,,,TV,Cable,Availability,None,,None,Columbia,CA,95310,"CA 95310
(38.048041, -120.395037)",8
1375162,,,Internet,DSL,Availability,None,,None,Jacksonville,FL,32217,"FL 32217
(30.239948, -81.618659)",31
1375163,,,TV,Cable,Billing,,,,Corryton,TN,37721,"TN 37721
(36.130018, -83.81332)",40
1375164,,,Internet,Cable,Speed,None,,None,Minonk,IL,61760,"IL 61760
(40.884977, -89.033098)",35
1375167,,,TV,Satellite,Interference,None,,None,Cape Coral,FL,33909,"FL 33909
(26.693105, -81.94614)",31
1375168,,,TV,Broadcast,Interference,None,,None,New Market,TN,37820,"TN 37820
(36.084495, -83.564577)",40
1375169,,,TV,Satellite,Availability,None,,None,Latrobe,PA,15650,"PA 15650
(40.284408, -79.393626)",49
1375171,01/01/2017,,Phone,Wired,Unwanted Calls,None,Prerecorded Voice,800-203-1551,Bothell,WA,98012,"WA 98012
(47.843376, -122.201515)",6
1375173,12/29/2016,,Phone,Internet (VOIP),Unwanted Calls,480-787-5572,Abandoned Calls,None,Phoenix,AZ,85064,"AZ 85064-0515
(33.448204, -112.072585)",7
1375174,,,Internet,Wireless,Billing,None,,None,Allen,TX,75002,"TX 75002
(33.093054, -96.626637)",24
1375176,,,TV,Cable,Billing,,,,East Peoria,IL,61611,"IL 61611
(40.691659, -89.538038)",35
1375177,,,Internet,Cable,Billing,None,,None,Bonney Lake,WA,98391,"WA 98391
(47.184615, -122.170798)",6
1375179,,,Phone,Wireless (cell phone/other mobile device),Equipment,None,,None,Columbus,OH,43228,"OH 43228
(39.956854, -83.127376)",39
1375180,12/15/2015,,Phone,Wired,Unwanted Calls,None,Prerecorded Voice,None,Arlington,VA,22205,"VA 22205
(38.883854, -77.139669)",41
1375182,,,Phone,Wireless (cell phone/other mobile device),Billing,None,,None,Fayetteville,NC,28303,"NC 28303
(35.08382, -78.956936)",38
1375185,,,TV,Satellite,Availability,None,,None,Oklahoma City,OK,73109,"OK 73109
(35.432004, -97.524441)",20
1375190,01/01/2017,,Phone,Wired,Unwanted Calls,855-477-6313,Abandoned Calls,855-477-6313,Cary,NC,27511,"NC 27511
(35.764148, -78.783777)",38
1375192,,,Internet,DSL,Availability,None,,None,Brownsville,TX,78520,"TX 78520
(25.944414, -97.524369)",24
1375194,,,TV,Cable,Availability,None,,None,Saint Augustine,FL,32084,"FL 32084
(29.90265, -81.343834)",31
1375196,,,Internet,Cable,Billing,None,,None,Spokane,WA,99207,"WA 99207
(47.689761, -117.389695)",6
1375197,,,Phone,Wireless (cell phone/other mobile device),Billing,,,,Suquamish,WA,98392,"WA 98392
(47.734395, -122.561171)",
1375198,01/01/2017,,Phone,Wired,Unwanted Calls,913-312-5191,Abandoned Calls,None,Fair Oaks,CA,95628,"CA 95628
(38.655104, -121.259702)",8
1375200,12/31/2016,,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,949-565-2911,Live Voice,None,Laguna Niguel,CA,92677,"CA 92677
(33.530495, -117.702838)",8
1375201,,,TV,Satellite,Availability,None,,None,Carmichael,CA,95608,"CA 95608-5034
(38.603907, -121.339771)",8
1375202,,,Phone,Wireless (cell phone/other mobile device),Billing,,,,Suquamish,WA,98392,"WA 98392
(47.734395, -122.561171)",
1375203,,,Radio,Broadcast,Interference,,,,Battle Creek,MI,49015,"MI 49015
(42.280786, -85.218777)",50
