"id","q27","q22","q28","q25","q25_other","q30","q26","q21","survey_source","q29","q23","city_employee_1_yes_2_no","q1a","q1b","q1c","q1d","q1e","q1f","q1g","q1h","q1i","q1j","q1k","q1l","q1m","q1n","q1o","q1p","q1q","q1r","q1s","q1t","q1a2","q1b2","q1c2","q1d2","q1e2","q1f2","q1g2","q1h2","q1i2","q1j2","q1k2","q1l2","q1m2","q1n2","q1o2","q1p2","q1q2","q1r2","q1s2","q1t2","no_first_choice","no_second_choice","no_third_choice","q2a","q2b","q2c","q2d","q2e","q2f","q2g","q2h","q2i","q2j","q2k","q2l","q2m","q2n","q2o","q2p","q2q","q2r","q2s","q2t","q2u","q2v","q2w","q3","q4a","q4b","q4c","q4d","q4e","q4f","q4g","q4h","q4i","q5","q6","q7","q8","q9","q10","q11q","q12b","q11a","q11b","q11c","q11d","q11e","q11f","q11g","q11h","q11i","q11j","q11k","q11l","q11m","q11n","q11o","q11p","q11r","q11s","q11t","q11a2","q11b2","q11c2","q11d2","q11e2","q11f2","q11g2","q11h2","q11i2","q11j2","q11k2","q11l2","q11m2","q11n2","q11o2","q11p2","q11q2","q11r2","q11s2","q11t2","q11_no_first_choice","q11_no_second_choice","q11_no_third_choice","q12","q12a","q13","q14","q15_first_answer","q15_second_answer","q15_third_answer","q15_fourth_answer","q15_fifth_answer","q15_sixth_answer","q15_seventh_answer","q15_eighth_answer","q15_other_answers","q15a","q15b","q15c","q15d","q15e","q15f","q15g","q15_no_first_choice","q15_no_second_choice","q15_no_third_choice","q16","q17","q18a","q18b","q18c","q18d","q19a","q19b","q19c","q19d","q20","q24_first_answer","q24_second_answer","q24_third_answer","q24_fourth_answer","location"
"1144","Male","25-34","Rent","Single-family unit",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Some college or technical school","3 to  years","Online","Neither","One","No","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important",,,,,,,,,"2",,,,,,,"1",,,"3",,,,,"Excellent","Fair","No Opinion","Good","No Opinion","No Opinion","No Opinion","Fair","Fair","Poor","Fair","Good","Fair","Poor","No Opinion","Fair","Good","Fair","Good","Good","Good","Good","Good",,"Good","Good","Good","Good","Good","Good","Good","Fair","Good",,,"Growing/ drawing in more of the young adult population (25-40). Need more activities for adults.","Entertainment, recreation activities, both adult and kid friendly. Go Kart racing, batting cages, arcade.","1","2","1",,"Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important",,"3",,,,,,,,,,,,,,,"2",,,"1",,,,"No",,"Somewhat Safe","Staying the Same","City website (cstx.gov)","Local newspapers","City cable channel (Ch. 1)","Local radio stations","Utility bill newsletter","Local TV stations","Social media (Facebook, Twitter, etc.)",,,,,,"3",,"2","1",,,,"No",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Important","Very Important","Somewhat Important","Somewhat Important",,"Under  years old",,,,"(30.595071, -96.329426)"
"1145","Male","35-44","Rent","Apartment",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.",,"3 to  years","Online","Neither","Two","No","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important",,,,,,,,,,,,,,,,,,,,,"1","2","3","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Poor","Good","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Good","Good","No Opinion","No Opinion","No Opinion",,"Good","Good","Good","Good","Poor","Good","Excellent","Fair","Good",,"The number of jobs available that can't be taken by 48000 college students",,,"2","2","2","I called the code enforcement department to let them know our apartment property manager had allowed trash to sit outside for 6 weeks. Nothing was done","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,,,,,,,,,,,,,,,,,,,,"1","2","3","Yes","Poor","Somewhat Safe","Staying the Same","Other",,,,,,,,,,,,,,,,"1","2","3","Yes",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Not Important At All",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1146","Male","35-44","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6","Some college or technical school","More than 20 years","Online","Neither","Two","No","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","2",,,,,,,"1",,"3",,,,,,,,,,,,,,"Good","Poor","Poor","Good","Good","Good","Good","Fair","Fair","Poor","Good","Good","Fair","Good","Good","Fair","Good","Good","Fair","Excellent","Poor","Fair","Fair",,"Good","Good","Excellent","Good","Good","Good","Good","Good","Good","Great place to raise a family","I worry about the way the schools are zoned.  CSHS seems to have all the advantages and has the majority of students from a higher socio economic background.  If this trend continues, this will effect the community because all families with money will move to the part of town where their kids can go to the 'elite' school in town.  We need equality.","Great schools with a balanced student body.","Post Oak Mall should be torn down, with a new outdoor shopping put in it's place.","1","2","2",,"Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Somewhat Unimportant",,,,,,"3",,,,,"1","2",,,,,,,,,,,,"Yes","Good","Very Safe","Increasing","Social media (Facebook, Twitter, etc.)",,,,,,,,,,,,,,,"1",,"2","3","No",,"No Opinion","Fair","No Opinion","Fair","Somewhat Important","Very Important","Somewhat Important","Somewhat Unimportant",," to 12 years old",,,,"(30.6256267, -96.253038)"
"1147","Male","35-44","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6",,"3 to  years","Online","Neither","Two","No","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Unimportant","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,,,,,,,"3","2",,"1",,,,,,,,,,,,,"Good","Good","Good","Good","Good","Fair","Fair","Fair","Poor","Fair","Poor","Excellent","Fair","Excellent","Good","Good","Excellent","Good","Good","Good","Good","Good","Good",,"Good","Excellent","Excellent","Good","Good","Good","Excellent","Excellent","Good",,"Build a paved 12 mile bike-hike trail outside of town.","Safety of its citizens",,"1","1","1",,"Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important",,,,"2",,"3",,,,,,,,,,,"1",,,,,,,"Yes","Good","Very Safe","Staying the Same","City cable channel (Ch. 1)",,,,,,,,,"3",,,"1",,"2",,,,,"Yes",,"Excellent","Excellent","Excellent","Excellent","Somewhat Important","Very Important","Very Important","Somewhat Important",," to 12 years old",,,,"(30.6256267, -96.253038)"
"1148","Male","65 or older","Own","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.",,"More than 20 years","Online","Neither","Two","No","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important",,,,,"2",,,,,,,,,,,,,,"1","3",,,,"Good","Good","Good","Excellent","Fair","No Opinion","Excellent","Poor","Fair","Good","Good","No Opinion","No Opinion","Good","Good","No Opinion","Good","Good","Excellent","Excellent","Excellent","Excellent","Excellent","Lack of concern and control regarding student housing encroaching within single family residence zones.  Lack of code enforcement on number of unrelated students living in a single family residence.Detoriation of property values, environment, and character of single family neighborhoods due to the aforementioned problems.  City has sold out to the realtors, and the damage will continue. So sad","Fair","Poor","Good","Good","Good","Fair","Fair","Fair","Good","TAMU","Planning and zoning that would salvage what's left of historic and well established residential, family oriented, areas.  An example of what could/should be done is the area near Rice University in Houston, where a run down neighborhood was restored to highly valued residences.  A large radius around TAMU is quickly becoming Aggie shacks.","Stop student housing/rentals in residential areas.","No comment","3","3","2","Better code enforcement","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant",,,"1","2",,"3",,,,,,,,,,,,,,,,,,"Yes","Fair","Somewhat Safe","Increasing","City website (cstx.gov)",,,,,,,,,"1",,,,"2",,,,,"3","Yes","No comment","No Opinion","No Opinion","Good","No Opinion","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.639968, -96.2746347)"
"1149","Female","55-64","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Some college or technical school","11 to 20 years","Online","Neither","Two","Yes","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Very Important",,,,"3",,,,,,,,,,,,,,,"1","2",,,,"No Opinion","Good","No Opinion","Poor","No Opinion","No Opinion","Poor","Good","Excellent","Poor","Good","No Opinion","No Opinion","Fair","No Opinion","Good","Excellent","Good","Good","Good","Good","Good","Good",,"Excellent","Excellent","Excellent","Excellent","Excellent","Fair","Excellent","Good","Excellent","The small-town feel in spite of growth.","Other than what I already answered in the multiple choice question, nothing. We love it here.","Encourage small local businesses.","I would love to see a Container Store and a Trader Joe's come to BCS!","1","1","2","The city manager's office was unable to resolve the issue.","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,"1",,,,,,,,,,"3",,,,,,,"2",,,,,"Yes","Fair","Very Safe","Staying the Same","City website (cstx.gov)","Social media (Facebook, Twitter, etc.)",,,,,,,,"2",,,,,,"1",,,"3","Yes","Maybe more of a FB presence.","No Opinion","Fair","Good","Good","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat outdated.","1 to 18 years old",,,,"(30.5319423, -96.2972832)"
"115","Female","65 or older","Own","Single-family unit",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Some college or technical school","More than 20 years","Online","Neither","One","No","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important",,,"3",,,,,,,,,,,,,,,,"2","1",,,,"Excellent","Excellent","Good","Excellent","Good","Fair","Good","Good","Good","Excellent","Good","Good","Good","Good","Good","Fair","Excellent","Good","Excellent","Excellent","Excellent","Excellent","Excellent",,"Excellent","Fair","Excellent","Good","Good","Excellent","Excellent","Good","Good","Good variety of activities for retirees.","Stricter neighborhood zoning. Mixing students with families leads to conflicts.","Excellent police and fire depts.","Larger variety of clothing stores.","1","1","1","I have not had any bad experiences with city depts or employees.","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important",,,"2",,,,,,,,"3",,"1",,,,,,,,,,,"Yes","Excellent","Somewhat Safe","Increasing","Local newspapers","Local TV stations",,,,,,,,,"1",,,"3","2",,,,,"Yes","Longer lead time on upcoming events.","No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Important","Very Important","Very Important","Somewhat Important",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1150",,"25-34","Rent","Apartment",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Some college or technical school","7 to 10 years","Online",,"One","No","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Not Important At All","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,"2",,,,,,"3",,,"1",,,,,"Fair","Good","Poor","Poor","Poor","Poor","Fair","Poor","Poor","Poor","Poor","Fair","Fair","Fair","No Opinion","Fair","Poor","Poor","Fair","Good","Poor","Poor","Poor",,"Fair","Fair","Fair","Good","Fair","Good","Good","Poor","Fair",,,,,"2","3","2",,"Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Unimportant","Very Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Very Important",,,,"1","3",,,,,,,,,"2",,,,,,,,,,"No",,"Somewhat Safe","Increasing","City website (cstx.gov)","Social media (Facebook, Twitter, etc.)",,,,,,,,"3",,,"2",,,"1",,,,"No",,"No Opinion","Poor","Poor","No Opinion","Not Important At All","Very Important","Very Important","Somewhat Important",,,,,,"(30.595071, -96.329426)"
"1151","Male","24 or under","Rent","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.","Some college or technical school","3 to  years","Online","Texas A&M","Three","No","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Unimportant","Very Important","Somewhat Unimportant","Very Important","Somewhat Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All","Somewhat Unimportant","Very Important","Somewhat Important","Very Important","Very Important","3",,,,"2",,,"1",,,,,,,,,,,,,,,,"Fair","Good","Good","Good","Fair","Poor","Good","Poor","Good","Good","Excellent","Good","Good","No Opinion","No Opinion","Poor","Excellent","Good","Excellent","Excellent","Excellent","Excellent","Fair","The city seems to invest money in roads that don't need repair, while neglecting roads that need it most. Other than that I think CSTX is doing a fantastic job.","Excellent","Fair","Excellent","Excellent","Excellent","Excellent","Excellent","Good","Good","The small town feel with big town amenities.","Road quality.","Road surfaces. Also elevation changes on roads. There are many roads that have very large dips or valleys that need to be fixed.","Commercial yes. We have plenty of retail. We need more office buildings and white collar jobs.","1","2","2","Called for a code violation. She fixed my complaint perfectly.","Very Important","Very Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Very Important","Not Important At All","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Very Important",,"1","2",,,,,,,,"3",,,,,,,,,,,,,"Yes","Excellent","Somewhat Unsafe","Increasing","City website (cstx.gov)","Local newspapers","Local radio stations","Social media (Facebook, Twitter, etc.)",,,,,,"1",,,"2",,,"3",,,,"No","More info than just on back of electrical bill","No Opinion","No Opinion","Excellent","No Opinion","Not Important At All","Not Important At All","Not Important At All","Somewhat Important","No","None under 19 in household",,,,"(30.639968, -96.2746347)"
"1152","Male","45-54","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6",,"More than 20 years","Online","Neither","Two","No","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Not Important At All","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Unimportant","Not Important At All","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important",,,,,,,,"1",,,,,,,,,"2","3",,,,,,"Fair","Fair","Fair","Good","Good","Fair","Good","Fair","Poor","Fair","Fair","Fair","Fair","Fair","Fair","Poor","Good","Good","Fair","Good","Good","Good","Good","Not clear if the city is planning well for growth.Spending too much on building fancy buildings for fire services and other office space. University, Texas and Wellborn are too crowded most of the time.City needs to plan for growth along East-West corridor so that traffic can ease along the North-South directions.Too many neighborhoods mixed with residential and businesses.","Excellent","Excellent","Excellent","Fair","Good","Good","Fair","Fair","Fair","Small town atmosphere.","City needs to do more to attract non-chain restaurants.","Keeping the traffic congestion at small town levels, it is getting bad on a few roads.","Develop a downtown like feel somewhere away from the University. Now, all the shopping is in strip malls on a few roads without a feel of a downtown.","2","2","1",,"Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important",,,,,"2",,"3","1",,,,,,,,,,,,,,,,"No",,"Very Safe","Don't Know","Local newspapers","Local radio stations",,,,,,,,,"1",,"2",,"3",,,,,"No",,"Good","Good","Good","Good","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Unimportant","We are spending too much on facilities.","13 to 15 years old",,,,"(30.6256267, -96.253038)"
"1153","Male","25-34","Rent","Apartment",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Some college or technical school","Less than 3 years","Online","Texas A&M","One","No","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","2",,,"3",,,,,,"1",,,,,,,,,,,,,,"Good","Good","Good","Good","Excellent","Good","Good","Fair","Fair","Fair","Good","Good","Fair","Fair","Fair","Fair","Good","Good","Fair","Fair","Good","Fair","Good","Fix some of the failing roads around A&M as they are starting to show wear and tear and potholes are starting to form in places.","Excellent","Good","Good","Excellent","Excellent","Good","Excellent","Good","Good","Community friendly Atmosphere, student friendly, cost of living is manageable.","Traffic enforcement is a little much at times when congestion needs more work around the university at peak times. Roads need more maintenance and better patching before things get really bad. Traffic congestion on Holleman & Harvey Mitchell and Texas and University","Traffic Congestion and better advertising of city services.","More Student friendly businesses.","1","1","1","Better understanding of traffic laws and school zone markings need more work.","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important",,,"3",,,,,,,"1",,"2",,,,,,,,,,,,"Yes","Good","Very Safe","Staying the Same","City website (cstx.gov)","Local newspapers","Utility bill newsletter","Social media (Facebook, Twitter, etc.)",,,,,,"3",,,,"2",,"1",,,,"No","Social Media awareness and advertising campaigns","Good","Good","Excellent","Good","Very Important","Very Important","Very Important","Very Important","None Y'all are doing a fantastic job otherwise.","None under 19 in household",,,,"(30.595071, -96.329426)"
"1154","Male","35-44","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Some college or technical school","7 to 10 years","Online","Texas A&M","Two","No","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","1",,,,,,,,,,,,,,,,,,"2","3",,,,"Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good",,"Fair","Excellent","Excellent","Good","Good","Excellent","Good","Fair","Good",,"Specialized pediatric health care",,"Higher end retail","2","2","2",,"Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Unimportant","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","2",,,,,,,,,,"3","1",,,,,,,,,,,,"No",,"Very Safe","Staying the Same","City website (cstx.gov)","Local radio stations","Social media (Facebook, Twitter, etc.)",,,,,,,"1",,,"2",,,"3",,,,"No",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant",,"Under  years old"," to 12 years old",,,"(30.5319423, -96.2972832)"
"1155","Female","24 or under","Rent","Apartment",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Graduated college","Less than 3 years","Online","Texas A&M","One","No","Somewhat Important","Not Important At All","Not Important At All","Somewhat Important","Not Important At All","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Not Important At All","Not Important At All","Somewhat Important","Somewhat Important","Not Important At All","Somewhat Important","Very Important","Somewhat Important","Somewhat Important",,,,,,,,,,"1",,,,,,,"3","2",,,,,,"No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Good","Good","Poor","Good","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Fair","Good","No Opinion","No","Fair","Fair","Poor","Fair","Fair","Poor","Good","Fair","Good",,,"Diversity! There's not a lot of diversity on campus not the city in general","A quick trip gas station","4","3","1",,"Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,"2",,"1",,,,,,,,,,,"3",,,,,"No",,"Somewhat Safe","Don't Know","City cable channel (Ch. 1)","Local TV stations","Other",,,,,,"Email",,,"2",,,"1","3",,,,"No",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1156","Male","25-34","Rent","Duplex",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Some college or technical school","3 to  years","Online","Neither","Two","No","Very Important","Somewhat Unimportant","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Unimportant","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Not Important At All","Not Important At All","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important",,,,"2",,,,"1",,"3",,,,,,,,,,,,,,"Good","Poor","Fair","Poor","Poor","Fair","Good","Poor","Fair","Poor","Poor","Fair","Fair","No Opinion","No Opinion","No Opinion","Fair","Good","Good","Excellent","Good","Good","Poor","The city of college station does not enforce traffic laws. I have seen vehicles driving at speeds well over double the speed limit in front of college station PD! The number of people running red lights, speeding, and tailgating is absurd. I moved here from a large city on the east coast, and I have never met such aggressive drivers. It is a shame that the city cares so little for safety.","Fair","Fair","Fair","Good","Good","Good","Fair","Poor","Fair","College station has good support for its businesses and low violent crime rates.","Increase the number of officers handing tickets to overly aggressive drivers. College station PD is lazy and only hands out speeding tickets to sports cars that are easy to target. I have seen giant trucks flooring it at every light. These guys should be getting more tickets. Tailgating down Texas is a huge problem, as well as people running lights","Repairing the dismal state of roads while increasing enforcement of traffic violations.","Five Guys Burgers mostly. Bringing in diverse chains of shopping and resultant would bring CS to the next leve. A shopping mall that isn't so run down wold be nice too. Maybe an outdoor mall.","3","2","3","Lower utility rates. College station is brutalized on utilities compared to other cities.","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Not Important At All","Somewhat Important","Somewhat Important","Not Important At All","Somewhat Unimportant","Very Important","2",,,,,,"3",,,"1",,,,,,,,,,,,,,"Yes","Good","Somewhat Safe","Increasing","Social media (Facebook, Twitter, etc.)",,,,,,,,,,,,,,"2","1",,,"3","No",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1157","Male","25-34","Rent","Condominium",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.",,"3 to  years","Online","Texas A&M","Two","No","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Very Important","Somewhat Unimportant","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","3",,,,,,,"1",,"2",,,,,,,,,,,,,,"Good","Fair","Good","Excellent","No Opinion","Excellent","No Opinion","Poor","Excellent","Fair","Excellent","Excellent","Excellent","No Opinion","No Opinion","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Good","Excellent","My condo has varying water pressure at different times of the day ... So much so that I only get a dribble durring peak usage times.  This is a clear indicator that all the recent expansion has left the water system extremely insufficient for the growing population.  a new master plan and infrastructure capacity increases are log over due. This can also apply to the roads in which many need repavg","Excellent","Excellent","Excellent","Good","Good","Good","Excellent","Good","Good","The small town feel and safety that accompanies it","The water and road system.  Upgrades are needed","Public infrastructureNew bridges are great but old roads need attentionNew master plan for water system and the build out of the plan, a plan does no good if it's not inacted","Additional grocery stores one on 2818 would be great, fighting Texas is a pain and the ones on 6 air to far south.  One I between would help","1","1","1","Tie bonus and monitory compensation or awards to customer service metrics, this provides an incentive to excel and not fall into the Postal Service realm.  If customer service is not measured employees have no incentive to care about their customers. If their paycheck is positively affected so will the customers be positively affected","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Unimportant",,,,,,,,,,"1",,"2",,,,,"3",,,,,,,"Yes","Excellent","Very Safe","Staying the Same","City website (cstx.gov)","Social media (Facebook, Twitter, etc.)",,,,,,,,"1",,,"3",,,"2",,,,"Yes","Social media hands down is the biggest return for the money","No Opinion","No Opinion","Fair","Excellent","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","You have the nicest fire stations I have ever seen nationwide, I'm not sure if I like this or not, on some level it tells me the commitment to emergency service (good) but when I drive on old bumpy roads I form a poor opinion of the extra money spent on these facilities(bad).  I'm still one the fence about this","None under 19 in household",,,,"(30.595071, -96.329426)"
