"gender","race","city_residency","job_category","type","department"
"M","Two or More Races","Dublin","PROTECT/SERVCS","PTS","OPD "
"M","Two or More Races","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Black or African American","Hayward","PROFESSIONAL","FTE","Fire "
"M","White","San Lorenzo","SKILLED CRAFT","FTE","PWA"
"M","Black or African American","Elk Grove","PROTECT/SERVCS","FTE","Fire "
"F","White","Berkeley","PROFESSIONAL","PTS","Library"
"M","Asian","San Francisco","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Hayward","PROFESSIONAL","PTS","OPR"
"M","Asian","American Canyon","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Oakland","PROTECT/SERVCS","PTS","OPR"
"F","White","Oakland","PARA-PROF","PTS","OPR"
"F","Black or African American","Oakland","PROTECT/SERVCS","PTS","OPR"
"F","White","Walnut Creek","ADMIN SUPPORT","PTS","OPR"
"F","Black or African American","Pittsburg","SERV/MAINT","PPT","PWA"
"M","White","San Ramon","TECHNICIANS","FTE","OPD "
"M","Hispanic or Latino","Alameda","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Hayward","ADMIN SUPPORT","FTE","Finance"
"M","Asian","Oakland","PROTECT/SERVCS","PTS","OPR"
"F","Hispanic or Latino","Oakland","ADMIN SUPPORT","PTS","DHS"
"F","Hispanic or Latino","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Hayward","PROFESSIONAL","FTE","DHS"
"M","Asian","Vacaville","TECHNICIANS","FTE","OPD "
"M","Hispanic or Latino","Richmond","SKILLED CRAFT","FTE","PWA"
"F","Hispanic or Latino","Oakland","PARA-PROF","PTS","OPR"
"F","Hispanic or Latino","Tracy","PROTECT/SERVCS","PTS","OPD "
"F","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","OFFICIAL/ADM","FTE","OPR"
"F","Black or African American","San Leandro","ADMIN SUPPORT","PPT","OPR"
"M","White","Oakland","PROFESSIONAL","PTS","Library"
"M","Black or African American","Castro Valley","PROFESSIONAL","FTE","OPD "
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","Black or African American","Oakland","SERV/MAINT","FTE","DHS"
"M","White","Alameda","OFFICIAL/ADM","FTE","PWA"
"M","White","Oakland","ADMIN SUPPORT","FTE","Finance"
"M","Hispanic or Latino","Martinez","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Fremont","PROFESSIONAL","FTE","DHS"
"M","Hispanic or Latino","Danville","TECHNICIANS","FTE","OPD "
"F","Hispanic or Latino","Walnut Creek","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Patterson","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","San Lorenzo","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Hispanic or Latino","San Bruno","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Castro Valley","ADMIN SUPPORT","FTE","Library"
"M","Hispanic or Latino","Oakland","PROTECT/SERVCS","PTS","OPR"
"F","Black or African American","Castro Valley","PROFESSIONAL","PPT","Economic Dev"
"M","Hispanic or Latino","Clayton","PROTECT/SERVCS","FTE","OPD "
"M","Asian","San Francisco","PROFESSIONAL","FTE","Finance"
"M","White","Oakland","OFFICIAL/ADM","FTE","DHS "
"M","Black or African American","Oakland","SERV/MAINT","PTS","PWA"
"M","White","Brentwood","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","Economic Dev"
"M","Black or African American","Danville","TECHNICIANS","FTE","OPD "
"M","Black or African American","Vacaville","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Richmond","PROTECT/SERVCS","PTS","OPR"
"M","White","Oakland","PROTECT/SERVCS","FTE","Fire "
"M","White","Tracy","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","Asian","Dublin","PROFESSIONAL","FTE","IT"
"M","Black or African American","Hercules","SERV/MAINT","FTE","Finance"
"F","Black or African American","Oakland","PARA-PROF","FTE","OPD "
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","White","Berkeley","PROFESSIONAL","PTS","Library"
"M","Asian","Tracy","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","Asian","Hayward","PROTECT/SERVCS","FTE","OPD "
"M","White","Oakland","OFFICIAL/ADM","FTE","Economic Dev"
"F","White","Brentwood","TECHNICIANS","FTE","OPD "
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","Library"
"M","Black or African American","Oakland","SERV/MAINT","PTS","PWA"
"M","White","Stockton","PROTECT/SERVCS","FTE","OPR"
"M","Asian","Pittsburgh","ADMIN SUPPORT","FTE","Finance"
"F","Hispanic or Latino","Oakland","ADMIN SUPPORT","PTS","Library"
"M","Asian","Oakland","PARA-PROF","PTS","Library"
"M","Hispanic or Latino","Oakland","PARA-PROF","PTS","Library"
"M","Black or African American","Oakland","PROFESSIONAL","FTE","PWA"
"M","White","Montara","PROTECT/SERVCS","FTE","Fire "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","PWA"
"M","Hispanic or Latino","Pittsburg","OFFICIAL/ADM","FTE","Fire "
"M","Asian","Oakland","PROFESSIONAL","FTE","PWA"
"F","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"F","Hispanic or Latino","Oakland","TECHNICIANS","FTE","Fire "
"M","Hispanic or Latino","San Leandro","PROTECT/SERVCS","FTE","CAO"
"F","Asian","Hayward","PROFESSIONAL","FTE","Finance"
"M","White","Hayward","SKILLED CRAFT","FTE","PWA"
"M","White","Alamo","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Pittsburg","PROTECT/SERVCS","FTE","OPD "
"M","White","San Leandro","TECHNICIANS","FTE","PWA"
"M","Black or African American","Oakland","OFFICIAL/ADM","FTE","OPR"
"F","Black or African American","East Palo Alto","OFFICIAL/ADM","FTE","DHS"
"M","White","Alameda","TECHNICIANS","FTE","OPD "
"F","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Fremont","OFFICIAL/ADM","FTE","IT"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","Economic Dev"
"M","Black or African American","Oakland","OFFICIAL/ADM","FTE","Economic Dev"
"M","Black or African American","Oakland","PROFESSIONAL","FTE","HR"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","Housing/Comm"
"F","Black or African American","Oakland","PROTECT/SERVCS","PTS","OPD "
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","Fire "
"M","White","Fairfield","TECHNICIANS","FTE","OPD "
"M","White","Oakland","PROTECT/SERVCS","FTE","Fire "
"F","White","Alameda","PROTECT/SERVCS","FTE","OPD "
"F","White","Bay Point","OFFICIAL/ADM","FTE","Fire "
"M","Black or African American","Sacramento","PROTECT/SERVCS","FTE","Fire "
"F","White","Napa","PROTECT/SERVCS","FTE","Fire "
"F","Asian","Oakland","PROFESSIONAL","FTE","Library"
"F","Black or African American","Pittsburg","PROFESSIONAL","FTE","Finance"
"M","American Indian or Alaska Native","Oakland","SKILLED CRAFT","FTE","PWA"
"M","Asian","San Francisco","TECHNICIANS","FTE","OPD "
"M","White","Brentwood","TECHNICIANS","FTE","OPD "
"F","Asian","Oakland","PROFESSIONAL","FTE","OPD "
"M","Black or African American","San Ramon","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Manteca","PROFESSIONAL","FTE","Fire "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","Finance"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","White","Vallejo","PROFESSIONAL","FTE","HR"
"F","Two or More Races","San Francisco","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Danville","PROTECT/SERVCS","FTE","Fire "
"M","Hispanic or Latino","San Leandro","SKILLED CRAFT","FTE","PWA"
"M","Asian","Rio Vista","PROTECT/SERVCS","FTE","OPD "
"M","White","Fremont","PROFESSIONAL","FTE","PWA"
"F","White","Martinez","OFFICIAL/ADM","FTE","CAO"
"M","Black or African American","Oakland","PROTECT/SERVCS","PTS","OPR"
"M","White","Hayward","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"F","Black or African American","Oakland","OFFICIAL/ADM","FTE","CAO"
"F","Black or African American","Antioch","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","PWA"
"M","Hispanic or Latino","Tracy","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","San Lorenzo","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Oakland","PROFESSIONAL","FTE","DHS "
"F","Hispanic or Latino","Brentwood","OFFICIAL/ADM","FTE","DHS "
"F","Black or African American","Oakland","PARA-PROF","PTS","DHS "
"F","Asian","Hercules","PROFESSIONAL","FTE","IT"
"M","Hispanic or Latino","Alameda","TECHNICIANS","FTE","Bldg/Engr"
"F","White","San Francisco","PROFESSIONAL","FTE","PWA"
"M","Asian","Oakland","PROTECT/SERVCS","FTE","Fire "
"F","Black or African American","Oakland","PROFESSIONAL","FTE","DHS"
"F","Two or More Races","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","White","El Cerrito","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Tracy","PROTECT/SERVCS","FTE","OPD "
"M","White","Fairfield","OFFICIAL/ADM","FTE","PWA"
"M","Black or African American","Oakland","OFFICIAL/ADM","FTE","PWA"
"F","Black or African American","San Leandro","SERV/MAINT","FTE","IT"
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"F","White","San Francisco","PROFESSIONAL","FTE","OPD "
"F","White","Alameda","PARA-PROF","PTS","Library"
"M","Hispanic or Latino","Castro Valley","TECHNICIANS","FTE","OPD "
"F","Asian","Oakland","OFFICIAL/ADM","FTE","CAO"
"M","White","Vacaville","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Danville","PROTECT/SERVCS","FTE","Fire "
"M","White","Oakland","PROFESSIONAL","FTE","City Attorney"
"M","White","Orinda","TECHNICIANS","FTE","OPD "
"M",,"Irvine","ADMIN SUPPORT","PTS","OPR"
"M","White","Sloughhouse","PROTECT/SERVCS","FTE","Fire "
"F","Black or African American","San Leandro","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Antioch","PROTECT/SERVCS","FTE","Fire "
"F","White","Oakland","OFFICIAL/ADM","FTE","DHS"
"M","White","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","City Attorney"
"M","White","Oakland","TECHNICIANS","FTE","OPD "
"M","Black or African American","El Sobrante","SERV/MAINT","FTE","PWA"
"M","White","Oakland","PROTECT/SERVCS","PTS","OPR"
"M","White","Oakland","PARA-PROF","PTS","OPR"
"M","White","Oakland","PROFESSIONAL","PTS","OPR"
"M","Black or African American","Richmond","SERV/MAINT","PTS","DHS"
"F","White","Oakland","OFFICIAL/ADM","FTE","OPD "
"M","Black or African American","Oakland","PROFESSIONAL","FTE","Fire "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","Bldg/Engr"
"F","Black or African American","Concord","TECHNICIANS","FTE","CAO"
"F","Black or African American","Richmond","PROFESSIONAL","FTE","HR"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","OPD "
"M","White","Discovery Bay","PROTECT/SERVCS","FTE","OPD "
"M","White","Santa Clara","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","SKILLED CRAFT","PTS","DHS"
"F","Asian","Oakland","TECHNICIANS","FTE","Bldg/Engr"
"M","White","Walnut Creek","TECHNICIANS","FTE","OPD "
"M","White","Walnut Creek","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"F","Hispanic or Latino","Danville","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","OFFICIAL/ADM","FTE","OPD "
"M","Hispanic or Latino","Oakland","PROTECT/SERVCS","PTS","Library"
"F","Black or African American","Oakland","OFFICIAL/ADM","FTE","OPR"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"F","White","Alameda","PARA-PROF","FTE","City Attorney"
"M","White","Walnut Creek","PROFESSIONAL","FTE","OPD "
"F","Asian","Berkeley","PROFESSIONAL","PTS","OPR"
"F","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","White","El Cerrito","PROFESSIONAL","FTE","CAO"
"F","White","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","White","Pleasanton","PROTECT/SERVCS","FTE","OPD "
"M","White","Vallejo","PROTECT/SERVCS","FTE","OPD "
"M","White","San Anselmo","PROTECT/SERVCS","FTE","OPD "
"F","White","Oakland","PROFESSIONAL","PTS","Library"
"M","White","San Leandro","TECHNICIANS","FTE","Bldg/Engr"
"F","Black or African American","El Cerrito","PARA-PROF","FTE","OPD "
"F","Hispanic or Latino","Oakland","OFFICIAL/ADM","FTE","OPR"
"M","Hispanic or Latino","Daly City","PARA-PROF","FTE","OPD "
"M","Hispanic or Latino","Concord","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Hayward","PROFESSIONAL","FTE","DHS"
"M","Hispanic or Latino","Antioch","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Oakland","ADMIN SUPPORT","PTS","Library"
"M","Hispanic or Latino","El Cerrito","TECHNICIANS","FTE","Bldg/Engr"
"F","Black or African American","Oakland","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Oakland","SERV/MAINT","PTS","PWA"
"M","White","Oakland","PROFESSIONAL","FTE","Finance"
"M","White","Oakland","ADMIN SUPPORT","PTS","Library"
"F","Black or African American","San Leandro","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Oakland","TECHNICIANS","FTE","PWA"
"M","White","Manteca","PROTECT/SERVCS","FTE","OPD "
"F","Asian","San Ramon","PROFESSIONAL","FTE","IT"
"F","Asian","Berkeley","ADMIN SUPPORT","PTS","Library"
"M","White","San Jose","PROTECT/SERVCS","FTE","OPD "
"M","White","Livermore","PROTECT/SERVCS","FTE","OPD "
"F","Asian","Danville","ADMIN SUPPORT","FTE","Finance"
"M","Black or African American","Richmond","SERV/MAINT","FTE","PWA"
"M","Black or African American","Elk Grove","OFFICIAL/ADM","FTE","IT"
"F","White","Oakland","PROFESSIONAL","PPT","MUSEUM"
"M","White","Alameda","PROTECT/SERVCS","FTE","OPD "
"M","White","San Bruno","OFFICIAL/ADM","FTE","OPD "
"F","Black or African American","Emeryville","ADMIN SUPPORT","FTE","HR"
"F","White","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","White","Oakland","PROTECT/SERVCS","PTS","OPR"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","DHS"
"F","Black or African American","Oakland","PARA-PROF","FTE","Library"
"F","Asian","Oakland","PROFESSIONAL","FTE","Library"
"M","Black or African American","Pittsburg","SERV/MAINT","FTE","PWA"
"M","Black or African American","Vallejo","SERV/MAINT","FTE","PWA"
"F","White","Oakland","PROFESSIONAL","FTE","PWA"
"F","White","Walnut Creek","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","PROFESSIONAL","FTE","Housing/Comm"
"M","White","Alameda","SKILLED CRAFT","FTE","PWA"
"F","White","Hayward","PROFESSIONAL","FTE","HR"
"M","Black or African American","Vallejo","PROTECT/SERVCS","FTE","OPD "
"F","White","Alameda","ADMIN SUPPORT","FTE","Library"
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","Finance"
"M","White","Oakland","OFFICIAL/ADM","FTE","PWA"
"F","White","Oakland","PROFESSIONAL","FTE","Library"
"M","Black or African American","Suisun City","PROFESSIONAL","PTS","Bldg/Engr"
"M","Black or African American","Oakland","TECHNICIANS","FTE","Finance"
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","American Indian or Alaska Native","Oakland","PARA-PROF","FTE","OPD "
"M","White","Antioch","PROFESSIONAL","FTE","IT"
"M","Black or African American","San Leandro","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Livermore","PARA-PROF","FTE","OPD "
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","Fire "
"M",,"Oakley","ADMIN SUPPORT","FTE","Bldg/Engr"
"M","Black or African American","Oakland","TECHNICIANS","PTS","OPR"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"M",,"Oakley","PROTECT/SERVCS","FTE","Fire "
"M","Asian","Alameda","PROTECT/SERVCS","PTS","OPD "
"M","White","Alameda","PROFESSIONAL","FTE","Library"
"M","White","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"F","Black or African American","San Leandro","OFFICIAL/ADM","FTE","OPR"
"M","White","Oakland","PROFESSIONAL","FTE","OPR"
"M","White","Lincoln","PROTECT/SERVCS","FTE","Fire "
"F","White","Oakland","PROFESSIONAL","FTE","Council"
"M","White","Vacaville","PROFESSIONAL","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS"
"F","Native Hawaiian/Other Pacific Islander","Berkeley","PROFESSIONAL","PTS","Library"
"M","Asian","Fairfield","PROTECT/SERVCS","FTE","Fire "
"M","Hispanic or Latino","San Leandro","ADMIN SUPPORT","PTS","DHS "
"M","Hispanic or Latino","Oakley","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","Finance"
"F","White","San Francisco","OFFICIAL/ADM","FTE","OPD "
"M","Hispanic or Latino","San Jose","PROTECT/SERVCS","FTE","OPD "
"M","White","Brentwood","PROTECT/SERVCS","FTE","OPD "
"F","Hispanic or Latino","Oakland","ADMIN SUPPORT","PTS","DHS"
"F","Hispanic or Latino","Hercules","TECHNICIANS","FTE","OPD "
"F","White","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","White","Castro Valley","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","San Ramon","ADMIN SUPPORT","PPT","Council"
"F","Black or African American","Tracy","PROFESSIONAL","FTE","Fire "
"F","Black or African American","Emeryville","ADMIN SUPPORT","FTE","City Clerk"
"F","White","Emeryville","ADMIN SUPPORT","PTS","Library"
