"meta_pin","meta_triad","meta_class","geo_property_address","geo_property_apt_no","geo_property_city","meta_town_name","meta_town_code","meta_nbhd","meta_nbhd_only","meta_modeling_group","meta_per_ass","meta_key_pin","ind_multi_code","meta_multi_code","meta_num_288s_active","meta_num_288s_ended","meta_sale_date","meta_sale_price","meta_document_num","char_hd_sf","ind_large_home","char_age","char_apts","char_ext_wall","char_roof_cnst","char_rooms","char_beds","char_bsmt","char_bsmt_fin","char_heat","char_air","char_frpl","char_attic_type","char_fbath","char_hbath","char_tp_plan","char_tp_dsgn","char_gar1_size","char_gar1_cnst","char_gar1_att","char_gar1_area","char_bldg_sf","char_repair_cnd","char_use","char_type_resd","char_attic_fnsh","char_renovation","char_porch","geo_property_zip","geo_geoid","geo_fips","geo_municipality","geo_ohare_noise","geo_floodplain","geo_fs_flood_factor","geo_fs_flood_risk_direction","geo_withinmr100","geo_withinmr101300","geo_school_elem_district","geo_school_hs_district","geo_longitude","geo_latitude","geoposition","econ_tax_rate","econ_midincome","meta_bldg_pin","meta_strata_10","meta_strata_300","time_sale_year","time_sale_month_of_year","time_sale_day_of_year","time_sale_week_of_year","time_sale_quarter_of_year","time_sale_quarter","time_sale_month","time_sale_week","sale_day","time_sale_during_school_year","time_sale_during_holidays"
"13-34-216-012-0000","City","203","2227 N KEYSTONE AVE","NA","CHICAGO","Jefferson","71","71180","180","SF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","285000","1800249079","3125","false","111","NA","Frame","Shingle + Asphalt","7","4","Full","Unfinished","Warm Air Furnace","Central A/C","0","Full","2","0","Stock Plan","No","2 cars","Frame","false","false","1691","Average","Single-Family","1.5 Story","Living Area","NA","NA","60639-3727","17031200402","14000","Chicago","0","0","1","0","0","0","NIXON","KELVYN PARK HS","-87.7275604203299","41.9216267053194","POINT (-87.7275604203299 41.9216267053194)","6.915","52482","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"14-07-322-026-0000","City","205","4824 N HAMILTON AVE","NA","CHICAGO","Lake View","73","73012","012","SF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","680000","1800215049","3600","false","111","NA","Frame","Shingle + Asphalt","8","3","Full","Unfinished","Hot Water Steam","No Central A/C","0","Partial","1","1","Stock Plan","NA","2 cars","Frame","false","false","1672","Average","Single-Family","2 Story","None","NA","Frame Enclosed","60625-1406","17031040401","14000","Chicago","0","0","1","0","0","0","MCPHERSON","AMUNDSEN HS","-87.6832335664256","41.969475789305","POINT (-87.6832335664256 41.969475789305)","6.88950971322849","89063","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"14-29-302-239-0000","City","295","1412 W WRIGHTWOOD AVE","A","CHICAGO","Lake View","73","73093","093","SF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","685000","1800257057","1544","false","30","NA","Masonry","Tar + Gravel","7","3","Slab","Unfinished","Warm Air Furnace","Central A/C","2","None","3","1","Stock Plan","No","1 cars","Masonry","true","true","1561","Average","Single-Family","3 Story +","NA","NA","NA","60614-1195","17031070600","14000","Chicago","0","0","2","1","0","0","PRESCOTT","LINCOLN PARK HS","-87.6644922214057","41.9297724995868","POINT (-87.6644922214057 41.9297724995868)","6.88950971322849","157125","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"14-32-127-038-0000","City","278","2128 N RACINE AVE","NA","CHICAGO","North Chicago","74","74012","012","SF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","1165000","1800206113","3125","false","33","NA","Masonry","Shingle + Asphalt","8","3","Crawl","Unfinished","Warm Air Furnace","Central A/C","2","None","3","1","Stock Plan","No","2 cars","Masonry","false","false","3540","Average","Single-Family","3 Story +","NA","NA","NA","60614-4002","17031832500","14000","Chicago","0","0","1","0","0","0","MAYER","LINCOLN PARK HS","-87.6586565106898","41.9207118609544","POINT (-87.6586565106898 41.9207118609544)","6.89","132222","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"14-19-401-024-0000","City","211","3520 N WOLCOTT AVE","NA","CHICAGO","Lake View","73","73070","070","MF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","512500","1800257200","2387","false","110","Four","Masonry","Tar + Gravel","13","5","Full","Apartment","Hot Water Steam","No Central A/C","0","None","3","0","Stock Plan","NA","0 cars","NA",,,"2770","Average","Multi-Family","2 Story","NA","NA","Frame Enclosed","60657-1018","17031050700","14000","Chicago","0","0","1","0","0","0","AUDUBON","LAKE VIEW HS","-87.6763664382305","41.9457479971229","POINT (-87.6763664382305 41.9457479971229)","6.88950971322849","124500","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-01-401-032-0000","City","211","2636 W HADDON AVE","2","CHICAGO","West Chicago","77","77030","030","MF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","450000","1800249101","3000","false","127","Three","Frame","Shingle + Asphalt","10","4","Slab","Unfinished","Warm Air Furnace","No Central A/C","0","None","2","0","NA","NA","0 cars","NA",,,"2068","Average","Multi-Family","2 Story","NA","NA","NA","60622-3430","17031242600","14000","Chicago","0","0","1","0","0","0","CHOPIN","CLEMENTE HS","-87.6934052223663","41.9022782419929","POINT (-87.6934052223663 41.9022782419929)","6.88960179164861","57362","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-04-409-037-0000","City","211","1010 N LAWLER AVE","NA","CHICAGO","West Chicago","77","77013","013","MF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","173000","1800208036","3780","false","102","Three","Masonry","Shingle + Asphalt","8","4","Slab","Unfinished","Warm Air Furnace","No Central A/C","0","Full","2","0","Stock Plan","No","0 cars","NA",,,"2340","Below Average","Multi-Family","2 Story","None","NA","NA","60651-3045","17031251100","14000","Chicago","0","0","6","1","0","0","MCNAIR","ORR HS","-87.7523755623001","41.8990014085806","POINT (-87.7523755623001 41.8990014085806)","6.88960179164861","22526","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-02-200-042-0000","City","203","3506 W PIERCE AVE","NA","CHICAGO","West Chicago","77","77020","020","SF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","318000","1800241024","2832","false","122","NA","Masonry","Shingle + Asphalt","7","3","Full","Unfinished","Warm Air Furnace","No Central A/C","0","Full","1","0","Stock Plan","NA","2 cars","Frame","false","false","1033","Average","Single-Family","1.5 Story","Living Area","NA","NA","60651-2211","17031230800","14000","Chicago","0","0","1","0","0","1","LOWELL","ORR HS","-87.7146743165068","41.9093493666279","POINT (-87.7146743165068 41.9093493666279)","6.88960179164861","55365","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-08-206-028-0000","City","211","5644 W HURON ST","NA","CHICAGO","West Chicago","77","77013","013","MF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","70001","1800245011","5440","false","117","Four","Frame","Shingle + Asphalt","7","5","Slab","Unfinished","Warm Air Furnace","No Central A/C","0","None","3","0","Stock Plan","No","2.5 cars","Frame","false","false","2850","Average","Multi-Family","2 Story","NA","NA","NA","60644-1147","17031251400","14000","Chicago","0","0","1","0","0","0","BRUNSON","AUSTIN CCA HS","-87.767099729987","41.8932024956554","POINT (-87.767099729987 41.8932024956554)","6.88960179164861","30196","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-14-206-010-0000","City","211","3339 W MONROE ST","2","CHICAGO","West Chicago","77","77102","102","MF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","122500","1800246327","4525","false","117","Three","Masonry","Tar + Gravel","12","6","Full","Unfinished","Warm Air Furnace","Central A/C","0","None","2","0","Stock Plan","No","1 cars","Frame","false","false","2531","Average","Multi-Family","2 Story","NA","NA","NA","60624-2922","17031271300","14000","Chicago","0","0","1","0","0","0","FARADAY","MARSHALL HS","-87.7099608768081","41.8792488988511","POINT (-87.7099608768081 41.8792488988511)","6.913","24340","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-17-412-030-0000","City","212","5824 W ROOSEVELT RD","NA","CHICAGO","West Chicago","77","77085","085","MF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","275000","1800241014","7425","false","90","None","Masonry","Tar + Gravel","11","8","Partial","Unfinished","Hot Water Steam","No Central A/C","0","Full","5","0","Stock Plan","No","4 cars","Masonry","false","false","7900","Average","Multi-Family","2 Story","None","NA","NA","60644-5732","17031831400","14000","Chicago","0","0","1","0","1","0","CLARK, G","AUSTIN CCA HS","-87.7702205578519","41.8657765098201","POINT (-87.7702205578519 41.8657765098201)","6.88960179164861","33456","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-26-220-040-0000","City","211","2440 S CHRISTIANA AVE","2","CHICAGO","West Chicago","77","77115","115","MF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","36000","1800249444","3000","false","107","Three","Frame + Masonry","Shingle + Asphalt","7","3","Slab","Unfinished","Warm Air Furnace","No Central A/C","0","None","2","0","Stock Plan","NA","0 cars","NA",,,"1496","Average","Multi-Family","2 Story","NA","NA","NA","60623-4009","17031300800","14000","Chicago","0","0","1","0","0","0","CARDENAS","FARRAGUT HS","-87.709111570112","41.8468668277784","POINT (-87.709111570112 41.8468668277784)","6.88960179164861","29949","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-36-201-060-0000","City","295","2405 W 32ND PL","NA","CHICAGO","South Chicago","76","76060","060","SF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","225000","1800249405","585","false","13","NA","Masonry","Shingle + Asphalt","6","2","Slab","Unfinished","Warm Air Furnace","Central A/C","0","None","2","1","Stock Plan","No","1.5 cars","Masonry","true","true","1590","Average","Single-Family","3 Story +","NA","NA","NA","60608-6269","17031840300","14000","Chicago","0","0","1","0","0","1","EVERETT","KELLY HS","-87.6860113484739","41.8343305603274","POINT (-87.6860113484739 41.8343305603274)","6.88785625388923","48622","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-26-312-038-0000","City","211","2744 S RIDGEWAY AVE","NA","CHICAGO","West Chicago","77","77115","115","MF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","185000","1800246301","4500","false","112","Four","Masonry","Other","12","4","Full","Unfinished","None","No Central A/C","0","None","3","0","Stock Plan","NA","2 cars","Masonry","false","false","3144","Average","Multi-Family","3 Story +","NA","NA","NA","60623-4523","17031301701","14000","Chicago","0","0","5","-1","0","0","ORTIZ DE DOMINGUEZ","FARRAGUT HS","-87.7187163661891","41.8411982178797","POINT (-87.7187163661891 41.8411982178797)","6.88960179164861","29773","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-16-214-150-0000","City","295","5055 W GLADYS AVE","C","CHICAGO","West Chicago","77","77080","080","SF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","68000","1800241003","1026","false","64","NA","Masonry","Tar + Gravel","4","2","Slab","Unfinished","Warm Air Furnace","No Central A/C","0","None","1","0","NA","NA","0 cars","NA",,,"1049","Average","Single-Family","2 Story","NA","NA","NA","60644-4897","17031252201","14000","Chicago","0","0","1","0","0","0","LELAND","MANLEY HS","-87.7514834081371","41.8755470025887","POINT (-87.7514834081371 41.8755470025887)","6.89","32051","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"16-36-304-035-0000","City","211","3536 S CALIFORNIA AVE","NA","CHICAGO","South Chicago","76","76060","060","MF","1","NA","0","2","0","0","2018-01-02T00:00:00.000","132000","1800255055","3150","false","117","Three","Frame","Shingle + Asphalt","9","5","Full","Unfinished","Warm Air Furnace","No Central A/C","0","Partial","2","2","Stock Plan","Yes","0 cars","NA",,,"2066","Average","Multi-Family","2 Story","Partial","NA","NA","60632-1709","17031580200","14000","Chicago","0","0","6","0","0","0","BURROUGHS","KELLY HS","-87.6951363039226","41.8289318847788","POINT (-87.6951363039226 41.8289318847788)","6.934","43667","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
