"office","control_officer","general_fund_type","fund_type","fund","department_number","department_name","business_unit_number","business_unit_name","job_code","job_title","grade","_2016_adopted_fte","_2016_adopted_salary","_2017_dept_req_fte","_2017_dept_req_salary","_2017_pres_rec_fte","_2017_pres_rec_salary"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400301","Pharmacy","2051","Pharmacy Technician (As Required Not To Exceed)","PB","15.0","686846","16.0","769442","16.0","769442"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400301","Pharmacy","4718","Pharmacy Supervisor IV","RX4","1.0","131723","1.0","133613","1.0","133613"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400401","Environmental Services","50","Administrative Assistant IV","18","1.0","68813","1.0","72678","1.0","72678"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400401","Environmental Services","254","Business Manager IV","23","1.0","107867","1.0","85607","1.0","85607"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400401","Environmental Services","927","Administrative Aide (CCU)","CE","1.0","40371","1.0","42254","1.0","42254"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400401","Environmental Services","2143","Building Service Worker-CCH","CF","28.0","1045853","30.0","1155545","30.0","1155545"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400401","Environmental Services","2420","Building Service Supervisor","12","7.0","287802","7.0","308647","7.0","308647"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400501","Laboratory Services","1841","Medical Laboratory Technician II","10","2.0","82427","2.0","85056","2.0","85056"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400501","Laboratory Services","1842","Medical Laboratory Technician III","13","1.0","52751","1.0","54476","1.0","54476"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400501","Laboratory Services","4605","Phlebotomist II","10","2.0","72121","2.0","73093","2.0","73093"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400601","Radiology Services","50","Administrative Assistant IV","18","1.0","74949","1.0","78219","1.0","78219"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400601","Radiology Services","1649","Medical Division Chairman 12","K12","1.0","299998","1.0","299998","1.0","299998"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400601","Radiology Services","2074","Chief Radiology Technician","15","1.0","64433","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400601","Radiology Services","2077","Radiologic Technician","16","3.0","196266","4.0","248680","4.0","248680"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400601","Radiology Services","4595","Clinical Laboratory Supervisor III","21","1.0","95697","1.0","98247","1.0","98247"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400601","Radiology Services","4824","Technical Manager- Cermak","18","1.0","68813","1.0","74544","1.0","74544"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400701","MH Administration","48","Administrative Assistant III","16","1.0","60200","1.0","51929","1.0","51929"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400701","MH Administration","5385","Mental Health Director-Cermak","24","1.0","137210","1.0","140646","1.0","140646"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400701","MH Administration","5429","Division Chief of Correctional Psychiatry","K12","1.0","240000","1.0","268800","1.0","268800"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400701","MH Administration","5432","Chief Correctional Psychologist","24","1.0","154530","1.0","158401","1.0","158401"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400702","MH Intake","1610","Mental Health Specialist III","19","6.0","450742","5.0","401336","5.0","401336"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400702","MH Intake","5431","Correctional Psychologist","K02","1.0","112665","1.0","104442","1.0","104442"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400703","MH Infirmary Care","1526","Medical Social Worker V","19","2.0","170345","3.0","239915","3.0","239915"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400703","MH Infirmary Care","1609","Mental Health Specialist II","14","1.0","54995","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400703","MH Infirmary Care","1610","Mental Health Specialist III","19","13.0","889682","20.0","1404913","20.0","1404913"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400703","MH Infirmary Care","1652","Attending Physician Senior 6","K","1.0","166328","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400703","MH Infirmary Care","1678","Mental Health Specialist Senior","15","8.0","504096","3.0","195948","3.0","195948"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400703","MH Infirmary Care","1816","Physician Assistant I","22","2.0","175905","2.0","179628","2.0","179628"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400703","MH Infirmary Care","2057","Activity Therapist II","17","1.0","74263","2.0","131509","2.0","131509"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400703","MH Infirmary Care","5428","Attending Physician-Correctional Psychiatrist","K10","4.0","772495","4.0","943488","4.0","943488"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400703","MH Infirmary Care","5431","Correctional Psychologist","K02","5.0","506081","5.0","536589","5.0","536589"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400704","MH Intermediate Level","1526","Medical Social Worker V","19","4.0","267300","4.0","286500","4.0","286500"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400704","MH Intermediate Level","1609","Mental Health Specialist II","14","1.0","54806","1.0","56600","1.0","56600"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400704","MH Intermediate Level","1610","Mental Health Specialist III","19","18.0","1242968","16.0","1178350","16.0","1175921"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400704","MH Intermediate Level","1678","Mental Health Specialist Senior","15","3.0","189748","3.0","195948","3.0","195948"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400704","MH Intermediate Level","2057","Activity Therapist II","17","3.0","206355","2.0","153384","2.0","153384"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400704","MH Intermediate Level","5428","Attending Physician-Correctional Psychiatrist","K10","6.0","1152626","7.0","1659855","7.0","1659855"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400704","MH Intermediate Level","5431","Correctional Psychologist","K02","1.0","101134","1.0","105836","1.0","105836"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400705","MH Maintenance","1609","Mental Health Specialist II","14","1.0","59885","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400705","MH Maintenance","1610","Mental Health Specialist III","19","13.0","952482","28.0","1952875","28.0","1952875"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400705","MH Maintenance","1678","Mental Health Specialist Senior","15","1.0","64433","1.0","66537","1.0","66537"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400705","MH Maintenance","5428","Attending Physician-Correctional Psychiatrist","K10","4.0","829784","4.0","966792","4.0","966792"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400705","MH Maintenance","5431","Correctional Psychologist","K02","3.0","344906","3.0","356178","3.0","356178"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400706","MH Same Day Services / Behavior Mgmt.","1610","Mental Health Specialist III","19","4.0","314988","4.0","327899","4.0","327899"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","50","Administrative Assistant IV","18","1.0","62233","1.0","66447","1.0","66447"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","907","Clerk V","11","0.0","0.0","1.0","36428","1.0","36428"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","1634","Attending Physician 4","K04","1.0","167659","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","1636","Attending Physician 6","K06","3.0","601077","7.0","1342965","7.0","1342965"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","1637","Attending Physician 7","K07","0.0","0.0","4.0","801054","4.0","801054"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","1638","Attending Physician 8","K08","0.0","0.0","2.0","423581","2.0","423581"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","1652","Attending Physician Senior 6","K","7.0","1198327","2.0","345149","2.0","345149"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","1653","Attending Physician Senior 7","K07","9.0","1938611","5.0","1118700","5.0","1118700"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","2036","Respiratory Therapist","16","0.0","0.0","1.0","51081","1.0","51081"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","2061","Optometrist","K0","1.0","180301","1.0","185815","1.0","185815"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","6337","Chair of the Department of Correctional Health & Medical Director of Cermak Health Services","K12","1.0","300000","1.0","327000","1.0","327000"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","6338","Chair of the Division of Correctional Health","K12","2.0","500000","2.0","500000","2.0","500000"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400801","Med/Surg - Administration","6462","Manager of Physical & Occupational Therapy","23","1.0","74577","1.0","92759","1.0","92759"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400802","TB/STD/Infection Control","907","Clerk V","11","1.0","45062","1.0","46533","1.0","46533"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400802","TB/STD/Infection Control","1918","Correctional Medical Technician III","14","3.0","142303","3.0","147653","3.0","147653"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400802","TB/STD/Infection Control","1943","Nurse Clinician","FC","1.0","103281","1.0","106662","1.0","106662"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400802","TB/STD/Infection Control","1944","Nurse Epidemiologist","FE","1.0","119332","1.0","123237","1.0","123237"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2400804","Med/Surg -Physician Support","1816","Physician Assistant I","22","19.0","1899987","19.0","1974655","19.0","1974655"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401101","Dental Services","1500","Dental Assistant - CCH","14","8.0","402342","7.5","416023","7.5","416023"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401101","Dental Services","2094","Dental Hygienist","17","2.0","116470","2.0","132145","2.0","132145"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401101","Dental Services","4880","Dentist IV","K04","7.0","1128672","8.0","1289895","8.0","1289895"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401101","Dental Services","5435","Correctional Chief of Dental Services","K06","1.0","178512","1.0","183970","1.0","183970"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401802","Cermak - Admin Aides / Ward Clerks","912","Administrative Aide","CC","2.0","75605","2.0","78077","2.0","78077"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401802","Cermak - Admin Aides / Ward Clerks","927","Administrative Aide (CCU)","CE","7.0","271696","8.0","325107","8.0","325107"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401802","Cermak - Admin Aides / Ward Clerks","4828","Ward Clerk","CF","8.0","310650","7.0","286374","7.0","286374"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","51","Administrative Assistant V","20","1.0","83578","1.0","88103","1.0","88103"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","907","Clerk V","11","2.0","69862","1.0","51464","1.0","51464"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1943","Nurse Clinician","FC","1.0","67365","1.0","89560","1.0","89560"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1954","Tour Supervisor","NS1","1.0","74577","1.0","76445","1.0","76445"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1957","Divisional Nursing Director","NS3","1.0","101602","1.0","106084","1.0","106084"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1966","Licensed Practical Nurse II","PN2","1.0","42708","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1982","Master Instructor","FE","1.0","114324","1.0","119637","1.0","119637"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","5384","Nurse Coordinator II","NS2","5.0","429941","7.0","633353","7.0","633353"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","5388","House Administrator","NS2","5.0","457800","5.0","493692","5.0","493692"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","5722","Clinical Performance Improvement Analyst - Cermak","22","1.0","104687","1.0","99878","1.0","99878"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","5923","Staffing Coordinator - Cermak","14","1.0","42766","1.0","51205","1.0","51205"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","6321","Director of Nursing","24","1.0","125687","1.0","128832","1.0","128832"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","240","Cermak Health Services of Cook County","2401913","PCS - Division I","1918","Correctional Medical Technician III","14","1.0","59898","0.0","0.0","0.0","0.0"
