"year","section","sub_section","district_or_place_of_residence","age_group_of_mother","race_ethnicity","number","population","rate"
"2000","Birth and Fertility","Crude Birth Rate","North Riverside","a) All Ages","All Race/Ethn","71","6688","10.6"
"2000","Birth and Fertility","Crude Birth Rate","Northlake","a) All Ages","All Race/Ethn","168","11878","14.1"
"2000","Birth and Fertility","Crude Birth Rate","Northfield","a) All Ages","All Race/Ethn","63","5389","11.7"
"2000","Birth and Fertility","Crude Birth Rate","Northbrook","a) All Ages","All Race/Ethn","368","33435","11"
"2000","Birth and Fertility","Crude Birth Rate","Norridge","a) All Ages","All Race/Ethn","125","14582","8.6"
"2000","Birth and Fertility","Crude Birth Rate","Niles","a) All Ages","All Race/Ethn","237","30068","7.9"
"2000","Birth and Fertility","Crude Birth Rate","Mt Prospect","a) All Ages","All Race/Ethn","796","56265","14.1"
"2000","Birth and Fertility","Crude Birth Rate","Morton Grove","a) All Ages","All Race/Ethn","182","22451","8.1"
"2000","Birth and Fertility","Crude Birth Rate","Midlothian","a) All Ages","All Race/Ethn","240","14315","16.8"
"2000","Birth and Fertility","Crude Birth Rate","Merrionette Park","a) All Ages","All Race/Ethn","17","1999",
"2000","Birth and Fertility","Crude Birth Rate","Melrose Park","a) All Ages","All Race/Ethn","561","23171","24.2"
"2000","Birth and Fertility","Crude Birth Rate","Mccook","a) All Ages","All Race/Ethn",,"254",
"2000","Birth and Fertility","Crude Birth Rate","Maywood","a) All Ages","All Race/Ethn","502","26987","18.600000000000001"
"2000","Birth and Fertility","Crude Birth Rate","Matteson","a) All Ages","All Race/Ethn","167","12928","12.9"
"2000","Birth and Fertility","Crude Birth Rate","Markham","a) All Ages","All Race/Ethn","214","12620","17"
"2000","Birth and Fertility","Crude Birth Rate","Lyons","a) All Ages","All Race/Ethn","150","10255","14.6"
"2000","Birth and Fertility","Crude Birth Rate","Lynwood","a) All Ages","All Race/Ethn","116","7377","15.7"
"2000","Birth and Fertility","Crude Birth Rate","Lincolnwood","a) All Ages","All Race/Ethn","108","12359","8.6999999999999993"
"2000","Birth and Fertility","Crude Birth Rate","Lemont","a) All Ages","All Race/Ethn","184","13092","14.1"
"2000","Birth and Fertility","Crude Birth Rate","Lansing","a) All Ages","All Race/Ethn","371","28332","13.1"
"2000","Birth and Fertility","Crude Birth Rate","Lagrange Park","a) All Ages","All Race/Ethn","156","13295","11.7"
"2000","Birth and Fertility","Crude Birth Rate","Lagrange","a) All Ages","All Race/Ethn","298","15608","19.100000000000001"
"2000","Birth and Fertility","Crude Birth Rate","Kenilworth","a) All Ages","All Race/Ethn","32","2494","12.8"
"2000","Birth and Fertility","Crude Birth Rate","Justice","a) All Ages","All Race/Ethn","214","12193","17.600000000000001"
"2000","Birth and Fertility","Crude Birth Rate","Inverness","a) All Ages","All Race/Ethn","33","6749","4.9000000000000004"
"2000","Birth and Fertility","Crude Birth Rate","Indian Head Park","a) All Ages","All Race/Ethn","24","3685","6.5"
"2000","Birth and Fertility","Crude Birth Rate","Homewood","a) All Ages","All Race/Ethn","200","19543","10.199999999999999"
"2000","Birth and Fertility","Crude Birth Rate","Hometown","a) All Ages","All Race/Ethn","45","4467","10.1"
"2000","Birth and Fertility","Crude Birth Rate","Hoffman Estates","a) All Ages","All Race/Ethn","669","49495","13.5"
"2000","Birth and Fertility","Crude Birth Rate","Hodgkins","a) All Ages","All Race/Ethn","25","2134","11.7"
"2000","Birth and Fertility","Crude Birth Rate","Hinsdale","a) All Ages","All Race/Ethn","36","2140","16.8"
"2000","Birth and Fertility","Crude Birth Rate","Hillside","a) All Ages","All Race/Ethn","110","8155","13.5"
"2000","Birth and Fertility","Crude Birth Rate","Hickory Hills","a) All Ages","All Race/Ethn","212","13926","15.2"
"2000","Birth and Fertility","Crude Birth Rate","Hazel Crest","a) All Ages","All Race/Ethn","197","14816","13.3"
"2000","Birth and Fertility","Crude Birth Rate","Harwood Heights","a) All Ages","All Race/Ethn","68","8297","8.1999999999999993"
"2000","Birth and Fertility","Crude Birth Rate","Harvey","a) All Ages","All Race/Ethn","672","30000","22.4"
"2000","Birth and Fertility","Crude Birth Rate","Hanover Park","a) All Ages","All Race/Ethn","398","20755","19.2"
"2000","Birth and Fertility","Crude Birth Rate","Golf","a) All Ages","All Race/Ethn","7","451",
"2000","Birth and Fertility","Crude Birth Rate","Glenwood","a) All Ages","All Race/Ethn","85","9000","9.4"
"2000","Birth and Fertility","Crude Birth Rate","Glenview","a) All Ages","All Race/Ethn","553","41847","13.2"
"2000","Birth and Fertility","Crude Birth Rate","Glencoe","a) All Ages","All Race/Ethn","94","8760","10.7"
"2000","Birth and Fertility","Crude Birth Rate","Franklin Park","a) All Ages","All Race/Ethn","325","19434","16.7"
"2000","Birth and Fertility","Crude Birth Rate","Forest View","a) All Ages","All Race/Ethn",,"778",
"2000","Birth and Fertility","Crude Birth Rate","Forest Park","a) All Ages","All Race/Ethn","227","15688","14.5"
"2000","Birth and Fertility","Crude Birth Rate","Ford Heights","a) All Ages","All Race/Ethn","105","3456","30.4"
"2000","Birth and Fertility","Crude Birth Rate","Flossmoor","a) All Ages","All Race/Ethn","76","9301","8.1999999999999993"
"2000","Birth and Fertility","Crude Birth Rate","Evergreen Park","a) All Ages","All Race/Ethn","281","20821","13.5"
"2000","Birth and Fertility","Crude Birth Rate","Evanston","a) All Ages","All Race/Ethn","1095","74239","14.7"
"2000","Birth and Fertility","Crude Birth Rate","Elmwood Park","a) All Ages","All Race/Ethn","285","25405","11.2"
"2000","Birth and Fertility","Crude Birth Rate","Elk Grove Village","a) All Ages","All Race/Ethn","419","34727","12.1"
"2000","Birth and Fertility","Crude Birth Rate","Elgin","a) All Ages","All Race/Ethn","252","20474","12.3"
"2000","Birth and Fertility","Crude Birth Rate","East Hazel Crest","a) All Ages","All Race/Ethn","20","1607","12.4"
"2000","Birth and Fertility","Crude Birth Rate","Dolton","a) All Ages","All Race/Ethn","365","25614","14.2"
"2000","Birth and Fertility","Crude Birth Rate","Dixmoor","a) All Ages","All Race/Ethn","40","3934","10.199999999999999"
"2000","Birth and Fertility","Crude Birth Rate","Des Plaines","a) All Ages","All Race/Ethn","1197","58720","20.399999999999999"
"2000","Birth and Fertility","Crude Birth Rate","Crestwood","a) All Ages","All Race/Ethn","147","11251","13.1"
"2000","Birth and Fertility","Crude Birth Rate","Countryside","a) All Ages","All Race/Ethn","73","5991","12.2"
"2000","Birth and Fertility","Crude Birth Rate","Country Club Hills","a) All Ages","All Race/Ethn","231","16169","14.3"
"2000","Birth and Fertility","Crude Birth Rate","Cicero","a) All Ages","All Race/Ethn","2121","85616","24.8"
"2000","Birth and Fertility","Crude Birth Rate","Chicago Ridge","a) All Ages","All Race/Ethn","253","14127","17.899999999999999"
"2000","Birth and Fertility","Crude Birth Rate","Chicago Heights","a) All Ages","All Race/Ethn","704","32776","21.5"
"2000","Birth and Fertility","Crude Birth Rate","Calumet Park","a) All Ages","All Race/Ethn","131","8516","15.4"
"2000","Birth and Fertility","Crude Birth Rate","Calumet City","a) All Ages","All Race/Ethn","537","39071","13.7"
"2000","Birth and Fertility","Crude Birth Rate","Burr Ridge","a) All Ages","All Race/Ethn","27","3623","7.5"
"2000","Birth and Fertility","Crude Birth Rate","Burnham","a) All Ages","All Race/Ethn","39","4170","9.4"
"2000","Birth and Fertility","Crude Birth Rate","Burbank","a) All Ages","All Race/Ethn","346","27902","12.4"
"2000","Birth and Fertility","Crude Birth Rate","Buffalo Grove","a) All Ages","All Race/Ethn","183","14418","12.7"
"2000","Birth and Fertility","Crude Birth Rate","Brookfield","a) All Ages","All Race/Ethn","250","19085","13.1"
"2000","Birth and Fertility","Crude Birth Rate","Broadview","a) All Ages","All Race/Ethn","107","8264","12.9"
"2000","Birth and Fertility","Crude Birth Rate","Bridgeview","a) All Ages","All Race/Ethn","233","15335","15.2"
"2000","Birth and Fertility","Crude Birth Rate","Blue Island","a) All Ages","All Race/Ethn","437","23463","18.600000000000001"
"2000","Birth and Fertility","Crude Birth Rate","Berwyn","a) All Ages","All Race/Ethn","916","54016","17"
"2000","Birth and Fertility","Crude Birth Rate","Berkeley","a) All Ages","All Race/Ethn","80","5245","15.3"
"2000","Birth and Fertility","Crude Birth Rate","Bellwood","a) All Ages","All Race/Ethn","310","20535","15.1"
"2000","Birth and Fertility","Crude Birth Rate","Bedford Park","a) All Ages","All Race/Ethn","8","574",
"2000","Birth and Fertility","Crude Birth Rate","Bartlett","a) All Ages","All Race/Ethn","268","12196","22"
"2000","Birth and Fertility","Crude Birth Rate","Barrington Hills","a) All Ages","All Race/Ethn","11","1979",
"2000","Birth and Fertility","Crude Birth Rate","Barrington","a) All Ages","All Race/Ethn","124","5707","21.7"
"2000","Birth and Fertility","Crude Birth Rate","Arlington Heights","a) All Ages","All Race/Ethn","1038","76031","13.7"
"2000","Birth and Fertility","Crude Birth Rate","Alsip","a) All Ages","All Race/Ethn","275","19725","13.9"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","l) 45 to 54","All Race/Ethn","5","65000",
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","l) 45 to 54","Asian/PI","0","1000",
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","l) 45 to 54","Hispanic",,"3000",
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","l) 45 to 54","NH Black",,"26000",
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","l) 45 to 54","NH White",,"35000",
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 40 to 44","All Race/Ethn","168","39000","4.3"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 40 to 44","Asian/PI",,,
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 40 to 44","Hispanic","13","2000",
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 40 to 44","NH Black","85","17000","5"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 40 to 44","NH White","69","20000","3.5"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 35 to 39","All Race/Ethn","798","38000","21.2"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 35 to 39","Asian/PI","13",,
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 35 to 39","Hispanic","56","3000","21.7"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 35 to 39","NH Black","375","17000","22.2"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","k) 35 to 39","NH White","354","18000","20.100000000000001"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","j) 30 to 34","All Race/Ethn","1572","32000","49.2"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","j) 30 to 34","Asian/PI","42","461","91.1"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","j) 30 to 34","Hispanic","151","3000","52.4"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","j) 30 to 34","NH Black","640","14000","44.7"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","j) 30 to 34","NH White","737","14000","52.8"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","i) 25 to 29","All Race/Ethn","1770","29000","61.1"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","i) 25 to 29","Asian/PI","26","427","60.9"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","i) 25 to 29","Hispanic","205","3000","63.9"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","i) 25 to 29","NH Black","826","13000","62.3"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","i) 25 to 29","NH White","708","12000","60"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","h) 20 to 24","All Race/Ethn","1718","28000","62.3"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","h) 20 to 24","Asian/PI","9",,
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","h) 20 to 24","Hispanic","239","3000","71.8"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","h) 20 to 24","NH Black","1025","12000","82.6"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","h) 20 to 24","NH White","442","11000","39.6"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","d) 15 to 19","All Race/Ethn","946","36000","26.6"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","d) 15 to 19","Asian/PI",,,
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","d) 15 to 19","Hispanic","102","3000","32.299999999999997"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","d) 15 to 19","NH Black","700","18000","40"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","d) 15 to 19","NH White","140","14000","10"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","b) 10 to 14","All Race/Ethn","24","40000","0.6"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","b) 10 to 14","Asian/PI","0",,
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","b) 10 to 14","Hispanic",,"3000",
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","b) 10 to 14","NH Black","22","21000","1.1000000000000001"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","b) 10 to 14","NH White",,"15000",
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","a) All Ages","All Race/Ethn","7001","477171","14.7"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","a) All Ages","Asian/PI","92","5000","16.899999999999999"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","a) All Ages","Hispanic","768","35000","22.2"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","a) All Ages","NH Black","3674","204000","18"
"2000","Birth and Fertility","Crude Birth Rate","6 South District ","a) All Ages","NH White","2454","228000","10.8"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","l) 45 to 54","All Race/Ethn","10","49000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","l) 45 to 54","Asian/PI",,"1000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","l) 45 to 54","Hispanic",,"3000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","l) 45 to 54","NH Black",,"3000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","l) 45 to 54","NH White","8","41000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 40 to 44","All Race/Ethn","108","29000","3.8"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 40 to 44","Asian/PI",,,
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 40 to 44","Hispanic","13","2000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 40 to 44","NH Black","5","2000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 40 to 44","NH White","88","24000","3.7"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 35 to 39","All Race/Ethn","600","27000","22.2"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 35 to 39","Asian/PI","14","1000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 35 to 39","Hispanic","59","2000","25.7"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 35 to 39","NH Black","35","2000","17.100000000000001"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","k) 35 to 39","NH White","491","22000","22.6"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","j) 30 to 34","All Race/Ethn","1301","23000","56.7"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","j) 30 to 34","Asian/PI","42","521","80.599999999999994"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","j) 30 to 34","Hispanic","124","3000","48.7"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","j) 30 to 34","NH Black","81","2000","38.4"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","j) 30 to 34","NH White","1052","17000","61"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","i) 25 to 29","All Race/Ethn","1233","21000","58"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","i) 25 to 29","Asian/PI","41","553","74.099999999999994"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","i) 25 to 29","Hispanic","185","3000","64.5"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","i) 25 to 29","NH Black","118","2000","50.6"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","i) 25 to 29","NH White","882","15000","59"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","h) 20 to 24","All Race/Ethn","859","21000","41.3"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","h) 20 to 24","Asian/PI","12",,
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","h) 20 to 24","Hispanic","193","3000","63.8"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","h) 20 to 24","NH Black","120","2000","68.8"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","h) 20 to 24","NH White","533","15000","35.4"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","d) 15 to 19","All Race/Ethn","315","24000","13.3"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","d) 15 to 19","Asian/PI","8","1000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","d) 15 to 19","Hispanic","86","3000","29"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","d) 15 to 19","NH Black","58","2000","33.200000000000003"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","d) 15 to 19","NH White","161","18000","9"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","b) 10 to 14","All Race/Ethn","0","25000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","b) 10 to 14","Asian/PI","0",,
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","b) 10 to 14","Hispanic","0","3000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","b) 10 to 14","NH Black","0","2000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","b) 10 to 14","NH White","0","19000",
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","a) All Ages","All Race/Ethn","4426","352429","12.6"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","a) All Ages","Asian/PI","117","7000","17.899999999999999"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","a) All Ages","Hispanic","661","31000","21.6"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","a) All Ages","NH Black","418","24000","17.3"
"2000","Birth and Fertility","Crude Birth Rate","5 Southwest District","a) All Ages","NH White","3215","285000","11.3"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","l) 45 to 54","All Race/Ethn","10","64000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","l) 45 to 54","Asian/PI",,"2000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","l) 45 to 54","Hispanic","7","11000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","l) 45 to 54","NH Black","0","8000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","l) 45 to 54","NH White",,"42000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 40 to 44","All Race/Ethn","210","39000","5.3"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 40 to 44","Asian/PI","10","1000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 40 to 44","Hispanic","41","9000","4.5"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 40 to 44","NH Black","25","5000","4.8"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 40 to 44","NH White","133","24000","5.6"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 35 to 39","All Race/Ethn","997","40000","25.2"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 35 to 39","Asian/PI","28","966","29"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 35 to 39","Hispanic","303","11000","26.9"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 35 to 39","NH Black","79","5000","15.4"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","k) 35 to 39","NH White","584","22000","26.8"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","j) 30 to 34","All Race/Ethn","1933","38000","51.3"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","j) 30 to 34","Asian/PI","76","1000","67.3"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","j) 30 to 34","Hispanic","665","13000","49.3"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","j) 30 to 34","NH Black","172","5000","36.299999999999997"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","j) 30 to 34","NH White","1013","18000","56.6"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","i) 25 to 29","All Race/Ethn","2227","37000","61"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","i) 25 to 29","Asian/PI","74","1000","74.599999999999994"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","i) 25 to 29","Hispanic","1146","15000","74.8"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","i) 25 to 29","NH Black","257","5000","54.9"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","i) 25 to 29","NH White","742","15000","49"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","h) 20 to 24","All Race/Ethn","1927","34000","57.3"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","h) 20 to 24","Asian/PI","30","775","38.700000000000003"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","h) 20 to 24","Hispanic","1208","15000","81.8"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","h) 20 to 24","NH Black","293","4000","67.8"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","h) 20 to 24","NH White","390","13000","29.1"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","d) 15 to 19","All Race/Ethn","895","34000","26.1"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","d) 15 to 19","Asian/PI","7","1000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","d) 15 to 19","Hispanic","552","13000","42.1"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","d) 15 to 19","NH Black","193","5000","39.799999999999997"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","d) 15 to 19","NH White","140","15000","9.1999999999999993"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","b) 10 to 14","All Race/Ethn","6","36000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","b) 10 to 14","Asian/PI","0","1000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","b) 10 to 14","Hispanic",,"13000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","b) 10 to 14","NH Black",,"6000",
"2000","Birth and Fertility","Crude Birth Rate","4 West District","b) 10 to 14","NH White",,"16000",
