"registration_account","company","tax_type","address_line_1","address_line_2","city","state","zip_code","location"
"10848285","HANSON'S ASSAULT SYSTEMS","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","5643 W. 87TH PL",,"OAKLAWN","IL","60453","POINT (-87.762688 41.733257)"
"10852442","ILLINOIS FIREARMS LLC","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","430 DIXIE HIGHWAY, STE 105",,"CHICAGO HEIGHTS","IL","60411","POINT (-87.652179 41.523382)"
"10843680","LEISING CO INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","3209 E BURIED OAK DR",,"CRETE","IL","60417 - 1852","POINT (-87.536081 41.454235)"
"11108963","MAXON SHOOTERS SUPPLIES","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","75 E. BRADROCK DRIVE",,"DES PLAINES","IL","60018","POINT (-87.918742 42.020379)"
"10843971","MIDWEST SPORTING GOODS CO INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","8565 PLAINFIELD ROAD",,"LYONS","IL","60534","POINT (-87.835264 41.81395)"
"10843676","M & M FIREARMS CO.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","1047 S. RIDGE AVE",,"ARLINGTON HEIGHTS","IL","60005","POINT (-87.98978 42.06481)"
"21003603","OPTICSPANET, INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","3150 COMMERCIAL AVE",,"NORTHBROOK","IL","60062 - 1906","POINT (-87.858125 42.146487)"
"10843674","PELCHERS SHOOTERS SUPPLY CO.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","18149 HENRY STREET",,"LANSING","IL","60438","POINT (-87.534286 41.565089)"
"11117252","POINT BLANK RANGE & GUN SHOP","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","9400 63RD STREET",,"HODGKINS","IL","60525",
"11127951","RAM FAM ENTERPRISE LLC","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","1932 WOODHAVEN DR",,"BARTLETT","IL","60103","POINT (-88.248662 41.993297)"
"21004099","RANGE PLUS LLC","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","5900 159TH ST",,"OAK FOREST","IL","60452 - 3103","POINT (-87.761599 41.60286)"
"10843673","SHORE GALLERIES, INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","3318 W. DEVON AVE",,"LINCOLNWOOD","IL","60712","POINT (-87.712564 41.997301)"
"11128030","SIX T LLC","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","3100 S. OAK PARK AVE, STE 2W",,"BERWYN","IL","60402","POINT (-87.792925 41.835741)"
"10843686","SPORTING ARMS & SUPPLY INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","14216 S. WESTERN AVE",,"POSEN","IL","60469","POINT (-87.677936 41.634855)"
"11128090","STANMORR SPORTS INC","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","7410 S. HARLEM AVE",,"BRIDGEVIEW","IL","60455","POINT (-87.800127 41.756698)"
"10843683","SUBURBAN SPORTING GOODS","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","2306 W. NORTH AVE",,"MELROSE PARK","IL","60160","POINT (-87.862164 41.907815)"
"11104146","VICTORY ARMS","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","5712 SUGARBERRY AVE",,"BLOOMINGTON","IL","61705","POINT (-88.871777 40.460676)"
"10846550","VILLAGE SPORTS CENTER","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","1731 E. CENTRAL ROAD",,"ARLINGTON HEIGHTS","IL","60005","POINT (-87.966249 42.066448)"
"11114496","WAL-MART STORES INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","137 W. NORTH AVE",,"NORTHLAKE","IL","60164","POINT (-87.909386 41.906939)"
"11114493","WAL-MART STORES INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","22401 CENTRAL AVE",,"RICHTON PARK","IL","60471","POINT (-87.751944 41.480482)"
"11114498","WAL-MART STORES INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","4700 135TH STREET",,"CRESTWOOD","IL","60445","POINT (-87.735386 41.647315)"
"11114492","WAL-MART STORES INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","850 S. BARRINGTON ROAD",,"STREAMWOOD","IL","60107","POINT (-88.144726 42.015197)"
"11114495","WAL-MART STORES INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","10260 S. HARLEM AVE",,"BRIDGEVIEW","IL","60455","POINT (-87.798223 41.706691)"
"11114490","WAL-MART STORES INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","1555 N. RAND ROAD",,"PALATINE","IL","60074","POINT (-88.018624 42.136824)"
"11114494","WAL-MART STORES INC.","FIREARM AND AMMUNITION TAX / FIREARMS RETAILER","1455 E. LAKE COOK ROAD",,"WHEELING","IL","60090","POINT (-87.951855 42.153444)"
