"precinct","polling_place_id","polling_place_location_name","accessible","address","city","zip","location"
"7100003","132","BLOOM TOWNSHIP HALL","YES","425 S HALSTED ST ","CHICAGO HEIGHTS","60411","425 S HALSTED ST
CHICAGO HEIGHTS, IL 60411
(41.523224833000484, -87.63569001999969)"
"7100004","146","KENNEDY SCHOOL","YES","10TH  AND DIVISION ST ","CHICAGO HEIGHTS","60411","10TH AND DIVISION ST
CHICAGO HEIGHTS, IL 60411
(41.51328063300048, -87.66454804299968)"
"7100005","174","BETHEL CHRISTIAN REFORMED","YES","3500  GLENWOOD/LANSING RD ","LANSING","60438","3500 GLENWOOD/LANSING RD
LANSING, IL 60438
(41.5655367870005, -87.54667844099964)"
"7100006","4300","LINCOLN SCHOOL","YES","1520  CENTER AVE ","CHICAGO HEIGHTS","60411","1520 CENTER AVE
CHICAGO HEIGHTS, IL 60411
(41.50365106600049, -87.62905388699966)"
"7100007","4114","FIRST APOSTOLIC CHURCH","YES","22709  STATE ST ","STEGER","60475","22709 STATE ST
STEGER, IL 60475
(41.47696432000049, -87.61600095999967)"
"7100008","4055","SOUTH CHICAGO HEIGHTS SENIOR CENTER","YES","3140  ENTERPRISE PARK AVE ","SOUTH CHICAGO HEIGHTS","60411","3140 ENTERPRISE PARK AVE
SOUTH CHICAGO HEIGHTS, IL 60411
(41.48161343400045, -87.64265365299968)"
"7100009","4055","SOUTH CHICAGO HEIGHTS SENIOR CENTER","YES","3140  ENTERPRISE PARK AVE ","SOUTH CHICAGO HEIGHTS","60411","3140 ENTERPRISE PARK AVE
SOUTH CHICAGO HEIGHTS, IL 60411
(41.48161343400045, -87.64265365299968)"
"7100010","152","PHILLIPS SCHOOL","YES","1401  13TH PL ","FORD HEIGHTS","60411","1401 13TH PL
FORD HEIGHTS, IL 60411
(41.50735981100047, -87.58718730599969)"
"7100011","4114","FIRST APOSTOLIC CHURCH","YES","22709  STATE ST ","STEGER","60475","22709 STATE ST
STEGER, IL 60475
(41.47696432000049, -87.61600095999967)"
"7100012","147","OLYMPIC VILLAGE APARTMENTS","YES","31  OLYMPIC VILLAGE  ","CHICAGO HEIGHTS","60411","31 OLYMPIC VILLAGE
CHICAGO HEIGHTS, IL 60411
(41.508293825000464, -87.66503238999968)"
"7100013","4110","SOUTH SUBURBAN SDA CHRISTIAN SCHOOL","YES","119  CHESTNUT ST ","PARK FOREST","60466","119 CHESTNUT ST
PARK FOREST, IL 60466
(41.47746346200046, -87.67164410299966)"
"7100014","174","BETHEL CHRISTIAN REFORMED","YES","3500  GLENWOOD/LANSING RD ","LANSING","60438","3500 GLENWOOD/LANSING RD
LANSING, IL 60438
(41.5655367870005, -87.54667844099964)"
"7100015","155","GRANT SCHOOL","YES","2712  MILLER AVE ","SOUTH CHICAGO HEIGHTS","60411","2712 MILLER AVE
SOUTH CHICAGO HEIGHTS, IL 60411
(41.4895255130005, -87.64029418599966)"
"7100016","170","LYNWOOD SENIOR YOUTH CENTER","YES","21490  LINCOLN HWY ","LYNWOOD","60411","21490 LINCOLN HWY
LYNWOOD, IL 60411
(41.504443736000496, -87.53215719899964)"
"7100017","164","ALGONQUIN SCHOOL","YES","170  ALGONQUIN ST ","PARK FOREST","60466","170 ALGONQUIN ST
PARK FOREST, IL 60466
(41.493284625000456, -87.66627980699968)"
"7100018","174","BETHEL CHRISTIAN REFORMED","YES","3500  GLENWOOD/LANSING RD ","LANSING","60438","3500 GLENWOOD/LANSING RD
LANSING, IL 60438
(41.5655367870005, -87.54667844099964)"
"7100019","2627","WINSTON CHURCHILL SCHOOL","YES","1300  190TH ST ","HOMEWOOD","60430","1300 190TH ST
HOMEWOOD, IL 60430
(41.54424820100047, -87.64594045199965)"
"7100020","2616","FAITH EVANGELICAL LUTHERAN CHURCH","YES","18645  DIXIE HWY ","HOMEWOOD","60430","18645 DIXIE HWY
HOMEWOOD, IL 60430
(41.551031615000454, -87.66513839999965)"
"7100021","100","MEDGAR EVERS SCHOOL","YES","1101 E 10TH ST ","FORD HEIGHTS","60411","1101 E 10TH ST
FORD HEIGHTS, IL 60411
(41.51356817700048, -87.59039778899967)"
"7100022","170","LYNWOOD SENIOR YOUTH CENTER","YES","21490  LINCOLN HWY ","LYNWOOD","60411","21490 LINCOLN HWY
LYNWOOD, IL 60411
(41.504443736000496, -87.53215719899964)"
"7100023","172","EDWARD W PAESEL COMMUNITY CENTER","YES","2700  KALVELAGE DR ","SAUK VILLAGE","60411","2700 KALVELAGE DR
SAUK VILLAGE, IL 60411
(41.49495329300049, -87.55795640499969)"
"7100024","165","BROOKWOOD JUNIOR HIGH SCHOOL","YES","201 E GLENWOOD LANSING RD ","GLENWOOD","60425","201 E GLENWOOD LANSING RD
GLENWOOD, IL 60425
(41.542668027000445, -87.60599770899967)"
"7100025","149","ROOSEVELT SCHOOL","YES","249 W LINCOLN HWY ","CHICAGO HEIGHTS","60411","249 W LINCOLN HWY
CHICAGO HEIGHTS, IL 60411
(41.50605425600048, -87.65183643499967)"
"7100026","158","RICKOVER JUNIOR HIGH SCHOOL","YES","22151  TORRENCE AVE ","SAUK VILLAGE","60411","22151 TORRENCE AVE
SAUK VILLAGE, IL 60411
(41.48763024300047, -87.55797355199968)"
"7100027","4061","NANCY L MCCONATHY PUBLIC LIBRARY","YES","21737  JEFFERY AVE ","SAUK VILLAGE","60411","21737 JEFFERY AVE
SAUK VILLAGE, IL 60411
(41.49208281200049, -87.57400716099966)"
"7100028","165","BROOKWOOD JUNIOR HIGH SCHOOL","YES","201 E GLENWOOD LANSING RD ","GLENWOOD","60425","201 E GLENWOOD LANSING RD
GLENWOOD, IL 60425
(41.542668027000445, -87.60599770899967)"
"7100029","108","FORD HEIGHTS VILLAGE HALL","YES","1343  ELLIS AVE ","FORD HEIGHTS","60411","1343 ELLIS AVE
FORD HEIGHTS, IL 60411
(41.50752152300049, -87.59206436399967)"
"7100030","2627","WINSTON CHURCHILL SCHOOL","YES","1300  190TH ST ","HOMEWOOD","60430","1300 190TH ST
HOMEWOOD, IL 60430
(41.54424820100047, -87.64594045199965)"
"7100031","174","BETHEL CHRISTIAN REFORMED","YES","3500  GLENWOOD/LANSING RD ","LANSING","60438","3500 GLENWOOD/LANSING RD
LANSING, IL 60438
(41.5655367870005, -87.54667844099964)"
"7100032","4125","SAINT JAMES CHURCH","YES","22400  TORRENCE AVE ","SAUK VILLAGE","60411","22400 TORRENCE AVE
SAUK VILLAGE, IL 60411
(41.48325897500047, -87.55799413599965)"
"7100033","3860","LIVING SPRINGS COMMUNITY CHURCH","YES","19051 S HALSTED ST ","GLENWOOD","60425","19051 S HALSTED ST
GLENWOOD, IL 60425
(41.5435483440005, -87.63597087999966)"
"7100034","2627","WINSTON CHURCHILL SCHOOL","YES","1300  190TH ST ","HOMEWOOD","60430","1300 190TH ST
HOMEWOOD, IL 60430
(41.54424820100047, -87.64594045199965)"
"7100035","122","GARFIELD SCHOOL","YES","140 E 23RD ST ","CHICAGO HEIGHTS","60411","140 E 23RD ST
CHICAGO HEIGHTS, IL 60411
(41.49430410600047, -87.63189097099968)"
"7100036","3667","LIVING GRACE CHURCH","YES","20100  LAKEWOOD AVE ","LYNWOOD","60411","20100 LAKEWOOD AVE
LYNWOOD, IL 60411
(41.53039047700048, -87.55233162499968)"
"7100037","171","BROOKWOOD MIDDLE SCHOOL","YES","200  GLENWOOD/LANSING RD ","GLENWOOD","60425","200 GLENWOOD/LANSING RD
GLENWOOD, IL 60425
(41.54607985300049, -87.61241837399967)"
"7100038","3667","LIVING GRACE CHURCH","YES","20100  LAKEWOOD AVE ","LYNWOOD","60411","20100 LAKEWOOD AVE
LYNWOOD, IL 60411
(41.53039047700048, -87.55233162499968)"
"7100039","118","CHICAGO HEIGHTS WATER DEPARTMENT","YES","137 E 14TH ST ","CHICAGO HEIGHTS","60411","137 E 14TH ST
CHICAGO HEIGHTS, IL 60411
(41.50619864900045, -87.63200907199968)"
"7100040","2635","SALEM LUTHERAN CHURCH","YES","18324  ASHLAND AVE ","HOMEWOOD","60430","18324 ASHLAND AVE
HOMEWOOD, IL 60430
(41.55680235700049, -87.65552343699966)"
"7100041","3667","LIVING GRACE CHURCH","YES","20100  LAKEWOOD AVE ","LYNWOOD","60411","20100 LAKEWOOD AVE
LYNWOOD, IL 60411
(41.53039047700048, -87.55233162499968)"
"7100042","2641","MARIAN CATHOLIC HIGH SCHOOL","YES","700  ASHLAND AVE ","CHICAGO HEIGHTS","60411","700 ASHLAND AVE
CHICAGO HEIGHTS, IL 60411
(41.5198818070005, -87.65505306199964)"
"7100043","124","LAKE MARINA CLUBHOUSE","YES","2800  198TH ST ","LYNWOOD","60411","2800 198TH ST
LYNWOOD, IL 60411
(41.535657840000454, -87.54875531799968)"
"7100044","174","BETHEL CHRISTIAN REFORMED","YES","3500  GLENWOOD/LANSING RD ","LANSING","60438","3500 GLENWOOD/LANSING RD
LANSING, IL 60438
(41.5655367870005, -87.54667844099964)"
"7100045","153","LONGWOOD SCHOOL","YES","441 N LONGWOOD DR ","GLENWOOD","60425","441 N LONGWOOD DR
GLENWOOD, IL 60425
(41.55427046000045, -87.63121875299964)"
"7100046","126","GOLDEN TOWERS SENIOR COMMUNITY","YES","1704  EAST END AVE ","CHICAGO HEIGHTS","60411","1704 EAST END AVE
CHICAGO HEIGHTS, IL 60411
(41.50059013200047, -87.63428097199966)"
"7100047","2635","SALEM LUTHERAN CHURCH","YES","18324  ASHLAND AVE ","HOMEWOOD","60430","18324 ASHLAND AVE
HOMEWOOD, IL 60430
(41.55680235700049, -87.65552343699966)"
"7100048","2627","WINSTON CHURCHILL SCHOOL","YES","1300  190TH ST ","HOMEWOOD","60430","1300 190TH ST
HOMEWOOD, IL 60430
(41.54424820100047, -87.64594045199965)"
"7100049","157","HICKORY GLEN FIELDHOUSE","YES","1016 E 192ND ST ","GLENWOOD","60425","1016 E 192ND ST
GLENWOOD, IL 60425
(41.539430853000454, -87.58676454499965)"
"7100050","129","FLOSSMOOR COMMUNITY CHURCH","YES","847  HUTCHISON RD ","FLOSSMOOR","60422","847 HUTCHISON RD
FLOSSMOOR, IL 60422
(41.54684076100045, -87.67047029699967)"
"7100051","169","WILSON SCHOOL","YES","422 W 16TH ST ","CHICAGO HEIGHTS","60411","422 W 16TH ST
CHICAGO HEIGHTS, IL 60411
(41.50236275700047, -87.66075073099967)"
"7100052","150","BEACON HILL ELEMENTARY SCHOOL","YES","401  CONCORD DR ","CHICAGO HEIGHTS","60411","401 CONCORD DR
CHICAGO HEIGHTS, IL 60411
(41.4975376700005, -87.66157721699966)"
"7100053","172","EDWARD W PAESEL COMMUNITY CENTER","YES","2700  KALVELAGE DR ","SAUK VILLAGE","60411","2700 KALVELAGE DR
SAUK VILLAGE, IL 60411
(41.49495329300049, -87.55795640499969)"
"7100054","2816","CHICAGO HEIGHTS FIRE DEPARTMENT 3","YES","83 E JOE ORR RD ","CHICAGO HEIGHTS","60411","83 E JOE ORR RD
CHICAGO HEIGHTS, IL 60411
(41.5206627070005, -87.63997122899968)"
"7100055","158","RICKOVER JUNIOR HIGH SCHOOL","YES","22151  TORRENCE AVE ","SAUK VILLAGE","60411","22151 TORRENCE AVE
SAUK VILLAGE, IL 60411
(41.48763024300047, -87.55797355199968)"
"7100056","134","GREENBRIAR SCHOOL (ALC)","YES","101 W GREENBRIAR AVE ","CHICAGO HEIGHTS","60411","101 W GREENBRIAR AVE
CHICAGO HEIGHTS, IL 60411
(41.52441335800046, -87.64514292699965)"
"7100057","136","COMMISSIONERS PARK","YES","311  CHICAGO RD ","CHICAGO HEIGHTS","60411","311 CHICAGO RD
CHICAGO HEIGHTS, IL 60411
(41.528089605000446, -87.64579885699965)"
"7100058","127","ST MARK UNITED CHURCH OF CHRIST","YES","312  CHICAGO RD ","CHICAGO HEIGHTS","60411","312 CHICAGO RD
CHICAGO HEIGHTS, IL 60411
(41.528103857000474, -87.64587506899966)"
"7100059","138","SERENA HILLS SCHOOL","YES","255  PLEASANT DR ","CHICAGO HEIGHTS","60411","255 PLEASANT DR
CHICAGO HEIGHTS, IL 60411
(41.532580090000465, -87.65264666899964)"
"7100060","157","HICKORY GLEN FIELDHOUSE","YES","1016 E 192ND ST ","GLENWOOD","60425","1016 E 192ND ST
GLENWOOD, IL 60425
(41.539430853000454, -87.58676454499965)"
"7100061","144","HIGHLAND SCHOOL","YES","828  WILLOW DR ","CHICAGO HEIGHTS","60411","828 WILLOW DR
CHICAGO HEIGHTS, IL 60411
(41.516355485000474, -87.64922660999969)"
"7100062","2641","MARIAN CATHOLIC HIGH SCHOOL","YES","700  ASHLAND AVE ","CHICAGO HEIGHTS","60411","700 ASHLAND AVE
CHICAGO HEIGHTS, IL 60411
(41.5198818070005, -87.65505306199964)"
"7100063","142","ST PAULS LUTHERAN CHURCH","YES","330 W HIGHLAND DR ","CHICAGO HEIGHTS","60411","330 W HIGHLAND DR
CHICAGO HEIGHTS, IL 60411
(41.51419810100049, -87.65643926499968)"
"7200001","4305","JOHN GORDON SCHOOL","YES","14100  HARRISON AVE ","POSEN","60469","14100 HARRISON AVE
POSEN, IL 60469
(41.6370221250005, -87.68781360699967)"
"7200002","265","MORTON-GINGERWOOD ELEMENTARY SCHOOL","YES","16936  FOREST AVE ","OAK FOREST","60452","16936 FOREST AVE
OAK FOREST, IL 60452
(41.583784411000465, -87.73815123499969)"
"7200003","265","MORTON-GINGERWOOD ELEMENTARY SCHOOL","YES","16936  FOREST AVE ","OAK FOREST","60452","16936 FOREST AVE
OAK FOREST, IL 60452
(41.583784411000465, -87.73815123499969)"
"7200004","242","OAK FOREST SENIOR CENTER","YES","15501 S KILPATRICK AVE ","OAK FOREST","60452","15501 S KILPATRICK AVE
OAK FOREST, IL 60452
(41.610515157000464, -87.73422837199968)"
"7200005","238","ST STEPHENS LUTHERAN CHURCH","YES","14700  KILDARE AVE ","MIDLOTHIAN","60445","14700 KILDARE AVE
MIDLOTHIAN, IL 60445
(41.62535277900048, -87.72506759899966)"
"7200006","3778","RADAY LODGE","YES","3220 W 145TH ST ","MIDLOTHIAN","60445","3220 W 145TH ST
MIDLOTHIAN, IL 60445
(41.6295686250005, -87.69905703499967)"
"7200007","3831","MARKHAM COMMUNITY CENTER","YES","15652  HOMAN AVE ","MARKHAM","60428","15652 HOMAN AVE
MARKHAM, IL 60428
(41.60529646100048, -87.69955686899965)"
"7200008","271","COUNTRY CLUB HILLS POLICE","YES","3700 W 175TH PL ","COUNTRY CLUB HILLS","60478","3700 W 175TH PL
COUNTRY CLUB HILLS, IL 60478
(41.571128341000474, -87.70756678399965)"
"7200009","186","ZION LUTHERAN CHURCH","YES","17100  69TH AVE ","TINLEY PARK","60477","17100 69TH AVE
TINLEY PARK, IL 60477
(41.57980992300048, -87.78777712499965)"
"7200010","187","CENTRAL PARK COMMUNITY CENTER","YES","15601 S CENTRAL AVE ","OAK FOREST","60452","15601 S CENTRAL AVE
OAK FOREST, IL 60452
(41.607884027000466, -87.75612953599966)"
"7200011","227","CRESTWOOD CIVIC CENTER","YES","14025  KOSTNER AVE ","MIDLOTHIAN","60445","14025 KOSTNER AVE
MIDLOTHIAN, IL 60445
(41.6375759660005, -87.72791890399964)"
"7200012","221","MARKHAM VFW 9801","YES","3220 W 159TH ST ","MARKHAM","60428","3220 W 159TH ST
MARKHAM, IL 60428
(41.600797584000475, -87.69561071199968)"
"7200013","227","CRESTWOOD CIVIC CENTER","YES","14025  KOSTNER AVE ","MIDLOTHIAN","60445","14025 KOSTNER AVE
MIDLOTHIAN, IL 60445
(41.6375759660005, -87.72791890399964)"
"7200014","191","POSEN VILLAGE HALL","YES","2440 W WALTER ZIMNY DR ","POSEN","60469","2440 W WALTER ZIMNY DR
POSEN, IL 60469
(41.626341149000496, -87.68036962299965)"
"7200015","3778","RADAY LODGE","YES","3220 W 145TH ST ","MIDLOTHIAN","60445","3220 W 145TH ST
MIDLOTHIAN, IL 60445
(41.6295686250005, -87.69905703499967)"
"7200016","279","SANDPIPER SOUTH CONDOMINIUMS","YES","5204  MIDLOTHIAN TURNPIKE  ","CRESTWOOD","60445","5204 MIDLOTHIAN TURNPIKE
CRESTWOOD, IL 60445
(41.63676471500048, -87.74763647699967)"
"7200017","196","ROBBINS COMMUNITY CENTER","YES","13800 S TRUMBULL AVE ","ROBBINS","60472","13800 S TRUMBULL AVE
ROBBINS, IL 60472
(41.64243896700049, -87.70502587099969)"
"7200018","242","OAK FOREST SENIOR CENTER","YES","15501 S KILPATRICK AVE ","OAK FOREST","60452","15501 S KILPATRICK AVE
OAK FOREST, IL 60452
(41.610515157000464, -87.73422837199968)"
"7200019","196","ROBBINS COMMUNITY CENTER","YES","13800 S TRUMBULL AVE ","ROBBINS","60472","13800 S TRUMBULL AVE
ROBBINS, IL 60472
(41.64243896700049, -87.70502587099969)"
"7200020","270","LEE FOSTER SCHOOL","YES","5931  SCHOOL ST ","OAK FOREST","60452","5931 SCHOOL ST
OAK FOREST, IL 60452
(41.61455692400045, -87.76399225799969)"
"7200021","3831","MARKHAM COMMUNITY CENTER","YES","15652  HOMAN AVE ","MARKHAM","60428","15652 HOMAN AVE
MARKHAM, IL 60428
(41.60529646100048, -87.69955686899965)"
"7200022","2562","AMERICAN LEGION POST 615","YES","17423  67TH CT ","TINLEY PARK","60477","17423 67TH CT
TINLEY PARK, IL 60477
(41.57433363100046, -87.78309906199968)"
"7200023","2408","TURNER SCHOOL","YES","3847 W 135TH ST ","ROBBINS","60472","3847 W 135TH ST
ROBBINS, IL 60472
(41.647526264000476, -87.71477783199964)"
"7200024","3831","MARKHAM COMMUNITY CENTER","YES","15652  HOMAN AVE ","MARKHAM","60428","15652 HOMAN AVE
MARKHAM, IL 60428
(41.60529646100048, -87.69955686899965)"
"7200025","268","MIDLOTHIAN PARK DISTRICT OFFICE","YES","14500  KOSTNER AVE ","MIDLOTHIAN","60445","14500 KOSTNER AVE
MIDLOTHIAN, IL 60445
(41.62893986600045, -87.72765857199965)"
"7200026","3779","HOMEWOOD CHURCH","YES","18301  GOVERNORS HWY ","HOMEWOOD","60430","18301 GOVERNORS HWY
HOMEWOOD, IL 60430
(41.557100268000454, -87.68108485599964)"
"7200027","276","SCARLET OAK SCHOOL","YES","5731  ALBERT DR ","OAK FOREST","60452","5731 ALBERT DR
OAK FOREST, IL 60452
(41.60791589600046, -87.75880334599964)"
"7200028","205","SPRINGFIELD SCHOOL","YES","14620  SPRINGFIELD AVE ","MIDLOTHIAN","60445","14620 SPRINGFIELD AVE
MIDLOTHIAN, IL 60445
(41.626917757000456, -87.71536991999966)"
"7200029","277","ST EMERIC CATHOLIC CHURCH","YES","4340 W 180TH ST ","COUNTRY CLUB HILLS","60478","4340 W 180TH ST
COUNTRY CLUB HILLS, IL 60478
(41.56337633600049, -87.72058960699968)"
"7200030","268","MIDLOTHIAN PARK DISTRICT OFFICE","YES","14500  KOSTNER AVE ","MIDLOTHIAN","60445","14500 KOSTNER AVE
MIDLOTHIAN, IL 60445
(41.62893986600045, -87.72765857199965)"
"7200031","4500","HAZEL CREST PARK DISTRICT OFFICE","YES","2600 W 171ST ST ","HAZEL CREST","60429","2600 W 171ST ST
HAZEL CREST, IL 60429
(41.578641141000446, -87.68005657999964)"
"7200032","209","HAZEL CREST UNITED METHODIST CHURCH","YES","17050  CALIFORNIA AVE ","HAZEL CREST","60429","17050 CALIFORNIA AVE
HAZEL CREST, IL 60429
(41.580390673000466, -87.68480691699966)"
"7200033","210","SANDIDGE SCHOOL","YES","16600  66TH AVE ","TINLEY PARK","60477","16600 66TH AVE
TINLEY PARK, IL 60477
(41.58955171200046, -87.77997934199965)"
"7200034","211","SCHOOL DISTRICT 146","YES","6611  171ST ST ","TINLEY PARK","60477","6611 171ST ST
TINLEY PARK, IL 60477
(41.58058135500045, -87.78100642599969)"
"7200035","4445","CITY OF MARKHAM","YES","16313  KEDZIE PKWY ","MARKHAM","60428","16313 KEDZIE PKWY
MARKHAM, IL 60428
(41.59013091200046, -87.69416344599966)"
"7200036","270","LEE FOSTER SCHOOL","YES","5931  SCHOOL ST ","OAK FOREST","60452","5931 SCHOOL ST
OAK FOREST, IL 60452
(41.61455692400045, -87.76399225799969)"
"7200037","261","KELLAR MIDDLE  SCHOOL","YES","14123 S LYDIA AVE ","ROBBINS","60472","14123 S LYDIA AVE
ROBBINS, IL 60472
(41.6373083200005, -87.70392550399964)"
"7200038","4445","CITY OF MARKHAM","YES","16313  KEDZIE PKWY ","MARKHAM","60428","16313 KEDZIE PKWY
MARKHAM, IL 60428
(41.59013091200046, -87.69416344599966)"
"7200039","4410","MARKHAM PUBLIC LIBRARY","YES","16640  KEDZIE AVE ","MARKHAM","60428","16640 KEDZIE AVE
MARKHAM, IL 60428
(41.5873107810005, -87.69453350899965)"
"7200040","247","COUNTRY CLUB HILLS CITY HALL","YES","4200 W 183RD ST ","COUNTRY CLUB HILLS","60478","4200 W 183RD ST
COUNTRY CLUB HILLS, IL 60478
(41.55715781200047, -87.71865950299969)"
"7200041","218","CENTRAL PARK SCHOOL","YES","3621  151ST ST ","MIDLOTHIAN","60445","3621 151ST ST
MIDLOTHIAN, IL 60445
(41.61836018800045, -87.70815813199965)"
"7200042","230","RIDGE SCHOOL","YES","5151  149TH ST ","OAK FOREST","60452","5151 149TH ST
OAK FOREST, IL 60452
(41.6213640790005, -87.74567277099965)"
"7200043","220","POSEN ELEMENTARY SCHOOL","YES","14545  CALIFORNIA AVE ","POSEN","60469","14545 CALIFORNIA AVE
POSEN, IL 60469
(41.6289577980005, -87.6886541189997)"
"7200044","221","MARKHAM VFW 9801","YES","3220 W 159TH ST ","MARKHAM","60428","3220 W 159TH ST
MARKHAM, IL 60428
(41.600797584000475, -87.69561071199968)"
"7200045","222","ZIEBELL SCHOOL","YES","  149TH & ROCKWELL ST ","POSEN","60469","149TH & ROCKWELL ST
POSEN, IL 60469
(41.62883917200048, -87.68742620299969)"
"7200046","276","SCARLET OAK SCHOOL","YES","5731  ALBERT DR ","OAK FOREST","60452","5731 ALBERT DR
OAK FOREST, IL 60452
(41.60791589600046, -87.75880334599964)"
"7200047","273","HILLCREST BAPTIST CHURCH","YES","17300  PULASKI RD ","COUNTRY CLUB HILLS","60478","17300 PULASKI RD
COUNTRY CLUB HILLS, IL 60478
(41.57472990000048, -87.71382044899968)"
"7200048","271","COUNTRY CLUB HILLS POLICE","YES","3700 W 175TH PL ","COUNTRY CLUB HILLS","60478","3700 W 175TH PL
COUNTRY CLUB HILLS, IL 60478
(41.571128341000474, -87.70756678399965)"
"7200049","3800","HAZELCREST FIRE AND RESCUE BUILDING","YES","2903 W 175TH ST ","HAZEL CREST","60429","2903 W 175TH ST
HAZEL CREST, IL 60429
(41.571713204000446, -87.68725885399965)"
"7200050","227","CRESTWOOD CIVIC CENTER","YES","14025  KOSTNER AVE ","MIDLOTHIAN","60445","14025 KOSTNER AVE
MIDLOTHIAN, IL 60445
(41.6375759660005, -87.72791890399964)"
"7200051","209","HAZEL CREST UNITED METHODIST CHURCH","YES","17050  CALIFORNIA AVE ","HAZEL CREST","60429","17050 CALIFORNIA AVE
HAZEL CREST, IL 60429
(41.580390673000466, -87.68480691699966)"
"7200052","218","CENTRAL PARK SCHOOL","YES","3621  151ST ST ","MIDLOTHIAN","60445","3621 151ST ST
MIDLOTHIAN, IL 60445
(41.61836018800045, -87.70815813199965)"
"7200053","230","RIDGE SCHOOL","YES","5151  149TH ST ","OAK FOREST","60452","5151 149TH ST
OAK FOREST, IL 60452
(41.6213640790005, -87.74567277099965)"
"7200054","230","RIDGE SCHOOL","YES","5151  149TH ST ","OAK FOREST","60452","5151 149TH ST
OAK FOREST, IL 60452
(41.6213640790005, -87.74567277099965)"
"7200055","2170","POSEN COMMUNITY CENTER","YES","14401  CAMPBELL AVE ","POSEN","60469","14401 CAMPBELL AVE
POSEN, IL 60469
(41.63166472900048, -87.68144827699967)"
"7200056","233","NOB HILL SCHOOL","YES","3701 W 168TH ST ","COUNTRY CLUB HILLS","60478","3701 W 168TH ST
COUNTRY CLUB HILLS, IL 60478
(41.584294341000486, -87.70673825099965)"
"7200057","2991","VFW POST 2791","YES","17147  OAK PARK AVE ","TINLEY PARK","60477","17147 OAK PARK AVE
TINLEY PARK, IL 60477
(41.57911048800048, -87.78448390399967)"
"7200058","270","LEE FOSTER SCHOOL","YES","5931  SCHOOL ST ","OAK FOREST","60452","5931 SCHOOL ST
OAK FOREST, IL 60452
(41.61455692400045, -87.76399225799969)"
"7200059","236","TINLEY COURT CATERED SENIOR LIVING","YES","16301 S BREMENTOWNE RD ","TINLEY PARK","60477","16301 S BREMENTOWNE RD
TINLEY PARK, IL 60477
(41.594915185000445, -87.79199908599969)"
