"recordid","name","url","ispublic","u_id","date","visits","visit_changes_since_previous","downloads","download_changes_since","derived_view","parent_uid","domain","type","description","creation_date","last_update_date_data","category","keywords","owner","owner_uid","contact_email","license","publication_stage","published_version_name","published_version_uid","data_provided_by","source_link","api_endpoint","provenance","data_steward_name","dataset_sensitivity","how_often_are_data_values","department","public_dataset_contact","results_area","data_steward_email"
"3727-expe_20190531","Automated Job Log Timeline - Monthly View","https://chattanooga-internal.data.socrata.com/d/3727-expe","Yes","3727-expe","2019-05-31T00:00:00.000","3","0","0","0","true","75ap-66ba","chattanooga-internal.data.socrata.com","chart",,"2019-05-23T14:41:00.000","2019-05-31T00:30:00.000",,,"Ryan Wedell","76k4-ifet",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3727-expe.json","official",,,"Daily","Other","opendata@chattanooga.gov","High Performing Government",
"38wp-yztm_20190531","Vehicle Incidents","https://chattanooga-internal.data.socrata.com/d/38wp-yztm","No","38wp-yztm","2019-05-31T00:00:00.000","91","0","0","0","false",,"chattanooga-internal.data.socrata.com","dataset","Vehicle incidents recorded in Chattanooga, TN since 2018. Location information for incidents remains unchanged from the source data.","2019-02-20T15:51:00.000","2019-05-30T20:21:00.000","Public Safety","incident,vehicle","ODEXTRACT","nfms-ud8q","rwedell@chattanooga.gov",,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/38wp-yztm.json","official","Ryan Wedell","Internal - Shared with all city employees","Daily","Police","opendata@chattanooga.gov","Safer Streets","rwedell@chattanooga.gov"
"39em-y5hb_20190531","Waze-O-Meter","https://chattanooga-internal.data.socrata.com/d/39em-y5hb","No","39em-y5hb","2019-05-31T00:00:00.000","37","1","0","0","false",,"chattanooga-internal.data.socrata.com","dataset","Data on overall traffic conditions recorded by Waze.","2019-05-23T11:59:00.000","2019-05-31T10:39:00.000","Transportation","waze,traffic","ODEXTRACT","nfms-ud8q",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/39em-y5hb.json","official","Ryan Wedell","Internal - Shared with all city employees","Daily","Transportation","opendata@chattanooga.gov","High Performing Government","rwedell@chattanooga.gov"
"39yu-8bra_20190531","All Permit Data with Types","https://chattanooga-internal.data.socrata.com/d/39yu-8bra","No","39yu-8bra","2019-05-31T00:00:00.000","10","0","0","0","true","3uq3-wdfx","chattanooga-internal.data.socrata.com","filter",,"2019-03-07T11:40:00.000","2019-05-30T22:17:00.000","Economy",,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/39yu-8bra.json","official","socrata","Public - Ability to be shared with general public","Daily","Economic and Community Development","opendata@chattanooga.gov","Growing Economy","socrata@chattanooga.gov"
"3bwj-pekk_20190531","Monthly Resignation Turnover - Full Time","https://chattanooga-internal.data.socrata.com/d/3bwj-pekk","No","3bwj-pekk","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure",,"2019-04-30T09:59:00.000","2019-04-30T09:59:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3bwj-pekk.json","official",,,,,,,
"23im-qc74_20220212","Purchasing",,"site","23im-qc74","2022-02-12T00:00:00.000","605","0","0","0","false",,"internal.chattadata.org","story",,"2020-02-14T17:54:02.000","2021-02-18T14:48:17.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,,"official",,,,,,,
"3ieg-w8n4_20190531","Demolitions","https://chattanooga-internal.data.socrata.com/d/3ieg-w8n4","No","3ieg-w8n4","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure","Number of Demolitions by ECD","2019-03-25T12:56:00.000","2019-03-25T12:56:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3ieg-w8n4.json","official",,,,,,,
"3jmw-6qx9_20190531","Sewer Network Structures","https://chattanooga-internal.data.socrata.com/d/3jmw-6qx9","Yes","3jmw-6qx9","2019-05-31T00:00:00.000","7","0","0","0","false",,"chattanooga-internal.data.socrata.com","gis map",,"2019-02-12T16:37:00.000","2019-05-30T23:30:00.000",,,"Tim Moreland","iiwc-mbju",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3jmw-6qx9.json","official",,,,,,,
"3m2h-c438_20190531","Theft-Other","https://chattanooga-internal.data.socrata.com/d/3m2h-c438","No","3m2h-c438","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure","Count of Thefts of all other types updated nightly","2019-02-07T13:52:00.000","2019-02-07T13:52:00.000","Police",,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3m2h-c438.json","official",,,,,,,
"3nc2-xvnc_20190531","Median Income by Tract - Year and Sex","https://chattanooga-internal.data.socrata.com/d/3nc2-xvnc","Yes","3nc2-xvnc","2019-05-31T00:00:00.000","7","0","0","0","false",,"chattanooga-internal.data.socrata.com","dataset","Median annual income of full time employees by tract categorized by year and sex from 2011 - 2017. Data from ACS.","2019-05-10T10:50:00.000","2019-05-10T11:02:00.000",,"census","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3nc2-xvnc.json","official","Ryan Wedell","Public - Ability to be shared with general public","As Needed","Other","opendata@chattanooga.gov","High Performing Government","rwedell@chattanooga.gov"
"3ngc-rdr8_20190531","Mapping 311 Requests","https://chattanooga-internal.data.socrata.com/d/3ngc-rdr8","No","3ngc-rdr8","2019-05-31T00:00:00.000","4","0","0","0","true","vfem-a47f","chattanooga-internal.data.socrata.com","map","311 service request for the city of Chattanooga. Data is from 2017 to the present date. For service requests prior to 2017 please see the following dataset. https://data.chattlibrary.org/Government/Service-Requests/e968-fnk9","2019-02-13T11:07:00.000","2019-05-31T00:30:00.000",,,"David Collins","fsgf-5kvb",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3ngc-rdr8.json","official",,,,,,,
"3pmf-yeyr_20190531","Fire Incidents Detailed","https://chattanooga-internal.data.socrata.com/d/3pmf-yeyr","No","3pmf-yeyr","2019-05-31T00:00:00.000","67","0","124","1","false",,"chattanooga-internal.data.socrata.com","dataset","This dataset contains fire incident data from all responding units from 2001 to the current date. As a result there may be more than one record for each fire incident. To view just the fire incidents, without all the responding units details, then check out our Fire Incidents datasets at https://data.chattlibrary.org/Public-Safety/Fire-Incidents/a4ce-ifiy.

If you would like more information about the fire incident codes there is a PDF explaining the codes in more details in the dataset's metadata. You can find it by viewing the metadata after clicking on the about button to the far right just above the dataset.","2019-02-08T13:20:00.000","2019-05-30T20:13:00.000","Fire","fire","ODEXTRACT","nfms-ud8q",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3pmf-yeyr.json","official",,,,,,,
"3ssq-qafa_20190531","Income by Education Level 2011 - 2017","https://chattanooga-internal.data.socrata.com/d/3ssq-qafa","Yes","3ssq-qafa","2019-05-31T00:00:00.000","3","0","0","0","true","8k2v-wnqr","chattanooga-internal.data.socrata.com","chart","Income categorized by education level from 2011 to 2017. Data from ACS.","2019-05-10T15:56:00.000","2019-05-10T15:52:00.000",,,"Ryan Wedell","76k4-ifet",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3ssq-qafa.json","official",,,"As Needed","Other","opendata@chattanooga.gov","High Performing Government",
"3thm-f7km_20190531","YFD Activities","https://chattanooga-internal.data.socrata.com/d/3thm-f7km","No","3thm-f7km","2019-05-31T00:00:00.000","11","0","1","0","false",,"chattanooga-internal.data.socrata.com","dataset","All YFD activities","2019-03-18T15:38:00.000","2019-03-18T15:39:00.000","Recreation","yfd","ODEXTRACT","nfms-ud8q",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3thm-f7km.json","official","Ryan Wedell","Internal - Shared with all city employees","As Needed","Youth and Family Development","opendata@chattanooga.gov","Smarter Students Stronger Families","rwedell@chattanooga.gov"
"3uq3-wdfx_20190531","All Permit Data","https://chattanooga-internal.data.socrata.com/d/3uq3-wdfx","No","3uq3-wdfx","2019-05-31T00:00:00.000","124","0","195","4","false",,"chattanooga-internal.data.socrata.com","dataset","All permits within the City of Chattanooga.","2019-02-13T14:25:00.000","2019-05-30T22:17:00.000",,"permit","ODEXTRACT","nfms-ud8q","rwedell@chattanooga.gov",,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3uq3-wdfx.json","official","Ryan Wedell","Public - Ability to be shared with general public","Daily","Economic and Community Development","opendata@chattanooga.gov","Growing Economy","rwedell@chattanooga.gov"
"3yaq-pnsw_20190531","CWS Work Orders in Progress","https://chattanooga-internal.data.socrata.com/d/3yaq-pnsw","No","3yaq-pnsw","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure",,"2019-02-19T13:34:00.000","2019-02-19T13:34:00.000",,,"David Collins","fsgf-5kvb",,,"unpublished",,,,,"https://chattanooga-internal.data.socrata.com/resource/3yaq-pnsw.json","official",,,,,,,
"3zer-w9ga_20190531","Fire Suppression Incidents Last Arriving Meeting Standard","https://chattanooga-internal.data.socrata.com/d/3zer-w9ga","No","3zer-w9ga","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure",,"2019-04-10T13:46:00.000","2019-04-10T13:46:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/3zer-w9ga.json","official",,,,,,,
"4262-t8mx_20190531","Solid Waste SLA Overall","https://chattanooga-internal.data.socrata.com/d/4262-t8mx","No","4262-t8mx","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure",,"2019-04-25T13:24:00.000","2019-04-25T13:24:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/4262-t8mx.json","official",,,,,,,
"44r7-z5cq_20190531","Annualized Other Turnover - Full Time","https://chattanooga-internal.data.socrata.com/d/44r7-z5cq","No","44r7-z5cq","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure",,"2019-05-10T13:58:00.000","2019-05-10T13:58:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/44r7-z5cq.json","official",,,,,,,
"48n9-mhj5_20190531","category_tiles-3","https://chattanooga-internal.data.socrata.com/d/48n9-mhj5","No","48n9-mhj5","2019-05-31T00:00:00.000","32","1","0","0","false",,"chattanooga-internal.data.socrata.com","dataset","Template Dataset: category_tiles","2019-02-14T13:07:00.000","2019-03-13T11:24:00.000",,,"Dominic Cicilio","n6dz-78i2",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/48n9-mhj5.json","official",,,,,,,
"4jv2-yr5h_20190531","featured_stories","https://chattanooga-internal.data.socrata.com/d/4jv2-yr5h","No","4jv2-yr5h","2019-05-31T00:00:00.000","4","0","0","0","false",,"chattanooga-internal.data.socrata.com","dataset","Template Dataset: featured_stories","2019-02-14T12:26:00.000","2019-02-14T12:27:00.000",,,"Dominic Cicilio","n6dz-78i2",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/4jv2-yr5h.json","official",,,,,,,
"i5mx-f6nx_20190711","Streets SLA Overall Public","https://internal.chattadata.org/d/i5mx-f6nx","No","i5mx-f6nx","2019-07-11T00:00:00.000","0","0","0","0","false",,"internal.chattadata.org","measure",,"2019-06-17T15:24:00.000","2019-06-17T15:24:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://internal.chattadata.org/resource/i5mx-f6nx.json","official",,,,,,,
"6jc8-4drm_20190531","Chattanooga Meter Data","https://chattanooga-internal.data.socrata.com/d/6jc8-4drm","No","6jc8-4drm","2019-05-31T00:00:00.000","20","0","1","0","false",,"chattanooga-internal.data.socrata.com","dataset",,"2016-04-13T09:34:00.000","2016-06-23T20:17:00.000",,,"Erik Schmidt","eecu-53cm",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/6jc8-4drm.json","official",,,,,,,
"4kac-23qm_20190531","2017 Tracts - Median Household Income","https://chattanooga-internal.data.socrata.com/d/4kac-23qm","Yes","4kac-23qm","2019-05-31T00:00:00.000","5","0","0","0","true","7gqk-pvww","chattanooga-internal.data.socrata.com","map","Median household income over the past 12 months by tract. Data provided by ACS.","2019-05-08T09:09:00.000","2019-05-08T09:02:00.000",,,"Ryan Wedell","76k4-ifet",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/4kac-23qm.json","official",,,"As Needed","Other","opendata@chattanooga.gov","High Performing Government",
"4p5q-q8xv_20190531","Test Public","https://chattanooga-internal.data.socrata.com/d/4p5q-q8xv","Yes","4p5q-q8xv","2019-05-31T00:00:00.000","2","0","0","0","false",,"chattanooga-internal.data.socrata.com","story",,"2019-05-20T13:27:00.000","2019-05-20T13:27:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/4p5q-q8xv.json","official",,,,,,,
"4pav-6z6q_20190531","Solid Waste Performance","https://chattanooga-internal.data.socrata.com/d/4pav-6z6q","No","4pav-6z6q","2019-05-31T00:00:00.000","329","14","0","0","false",,"chattanooga-internal.data.socrata.com","story",,"2019-04-25T14:04:00.000","2019-04-25T14:04:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/4pav-6z6q.json","official",,,,,,,
"4pry-z7gb_20190531","Traffic Signals","https://chattanooga-internal.data.socrata.com/d/4pry-z7gb","No","4pry-z7gb","2019-05-31T00:00:00.000","2","0","0","0","false",,"chattanooga-internal.data.socrata.com","dataset","Location of traffic signals within Chattanooga","2019-04-23T14:38:00.000","2019-04-23T14:42:00.000","Transportation",,"Tim Moreland","iiwc-mbju","kcomstock@chattanooga.gov","Public Domain U.S. Government","published",,,"CDOT",,"https://chattanooga-internal.data.socrata.com/resource/4pry-z7gb.json","official","Kevin Comstock","Private Only - Shared with specific teams and individuals","As Needed","Transportation","opendata@chattanooga.gov","Safer Streets","kcomstock@chattanooga.gov"
"4t9s-vx5f_20190531","Chattanooga Fire Department","https://chattanooga-internal.data.socrata.com/d/4t9s-vx5f","No","4t9s-vx5f","2019-05-31T00:00:00.000","450","7","0","0","false",,"chattanooga-internal.data.socrata.com","story",,"2019-02-14T09:04:00.000","2019-02-14T09:04:00.000","Public Safety",,"Jeff Soder - Fire","th65-wmdd",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/4t9s-vx5f.json","official","socrata","Public - Ability to be shared with general public","Daily","Fire","opendata@chattanooga.gov","Safer Streets","socrata@chattanooga.gov"
"4uce-i79h_20190531","2017 Tracts - Unemployment Rate","https://chattanooga-internal.data.socrata.com/d/4uce-i79h","Yes","4uce-i79h","2019-05-31T00:00:00.000","4","0","0","0","true","jzcr-gkvp","chattanooga-internal.data.socrata.com","map","Unemployment rate for 2017 by census tract. Data from ACS survey.","2019-05-08T09:42:00.000","2019-05-06T13:13:00.000",,,"Ryan Wedell","76k4-ifet",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/4uce-i79h.json","official",,,"As Needed","Other","opendata@chattanooga.gov","High Performing Government",
"2fvt-etki_20190531","Code Enforcement - Violations","https://chattanooga-internal.data.socrata.com/d/2fvt-etki","No","2fvt-etki","2019-05-31T00:00:00.000","110","0","8","0","false",,"chattanooga-internal.data.socrata.com","dataset","Code violations for the City of Chattanooga","2019-02-11T16:28:00.000","2019-05-30T21:08:00.000",,"code violation","ODEXTRACT","nfms-ud8q",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/2fvt-etki.json","official","Ryan Wedell","Internal - Shared with all city employees","Daily","Economic and Community Development","opendata@chattanooga.gov","Stronger Neighborhoods","rwedell@chattanooga.gov"
"52k3-sebu_20190531","Annualized Retirement Turnover - Full Time","https://chattanooga-internal.data.socrata.com/d/52k3-sebu","No","52k3-sebu","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure",,"2019-05-10T13:58:00.000","2019-05-10T13:58:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/52k3-sebu.json","official",,,,,,,
"55fp-uuwa_20190531","City Court Citations","https://chattanooga-internal.data.socrata.com/d/55fp-uuwa","No","55fp-uuwa","2019-05-31T00:00:00.000","86","0","119","1","false",,"chattanooga-internal.data.socrata.com","dataset","Citations from 2012 to the present.","2019-02-20T09:08:00.000","2019-05-30T20:51:00.000","Public Safety","traffic,citations","ODEXTRACT","nfms-ud8q",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/55fp-uuwa.json","official","Socrata","Public - Ability to be shared with general public","Daily","Police","opendata@chattanooga.gov","Safer Streets","socrata@chattanooga.gov"
"57gz-kqn4_20190531","""Big 3"" Injuries by Day of Week","https://chattanooga-internal.data.socrata.com/d/57gz-kqn4","No","57gz-kqn4","2019-05-31T00:00:00.000","10","0","0","0","true","tm4p-s7d5","chattanooga-internal.data.socrata.com","chart",,"2019-02-13T14:30:00.000","2019-02-19T09:32:00.000",,,"tcofer","ism3-jnjg",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/57gz-kqn4.json","official",,,,,,,
"5azw-62ji_20190531","Code Violations By Type - Tyler Yount","https://chattanooga-internal.data.socrata.com/d/5azw-62ji","No","5azw-62ji","2019-05-31T00:00:00.000","18","0","0","0","true","2fvt-etki","chattanooga-internal.data.socrata.com","chart","Code violations for the City of Chattanooga","2019-04-25T09:53:00.000","2019-05-30T21:08:00.000",,,"TylerYount","krw7-fne6",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/5azw-62ji.json","official",,,"Daily","Economic and Community Development","opendata@chattanooga.gov","Stronger Neighborhoods",
"5c2k-2se8_20190531","Annualized Turnover by Quarter - Full Time","https://chattanooga-internal.data.socrata.com/d/5c2k-2se8","No","5c2k-2se8","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure",,"2019-05-01T08:20:00.000","2019-05-01T08:20:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/5c2k-2se8.json","official",,,,,,,
"5hyh-36qc_20190531","Building Fires","https://chattanooga-internal.data.socrata.com/d/5hyh-36qc","No","5hyh-36qc","2019-05-31T00:00:00.000","0","0","0","0","false",,"chattanooga-internal.data.socrata.com","measure",,"2019-05-09T10:01:00.000","2019-05-09T10:01:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/5hyh-36qc.json","official",,,,,,,
"5kf8-egh4_20190531","View based on View based on Work Orders","https://chattanooga-internal.data.socrata.com/d/5kf8-egh4","No","5kf8-egh4","2019-05-31T00:00:00.000","1","0","0","0","true","iyw5-zs5s","chattanooga-internal.data.socrata.com","filter",,"2019-02-13T11:11:00.000","2019-05-30T21:21:00.000","Public Works",,"Shweta Gupta","t72f-vugt",,,"unpublished",,,,,"https://chattanooga-internal.data.socrata.com/resource/5kf8-egh4.json","official",,,,,,,
"5mf9-fu6x_20190531","Chattanooga SCGC Education Plan","https://chattanooga-internal.data.socrata.com/d/5mf9-fu6x","No","5mf9-fu6x","2019-05-31T00:00:00.000","138","0","0","0","false",,"chattanooga-internal.data.socrata.com","story",,"2019-02-13T11:01:00.000","2019-02-13T11:01:00.000",,,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/5mf9-fu6x.json","official",,,,,,,
"7i2f-hshe_20190531","View based on 311 Service Requests","https://chattanooga-internal.data.socrata.com/d/7i2f-hshe","No","7i2f-hshe","2019-05-31T00:00:00.000","2","0","0","0","true","vfem-a47f","chattanooga-internal.data.socrata.com","filter",,"2019-02-14T13:45:00.000","2019-05-31T00:30:00.000",,,"Amy Famiglietta","p2qh-8npg",,,"unpublished",,,,,"https://chattanooga-internal.data.socrata.com/resource/7i2f-hshe.json","official",,,,,,,
"5q2k-p4vn_20190531","2017 Median Income","https://chattanooga-internal.data.socrata.com/d/5q2k-p4vn","Yes","5q2k-p4vn","2019-05-31T00:00:00.000","2","0","0","0","false",,"chattanooga-internal.data.socrata.com","dataset","Median income by tract in the past 12 months. Data from ACS 2017.","2019-05-10T09:24:00.000","2019-05-10T09:26:00.000","Economy","census","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/5q2k-p4vn.json","official","Ryan Wedell","Public - Ability to be shared with general public","As Needed","Other","opendata@chattanooga.gov","High Performing Government","rwedell@chattanooga.gov"
"5qeq-b2i5_20190531","Fire Incidents FY19 Less than 10 Minutes","https://chattanooga-internal.data.socrata.com/d/5qeq-b2i5","No","5qeq-b2i5","2019-05-31T00:00:00.000","7","0","0","0","true","3pmf-yeyr","chattanooga-internal.data.socrata.com","filter",,"2019-02-28T16:14:00.000","2019-05-30T20:13:00.000","Public Safety",,"Andrew Sevigny","t226-dtne",,,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/5qeq-b2i5.json","official","socrata","Internal - Shared with all city employees","Daily","Fire","opendata@chattanooga.gov","Safer Streets","socrata@chattanooga.gov"
"5sp8-q5st_20190531","Parcels Violation Count","https://chattanooga-internal.data.socrata.com/d/5sp8-q5st","No","5sp8-q5st","2019-05-31T00:00:00.000","28","0","0","0","false",,"chattanooga-internal.data.socrata.com","dataset","Parcels with number of violations associated with that parcel joined","2019-04-18T11:41:00.000","2019-04-18T12:52:00.000",,"parcel,violation","ODEXTRACT","nfms-ud8q","rwedell@chattanooga.gov",,"published",,,,,"https://chattanooga-internal.data.socrata.com/resource/5sp8-q5st.json","official","Ryan Wedell","Internal - Shared with all city employees","As Needed","Other","opendata@chattanooga.gov","High Performing Government","rwedell@chattanooga.gov"
