"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"20-012988","2020-10-01T13:03:08.000","Red","445 Arcing  shorted electrical equipment","400","Hazardous Condition (no fire)","Non-Fire Call","2626",,"WALKER","RD","Chattanooga",,,,,"SQUAD 7","OUT","701 B","Station 701","1.83","5.92","7.75","N","35.05652755651078","-85.13274045886354","POINT (-85.13274045886354 35.05652755651078)","N","2020-10-01T13:10:53.000","2020-10-01T13:03:08.000","4"
"21-009922","2021-06-17T06:29:02.000","Red","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"HIXSON","PIKE","Hamilton County",,,,,"ENGINE 11","IN","1101","Station 11","0.97","6.13","7.1","Y",,,,"Y","2021-06-17T06:36:08.000","2021-06-17T06:29:02.000",
"21-013605","2021-08-10T15:02:29.000","Red","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"CENTRAL","AVE","Chattanooga","0","0","0","0","ENGINE 9","OUT","1401","Station 14","1.03","5.42","6.45","Y",,,,"Y","2021-08-10T15:08:56.000","2021-08-10T15:02:29.000",
"21-009040","2021-06-04T11:13:15.000","Blue","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","230","N","HIGHLAND PARK","AVE","Chattanooga",,,,,"LADDER 5","IN","501","Station 5",,"0.0","0.0","N","35.040883626515715","-85.27839800303248","POINT (-85.27839800303248 35.040883626515715)","N","2021-06-04T11:19:34.000","2021-06-04T11:19:34.000","8"
"20-016123","2020-11-27T17:42:34.000","Blue","113 Cooking fire  confined to container","100","Fire","Fire Call","275",,"CROLL","CT","Chattanooga",,,,,"QUINT 1","OUT","1402","Station 14","1.52","4.15","5.67","N","35.01121846623733","-85.31073197798294","POINT (-85.31073197798294 35.01121846623733)","N","2020-11-27T17:48:14.000","2020-11-27T17:42:34.000","7"
"21-017195","2021-09-29T09:36:24.000","Blue","412 Gas leak (natural gas or LPG)","400","Hazardous Condition (no fire)","Non-Fire Call","9010",,"IGOU GAP","RD","Chattanooga",,,,,"SQUAD 7","OUT","2101","Station 21","1.82","10.18","12.0","N",,,,"N","2021-09-29T10:40:21.000","2021-09-29T10:28:21.000",
"20-017389","2020-12-22T08:19:46.000","Blue","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1776",,"STONES REST","CIR","Chattanooga","0","0","0","0","SQUAD 7","OUT","2101","Station 21","1.73","8.38","10.12","Y","35.01280403566855","-85.12859845060633","POINT (-85.12859845060633 35.01280403566855)","Y","2020-12-22T08:29:53.000","2020-12-22T08:19:46.000","4"
"20-000884","2020-01-18T21:03:54.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","233",,"CROLL","CT","Chattanooga","0","0","0","0","QUINT 14","IN","1402","Station 14","0.9","3.4","4.3","Y","35.01167737910356","-85.3114311607479","POINT (-85.3114311607479 35.01167737910356)","Y","2020-01-18T21:08:12.000","2020-01-18T21:03:54.000","7"
"21-004387","2021-03-23T02:31:25.000","Red","735 Alarm system sounded due to malfunction","700","False Alarm & False Call","Non-Fire Call","201",,"POWER","ALY","Chattanooga","0","0","0","0","ENGINE 12","OUT","101 B","Station 101","1.82","4.52","6.33","Y","35.054088165376655","-85.31339461147134","POINT (-85.31339461147134 35.054088165376655)","N","2021-03-23T02:37:45.000","2021-03-23T02:31:25.000","7"
"20-015496","2020-11-16T07:50:08.000","Blue","444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","3300",,"CAMPBELL","ST","Chattanooga","0","0","0","0","ENGINE 4","IN","406","Station 4","0.72","6.18","6.9","Y","35.072372980161695","-85.24102816024347","POINT (-85.24102816024347 35.072372980161695)","Y","2020-11-16T07:57:02.000","2020-11-16T07:50:08.000","5"
"21-008930","2021-06-03T08:39:44.000","Red","730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","350",,"LOOKOUT HIGH","ST","Chattanooga",,,,,"QUINT 3","IN","301","Station 3","1.2",,,"N","35.03346245423021","-85.36555048964262","POINT (-85.36555048964262 35.03346245423021)","N","1800-01-01T00:00:00.000","2021-06-03T08:39:44.000","1"
"20-011897","2020-09-10T18:21:51.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1591",,"BROAD","ST","Chattanooga",,,,,"SQUAD 1","OUT","103 B","Station 103","1.75","1.5","3.25","N","35.03670770894974","-85.31250452663302","POINT (-85.31250452663302 35.03670770894974)","Y","2020-09-10T18:25:06.000","2020-09-10T18:21:51.000","7"
"20-001553","2020-01-31T04:50:01.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","926",,"OAK","ST","Chattanooga",,,,,"LADDER 1","OUT","203","Station 1","1.55","3.73","5.28","Y","35.043259498831794","-85.29168936001814","POINT (-85.29168936001814 35.043259498831794)","N","2020-01-31T04:55:18.000","2020-01-31T04:50:01.000","8"
"21-022003","2021-12-12T20:06:12.000","Blue","412 Gas leak (natural gas or LPG)","400","Hazardous Condition (no fire)","Non-Fire Call","0",,"GUNBARREL","RD","Chattanooga",,,,,"LADDER 5","OUT","2101","Station 21","1.67","16.47","18.13","N",,,,"Y","2021-12-12T20:24:20.000","2021-12-12T20:06:12.000",
"21-006759","2021-04-30T05:55:22.000","Green","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","9000",,"LEE","HWY","Hamilton County","0","0","0","0","LADDER 7","OUT","TRI-COMM FD 23-4 CH","Station TRI-COMM FD 23-4","2.15",,,"N",,,,"N","1800-01-01T00:00:00.000","2021-04-30T05:55:22.000",
"22-002522","2022-02-11T10:54:42.000","Blue","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","900",,"CHESTNUT","ST","Chattanooga","0","0","0","0","LADDER 1","OUT","101 B","Station 101","0.58","4.6","5.18","Y",,,,"Y","2022-02-11T10:59:53.000","2022-02-11T10:54:42.000",
"22-012117","2022-07-08T00:25:39.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1100",,"CARTER","ST","Chattanooga",,,,,"SQUAD 13","OUT","101 B","Station 101","0.02",,,"N","35.04352977219748","-85.3120735067344","POINT (-85.3120735067344 35.04352977219748)","N","1800-01-01T00:00:00.000","2022-07-08T00:25:39.000","7"
"20-015671","2020-11-19T10:37:00.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1900",,"VANCE","AVE","Chattanooga",,,,,"SQUAD 1","OUT","504","Station 5","1.68",,,"N","35.030848288389045","-85.2773519652912","POINT (-85.2773519652912 35.030848288389045)","N","1800-01-01T00:00:00.000","2020-11-19T10:37:00.000","9"
"21-022023","2021-12-13T08:56:37.000","Green","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","2932",,"ADDISON","RD","Chattanooga",,,,,"LADDER 7","OUT","404","Station 4","0.95",,,"N","35.07995932068205","-85.22882855617179","POINT (-85.22882855617179 35.07995932068205)","N","1800-01-01T00:00:00.000","2021-12-13T08:56:37.000","9"
"21-008912","2021-06-02T20:30:42.000","Blue","733 Smoke detector activation due to malfunction","700","False Alarm & False Call","Non-Fire Call","827","N","GERMANTOWN","RD","Chattanooga",,,,,"ENGINE 5","OUT","1506","Station 15","1.82",,,"N","35.036103012622384","-85.24007999884735","POINT (-85.24007999884735 35.036103012622384)","N","1800-01-01T00:00:00.000","2021-06-02T20:30:42.000","9"
"21-019474","2021-11-03T12:04:27.000","Red","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","9469",,"BRADMORE","LN","Chattanooga",,,,,"QUINT 6","OUT","TRI-COMM FD 23-4 CH","Station TRI-COMM FD 23-4","0.98",,,"N","35.08279722728895","-85.05449825131795","POINT (-85.05449825131795 35.08279722728895)","N","1800-01-01T00:00:00.000","2021-11-03T12:04:27.000","6"
"21-022258","2021-12-16T20:41:07.000","Red","554 Assist invalid","500","Service Call","Non-Fire Call","0",,"PALMETTO","ST","Chattanooga","0","0","0","0","SQUAD 1","OUT","203","Station 1","1.43","5.65","7.08","Y",,,,"Y","2021-12-16T20:48:12.000","2021-12-16T20:41:07.000",
"22-006918","2022-04-20T18:28:12.000","Green","154 Dumpster or other outside trash receptacle fir","100","Fire","Fire Call","0",,"JOHNSON","ST","Chattanooga",,,,,"QUINT 14","OUT","201 A","Station 201","1.18",,,"N","35.035757893557886","-85.30521615466736","POINT (-85.30521615466736 35.035757893557886)","N","1800-01-01T00:00:00.000","2022-04-20T18:29:40.000","8"
"22-002768","2022-02-15T08:42:45.000","Red","111 Building fire","100","Fire","Fire Call","5922",,"HIXSON","PIKE","Chattanooga",,,,,"SQUAD 7","OUT","1101","Station 11",,,,"N","35.14864656889886","-85.207427760505","POINT (-85.207427760505 35.14864656889886)","N","1800-01-01T00:00:00.000","2022-02-15T08:51:58.000","3"
"21-012563","2021-07-25T09:42:45.000","Red","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1640",,"HILLCREST","RD","Chattanooga",,,,,"LADDER 1","OUT","1201","Station 12","1.08",,,"N","35.07043499633364","-85.28456027807081","POINT (-85.28456027807081 35.07043499633364)","N","1800-01-01T00:00:00.000","2021-07-25T09:42:45.000","2"
"22-000611","2022-01-10T20:25:43.000","Red","622  No incident found on arrival at dispatch addr","600","Good Intent Call","Non-Fire Call","0",,"CENTRAL","AVE","Chattanooga","0","0","0","0","ENGINE 5","OUT","203","Station 1","0.82","3.78","4.6","Y",,,,"Y","2022-01-10T20:30:19.000","2022-01-10T20:25:43.000",
"21-022107","2021-12-14T13:54:37.000","Red","652 Steam  vapor  fog or dust thought to be smoke","600","Good Intent Call","Non-Fire Call","0",,"CHESTNUT","ST","Chattanooga",,,,,"QUINT 1","OUT","101 B","Station 101","1.17",,,"N",,,,"N","1800-01-01T00:00:00.000","2021-12-14T13:54:37.000",
"21-018475","2021-10-18T10:22:56.000","Green","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","319",,"WALNUT","ST","Chattanooga",,,,,"QUINT 10","IN","101 B","Station 101","1.67",,,"N","35.05328131326489","-85.30759701375328","POINT (-85.30759701375328 35.05328131326489)","N","1800-01-01T00:00:00.000","2021-10-18T10:22:56.000","7"
"20-015135","2020-11-09T09:07:59.000","Blue","531 Smoke or odor removal","500","Service Call","Non-Fire Call","541",,"VINE","ST","Chattanooga",,,,,"ENGINE 15","OUT","102 UTC X","Station 102 UTC","1.47",,,"N","35.048752658042986","-85.30178849035076","POINT (-85.30178849035076 35.048752658042986)","N","1800-01-01T00:00:00.000","2020-11-09T09:07:59.000","7"
"22-014420","2022-08-10T15:02:42.000","Blue","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","2525",,"DE SALES","AVE","Chattanooga",,,,,"ENGINE 4","IN","408","Station 4","1.48",,,"N","35.04170721983293","-85.2606661834966","POINT (-85.2606661834966 35.04170721983293)","N","1800-01-01T00:00:00.000","2022-08-10T15:02:42.000","9"
"21-006244","2021-04-21T19:51:56.000","Green","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","2000",,"GUNBARREL","RD","Chattanooga","0","0","0","0","QUINT 8","OUT","2101","Station 21","0.25",,,"N","35.03030716357795","-85.15505844167144","POINT (-85.15505844167144 35.03030716357795)","N","1800-01-01T00:00:00.000","2021-04-21T19:51:56.000","4"
"21-022170","2021-12-15T15:41:18.000","Green","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","8600",,"OOLTEWAH HARRISON","RD","Hamilton County",,,,,"QUINT 6","OUT","TRI-COMM FD 23-4 CH","Station TRI-COMM FD 23-4","0.7",,,"N","35.08618843576149","-85.08219536287326","POINT (-85.08219536287326 35.08618843576149)","N","1800-01-01T00:00:00.000","2021-12-15T15:41:18.000","6"
"22-000416","2022-01-07T15:20:10.000","Green","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","31",,"MYRTLE","AVE","Chattanooga","0","0","0","0","SQUAD 20","OUT","2001","Station 20","0.83",,,"N","35.021507847044276","-85.37313158254246","POINT (-85.37313158254246 35.021507847044276)","N","1800-01-01T00:00:00.000","2022-01-07T15:20:10.000","1"
"21-000032","2021-01-01T12:45:51.000","Red","744 Detector activation  no fire - unintentional","700","False Alarm & False Call","Non-Fire Call","7511",,"SHALLOWFORD","RD","Chattanooga",,,,,"QUINT 8","OUT","802 B","Station 802","0.95","5.82","6.77","Y","35.03887094585017","-85.14323295638579","POINT (-85.14323295638579 35.03887094585017)","Y","2021-01-01T12:52:37.000","2021-01-01T12:45:51.000","4"
"22-000824","2022-01-14T14:25:07.000","Red","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"BROWNS FERRY","RD","Chattanooga",,,,,"QUINT 3","IN","301","Station 3","1.17","5.12","6.28","N",,,,"N","2022-01-14T14:32:30.000","2022-01-14T14:26:13.000",
"21-019795","2021-11-08T12:45:13.000","Red","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","727","E","11TH","ST","Chattanooga",,,,,"QUINT 17","OUT","203","Station 1","1.32",,,"N","35.040477319717496","-85.29989175219731","POINT (-85.29989175219731 35.040477319717496)","N","1800-01-01T00:00:00.000","2021-11-08T12:45:13.000","8"
"21-000402","2021-01-08T22:18:47.000","Red","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0","N","TERRACE",,"Chattanooga","0","0","0","0","SQUAD 13","OUT","1306","Station 13","0.87","2.57","3.43","Y",,,,"Y","2021-01-08T22:22:13.000","2021-01-08T22:18:47.000",
"22-000829","2022-01-14T15:53:48.000","Red","600 Good intent call  other","600","Good Intent Call","Non-Fire Call","0",,"ELDER MOUNTAIN","RD","Chattanooga",,,,,"QUINT 3","IN","301","Station 3",,,,"N",,,,"N","1800-01-01T00:00:00.000","2022-01-14T15:56:57.000",
"20-008342","2020-06-28T13:17:25.000","Green","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","808",,"MERONEY","ST","Chattanooga","0","0","0","0","ENGINE 12","IN","1202 A","Station 1202","0.33","1.73","2.07","Y","35.07308786138251","-85.30697809116263","POINT (-85.30697809116263 35.07308786138251)","Y","2020-06-28T13:19:29.000","2020-06-28T13:17:25.000","2"
"21-009243","2021-06-07T09:57:00.000","Green","733 Smoke detector activation due to malfunction","700","False Alarm & False Call","Non-Fire Call","2100",,"HAMILTON PLACE","BLVD","Chattanooga",,,,,"LADDER 7","OUT","802 B","Station 802","1.3",,,"N","35.033806242239784","-85.1596046388492","POINT (-85.1596046388492 35.033806242239784)","N","1800-01-01T00:00:00.000","2021-06-07T09:57:00.000","4"
"22-012117","2022-07-08T00:25:39.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1100",,"CARTER","ST","Chattanooga",,,,,"ENGINE 15","OUT","101 B","Station 101","1.18",,,"N","35.04352977219748","-85.3120735067344","POINT (-85.3120735067344 35.04352977219748)","N","1800-01-01T00:00:00.000","2022-07-08T00:25:39.000","7"
"20-003268","2020-03-03T10:05:20.000","Green","744 Detector activation  no fire - unintentional","700","False Alarm & False Call","Non-Fire Call","1826",,"REGGIE WHITE","BLVD","Chattanooga","0","0","0","0","ENGINE 5","OUT","103 B","Station 103","1.13",,,"N","35.03661972143838","-85.31665009504123","POINT (-85.31665009504123 35.03661972143838)","N","1800-01-01T00:00:00.000","2020-03-03T10:05:20.000","7"
"20-003318","2020-03-04T11:07:31.000","Blue","735 Alarm system sounded due to malfunction","700","False Alarm & False Call","Non-Fire Call","3600","N","HAWTHORNE","ST","Chattanooga",,,,,"QUINT 19","OUT","1003","Station 10","1.85",,,"N","35.08119191894012","-85.25079536727813","POINT (-85.25079536727813 35.08119191894012)","N","1800-01-01T00:00:00.000","2020-03-04T11:07:31.000","8"
"21-003968","2021-03-16T20:43:45.000","Green","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"BRAINERD","RD","Chattanooga",,,,,"SQUAD 13","OUT","1302 A","Station 1302","1.17","2.8","3.97","Y",,,,"N","2021-03-16T20:47:43.000","2021-03-16T20:43:45.000",
"20-010607","2020-08-13T17:07:18.000","Blue","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","108",,"MOCCASIN BEND","RD","Chattanooga",,,,,"LADDER 5","OUT","1204 A","Station 1204","1.27","11.67","12.93","N","35.02467311751288","-85.33153894788146","POINT (-85.33153894788146 35.02467311751288)","N","2020-08-13T17:20:14.000","2020-08-13T17:07:18.000","1"
"20-007137","2020-06-03T08:03:25.000","Green","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1100","S","HIGHLAND PARK","AVE","Chattanooga","0","0","0","0","LADDER 1","OUT","504","Station 5","0.6",,,"N","35.030755825408704","-85.28368905087395","POINT (-85.28368905087395 35.030755825408704)","N","1800-01-01T00:00:00.000","2020-06-03T08:03:25.000","8"
"20-009078","2020-07-13T06:13:28.000","Blue","735 Alarm system sounded due to malfunction","700","False Alarm & False Call","Non-Fire Call","3661",,"BRAINERD","RD","Chattanooga",,,,,"ENGINE 9","OUT","1304 A","Station 1304","0.53",,,"N","35.023560447998626","-85.24424722106922","POINT (-85.24424722106922 35.023560447998626)","N","1800-01-01T00:00:00.000","2020-07-13T06:13:28.000","5"
"20-003275","2020-03-03T14:29:33.000","Green","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","8740",,"EAST BRAINERD","RD","Hamilton County","0","0","0","0","QUINT 21","IN","2101","Station 21","0.13","4.45","4.58","Y",,,,"Y","2020-03-03T14:34:08.000","2020-03-03T14:29:33.000",
"21-019138","2021-10-29T04:59:50.000","Green","730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","4120",,"JERSEY","PIKE","Chattanooga",,,,,"QUINT 8","OUT","601 B","Station 601","1.68",,,"N","35.059860196739955","-85.19623122498334","POINT (-85.19623122498334 35.059860196739955)","N","1800-01-01T00:00:00.000","2021-10-29T04:59:50.000","6"
"22-014420","2022-08-10T15:02:42.000","Blue","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","2525",,"DE SALES","AVE","Chattanooga",,,,,"ENGINE 5","OUT","408","Station 4","2.0",,,"N","35.04170721983293","-85.2606661834966","POINT (-85.2606661834966 35.04170721983293)","N","1800-01-01T00:00:00.000","2022-08-10T15:02:42.000","9"
"22-014420","2022-08-10T15:02:42.000","Blue","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","2525",,"DE SALES","AVE","Chattanooga",,,,,"ENGINE 9","OUT","408","Station 4","1.43",,,"N","35.04170721983293","-85.2606661834966","POINT (-85.2606661834966 35.04170721983293)","N","1800-01-01T00:00:00.000","2022-08-10T15:02:42.000","9"
"22-014420","2022-08-10T15:02:42.000","Blue","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","2525",,"DE SALES","AVE","Chattanooga",,,,,"LADDER 5","OUT","408","Station 4","2.22",,,"N","35.04170721983293","-85.2606661834966","POINT (-85.2606661834966 35.04170721983293)","N","1800-01-01T00:00:00.000","2022-08-10T15:02:42.000","9"
"21-013544","2021-08-09T18:08:42.000","Green","444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","0",,"HWY 27 NB @ HWY 153 - ON","RAMP","Chattanooga","0","0","0","0","ENGINE 22","IN","2205","Station 22","1.33","3.6","4.93","Y",,,,"Y","2021-08-09T18:13:38.000","2021-08-09T18:08:42.000",
"20-010836","2020-08-18T15:50:21.000","Blue","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","434",,"CHESTNUT","ST","Chattanooga",,,,,"LADDER 1","OUT","101 B","Station 101","1.28","4.52","5.8","N","35.051137977029846","-85.31147419193563","POINT (-85.31147419193563 35.051137977029846)","N","2020-08-18T15:56:09.000","2020-08-18T15:50:21.000","7"
"21-020893","2021-11-25T15:13:54.000","Green","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","3563",,"ENCLAVE BAY","DR","Chattanooga",,,,,"LADDER 1","OUT","1601","Station 16","1.03",,,"N","35.092269890108575","-85.27713328006118","POINT (-85.27713328006118 35.092269890108575)","N","1800-01-01T00:00:00.000","2021-11-25T15:13:54.000","2"
"20-015154","2020-11-09T15:46:29.000","Blue","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2277",,"SHALLOWFORD","RD","Chattanooga","0","0","0","0","QUINT 8","OUT","802 B","Station 802","1.18","4.05","5.23","Y",,,,"Y","2020-11-09T15:51:43.000","2020-11-09T15:46:29.000",
"20-015152","2020-11-09T14:59:23.000","Blue","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"EAST BRAINERD","RD","Chattanooga","0","0","0","0","QUINT 21","OUT","1306","Station 13","1.52","3.82","5.33","Y",,,,"Y","2020-11-09T15:04:43.000","2020-11-09T14:59:23.000",
"21-021342","2021-12-02T18:35:05.000","Green","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"HWY 153 @ NB AMNICOLA SB OFF","RAMP","Chattanooga",,,,,"SQUAD 13","OUT","EAST RIDGE FD 2T","Station EAST RIDGE FD","1.5",,,"N",,,,"N","1800-01-01T00:00:00.000","2021-12-02T18:37:57.000",
