"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"18-009720","2018-07-01T09:09:30.000","Blue","733 Smoke detector activation due to malfunction","700","False Alarm & False Call","Non-Fire Call","2333",,"MCCALLIE","AVE","Chattanooga",,,,,"ENGINE 5","IN","503","Station 5","0.68","3.02","3.7","Y","35.03355876218445","-85.26828669269781","POINT (-85.268286692698 35.033558762184)","N","2018-07-01T09:13:12.000","2018-07-01T09:09:30.000","9"
"18-009721","2018-07-01T09:31:49.000","Blue","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","1201",,"BOYNTON","DR","Chattanooga",,,,,"QUINT 1","OUT",,"Station 101","1.45","3.2","4.65","Y","35.04555511511172","-85.32000576218303","POINT (-85.320005762183 35.045555115112)","N","2018-07-01T09:36:28.000","2018-07-01T09:31:49.000","7"
"18-009722","2018-07-01T09:40:16.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","739",,"ASHLAND","TER","Chattanooga","0","0","0","0","QUINT 16","IN",,"Station 1602","1.02","3.83","4.85","Y","35.11635709058906","-85.27530822153717","POINT (-85.275308221537 35.116357090589)","Y","2018-07-01T09:45:07.000","2018-07-01T09:40:16.000","2"
"18-009723","2018-07-01T10:02:10.000","Blue","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2000",,"BROAD","ST","Chattanooga","0","0","0","0","QUINT 2","OUT",,"Station 201","1.1","3.13","4.23","Y","35.03325923517124","-85.313605159892","POINT (-85.313605159892 35.033259235171)","Y","2018-07-01T10:06:24.000","2018-07-01T10:02:10.000","7"
"18-009724","2018-07-01T10:43:28.000","Blue","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","5709",,"QUEEN MARY","LN","Chattanooga",,,,,"SQUAD 19","OUT","1101","Station 11","1.18","7.77","8.95","Y","35.11333307620938","-85.2124776369754","POINT (-85.212477636975 35.11333307620901)","N","2018-07-01T10:52:25.000","2018-07-01T10:43:28.000","3"
"18-009725","2018-07-01T11:18:20.000","Blue","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7609",,"HOLIDAY HILLS","DR","Chattanooga","0","0","0","0","SQUAD 7","OUT",,"Station 701","1.3","3.37","4.67","Y","35.07479889310134","-85.1695694688483","POINT (-85.16956946884801 35.074798893101)","Y","2018-07-01T11:23:00.000","2018-07-01T11:18:20.000","5"
"18-009726","2018-07-01T11:23:12.000","Blue","730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","7804",,"EAST BRAINERD","RD","Chattanooga",,,,,"QUINT 21","IN","2101","Station 21","1.67","1.35","3.02","Y","35.00841146348553","-85.15326433077455","POINT (-85.153264330775 35.008411463486)","Y","2018-07-01T11:26:13.000","2018-07-01T11:23:12.000","4"
"18-009727","2018-07-01T11:35:50.000","Blue","622  No incident found on arrival at dispatch addr","600","Good Intent Call","Non-Fire Call","1100",,"AIRPORT","RD","Chattanooga","0","0","0","0","QUINT 6","OUT","1505","Station 15","0.23","3.93","4.17","Y","35.046263401040726","-85.20021723843946","POINT (-85.200217238439 35.046263401041)","Y","2018-07-01T11:40:00.000","2018-07-01T11:35:50.000","5"
"18-009728","2018-07-01T11:59:20.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3536",,"BRAINERD R",,"Chattanooga","0","0","0","0","ENGINE 15","IN","1507","Station 15","0.3","5","5.3","Y",,,,"Y","2018-07-01T12:04:38.000","2018-07-01T11:59:20.000",
"18-009729","2018-07-01T12:04:01.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3801",,"CUMMINGS","HWY","Chattanooga","0","0","0","0","QUINT 3","IN","301","Station 3","1.38","1.27","2.65","Y","35.01895578665236","-85.38431232421006","POINT (-85.38431232421 35.018955786652)","Y","2018-07-01T12:06:40.000","2018-07-01T12:04:01.000","1"
"18-009730","2018-07-01T12:45:30.000","Blue","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","120",,"I-75 NB @ E BRAINERD RD EB - O","RAMP","Chattanooga","0","0","0","0","QUINT 21","OUT","1306","Station 13","0.98","7.25","8.23","Y",,,,"Y","2018-07-01T12:53:44.000","2018-07-01T12:45:30.000",
"18-009731","2018-07-01T13:07:48.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","825",,"RUNYAN","DR","Chattanooga","0","0","0","0","QUINT 17","IN",,"Station 1701","1.12","2.48","3.6","Y","35.10068290141134","-85.32178540560146","POINT (-85.321785405601 35.100682901411)","Y","2018-07-01T13:11:24.000","2018-07-01T13:07:48.000","1"
"18-009732","2018-07-01T13:13:03.000","Blue","715 Local alarm system  malicious false alarm","700","False Alarm & False Call","False Call","1664",,"GREENDALE","WAY","Chattanooga",,,,,"QUINT 19","IN","1903","Station 19","0.98","2.6","3.58","Y","35.127601071422404","-85.24592015818736","POINT (-85.245920158187 35.127601071422)","N","2018-07-01T13:16:38.000","2018-07-01T13:13:03.000","3"
"18-009733","2018-07-01T13:21:00.000","Blue","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","500","W","M L KING","BLVD","Chattanooga",,,,,"QUINT 1","OUT",,"Station 101","1.08","3.38","4.47","Y","35.04809722777891","-85.318226500909","POINT (-85.318226500909 35.048097227779)","N","2018-07-01T13:25:28.000","2018-07-01T13:21:00.000","7"
"18-009734","2018-07-01T13:23:21.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3901",,"HIXSON","PIKE","Chattanooga",,,,,"QUINT 16","IN",,"Station 1602","0.25","3.53","3.78","Y","35.11318841594988","-85.26234242002141","POINT (-85.262342420021 35.11318841595)","N","2018-07-01T13:27:47.000","2018-07-01T13:24:00.000","2"
"18-009735","2018-07-01T14:05:55.000","Blue","554 Assist invalid","500","Service Call","Non-Fire Call","2905",,"CAROUSEL","RD","Chattanooga","0","0","0","0","ENGINE 15","IN","1502","Station 15","1.15","6.42","7.57","Y","35.052811269709984","-85.24448885583872","POINT (-85.244488855839 35.05281126971)","Y","2018-07-01T14:13:29.000","2018-07-01T14:05:55.000","9"
"18-009736","2018-07-01T14:21:32.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2998",,"HARRISON","PIKE","Chattanooga",,,,,"QUINT 6","OUT",,"Station 603","1.93","4.28","6.22","Y","35.08433419006307","-85.22358793696311","POINT (-85.223587936963 35.084334190063)","Y","2018-07-01T14:27:45.000","2018-07-01T14:21:32.000","5"
"18-009737","2018-07-01T15:26:31.000","Blue","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1743",,"MORRIS HILL","RD","Chattanooga","0","0","0","0","QUINT 21","IN","2101","Station 21","1.07","4.92","5.98","Y","35.01275307424794","-85.12699737587266","POINT (-85.126997375873 35.012753074248)","Y","2018-07-01T15:32:30.000","2018-07-01T15:26:31.000","4"
"18-009738","2018-07-01T15:43:57.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3917",,"ST ELMO","AVE","Chattanooga","0","0","0","0","QUINT 14","IN","1402","Station 14","1.2","1.77","2.97","Y","35.009689565841235","-85.3281975834046","POINT (-85.328197583405 35.009689565841)","Y","2018-07-01T15:46:55.000","2018-07-01T15:43:57.000","7"
"18-009739","2018-07-01T16:10:14.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2100",,"HAMILTON PLACE","BLVD","Chattanooga","0","0","0","0","QUINT 8","OUT",,"Station 802","1.43","4.82","6.25","Y","35.03559201870831","-85.16184456594797","POINT (-85.161844565948 35.035592018708)","Y","2018-07-01T16:16:29.000","2018-07-01T16:10:14.000","4"
"18-009740","2018-07-01T16:11:53.000","Blue","131 Passenger vehicle fire","100","Fire","Fire Call","159",,"PALO VERDE","TER","Chattanooga","0","0","0","0","ENGINE 5","OUT","1508","Station 15","1.55","4.52","6.07","Y","35.032126262024356","-85.25350000658712","POINT (-85.253500006587 35.032126262024)","Y","2018-07-01T16:17:57.000","2018-07-01T16:11:53.000","9"
"18-009741","2018-07-01T16:24:33.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4905",,"HIGHWAY 58",,"Chattanooga","0","0","0","0","QUINT 6","OUT",,"Station 603","1.08","5.33","6.42","Y","35.093131517567876","-85.18046260264644","POINT (-85.180462602646 35.093131517568)","Y","2018-07-01T16:30:58.000","2018-07-01T16:24:33.000","3"
"18-009742","2018-07-01T16:32:30.000","Blue","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","2700",,"PARKWOOD","AVE","Chattanooga",,,,,"ENGINE 4","OUT","503","Station 5","1.78","4","5.78","Y","35.039644142066855","-85.25941614072252","POINT (-85.259416140723 35.039644142067)","N","2018-07-01T16:38:17.000","2018-07-01T16:32:30.000","9"
"18-009743","2018-07-01T16:56:03.000","Blue","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","1314",,"VILLAGE GREEN","DR","Chattanooga","0","0","0","0","ENGINE 11","IN","1102","Station 11","2.32","3.58","5.9","Y","35.15835831972623","-85.20040088493555","POINT (-85.200400884936 35.158358319726)","Y","2018-07-01T17:01:57.000","2018-07-01T16:56:03.000","3"
"18-009746","2018-07-01T17:37:48.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","100",,"CHESTNUT","ST","Chattanooga","0","0","0","0","ENGINE 12","OUT",,"Station 101","2.68","0.95","3.63","Y","35.0560447051701","-85.31187619591022","POINT (-85.31187619591 35.05604470517)","Y","2018-07-01T17:41:26.000","2018-07-01T17:37:48.000","7"
"18-009747","2018-07-01T17:59:08.000","Blue","733 Smoke detector activation due to malfunction","700","False Alarm & False Call","Non-Fire Call","2700",,"PARKWOOD","AVE","Chattanooga",,,,,"ENGINE 5","IN","503","Station 5","1.15","4.2","5.35","Y","35.039644142066855","-85.25941614072252","POINT (-85.259416140723 35.039644142067)","N","2018-07-01T18:04:29.000","2018-07-01T17:59:08.000","9"
"18-009748","2018-07-01T18:09:42.000","Blue","553 Public service","500","Service Call","Non-Fire Call","1512",,"HERITAGE LANDING","DR","Chattanooga","0","0","0","0","ENGINE 12","IN",,"Station 1202","0.55","6.02","6.57","Y","35.05936791271276","-85.28718507052828","POINT (-85.287185070528 35.059367912713)","Y","2018-07-01T18:16:16.000","2018-07-01T18:09:42.000","2"
"18-009750","2018-07-01T19:24:01.000","Blue","323 Motor vehicle/pedestrian accident (MV Ped)","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1949",,"NORTHPOINT","BLVD","Chattanooga","0","0","0","0","SQUAD 19","OUT","1902","Station 19","1.35","2.27","3.62","Y","35.138045798722565","-85.24231537779798","POINT (-85.242315377798 35.138045798723)","Y","2018-07-01T19:27:38.000","2018-07-01T19:24:01.000","3"
"18-009752","2018-07-01T19:33:50.000","Blue","736 CO detector activation due to malfunction","700","False Alarm & False Call","Non-Fire Call","1301",,"MILKY","WAY","Chattanooga","0","0","0","0","QUINT 19","IN","1903","Station 19","0.1","6.07","6.17","Y","35.12292400708191","-85.26087130394752","POINT (-85.26087130394801 35.122924007082)","Y","2018-07-01T19:40:00.000","2018-07-01T19:33:50.000","2"
"18-009753","2018-07-01T19:38:00.000","Blue","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4905",,"HIGHWAY 58",,"Chattanooga","0","0","0","0","QUINT 6","OUT",,"Station 603","1.07","5.98","7.05","Y","35.093131517567876","-85.18046260264644","POINT (-85.180462602646 35.093131517568)","Y","2018-07-01T19:45:03.000","2018-07-01T19:38:00.000","3"
"18-009754","2018-07-01T19:38:52.000","Blue","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"ROSSVILLE","BLVD","Chattanooga","0","0","0","0","QUINT 14","OUT","902","Station 9","0.72","4.67","5.38","Y",,,,"Y","2018-07-01T19:44:15.000","2018-07-01T19:38:52.000",
"18-009755","2018-07-01T20:15:31.000","Blue","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1851",,"SADLER","PL","Chattanooga","0","0","0","0","QUINT 21","IN","2101","Station 21","1.27","4.55","5.82","Y","35.01777837643578","-85.13419999480894","POINT (-85.134199994809 35.017778376436)","Y","2018-07-01T20:21:20.000","2018-07-01T20:15:31.000","4"
"18-009756","2018-07-01T20:46:05.000","Blue","744 Detector activation  no fire - unintentional","700","False Alarm & False Call","Non-Fire Call","2110",,"DODSON","AVE","Chattanooga",,,,,"ENGINE 4","IN","406","Station 4","1.93","0.97","2.9","Y","35.06121133221796","-85.25611177180069","POINT (-85.256111771801 35.061211332218)","Y","2018-07-01T20:48:59.000","2018-07-01T20:46:05.000","9"
"18-009757","2018-07-01T21:52:44.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","700",,"MOCCASIN BEND","RD","Chattanooga","0","0","0","0","ENGINE 12","OUT",,"Station 1701","1.18","6.1","7.28","Y","35.05929876123795","-85.3307868915471","POINT (-85.330786891547 35.059298761238)","Y","2018-07-01T22:00:01.000","2018-07-01T21:52:44.000","1"
"18-009758","2018-07-01T22:07:19.000","Blue","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3858",,"CONAHANEY","TRL","Chattanooga","0","0","0","0","ENGINE 15","IN","1506","Station 15","1.03","4.97","6","Y","35.04685255578527","-85.22627958598363","POINT (-85.226279585984 35.046852555785)","Y","2018-07-01T22:13:19.000","2018-07-01T22:07:19.000","5"
"18-009759","2018-07-01T22:09:52.000","Blue","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","1507",,"EDGEWOOD","CIR","Chattanooga",,,,,"QUINT 16","OUT","1201","Station 12","1.7","5.32","7.02","Y","35.07554083774116","-85.28589437285322","POINT (-85.28589437285301 35.075540837741)","N","2018-07-01T22:16:53.000","2018-07-01T22:09:52.000","2"
"18-009751","2018-07-01T22:28:50.000","Blue","412 Gas leak (natural gas or LPG)","400","Hazardous Condition (no fire)","Non-Fire Call","404",,"TUNNEL","BLVD","Chattanooga",,,,,"ENGINE 15","IN","1506","Station 15","0.68","3.32","4","Y","35.03278520524186","-85.24477254520744","POINT (-85.244772545207 35.032785205242)","N","2018-07-01T19:32:50.000","2018-07-01T19:28:50.000","9"
"18-009760","2018-07-01T23:19:27.000","Blue","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2300",,"WILSON","ST","Chattanooga","0","0","0","0","ENGINE 4","IN","401","Station 4","2.05","3.65","5.7","Y","35.0509152459971","-85.26164555680312","POINT (-85.261645556803 35.050915245997)","Y","2018-07-01T23:25:09.000","2018-07-01T23:19:27.000","8"
"18-009761","2018-07-01T23:22:00.000","Blue","744 Detector activation  no fire - unintentional","700","False Alarm & False Call","Non-Fire Call","7955",,"EAST BRAINERD","RD","Chattanooga","0","0","0","0","QUINT 21","OUT",,"Station","2.38","2.78","5.17","Y","35.00528782905136","-85.15277494884995","POINT (-85.15277494885 35.005287829051)","Y","2018-07-01T23:26:10.000","2018-07-01T23:21:00.000","4"
"18-009762","2018-07-02T00:00:26.000","Green","463 Vehicle accident  general cleanup","400","Hazardous Condition (no fire)","Non-Fire Call","1009","W","39TH","ST","Chattanooga","0","0","0","0","QUINT 14","IN","1402","Station 14","0.07","0.03","0.1","Y","35.00811858511722","-85.32025578959367","POINT (-85.320255789594 35.008118585117)","Y","2018-07-02T00:00:32.000","2018-07-02T00:00:26.000","7"
"18-009764","2018-07-02T03:01:53.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2315",,"GREEN FOREST","LN","Chattanooga","0","0","0","0","ENGINE 15","IN","1503","Station 15","1.48","6.12","7.6","Y","35.05929388085913","-85.23245153507912","POINT (-85.232451535079 35.059293880859)","Y","2018-07-02T03:09:29.000","2018-07-02T03:01:53.000","5"
"18-009765","2018-07-02T04:00:06.000","Green","554 Assist invalid","500","Service Call","Non-Fire Call","2505",,"MARKET","ST","Chattanooga","0","0","0","0","SQUAD 1","OUT",,"Station 201","1.9","3.6","5.5","Y","35.026457558916086","-85.3111463566669","POINT (-85.311146356667 35.026457558916)","Y","2018-07-02T04:05:36.000","2018-07-02T04:00:06.000","7"
"18-009766","2018-07-02T04:40:45.000","Green","554 Assist invalid","500","Service Call","Non-Fire Call","7310",,"STANDIFER GAP","RD","Chattanooga","0","0","0","0","QUINT 8","OUT",,"Station 802","1.22","6.85","8.07","Y","35.05203722708389","-85.14937354416048","POINT (-85.14937354416 35.052037227084)","Y","2018-07-02T04:48:49.000","2018-07-02T04:40:45.000","6"
"18-009767","2018-07-02T05:38:07.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2137",,"MUSEUM","ST","Chattanooga","0","0","0","0","ENGINE 4","IN","407","Station 4","2.33","2.02","4.35","Y","35.0601179011935","-85.25088432912094","POINT (-85.250884329121 35.060117901194)","Y","2018-07-02T05:42:28.000","2018-07-02T05:38:07.000","9"
"18-009768","2018-07-02T05:48:00.000","Green","554 Assist invalid","500","Service Call","Non-Fire Call","500","W","M L KING","BLVD","Chattanooga","0","0","0","0","QUINT 1","OUT",,"Station 101","1.22","6.13","7.35","Y","35.04809722777891","-85.318226500909","POINT (-85.318226500909 35.048097227779)","Y","2018-07-02T05:55:21.000","2018-07-02T05:48:00.000","7"
"18-009769","2018-07-02T06:25:37.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1121",,"GROVE","ST","Chattanooga","0","0","0","0","QUINT 2","OUT",,"Station 101","1.25","3.35","4.6","Y","35.04577543636533","-85.31722461048932","POINT (-85.317224610489 35.045775436365)","Y","2018-07-02T06:30:13.000","2018-07-02T06:25:37.000","7"
"18-009770","2018-07-02T06:39:31.000","Green","154 Dumpster or other outside trash receptacle fir","100","Fire","Fire Call","0",,"ROSSVILLE","BLVD","Chattanooga",,,,,"QUINT 1","OUT","202","Station 1","1.38","3.17","4.55","Y",,,,"N","2018-07-02T06:44:04.000","2018-07-02T06:39:31.000",
"18-009771","2018-07-02T06:54:51.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2062",,"HAMILL","RD","Chattanooga","0","0","0","0","QUINT 19","IN","1901","Station 19",,"3.42","3.42","Y","35.123488041019264","-85.23727878261028","POINT (-85.23727878261 35.123488041019)","Y","2018-07-02T06:59:59.000","2018-07-02T06:56:34.000","3"
"18-009772","2018-07-02T07:22:46.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6911",,"DISCOVERY","DR","Chattanooga",,,,,"SQUAD 7","OUT",,"Station 701",,"0","0","Y","35.0766651376014","-85.1531751782436","POINT (-85.153175178244 35.076665137601)","Y","2018-07-02T07:22:46.000","2018-07-02T07:22:46.000","6"
"18-009773","2018-07-02T08:03:21.000","Green","600 Good intent call  other","600","Good Intent Call","Non-Fire Call","600",,"MARKET","ST","Chattanooga","0","0","0","0","SQUAD 1","OUT",,"Station 101","2.38","4.85","7.23","Y","35.049577568465175","-85.30953561827769","POINT (-85.309535618278 35.049577568465)","Y","2018-07-02T08:10:35.000","2018-07-02T08:03:21.000","7"
"18-009774","2018-07-02T08:06:17.000","Green","323 Motor vehicle/pedestrian accident (MV Ped)","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4401",,"JERSEY","PIKE","Chattanooga","0","0","0","0","QUINT 6","OUT",,"Station 601","0.72","2.78","3.5","Y","35.07373795711176","-85.19033272514767","POINT (-85.190332725148 35.073737957112)","Y","2018-07-02T08:09:47.000","2018-07-02T08:06:17.000","5"
"18-009775","2018-07-02T09:51:19.000","Green","132 Road freight or transport vehicle fire","100","Fire","Fire Call","4639",,"JERSEY","PIKE","Chattanooga",,,,,"QUINT 6","IN","602","Station 6","0.72","4.28","5","Y","35.083846172217264","-85.18479284817572","POINT (-85.184792848176 35.083846172217)","Y","2018-07-02T09:56:19.000","2018-07-02T09:51:19.000","5"
"18-009776","2018-07-02T10:04:42.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","975","E","3RD","ST","Chattanooga",,,,,"QUINT 2","IN","204","Station 1","1.83","3.98","5.82","Y","35.04799022826396","-85.29100632085836","POINT (-85.291006320858 35.047990228264)","N","2018-07-02T10:10:31.000","2018-07-02T10:04:42.000","8"
"18-009777","2018-07-02T10:20:11.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","115",,"PEMBROOK","LN","Chattanooga","0","0","0","0","QUINT 8","OUT","2101","Station 21","1.03","5.02","6.05","Y","35.036523705017714","-85.14395180400506","POINT (-85.143951804005 35.036523705018)","Y","2018-07-02T10:26:14.000","2018-07-02T10:20:11.000","4"
"18-009779","2018-07-02T11:07:33.000","Green","600 Good intent call  other","600","Good Intent Call","Non-Fire Call","959",,"BOYNTON","DR","Chattanooga","0","0","0","0","QUINT 1","OUT",,"Station 101","2.13","5.08","7.22","Y","35.04810427780729","-85.32012790951312","POINT (-85.320127909513 35.048104277807)","Y","2018-07-02T11:14:46.000","2018-07-02T11:07:33.000","7"
"18-009780","2018-07-02T11:29:09.000","Green","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1100",,"HOUSTON","ST","Chattanooga",,,,,"QUINT 1","OUT",,"Station 101","1.32","1.85","3.17","Y","35.042797516691564","-85.30664230755636","POINT (-85.306642307556 35.042797516692)","N","2018-07-02T11:33:05.000","2018-07-02T11:29:55.000","8"
"18-009781","2018-07-02T11:40:02.000","Green","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2166",,"OCOEE","ST","Chattanooga","0","0","0","0","ENGINE 4","IN","402","Station 4","1.58","2.05","3.63","Y","35.05565029728927","-85.2596431325956","POINT (-85.259643132596 35.055650297289)","Y","2018-07-02T11:43:40.000","2018-07-02T11:40:02.000","8"
