"name","st_","street","city","st","postcode","phone","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Ansonia Pharmacy","446","6th Ave","New York","NY","10011",,"MANHATTAN","40.734998","-73.998549","2","3","63","1009507","1005740003","West Village                                                               "
"Anthology Floral Design","1","5th Ave","New York","NY","10003",,"MANHATTAN","40.731913","-73.996587","2","1","59","1008847","1005500022","West Village                                                               "
"Aphrodite Dry Cleaners","22","University Place","New York","NY","10003",,"MANHATTAN","40.731737","-73.994682","2","2","59","1009223","1005660018","West Village                                                               "
"Apple Cafe Bakery ","24","West 8th St","New York","NY","10011","(212) 432-4300","MANHATTAN","40.732665","-73.997344","2","1","63","1008858","1005510022","West Village                                                               "
"Arche Shoes","10","Astor Place","New York","NY","10003",,"MANHATTAN","40.729972","-73.992196","2","2","57","1080094","1005450026","West Village                                                               "
"Argo Tea","75","University Place","New York","NY","10003",,"MANHATTAN","40.733161","-73.993429","2","2","61","1083156","1005620001","West Village                                                               "
"Aria Accessories","2","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729401","-73.989573","3","2","38","1006657","1004630007","East Village                                                               "
"Astor Place Hairstylist","2","Astor Place","New York","NY","10003",,"MANHATTAN","40.730038","-73.992632","2","2","57","1080092","1005450026","West Village                                                               "
"AT&T","745","Broadway","New York","NY","10003",,"MANHATTAN","40.730219","-73.992737","2","1","57","1080855","1005487501","West Village                                                               "
"AT&T Wireless ","484","6th Ave","New York","NY","10011",,"MANHATTAN","40.736126","-73.997727","2","3","63","1009609","1005760001","West Village                                                               "
"Au Bon Pain","58","East 8th St","New York","NY","10003",,"MANHATTAN","40.730988","-73.993372","2","1","59","1008837","1005480028","West Village                                                               "
"B & H Dairy & Vegetarian Food","127","2nd Ave","New York","NY","10003",,"MANHATTAN","40.72836","-73.987852","3","2","38","1006679","1004630031","East Village                                                               "
"B & S Zeeman Wine & Liquor","47","University Place","New York","NY","10003",,"MANHATTAN","40.732404","-73.994083","2","2","59","1009095","1005617502","West Village                                                               "
"Back & Foot Rub Acupuncture","11","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729231","-73.989129","3","2","38","1006758","1004640054","East Village                                                               "
"Back and Foot Rub","35","West 8th St","New York","NY","10011",,"MANHATTAN","40.733068","-73.99825","2","3","63","1009444","1005720061","West Village                                                               "
"Bagel Bob's","51","University Place","New York","NY","10003",,"MANHATTAN","40.732483","-73.994014","2","2","59","1009095","1005617502","West Village                                                               "
"Bagel Café - Ray's Pizza","2","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729401","-73.989573","3","2","38","1006657","1004630007","East Village                                                               "
"Bahr Che","26","Astor Place","New York","NY","10003","(212) 260-2220","MANHATTAN","40.729813","-73.9912","2","2","57","1087152","1005447502","West Village                                                               "
"Bank of America","770","Broadway","New York","NY","10003",,"MANHATTAN","40.730842","-73.991402","2","2","57","1008952","1005540001","West Village                                                               "
"Bank of America ATM","388","6th Ave","New York","NY","10011",,"MANHATTAN","40.733195","-73.999856","2","1","63","1008934","1005530006","West Village                                                               "
"Bank of America ATM","740","Broadway","New York","NY","10003",,"MANHATTAN","40.729884","-73.992993","2","2","57","1080092","1005450026","West Village                                                               "
"Baoguette Café","37","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728747","-73.988","3","2","38","1006748","1004647503","East Village                                                               "
"Bar Six Restaurant","502","6th Ave","New York","NY","10011","(212) 691-1363","MANHATTAN","40.736488","-73.99746","2","3","63","1009611","1005760009","West Village                                                               "
"Barnes & Noble Booksellers","396","6th Ave","New York","NY","10011",,"MANHATTAN","40.733474","-73.999646","2","1","63","1008936","1005530009","West Village                                                               "
"Barney's Hardware","467","6th Ave","New York","NY","10011",,"MANHATTAN","40.735536","-73.998181","2","3","71","1010581","1006070046","West Village                                                               "
"BBQ Restaurant","21-23","West 8th St","New York","NY","10011","(212) 674-4450",,,,,,,,,
"Beauty & Youth Spa","472","6th Ave","New York","NY","10011","(212) 463-0261","MANHATTAN","40.735709","-73.998033","2","3","63","1009563","1005750011","West Village                                                               "
"Beauty & Youth Salon & Spa  ","17","West 8th St","New York","NY","10011","(212) 463-0246","MANHATTAN","40.732624","-73.997204","2","3","63","1009437","1005720052","West Village                                                               "
"Bleu Sur Bleu Hair Salon","35","East 8th St","New York","NY","10003",,"MANHATTAN","40.731443","-73.994407","2","2","59","1009090","1005607501","West Village                                                               "
"BLT Burger","470","6th Ave","New York","NY","10011","(212) 243-8226","MANHATTAN","40.735662","-73.998066","2","3","63","1080142","1005750003","West Village                                                               "
"Boka Restaurant","9","St. Marks Place","New York","NY","10003","(212) 228-2887","MANHATTAN","40.729266","-73.989216","3","2","38","1006759","1004640055","East Village                                                               "
"Bombalulus Kid's Wear","101","West 10th St","New York","NY","10011",,"MANHATTAN","40.734839","-73.998932","2","3","71","1010553","1006060073","West Village                                                               "
"Bonfire Chicken & Burger","404","6th Ave","New York","NY","10011",,"MANHATTAN","40.733768","-73.999434","2","3","63","1009405","1005720002","West Village                                                               "
"Bowlmor Lanes","110","University Place","New York","NY","10003",,"MANHATTAN","40.734284","-73.992495","2","2","61","1009386","1005707503","West Village                                                               "
"Broadway Cleaners","778","Broadway","New York","NY","10003",,"MANHATTAN","40.731418","-73.991705","2","2","57","1008954","1005550001","West Village                                                               "
"Broadway Panhandler","65","East 8th St","New York","NY","10003",,"MANHATTAN","40.730889","-73.993087","2","2","59","1009092","1005607503","West Village                                                               "
"Brown Harris Stevens Real Estate","2","5th Ave","New York","NY","10011",,"MANHATTAN","40.731921","-73.996608","2","1","63","1008850","1005510001","West Village                                                               "
"Bull McCabe's","29","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728896","-73.98835","3","2","38","1006751","1004640045","East Village                                                               "
"Bully's Deli","759","Broadway","New York","NY","10003",,"MANHATTAN","40.730749","-73.992286","2","2","59","1009092","1005607503","West Village                                                               "
"Burger Creations","52","East 8th St","New York","NY","10003","(212) 539-1909","MANHATTAN","40.731086","-73.993606","2","1","59","1008837","1005480028","West Village                                                               "
"C.O. Bigelow Chemists, Inc.","414","6th Ave","New York","NY","10011",,"MANHATTAN","40.733974","-73.999289","2","3","63","1009409","1005720006","West Village                                                               "
"Cafetasia","38","East 8th St","New York","NY","10003","(212) 529-2363","MANHATTAN","40.731408","-73.994368","2","1","59","1008834","1005480012","West Village                                                               "
"Cafetiny Organic Coffee Shop","11","West 8th St","New York","NY","10011","(212) 470-4550","MANHATTAN","40.732528","-73.996973","2","3","63","1009436","1005720049","West Village                                                               "
"Cantor Film Center (NYU)","36","East 8th St","New York","NY","10003",,"MANHATTAN","40.731451","-73.994472","2","1","59","1008834","1005480012","West Village                                                               "
"Capital One Bank","347","6th Ave","New York","NY","10011",,"MANHATTAN","40.731888","-74.000837","2","3","71","1076818","1005920026","West Village                                                               "
"Capital One Bank","21","University Place","New York","NY","10003",,"MANHATTAN","40.731677","-73.994707","2","2","59","1009090","1005607501","West Village                                                               "
"Carlo Marco Studio","136","Waverly Place","New York","NY","10011",,"MANHATTAN","40.733022","-74.000278","2","3","71","1010249","1005920066","West Village                                                               "
"Carnival - 2nd Fl","110","University Place","New York","NY","10003",,"MANHATTAN","40.734284","-73.992495","2","2","61","1009386","1005707503","West Village                                                               "
"Cartridge World","30","West 8th St","New York","NY","10011","(212)677-3796","MANHATTAN","40.73275","-73.997546","2","1","63","1080114","1005510019","West Village                                                               "
"Casey's Flower Studio","1","Greenwich Ave","New York","NY","10011","(212) 243-0906","MANHATTAN","40.733763","-73.999599","2","3","71","1010268","1005930013","West Village                                                               "
"Cash Zone Check Cashing","59","West 8th St","New York","NY","10011","(212) 674-0338","MANHATTAN","40.733238","-73.998651","2","3","63","1009452","1005720073","West Village                                                               "
"Champion Broadway Parking","60","East 8th St","New York","NY","10003","(212) 533-7463","MANHATTAN","40.730886","-73.99313","2","1","57","1080855","1005487501","West Village                                                               "
"Charles Cheriff Galleries Antiques","84","University Place","New York","NY","10003","(212) 675-6131","MANHATTAN","40.733532","-73.993141","2","2","61","1009285","1005690026","West Village                                                               "
"Charlie Mom Chinese Restaurant","464","6th Ave","New York","NY","10011","(212) 807-8585","MANHATTAN","40.735528","-73.998163","2","3","63","1009562","1005750001","West Village                                                               "
"Chase Bank","340","6th Ave","New York","NY","10011",,"MANHATTAN","40.731795","-74.00088","2","1","65","1008868","1005520001","West Village                                                               "
"Chase Bank","785","Broadway","New York","NY","10003",,"MANHATTAN","40.731654","-73.991539","2","2","59","1009099","1005617501","West Village                                                               "
"Chase Bank","32","University Place","New York","NY","10003",,"MANHATTAN","40.731987","-73.994469","2","2","59","1009223","1005660018","West Village                                                               "
"Chase Bank ","26","Astor Place","New York","NY","10003",,"MANHATTAN","40.729813","-73.9912","2","2","57","1087152","1005447502","West Village                                                               "
"Cheeps Pita Creations","129","2nd Ave","New York","NY","10003",,"MANHATTAN","40.728434","-73.987801","3","2","38","1006678","1004630030","East Village                                                               "
"Cherries","18","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729088","-73.988837","3","2","38","1006668","1004630018","East Village                                                               "
"Chipotle Grill","55","East 8th St","New York","NY","10003",,"MANHATTAN","40.731089","-73.993567","2","2","59","1009091","1005607502","West Village                                                               "
"Chipotle Grill","19","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729082","-73.988783","3","2","38","1006754","1004640048","East Village                                                               "
"Cho Cho San Japanese Restaurant","15","West 8th St","New York","NY","10011","(212) 473-3333","MANHATTAN","40.732591","-73.997128","2","3","63","1009436","1005720049","West Village                                                               "
"Ciao for Now","107","West 10th St","New York","NY","10011",,"MANHATTAN","40.734819","-73.999087","2","3","71","1010557","1006060077","West Village                                                               "
"Citarella","424","6th Ave","New York","NY","10011",,"MANHATTAN","40.734331","-73.999033","2","3","63","1009504","1005737502","West Village                                                               "
"Citibank","749","Broadway","New York","NY","10003","(212) 290-7752","MANHATTAN","40.73034","-73.992636","2","1","57","1080855","1005487501","West Village                                                               "
"Citibank ATM","364","6th Ave","New York","NY","10011",,"MANHATTAN","40.732547","-74.000332","2","1","65","1008904","1005527501","West Village                                                               "
"Cohen's Fashion Optical","133","2nd Ave","New York","NY","10003","(212) 254-0246","MANHATTAN","40.72869","-73.987617","3","2","38","1006748","1004647503","East Village                                                               "
"Cohen's Fashion Optical","5","Greenwich Ave","New York","NY","10011","(212) 645-1395","MANHATTAN","40.734045","-73.999661","2","3","71","1010268","1005930013","West Village                                                               "
"Colorful Nails","58","West 8th St","New York","NY","10011","(212) 260-4011","MANHATTAN","40.733313","-73.998874","2","1","63","1077275","1005530011","West Village                                                               "
"Computer Repair & BGP Spy Shop (2nd Fl)","49","West 8th St","New York","NY","10011","(347) 384-3822","MANHATTAN","40.733167","-73.998485","2","3","63","1009447","1005720068","West Village                                                               "
"Cosi","53","East 8th St","New York","NY","10003",,"MANHATTAN","40.731119","-73.993635","2","2","59","1009091","1005607502","West Village                                                               "
"Crown Cleaners","11","West 8th St","New York","NY","10011","(212) 254-2171","MANHATTAN","40.732528","-73.996973","2","3","63","1009436","1005720049","West Village                                                               "
"Crown Jewelers","60","West 8th St","New York","NY","10011","(212) 420-7800","MANHATTAN","40.73334","-73.998939","2","1","63","1077277","1005530011","West Village                                                               "
"Crumbs Bake Shop","37","East 8th St","New York","NY","10003","(212) 673-1500","MANHATTAN","40.731416","-73.994342","2","2","59","1009090","1005607501","West Village                                                               "
"Curry Kitchen","40","West 8th St","New York","NY","10011","(212) 982-2900","MANHATTAN","40.733068","-73.998293","2","1","63","1008940","1005530021","West Village                                                               "
"Custom Care French Cleaners","473","6th Ave","New York","NY","10011",,"MANHATTAN","40.73567","-73.998084","2","3","71","1010578","1006070043","West Village                                                               "
"Cutting Edge Body Art","31","West 8th St","New York","NY","10011","(212) 253-9898","MANHATTAN","40.732851","-73.997738","2","3","63","1009442","1005720059","West Village                                                               "
"CVS","13-19","East 8th St","New York","NY","10003",,,,,,,,,,
"Da' Vinci Shoes","37","West 8th St","New York","NY","10011","(212) 982-9879","MANHATTAN","40.733082","-73.998282","2","3","63","1077923","1005720062","West Village                                                               "
"Dae Sung Caps and Hats","65","West 8th St","New York","NY","10011","(212) 420-9745","MANHATTAN","40.73328","-73.998752","2","3","63","1009404","1005720001","West Village                                                               "
"D'Agostino Supermarket","64","University Place","New York","NY","10003","(212) 674-7101","MANHATTAN","40.732953","-73.993635","2","2","61","1009264","1005680021","West Village                                                               "
"Dashing Diva Nail Salon","41","East 8th St","New York","NY","10003",,"MANHATTAN","40.731361","-73.994213","2","2","59","1009090","1005607501","West Village                                                               "
"David Barton Gym","4","Astor Place","New York","NY","10003",,"MANHATTAN","40.730021","-73.992524","2","2","57","1080094","1005450026","West Village                                                               "
"Desire Restaurant","45","West 8th St","New York","NY","10011","(646)454-9950","MANHATTAN","40.73314","-73.998416","2","3","63","1080138","1005720066","West Village                                                               "
"Devonshire Optical","51","University Place","New York","NY","10003",,"MANHATTAN","40.732483","-73.994014","2","2","59","1009095","1005617502","West Village                                                               "
"Digital Society","60","East 10th St","New York","NY","10003",,"MANHATTAN","40.731882","-73.99182","2","2","59","1009099","1005617501","West Village                                                               "
"Disc-O-Rama","44","West 8th St","New York","NY","10011","(212)206-8417","MANHATTAN","40.733123","-73.99842","2","1","63","1008939","1005530019","West Village                                                               "
"Dog Wash","177","MacDougal St","New York","NY","10011",,"MANHATTAN","40.732783","-73.998142","2","1","63","1077891","1005530026","West Village                                                               "
"Doggie Style, NYC","46","University Place","New York","NY","10003",,"MANHATTAN","40.732431","-73.994086","2","2","59","1009238","1005670019","West Village                                                               "
"Domino's Pizza","16","West 8th St","New York","NY","10011","(212) 353-3100","MANHATTAN","40.732549","-73.997074","2","1","63","1008859","1005510023","West Village                                                               "
"Dots NY","16","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729126","-73.988931","3","2","38","1006667","1004630017","East Village                                                               "
"Downtown Stationers","494","6th Ave","New York","NY","10011",,"MANHATTAN","40.736326","-73.997579","2","3","63","1009609","1005760001","West Village                                                               "
"Dramatics NYC","434","6th Ave","New York","NY","10011",,"MANHATTAN","40.734583","-73.998849","2","3","63","1009454","1005730006","West Village                                                               "
"Duane Reade","378","6th Ave","New York","NY","10011",,"MANHATTAN","40.732986","-74.000011","2","1","63","1008933","1005530001","West Village                                                               "
"Duane Reade","769","Broadway","New York","NY","10003",,"MANHATTAN","40.731084","-73.992004","2","2","59","1009092","1005607503","West Village                                                               "
"Dunkin' Donuts ","406","6th Ave","New York","NY","10011",,"MANHATTAN","40.733809","-73.999405","2","3","63","1009406","1005720003","West Village                                                               "
"East & West Body Works (2nd fl)","406","6th Ave","New York","NY","10011",,"MANHATTAN","40.733809","-73.999405","2","3","63","1009406","1005720003","West Village                                                               "
"East Village Shoe Repair","1","St. Marks Place",,,,,,,,,,,,,
"Economy Foam and Futons","56","West 8th St","New York","NY","10011","(212) 475-4800","MANHATTAN","40.733285","-73.998809","2","1","63","1008937","1005530014","West Village                                                               "
"Eco-Optics","52","University Place","New York","NY","10003","(212) 965-4959","MANHATTAN","40.732563","-73.993971","2","2","59","1009238","1005670019","West Village                                                               "
"Eight Bit and Up Video Games (2nd Fl)","35","St. Marks Place",,,,,,,,,,,,,
"Eighth Street Gifts","46","West 8th St","New York","NY","10011","(212) 260-3712","MANHATTAN","40.733151","-73.998485","2","1","63","1008939","1005530019","West Village                                                               "
"El Cantinero Mexican Restaurant","86","University Place","New York","NY","10003","(212) 255-9378","MANHATTAN","40.733576","-73.993105","2","2","61","1009284","1005690025","West Village                                                               "
"Electric Lady Recording (2nd Fl)","52","West 8th St","New York","NY","10011","(212) 677-4700","MANHATTAN","40.73323","-73.998679","2","1","63","1008938","1005530015","West Village                                                               "
"Elegant Nails & Spa","373","6th Ave","New York","NY","10011",,"MANHATTAN","40.732626","-74.000299","2","3","71","1010250","1005920068","West Village                                                               "
"Elite Shoe Repair ","105","West 10th St","New York","NY","10011",,"MANHATTAN","40.734825","-73.999037","2","3","71","1010555","1006060075","West Village                                                               "
"Emigrant Savings Bank","395","6th Ave","New York","NY","10011",,"MANHATTAN","40.733244","-73.999845","2","3","71","1010270","1005930023","West Village                                                               "
"Enrica Lossi","53","West 8th St","New York","NY","10011","(212) 420-7113","MANHATTAN","40.733195","-73.998549","2","3","63","1009449","1005720070","West Village                                                               "
"Epicurean Deli","45","University Place","New York","NY","10003",,"MANHATTAN","40.732365","-73.994115","2","2","59","1009094","1005610003","West Village                                                               "
"Eva's Restaurant","11","West 8th St","New York","NY","10011","(212) 677-3496","MANHATTAN","40.732528","-73.996973","2","3","63","1009436","1005720049","West Village                                                               "
"Eva's Sports Nutrition Shop",,,,,,"(212) 982-2500",,,,,,,,,
"Eve Salon","55","West 8th St","New York","NY","10011","(212) 807-8054 ","MANHATTAN","40.733208","-73.998582","2","3","63","1009450","1005720071","West Village                                                               "
"EXE'X","38","West 8th St","New York","NY","10011","(212) 260-3915","MANHATTAN","40.733041","-73.998228","2","1","63","1008941","1005530024","West Village                                                               "
"Famous Familglia","757","Broadway","New York","NY","10003",,"MANHATTAN","40.730683","-73.992344","2","2","59","1009092","1005607503","West Village                                                               "
"Famous Ray's Pizza","465","6th Ave","New York","NY","10011",,"MANHATTAN","40.735492","-73.998214","2","3","71","1010582","1006070047","West Village                                                               "
"Fancy 8 Cleaners","48","East 8th St","New York","NY","10003",,"MANHATTAN","40.731152","-73.993765","2","1","59","1008837","1005480028","West Village                                                               "
"Fashion Shoppe Express","42","West 8th St","New York","NY","10011","(212) 260-6990","MANHATTAN","40.733096","-73.998358","2","1","63","1008940","1005530021","West Village                                                               "
"FedEx Kinko's","21","Astor Place","New York","NY","10003",,"MANHATTAN","40.729991","-73.992221","2","2","57","1008807","1005457503","West Village                                                               "
"Fichera & Perkins Antiques","50","University Place","New York","NY","10003",,"MANHATTAN","40.732519","-73.99401","2","2","59","1009238","1005670019","West Village                                                               "
"Financier Patisserie","2","Astor Place","New York","NY","10003","(212) 228-2787","MANHATTAN","40.730038","-73.992632","2","2","57","1080092","1005450026","West Village                                                               "
"First Republic Bank","442","6th Ave",,,,,,,,,,,,,
"First Rich Gift Shop","1","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729415","-73.989562","3","2","38","1006735","1004640001","East Village                                                               "
"Food Emporium Supermarket","475","6th Ave","New York","NY","10011",,"MANHATTAN","40.735717","-73.998051","2","3","71","1010577","1006070038","West Village                                                               "
"French Roast Restaurant","78","West 11th St","New York","NY","10011","(212) 533-2233","MANHATTAN","40.734981","-73.997326","2","3","63","1009510","1005740007","West Village                                                               "
"Funky Town","14","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729165","-73.989021","3","2","38","1006666","1004630016","East Village                                                               "
"Furry Paws","9","East 8th St","New York","NY","10003",,"MANHATTAN","40.732009","-73.995746","2","2","59","1009222","1005660001","West Village                                                               "
"G.A.P. Adventures","364","6th Ave","New York","NY","10011","(212)228-6655","MANHATTAN","40.732547","-74.000332","2","1","65","1008904","1005527501","West Village                                                               "
"Games Workshop","54","East 8th St","New York","NY","10003",,"MANHATTAN","40.731053","-73.993531","2","1","59","1008837","1005480028","West Village                                                               "
"GameStop","349","6th Ave.","New York","NY","10011",,"MANHATTAN","40.731929","-74.000805","2","3","71","1010223","1005920024","West Village                                                               "
"GAP - Body","750","Broadway","New York","NY","10003",,"MANHATTAN","40.730332","-73.992618","2","2","57","1008806","1005450059","West Village                                                               "
"GAP - Men's Store","750","Broadway","New York","NY","10003",,"MANHATTAN","40.730332","-73.992618","2","2","57","1008806","1005450059","West Village                                                               "
"GAP - Women's Store","750","Broadway","New York","NY","10003",,"MANHATTAN","40.730332","-73.992618","2","2","57","1008806","1005450059","West Village                                                               "
"Gem Spa Newsstand","131","2nd Ave","New York","NY","10003",,"MANHATTAN","40.728506","-73.987751","3","2","38","1006677","1004630028","East Village                                                               "
"Gigi*K","42","University Place","New York","NY","10003",,"MANHATTAN","40.732344","-73.994162","2","2","59","1009238","1005670019","West Village                                                               "
"Gizzi's Café","16","West 8th St","New York","NY","10011",,"MANHATTAN","40.732549","-73.997074","2","1","63","1008859","1005510023","West Village                                                               "
"Gobo - food for the five senses","401","6th Ave","New York","NY","10011","(212)255-3902","MANHATTAN","40.733406","-73.999722","2","3","71","1010269","1005930022","West Village                                                               "
"Golden French Cleaners","71","East 8th St","New York","NY","10003",,"MANHATTAN","40.73085","-73.993","2","2","59","1009092","1005607503","West Village                                                               "
"Good Sense","38","West 8th St","New York","NY","10011","(212) 614-2464","MANHATTAN","40.733041","-73.998228","2","1","63","1008941","1005530024","West Village                                                               "
"Goodwill Industries","46","West 8th St","New York","NY","10011","(212)477-7024","MANHATTAN","40.733151","-73.998485","2","1","63","1008939","1005530019","West Village                                                               "
"Gothic Cabinet Craft","360","6th Ave","New York","NY","10011",,"MANHATTAN","40.732451","-74.000401","2","1","65","1008904","1005527501","West Village                                                               "
"Grab & Go","388","6th Ave","New York","NY","10011",,"MANHATTAN","40.733195","-73.999856","2","1","63","1008934","1005530006","West Village                                                               "
"Grand Sichuan Int'l Chinese","23","St. Marks Place","New York","NY","10003","(212)529-4800","MANHATTAN","40.729008","-73.988609","3","2","38","1006754","1004640048","East Village                                                               "
"Grassroots Tavern","20","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729047","-73.988747","3","2","38","1006669","1004630019","East Village                                                               "
"Gray's Papaya","402","6th Ave","New York","NY","10011",,"MANHATTAN","40.733727","-73.999462","2","3","63","1009404","1005720001","West Village                                                               "
"Green Mobile Solutions (2nd Floor)","9","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729266","-73.989216","3","2","38","1006759","1004640055","East Village                                                               "
"Greenwich Gallery Frame Shop","462","6th Ave","New York","NY","10011",,"MANHATTAN","40.735484","-73.998196","2","3","63","1009562","1005750001","West Village                                                               "
"Grey Dog Café","90","University Place","New York","NY","10003","(212)228-8490","MANHATTAN","40.733661","-73.993029","2","2","61","1009282","1005690022","West Village                                                               "
"Gristedes","25","University Place","New York","NY","10003",,"MANHATTAN","40.731778","-73.99462","2","2","59","1009090","1005607501","West Village                                                               "
"Groom-O-Rama","496","6th Ave","New York","NY","10011",,"MANHATTAN","40.736367","-73.99755","2","3","63","1009610","1005760006","West Village                                                               "
"Gus & Us Deli","178","MacDougal St","New York","NY","10011",,"MANHATTAN","40.732736","-73.99816","2","1","63","1080113","1005510019","West Village                                                               "
"H & H Fruit & Vegetable","471","6th Ave","New York","NY","10011",,"MANHATTAN","40.735626","-73.998116","2","3","71","1010579","1006070044","West Village                                                               "
"H & R Block","5","East 8th St","New York","NY","10003",,"MANHATTAN","40.732086","-73.99593","2","2","59","1009222","1005660001","West Village                                                               "
"Haagen Dazs","55C","East 8th St","New York","NY","10003",,,,,,,,,,
"Hair Mates","13","3rd Ave","New York","NY","10003",,"MANHATTAN","40.729664","-73.9898","3","2","38","1006657","1004630007","East Village                                                               "
"Hair Mode","478","6th Ave","New York","NY","10011",,"MANHATTAN","40.735843","-73.997932","2","3","63","1009563","1005750011","West Village                                                               "
"Hickey Chemists (Invite Health)","434","6th Ave","New York","NY","10011",,"MANHATTAN","40.734583","-73.998849","2","3","63","1009454","1005730006","West Village                                                               "
"Himalayan Visions","127","2nd Ave","New York","NY","10003",,"MANHATTAN","40.72836","-73.987852","3","2","38","1006679","1004630031","East Village                                                               "
"Hirai Mong Fusion Restaurant ","12","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729206","-73.989115","3","2","38","1006665","1004630015","East Village                                                               "
"Hong Kong Tailor Jack","136","Waverly Place","New York","NY","10011",,"MANHATTAN","40.733022","-74.000278","2","3","71","1010249","1005920066","West Village                                                               "
"Hong Wah Laundromat","176","MacDougal St","New York","NY","10011",,"MANHATTAN","40.732698","-73.998192","2","1","63","1080112","1005510019","West Village                                                               "
"Hottie","5","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.72934","-73.989389","3","2","38","1006761","1004640058","East Village                                                               "
"HQC Jewelry & Accessory","480","6th Ave","New York","NY","10011",,"MANHATTAN","40.735887","-73.9979","2","3","63","1009563","1005750011","West Village                                                               "
