"facility_name","service_category","service_type","address","address_2","borough","zipcode","latitude","longitude","phone_number","additionalinfo","intake","payment_cost","special_population_served","community_board","council_district","census_tract","bin","bbl","nta"
"MMG - Comprehensive Health Care Center (CHCC)","Hepatitis","Hepatitis C Treatment","305 East 161 Street,1st floor",,"Bronx","10451","40.8254688","-73.91697","(718) 579-2500","This facility offers Hepatitis C Patient Navigation and NYS HepCAP (Hep C medical care and treatment for uninsured meeting criteria)","Walk-ins Welcome","Uninsured,Sliding Scale","HIV-Positive Persons,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,","204","17","173","2115808","2024210045","East Concourse-Concourse Village"
"Apicha Community Health Center","Hepatitis","Hepatitis B Testing","400 Broadway",,"Manhattan","10013","40.7186242","-74.0022234","6467440985","Call for insurance and payment methods. There may be a cost for care. This site has opted-in as a LGBTQ-knowledgeable provider.","Walk-ins Welcome","Medicaid,Private Insurance,Sliding Scale,Cash,Free,,,,-Plus",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,Youth (~13-29 yrs),,,Immigrants,,House/Kiki Community","101","1","31","1002334","1001960001","SoHo-TriBeCa-Civic Center-Little Italy"
"Apicha Community Health Center","Hepatitis","Hepatitis B Treatment","400 Broadway",,"Manhattan","10013","40.7186242","-74.0022234","6467440985","Call for insurance and payment methods. There may be a cost for care. This site has opted-in as a LGBTQ-knowledgeable provider.","Walk-ins Welcome","Medicaid,Private Insurance,Sliding Scale,Cash,Free,,,,-Plus",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,Youth (~13-29 yrs),,,Immigrants,,House/Kiki Community","101","1","31","1002334","1001960001","SoHo-TriBeCa-Civic Center-Little Italy"
"Apicha Community Health Center","Hepatitis","Hepatitis B Vaccine","400 Broadway",,"Manhattan","10013","40.7186242","-74.0022234","6467440985","Call for insurance and payment methods. There may be a cost for care. This site has opted-in as a LGBTQ-knowledgeable provider.","Walk-ins Welcome","Medicaid,Private Insurance,Sliding Scale,Cash,Free,,,,-Plus",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,Youth (~13-29 yrs),,,Immigrants,,House/Kiki Community","101","1","31","1002334","1001960001","SoHo-TriBeCa-Civic Center-Little Italy"
"Apicha Community Health Center","Hepatitis","Hepatitis C Testing","400 Broadway",,"Manhattan","10013","40.7186242","-74.0022234","6467440985","Call for insurance and payment methods. There may be a cost for care. This site has opted-in as a LGBTQ-knowledgeable provider.","Walk-ins Welcome","Medicaid,Private Insurance,Sliding Scale,Cash,Free,,,,-Plus",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,Youth (~13-29 yrs),,,Immigrants,,House/Kiki Community","101","1","31","1002334","1001960001","SoHo-TriBeCa-Civic Center-Little Italy"
"Apicha Community Health Center","Hepatitis","Hepatitis C Treatment","400 Broadway",,"Manhattan","10013","40.7186242","-74.0022234","6467440985","Call for insurance and payment methods. There may be a cost for care. This site has opted-in as a LGBTQ-knowledgeable provider.","Walk-ins Welcome","Medicaid,Private Insurance,Sliding Scale,Cash,Free,,,,-Plus",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,Youth (~13-29 yrs),,,Immigrants,,House/Kiki Community","101","1","31","1002334","1001960001","SoHo-TriBeCa-Civic Center-Little Italy"
"Acacia Network - BASICS Community Health Center","Hepatitis","Hepatitis C Testing","1064 Franklin Avenue",,"Bronx","10456","40.8269069","-73.9069467",,"This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"203","16","185","2004178","2026070032","Morrisania-Melrose"
"Acacia Network - BASICS Community Health Center","Hepatitis","Hepatitis C Treatment","1064 Franklin Avenue",,"Bronx","10456","40.8269069","-73.9069467",,"This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"203","16","185","2004178","2026070032","Morrisania-Melrose"
"Acacia Network - Claremont Family Health Center","Hepatitis","Hepatitis C Testing","262 East 174 Street",,"Bronx","10457","40.8444942","-73.9059981",,"This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"204","15","22902","2007349","2027910044","Mount Hope"
"Acacia Network - Claremont Family Health Center","Hepatitis","Hepatitis C Treatment","262 East 174 Street",,"Bronx","10457","40.8444942","-73.9059981",,"This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"204","15","22902","2007349","2027910044","Mount Hope"
"Acacia Network - Barbee Family Healthcare Center","Hepatitis","Hepatitis C Testing","266 West 145 Street",,"Manhattan","10039","40.8223697","-73.9414241","(718) 299-1100","This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"110","9","232","1060467","1020300057","Central Harlem North-Polo Grounds"
"Acacia Network - Barbee Family Healthcare Center","Hepatitis","Hepatitis C Treatment","266 West 145 Street",,"Manhattan","10039","40.8223697","-73.9414241","(718) 299-1100","This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"110","9","232","1060467","1020300057","Central Harlem North-Polo Grounds"
"Acacia Network - Park Avenue Family Health Center","Hepatitis","Hepatitis C Testing","4196 Park Avenue",,"Bronx","10457","40.8470772","-73.8991932",,"This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"206","15","395","2009533","2029090012","Claremont-Bathgate"
"Acacia Network - Park Avenue Family Health Center","Hepatitis","Hepatitis C Treatment","4196 Park Avenue",,"Bronx","10457","40.8470772","-73.8991932",,"This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"206","15","395","2009533","2029090012","Claremont-Bathgate"
"Acacia Network - Westchester Avenue Family Health Center","Hepatitis","Hepatitis C Testing","915 Westchester Avenue",,"Bronx","10459","40.8215662","-73.8984076",,"This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"202","17","12901","2005372","2026980079","Longwood"
"Acacia Network - Westchester Avenue Family Health Center","Hepatitis","Hepatitis C Treatment","915 Westchester Avenue",,"Bronx","10459","40.8215662","-73.8984076",,"This facility offers free Hep C testing; NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,"Uninsured,Sliding Scale",,"202","17","12901","2005372","2026980079","Longwood"
"Mount Sinai - Comprehensive Health Program","Hepatitis","Hepatitis C Testing","275 7 Avenue,12 Floor",,"Manhattan","10001","40.7455684","-73.9941599","(212) 523-2925","This facility offers hepatitis C patient navigation and NYS HepCAP (medical care and treatment for uninsured)",,,,"104","3","91","1015000","1008010001","Hudson Yards-Chelsea-Flatiron-Union Square"
"Mount Sinai - Comprehensive Health Program","Hepatitis","Hepatitis C Treatment","275 7 Avenue,12 Floor",,"Manhattan","10001","40.7455684","-73.9941599","(212) 523-2925","This facility offers hepatitis C patient navigation and NYS HepCAP (medical care and treatment for uninsured)",,,,"104","3","91","1015000","1008010001","Hudson Yards-Chelsea-Flatiron-Union Square"
"SUNY Downstate Medical Center - STAR Program","Hepatitis","Hepatitis B Testing","470 Clarkson Avenue,""STAR Program, MSC 1240, Suite J""",,"Brooklyn","11203","40.6549132","-73.9126971","(718) 270-1715","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Appointment Preferred","Medicaid,,Private Insurance,Uninsured",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,,,Immigrants,Couples,,House/Kiki Community","317","40","816","3336186","3048380001","East Flatbush-Farragut"
"SUNY Downstate Medical Center - STAR Program","Hepatitis","Hepatitis B Treatment","470 Clarkson Avenue,""STAR Program, MSC 1240, Suite J""",,"Brooklyn","11203","40.6549132","-73.9126971","(718) 270-1715","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Appointment Preferred","Medicaid,,Private Insurance,Uninsured",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,,,Immigrants,Couples,,House/Kiki Community","317","40","816","3336186","3048380001","East Flatbush-Farragut"
"SUNY Downstate Medical Center - STAR Program","Hepatitis","Hepatitis B Vaccine","470 Clarkson Avenue,""STAR Program, MSC 1240, Suite J""",,"Brooklyn","11203","40.6549132","-73.9126971","(718) 270-1715","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Appointment Preferred","Medicaid,,Private Insurance,Uninsured",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,,,Immigrants,Couples,,House/Kiki Community","317","40","816","3336186","3048380001","East Flatbush-Farragut"
"SUNY Downstate Medical Center - STAR Program","Hepatitis","Hepatitis C Testing","470 Clarkson Avenue,""STAR Program, MSC 1240, Suite J""",,"Brooklyn","11203","40.6549132","-73.9126971","(718) 270-1715","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Appointment Preferred","Medicaid,,Private Insurance,Uninsured",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,,,Immigrants,Couples,,House/Kiki Community","317","40","816","3336186","3048380001","East Flatbush-Farragut"
"SUNY Downstate Medical Center - STAR Program","Hepatitis","Hepatitis C Treatment","470 Clarkson Avenue,""STAR Program, MSC 1240, Suite J""",,"Brooklyn","11203","40.6549132","-73.9126971","(718) 270-1715","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Appointment Preferred","Medicaid,,Private Insurance,Uninsured",",Women who have Sex with Women,,Men Who Have Sex With Men (MSM),Heterosexual Men,,,HIV-Positive Persons,People living with AIDS,People who Use Drugs,Incarcerated or Recently Incarcerated Persons,,,Immigrants,Couples,,House/Kiki Community","317","40","816","3336186","3048380001","East Flatbush-Farragut"
"Mount Sinai Respectful & Equitable Access to Comprehensive Healthcare (REACH) Program","Hepatitis","Hepatitis C Testing","17 East 102 Street,7th Floor",,"Manhattan","10029","40.7914837","-73.9520137","(646) 951-1693","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"111","8","168","1051492","1016080005","East Harlem South"
"Mount Sinai Respectful & Equitable Access to Comprehensive Healthcare (REACH) Program","Hepatitis","Hepatitis C Treatment","17 East 102 Street,7th Floor",,"Manhattan","10029","40.7914837","-73.9520137","(646) 951-1693","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"111","8","168","1051492","1016080005","East Harlem South"
"Brightpoint Health - Boom!Health","Hepatitis","Hepatitis B Testing","226 East 144 Street,2nd Floor",,"Bronx","10451","40.8156186","-73.925557","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"201","8","51","2000997","2023400221","Mott Haven-Port Morris"
"Brightpoint Health - Boom!Health","Hepatitis","Hepatitis C Testing","226 East 144 Street,2nd Floor",,"Bronx","10451","40.8156186","-73.925557","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"201","8","51","2000997","2023400221","Mott Haven-Port Morris"
"Brightpoint Health - Boom!Health","Hepatitis","Hepatitis C Treatment","226 East 144 Street,2nd Floor",,"Bronx","10451","40.8156186","-73.925557","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"201","8","51","2000997","2023400221","Mott Haven-Port Morris"
"Brightpoint Health - Inwood Health Center","Hepatitis","Hepatitis B Testing","1543 Inwood Avenue,Primary Care",,"Bronx","10452","40.844098","-73.916647","(718) 681-8700 x3582","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"204","14","209","2115887","2028650067","West Concourse"
"Brightpoint Health - Inwood Health Center","Hepatitis","Hepatitis C Testing","1543 Inwood Avenue,Primary Care",,"Bronx","10452","40.844098","-73.916647","(718) 681-8700 x3582","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"204","14","209","2115887","2028650067","West Concourse"
"Brightpoint Health - Inwood Health Center","Hepatitis","Hepatitis C Treatment","1543 Inwood Avenue,Primary Care",,"Bronx","10452","40.844098","-73.916647","(718) 681-8700 x3582","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"204","14","209","2115887","2028650067","West Concourse"
"Brightpoint Health - Corporate Office","Hepatitis","Hepatitis C Testing","71 West 23 Street,8th floor",,"Manhattan","10010","40.7429529","-73.9922843","(718) 681-8700 x4434","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"105","3","58","1015575","1008250001","Hudson Yards-Chelsea-Flatiron-Union Square"
"Brightpoint Health - Corporate Office","Hepatitis","Hepatitis C Treatment","71 West 23 Street,8th floor",,"Manhattan","10010","40.7429529","-73.9922843","(718) 681-8700 x4434","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"105","3","58","1015575","1008250001","Hudson Yards-Chelsea-Flatiron-Union Square"
"Brightpoint Health - Bay Street Health Clinic","Hepatitis","Hepatitis B Testing","57 Bay Street,1 st floor",,"Staten Island","10301","40.6406139","-74.0754267","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"501","49","3","5000002","5000010051","West New Brighton-New Brighton-St. George"
"Brightpoint Health - Bay Street Health Clinic","Hepatitis","Hepatitis B Treatment","57 Bay Street,1 st floor",,"Staten Island","10301","40.6406139","-74.0754267","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"501","49","3","5000002","5000010051","West New Brighton-New Brighton-St. George"
"Brightpoint Health - Bay Street Health Clinic","Hepatitis","Hepatitis C Testing","57 Bay Street,1 st floor",,"Staten Island","10301","40.6406139","-74.0754267","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"501","49","3","5000002","5000010051","West New Brighton-New Brighton-St. George"
"Brightpoint Health - Bay Street Health Clinic","Hepatitis","Hepatitis C Treatment","57 Bay Street,1 st floor",,"Staten Island","10301","40.6406139","-74.0754267","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"501","49","3","5000002","5000010051","West New Brighton-New Brighton-St. George"
"Brightpoint Health - Sutphin Health Center","Hepatitis","Hepatitis B Testing","105-04 Sutphin Boulevard,n/a",,"Queens","11435","40.695247","-73.8036292","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"412","28","204","4215005","4100560012","Jamaica"
"Brightpoint Health - Sutphin Health Center","Hepatitis","Hepatitis C Testing","105-04 Sutphin Boulevard,n/a",,"Queens","11435","40.695247","-73.8036292","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"412","28","204","4215005","4100560012","Jamaica"
"Brightpoint Health - Sutphin Health Center","Hepatitis","Hepatitis C Treatment","105-04 Sutphin Boulevard,n/a",,"Queens","11435","40.695247","-73.8036292","(855) 681-8700","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria","Walk-ins Welcome","Uninsured,Sliding Scale",,"412","28","204","4215005","4100560012","Jamaica"
"Mount Sinai West - Liver Clinic","Hepatitis","Hepatitis C Testing","1000 10 Avenue,1G-133",,"Manhattan","10019","40.7414554","-74.0087314","(212) 523-4000","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"104","3","145","1082718","1010680001","Lincoln Square"
"Mount Sinai West - Liver Clinic","Hepatitis","Hepatitis C Treatment","1000 10 Avenue,1G-133",,"Manhattan","10019","40.7414554","-74.0087314","(212) 523-4000","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"104","3","145","1082718","1010680001","Lincoln Square"
"NewYork-Presbyterian Columbia Medical Center - Harkness Pavilion","Hepatitis","Hepatitis B Testing","180 Ft Washington Avenue",,"Manhattan","10032","40.8411687","-73.9419685","(212) 305-7692","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"112","10","251","1084386","1021380040","Washington Heights South"
"NewYork-Presbyterian Columbia Medical Center - Harkness Pavilion","Hepatitis","Hepatitis B Treatment","180 Ft Washington Avenue",,"Manhattan","10032","40.8411687","-73.9419685","(212) 305-7692","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"112","10","251","1084386","1021380040","Washington Heights South"
"NewYork-Presbyterian Columbia Medical Center - Harkness Pavilion","Hepatitis","Hepatitis B Vaccine","180 Ft Washington Avenue",,"Manhattan","10032","40.8411687","-73.9419685","(212) 305-7692","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"112","10","251","1084386","1021380040","Washington Heights South"
"NewYork-Presbyterian Columbia Medical Center - Harkness Pavilion","Hepatitis","Hepatitis C Testing","180 Ft Washington Avenue",,"Manhattan","10032","40.8411687","-73.9419685","(212) 305-7692","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"112","10","251","1084386","1021380040","Washington Heights South"
"NewYork-Presbyterian Columbia Medical Center - Harkness Pavilion","Hepatitis","Hepatitis C Treatment","180 Ft Washington Avenue",,"Manhattan","10032","40.8411687","-73.9419685","(212) 305-7692","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"112","10","251","1084386","1021380040","Washington Heights South"
"Montefiore - Division of Substance Abuse","Hepatitis","Hepatitis B Testing","1510 Waters Place",,"Bronx","10461","40.8458875","-73.8408173","(718) 409-9450","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"211","13","284","2115332","2042260130","Van Nest-Morris Park-Westchester Square"
"Montefiore - Division of Substance Abuse","Hepatitis","Hepatitis C Testing","1510 Waters Place",,"Bronx","10461","40.8458875","-73.8408173","(718) 409-9450","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"211","13","284","2115332","2042260130","Van Nest-Morris Park-Westchester Square"
"Montefiore - Division of Substance Abuse","Hepatitis","Hepatitis C Treatment","1510 Waters Place",,"Bronx","10461","40.8458875","-73.8408173","(718) 409-9450","This facility offers NYS HepCAP Hep C medical care and treatment for uninsured meeting criteria",,,,"211","13","284","2115332","2042260130","Van Nest-Morris Park-Westchester Square"
"African Services Committee","Hepatitis","Hepatitis B Testing","429 West 127 Street,2nd Floor",,"Manhattan","10027","40.813453","-73.9544556","(212) 222-3882","This facility offers free Hepatitis B Patient Navigation and  linkage to care.","Walk-ins Welcome","Free",",Men Who Have Sex With Men (MSM),Heterosexual Men,Immigrants,Couples","109","7","21303","1084104","1019670060","Manhattanville"
"African Services Committee","Hepatitis","Hepatitis B Treatment","429 West 127 Street,2nd Floor",,"Manhattan","10027","40.813453","-73.9544556","(212) 222-3882","This facility offers free Hepatitis B Patient Navigation and  linkage to care.","Walk-ins Welcome","Free",",Men Who Have Sex With Men (MSM),Heterosexual Men,Immigrants,Couples","109","7","21303","1084104","1019670060","Manhattanville"
"African Services Committee","Hepatitis","Hepatitis B Vaccine","429 West 127 Street,2nd Floor",,"Manhattan","10027","40.813453","-73.9544556","(212) 222-3882","This facility offers free Hepatitis B Patient Navigation and  linkage to care.","Walk-ins Welcome","Free",",Men Who Have Sex With Men (MSM),Heterosexual Men,Immigrants,Couples","109","7","21303","1084104","1019670060","Manhattanville"
"African Services Committee","Hepatitis","Hepatitis C Testing","429 West 127 Street,2nd Floor",,"Manhattan","10027","40.813453","-73.9544556","(212) 222-3882","This facility offers free Hepatitis B Patient Navigation and  linkage to care.","Walk-ins Welcome","Free",",Men Who Have Sex With Men (MSM),Heterosexual Men,Immigrants,Couples","109","7","21303","1084104","1019670060","Manhattanville"
"African Services Committee","Hepatitis","Hepatitis C Treatment","429 West 127 Street,2nd Floor",,"Manhattan","10027","40.813453","-73.9544556","(212) 222-3882","This facility offers free Hepatitis B Patient Navigation and  linkage to care.","Walk-ins Welcome","Free",",Men Who Have Sex With Men (MSM),Heterosexual Men,Immigrants,Couples","109","7","21303","1084104","1019670060","Manhattanville"
"Fulton Family Medicine Practice","Hepatitis","Hepatitis B Testing","1276 Fulton Avenue,3rd Floor",,"Bronx","10456","40.8313757","-73.9028086","(718) 901-8236","This facility offers Hepatitis B and Hepatitis C Patient Navigation","Walk-ins Welcome",,,"203","16","149","2004246","2026120007","Morrisania-Melrose"
"Fulton Family Medicine Practice","Hepatitis","Hepatitis B Treatment","1276 Fulton Avenue,3rd Floor",,"Bronx","10456","40.8313757","-73.9028086","(718) 901-8236","This facility offers Hepatitis B and Hepatitis C Patient Navigation","Walk-ins Welcome",,,"203","16","149","2004246","2026120007","Morrisania-Melrose"
"Fulton Family Medicine Practice","Hepatitis","Hepatitis C Testing","1276 Fulton Avenue,3rd Floor",,"Bronx","10456","40.8313757","-73.9028086","(718) 901-8236","This facility offers Hepatitis B and Hepatitis C Patient Navigation","Walk-ins Welcome",,,"203","16","149","2004246","2026120007","Morrisania-Melrose"
"Fulton Family Medicine Practice","Hepatitis","Hepatitis C Treatment","1276 Fulton Avenue,3rd Floor",,"Bronx","10456","40.8313757","-73.9028086","(718) 901-8236","This facility offers Hepatitis B and Hepatitis C Patient Navigation","Walk-ins Welcome",,,"203","16","149","2004246","2026120007","Morrisania-Melrose"
"BronxCare Family Wellness Center","Hepatitis","Hepatitis B Testing","1276 Fulton Avenue,1st Floor",,"Bronx","10456","40.8313757","-73.9028086","(718) 901-8000","This facility offers Hepatitis B and Hepatitis C Patient Navigation","Walk-ins Welcome",,,"203","16","149","2004246","2026120007","Morrisania-Melrose"
