"the_geom","projectid","projtitle","fmsid","fmsagencyi","leadagency","managingag","projectdes","projecttyp","projectt_1","projectsta","constructi","designstar","construc_1","currentfun","projectcos","overallsco","safetyscop","otherscope","projectjus","onstreetna","fromstreet","tostreetna","boroughnam","oftcode","designfy","latitude","longitude","x","y"
"MULTIPOINT ((-74.17989188050758 40.53571796628742))","825","AMBOY RD & ANNADALE RD","HWC988M1","841","DOT","0","Amboy Road from Alvin Avenue to Pollion Avenue, and Annadale Road from Amboy Road to a point approximately 680 feet northeasterly of Amboy R","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2000-02-28T00:00:00.000","2015-03-11T00:00:00.000","0.0","7952994.0","Curb to Curb Reconstruction,Sidewalks",,,,"AMBOY ROAD","COTTONTAIL COURT",,"STATEN ISLAND","515650524820000000","0","40.5357179663","-74.1798918805","0.0","0.0"
"MULTIPOINT ((-73.83205607134775 40.715251914444885), (-73.83216793418855 40.71516755462534), (-73.83223132379976 40.715119748789014), (-73.83228655594483 40.715078369694496), (-73.83240842428104 40.71498706415889))","827","Queens Blvd at Union Turnpike Punch Through","HWC988QB3","841","DOT","3","Pedestrian circulation improvements on Queens Boulevard between 78 Avenue and 80 Street. These improvements are part of the ongoing effort to minimize pedestrian vehicular conflicts on Queens Boulevard.","REC","CAPITAL RECONSTRUCTION","Completed Project","2010","2006-08-30T00:00:00.000","2012-07-09T00:00:00.000","2130091.0","2130091.0","Curb to Curb Reconstruction",,,,"78 AVENUE","QUEENS BOULEVARD",,"QUEENS","416190459990000000","0","40.7151209302","-73.8322300619","0.0","0.0"
"MULTIPOINT ((-73.83008222602062 40.71391390895855), (-73.83015074709623 40.71384626904803))","827","Queens Blvd at Union Turnpike Punch Through","HWC988QB3","841","DOT","3","Pedestrian circulation improvements on Queens Boulevard between 78 Avenue and 80 Street. These improvements are part of the ongoing effort to minimize pedestrian vehicular conflicts on Queens Boulevard.","REC","CAPITAL RECONSTRUCTION","Completed Project","2010","2006-08-30T00:00:00.000","2012-07-09T00:00:00.000","2130091.0","2130091.0","Curb to Curb Reconstruction",,,,"80 ROAD","QUEENS BOULEVARD",,"QUEENS","416540459990000000","0","40.713880089","-73.8301164866","0.0","0.0"
"MULTIPOINT ((-73.83149100875258 40.71433654584729), (-73.83115645771002 40.714097674806574))","827","Queens Blvd at Union Turnpike Punch Through","HWC988QB3","841","DOT","3","Pedestrian circulation improvements on Queens Boulevard between 78 Avenue and 80 Street. These improvements are part of the ongoing effort to minimize pedestrian vehicular conflicts on Queens Boulevard.","REC","CAPITAL RECONSTRUCTION","Completed Project","2010","2006-08-30T00:00:00.000","2012-07-09T00:00:00.000","2130091.0","2130091.0","Curb to Curb Reconstruction",,,,"KEW GARDENS ROAD","UNION TURNPIKE",,"QUEENS","452090465590000000","0","40.7142171103","-73.8313237332","0.0","0.0"
"MULTIPOINT ((-73.83038022578768 40.7136197368594))","827","Queens Blvd at Union Turnpike Punch Through","HWC988QB3","841","DOT","3","Pedestrian circulation improvements on Queens Boulevard between 78 Avenue and 80 Street. These improvements are part of the ongoing effort to minimize pedestrian vehicular conflicts on Queens Boulevard.","REC","CAPITAL RECONSTRUCTION","Completed Project","2010","2006-08-30T00:00:00.000","2012-07-09T00:00:00.000","2130091.0","2130091.0","Curb to Curb Reconstruction",,,,"80 ROAD","KEW GARDENS ROAD",,"QUEENS","416540452090000000","0","40.7136197369","-73.8303802258","0.0","0.0"
"MULTIPOINT ((-73.83120461720047 40.71461056994448), (-73.83138630232366 40.71457739657792), (-73.83145866965673 40.71455444943939))","827","Queens Blvd at Union Turnpike Punch Through","HWC988QB3","841","DOT","3","Pedestrian circulation improvements on Queens Boulevard between 78 Avenue and 80 Street. These improvements are part of the ongoing effort to minimize pedestrian vehicular conflicts on Queens Boulevard.","REC","CAPITAL RECONSTRUCTION","Completed Project","2010","2006-08-30T00:00:00.000","2012-07-09T00:00:00.000","2130091.0","2130091.0","Curb to Curb Reconstruction",,,,"78 CRESCENT","QUEENS BOULEVARD",,"QUEENS","416295459990000000","0","40.7145808053","-73.8313498631","0.0","0.0"
"MULTIPOINT ((-73.83205607134775 40.715251914444885), (-73.83216793418855 40.71516755462534), (-73.83223132379976 40.715119748789014), (-73.83228655594483 40.715078369694496), (-73.83240842428104 40.71498706415889))","827","Queens Blvd at Union Turnpike Punch Through","HWC988QB3","841","DOT","3","Pedestrian circulation improvements on Queens Boulevard between 78 Avenue and 80 Street. These improvements are part of the ongoing effort to minimize pedestrian vehicular conflicts on Queens Boulevard.","REC","CAPITAL RECONSTRUCTION","Completed Project","2010","2006-08-30T00:00:00.000","2012-07-09T00:00:00.000","2130091.0","2130091.0","Curb to Curb Reconstruction",,,,"78 AVENUE","QUEENS BOULEVARD",,"QUEENS","416190459990000000","0","40.7151209302","-73.8322300619","0.0","0.0"
"MULTIPOINT ((-73.91962926659713 40.743265034648964))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"45 STREET","NYCTA SUBWAY",,"QUEENS","410240457900000000","0","40.7432650346","-73.9196292666","0.0","0.0"
"MULTIPOINT ((-73.93260860702837 40.74478176300125))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"32 PLACE","NYCTA SUBWAY",,"QUEENS","408205457900000000","0","40.744781763","-73.932608607","0.0","0.0"
"MULTIPOINT ((-73.9233382755839 40.743700355017246))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"41 STREET","NYCTA SUBWAY",,"QUEENS","409640457900000000","0","40.743700355","-73.9233382756","0.0","0.0"
"MULTIPOINT ((-73.87013204945717 40.733647543402164), (-73.87033523193135 40.733554128428935), (-73.87036852452897 40.73349743474211))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"59 AVENUE","QUEENS BOULEVARD",,"QUEENS","412240459990000000","0","40.7335663689","-73.870278602","0.0","0.0"
"MULTIPOINT ((-73.91649247828762 40.74291220940172), (-73.9168871367349 40.742786756146195))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"GREENPOINT AVENUE","QUEENS BOULEVARD",,"QUEENS","447990459990000000","0","40.7428494823","-73.9166898075","0.0","0.0"
"MULTIPOINT ((-73.92797468453814 40.74423918459317))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"37 STREET","NYCTA SUBWAY",,"QUEENS","408940457900000000","0","40.7442391855","-73.9279746845","0.0","0.0"
"MULTIPOINT ((-73.92982666596687 40.7444530834369))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"35 STREET","NYCTA SUBWAY",,"QUEENS","408640457900000000","0","40.7444530834","-73.929826666","0.0","0.0"
"MULTIPOINT ((-73.92055663546748 40.74337403609014))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"44 STREET","NYCTA SUBWAY",,"QUEENS","410090457900000000","0","40.7433740361","-73.9205566355","0.0","0.0"
"MULTIPOINT ((-73.89960577761302 40.74089483597489))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"BROOKLYN QUEENS EP ET 39 W WB","BQE EB ENTRANCE QUEENS BLVD WB",,"QUEENS","410195411995000000","0","40.740894836","-73.8996057776","0.0","0.0"
"MULTIPOINT ((-73.92518540388464 40.74391824160188))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"39 PLACE","NYCTA SUBWAY",,"QUEENS","409190457900000000","0","40.7439182416","-73.9251854039","0.0","0.0"
"MULTIPOINT ((-73.92704569130461 40.74413187360075))","828","Queens Blvd  Phase IV","HWC988QB4","841","DOT","0","Extension of medians into crosswalks","REC","CAPITAL RECONSTRUCTION","Completed Project","2012","2005-01-24T00:00:00.000","2013-07-01T00:00:00.000","0.0","2346926.0","Partial Reconstruction,Resurfacing","New or Expanded Medium/Pedestrian Refuge Island,Raised Median,Curb Extensions","DEP Project",,"38 STREET","NYCTA SUBWAY",,"QUEENS","409090457900000000","0","40.7441318736","-73.9270456913","0.0","0.0"
"MULTIPOINT ((-73.94042057822656 40.70107659791596))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","FLUSHING AVENUE","HUMBOLDT STREET",,"BROOKLYN","341330351530000000","0","40.7010765979","-73.9404205782","0.0","0.0"
"MULTIPOINT ((-73.87513874306536 40.756633815290364))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","93 STREET","NORTHERN BOULEVARD",,"QUEENS","418590457790000000","0","40.7566338153","-73.8751387431","0.0","0.0"
"MULTIPOINT ((-73.89321520814426 40.85987420599136))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","EAST 188 STREET","WEBSTER AVENUE",,"BRONX","227300273720000000","0","40.859874206","-73.8932152081","0.0","0.0"
"MULTIPOINT ((-73.89131790148731 40.86174532888337), (-73.89138023389357 40.86170058817732), (-73.89141802377384 40.86166298324307))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","EAST FORDHAM ROAD","WEBSTER AVENUE",,"BRONX","229220273720000000","0","40.8617029668","-73.8913720531","0.0","0.0"
"MULTIPOINT ((-73.9029061546075 40.85359180189226), (-73.9027237960996 40.85352351707192), (-73.9025469503597 40.85345677555939))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","EAST 180 STREET","GRAND CONCOURSE",,"BRONX","227060236420000000","0","40.8535240318","-73.9027256337","0.0","0.0"
"MULTIPOINT ((-73.94276743005855 40.662060323144495))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","EAST NEW YORK AVENUE","KINGSTON AVENUE",,"BROOKLYN","338330354070000000","0","40.6620603231","-73.9427674301","0.0","0.0"
"MULTIPOINT ((-73.89462796569217 40.66307956055879))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","RIVERDALE AVENUE","SHEFFIELD AVENUE",,"BROOKLYN","373380376430000000","0","40.6630795615","-73.8946279657","0.0","0.0"
"MULTIPOINT ((-73.9423814065722 40.70234555324058))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","COOK STREET","GRAHAM AVENUE",,"BROOKLYN","329230344930000000","0","40.7023455532","-73.9423814066","0.0","0.0"
"MULTIPOINT ((-73.94286448724489 40.821541708239366))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","8 AVENUE","WEST 143 STREET",,"MANHATTAN","110810136630000000","0","40.8215417082","-73.9428644872","0.0","0.0"
"MULTIPOINT ((-73.89404255251306 40.860279361141785))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","EAST 188 STREET","MARION AVENUE",,"BRONX","227300249420000000","0","40.8602793611","-73.8940425525","0.0","0.0"
"MULTIPOINT ((-73.94009096350808 40.82037081703481), (-73.94002206238899 40.82034172309738), (-73.9399244842139 40.820300581748185))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","7 AVENUE","WEST 143 STREET",,"MANHATTAN","110610136630000000","0","40.8203377073","-73.9400125034","0.0","0.0"
"MULTIPOINT ((-73.9405445650834 40.70179804518421))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","DEBEVOISE STREET","HUMBOLDT STREET",,"BROOKLYN","331950351530000000","0","40.7017980452","-73.9405445651","0.0","0.0"
"MULTIPOINT ((-73.77815056567408 40.676648276654376), (-73.7782013100758 40.67661601889022), (-73.7779780776196 40.67653440667717), (-73.77804538106558 40.67650505358505))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","130 AVENUE","GUY R BREWER BOULEVARD",,"QUEENS","421870457190000000","0","40.676575939","-73.7780938336","0.0","0.0"
"MULTIPOINT ((-73.80744208256912 40.674896850587935))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","131 STREET","LINCOLN STREET",,"QUEENS","421940453850000000","0","40.6748968506","-73.8074420826","0.0","0.0"
"MULTIPOINT ((-74.10231607286028 40.577944245870455))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","HYLAN BOULEVARD","MIDLAND AVENUE",,"STATEN ISLAND","534100539200000000","0","40.5779442459","-74.1023160729","0.0","0.0"
"MULTIPOINT ((-73.91066823067577 40.63435477667371))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","AVENUE J","EAST 81 STREET",,"BROOKLYN","314080337515000000","0","40.6343547767","-73.9106682307","0.0","0.0"
"MULTIPOINT ((-73.94423175262678 40.819672668043715))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","8 AVENUE","WEST 140 STREET",,"MANHATTAN","110810136570000000","0","40.819672668","-73.9442317526","0.0","0.0"
"MULTIPOINT ((-73.88782926789756 40.7534676088421), (-73.88782276269768 40.75343559941536), (-73.88781742270066 40.75339868156271))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","34 AVENUE","79 STREET",,"QUEENS","408440416490000000","0","40.753433963","-73.8878231511","0.0","0.0"
"MULTIPOINT ((-73.90208001177591 40.85462259875002), (-73.90185996172268 40.85458614897577), (-73.90165607675087 40.85454962341365))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","EAST 181 STREET","GRAND CONCOURSE",,"BRONX","227090236420000000","0","40.8545861234","-73.9018653501","0.0","0.0"
"MULTIPOINT ((-73.94103009864712 40.704636176322246))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","HUMBOLDT STREET","SEIGEL STREET",,"BROOKLYN","351530376130000000","0","40.7046361763","-73.9410300986","0.0","0.0"
"MULTIPOINT ((-73.94002976934368 40.66302074215955))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","ALBANY AVENUE","LEFFERTS AVENUE",,"BROOKLYN","312130354930000000","0","40.6630207422","-73.9400297693","0.0","0.0"
"MULTIPOINT ((-73.80751061817459 40.67646033480525))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","FOCH BOULEVARD","LINCOLN STREET",,"QUEENS","445290453850000000","0","40.6764603348","-73.8075106182","0.0","0.0"
"MULTIPOINT ((-73.94056026375559 40.8197555976001), (-73.94047706952487 40.819720597409855), (-73.94037733689379 40.81967827657725))","846","School Safety Improvement, Phase 2","HWCSCH2","841","DOT","3","Twenty (20) school locations, citywide, determined by DOT Division of School Safety Engineering.","REC","CAPITAL RECONSTRUCTION","Completed Project","2008",,,"21101000","21101000","Sidewalks","Curb Extensions",,"This project is to implement school safety improvements around schools.","7 AVENUE","WEST 142 STREET",,"MANHATTAN","110610136610000000","0","40.8197181572","-73.9404715567","0.0","0.0"
