"fiscal_year","source","council_member","legal_name_of_organization","ein","status","amount","agency","program_name","street_address_1","street_address_2","city","state","zip_code","purpose_of_funds","fiscal_conduit_name","fc_ein","borough","latitude","longitude","community_board","council_district","census_board","bin","bbl","nta"
"2013",,"Bronx Delegation","  49th precinct law enforcement explorer post 2049","020798353-","Applied","3500.00","DYCD-Y",,"2121 eastchester road",,"bronx","NY","10461","Funds will be used to purchase uniforms like polo shirts, shoes, name tags, boots. It will also go towards providing snacks for the youth at meetings Nd communty service events",,,"BRONX    ","40.856047","-73.843944","11","13","296","2097543","2042050001","Pelham Parkway                                                             "
"2013",,"Vacca","  49th precinct law enforcement explorer post 2049","020798353-","Applied","3500.00","DYCD-Y",,"2121 eastchester road",,"bronx","NY","10461","Funds will be used to purchase uniforms like polo shirts, shoes, name tags, boots. It will also go towards providing snacks for the youth at meetings Nd communty service events",,,"BRONX    ","40.856047","-73.843944","11","13","296","2097543","2042050001","Pelham Parkway                                                             "
"2013",,"Brooklyn Delegation","  62nd Community Council","112957305-","Applied","5000.00","DYCD-Y","NA","1925 Bath Avenue",,"Brooklyn","NY","11214","Funding will be used to awrads, food, beverage, other supplies at various events .  major events are National Night Out, Annual Awards for children, Community clean ups, and Immigrant awarness and respect, Explorer Post, and other events.",,,"BROOKLYN ","40.602329","-74.00318","11","43","282","3167815","3064060045","Bath Beach                                                                 "
"2013",,"Gentile","  68th Precinct Community Council","203970147-","Applied","3500.00","Unknown",,"333 65th Street",,"Brooklyn","NY","11220","National Night Out Against Crime is an event that police precincts and communities throughout the nation participate in.  It is where police and communities together take a stance against crime and drugs as well as help foster police/community relations and educate residents about crime statistics and crime prevention.",,,"BROOKLYN ","40.638827","-74.022721","10","38","70","3144156","3058170055","Bay Ridge                                                                  "
"2013",,"Fidler","  69th Precinct Community Council Inc","237314869-","Applied","8000.00","DYCD-Y","69th Pct CC","9720 Foster Avenue",,"Brooklyn","NY","11236","Summer youth baseball.  THis program is open to children ages 5-14 years old. Games are played during July and August.  Each child is provided with a t-shirt and baseball hat. At the end of the season each player is presented with a trophy. In addition refreshments are provided and the older children are taken to a minor league - professional baseball game.

(2) Law Enforcement Explorers.  Explorers assist a various community events and are taught leadership and social skills among others.  These youth are taken on excursions around the state both educational and social. Prizes and Explorers are reqarded for participation.",,,"BROOKLYN ","40.648606","-73.905256","18","42","1098","3229075","3081470026","East New York                                                              "
"2013",,"Brooklyn Delegation","  70th Precint Community Council","000000000-","Applied","3000000.00","Unknown",,"154 Lawrence Avenue",,"Brooklyn","NY","11230","To provide a secure and safer locker room and equipments to volunteer Auxiliary Police Officers. The requested funds will be used to construct an heat/air conditioning locker room inside the confine of the 70 Precinct garage for the Auxiliary officers with steel single tier lockers, and to provide them with bullet proof vests and tactical reversible hi-visibility coats.",,,"BROOKLYN ","40.630592","-73.973704","14","44","480","3127902","3054230021","Flatbush                                                                   "
"2013",,"Crowley"," 104th Precinct Law Explorers","331058210-","Applied","2000.00","DYCD-Y",,"64-02 Catalpa Avenue",,"Ridgewood","NY","11385","The funding will be used for admissions for the trips the explorers will go on as well as supplies and other cost such as refreshments.",,,"QUEENS   ","40.704441","-73.893729","5","30","581","4088186","4036320001","Ridgewood                                                                  "
"2013",,"Halloran"," 111th Precinct Community Council","113301768-","Applied","5000.00","NYPD",,"45-06 215th Street",,"Bayside","NY","11361","To purchase a computer for communications and record keeping.  Rental of tables, chairs, and materials for events.  Installation and maintenance of designated telephone line for Precinct Council.",,,"QUEENS   ","40.760179","-73.767441","11","19","1471","4157390","4073330221","Bayside-Bayside Hills                                                      "
"2013",,"Brooklyn Delegation","  71st PRECINCT COMMUNITY COUNCIL INC","043784543-","Applied","5000000.00","DYCD-CD","NA","421 Empire Boulevard",,"Brooklyn","NY","11225","1)Family Day Picnic held annually in June at Hamilton-Metz Park is attended by police top brass, elected officials, community leaders, community residents for family and community togetherness. Funds for entertainment,rental rides, food and beverages, etc.
2)National Night Out Against Crime held annually in August where the efforts of police, elected officials and community join in a day of taking back their communities from gangs, drugs, and crime against neighborhood residents. Funds for getting information out to community residents, re: keeping safe in their homes and on the streets, mthly. mailings of notices and stamps.
3)Halloween Safe Path Walk held annually Oct. 31st where  community affairs officers provide a safe path for families to enjoy a designated route involving residents  giving out candy along the route ending up at the 71st Precinct for more Halloween enjoyment.
4) Holiday Party and presenting toys to community youths - funds to obtain toys.",,,"BROOKLYN ","40.664113","-73.947763","9","35","331","3034563","3013100001","Crown Heights South                                                        "
"2013",,"Eugene","  71st PRECINCT COMMUNITY COUNCIL INC","043784543-","Applied","5000000.00","DYCD-CD","NA","421 Empire Boulevard",,"Brooklyn","NY","11225","1)Family Day Picnic held annually in June at Hamilton-Metz Park is attended by police top brass, elected officials, community leaders, community residents for family and community togetherness. Funds for entertainment,rental rides, food and beverages, etc.
2)National Night Out Against Crime held annually in August where the efforts of police, elected officials and community join in a day of taking back their communities from gangs, drugs, and crime against neighborhood residents. Funds for getting information out to community residents, re: keeping safe in their homes and on the streets, mthly. mailings of notices and stamps.
3)Halloween Safe Path Walk held annually Oct. 31st where  community affairs officers provide a safe path for families to enjoy a designated route involving residents  giving out candy along the route ending up at the 71st Precinct for more Halloween enjoyment.
4) Holiday Party and presenting toys to community youths - funds to obtain toys.",,,"BROOKLYN ","40.664113","-73.947763","9","35","331","3034563","3013100001","Crown Heights South                                                        "
"2013",,"James","  71st PRECINCT COMMUNITY COUNCIL INC","043784543-","Applied","5000000.00","DYCD-CD","NA","421 Empire Boulevard",,"Brooklyn","NY","11225","1)Family Day Picnic held annually in June at Hamilton-Metz Park is attended by police top brass, elected officials, community leaders, community residents for family and community togetherness. Funds for entertainment,rental rides, food and beverages, etc.
2)National Night Out Against Crime held annually in August where the efforts of police, elected officials and community join in a day of taking back their communities from gangs, drugs, and crime against neighborhood residents. Funds for getting information out to community residents, re: keeping safe in their homes and on the streets, mthly. mailings of notices and stamps.
3)Halloween Safe Path Walk held annually Oct. 31st where  community affairs officers provide a safe path for families to enjoy a designated route involving residents  giving out candy along the route ending up at the 71st Precinct for more Halloween enjoyment.
4) Holiday Party and presenting toys to community youths - funds to obtain toys.",,,"BROOKLYN ","40.664113","-73.947763","9","35","331","3034563","3013100001","Crown Heights South                                                        "
"2013",,"Mealy","  71st PRECINCT COMMUNITY COUNCIL INC","043784543-","Applied","5000000.00","DYCD-CD","NA","421 Empire Boulevard",,"Brooklyn","NY","11225","1)Family Day Picnic held annually in June at Hamilton-Metz Park is attended by police top brass, elected officials, community leaders, community residents for family and community togetherness. Funds for entertainment,rental rides, food and beverages, etc.
2)National Night Out Against Crime held annually in August where the efforts of police, elected officials and community join in a day of taking back their communities from gangs, drugs, and crime against neighborhood residents. Funds for getting information out to community residents, re: keeping safe in their homes and on the streets, mthly. mailings of notices and stamps.
3)Halloween Safe Path Walk held annually Oct. 31st where  community affairs officers provide a safe path for families to enjoy a designated route involving residents  giving out candy along the route ending up at the 71st Precinct for more Halloween enjoyment.
4) Holiday Party and presenting toys to community youths - funds to obtain toys.",,,"BROOKLYN ","40.664113","-73.947763","9","35","331","3034563","3013100001","Crown Heights South                                                        "
"2013",,"Williams","  71st PRECINCT COMMUNITY COUNCIL INC","043784543-","Applied","5000000.00","DYCD-CD","NA","421 Empire Boulevard",,"Brooklyn","NY","11225","1)Family Day Picnic held annually in June at Hamilton-Metz Park is attended by police top brass, elected officials, community leaders, community residents for family and community togetherness. Funds for entertainment,rental rides, food and beverages, etc.
2)National Night Out Against Crime held annually in August where the efforts of police, elected officials and community join in a day of taking back their communities from gangs, drugs, and crime against neighborhood residents. Funds for getting information out to community residents, re: keeping safe in their homes and on the streets, mthly. mailings of notices and stamps.
3)Halloween Safe Path Walk held annually Oct. 31st where  community affairs officers provide a safe path for families to enjoy a designated route involving residents  giving out candy along the route ending up at the 71st Precinct for more Halloween enjoyment.
4) Holiday Party and presenting toys to community youths - funds to obtain toys.",,,"BROOKLYN ","40.664113","-73.947763","9","35","331","3034563","3013100001","Crown Heights South                                                        "
"2013",,"Gennaro","  75th Avenue Playground Volunteer Group, The","113243561-","Applied","5000.00","DYCD-Y","The Group","158-46 75th Avenue",,"Fresh Meadows","NY","11366-1026","The Group will be working with students and faculty of three schools in the community with the creation of a curriculum that supports learning how to do scientific archival research.  This activity will be done in collaboration with the Queens College Civil Right Archive and the NAACP Northeast Queens Branch.  Funds will be used to provide transportation, refreshments at workshops and meetings, the purchase of office supplies and materials necessary for producing a culmination event in the spring of 2013.",,,,,,,,,,,
"2013",,"Reyna"," 104th Precinct Law Explorers","331058210-","Applied","2000.00","DYCD-Y",,"64-02 Catalpa Avenue",,"Ridgewood","NY","11385","The funding will be used for admissions for the trips the explorers will go on as well as supplies and other cost such as refreshments.",,,"QUEENS   ","40.704441","-73.893729","5","30","581","4088186","4036320001","Ridgewood                                                                  "
"2013",,"Gennaro","Masbia of Queens","270363356-","Applied","10000.00","DYCD-CD",,"4114 14th Avenue",,"Brooklyn","NY","11219","To distribute take-home food packages weekly to hungry families in Queens.",,,"BROOKLYN ","40.638041","-73.985407","12","39","232","3135750","3055940042","Borough Park                                                               "
"2013",,"Mealy","  81st Precinct Community Council","112517189-","Applied","5000.00","Unknown","81st Precinct Community Council","30 Ralph Avenue",,"Brooklyn","NY","11221","Annual Christmass Children Party - provides toys to approximately 275 children and bikes.
Annual Senior Thanksgiving Dinner - feeds over 300 sick and shut-ins, as well as, 100 event attendees.
Annual Childrens Summer Camp - provides formal cost for over 60 neighborhood children. 
National Nightout In the Park - this event provides Water Rides, Entertainment, Food/BBQ, Supplies, Information; As well as, various Agency Speakers.
Annual Christmas Musical Concert - provides the community and churches to build and establish relationships.",,,"BROOKLYN ","40.689456","-73.924024","3","41","387","3044596","3016330039","Stuyvesant Heights                                                         "
"2013",,"Vann","  81st Precinct Community Council","112517189-","Applied","5000.00","Unknown","81st Precinct Comm Council","30 Ralph Avenue",,"Brooklyn","NY","11221","Annual Childrens Summer Camp -operational cost for supplies, transportation and trips for sixty children.
Annual National Nightout - Water Rides, Entertainment, Food/BBQ, and Supplies.
Annual Senior Thanksgiving Dinner - provide dinner for approximately 300 sicj and shut-ins and over 100 event attendees.
Annual Christmas Children Party - provides toys to children from the ages of infants to sixteen and bicycles too.
Annual Christmas Musical Concert - this outreach event provides relationship for our community and churches.",,,"BROOKLYN ","40.689456","-73.924024","3","41","387","3044596","3016330039","Stuyvesant Heights                                                         "
"2013",,"Dromm","  82nd Street District Management Association Inc","113096017-","Applied","5000.00","Unknown","82nd Street Partnership","37-06 82nd Street","Fl 3","Jackson Heights","NY","11372","We are seeking funding to help produce a new signature event for the 82nd Street business improvement district. A food, music, and crafts festival on 82nd Street between Roosevelt Avenue and Baxter Avenue, the event will feature over 20 local food vendors, area musicians, and other select vendors. The vendor selection process will be curated by a community committee to ensure this is an event that benefits and represents the neigborhood. In addition to local food vendors and musicians, area non-profit organizations and civic groups will be invited to participate in the festival. Funding will be needed for the following: (A) Equipment rental (vendor booths, tables and chairs, lighting, etc.) (B) Supplemental sanitation and security services (C) Musician fees, and (D) Event marketing.",,,"QUEENS   ","40.749421","-73.884262","3","21","283","4030013","4012920006","Jackson Heights                                                            "
"2013",,"Dromm","110th Precinct Community Council","432025653-","Applied","6000.00","DYCD-Y",,"94-41 43rd Avenue",,"Elmhurst","NY","11373","Every year 110th Precinct Community Council organizes the Night out against Crime, which is a crime/drug prevention awareness event that enables local law enforcement representatives and members of the community to gather, share information, and build ties to help solve and prevent crimes. Our community has the opportunity to enjoy a variety of events and activities such as cookouts, visits from local police and sheriff departments, police athletic leagues, police explores, marine patrols, parades, exhibits, live music, games prizes and more. The funds will be designed for heighten crime and drugs prevention awareness, and generate support and participation in local anticrime programs such as the Night Out against Crime.",,,"QUEENS   ","40.745036","-73.870004","4","21","465","4445296","4015920072","Elmhurst                                                                   "
"2013",,"Ferreras","  82nd Street District Management Association Inc","113096017-","Applied","5000.00","Unknown","82nd Street Partnership","37-06 82nd Street","Fl 3","Jackson Heights","NY","11372","We are seeking funding to help produce a new signature event for the 82nd Street business improvement district. A food, music, and crafts festival on 82nd Street between Roosevelt Avenue and Baxter Avenue, the event will feature over 20 local food vendors, area musicians, and other select vendors. The vendor selection process will be curated by a community committee to ensure this is an event that benefits and represents the neighborhood. In addition to local food vendors and musicians, area non-profit organizations and civic groups will be invited to participate in the festival. Funding will be needed for the following: (A) Equipment rental (vendor booths, table and chairs, lighting, etc.) (B) Supplemental sanitation and security services (C) Musician fees, and (D) Event marketing.",,,"QUEENS   ","40.749421","-73.884262","3","21","283","4030013","4012920006","Jackson Heights                                                            "
"2013",,"Reyna","  83RD PRECINCT YOUTH COUNCIL","263865791-","Applied","5000.00","Unknown",,"480 KNICKERBOCKER AVENUE",,"BROOKLYN","NY","11207","This is done through youth enrichment programs, educational field trips, commuity beautification and youth forums with guest speakers",,,"BROOKLYN ","40.698466","-73.917768","4","37","433","3326387","3033070022","Bushwick North                                                             "
"2013",,"Comrie"," 103rd Pct Community Council Inc","205484666-","Applied","12000.00","Unknown","103rd Precinct Community Council Inc","168-02 PO Edward Byrne Avenue",,"Jamaica","NY","11432-5229","Youth sports, e.g basketball  softball games, also field trips for exposure to various cultural events. Various Crime Prevention activities such as a crime prevention  safety fairs. Also to offset costs of required uniforms /or T-shirts for the program. Provide a safe haven event for children during Holidays such as Halloween.",,,,,,,,,,,
"2013",,"Queens Delegation"," 103rd Pct Community Council Inc","205484666-","Applied","12000.00","Unknown","103rd Precinct Community Council Inc","168-02 PO Edward Byrne Avenue",,"Jamaica","NY","11432-5229","Youth sports, e.g basketball  softball games, also field trips for exposure to various cultural events. Various Crime Prevention activities such as a crime prevention  safety fairs. Also to offset costs of required uniforms /or T-shirts for the program. Provide a safe haven event for children during Holidays such as Halloween.",,,,,,,,,,,
"2013",,"Wills"," 103rd Pct Community Council Inc","205484666-","Applied","12000.00","Unknown","103rd Precinct Community Council Inc","168-02 PO Edward Byrne Avenue",,"Jamaica","NY","11432-5229","Youth sports, e.g basketball  softball games, also field trips for exposure to various cultural events. Various Crime Prevention activities such as a crime prevention  safety fairs. Also to offset costs of required uniforms /or T-shirts for the program. Provide a safe haven event for children during Holidays such as Halloween.",,,,,,,,,,,
"2013",,"Gennaro"," 107th Precinct Community Council","113134719-","Applied","5000.00","Unknown",,"PO Box 650013",,"Flushing","NY","11365","National Night Out Against Crime, various grafitti clean-ups and holiday parties for kids in the community.",,,,,,,,,,,
"2013",,"Weprin"," 107th Precinct Community Council","113134719-","Applied","5000.00","Unknown",,"PO Box 650013",,"Flushing","NY","11365","National Night Out Against Crime, various grafitti clean-ups and holiday parties for kids in the community.",,,,,,,,,,,
"2013",,"Weprin"," 111th Precinct Community Council","113301768-","Applied","5000.00","NYPD",,"45-06 215th Street",,"Bayside","NY","11361","To purchase a computer for communications and record keeping.  Rental of tables, chairs, and materials for events.  Installation and maintenance of designated telephone line for Precinct Council.",,,"QUEENS   ","40.760179","-73.767441","11","19","1471","4157390","4073330221","Bayside-Bayside Hills                                                      "
"2013",,"Wills"," 113th Precinct Community Council","113218377-","Applied","10000.00","DYCD-Y","NA","167-02 Baisley Boulevard",,"Jamaica","NY","11434","Our objective is to develop a better relationship with our youth and the police officers. We also expose our youth to cultural, educational, entertaining trips and activities beyond the youths domain. The funding goes towards transportation, trips, locations and activities age 6 years to 16 years.",,,"QUEENS   ","40.679976","-73.776214","12","28","33402","4270044","4124950045","Springfield Gardens North                                                  "
"2013",,"Brewer"," 120 Resident Association","272240265-","Applied","3500.00","Unknown","WSURA120W94 Resident Association","120 West 94th Street",,"New York","NY","10025-5657","During these workshops, they will learn how to read food labels in order to select the proper food items for their meals. Participants will learn how to evaluate the cost of healthy food versus unhealthy food and the impact that their choices have on their health. Upon completion they will have the tools to sustain a healthy lifestyle.",,,,,,,,,,,
"2013",,"Oddo"," 122nd Precinct Community Council","133371153-","Applied","5000.00","NYPD","None","2320 Hylan Boulevard",,"Staten Island","NY","10306","This fund is used specifically for National Night Out event jointly conducted by NY City Police Department and other Staten Island Community Council Precinct 120th and 123rd in Staten Island in the month of August Every year, This big event attended by a large community members to get to know and interact with Police, Federal and other community organizations in Staten Island.",,,"STATEN IS","40.5743","-74.105888","2","50","11202","5107580","5039060001","New Dorp-Midland Beach                                                     "
"2013",,"Wills","A Better Jamaica Inc","113804421-","Applied","10000.00","DOE","ABJ","114-73 178th Street",,"Jamaica","NY","11434-1456","Jamaica Reads is a tutoring program that matches neighborhood senior citizens with 1st graders who are struggling with the acquisition of their reading skills. Funds are used to pay stipends to the senior citizens and for materials used by them to work with the students.",,,,,,,,,,,
"2013",,"Dickens"," 125th Street District Management Association Inc","133740434-","Applied","12000.00","Unknown","125th Street Business Improvement District BID","360 West 125th Street","Suite 11","New York","NY","10027-3606","The funds will be used for the Harlem Holiday Lighting Program. The outdoor displays, a - community drive program represents Harlems spirit and social capital.  It show everyone how East, West and Central Harlem unites to bring cheers uptown during the holiday season. A simple gesture that touches and comforts people, and brings them together.The program is locally driven and it compliments the 125th Street BIDs goals of promoting 125th Street as a vibrant cultural center and continuing the revitalization of 125thSreet as the commercial and artistic heart of Harlem.  The 125th Street BID seeks to maximize the value of the 125th Street corridor by initiating efforts that solidify its identity as Harlems primary cultural district.  Bringing the holiday spirit to 125th Street and enhancing the street scape by lighting up 125th Street from river to ri!
 ver represents on of these efforts.",,,,,,,,,,,
"2013",,"Jackson"," 125th Street District Management Association Inc","133740434-","Applied","12000.00","Unknown","125th Street Business Improvement District BID","360 West 125th Street","Suite 11","New York","NY","10027-3606","The funds will be used for the Harlem Holiday Lighting Program. The outdoor displays, a - community drive program represents Harlems spirit and social capital.  It show everyone how East, West and Central Harlem unites to bring cheers uptown during the holiday season. A simple gesture that touches and comforts people, and brings them together.The program is locally driven and it compliments the 125th Street BIDs goals of promoting 125th Street as a vibrant cultural center and continuing the revitalization of 125thSreet as the commercial and artistic heart of Harlem.  The 125th Street BID seeks to maximize the value of the 125th Street corridor by initiating efforts that solidify its identity as Harlems primary cultural district.  Bringing the holiday spirit to 125th Street and enhancing the street scape by lighting up 125th Street from river to ri!
 ver represents on of these efforts.",,,,,,,,,,,
"2013",,"Jackson"," 125th Street District Management Association Inc","133740434-","Applied","30000.00","Unknown","125th Street Business Improvement District BID","360 West 125th Street","Suite 11","New York","NY","10027-3606","The funds will be used to hire a consultant to conduct a feasibility study, develop a draft district plan, and garner support for expanding the BID boundaries west of Morningside Avenue. This will include but not limited to forming a steering committee and holding an initial steering committee meeting, developing a database of property owners and commercial tenants, conducting needs assessment survey preparing the district plan, informational mailings, public meetings,and other required task to garner support",,,,,,,,,,,
"2013",,"Van Bramer","114th Civilian Observation Patrol Inc","112572881-","Applied","35000.00","DSBS","114th Civ-OP Inc","31-38 29 Street","Bsmt","Astoria","NY","11106","Funds will be used to cover operational expenses of the organization to include the continuation of its free graffiti removal and maintenance program, VIN Etching program, neighborhood street patrols, and miscellaneous office supplies and expenses.  Additional funds are needed to cover modest part-time wages for at least three of the executive officers to help compensate for the huge increase of time and supervision needed to properly run the graffiti removal program.",,,"QUEENS   ","40.764291","-73.925729","1","22","75","4007120","4005790074","Astoria                                                                    "
"2013",,"Mark-Viverito"," 125th Street District Management Association Inc","133740434-","Applied","12000.00","Unknown","125th Street Business Improvement District BID","360 West 125th Street","Suite 11","New York","NY","10027-3606","The funds will be used for the Harlem Holiday Lighting Program. The outdoor displays, a - community drive program represents Harlems spirit and social capital.  It show everyone how East, West and Central Harlem unites to bring cheers uptown during the holiday season. A simple gesture that touches and comforts people, and brings them together.The program is locally driven and it compliments the 125th Street BIDs goals of promoting 125th Street as a vibrant cultural center and continuing the revitalization of 125thSreet as the commercial and artistic heart of Harlem.  The 125th Street BID seeks to maximize the value of the 125th Street corridor by initiating efforts that solidify its identity as Harlems primary cultural district.  Bringing the holiday spirit to 125th Street and enhancing the street scape by lighting up 125th Street from river to ri!
 ver represents on of these efforts.",,,,,,,,,,,
