"uid","facname","addressnum","streetname","address","city","boro","borocode","zipcode","latitude","longitude","xcoord","ycoord","bin","bbl","commboard","council","censtract","nta","facgroup","facsubgrp","factype","capacity","captype","optype","opname","opabbrev","overlevel","overagency","overabbrev","datasource","facdomain","schooldist","policeprct","servarea"
"0050f17924c0c9194c057bba6ea78592","ANNA M. KROSS CENTER (AMKC)","18-18","HAZEN STREET","18-18 HAZEN STREET","BRONX","BRONX","2","11370","40.79203719760","-73.88758611560","1015377.17451000000","227857.41229700000","2109476","2026050040.00000000000","401","22","100","BX98","JUSTICE AND CORRECTIONS","DETENTION AND CORRECTIONAL","CORRECTIONAL FACILITY","0",,"Public","NYC Department of Correction","NYCDOC","City","NYC Department of Correction","NYCDOC","nycdoc_corrections","PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE","7","114","Regional"
"00583556fa357c87d9a8e20478991ae6","STEM INSTITUTE OF MANHATTAN","240","WEST 113 STREET","240 WEST 113 STREET","NEW YORK","MANHATTAN","1","10026","40.80158337760","-73.95549438110","996571.75054800000","231318.57507000000","1055111","1018280015.00000000000","110","9","21600","MN11","SCHOOLS (K-12)","PUBLIC K-12 SCHOOLS","ELEMENTARY SCHOOL - PUBLIC","109","seats","Public","NYC Department of Education","NYCDOE","City","NYC Department of Education","NYCDOE","doe_lcgms","EDUCATION, CHILD WELFARE, AND YOUTH","3","28","Local"
"005a0ff896342662a55443ab0f62a7df","SNT BUS INC","1","JUNIUS STREET","1 JUNIUS STREET","BROOKLYN","BROOKLYN","3","11212","40.67481728560","-73.90400970970","1010876.31572000000","185145.13044400000","3083426","3036790030.00000000000","316","37","90800","BK81","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","230","routes","Non-public","Snt Bus Inc","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","19","73","Regional"
"006282bd9640da1534a5f8cd3e8f92a7","HOLY CROSS AFRICAN ORTHODOX CHURCH PRO-CATHEDRAL",,,,"NEW YORK","MANHATTAN","1","10027","40.81055347760","-73.94475315820","999543.48587400000","234588.39190200000","1085329","1019130043.00000000000","110","9","22400","MN03","HISTORICAL SITES","HISTORICAL SITES","STATE HISTORIC PLACE","0",,,,,"State","The New York State Office of Parks, Recreation and Historic Preservation","NYSOPRHP","nysparks_historicplaces","PARKS, GARDENS, AND HISTORICAL SITES","5","32","Local"
"00650e6934d6b67ae8c8061a212a1d68","LORINDA ENTERPRISES, LTD.",,,,"OZONE PARK","QUEENS","4","11416","40.68907238130","-73.84523636660","1027170.00000000000","190362.00000000000","0","4090420019.00000000000","409","32","3200","QN53","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","129","routes","Non-public","Lorinda Enterprises, Ltd.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","27","102","Regional"
"006e6b70ef797dfcab1e6d0e796d85f5","P.S. 152 GWENDOLINE ALLEYNE SC",,,,"WOODSIDE","QUEENS","4","11377","40.75309200000","-73.90058500000","1011793.91495000000","213664.03202900000","0","4011840014.00000000000","402","26","29300","QN63","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS","0",,,"Woodside On The Move, Inc.",,"City","NYC Department of Youth and Community Development","NYCDYCD","dycd_afterschoolprograms","EDUCATION, CHILD WELFARE, AND YOUTH","30","108","Local"
"00733530ee4e71cd56a1e6c82753c2c8","CAREFUL BUS","5015","BAY PARKWAY","5015 BAY PARKWAY","BROOKLYN","BROOKLYN","3","11230","40.62189937410","-73.97484152890","991234.13382700000","165852.09497500000","3171052","3065240040.00000000000","312","44","45000","BK46","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","100","routes","Non-public","Careful Bus","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","21","66","Regional"
"007ec34e5c5c9d77220af4d7646ce43d","MARY A. WHALEN",,,,"BROOKLYN","BROOKLYN","3",,"40.68723583670","-74.00740849330","982195.37354500000","189655.06530900000","0","3002810001.00000000000","0","0",,,"HISTORICAL SITES","HISTORICAL SITES","STATE HISTORIC PLACE","0",,,,,"State","The New York State Office of Parks, Recreation and Historic Preservation","NYSOPRHP","nysparks_historicplaces","PARKS, GARDENS, AND HISTORICAL SITES",,"0","Local"
"007f2bf0c65c88ad15d645db97e596bc","KIPS BAY BOYS AND GIRLS CLUB -","625","CASTLE HILL AVENUE","625 CASTLE HILL AVENUE","BRONX","BRONX","2","10473","40.81951468450","-73.84885416190","1026084.69030000000","237884.55020300000","2092673","2035700001.00000000000","209","18","8600","BX09","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP","0",,,"Kips Bay Boys & Girls Club",,"City","NYC Department of Youth and Community Development","NYCDYCD","dycd_afterschoolprograms","EDUCATION, CHILD WELFARE, AND YOUTH","8","43","Local"
"007f9cd95f6ad625d5ba9cb67e5a4fe2","NEW YORK & PRESBYTERIAN HOSPITAL OMM","525","EAST 68 STREET","525 EAST 68 STREET","NEW YORK","MANHATTAN","1","10065","40.76472078460","-73.95391868880","997015.05915300000","217888.50599400000","1084781","1014800001.00000000000","108","5","11600","MN31","HEALTH CARE","CHEMICAL DEPENDENCY","MEDICAL MAINTENANCE","0",,,"NYS Office of Alcoholism and Substance Abuse Services",,"State","NYS Office of Alcoholism and Substance Abuse Services","NYSOASAS","nysoasas_programs","HEALTH AND HUMAN SERVICES","2","19","Regional"
"008183c769d9155b38fa23c67bd8063c","FAMILY RESOURCE CENTER","858","EAST 29 STREET","858 EAST 29 STREET","BROOKLYN","BROOKLYN","3","11210","40.62997199050","-73.94878587110","998465.61165600000","168796.31638800000","3206416","3075740070.00000000000","314","45","77400","BK42","HEALTH CARE","MENTAL HEALTH","SUPPORT MENTAL HEALTH","0",,"Non-public","Jewish Child Care Association of New York","Non-public","State","NYS Office of Mental Health","NYSOMH","nysomh_mentalhealth","HEALTH AND HUMAN SERVICES","22","70","Regional"
"0085266bb9f540f978c935e3056c8d8a","ALL AMERICAN SCHOOL BUS CORP.","6055","STRICKLAND AVENUE","6055 STRICKLAND AVENUE","BROOKLYN","BROOKLYN","3","11234","40.61041514480","-73.91370288590","1008210.68519000000","161678.88885900000","3343229","3084701064.00000000000","318","46","69800","BK45","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","220","routes","Non-public","All American School Bus Corp.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","22","63","Regional"
"00876c08324791c5fa6f6e171c922959","QUEENS JEWISH COMMUNITY COUNCIL INC","119-45","UNION TURNPIKE","119-45 UNION TURNPIKE","FOREST HILLS","QUEENS","4","11375","40.71417641120","-73.83217282340","1030775.33461000000","199514.80074200000","4312087","4033477501.00000000000","406","29","76902","QN17","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS","0",,,"Queens Jewish Community Council inc",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","28","112","Local"
"008bbdbb8dfd199bf6ba34a0359a805f","LOGAN BUS COMPANY INC.",,,,"JAMAICA","QUEENS","4","11434","40.66501207020","-73.78269525450","1044536.00000000000","181633.00000000000","0","0.00000000000","413","31","30600","QN03","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","138","routes","Non-public","Logan Bus Company Inc.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","29","105","Regional"
"008d66b4fd51cc270b3920159904b92b","CHILDREN AND FAMILY TREATMENT AND SUPPORT SERVICES","1780","GRAND CONCOURSE","1780 GRAND CONCOURSE","BRONX","BRONX","2","10457","40.84624262630","-73.90892022350","1009449.27193000000","247599.53493000000","2094521","2027950014.00000000000","205","15","22901","BX41","HEALTH CARE","MENTAL HEALTH","SUPPORT MENTAL HEALTH","0",,"Non-public","Catholic Guardian Services","Non-public","State","NYS Office of Mental Health","NYSOMH","nysomh_mentalhealth","HEALTH AND HUMAN SERVICES","9","46","Regional"
"0091a32f35c7297a8d12e71afb698275","URBAN YOUTH ALLIANCE INTERNATIONAL INC","432","EAST 149 STREET","432 EAST 149 STREET","BRONX","BRONX","2","10455","40.81517092320","-73.91628297020","1007423.02197000000","236276.94280800000","2115795","2022930044.00000000000","201","8","4300","BX39","HUMAN SERVICES","LEGAL AND INTERVENTION SERVICES","ALTERNATIVE TO INCARCERATION","0",,,"URBAN YOUTH ALLIANCE INTERNATIONAL INC",,"City","NYC Mayor's Office of Criminal Justice","NYCMOCJ","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","7","40","Local"
"0093c0e0e6290fb9790691d5b1a7abf3","POLICE ATHLETIC LEAGUE INC","549","AUDUBON AVENUE","549 AUDUBON AVENUE","NEW YORK","MANHATTAN","1","10040","40.85559869300","-73.92619138050","1004667.94633000000","251003.80751500000","1076751","1021600018.00000000000","112","10","27700","MN35","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","YOUTH RECREATIONAL SERVICES/YOUTH ATHLETIC LEAGUES","0",,,"POLICE ATHLETIC LEAGUE INC",,"City","NYC Mayor's Office of Criminal Justice","NYCMOCJ","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","6","34","Local"
"009c4ee5f91a6e814dc565fafad20a6e","LORINDA ENTERPRISES, LTD.",,,,"JAMAICA","QUEENS","4","11434","40.66501207020","-73.78269525450","1044536.00000000000","181633.00000000000","0","0.00000000000","413","31","30600","QN03","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","107","routes","Non-public","Lorinda Enterprises, Ltd.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","29","105","Regional"
"009efe4d032ea125a4e8c269df51501c","BORO TRANSIT, INC.","154","SHEFFIELD AVENUE","154 SHEFFIELD AVENUE","BROOKLYN","BROOKLYN","3","11207","40.67364049220","-73.89747841560","1012688.50303000000","184718.44409400000","3393335","3037020001.00000000000","305","37","114400","BK85","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","617","routes","Non-public","Boro Transit, Inc.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","19","75","Regional"
"00a3b16607059503aa733218e12ef1a4","PIONEER TRANSPORTATION CORP","2890","ARTHUR KILL ROAD","2890 ARTHUR KILL ROAD","STATEN ISLAND","STATEN ISLAND","5","10309","40.54609930170","-74.22775379770","920952.52679600000","138317.51112200000","5086699","5071200197.00000000000","503","51","22600","SI11","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","672","routes","Non-public","Pioneer Transportation Corp","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","31","123","Regional"
"00a940ff0fdbda88bc2641b21e8a4483","LITTLE RICHIE BUS SERVICE",,,,"OZONE PARK","QUEENS","4","11416","40.68907238130","-73.84523636660","1027170.00000000000","190362.00000000000","0","4090420019.00000000000","409","32","3200","QN53","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","206","routes","Non-public","Little Richie Bus Service","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","27","102","Regional"
"00bd90a013f5276acaa1382035bd4c4c","OFFICE OF SENATOR KRUGER",,,,"BROOKLYN","BROOKLYN","3","11229","40.59984800000","-73.94935100000","998315.09342500000","157821.26903500000","3198446","3073270049.00000000000","315","48","57600","BK44","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","HOUSING: FAMILY SUPPORT,NDA PROGRAMS","0",,,"Erasmus H.S. of Service Learning",,"City","NYC Department of Youth and Community Development","NYCDYCD","dycd_afterschoolprograms","EDUCATION, CHILD WELFARE, AND YOUTH","22","61","Local"
"00c02e42d8071f6a2fd55835d1d5173a","RELIANT TRANSPORTATION, INC (B2321)","1967","RICHMOND TERRACE","1967 RICHMOND TERRACE","STATEN ISLAND","STATEN ISLAND","5","10302","40.63912309800","-74.12905080120","948434.02495300000","172152.53813800000","0","5001850531.00000000000","501","49","20700","SI28","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","138","routes","Non-public","Reliant Transportation, Inc (B2321)","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","31","121","Regional"
"00c0a61a81da2f9e47dad1bf5009531b","GRAND STREET SETTLEMENT","80","PITT STREET","80 PITT STREET","NEW YORK","MANHATTAN","1","10002","40.71830825300","-73.98171871970","989317.65645200000","200976.11672600000","1084357","1003380001.00000000000","103","2","2201","MN28","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","MIDDLE SCHOOL YOUTH: AFTER-SCHOOL PROGRAMS,NDA PROGRAMS,ADOLESCENT LITERACY,YOUTH EDUCATIONAL SUPPORT","0",,,"Jewish Community Council of Greater Coney Island, Inc",,"City","NYC Department of Youth and Community Development","NYCDYCD","dycd_afterschoolprograms","EDUCATION, CHILD WELFARE, AND YOUTH","1","7","Local"
"00c7eb247298bfa5fe52455e717c8140","THE ROMAN CATHOLIC CHURCH OF ST. MEL","525","LENOX ROAD","525 LENOX ROAD","BROOKLYN","BROOKLYN","3","11203","40.65515286140","-73.94091163920","1000645.08984000000","177971.76759300000","3107846","3048440001.00000000000","317","41","81400","BK91","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS","0",,,"THE ROMAN CATHOLIC CHURCH OF ST. MEL",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","18","67","Local"
"00d0ca2a996b127f8f31c8a80c89a9f4","PALLADIA, INC.","1600","MACOMBS ROAD","1600 MACOMBS ROAD","BRONX","BRONX","2","10452","40.84593814890","-73.91644309450","1007368.00668000000","247486.52762600000","2008433","2028650134.00000000000","205","14","21700","BX36","HUMAN SERVICES","LEGAL AND INTERVENTION SERVICES","ALTERNATIVE TO INCARCERATION","0",,,"PALLADIA, INC.",,"City","NYC Mayor's Office of Criminal Justice","NYCMOCJ","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","9","46","Local"
"00d4316664ff383034a040dbb1ffc7fe","LITTLE RICHIE BUS SERVICE",,,,"JAMAICA","QUEENS","4","11434","40.66501207020","-73.78269525450","1044536.00000000000","181633.00000000000","0","0.00000000000","413","31","30600","QN03","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","134","routes","Non-public","Little Richie Bus Service","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","29","105","Regional"
"00de96c76bde55e10c83cfba2e509e50","LOGAN BUS COMPANY INC.",,,,"OZONE PARK","QUEENS","4","11416","40.68907238130","-73.84523636660","1027170.00000000000","190362.00000000000","0","4090420019.00000000000","409","32","3200","QN53","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","194","routes","Non-public","Logan Bus Company Inc.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","27","102","Regional"
"00df1ca00daeb388bb2ec637e87257e6","LORINDA ENTERPRISES, LTD.","1616","STILLWELL AVENUE","1616 STILLWELL AVENUE","BRONX","BRONX","2","10461","40.85521812530","-73.84078484840","1028294.49832000000","250896.57736200000","2047115","2042230006.00000000000","211","13","29600","BX49","TRANSPORTATION","BUS DEPOTS AND TERMINALS","SCHOOL BUS DEPOT","16","routes","Non-public","Lorinda Enterprises, Ltd.","Non-public","City","NYC Department of Education","NYCDOE","doe_busroutesgarages","CORE INFRASTRUCTURE AND TRANSPORTATION","11","49","Regional"
"00ee38f8b7ba7b12a57a3a2f92fbaba8","SELFHELP COMMUNITY SERVICES, INC.","59-55","47 AVENUE","59-55 47 AVENUE","WOODSIDE","QUEENS","4","11377","40.74025736790","-73.90437155690","1010749.91688000000","208986.79913400000","4432198","4023140001.00000000000","402","26","24500","QN63","HUMAN SERVICES","SENIOR SERVICES","NATURALLY OCCURRING RETIREMENT COMMUNITY (NORC)","0",,,"SELFHELP COMMUNITY SERVICES, INC.",,"City","NYC Department for the Aging","NYCDFTA","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","30","108","Local"
"00f9e3f09bdc15848fb7bd10e8ae5785","THE CHILDRENS AID SOCIETY","304","PROSPECT AVENUE","304 PROSPECT AVENUE","STATEN ISLAND","STATEN ISLAND","5","10301","40.63785768830","-74.09787912590","957084.70294000000","171680.30949500000","5113051","5001000030.00000000000","501","49","6700","SI35","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","COMPASS ELEMENTARY","0",,,"THE CHILDRENS AID SOCIETY",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","31","120","Local"
