"opened_on","topic","industry","status","completed_on","outcome_activity","civil_penalties_assessed","total_number_of_employees","total_amount_of_restitution","city","state","zip","borough_name","community_district","council_district"
"2017-02-22T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2017-03-24T00:00:00.000","Closeout Letter Sent – Declined to Prosecute",,,,"New York","NY","10018","Manhattan",,
"2018-02-12T00:00:00.000","Paid Safe and Sick Leave","Limited-Service Restaurants","Completed","2018-02-16T00:00:00.000","Consolidation Letter Sent",,,,"New York","NY","10033","Manhattan","12","10"
"2014-10-15T00:00:00.000","Paid Safe and Sick Leave","Food Services and Drinking Places","Completed","2015-07-02T00:00:00.000","Closeout Letter Sent – Declined to Prosecute",,,,"JAMAICA","NY","11430","Queens",,
"2015-11-13T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2016-02-03T00:00:00.000","Consolidation Letter Sent",,,,"Manhattan","NY","10018","Manhattan",,
"2018-06-22T00:00:00.000","Paid Safe and Sick Leave","Food Service Contractors","Completed","2018-08-28T00:00:00.000","Consent Order Signed",,,,"Newport Center","CA","92660","Outside NYC",,
"2021-06-04T00:00:00.000","Paid Safe and Sick Leave","All Other Miscellaneous Ambulatory Health Care Services","Completed","2021-08-31T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"New York","NY","10029","Manhattan","11","8"
"2015-12-03T00:00:00.000","Paid Safe and Sick Leave","Janitorial Services","Completed","2015-12-03T00:00:00.000","Consolidation Letter Sent",,,,"Jamaica","NY","11430",,,
"2019-07-31T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2021-09-03T00:00:00.000","Consent Order Signed","7400","223","140000","New Dorp","NY","10306","Staten Island","2","50"
"2020-08-24T00:00:00.000","Paid Safe and Sick Leave","Supermarkets and Other Grocery (except Convenience) Stores","Completed","2021-09-02T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"Crown Heights","NY","11225","Brooklyn","9","35"
"2014-10-30T00:00:00.000","Paid Safe and Sick Leave","Janitorial Services","Completed","2017-05-30T00:00:00.000","Closeout Letter Sent – Unsubstantiated",,,,"NEW YORK","NY","10001","Manhattan",,
"2015-03-03T00:00:00.000","Paid Safe and Sick Leave","Retail Trade","Completed","2015-06-26T00:00:00.000","Consolidation Letter Sent",,,,"WOONSOCKET","RI","2895","Outside NYC",,
"2017-02-06T00:00:00.000","Paid Safe and Sick Leave","Baked Goods Stores","Completed","2018-03-23T00:00:00.000","Consent Order Signed","2000","1","336",,,,,,
"2014-10-14T00:00:00.000","Paid Safe and Sick Leave","Food Services and Drinking Places","Completed","2014-11-05T00:00:00.000","Consent Order Signed",,,,"NEW YORK","NY","10003","Manhattan",,
"2018-12-04T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2019-09-19T00:00:00.000","Consent Order Signed","750",,,"Bedford-Stuyvesant","NY","11205","Brooklyn","3","33"
"2018-04-17T00:00:00.000","Paid Safe and Sick Leave","Drycleaning and Laundry Services (except Coin-Operated)","Completed","2018-10-19T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"New York","NY","10016","Manhattan","5","2"
"2017-11-06T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2018-06-28T00:00:00.000","Consent Order Signed","3000","0","0","Brooklyn","NY","11203","Brooklyn",,
"2016-08-09T00:00:00.000","Paid Safe and Sick Leave","Educational Services","Completed","2017-09-18T00:00:00.000","Consent Order Signed","2250","1","1500","Ocean Hill","NY","11233","Brooklyn",,
"2015-04-23T00:00:00.000","Paid Safe and Sick Leave","Barber Shops","Completed","2015-10-27T00:00:00.000","Consent Order Signed","6000","10","5000","NEW YORK","NY","10010","Manhattan",,
"2016-12-30T00:00:00.000","Paid Safe and Sick Leave","Support Activities for Air Transportation","Completed","2017-06-19T00:00:00.000","Consent Order Signed","1000","1","8235.36",,,,,,
"2014-11-24T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2015-01-30T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"BROOKLYN","NY","11233","Brooklyn",,
"2017-07-25T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2018-03-13T00:00:00.000","Closeout Letter Sent – Declined to Prosecute",,,,"Staten Island","NY","10301","Staten Island",,
"2016-04-05T00:00:00.000","Paid Safe and Sick Leave","Transportation and Warehousing","Completed","2018-05-04T00:00:00.000","Consent Order Signed","0","1","2500","Maywood","NJ","7607",,,
"2015-04-27T00:00:00.000","Paid Safe and Sick Leave","Health Care and Social Assistance","Completed","2015-11-16T00:00:00.000","Consent Order Signed","900",,,"NEW YORK","NY","10028","Manhattan",,
"2019-06-06T00:00:00.000","Paid Safe and Sick Leave","Consumer Lending","Completed","2021-01-05T00:00:00.000","Consent Order Signed","2500",,,"New York","NY","10104","Manhattan","5","4"
"2016-05-17T00:00:00.000","Paid Safe and Sick Leave","Credit Unions","Completed","2016-07-19T00:00:00.000","Consent Order Signed","750","2","1000","New York","NY","10036","Manhattan",,
"2017-11-22T00:00:00.000","Paid Safe and Sick Leave","Food Services and Drinking Places","Completed","2018-06-06T00:00:00.000","Consent Order Signed","1000","1","3500","Brooklyn","NY","11226","Brooklyn",,
"2016-02-03T00:00:00.000","Paid Safe and Sick Leave","Residential Mental Health and Substance Abuse Facilities","Completed","2016-02-04T00:00:00.000","Consolidation Letter Sent",,,,"Bronx","NY","10475",,,
"2017-05-25T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2017-11-28T00:00:00.000","Consent Order Signed","195.68","1","804.32","Jamaica","NY","11434","Queens",,
"2015-04-23T00:00:00.000","Paid Safe and Sick Leave","Food Services and Drinking Places","Completed","2016-05-02T00:00:00.000","Consent Order Signed","300","1","1350","RICHMOND HILL","NY","11418","Queens",,
"2016-09-22T00:00:00.000","Paid Safe and Sick Leave","Food Services and Drinking Places","Completed","2017-09-28T00:00:00.000","Consent Order Signed","20000","63","29988","New York","NY","10003","Manhattan",,
"2019-03-19T00:00:00.000","Paid Safe and Sick Leave","Direct Health and Medical Insurance Carriers","Completed","2019-08-08T00:00:00.000","Consent Order Signed","2500",,,"New York","NY","10027","Manhattan","10","9"
"2016-11-30T00:00:00.000","Paid Safe and Sick Leave","Food Services and Drinking Places","Completed","2017-06-15T00:00:00.000","Consent Order Signed","1500","192","52070","Brooklyn","NY","11215","Brooklyn",,
"2014-10-10T00:00:00.000","Paid Safe and Sick Leave","Janitorial Services","Completed","2014-10-24T00:00:00.000","Consent Order Signed",,,,"SYOSSET","NY","11791","Outside NYC",,
"2020-11-10T00:00:00.000","Paid Safe and Sick Leave","Offices of All Other Miscellaneous Health Practitioners","Completed","2020-12-11T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"Jamaica","NY","11432","Queens","12","24"
"2017-07-27T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2018-07-19T00:00:00.000","Consent Order Signed","500","0","0",,,,,,
"2019-02-05T00:00:00.000","Paid Safe and Sick Leave","Educational Services","Completed","2019-07-08T00:00:00.000","Consent Order Signed","1500",,,"New York","NY","10018","Manhattan","4","3"
"2016-08-23T00:00:00.000","Paid Safe and Sick Leave","Health Care and Social Assistance","Completed","2018-03-09T00:00:00.000","Consent Order Signed","1881.5","1","3118.5","Riverdale","NY","10463",,,
"2017-12-06T00:00:00.000","Paid Safe and Sick Leave","Retail Trade","Completed","2018-06-29T00:00:00.000","Closeout Letter Sent – Unsubstantiated",,,,"Brooklyn","NY","11236","Brooklyn",,
"2014-10-16T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2014-12-02T00:00:00.000","Closeout Letter Sent – Unsubstantiated",,,,"NEW YORK","NY","10017","Manhattan",,
"2014-10-06T00:00:00.000","Paid Safe and Sick Leave","Health Care and Social Assistance","Completed","2015-05-22T00:00:00.000","Consent Order Signed","550",,,"BROOKLYN","NY","11220","Brooklyn",,
"2015-11-04T00:00:00.000","Paid Safe and Sick Leave","Limited-Service Restaurants","Completed","2016-06-02T00:00:00.000","Consent Order Signed","75500","1","500","New York","NY","10004","Manhattan","1","1"
"2018-12-04T00:00:00.000","Paid Safe and Sick Leave","Offices of Real Estate Agents and Brokers","Completed","2019-10-09T00:00:00.000","Consent Order Signed","600","1","6861","Manor Heights","NY","10314","Staten Island","2","49"
"2014-10-29T00:00:00.000","Paid Safe and Sick Leave","Air Transportation","Completed","2015-06-26T00:00:00.000","Consolidation Letter Sent",,,,"Altanta","GA",,"Outside NYC",,
"2019-12-18T00:00:00.000","Paid Safe and Sick Leave","Fitness and Recreational Sports Centers","Completed","2020-02-10T00:00:00.000","Consent Order Signed",,"1","5000","New York","NY","10010","Manhattan","5","3"
"2014-10-14T00:00:00.000","Paid Safe and Sick Leave","Construction","Completed","2015-09-15T00:00:00.000","Consent Order Signed",,"1","320","HACKENSACK","NJ","7601","Outside NYC",,
"2016-06-15T00:00:00.000","Paid Safe and Sick Leave","Educational Services","Completed","2017-01-23T00:00:00.000","Consent Order Signed","500",,,"New York","NY","10036","Manhattan",,
"2017-07-27T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2018-07-10T00:00:00.000","Consent Order Signed","2000","0","0","Brooklyn","NY","11229","Brooklyn",,
"2014-12-29T00:00:00.000","Paid Safe and Sick Leave",,"Completed","2017-12-12T00:00:00.000","Consent Order Signed","500","1","1500",,,,,,
"2017-04-24T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2018-06-12T00:00:00.000","Consent Order Signed","4180","0","0","New York","NY","10005","Manhattan",,
"2014-12-29T00:00:00.000","Paid Safe and Sick Leave","Other Heavy and Civil Engineering Construction","Completed","2015-02-24T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"BROOKLYN","NY","11219","Brooklyn",,
"2015-04-27T00:00:00.000","Paid Safe and Sick Leave","Educational Services","Completed","2015-09-01T00:00:00.000","Consent Order Signed","15375","76","11625","NEW YORK","NY","10010","Manhattan",,
"2014-10-15T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2015-09-15T00:00:00.000","Consent Order Signed",,"1","500","NEW YORK","NY","10018","Manhattan",,
"2018-05-15T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2019-01-09T00:00:00.000","Consent Order Signed","1492","1","1008","New York","NY","10018","Manhattan",,
"2018-03-05T00:00:00.000","Paid Safe and Sick Leave","Health Care and Social Assistance","Completed","2019-01-10T00:00:00.000","Consent Order Signed","500","1","1500","New York","NY","10038","Manhattan",,
"2018-11-01T00:00:00.000","Multiple Topics (2)",,"Completed","2020-11-23T00:00:00.000","Consent Order Signed","10000","75","74999.36",,,,,,
"2018-11-27T00:00:00.000","Multiple Topics (2)","Limited-Service Restaurants","Completed","2018-11-27T00:00:00.000","Consolidation Letter Sent",,,,"Prospect Heights","NY","11238","Brooklyn","8","35"
"2015-05-19T00:00:00.000","Paid Safe and Sick Leave",,"Completed","2015-08-05T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"BROOKLYN","NY","11219","Brooklyn",,
"2019-03-19T00:00:00.000","Paid Safe and Sick Leave","Offices of Dentists","Completed","2019-08-15T00:00:00.000","Closeout Letter Sent – Declined to Prosecute",,,,"New York","NY","10029","Manhattan","11","8"
"2015-01-27T00:00:00.000","Paid Safe and Sick Leave","Manufacturing","Completed","2015-06-23T00:00:00.000","Closeout Letter Sent – Declined to Prosecute",,,,"NEW YORK","NY","10018","Manhattan",,
"2021-01-28T00:00:00.000","Paid Safe and Sick Leave","Offices of Lawyers","Completed","2021-06-08T00:00:00.000","Closeout Letter Sent – Declined to Prosecute",,,,"Brooklyn Heights","NY","11201","Brooklyn","2","33"
"2015-06-11T00:00:00.000","Paid Safe and Sick Leave","Retail Trade","Completed","2015-09-14T00:00:00.000","Consent Order Signed","1050","14","1150","New York","NY","10018","Manhattan",,
"2014-10-14T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2014-12-03T00:00:00.000","Consent Order Signed",,,,"WOODSIDE","NY","11377","Queens",,
"2017-07-26T00:00:00.000","Paid Safe and Sick Leave","Retail Trade","Completed","2017-09-19T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"New York","NY","10028","Manhattan",,
"2018-12-03T00:00:00.000","Paid Safe and Sick Leave","Nail Salons","Completed","2020-07-27T00:00:00.000","Consent Order Signed","500",,,"Tottenville","NY","10307","Staten Island","3","51"
"2020-11-10T00:00:00.000","Paid Safe and Sick Leave","Other Individual and Family Services","Completed","2021-02-19T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"North Riverdale","NY","10471","Outside NYC","8","11"
"2018-09-12T00:00:00.000","Paid Safe and Sick Leave","Theater Companies and Dinner Theaters","Completed","2019-02-05T00:00:00.000","Consent Order Signed","0","1","4000","New York","NY","10020","Manhattan","5","4"
"2016-06-07T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2018-07-17T00:00:00.000","Consent Order Signed","3500","3","4100","Lynbrook","NY","11563",,,
"2014-10-10T00:00:00.000","Paid Safe and Sick Leave","Janitorial Services","Completed","2015-07-02T00:00:00.000","Closeout Letter Sent – Declined to Prosecute",,,,"ROCKVILLE CENTRE","NY","11570","Outside NYC",,
"2017-10-17T00:00:00.000","Paid Safe and Sick Leave","Transportation and Warehousing","Completed","2018-05-16T00:00:00.000","Consent Order Signed","0","1","1500",,,,,,
"2017-07-27T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2018-06-13T00:00:00.000","Closeout Letter Sent – Declined to Prosecute",,,,"Forest Hills","NY","11375",,,
"2016-09-26T00:00:00.000","Paid Safe and Sick Leave","General Freight Trucking, Local","Completed","2017-05-24T00:00:00.000","Consent Order Signed","5000","5","2500","Staten Island","NY","10314","Staten Island",,
"2018-08-03T00:00:00.000","Paid Safe and Sick Leave","Food Services and Drinking Places","Completed","2019-07-23T00:00:00.000","Consent Order Signed","1500","19","19000","HOWARD BEACH","NY","11414","Queens",,
"2020-06-11T00:00:00.000","Paid Safe and Sick Leave","Retail Trade","Completed","2021-01-04T00:00:00.000","Consent Order Signed","1500","1","3740","University Heights","NY","10468","Outside NYC","7","14"
"2018-05-16T00:00:00.000","Paid Safe and Sick Leave","Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers","Completed","2018-12-10T00:00:00.000","Consent Order Signed","1750","0","0","New York","NY","10018","Manhattan","5","3"
"2016-01-12T00:00:00.000","Paid Safe and Sick Leave","Food Services and Drinking Places","Completed","2016-03-11T00:00:00.000","Consent Order Signed","1000",,,"Philadelphia","PA","19123","Outside NYC",,
"2019-02-27T00:00:00.000","Paid Safe and Sick Leave","Nail Salons","Completed","2019-10-25T00:00:00.000","Consent Order Signed","250","1","5412","Richmond","NY","10306","Staten Island","3","51"
"2015-03-26T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2015-06-23T00:00:00.000","Consolidation Letter Sent",,,,"NEW YORK","NY","10018","Manhattan",,
"2019-06-28T00:00:00.000","Paid Safe and Sick Leave","Baked Goods Stores","Completed","2020-06-18T00:00:00.000","Consent Order Signed","840","1","5160","Borough Park","NY","11218","Brooklyn","12","39"
"2016-11-09T00:00:00.000","Paid Safe and Sick Leave","Health Care and Social Assistance","Completed","2018-05-16T00:00:00.000","Consent Order Signed","1500","285","114997.5","Bronx","NY","10467",,,
"2017-05-26T00:00:00.000","Paid Safe and Sick Leave","Home Health Care Services","Completed","2017-06-01T00:00:00.000","Consolidation Letter Sent",,,,"Brooklyn","NY","11218",,,
"2014-10-14T00:00:00.000","Paid Safe and Sick Leave","Grocery Stores","Completed","2015-04-17T00:00:00.000","Consent Order Signed",,,,"BROOKLYN","NY","11236","Brooklyn",,
"2017-01-26T00:00:00.000","Paid Safe and Sick Leave","Real Estate Property Managers","Completed","2017-10-02T00:00:00.000","Consent Order Signed",,"1","16780","Brooklyn","NY","11222","Brooklyn",,
"2020-03-02T00:00:00.000","Paid Safe and Sick Leave","Food Service Contractors","Completed","2020-03-09T00:00:00.000","Consolidation Letter Sent",,,,"Newport Center","CA","92660","Outside NYC",,
"2015-07-10T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2016-02-12T00:00:00.000","Consent Order Signed","6100",,,"Kew Gardens","NY","11415","Queens",,
"2015-11-24T00:00:00.000","Paid Safe and Sick Leave","Security Guards and Patrol Services","Completed","2016-04-05T00:00:00.000","Consent Order Signed","74500","1","500","Floral Park","NY","11001","Queens",,
"2018-02-26T00:00:00.000","Paid Safe and Sick Leave","Health Care and Social Assistance","Completed","2018-09-18T00:00:00.000","Consent Order Signed","750","0","0","Brooklyn","NY","11201","Brooklyn",,
"2019-11-25T00:00:00.000","Paid Safe and Sick Leave","Caterers","Completed","2020-03-19T00:00:00.000","Consent Order Signed","500",,"0","Flushing","NY","11377","Queens","2","26"
"2019-02-07T00:00:00.000","Paid Safe and Sick Leave","Manufacturing","Completed","2019-04-30T00:00:00.000","Consent Order Signed","3000","2","5000","New York","NY","10001","Manhattan","5","3"
"2018-04-19T00:00:00.000","Paid Safe and Sick Leave","Electrical Contractors and Other Wiring Installation Contractors","Completed","2018-09-05T00:00:00.000","Consent Order Signed","3500","0","0","New York","NY","10012","Manhattan","2","1"
"2016-01-20T00:00:00.000","Paid Safe and Sick Leave","Health Care and Social Assistance","Completed","2016-06-29T00:00:00.000","Consent Order Signed","2500","8","3850","New York","NY","10065","Manhattan",,
"2017-08-17T00:00:00.000","Paid Safe and Sick Leave","Limited-Service Restaurants","Completed","2018-04-05T00:00:00.000","Consent Order Signed","500",,,"Farmingville","NY","11738","Outside NYC",,
"2018-11-21T00:00:00.000","Paid Safe and Sick Leave","Health Care and Social Assistance","Completed","2019-03-06T00:00:00.000","Consent Order Signed","2000","1","2000","Long Island City","NY","11102","Queens","1","22"
"2019-05-13T00:00:00.000","Fair Workweek","Limited-Service Restaurants","Completed","2020-09-14T00:00:00.000","Consent Order Signed","10340","50","90000","Eltingville","NY","10312","Staten Island","3","51"
"2017-10-27T00:00:00.000","Paid Safe and Sick Leave","Employment Placement Agencies","Completed","2018-06-25T00:00:00.000","Consent Order Signed","500","1","1250","Smithtown","NY","11787",,,
"2018-03-27T00:00:00.000","Paid Safe and Sick Leave","Construction","Completed","2018-08-27T00:00:00.000","Closeout Letter Sent – Unsubstantiated",,,,"Brooklyn","NY","11201","Brooklyn",,
"2018-02-12T00:00:00.000","Paid Safe and Sick Leave","Janitorial Services","Completed","2018-07-24T00:00:00.000","Consent Order Signed","1500","0","0","New York","NY","10025","Manhattan",,
"2016-01-27T00:00:00.000","Paid Safe and Sick Leave","Other Personal Care Services","Completed","2017-01-17T00:00:00.000","Consent Order Signed","2000","1","720","New York","NY","10023","Manhattan",,
"2019-05-22T00:00:00.000","Paid Safe and Sick Leave","Health Care and Social Assistance","Completed","2020-09-21T00:00:00.000","Consent Order Signed",,"1","1500","North Riverdale","NY","10471","Outside NYC","8","11"
"2019-12-05T00:00:00.000","Paid Safe and Sick Leave","Hotels (except Casino Hotels) and Motels","Completed","2021-07-22T00:00:00.000","Consent Order Signed","1250",,,"New York","NY","10036","Manhattan","5","4"
"2017-06-20T00:00:00.000","Paid Safe and Sick Leave","Transportation and Warehousing","Completed","2018-04-02T00:00:00.000","Consent Order Signed","600",,,"Brooklyn","NY","11208","Brooklyn",,
"2014-10-15T00:00:00.000","Paid Safe and Sick Leave","Food Services and Drinking Places","Completed","2015-07-02T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"JAMAICA","NY","11430","Queens",,
"2016-11-21T00:00:00.000","Paid Safe and Sick Leave","School and Employee Bus Transportation","Completed","2016-11-21T00:00:00.000","Consolidation Letter Sent",,,,"Ozone Park","NJ","11416","Queens",,
"2014-12-12T00:00:00.000","Paid Safe and Sick Leave","Food Service Contractors","Completed","2015-03-27T00:00:00.000","Complainant Unresponsive – Letter Sent",,,,"Newport Center","CA","92660","Outside NYC",,
