"objectid","complaintnumber","srcategory","srtype","srpriority","srsource","srstatus","srresolution","boroughcode","communityboard","buildingnumber","streetname","crossstreet1","crossstreet2","taxclass","locationdetails","complaintdetails","parkname","parkzone","notestocustomer","zipcode","citycouncil","statesenate","stateassembly","congressional","sanitationzone","physicalid","servicerequestparentglobalid","geometry","globalid","initiateddate","closeddate","createddate","updateddate","descriptor1","complainttype","callerzipcode","srcallertype","callercity","callerstate","latitude","longitude","census_tract","bin","bbl","nta","location"
"20736815","311-06280718","Prune","Clear Utilities - Other","Routine","3-1-1 Call Center","Open",,"Brooklyn","312","1012","AVENUE M","EAST   10 STREET","CONEY ISLAND AVENUE",,,"Tree in front of house very big, covering street light and property",,,,"11230","44","22","48","10",,"0062804",,,"DD46253C-F926-4111-BB76-2C40361C0690","05/16/2021 15:33:49",,"05/16/2021 15:35:05",,"Hitting Phone/Cable Lines","Overgrown Tree/Branches","11230",,"Brooklyn","NY","40.6175","-73.964574","454","3173141","3065730005","Ocean Parkway South",
"16167204","311-00597624","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","3-1-1 Call Center","Closed","T/S Inspected - Ineligible","Queens","414","192","BEACH  124 STREET","OCEAN PROMENADE","ROCKAWAY BEACH BOULEVARD",,"AT THE FRONT OF THE PROPERTY AT THE LISTED ADDRESS.","A CURBSIDE TREE NEXT TO THE CALLER'S PROPERTY HAS DAMAGED THE SIDEWALK ABUTTING HIS PROPERTY. ROOTS FROM THE TREE HAVE CAUSED THE CURB OF THE SIDEWALK TO CRUMBLE AND LIFTED SECTIONS OF THE SIDEWALK.   THE CALLER LIVES IN A TWO FAMILY HOME. THE CALLER WOULD LIKE THE SIDEWALK ABUTTING THE PROPERTY TO BE INSPECTED FOR ELIGIBILITY FOR THE TREES AND SIDEWALKS PROGRAM.",,,"Your site has been rated 67 out of 100. This site does not rate highly enough to be repaired by NYC Parks at this time. You may request a new inspection in 3 years, or hire a contractor to complete repair. For more info visit nyc.gov/parks/treework.","11694","32","15","23","5",,"0147067",,,"8EE310D6-41CB-4EC2-9E54-37E863826D8B","09/10/2019 17:37:45","05/14/2020 18:39:13","09/10/2019 17:41:19","05/14/2020 18:39:13","Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition","11694",,"Queens","NY","40.577138","-73.843609","93401","4305029","4162330084","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",
"17579146","311-02514521","Remove Tree","Dead Tree Older Than 2 Years","Routine","Department of Parks and Recreation - Public Web Site","Closed","Inspected - Condition Not Found","Brooklyn","310","341","79 STREET","3 AVENUE","4 AVENUE","1",,"From NYC Street Tree Map - Tree ID 799036",,,"At the time of inspection tree is in fair condition.  Thank you.","11209","43","22","64","11",,"0037876","20CCF930-5FD1-4B09-9AA3-8576E1744415",,"9CD8549D-4ECA-43B6-9EE6-64FD8F75042C","05/19/2020 14:38:22","05/21/2020 11:29:21","05/19/2020 14:38:23","05/21/2020 11:29:21","Planted More Than 2 Years Ago","Dead/Dying Tree","11209",,"Brooklyn","NY","40.628261","-74.027653","64","3150325","3059690065","Bay Ridge",
"17450683","311-02355971","Hazard","Hanging Limb from Wires","Routine","3-1-1 Call Center","Closed","Work Completed","Bronx","212","913","BURKE AVENUE","BRONXWOOD AVENUE","RADCLIFF AVENUE",,"IN FRONT OF THE ADDRESS PROVIDED.","CALLER IS REPORTING LARGE BRANCH HANGING ON A WIRE. CALLER STATE HE IS SCARE FOR THE SAFE OF EVERYONE. CALLER IS REQUESTING ASSISTANCE FOR SOME ONE TO COME AND REMOVE THE BRANCH.",,,,"10469","12","36","83","16",,"0041897",,,"49D4DE3C-8E21-4FA5-BA44-97F8CCAF9CA1","05/01/2020 23:07:22","05/08/2020 15:29:00","05/02/2020 00:01:00","05/08/2020 15:29:00","Branch Cracked and Will Fall","Damaged Tree",,"Business  Business",,,"40.871335","-73.860841","370","2056476","2046080003","Williamsbridge-Olinville",
"23510803","311-10185340","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","3-1-1 Call Center","Open",,"Queens","412","150-11","119 AVENUE","SUTPHIN BOULEVARD","152 STREET",,,"I AM THE CURRENT PROPERTY OWNER, I RECEIVED A  SIDEWALK VIOLATION DUE TO THE TREE ROOT DAMAGING AND LIFTING THE SIDEWALK IN FRONT OF MY PROPERTY. I WOULD LIKE SOME ASSISTANCE WITH REPAIRING THE SIDEWALK AS SOON AS POSSIBLE.",,,,"11434","28","10","32","5",,"0029892",,,"971F2E5C-C8A0-4954-B19D-CFFC9EF95D04","05/05/2022 13:49:32",,"05/05/2022 13:52:20",,"Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition",,,,,"40.679405","-73.791171","288","4264993","4122050040","Baisley Park",
"17455807","311-02361932","Remove Tree","Dead Tree Planted Within 2 Years","Routine","3-1-1 Call Center","Closed","No Action - Jurisdiction","Queens","408","61-48","148 PLACE","61 ROAD","REEVES AVENUE",,,"THE TREE IS DEAD; THERE AREN'T ANY LEAVES ON IT.",,,"no city tree at address","11367","24","16","25","6",,"0097973",,,"E1348997-D60D-4876-93EF-E1724204589E","05/02/2020 18:14:34","05/06/2020 16:49:00","05/02/2020 21:00:00","05/06/2020 16:49:00","Planted Less Than 2 Years Ago","Dead/Dying Tree",,"Business  Business",,,"40.739663","-73.821515","80302","4140967","4064270016","Queensboro Hill",
"23731305","311-10526313","Remove Tree","Poor Condition Hollow","Routine","3-1-1 Call Center","Open","Reviewed - Inspection Assigned","Queens","412","160-21","118 ROAD","LAKEVIEW BOULEVARD EAST","LONG STREET",,,"The tree has moss growing on it. I would like for the entire tree to be removed.",,,,"11434","28","10","32","5",,"0100038",,,"EDEF443E-BF8C-4284-B434-E8A34282316B","06/03/2022 16:01:39",,"06/03/2022 16:05:00","06/17/2022 14:43:00","Tree Alive - in Poor Condition","Damaged Tree",,"Business  Business",,,"40.682272","-73.784536","288","4467494","4122390018","Baisley Park",
"17659209","311-02610092","Prune","Clear Road","Routine","3-1-1 Call Center","Closed","Reviewed - Block Pruning","Brooklyn","305","754","NEW JERSEY AVENUE","BEND","HEGEMAN AVENUE",,,"LIMBS ARE LOW ON TREE AND BLOCKING THE ELCTRIC LINE",,,"City trees will be pruned as part of Parks routine block pruning. NOTE: Federal regulations prohibit our crews from working near electrical wires. You may hire a licensed, approved contractor to prune tree after obtaining a free permit. @ nyc.gov/parks","11207","42","19","60","8",,"0124710",,,"71E7F5AF-6BEF-4D5B-AD9C-6C8B22D4E740","05/29/2020 11:50:23","05/29/2020 13:44:00","05/29/2020 12:00:00","05/29/2020 13:44:00","Blocking Street","Overgrown Tree/Branches",,"Business  Business",,,"40.660956","-73.891344","1128","3096464","3042990032","East New York (Pennsylvania Ave)",
"23777949","311-10681584","Hazard","Tree Down - Street","Routine","3-1-1 Call Center","Open","Work Priority Category - C","Queens","408","00","00","185 STREET","UNION TURNPIKE",,"The tree is in the middle of the street on the intersection of 185 street and Union Turnpike.","There is a fallen tree in the middle of the street.",,,"Work order in place for tree removal.","11366","24","11","25","6",,,,,"B025EA2E-2010-400E-9619-684BB38C7535","06/16/2022 15:56:17",,"06/16/2022 15:56:00","06/24/2022 17:12:23","Entire Tree Has Fallen Down","Damaged Tree","11366","Business  Business","Queens","NY",,,,,,,
"18417619","311-03480887","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","3-1-1 Call Center","Closed","T/S Inspected - No Repair","Queens","414","652","BEACH   68 STREET","ALMEDA AVENUE","BAYFIELD AVENUE",,"TWO TREES IN FRONT STREET ADDRESS","CITY TREE LIFTING SIDEWALK",,,"Your site has been rated 75 out of 100. This site does not rate highly enough to be repaired by NYC Parks at this time. You may request a new inspection in 3 years, or hire a contractor to complete repair. For more info visit nyc.gov/parks/treework","11692","31","10","31","5",,"0014612",,,"4057F21A-970F-4748-8B98-A1D681BC050D","08/05/2020 17:47:47","06/03/2022 18:45:03","08/05/2020 17:50:12","06/03/2022 18:45:03","Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition",,,,,"40.598193","-73.797698","954","4531148","4160280026","Hammels-Arverne-Edgemere",
"17616364","311-02553209","Remove Tree","Dead Tree Planted Within 2 Years","Routine","3-1-1 Call Center","Closed","No Action - Jurisdiction","Queens","409","86-44","94 STREET","86 ROAD","86 DRIVE",,"NEAR THE DRIVEWAY 86 DRIVE IS WHERE THE TREE IS","NEWLY PLANTED TREE THAT GREW INTO LIVE WIRES AND THE WIRES MADE IT BURN AND ITS HALF DEAD THE SIDE BY THE WIRES ARE AND THE OTHER NOT NEAR WIRES ARE SPROUTING",,,"'REFER TO PLANTING FOR INSPECTION'","11421","32","15","38","7",,"0029271",,,"0CB06B0D-738A-446F-893A-0E0BF1A27E4A","05/23/2020 20:59:15","05/26/2020 14:42:00","05/23/2020 21:12:00","05/26/2020 14:42:00","Planted Less Than 2 Years Ago","Dead/Dying Tree",,"Business  Business",,,"40.694496","-73.851156","22","4182401","4088810017","Woodhaven",
"12359978","1-1-1611149138","Hazard","Limb Down - Sidewalk","Routine","3-1-1 Call Center","Closed","Work Completed","Queens","408","137-88","70 AVENUE","137 STREET","141 STREET","1","N/A","A LARGE BRANCH FROM A TREE HAS FALLEN AND IS BLOCKING THE SIDEWALK AND IS PARTIALLY IN THE STREET",,,"TREE INSPECTED 08302018. WORK ORDERS CREATED FOR LIMB DOWN, HANGING LIMB AND PRUNING DEAD BRANCHES.","11367","24","15","27","6",,"0075816","C2B51BB5-5C6C-459D-8D37-F1A50C58262B",,"BC80D313-F914-4A85-B38E-8AA6E67621D7","08/30/2018 15:50:36","05/29/2020 17:46:47","08/30/2018 15:56:00","05/29/2020 17:46:47","Branch or Limb Has Fallen Down","Damaged Tree","11367",,"QUEENS","NY","40.728026","-73.827561","77902","4142576","4065960045","Kew Gardens Hills",
"13825455","1-1-1672401467","Prune","Clear Building","Routine","Department of Parks and Recreation - Public Web Site","Closed","Inspected - No Work Order","Manhattan","109","631","WEST 152 STREET","BROADWAY","RIVERSIDE DRIVE","2","Hazardous tree branches may break window one day",,,,"Tree will be block pruned by a contractor","10031","7","31","71","13",,"0019841","B3F95A76-A6F5-479B-84BE-603E8D6EBD0E",,"93AF7254-A77B-4DB6-9C78-90B4A20F1C23","01/20/2019 18:59:45","05/26/2020 14:28:33","01/20/2019 18:59:00","05/26/2020 14:28:33","Hitting Building","Overgrown Tree/Branches","na",,"na","NY","40.831192","-73.948023","237","1062464","1020990011","Hamilton Heights",
"17631080","311-02580301","Prune","Clear Road","Routine","3-1-1 Call Center","Closed","Reviewed - Block Pruning","Queens","408","166-04","81 AVENUE","166 STREET","167 STREET",,,"THE BRANCHES ARE VERY LOW AND CLOSE TO THE GROUND WILL BE TOUCHING THE GROUND SOON AND BLOCKING THE STREET",,,"THE TREES IN YOUR AREA ARE SCHEDULED TO BE BLOCK PRUNED IN OUR CURRENT CYCLE","11432","24","14","25","6",,"0082525",,,"6EAA5666-017B-4C22-BCC6-0710D0F6D1EF","05/26/2020 11:07:44","05/26/2020 17:32:00","05/26/2020 12:00:00","05/26/2020 17:32:00","Blocking Street","Overgrown Tree/Branches",,"Business  Business",,,"40.721188","-73.801239","1265","4152241","4070270001","Pomonok-Flushing Heights-Hillcrest",
"12131181","1-1-1598421745","Prune","Clear Building","Routine","3-1-1 Call Center","Closed","Reviewed - Block Pruning","Brooklyn","314","1202","AVENUE L","EAST   12 STREET","EAST   13 STREET","1","ON THE EAST 12 STREET SIDE OF LISTED ADDRESS","CALLER SAY THE CITY TREE IS OVERGROWN AND IN NEED OF PRUNING IT HITS HIS ROOF ESPECIALLY WHEN IT RAINS AND THE BRANCHES ARE WEIGHED DOWN",,,"City trees will be pruned as part of Parks routine block pruning. NOTE: Federal regulations prohibit our crews from working near electrical wires. You may hire a licensed, approved contractor to prune tree after obtaining a free permit. @ nyc.gov/parks","11230","44","17","48","9",,"0043832",,,"B9BFD4FF-9A2A-475D-9834-2D052A1FA023","08/01/2018 17:41:47","06/05/2019 15:12:00","08/01/2018 17:46:00","05/19/2020 12:58:05","Hitting Building","Overgrown Tree/Branches","11230",,"BROOKLYN","NY","40.620104","-73.963114","768","3253686","3067320001","Midwood",
"15640429","311-00906898","Plant Tree","Street Tree","Routine","Department of Parks and Recreation - Public Web Site","Open","Reviewed - Inspection Assigned","Manhattan","105","31","W 31ST STREET","5 AVENUE","BROADWAY","2",,,,,,"10001","4","27","75","12",,"0016686",,,"0767FBE6-C5A1-4EDE-BAC3-5DCBCB7AE173","10/18/2019 16:33:44",,"10/18/2019 16:33:00","11/21/2019 13:31:00","For One Address","New Tree Request","10001","Business  Business","NYC","NY","40.747132","-73.987329","76","1015808","1008330022","Midtown-Midtown South",
"20354298","311-05791416","Plant Tree","Street Tree","Routine","3-1-1 Call Center","Open","Reviewed - Inspection Assigned","Manhattan","108","1150","THIRD AVENUE","EAST   67 STREET","EAST   68 STREET",,,"Tree bed with old tree stump in it. See photos. Needs new tree planted",,,,"10065","4","28","73","12",,"0003663",,,"0082020B-E3BB-44F6-8102-4F88FB8BFFFE","03/26/2021 16:17:41",,"03/26/2021 16:20:00","05/16/2022 12:15:00","For One Address","New Tree Request",,"Business  Business",,,"40.766658","-73.962871","120","1042473","1014020033","Upper East Side-Carnegie Hill",
"17633887","311-02581209","Hazard","Limb Down - Car","Routine","3-1-1 Call Center","Closed","Inspected - No Work Order","Brooklyn","318","1649","EAST   45 STREET","AVENUE M","AVENUE N",,"THE CITY TREE IN FRONT OF THIS ADDRESS.","CITY TREE IN FRONT OF HOME DROPPED A BIG BRANCH ON MY CAR AND DAMAGED IT. THERE IS NOW A BIG DENT ON THE ROOF OF OUR CAR. IF SOMEONE WAS IN THE CAR, THEY WOULD HAVE GOTTEN HURT.THERE IS ANOTHER BIG BRANCH THAT LOOKS LIKE IT WILL FALL AT ANY MOMENT.",,,"Please leave small limb Down for sanitation pick up.  Thank you","11234","45","19","59","8",,"0099097",,,"E665441D-9D4D-47B2-BE9E-4D8109967C9B","05/26/2020 13:46:50","05/28/2020 18:29:00","05/26/2020 14:00:00","05/28/2020 18:29:49","Branch or Limb Has Fallen Down","Damaged Tree","11234","Business  Business","BROOKLYN","NY","40.620199","-73.931847","674","3219688","3078700033","Flatlands",
"14154749","1-1-1687493131","Hazard","Tree Leaning","Routine","3-1-1 Call Center","Closed","Work Completed","Brooklyn","305","182","FORBELL STREET","LIBERTY AVENUE","GLENMORE AVENUE",,"182 Forbell Street, Brooklyn","Tree leaning on electrical wire. Very hazardous",,,,"11208","37","19","54","8",,"0076159",,,"026E48FE-1396-41A7-87B9-24FA27E2E449","02/25/2019 15:11:52","05/22/2020 17:43:00","02/25/2019 15:13:00","05/22/2020 17:43:00","Tree Leaning/Uprooted","Damaged Tree",,"Business  Business","MANHATTAN","NY","40.678592","-73.864124","1188","3094494","3042050028","Cypress Hills-City Line",
"23827434","311-10760463","Hazard","Tree Leaning","Routine","3-1-1 Call Center","Open","Work Priority Category - C","Queens","402","45-15","44 STREET","FLUSHING LINE","MURRAY FOX WAY",,,"In fromt pf post office",,,"TREE INSPECTED 7/29/2021. WORK ORDER CREATED FOR TREE REMOVAL.","11104","26","12",,"14",,,"D85343A9-0D85-4EA6-B0AB-D5A5260A5ECD",,"E6AF0897-E968-43E9-BDBD-8D2FF84147A2","06/23/2022 12:16:27",,"06/23/2022 12:16:52","06/23/2022 13:50:02","Tree Leaning/Uprooted","Damaged Tree",,,,,"40.74267","-73.920687","183","4001967","4001660020","Hunters Point-Sunnyside-West Maspeth",
"23602478","311-10338825","Illegal Tree Damage","Trunk Damaged Bicycle Chained","Routine","3-1-1 Call Center","Closed","No Action - Jurisdiction","Brooklyn","314","108","WOODRUFF AVENUE","ST PAULS PLACE","BRIGHTON LINE",,,"THERE ARE MOTORCYCLES CHAINED TO THE PARK FENCE AND HE HAS TORN DOWN SIGNS THAT WERE PUT UP",,,"NYC Parks Dept. Forestry maintains trees within NYC Parks and street trees in planting strip along curb.Trees are not impacted. The parks District office will manage this concern.","11226","40","21","42","9",,"0118230",,,"41BA7915-8960-48AF-BBB5-358AED0D0E6E","05/18/2022 22:20:03","06/06/2022 18:45:00","05/18/2022 22:22:00","06/06/2022 18:45:00","Bicycle Chained to Tree","Illegal Tree Damage",,"Business  Business",,,"40.653749","-73.962559","50804","3116106","3050590022","Flatbush",
"17427360","311-02336370","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","3-1-1 Call Center","Closed","T/S Inspected - Ineligible","Queens","413","116-47","230 STREET","116 AVENUE","LINDEN BOULEVARD",,,"At 2130hrs B. Williams contacted Central Communications to report that DPR had previously removed a tree at 116-47 230th Street which resulted in damage to the sidewalk. The caller was enquired if/when the sidewalk will be repaired.",,,"our site has been rated 52 out of 100. This site does not rate highly enough to be repaired by NYC Parks at this time. You may request a new inspection in 3 years, or hire a contractor to complete repair. For more info visit nyc.gov/parks/treework.","11411","27","14","33","5",,"0034381",,,"746B798B-6309-426F-AE4F-DAE75E48C557","04/29/2020 01:59:24","05/21/2020 17:36:10","04/29/2020 08:11:51","05/21/2020 17:36:10","Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition",,,,,"40.693301","-73.730953","622","4244673","4113310007","Cambria Heights",
"17044989","311-01948285","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","Department of Parks and Recreation - Public Web Site","Closed","T/S Inspected - Ineligible","Queens","413","121-30","237TH STREET","121 AVENUE","128 AVENUE","1",,,,,"Because we found no sidewalk damage caused by a city tree, this site is not eligible for the Trees and Sidewalks Program.","11422","31","14","29","5",,"0034581",,,"09106165-B1A3-4EBA-B3FD-CB7A0C69EB60","03/01/2020 17:43:42","05/20/2020 18:22:49","03/01/2020 17:43:43","05/20/2020 18:22:49","Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition","11422",,"Rosedale","NY","40.683344","-73.729064","61601","4276871","4128630054","Laurelton",
"15515271","311-00786391","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","3-1-1 Call Center","Closed","T/S Inspected - Ineligible","Staten Island","501","590","WOOLEY AVENUE","PURDY AVENUE","NORTH GANNON AVENUE",,,"TREE IS UPROOTING THE SIDEWALK .",,,"Your site has been rated 55 out of 100. This site does not rate highly enough to be repaired by NYC Parks at this time. You may request a new inspection in 3 years, or hire a contractor to complete repair.","10314","50","24","63","11",,"0062024",,,"6257BC90-9292-4A0B-99D8-CBB99C2F4232","10/03/2019 13:50:14","05/26/2020 14:07:53","10/03/2019 13:53:00","05/26/2020 14:07:53","Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition",,"Business  Business",,,"40.608945","-74.141014","18901","5018929","5007480021","Westerleigh",
"14966391",,"Prune","Prune Other","Routine","AMPS","Closed","No Action - Insufficient Info","Brooklyn","302","0","park",,,,"Remove 5 dead limbs in tree across from 696 elton",,"Elton Playground",,,,,,,,,,,,"D1B0F032-5BE8-4360-A008-15C938FEA16D",,"05/06/2020 16:01:54","05/14/2019 19:59:00","05/06/2020 16:01:54",,,,,,,,,,,,,
"15678387","311-00230232","Plant Tree","Street Tree","Routine","Department of Parks and Recreation - Public Web Site","Closed","Planting Declined - Unplantable","Brooklyn","309","619","MIDWOOD STREET","KINGSTON AVENUE","ALBANY AVENUE","4","Please plant 3 trees on that corner of Midwood st, and also acrossthe street by 620 Midwood st",,,,"Thank you for your street tree planting request. Unfortunately we cannot plant at this location due to conflicts with existing underground utilities. If you still want a new tree, please submit a request for a different location.","11203","41","20","43","9",,"0064803",,,"0B15911A-4F23-4C0F-ADE6-5ED4255480D8","07/26/2019 17:00:14","05/18/2020 13:51:00","07/26/2019 17:00:00","05/18/2020 13:51:00","For One Address","New Tree Request","na","Business  Business","na","NY","40.660769","-73.940193","806","3319757","3047990043","Prospect Lefferts Gardens-Wingate",
"17497784","311-02415171","Illegal Tree Damage","Root Damage","Routine","Department of Parks and Recreation - Public Web Site","Closed","Inspected - No Work Order","Staten Island","502","45","POUCH TERRACE","RODERICK AVENUE","PIEDMONT AVENUE","1",,,,,,"10305","50","24","64","11",,"0055854","EF52EA0F-087F-4320-843C-F66FC0BD4064",,"E97B41B8-D458-458E-B7EE-F02619F78D3F","05/08/2020 09:30:22","05/12/2020 15:06:43","05/08/2020 09:30:23","05/12/2020 15:06:43","Roots Damaged","Illegal Tree Damage","na",,"na","NY","40.600971","-74.074478","2002","5045016","5030420044","Grasmere-Arrochar-Ft. Wadsworth",
