"time_period","page","title","visits","page_views","avg_view_time_sec"
"Jul-15","http://www1.nyc.gov/site/finance/taxes/property-tax-bills.page","property-tax-bills","28967","35433","19.36"
"Jul-15","http://www.nyc.gov/html/fdny/html/community/employment_index.shtml","FDNY","28710","56535","91.7"
"Jul-15","http://www.nyc.gov/html/dcas/html/work/civilservice_2.shtml","DCAS - Work for the City - The Civil Service System","28476","40291","75.7"
"Jul-15","http://www1.nyc.gov/office-of-the-mayor/","Office of the Mayor | Overview | City of New York","27981","37215","32.950000000000003"
"Jul-15","http://www.nyc.gov/html/nypd/html/precinct_maps/precinct_finder.shtml","NYPD - Precinct Finder","27224","32994","164.9"
"Jul-15","http://www1.nyc.gov/nyc-resources/service/1113/food-stamps","Food Stamps | City of New York","27004","39334","117.24"
"Jul-15","http://www.nyc.gov/html/dob/html/contact/contact.shtml","Department of Buildings - Contact the Buildings Department","26516","34110","223.05"
"Jul-15","http://www.nyc.gov/html/doc/html/job/job_opp.shtml","Career Opportunities - Department of Correction","26214","45628","18.27"
"Jul-15","http://www1.nyc.gov/assets/finance/jump/download_parking_tickets.html","Download Parking Ticket Copies Online","26103","32383","226.92"
"Jul-15","http://www.nyc.gov/html/dot/html/motorist/parking-regulations.shtml","NYC DOT - Parking Regulations","25829","35635","104.05"
"Jul-15","http://www.nyc.gov/html/nypd/html/home/precincts.shtml","NYPD - Precincts","25330","71308","30.22"
"Jul-15","http://www1.nyc.gov/cpui/validateToken.htm","Email Address Confirmed | NYC Identity Management","25245","30402","66.540000000000006"
"Jul-15","http://www.nyc.gov/html/tlc/html/industry/licenses_main.shtml","NYC Taxi & Limousine Commission - Licensing","24974","38500","57.12"
"Jul-15","http://www1.nyc.gov/site/finance/taxes/property-data-and-lot-information.page","property-data-and-lot-information","24660","35771","20.23"
"Jul-15","http://www.nyc.gov/html/olr/html/home/home.shtml","Office of Labor Relations","24445","31463","40.9"
"Jul-15","http://www.nyc.gov/html/dot/html/ferrybus/staten-island-ferry.shtml","NYC DOT - Staten Island Ferry","24235","33492","143.91999999999999"
"Jul-15","http://www.nyc.gov/html/nypd/html/careers/careers.shtml","NYPD - Careers","24088","33698","46.71"
"Jul-15","http://www.nyc.gov/html/dcp/html/zone/zonetext.shtml","Zoning Text - New York City Department of City Planning","23883","46543","295.13"
"Jul-15","http://www1.nyc.gov/assets/finance/jump/bbl_lookup.html","BBL Lookup","23758","30203","227.45"
"Jul-15","http://www.nyc.gov/html/doh/html/services/vr-birth-general.shtml","Ordering A Birth Certificate","23571","34785","164.43"
"Jul-15","http://www1.nyc.gov/nyc-resources/service/2862/civil-service-exams","Civil Service Exams | City of New York","23534","34678","28.17"
"Jul-15","http://www.nyc.gov/html/dob/html/development/forms.shtml","Department of Buildings - Forms","23154","36326","33.67"
"Jul-15","http://www1.nyc.gov/nyc-resources/service/2266/property-records","Property Records | City of New York","22062","34263","37.78"
"Jul-15","http://www.nyc.gov/html/doh/html/services/restaurant-inspection.shtml","Restaurant Inspection Results (Letter Grades)","22014","40325","144.62"
"Jul-15","http://www.nyc.gov/html/tlc/html/industry/current_licensees.shtml","NYC Taxi & Limousine Commission - Current Licensees","20712","32095","179.12"
"Jul-15","http://www1.nyc.gov/site/dsny/about/inside-dsny/jobs.page","DSNY - About - Jobs","20681","38625","50.94"
"Jul-15","http://www.nyc.gov/html/doh/html/living/std-clinics.shtml","STDS & HIV - Free and Confidential Clinics","20556","27710","224.51"
"Jul-15","http://www.nyc.gov/html/doh/html/hcp/cir.shtml","Children and adolescents","20526","25014","289.45999999999998"
"Jul-15","http://www1.nyc.gov/nyc-resources/categories/housing-development.page","Housing & Development | City of New York","20452","28510","24.57"
"Jul-15","http://www.nyc.gov/html/dob/html/careers/career.shtml","Department of Buildings Career Opportunities","20068","33144","73.58"
"Jul-15","http://www1.nyc.gov/assets/finance/jump/pay_property_taxes.html","NYCServ Property Payments","20001","27602","308.75"
"Jul-15","http://www1.nyc.gov/site/finance/pay-now/pay-by-eft.page","Pay Now by Electronic Funds Transfer (EFT)","19926","26705","34.340000000000003"
"Jul-15","http://www.nyc.gov/html/dycd/html/jobs/syep.shtml","DYCD - Jobs & Internships - Summer Youth Employment Program (SYEP)","19913","27743","111.51"
"Jul-15","http://www.nyc.gov/html/doc/html/visit-an-inmate/visit-schedule.shtml","City of New York Department of Correction","19709","31057","51"
"Jul-15","http://www.nyc.gov/html/dob/html/codes_and_reference_materials/2014_cons_codes_table_of_contents.shtml","2014 Construction Codes","19679","40263","225.15"
"Jul-15","http://www.nyc.gov/html/olr/html/health/health_benefits_prog.shtml","Office of Labor Relations","19546","33499","116.25"
"Jul-15","http://www1.nyc.gov/site/finance/about/about-us.page","Finance - About Us","19414","25834","33.93"
"Jul-15","http://www1.nyc.gov/site/finance/vehicles/services.page","Parking Ticket Services","19100","25813","36.75"
"Jul-15","http://www1.nyc.gov/NYC311-SRLookup/","NYC.gov - 311 Service Request Look-Up","19094","26668","43.4"
"Jul-15","http://www1.nyc.gov/site/hpd/renters/mitchell-lama-rentals.page","HPD - Find Housing - Mitchell Lama","18912","36705","162.49"
"Jul-15","http://www1.nyc.gov/site/nycha/eligibility/check-status.page","NYCHA - Check Status","18752","36933","119.45"
"Jul-15","http://www1.nyc.gov/site/dca/about/overview.page","DCA - About - Overview","2746","3711","38.44"
"Jul-15","http://www1.nyc.gov/site/dsny/recycling-and-garbage/residents.page","DSNY - Recycling & Garbage - Residents","18664","27820","35.369999999999997"
"Jul-15","http://www.nyc.gov/html/doc/html/job/job_opp_civil.shtml","Civilian Opportunities - Job Opportunities - Department of Correction","18516","45977","87.74"
"Jul-15","http://www1.nyc.gov/site/hpd/owners/for-homebuyers.page","HPD - Owners - Homeowner - For Homebuyers","18455","33140","73.69"
"Jul-15","http://www1.nyc.gov/site/idnyc/about/about.page","About - id NYC","17884","24710","65.08"
"Jul-15","http://www1.nyc.gov/site/nycha/eligibility/eligibility.page","NYCHA - Eligibility","17815","24628","39.36"
"Jul-15","http://www.nyc.gov/html/doc/html/visit-an-inmate/visit-inmate-schedule-july-2015.shtml","City of New York Department of Correction","17815","21035","127.8"
"Jul-15","http://www.nyc.gov/html/dot/html/ferrybus/siferryschedule.shtml","NYC DOT - Staten Island Ferry Schedule","17807","20088","195.33"
"Jul-15","http://www.nyc.gov/html/dob/html/codes_and_reference_materials/reference.shtml","Department of Buildings","17296","24036","39.82"
"Jul-15","http://www1.nyc.gov/nyc-resources/service/2320/recycling-or-trash-collection-schedule","Recycling or Trash Collection Schedule | City of New York","17150","25811","50.18"
"Jul-15","http://www.nyc.gov/html/dep/html/water_and_sewer_bills/index.shtml","Ways to Pay Your Bill","17086","21363","107.36"
"Jul-15","http://www1.nyc.gov/booker/check_status","311 Booker: check status","16867","21765","80.83"
"Jul-15","http://www1.nyc.gov/apps/311/SRStatusPush/UpdateEmail.htm",,"16853","32671","108.7"
"Jul-15","http://www1.nyc.gov/NYC311-SRLookup/srlookup.htm","NYC.gov - 311 Service Request Look-Up","16621","34168","96.02"
"Jul-15","http://www1.nyc.gov/site/dca/","Department of Consumer Affairs","16528","23928","55.77"
"Jul-15","http://www.nyc.gov/html/dob/html/development/development_main.shtml","Department of Buildings","16400","22796","23.19"
"Jul-15","http://www.nyc.gov/html/tlc/html/industry/drivers.shtml","NYC Taxi & Limousine Commission - Drivers","16340","30668","147.30000000000001"
"Jul-15","http://www1.nyc.gov/site/finance/vehicles/common-reasons.page","Common Reasons for Disputing a Ticket","16249","20139","41.6"
"Jul-15","http://www1.nyc.gov/site/nycha/section-8/applicants.page","NYCHA - Applicants","16211","24522","99.78"
"Jul-15","http://www.nyc.gov/html/dob/html/codes_and_reference_materials/2014_construction_code.shtml","2014 Construction Codes","16153","23040","39.17"
"Jul-15","http://www.nyc.gov/html/doc/html/job/correction_officer.shtml","Correction Officer - Job Opportunities - Department of Correction","16152","23617","84.66"
"Jul-15","http://www.nyc.gov/html/dycd/html/home/home.shtml","Department of Youth and Community Development","15944","22339","98.93"
"Jul-15","http://www.nyc.gov/html/housing/pages/home/index.shtml","NYC Housing Plan","15873","21731","86.69"
"Jul-15","http://www1.nyc.gov/site/idnyc/frequently-asked-questions/frequently-asked-questions.page","Frequently Asked Questions - id NYC","15843","19692","139.08000000000001"
"Jul-15","http://www1.nyc.gov/site/nycha/residents/residents.page","NYCHA - Residents","15510","21035","15.32"
"Jul-15","http://www.nyc.gov/html/nypd/html/home/contact_information.shtml","NYPD - Contact Information","15130","21017","109.48"
"Jul-15","http://www1.nyc.gov/nyc-resources/service/2389/sales-tax","Sales Tax | City of New York","15084","16452","219.73"
"Jul-15","http://www1.nyc.gov/connect/social-media.page","Connect | Social Media | City of New York","14750","17219","76.98"
"Jul-15","http://www1.nyc.gov/nyc311-hpd-service-request/form.htm","NYC.gov - 311 Service Request Create","14743","118416","87.17"
"Jul-15","http://www.nyc.gov/html/nypd/html/careers/application_forms.shtml","NYPD - Application Process","14642","18645","294.64"
"Jul-15","http://www.nyc.gov/html/nypd/html/crime_prevention/crime_statistics.shtml","NYPD - Office of the Chief of Department","14595","18272","153.19999999999999"
"Jul-15","http://www.nyc.gov/html/dob/html/development/licensing_main.shtml","Department of Buildings","14455","24381","91.12"
"Jul-15","http://www1.nyc.gov/cpui/forgotPassword.htm","Forgot Password | NYC Identity Management","14169","55763","36.18"
"Jul-15","http://www.nyc.gov/html/acs/html/home/home.shtml","NYC Administration for Children's Services","14161","19060","79.209999999999994"
"Jul-15","http://www.nyc.gov/html/doh/html/environmental/dog-license.shtml","Dog Licensing","14113","19784","214.97"
"Jul-15","http://www.nyc.gov/html/dob/html/development/forms_permits.shtml","Department of Buildings","14089","24149","262.04000000000002"
"Jul-15","http://www.nyc.gov/html/dot/html/motorist/trafalrt.shtml","NYC DOT - Special Traffic Advisories","14034","17529","55.75"
"Jul-15","http://www1.nyc.gov/site/dsny/recycling-and-garbage/residents/electronics.page","electronics","14025","18440","163.94"
"Jul-15","http://www.nyc.gov/html/dep/html/water_and_sewer_bills/bill_payment_online.shtml","Pay Your Water and Sewer Bill Online","14006","20456","119.01"
"Jul-15","http://www.nyc.gov/html/dot/html/infrastructure/brooklyn-bridge.shtml","NYC DOT - Brooklyn Bridge","13929","16326","122.94"
"Jul-15","http://www1.nyc.gov/events/events-filter.html","All Events | City of New York","13770","18980","105.9"
"Jul-15","http://www.nyc.gov/html/doc/html/visit-an-inmate/visit-an-inmate.shtml","City of New York Department of Correction","13770","20379","45.61"
"Jul-15","http://www1.nyc.gov/site/nycha/about/developments.page","NYCHA - Developments","13598","25427","40.08"
"Jul-15","http://www1.nyc.gov/booker/service/nyc-resources/service/2195/pay-a-parking-ticket","311 Booker: Pay a Parking Ticket","13276","16511","62.86"
"Jul-15","http://www.nyc.gov/html/tlc/html/industry/industry.shtml","NYC Taxi & Limousine Commission - Industry Information","13192","18554","25.01"
"Jul-15","http://www1.nyc.gov/site/hpd/owners/landlord.page","HPD - Landlord Information","13163","19940","43.47"
"Jul-15","http://www.nyc.gov/html/oath/html/ecb/ecb.shtml","OATH - Environmental Control Board (ECB)","13158","18389","44.89"
"Jul-15","http://www1.nyc.gov/site/hra/locations/snap-locations.page","HRA - SNAP Locations","13146","17694","168.72"
"Jul-15","http://www.nyc.gov/html/sbs/wf1/html/contact/contact.shtml","Workforce1 - Contact Workforce1","13099","16434","155.69"
"Jul-15","http://www1.nyc.gov/site/hpd/owners/homeowner-downpayment-assistance.page","HPD - Owners - Homeowner - Down Payment Assistance","12956","16764","179.23"
"Jul-15","http://www1.nyc.gov/assets/finance/jump/hlpbldgcode.html","Building Classification | City of New York","12905","17848","281.76"
"Jul-15","http://www1.nyc.gov/nyc-resources/world-cup-champions-legal.page","Celebrate Our World Cup Champions","12794","21881","119.05"
"Jul-15","http://www1.nyc.gov/site/nycha/about/about-nycha.page","NYCHA - About","12771","18004","35.54"
"Jul-15","http://www1.nyc.gov/site/dsny/recycling-and-garbage/collection-schedule.page","Collection Schedule","12732","14758","175.76"
"Jul-15","http://www.nyc.gov/html/dep/html/drinking_water/maplevels_wide.shtml","Current Reservoir Levels","12629","14370","144.41"
"Jul-15","http://www1.nyc.gov/site/nycha/about/jobs.page","NYCHA - Jobs","12618","23757","117.44"
"Jul-15","http://www.nyc.gov/html/doc/html/about/locate-facilities.shtml","Facilities Locations - About - Department of Correction","12587","16227","128.22"
"Jul-15","http://www.nyc.gov/html/dot/html/motorist/pppdinfo.shtml","NYC DOT - Motorists & Parking - Parking Permits for People with Disabilities","12491","19794","219.23"
"Jul-15","http://www.nyc.gov/html/nypd/html/careers/application_overview.shtml","NYPD - Application Process","12344","14730","161.83000000000001"
"Jul-15","http://www1.nyc.gov/site/dsny/recycling-and-garbage/residents/collection-schedule-for-residents.page","collection-schedule-for-residents","12161","16783","58.87"
"Jul-15","http://www1.nyc.gov/site/hra/help/cash-assistance.page","HRA - Cash Assistance","12111","18402","132.82"
"Jul-15","http://www.nyc.gov/html/doh/html/licenses/licenses-home.shtml","License, Permit and Course Information","12107","19824","58.17"
"Jul-15","http://www.nyc.gov/html/tlc/html/contact/contact.shtml","NYC Taxi & Limousine Commission - Contact/Visit TLC","12064","16018","141.68"
"Jul-15","http://www.nyc.gov/html/nypd/html/police_academy/police_academy.shtml","Police Academy","11802","20298","57.31"
"Jul-15","http://www.nyc.gov/html/doh/html/services/vr-order-other.shtml","Ordering In Person or By Mail","11693","16937","173.35"
"Jul-15","http://www.nyc.gov/html/dcp/html/subcats/zoning.shtml","Zoning - New York City Department of City Planning","11629","17422","52.39"
"Jul-15","http://www1.nyc.gov/nyc-resources/service/2187/parking-ticket-assistance","Parking Ticket Assistance | City of New York","11599","16678","30.28"
"Jul-15","http://www.nyc.gov/html/nypd/html/careers/civilian_employment.shtml","NYPD - Careers","11470","15989","153.84"
"Jul-15","http://www1.nyc.gov/assets/finance/jump/pay_property_taxes_eft.html","Property Tax Payments by EFT","11400","15195","291.27"
"Jul-15","http://www1.nyc.gov/nyc-resources/world-cup-champions-thank-you.page","Celebrate Our World Cup Champions","11386","18049","127.92"
"Jul-15","http://www.nyc.gov/html/fdny/html/c_of_f/coff.shtml","Certificate of Fitness","11289","22149","65.03"
"Jul-15","http://www1.nyc.gov/office-of-the-mayor/contact-the-mayor.page","Office of the Mayor | Contact the Mayor | City of New York","11259","14499","157.97"
"Jul-15","http://www1.nyc.gov/nyc-resources/categories/business.page","Business | City of New York","11204","14980","42.63"
"Jul-15","http://www1.nyc.gov/nyc-resources/service/1222/public-assistance-or-welfare","Public Assistance or Welfare | City of New York","11192","17245","86.73"
"Jul-15","http://www1.nyc.gov/site/hra/","Human Resources Administration","11116","17500","57.57"
"Jul-15","http://www1.nyc.gov/site/dca/about/paid-sick-leave-law.page","DCA - About - Laws - Paid Sick Leave Law","10996","18195","39.04"
"Jul-15","http://www.nyc.gov/html/doh/html/services/vr-evers.shtml","Electronic Vital Events Registration System (EVERS)","10944","14191","347.04"
"Jul-15","http://www.nyc.gov/html/dhs/html/housing/families.shtml","DHS - Temporary Housing Assistance - Families with Children","10862","13711","254.25"
"Jul-15","http://www.nyc.gov/html/fdny/html/community/ff_salary_benefits_080106.shtml","Firefighter Benefits and Salary","10858","12828","126.7"
"Jul-15","http://www.nyc.gov/html/doh/html/licenses/permit.shtml","License, Permit and Course Information","10813","18808","60.32"
"Jul-15","http://www.nyc.gov/html/dhs/html/home/home.shtml","NYC Department of Homeless Services","10723","15708","73.430000000000007"
"Jul-15","http://www1.nyc.gov/nyc-resources/service/5100/us-womens-soccer-world-cup-victory-parade","error","10602","14628","45.43"
"Jul-15","http://www.nyc.gov/html/fdny/html/c_of_f/cof_study_materials.shtml","Certificate of Fitness Study Materials","10597","18996","209.59"
"Jul-15","http://www.nyc.gov/html/acs/html/statistics/applications.shtml","Applications for Authorized Users","10583","11814","402.37"
"Jul-15","http://www.nyc.gov/html/tlc/html/rules/rules.shtml","NYC Taxi & Limousine Commission - TLC Rules and Local Laws","10295","16925","149.32"
"Jul-15","http://www.nyc.gov/html/dep/html/customer_services/index.shtml","Account Information","10284","16160","87.97"
"Jul-15","http://www1.nyc.gov/nyc-resources/programs.page","NYC Resources | Programs | City of New York","10226","14806","69.930000000000007"
"Jul-15","http://www1.nyc.gov/site/finance/benefits/property-related-benefits.page","Benefits for Property Owners","10212","14691","54.09"
"Jul-15","http://www.nyc.gov/html/dcp/html/zone/glossary.shtml","NYC Zoning - Glossary","10189","14533","170.48"
"Jul-15","http://www.nyc.gov/html/dot/html/motorist/parking-rates.shtml","NYC DOT - Parking Rates","10149","12809","77.91"
"Jul-15","http://www.nyc.gov/html/dot/html/motorist/motorist.shtml","NYC DOT - Motorists & Parking","10115","13298","50.57"
"Jul-15","http://www.nyc.gov/html/dcp/","New York City Department of City Planning","10093","13736","95.96"
"Jul-15","http://www.nyc.gov/html/dcas/html/work/apply.shtml","DCAS - Work for the City - Apply for a Job","10064","13642","40.630000000000003"
"Jul-15","http://www.nyc.gov/html/dcp/home.html","New York City Department of City Planning","10048","14074","99.75"
"Jul-15","http://www1.nyc.gov/nyc-resources/service/1038/bulk-item-disposal","Bulk Item Disposal | City of New York","10031","16230","56.08"
