"system","company_name","provider_security_id","ticker","primary_isin","record_date","country","primary_sedol","meeting_type","meeting_date","ballot_cutoff_date","quick_code","proposal_number","proposal_text","proponent","vote_instruction","vote_against_management"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"17","Approve Increase in the Aggregate Amount of Fees Payable to Non-Executive Directors","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"18","Authorise Issue of Equity without Pre-emptive Rights","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"19","Authorise Issue of Equity without Pre-emptive Rights in Connection with an Acquisition or Other Capital Investment","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"20","Authorise Market Purchase of Ordinary Shares","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"21","Authorise the Company to Call General Meeting with Two Weeks' Notice","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.1","Elect Director Donald D. Byun","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.2","Elect Director Steven J. Didion","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.3","Elect Director Jinho Doo","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.4","Elect Director Daisy Y. Ha","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.5","Elect Director Jin Chul Jhung","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.6","Elect Director Kevin S. Kim","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.7","Elect Director Steven S. Koh","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.8","Elect Director Chung Hyun Lee","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.9","Elect Director William J. Lewis","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.10","Elect Director David P. Malone","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.11","Elect Director John R. Taylor","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.12","Elect Director Scott Yoon-Suk Whang","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.13","Elect Director Dale S. Zuehls","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"2","Advisory Vote to Ratify Named Executive Officers' Compensation","Management","For","No"
"Teachers","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"3","Ratify Crowe Horwath LLP as Auditors","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.1","Elect Director Donald D. Byun","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.2","Elect Director Steven J. Didion","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.3","Elect Director Jinho Doo","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.4","Elect Director Daisy Y. Ha","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.5","Elect Director Jin Chul Jhung","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.6","Elect Director Kevin S. Kim","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.7","Elect Director Steven S. Koh","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.8","Elect Director Chung Hyun Lee","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.9","Elect Director William J. Lewis","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.10","Elect Director David P. Malone","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.11","Elect Director John R. Taylor","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.12","Elect Director Scott Yoon-Suk Whang","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.13","Elect Director Dale S. Zuehls","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"2","Advisory Vote to Ratify Named Executive Officers' Compensation","Management","For","No"
"City","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"3","Ratify Crowe Horwath LLP as Auditors","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.1","Elect Director Donald D. Byun","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.2","Elect Director Steven J. Didion","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.3","Elect Director Jinho Doo","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.4","Elect Director Daisy Y. Ha","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.5","Elect Director Jin Chul Jhung","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.6","Elect Director Kevin S. Kim","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.7","Elect Director Steven S. Koh","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.8","Elect Director Chung Hyun Lee","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.9","Elect Director William J. Lewis","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.10","Elect Director David P. Malone","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.11","Elect Director John R. Taylor","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.12","Elect Director Scott Yoon-Suk Whang","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.13","Elect Director Dale S. Zuehls","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"2","Advisory Vote to Ratify Named Executive Officers' Compensation","Management","For","No"
"Group Trust","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"3","Ratify Crowe Horwath LLP as Auditors","Management","For","No"
"Police","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.1","Elect Director Donald D. Byun","Management","For","No"
"Police","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.2","Elect Director Steven J. Didion","Management","For","No"
"Police","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.3","Elect Director Jinho Doo","Management","For","No"
"Police","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.4","Elect Director Daisy Y. Ha","Management","For","No"
"Police","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.5","Elect Director Jin Chul Jhung","Management","For","No"
"Police","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.6","Elect Director Kevin S. Kim","Management","For","No"
"Police","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.7","Elect Director Steven S. Koh","Management","For","No"
"Police","Hope Bancorp, Inc.","43940T109","HOPE","US43940T1097","2017-05-18T00:00:00.000","USA","BYN87K7","Annual","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1.8","Elect Director Chung Hyun Lee","Management","For","No"
