"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location_point"
"50103740","MANGO BICHE MIA","Queens","90-15","QUEENS BOULEVARD","11373","3478370728",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.733840182011","-73.871577033806","404","25","068300","4045999","4018600100","QN29",
"50101962","1 OR 8","Brooklyn","229","DEKALB AVENUE","11205","7186872946",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.68951431762","-73.970280256932","302","35","018300","3058535","3020910066","BK68",
"50114256",,"Manhattan","4127","BROADWAY","10033","2127953888",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.845760707069","-73.938591476158","112","10","026300","1063518","1021420244","MN36",
"50123740",,"Brooklyn","940","4 AVENUE","11232","3478069370",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.654664924726","-74.004054498606","307","38","008400","3010263","3006920040","BK32",
"50123777",,"Manhattan","42","BROADWAY","10004","9172614093",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.706263297358","-74.012908734166","101","01","000900","1000812","1000220020","MN25",
"50108898","Kerlieq's","Brooklyn","6002","FOSTER AVENUE","11236","6465099309",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.640278675559","-73.919374365639","318","46","095000","3222497","3079580043","BK50",
"50121611","Q102 POOL HALL AND LOUNGE","Queens","10214","JAMAICA AVE","11418","6462879162",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.695147337457","-73.845084973278","409","32","002800","4194194","4092880007","QN54",
"50111612","ME CHICKEN RICE","Manhattan","120","WEST    3 STREET","10012","9178647563",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.73057443212","-74.00045101501","102","01","006500","1008744","1005430019","MN23",
"50120709","HOUSE OF ELIXIR","Manhattan","52","EAST   11 STREET","10003","9176961249",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.733049982016","-73.992751016412","102","02","006100","1082680","1005620001","MN23",
"50115832",,"Brooklyn","245","HARMAN STREET","11237","3478984665",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.698893759878","-73.919869411404","304","37","043100","3397375","3032787501","BK77",
"50116942","SO DO FUN SICHUAN CUISINE","Manhattan","155","3 AVENUE","10003","6468223530",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.734262597275","-73.986454364558","106","02","004800","1019523","1008970001","MN21",
"50122117","SKYVIEW DINER","Bronx","2365","WESTCHESTER AVENUE","10462","7187086665",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.836579108698","-73.846940788083","210","18","020200","2041598","2039700003","BX59",
"50101317","THE FLO KISS","Manhattan","1802","65TH STREET TRANVERSE",,"6466453020",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"0","0",,,,,"1",,
"50109963","REFUGE","Brooklyn","221","NORTH   14 STREET","11249","2535766711",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.72268818057","-73.955138354517","301","33","056900","3337778","3026390009","BK76",
"50111452",,"Queens","10011","37TH AVE","11368","7186512425",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.752573536374","-73.867047175727","403","21","040700","4043252","4017410027","QN26",
"50111815","FRESH U","Queens","4554","BELL BLVD","11361","6465528436",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.758798736446","-73.768555878238","411","19","144700","4156930","4073150029","QN46",
"50116062","FOR THE RECORD","Brooklyn","1107","MANHATTAN AVENUE","11222","7185141088",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.73632697641","-73.955277082089","301","33","056300","3063743","3024870042","BK76",
"50121824",,"Bronx","327","E FORDHAM RD","10458","3473455422",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.86208112292","-73.893754056556","207","15","039901","2016774","2032930001","BX05",
"50115388","EBBS BREWING CO","Brooklyn","182","NORTH    8 STREET","11211","6462561965",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.717956713608","-73.956469087556","301","33","055300","3329952","3023200015","BK73",
"50063834","AVIATOR GRILL AT INTREPID","Manhattan","1","INTREPID SQ",,"3472208442","American","2019-09-19T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","16",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50115756","NAYA","Manhattan","351","WEST   31 STREET","10001","3477352021",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.750899342782","-73.996278888842","104","03","010300","1084820","1007550040","MN13",
"50114080","SEA N SOUL","Bronx","4090","BOSTON ROAD","10475","6463734122",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.885779695433","-73.828375272215","212","12","046202","2095194","2052800001","BX13",
"50106465",,"Brooklyn","45","5 AVENUE","11217","7185066449",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.681569730911","-73.976950304116","306","39","012902","3018475","3009310001","BK37",
"50119693","DOS TOROS","Brooklyn","64","COURT STREET","11201","3474973339",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.691974409515","-73.991266211778","302","33","000900","3002552","3002657501","BK09",
"50125078","TERIYAKI ONE JAPANESE GRILL","Queens","4032","82ND ST","11373","9173885148",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.746803015645","-73.883797306433","404","25","026901","4036879","4014920022","QN29",
"50118014",,"Manhattan","63","EAST    4 STREET","10003","2127776363",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.726717657129","-73.990662727715","103","02","003800","1077979","1004600055","MN22",
"50123919","Vin Sur Vingt","Manhattan","230","EAST   51 STREET","10022","6072210610",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.756093926255","-73.969503268632","106","04","009800","1038449","1013240034","MN19",
"50110818","POLLYN","Brooklyn","115","BROADWAY","11249","9174887309",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.710370198769","-73.964514114433","301","34","054900",,"3","BK73",
"50105268","Lhasa Tibetan Restaurant","Manhattan","177","1 AVENUE","10003","3479526934",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.729277798133","-73.98407406896","103","02","004000","1006449","1004520030","MN22",
"50126671","LA BROCHETTE","Manhattan","340","LEXINGTON AVENUE","10016","2129722200",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.749791010892","-73.977258651725","106","04","008000","1019471","1008950022","MN20",
"50118399",,"Brooklyn","253","GRAND STREET","11211","9178336054",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.713436890702","-73.958661614642","301","34","051900","3062664","3023820021","BK73",
"50120322","LAW OFFICES OF MARK BRATKOVSKY PC","Brooklyn","1205","SURF AVENUE","11224","7188910564",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.575542063246","-73.979892002978","313","47","035000","3389806","3072660252","BK23",
"50123721",,"Queens","210-20","NORTHERN BOULEVARD","11361","6465889068",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.759571852219","-73.772217036555","411","19","144700","4438324","4073090027","QN46",
"41038028","UKRAINIAN RESTAURANT","Manhattan","140142","2 AVENUE",,"2126143283","Eastern European","2018-11-13T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","12","A","2018-11-13T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50070859","BRASIER","Manhattan","3775","10 AVENUE","10034","2125671601","Mexican","2019-10-10T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Smoke-Free Air Act / Limited Inspection","40.861351149422","-73.921184087598","112","10","029900","1064490","1021990001","MN01",
"50078693","ZENITH THAI","Queens","7002","FRESH POND RD","11385","7184978899","Thai","2019-10-15T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","22",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.702469494299","-73.895174346603","405","30","058300","4085294","4035370022","QN20",
"50119699","GUMPTION FLATIRON","Manhattan","940","BROADWAY","10010","9292320952",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.740696628025","-73.989339987746","105","02","005600","1016304","1008517501","MN13",
"50089754","PEACHES","Brooklyn","4213","CHURCH AVENUE","11203","7184854268","Caribbean","2019-04-30T00:00:00.000","Establishment re-opened by DOHMH.",,,"Not Applicable","0","P","2019-04-30T00:00:00.000","2022-08-29T06:00:14.000","Pre-permit (Operational) / Reopening Inspection","40.65138734626","-73.937859308837","317","41","087200","3109049","3048790136","BK91",
"41304897","SWEET TALK","Brooklyn","457","THRID AVENUE",,"7184993400","Italian","2022-04-08T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","22","N",,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"50122765",,"Brooklyn","1787","CONEY ISLAND AVENUE","11230","7184149767",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.61381942915","-73.963088905664","314","48","054200","3181192","3067490073","BK43",
"50123212","POMO","Brooklyn","2122","BEEKMAN PLACE","11225","9177573253",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.660002384703","-73.960824989855","309","40","079802","3114599","3050260095","BK60",
"50117652","5 OCLOCK SOMEWHERE","Manhattan","560","7 AVENUE","10018","2122213007",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.7548402337","-73.987832579315","105","03","011300","1090579","1010120029","MN17",
"50124736",,"Bronx","3377","BOSTON ROAD","10469","3474302652",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.875137276716","-73.851216198964","212","12","038200","2059822","2047080001","BX44",
"50109522","HERE ARTS CENTER","Manhattan","145","AVENUE OF THE AMERICAS","10013","2126470202",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.724964044114","-74.004477298609","102","03","003700","1087061","1004917502","MN24",
"50116434","UGLY DONUTS AND CORNDOGS","Queens","22106","HORACE HARDING EXPY","11364","9177156800",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.749169320301","-73.756257015143","411","23","137700","4163157","4076440033","QN42",
"50118401",,"Brooklyn","328","CHURCH AVENUE","11218","7188515299",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.643749468972","-73.97713998632","312","39","048800","3124630","3053360074","BK41",
"50108612","NUBLEU RESTAURANT","Brooklyn","315","5 AVENUE","11215","3474218971",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.672922022948","-73.983161095707","306","39","013500","3020923","3009750001","BK37",
"50114989","DREA'S DOCKSIDE CAFE","Staten Island","300","WESTERN AVENUE","10303","7187026979",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.633637093936","-74.182636250251","501","49","032300","5000000","5014100250","SI12",
"50125062",,"Queens","14709","45TH AVE","11355","3472339004",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.755528886209","-73.814988899493","407","20","118900","4121969","4054060047","QN52",
"50113387",,"Bronx","2505","3 AVENUE","10451","8623233469",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.810251545156","-73.928336087167","201","08","005100","2000793","2023200045","BX39",
"50116474","KYMA","Manhattan","445","WEST   35 STREET","10001","2122685555",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.754920456984","-73.99786681866","104","03","011100","1090717","1007330008","MN13",
"50116069","LA PETITE CORNICHE","Staten Island","3972","HYLAN BOULEVARD","10308","6467637934",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.542796574469","-74.145454080837","503","51","015603","5066189","5052080005","SI54",
"50071590","TAMBOUR BISTRO","Brooklyn","652","5 AVENUE","11215","9176538642","French","2019-05-17T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","8","A","2019-05-17T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.662383059464","-73.99235142634","307","38","014300","3009193","3006370041","BK37",
"50114900","2 Chix","Brooklyn","1022","BROADWAY","11221","6469662103",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.695619347864","-73.932848550142","303","36","028700","3393619","3015930028","BK35",
"41222434","OLLIES 42ND","Manhattan","411","WEST   42 STREET","10036","2128686588","Chinese","2019-02-15T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","13","A","2019-02-15T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Re-inspection","40.758672361445","-73.993203032835","104","03","012100","1083745","1010520001","MN15",
"50123097","KABISERA","Manhattan","265","CANAL STREET","10013","6464203341",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.718796634979","-74.001038954244","102","01","004500","1002692","1002090028","MN24",
"50125872","silverfactory","Brooklyn","270","SOUTH    5 STREET","11211","7328872080",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.709404757242","-73.958476562381","301","34","052500","3063572","3024600011","BK73",
"50056803","ABURI SUSHI BAR","Brooklyn","769","GRAND STREET","11211","7183878815","Japanese","2019-11-18T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","12","A","2019-11-18T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.711774845835","-73.942531702175","301","34","049500","3069453","3027830028","BK90",
"50109186","NYX","Queens","11604","ROCKAWAY BLVD","11420","6466232149",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.676536786733","-73.821766726659","410","28","084000","4253418","4117090033","QN55",
"41650198","HINOMARU RAMEN","Queens","3318","DITMARS BOULEVARD","11105","7187770228","Japanese","2019-12-09T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","7","A","2019-12-09T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.775272864206","-73.909508736637","401","22","011700","4017043","4008320158","QN72",
"50115978",,"Queens","3214","STEINWAY ST","11103","7188131286",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.758575588362","-73.919328083317","401","22","015500","4010411","4006560042","QN70",
"50087180","PIZZA PUB","Queens","1","JFK INTL AIRPORT BLVD","11430","6463895712",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.648312826068","-73.788281497594","483","28","071600","4542156","4142600001","QN98",
"50045928","ESSEN","Manhattan","699","AVENUE OF AMERICAS","10010","2126330820","Sandwiches","2018-03-29T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","27",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.742491991547","-73.993114470699","104","03","009100","1014802","1007980041","MN13",
"50110354",,"Brooklyn","7021","3 AVENUE","11209","2296996999",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.63436699933","-74.026589390095","310","43","006800","3146522","3058910013","BK31",
"50043628","LA CANTINA HEIGHTS","Manhattan","4460","BROADWAY","10040","6469187503","American","2020-01-07T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:16.000","Smoke-Free Air Act / Initial Inspection","40.856873481005","-73.932533282502","112","10","028300","1064054","1021700066","MN35",
"50121723","FRYING PAN BROOKLYN","Brooklyn","33","35 STREET","11232","9178802190",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.657011546891","-74.007352417094","307","38","001800","3336900","3006870001","BK32",
"50095960","CHIPPERY","Manhattan","85","1 AVENUE","10003","9148261553",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.725929495162","-73.986502967165","103","02","003800","1077690","1004477501","MN22",
"50092870","PAPA THAI","Manhattan","2115","FREDERICK DOUGLASS BOULEVARD",,"2128661857","Thai","2019-10-03T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","12","A","2019-10-03T00:00:00.000","2022-08-29T06:00:14.000","Pre-permit (Operational) / Re-inspection","0","0",,,,,"1",,
"50119226",,"Brooklyn","3071","BRIGHTON    4 STREET","11235","3474588074",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.577645984761","-73.96342935813","313","48","036200","3244841","3086740074","BK19",
"50116139","FEATHERBED FRIED CHICKEN","Bronx","124","FEATHERBED LANE","10452","9173913213",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.84611981601","-73.920013062069","205","14","021301","2008773","2028740097","BX36",
"50042487","BURGER KING","Brooklyn","1661","LINDEN BLVD","11212","7182271100","Hamburgers","2019-05-31T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","13","A","2019-05-31T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Re-inspection","40.657254132175","-73.900608632382","316","42","092000","3085904","3038630040","BK81",
"50112394",,"Queens","22219","LINDEN BLVD","11411","718 5251222",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.694519301223","-73.738152623208","413","27","059600","4244411","4113230001","QN33",
"50121681","CRATER CAFE","Brooklyn","6801","5 AVENUE","11220","9293663576",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.634055300338","-74.020752597279","310","43","013000","3145317","3058650010","BK31",
"50071468","COPPER THROAT","Manhattan","123","LUDLOW STREET","10002","9172617891","Thai","2019-01-22T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","32",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.719682629514","-73.988564135711","103","01","001800","1005313","1004100018","MN27",
"41480048","CENTURY SUPER BUFFET","Queens","2201218","HILLSIDE AVENUE",,"7184682100","Chinese","2019-10-08T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","47","C","2019-10-08T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Re-inspection","0","0",,,,,"4",,
"50086382","IL POSTO","Brooklyn","7409","AVENUE U","11234","7182414317","Italian","2019-01-02T00:00:00.000","Violations were cited in the following area(s).","10J","Hand wash sign not posted","Not Critical","29",,,"2022-08-29T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.621320536265","-73.905154282084","318","46","069602","3237484","3084150006","BK45",
"50106471","DELICIAS SECUENAS CORP.","Queens","580","SENECA AVENUE","11385","9176155382",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.704428490925","-73.910456456184","405","34","054700","4082172","4034400023","QN20",
"50115914","CHEF CBTM BISTRO","Queens","7405","37TH AVE","11372","6462090094",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.748981747053","-73.891585589849","403","25","028900","4029563","4012740035","QN28",
"50119230",,"Brooklyn","445","ALBEE SQUARE","11201","5168514211",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.690826232689","-73.98345224546","302","33","001500","3397861","3001497501","BK38",
"50116620","MERMAID MEXICANA","Manhattan","79","MACDOUGAL STREET","10012","2124008800",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.72877111183","-74.001533409377","102","03","006500","1008305","1005260028","MN23",
"50126210",,"0","1","HELEN KELLER WAY","11550","3476337891",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,,,,,,,,,
"50105159","MATCHAFUL","Manhattan","450","WEST   33 STREET","10001","6465401109",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.753567304304","-73.998837782767","104","03","010300","1089695","1000000000","MN13",
"41479157","CHEAP SHOTS SPORTS BAR and LOUNGE","Queens","149-05","UNION TURNPIKE","11367","7189690070","American","2018-08-15T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.718650667287","-73.813608990643","408","24","077904","4144787","4066910086","QN37",
"50104766","JUNIOR'S","Queens","1","CENTRAL TERMINAL",,"9732067277",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"0","0",,,,,"4",,
