"property_id","year_ending","generation_date","account_id","property_id_1","property_name","parent_property_id","parent_property_name","nyc_borough_block_and_lot","nyc_building_identification","address_1","address_2","city","county","postcode","primary_property_type_self","primary_property_type","national_median_reference","list_of_all_property_use","largest_property_use_type","largest_property_use_type_1","_2nd_largest_property_use","_2nd_largest_property_use_1","_3rd_largest_property_use","_3rd_largest_property_use_1","year_built","number_of_buildings","occupancy","metered_areas_energy","metered_areas_water","energy_star_score","energy_star_certification","energy_star_certification_1","energy_star_certification_2","site_eui_kbtu_ft","weather_normalized_site_eui","national_median_site_eui","difference_from_national","site_energy_use_kbtu","weather_normalized_site_energy","national_median_site_energy","weather_normalized_site","weather_normalized_site_1","source_eui_kbtu_ft","weather_normalized_source","national_median_source_eui","difference_from_national_1","source_energy_use_adjusted","source_energy_use_kbtu","weather_normalized_source_1","national_median_source_energy","fuel_oil_1_use_kbtu","fuel_oil_2_use_kbtu","fuel_oil_4_use_kbtu","fuel_oil_5_6_use_kbtu","diesel_2_use_kbtu","kerosene_use_kbtu","propane_use_kbtu","district_steam_use_kbtu","district_hot_water_use_kbtu","district_chilled_water_use","natural_gas_use_kbtu","weather_normalized_site_2","electricity_use_grid_purchase","electricity_use_grid_purchase_1","weather_normalized_site_3","electricity_use_grid_purchase_2","electricity_use_generated","electricity_use_generated_1","electricity_use_generated_2","annual_maximum_demand_kw","annual_maximum_demand_mm","annual_maximum_demand_meter","green_power_onsite_kwh","green_power_offsite_kwh","avoided_emissions_onsite","avoided_emissions_offsite","total_ghg_emissions_metric","direct_ghg_emissions_metric","indirect_ghg_emissions_metric","national_median_total_ghg","estimated_data_flag","estimated_data_flag_natural","estimated_data_flag_fuel","estimated_data_flag_fuel_1","estimated_data_flag_fuel_2","estimated_data_flag_district","egrid_output_emissions_rate","net_emissions_metric_tons","percent_of_electricity_that","percent_of_recs_retained","percent_of_total_electricity","costar_property_id","leed_us_project_id","ambulatory_surgical_center","automobile_dealership_gross","bank_branch_gross_floor_area","bank_branch_number_of","college_university_gross","college_university_number","convention_center_gross_floor","courthouse_gross_floor_area","data_center_gross_floor_area","data_center_pdu_input_meter","data_center_pdu_output_meter","data_center_it_equipment","data_center_it_site_energy","data_center_it_source_energy","data_center_pue","data_center_national_median","data_center_ups_output_meter","data_center_cooling_equipment","data_center_it_energy","data_center_ups_system","distribution_center_gross","enclosed_mall_gross_floor","energy_power_station_gross","financial_office_gross_floor","financial_office_number_of","financial_office_number_of_1","financial_office_weekly","fitness_center_health_club","food_sales_gross_floor_area","food_service_gross_floor","hospital_general_medical","hospital_general_medical_1","hospital_general_medical_2","hospital_general_medical_3","hospital_general_medical_4","hospital_general_medical_5","hospital_general_medical_6","hospital_general_medical_7","hospital_general_medical_8","hospital_general_medical_9","hospital_general_medical_10","hospital_general_medical_11","hospital_general_medical_12","medical_office_gross_floor","medical_office_number_of","medical_office_number_of_1","medical_office_percent_that","medical_office_percent_that_1","medical_office_weekly","outpatient_rehabilitation","urgent_care_clinic_other","k_12_school_gross_floor_area","laboratory_gross_floor_area","mailing_center_post_office","manufacturing_industrial","movie_theater_gross_floor","multifamily_housing_gross","multifamily_housing_government","multifamily_housing_number","multifamily_housing_number_1","multifamily_housing_number_2","multifamily_housing_total","multifamily_housing_percent","multifamily_housing_percent_1","multifamily_housing_resident","multifamily_housing_number_3","multifamily_housing_total_1","multifamily_housing_number_4","multifamily_housing_number_5","multifamily_housing_number_6","multifamily_housing_number_7","other_computer_density_number","office_gross_floor_area_ft","office_number_of_computers","office_number_of_workers","office_percent_that_can_be","office_percent_that_can_be_1","office_weekly_operating_hours","office_worker_density_number","museum_gross_floor_area_ft","non_refrigerated_warehouse","other_gross_floor_area_ft","other_weekly_operating_hours","other_number_of_computers","other_number_of_workers_on","performing_arts_gross_floor","pre_school_daycare_gross","supermarket_grocery_gross","refrigerated_warehouse_gross","repair_services_vehicle_shoe","residence_hall_dormitory","restaurant_gross_floor_area","self_storage_facility_gross","senior_care_community_gross","social_meeting_hall_gross","wholesale_club_supercenter","worship_facility_gross_floor","retail_store_gross_floor","restaurant_worker_density","restaurant_weekly_operating","retail_store_walk_in","retail_store_percent_that","retail_store_open_or_closed","retail_store_number_of_walk","retail_store_number_of_open","parking_gross_floor_area","parking_open_parking_lot","hotel_gross_floor_area_ft","hotel_gym_fitness_center","hotel_room_density_number","hotel_worker_density_number","hotel_percent_that_can_be","estimated_data_flag_1","alert_data_center_issue_with","alert_gross_floor_area_is","alert_energy_meter_has_single","alert_energy_meter_has","alert_energy_meter_has_gaps","alert_energy_meter_has_less","alert_energy_no_meters","alert_property_has_no_uses","data_quality_checker_run","data_quality_checker_date","default_values","estimated_values_energy","temporary_values","estimated_values_water","property_gfa_self_reported","property_gfa_calculated","property_gfa_calculated_1","property_gfa_calculated_2","water_current_date","water_use_all_water_sources","indoor_water_use_all_water","indoor_water_use_intensity","outdoor_water_use_all_water","municipally_supplied_potable","municipally_supplied_potable_1","water_use_intensity_all_water","municipally_supplied_potable_2","water_score_multifamily_only","irrigated_area_ft","third_party_certification","third_party_certification_1","third_party_certification_2","supermarket_grocery_open","convenience_store_with_gas","convenience_store_with_gas_1","financial_office_computer","senior_care_community_living","last_modified_date_property","last_modified_date_electric","last_modified_date_gas_meters","last_modified_date_non","last_modified_date_water","borough","latitude","longitude","community_board","council_district","census_tract","nta"
"4398177","2017-12-31T00:00:00.000","2018-03-05T00:00:00.000","33409","4398177","ESRT - Empire State Building",,,"1-00835-0041","1015862","350 Fifth Avenue",,"New York",,"10018","Office","Office","CBECS - Office & Bank/Financial","Office, Other - Entertainment/Public Assembly, Restaurant, Retail Store","Office","2751552","Retail Store","52888","Restaurant","26155","1930","1","100","Whole Building","Whole Building","86","2017201620152013201220102009","2017-10-12T00:00:00.000","No","75","78.3","124.6","-39.8","213832084.2","223381584.2","355268829.6","13.4","0","178.6","182.8","296.7","-39.8","509228570.8","509228570.8","521295248.1","846051807.8",,,,,,,,"79038099.3",,,"4359150","43591.5","130434834.9","38228258.8","38315752.4","130434823.1",,,,,,,,"0",,"0","17043.8","231.5","16812.3","28317.2","No","No",,,,"No","88.7","17043.8","0",,,,"10422392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2751552","13320","13320","100","100","56.01","4.8409",,,,,,,,,,,,,"26155",,,,,,"52888","1.91168","79.46","0.01891","100","0.13236","1","7",,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","No",,"No","No","No","No","2851447","2851447","2851447",,"2017-12-31T00:00:00.000","93365.2","93365.2","32.74",,,"93365.2","32.74",,,,,,,,,,,,"02/19/2018 01:48 PM EST","02/19/2018 01:48 PM EST","02/19/2018 01:48 PM EST","02/15/2018 03:56 PM EST","02/08/2018 12:26 PM EST","MANHATTAN","40.748276","-73.98469","105","4","76","Midtown-Midtown South"
"6196009","2017-12-31T00:00:00.000","2018-03-05T00:00:00.000","210423","6196009","35CPN",,,"1-01594-0012","1051393","35 Central Park North",,"New York",,"10026","Multifamily Housing","Multifamily Housing","Fannie Mae Industry Survey - Multifamily","Multifamily Housing","Multifamily Housing","60000",,,,,"1984","1","95","Whole Building",,"46",,,"No","93.9","99.9","91.9","2.2","5634131.6","5996673","5513947","4.2","0","126.3","131.9","123.6","2.2","7576015.2","7576015.2","7916857.2","7414407.1",,,"4552382.2",,,,,,,,"200279.4","2002.8","881470","258344","254859.4","881470.1",,,,,,,,"0",,"0","431.5","353.4","78.2","422.3","No","No",,"No",,,"88.7","431.5","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60000","No","70","3","5","61","100","100","No specific resident population","1.16667","1.01667","0","0","61","1.01667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-05T00:00:00.000","Yes","No","No","No","60000","60000","60000",,"2017-12-31T00:00:00.000","3409.6","3409.6","56.83",,,"3409.6","56.83",,,,,,,,,,,,"03/05/2018 03:34 PM EST","03/04/2018 10:21 AM EST","03/04/2018 08:03 PM EST","03/05/2018 03:29 PM EST","03/05/2018 03:28 PM EST","MANHATTAN","40.797702","-73.951151","110","9","186","Central Harlem South"
"2792241","2017-12-31T00:00:00.000","2018-03-16T00:00:00.000","106872","2792241","Affinia50",,,"1-0130-50033","1036456","155 East","50th. Street","New York","Manhattan","10022","Hotel","Hotel","CBECS - Hotel & Motel/Inn","Hotel","Hotel","153761",,,,,"1963","1","100","Whole Building","Whole Building","42",,,"No","121","120.1","112.7","7.3","18602659.2","18472649.9","17329350.2","8.7","0.9","189.6","188.2","176.6","7.3","29157575.2","29157575.2","28933994.4","27161807.8",,,,,,,,,,,"13997499.9","139091.5","4605159.3","1349694.8","1337484.8","4605159.3",,,,,,,,"0",,"0","1151.8","743.5","408.3","1072.9","No","No",,"No",,,"88.7","1151.8","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153761","800","1.36576","0.48777","100",,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-16T00:00:00.000","No","No","No","No","153761","153761","153761",,"2017-12-31T00:00:00.000","8894.3",,,,,,"57.85",,,,,,,,,,,,"03/16/2018 12:08 PM EDT",,,,"03/16/2018 12:08 PM EDT",,,,,,,
"2936194","2017-12-31T00:00:00.000","2018-03-05T00:00:00.000","139592","2936194","astoria ice",,,"4006450010","4009645","34-37 37th street",,"astoria","queens","11101","Other - Entertainment/Public Assembly","Other - Entertainment/Public Assembly","CBECS - Public Assembly","Other - Entertainment/Public Assembly","Other - Entertainment/Public Assembly","53550",,,,,"1976","1","100","Whole Building","Whole Building",,,,"No","62.9","64.9","43.6","44.5","3369131.2","3476781.4","2332261.2","7.9","0.4","122.9","124.3","85.1","44.5",,"6583686.4","6657283.2","4557518.2",,,,,,,,,,,"1911667.8","20381.9","1457463.4","427158.1","421627.9","1457463.4",,,,,,,,"0",,"0","230.8","101.5","129.2","159.7","No","No",,,,,"88.7","230.8","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-05T00:00:00.000","No","No","No","No","53550","53550","53550",,"2018-01-31T00:00:00.000","1375.9","1375.9","25.69",,,"1375.9","25.69",,,,,,,,,,,,"03/02/2018 04:03 PM EST","03/02/2018 03:30 PM EST","03/02/2018 04:00 PM EST",,"03/02/2018 04:03 PM EST","QUEENS","40.75679","-73.922958","401","26","57","Astoria"
"2653186","2017-12-31T00:00:00.000","2018-03-06T00:00:00.000","84058","2653186","LEXINGTON PARC CONDOMINIUM",,,"1008867503","1076154","127 EAST 30TH STREET",,"NEW YORK",,"10016","Multifamily Housing","Multifamily Housing","Fannie Mae Industry Survey - Multifamily","Multifamily Housing","Multifamily Housing","75000",,,,,"1989","1","100","Whole Building","Whole Building","97",,,"Yes","60.2","60.2","101.2","-40.5","4518270.4","4518270.4","7590839.8","2.6","0","79.9","79.9","134.2","-40.5","5990134.8","5990134.8","5990134.8","10063618.9",,,"3793518.4",,,,,,,,"56000","560","668752","196000","196000","668752",,,,,,,,"0",,"0","347.9","288.6","59.3","584.4","No","No",,"No",,,"88.7","347.9","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75000","No","123","45","4","73","100","100","No specific resident population","1.64","0.97333","73","0.97333","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","No",,"No","No","No","No","75000","75000","75000",,"2017-12-31T00:00:00.000","4678.3","4678.3","62.38",,,"4678.3","62.38",,,,,,,,,,,,"02/23/2018 10:26 PM EST","02/23/2018 10:26 PM EST","02/22/2018 02:34 PM EST","02/22/2018 08:17 AM EST","02/22/2018 07:38 AM EST","MANHATTAN","40.744049","-73.981934","105","2","72","Murray Hill-Kips Bay"
"1025339","2017-12-31T00:00:00.000","2018-03-06T00:00:00.000","25160","1025339","425 Lexington Avenue",,,"1012980023","1036162","425 Lexington Ave",,"New York",,"10017","Office","Office","CBECS - Office & Bank/Financial","Data Center, Financial Office, Office, Parking","Office","577266","Financial Office","94639","Parking","10876","1987","1","100","Whole Building","Whole Building","87","201720162015","2017-09-18T00:00:00.000","No","71.8","73.5","117","-38.6","48476784.9","49609633.9","78994414.9","15.2","0","187","188.3","304.7","-38.6","126244431.5","126244431.5","127144269.3","205719175.9",,,,,,,,"12336408.2",,,"994046.5","9940.5","35146330.2","10300798.9","10230738","35146329.6",,,,,,,,"0",,"0","3988","52.8","3935.2","6498.5","No","No",,,,"No","88.7","3988","0",,,,,,,,,,,,,"3181","0","0","0","802974","8602806.7","14.67",,"802974","N+1","Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred)","N+1",,,,"94639","408","277","55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"577266","1988","1097","100","100","70.77","1.90034",,,,,,,,,,,,,,,,,,,,,,,,,,,"10876","0",,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","No",,"No","No","No","No","675086","685962","675086","10876","2017-12-31T00:00:00.000","18041.5","18041.5","26.72",,,"18041.5","26.72",,,,,,,,,,"4.31112",,"03/06/2018 09:13 AM EST","02/08/2018 10:45 AM EST","02/08/2018 10:44 AM EST","02/08/2018 10:47 AM EST","02/08/2018 10:48 AM EST","MANHATTAN","40.752424","-73.97532","106","4","92","Turtle Bay-East Midtown"
"3980446","2017-12-31T00:00:00.000","2018-03-06T00:00:00.000","115010","3980446","836 Broadway",,,"1-00564-0039","1009209","836 Broadway",,"New York",,"10003","Office","Office","CBECS - Office & Bank/Financial","Office, Retail Store","Office","40000","Retail Store","20000",,,"1913","1","100","Whole Building","Whole Building","67",,,"No","73.4","78.3","90.3","-18.7","4404965.7","4698623.2","5420674.3","10.7","0","152","157.2","187.1","-18.7","9122417.3","9122417.3","9429624.4","11225889.2",,"2175942.5",,,,,,,,,"35606.5","377.4","2193416.7","642853.6","644302.2","2193416.8",,,,,,,,"0",,"0","357.8","163.4","194.5","440.3","No","No","No",,,,"88.7","357.8","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40000","180","180","100","100","57.5","4.5",,,,,,,,,,,,,,,,,,,"20000",,,"0","100","0","0","0",,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-06T00:00:00.000","No","No","No","No","60000","60000","60000",,"2017-12-31T00:00:00.000","778","778","12.97",,,"778","12.97",,,,,,,,,,,,"03/06/2018 09:41 AM EST","03/05/2018 11:42 AM EST","03/05/2018 11:47 AM EST","03/06/2018 09:41 AM EST","02/13/2018 11:55 AM EST","MANHATTAN","40.733707","-73.990994","102","2","61","West Village"
"2643323","2017-12-31T00:00:00.000","2018-03-06T00:00:00.000","65623","2643323","441-451",,,"1-01244-0072","1080437;1080438","441-451 West End Avenue",,"New York",,"10024","Multifamily Housing","Multifamily Housing","Fannie Mae Industry Survey - Multifamily","Multifamily Housing","Multifamily Housing","240040",,,,,"1925","1","100","Whole Building",,"59",,,"No","78","85.5","82.6","-5.6","18714497.1","20522220.8","19826847.7","4.1","0","108.7","116.2","115.1","-5.6","26083218.1","26083218.1","27897999.1","27633549.1",,,"14832139.8",,,,,,,,"520500","5300.5","3361857.3","985303.9","983735","3361857.2",,,,,,,,"0",,"0","1442.4","1144.3","298.1","1528.1","No","No",,"No",,,"88.7","1442.4","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240040",,"336.06",,,"288.05","100","100",,"1.4","1.2","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-06T00:00:00.000","Yes","No","No","No","240040","240040","240040",,"2017-12-31T00:00:00.000","7279.3","7279.3","30.33",,,"7279.3","30.33",,,,,,,,,,,,"03/05/2018 02:54 PM EST","03/02/2018 12:12 PM EST","03/02/2018 12:14 PM EST","02/27/2018 04:59 PM EST","03/05/2018 02:54 PM EST","MANHATTAN","40.78576","-73.980146","107","6","167","Upper West Side"
"5849034","2017-12-31T00:00:00.000","2018-03-06T00:00:00.000","194595","5849034","JAG Specialty Foods - Angonoa Brands",,,"4-04067-0015","4098138","115-10 14th Rd",,"College Point",,"10032","Food Service","Food Service","CBECS - Food Service","Food Service","Food Service","55000",,,,,"1960","1","100","Whole Building","Whole Building",,,,"No","224.7","224.7","404.4","-44.4","12359692.2","12359692.2","22241351.8","9.2","1.9","301.9","301.9","543.2","-44.4",,"16603435.4","16603435.4","29877997.8",,,,,,,,,,,"10624879.5","106248.8","1734812.7","508444.5","508444.5","1734812.6",,,,"102.4","2017-08-01T00:00:00.000","Electric Grid Meter #2 (28045557)",,"0",,"0","718.1","564.3","153.8","1292.3","No","No",,,,,"88.7","718.1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-06T00:00:00.000","No","No","No","No","55000","55000","55000",,"2017-12-31T00:00:00.000","641.8","641.8","11.67",,,"641.8","11.67",,,"0",,,,,,,,,"03/06/2018 12:55 PM EST","03/05/2018 05:17 PM EST","03/06/2018 12:55 PM EST",,"03/05/2018 05:46 PM EST",,,,,,,
"5849034","2017-12-31T00:00:00.000","2018-03-06T00:00:00.000","194595","5849034","JAG Specialty Foods - Angonoa Brands",,,"4-04067-0015","4098138","115-10 14th Rd",,"College Point",,"10032","Food Service","Food Service","CBECS - Food Service","Food Service","Food Service","55000",,,,,"1960","1","100","Whole Building","Whole Building",,,,"No","224.7","224.7","404.4","-44.4","12359692.2","12359692.2","22241351.8","9.2","1.9","301.9","301.9","543.2","-44.4",,"16603435.4","16603435.4","29877997.8",,,,,,,,,,,"10624879.5","106248.8","1734812.7","508444.5","508444.5","1734812.6",,,,"102.4","2017-08-01T00:00:00.000","Electric Grid Meter #2 (28045557)",,"0",,"0","718.1","564.3","153.8","1292.3","No","No",,,,,"88.7","718.1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-06T00:00:00.000","No","No","No","No","55000","55000","55000",,"2017-12-31T00:00:00.000","641.8","641.8","11.67",,,"641.8","11.67",,,"0",,,,,,,,,"03/06/2018 12:55 PM EST","03/05/2018 05:17 PM EST","03/06/2018 12:55 PM EST",,"03/05/2018 05:46 PM EST",,,,,,,
"3488156","2017-12-31T00:00:00.000","2018-03-07T00:00:00.000","28589","3488156","1864 corp.",,,"3-06344-0033","3165771","1864 85 st.",,"brooklyn","kings","11214","Multifamily Housing","Multifamily Housing","Fannie Mae Industry Survey - Multifamily","Multifamily Housing","Multifamily Housing","72000",,,,,"1930","1","100","Whole Building",,,,,"No",,,"59.6",,,,"4292520.8",,"0.6",,,"127.9",,,,,"9210973.6",,"483000.2",,,,,,,,,"4073375.9","43866.7",,,,,,,,,,,,,,,,"252.2",,"288.2","No","No","No",,,,"88.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72000","100% Yes","89","7","8","77","100","100","No specific resident population","1.23611","1.06944","0","0","77","1.06944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Possible Issue","Ok","Ok","Yes","2018-03-06T00:00:00.000","No","No","No","No","72000","72000","72000",,"2016-12-31T00:00:00.000",,,,,,,,,,,,,,,,,,,"03/06/2018 04:46 PM EST","03/04/2018 11:12 AM EST","02/25/2018 02:43 PM EST","03/06/2018 04:45 PM EST","02/26/2018 09:28 AM EST","BROOKLYN","40.607039","-74.000677","311","47","278","Bensonhurst West"
"4230686","2017-12-31T00:00:00.000","2018-03-07T00:00:00.000","115010","4230686","Kalikow - 101 Park Ave_SWA",,,"1-01295-0001","1036144","101 Park Avenue",,"New York",,"10017","Office","Office","CBECS - Office & Bank/Financial","Office, Parking, Social/Meeting Hall","Office","1208216","Parking","37399","Social/Meeting Hall","31868","1982","1","90","Whole Building",,"73",,,"No","70.3","72.2","92.4","-23.9","87230993.3","89570213.1","114621034.1","15.1","0","184.6","186.8","242.5","-23.9","228888681.1","228888681.1","231609240.3","300758460",,,,,,,,"22527628.8",,,"661027.2","6610.3","64042337.4","18769733.2","18755567.7","64042352.9",,,,,,,,"0",,"0","7208.9","35.1","7173.8","9472.4","No","No",,,,"No","88.7","7208.9","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1208216","2496","2538","100","100","50","2.10062",,,,,,,,,,,,,,,,"31868",,,,,,,,,,,"37399","0",,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-07T00:00:00.000","No","No","No","Unable to Check (not enough data)","1240084","1277483","1240084","37399",,,,,,,,,,,,,,,,,,,,"03/07/2018 10:16 AM EST","03/07/2018 10:12 AM EST","03/07/2018 10:16 AM EST",,,"MANHATTAN","40.750992","-73.978485","105","4","80","Murray Hill-Kips Bay"
"4943395","2017-12-31T00:00:00.000","2018-03-07T00:00:00.000","139670","4943395","Hotel Plaza Athenee",,,"1-01379-0026","1041080","37 East 64th Street",,"New York",,"10065","Hotel","Hotel","CBECS - Hotel & Motel/Inn","Hotel","Hotel","170000",,,,,"1927","1","100","Whole Building","Whole Building","80",,,"Yes","54.9","54.6","75.9","-27.7","9334972.5","9280374.2","12905959.8","13.5","0.1","154.5","153.5","213.6","-27.7","26268721.4","26268721.4","26097282.7","36317516.6",,,,,,,,,,,"1456025","14560.3","7878947.5","2309187.1","2293185.3","7878946",,,,,,,,"0",,"0","775.9","77.3","698.5","1072.7","No","No",,,,,"88.7","775.9","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170000","420","0.84118","0.88235","100",,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-07T00:00:00.000","No","No","No","No","170000","170000","170000",,"2016-02-29T00:00:00.000",,,,,,,,,,,,,,,,,,,"03/05/2018 09:52 AM EST","03/05/2018 09:52 AM EST","03/05/2018 09:51 AM EST",,,"MANHATTAN","40.76658","-73.96878","108","4","122","Upper East Side-Carnegie Hill"
"6216796","2017-12-31T00:00:00.000","2018-03-07T00:00:00.000","28589","6216796","21 Bennett",,,"1-02180-0096","1064416","21 Bennett Av.",,"New York",,"10033","Multifamily Housing","Multifamily Housing","Fannie Mae Industry Survey - Multifamily","Multifamily Housing","Multifamily Housing","38670",,,,,"1920","1","90","Whole Building",,"87",,,"Yes","87.7","93.1","117.8","-25.5","3392583.9","3598942.2","4555942.9","3.4","0.8","116.4","122.1","156.3","-25.5","4502115.6","4502115.6","4721023.3","6045946.5",,,,,,,,,,,"2942869.8","31481.6","449714.1","131803.7","132116.6","449714.2",,,,,,,,"0",,"0","196.2","156.3","39.9","263.5","No","No",,,,,"88.7","196.2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38670","100% Yes","98","5","2","37","80","90","No specific resident population","2.53426","0.95681","0","0","37","0.95681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-07T00:00:00.000","No","No","No","No","38670","38670","38670",,,,,,,,,,,,,,,,,,,,,"03/04/2018 11:32 AM EST","03/02/2018 02:40 PM EST","03/02/2018 02:41 PM EST",,"02/26/2018 11:28 AM EST","MANHATTAN","40.851041","-73.936353","112","10","271","Washington Heights North"
"6234680","2017-12-31T00:00:00.000","2018-03-07T00:00:00.000","28589","6234680","31 Bennett",,,"1-02180-0098","1064417","31 Bennett Ave.",,"New York",,"10033","Multifamily Housing","Multifamily Housing","Fannie Mae Industry Survey - Multifamily","Multifamily Housing","Multifamily Housing","40206",,,,,"1920","1","90","Whole Building",,,,,"No",,,"59.6",,,,"2397015.2","4",,,,"127.9",,,,,"5143561.1",,,,,,,,,,,,,"558122.1","163576.2","160866.3","558122",,,,,,,,"0",,"0",,,"49.5","160.9","No","No",,,,,"88.7","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40206","100% Yes","98","5","2","37","80","90","No specific resident population","2.43745","0.92026","0","0","37","0.92026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Possible Issue","Ok","Ok","Yes","2018-03-07T00:00:00.000","No","No","No","No","40206","40206","40206",,,,,,,,,,,,"40206",,,,,,,,,"03/04/2018 11:34 AM EST","03/02/2018 02:40 PM EST","03/02/2018 02:41 PM EST",,"02/26/2018 11:28 AM EST","MANHATTAN","40.851412","-73.936169","112","10","271","Washington Heights North"
"6234685","2017-12-31T00:00:00.000","2018-03-07T00:00:00.000","28589","6234685","41 Bennett",,,"1-02180-0100","1064418","41 Bennett Ave.",,"New York",,"10033","Multifamily Housing","Multifamily Housing","Fannie Mae Industry Survey - Multifamily","Multifamily Housing","Multifamily Housing","42924",,,,,"1920","1","90","Whole Building",,"93",,,"Yes","75.9","81.6","113","-32.9","3256990.1","3500886.2","4851461.6","3.1","0.7","101.7","107.9","151.5","-32.9","4365107","4365107","4631467.7","6502061.2",,,,,,,,,,,"2804709.1","30436.9","452281","132556","133996.1","452281.1",,,,,,,,"0",,"0","189.1","149","40.1","281.6","No","No",,,,,"88.7","189.1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42924","100% Yes","98","5","2","37","80","90","No specific resident population","2.2831","0.86199","0","0","37","0.86199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","2018-03-04T00:00:00.000","No","No","No","Unable to Check (not enough data)","42924","42924","42924",,,,,,,,,,,,"42924",,,,,,,,,"03/04/2018 11:35 AM EST","03/02/2018 02:40 PM EST","03/02/2018 02:41 PM EST",,,"MANHATTAN","40.851779","-73.93598","112","10","271","Washington Heights North"
