"appeal_type","appeal_subtype","agency","status","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Medical","Department of Correction - DOC","Closed","2016-12-27T00:00:00.000","2017-04-27T00:00:00.000","6325","Correction Officer","2020-09-21T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2016-12-27T00:00:00.000","2017-03-01T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-27T00:00:00.000","2017-03-27T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Open","2016-12-27T00:00:00.000",,"5524","Associate Project Manager (Promotion)",,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2016-12-27T00:00:00.000","2017-04-27T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Open","2016-12-27T00:00:00.000",,"4335","Police Communications Technician","2017-11-14T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2016-12-27T00:00:00.000","2017-02-10T00:00:00.000","3316","Police Officer","2019-12-14T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2016-12-27T00:00:00.000","2017-03-10T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Medical","Department of Probation - DOP","Open","2016-12-27T00:00:00.000",,"6029","Probation Officer","2020-09-14T00:00:00.000",,"DOP"
"Section 50","Character","Police Department - NYPD","Open","2016-12-24T00:00:00.000",,"3068","Police Officer","2019-12-18T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2016-12-23T00:00:00.000","2017-04-18T00:00:00.000","2311","Police Officer","2018-05-01T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2016-12-23T00:00:00.000","2017-04-20T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-23T00:00:00.000",,"8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-23T00:00:00.000",,"6055","Project Manager Intern",,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2016-12-23T00:00:00.000","2017-04-27T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-23T00:00:00.000","2016-12-30T00:00:00.000","6067","City Planner",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2016-12-21T00:00:00.000","2017-03-24T00:00:00.000","3048","Police Officer","2019-12-11T00:00:00.000",,"NYPD"
"Section 50","Medical","Administration for Children's Services - ACS","Open","2016-12-21T00:00:00.000",,"3329","Special Officer","2020-05-18T00:00:00.000",,"ACS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-21T00:00:00.000","2017-03-03T00:00:00.000","6033","Maintenance Worker",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-20T00:00:00.000","2017-01-30T00:00:00.000","6014","Auto Mechanic (Diesel)",,,"DCAS"
"Section 50","Character","Department of Correction - DOC","Open","2016-12-19T00:00:00.000",,"6315","Corrections Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-19T00:00:00.000","2017-03-27T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2016-12-19T00:00:00.000","2017-04-27T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-19T00:00:00.000","2017-04-07T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-16T00:00:00.000","2017-03-06T00:00:00.000","8011","Station Agent","2017-08-22T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-16T00:00:00.000","2017-01-27T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-16T00:00:00.000",,"5015","Bookkeeper","2020-04-27T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2016-12-16T00:00:00.000","2017-04-27T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Character","Department of Correction - DOC","Closed","2016-12-16T00:00:00.000","2017-04-03T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2016-12-16T00:00:00.000","2017-01-06T00:00:00.000","4335","Police Communications Technician","2017-11-14T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2016-12-16T00:00:00.000","2017-03-10T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-15T00:00:00.000","2016-12-16T00:00:00.000","6042","Construction Project Manager",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-15T00:00:00.000","2017-03-21T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-15T00:00:00.000",,"8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Open","2016-12-15T00:00:00.000",,"6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-12-15T00:00:00.000","2017-03-08T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-15T00:00:00.000","2017-01-18T00:00:00.000","6048","Civil Engineering Intern",,,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Closed","2016-12-14T00:00:00.000","2017-04-04T00:00:00.000","6003","Emergency Medical Specialist - EMT","2020-02-24T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2016-12-14T00:00:00.000","2017-04-07T00:00:00.000","2345","School Safety Agent","2018-03-20T00:00:00.000",,"NYPD"
"Waiting for Appeal Request",,"Police Department - NYPD","Closed","2016-12-14T00:00:00.000","2017-01-18T00:00:00.000",,,,,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-14T00:00:00.000","2017-02-02T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Jurisdictional Issue",,"Police Department - NYPD","Closed","2016-12-13T00:00:00.000","2016-12-15T00:00:00.000",,,,,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-13T00:00:00.000","2017-02-15T00:00:00.000","6048","Civil Engineering Intern",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2016-12-13T00:00:00.000",,"5520","Associate Fire Protection Inspector (PROM)","2020-06-22T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Citywide Administrative Services - DCAS","Closed","2016-12-13T00:00:00.000","2017-01-30T00:00:00.000","3328","Special Officer","2019-10-14T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-13T00:00:00.000","2016-12-14T00:00:00.000","6033","Maintenance Worker",,,"DCAS"
"Section 50","Medical","Police Department - NYPD","Open","2016-12-13T00:00:00.000",,"4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Closed","2016-12-13T00:00:00.000","2017-04-10T00:00:00.000","6003","Emergency Medical Specialist - EMT","2020-02-24T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-13T00:00:00.000",,"6033","Maintenance Worker",,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-12-12T00:00:00.000","2017-01-06T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-12T00:00:00.000","2017-03-29T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-12T00:00:00.000",,"6048","Civil Engineering Intern",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-12T00:00:00.000",,"6033","Maintenance Worker",,,"DCAS"
"Section 76","Suspension","Housing Authority - NYCHA","Open","2016-12-12T00:00:00.000",,,,,,"NYCHA"
"Duplicate Filing",,"Department of Citywide Administrative Services - DCAS","Closed","2016-12-10T00:00:00.000","2016-12-12T00:00:00.000",,,,,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2016-12-09T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Medical","Fire Department - FDNY","Closed","2016-12-09T00:00:00.000","2017-03-17T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Open","2016-12-08T00:00:00.000",,"5516","Administrative Manager (Promotion)","2020-08-17T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-08T00:00:00.000",,"6033","Maintenance Worker",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-08T00:00:00.000",,"6012","Auto Mechanic",,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2016-12-08T00:00:00.000","2017-04-27T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2016-12-08T00:00:00.000","2017-04-24T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-08T00:00:00.000","2017-02-24T00:00:00.000","6048","Civil Engineering Intern",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-08T00:00:00.000","2017-02-01T00:00:00.000","5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2016-12-08T00:00:00.000",,"3317","Police Officer","2019-12-16T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Police Department - NYPD","Open","2016-12-08T00:00:00.000",,"4336","Police Communications Technician","2020-03-09T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2016-12-07T00:00:00.000","2017-01-24T00:00:00.000","2302","Police Officer","2018-04-30T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2016-12-07T00:00:00.000","2017-04-27T00:00:00.000","6308","Correction Officer","2020-03-02T00:00:00.000",,"DOC"
"Waiting for Appeal Request",,"Police Department - NYPD","Closed","2016-12-07T00:00:00.000","2017-01-18T00:00:00.000",,,,,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2016-12-07T00:00:00.000","2017-05-02T00:00:00.000","3310","Police Officer","2019-06-25T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2016-12-06T00:00:00.000",,"3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2016-12-06T00:00:00.000","2017-04-21T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-05T00:00:00.000",,"5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-05T00:00:00.000",,"5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2016-12-05T00:00:00.000",,"3315","Police Officer","2019-12-10T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-05T00:00:00.000",,"5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Closed","2016-12-05T00:00:00.000","2017-03-06T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Police Department - NYPD","Closed","2016-12-05T00:00:00.000","2017-01-31T00:00:00.000","3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2016-12-05T00:00:00.000","2017-03-08T00:00:00.000","3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2016-12-05T00:00:00.000","2017-03-08T00:00:00.000","2302","Police Officer","2018-04-30T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2016-12-05T00:00:00.000",,"2053","Police Officer","2019-06-17T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-05T00:00:00.000",,"5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-05T00:00:00.000","2017-04-07T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-05T00:00:00.000","2016-12-08T00:00:00.000","6036","Public Health Sanitarian",,,"DCAS"
"Duplicate Filing",,"Department of Citywide Administrative Services - DCAS","Closed","2016-12-02T00:00:00.000","2016-12-02T00:00:00.000",,,,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2016-12-02T00:00:00.000","2017-04-27T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-02T00:00:00.000",,"5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-02T00:00:00.000",,"5044","Research Assistant",,,"DCAS"
"Waiting for DQ",,"Police Department - NYPD","Closed","2016-12-02T00:00:00.000","2017-03-07T00:00:00.000",,,,,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2016-12-01T00:00:00.000",,"3313","Police Offficer","2019-09-24T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2016-12-01T00:00:00.000","2017-02-14T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-12-01T00:00:00.000","2017-03-21T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-01T00:00:00.000",,"3055","Assistant Superintendent of Welfare Shelters","2018-12-03T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-12-01T00:00:00.000","2017-03-13T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-01T00:00:00.000",,"5044","Research Assistant",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-12-01T00:00:00.000",,"5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-30T00:00:00.000","2016-12-08T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-30T00:00:00.000","2016-12-08T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-30T00:00:00.000","2016-11-30T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2016-11-30T00:00:00.000","2017-03-10T00:00:00.000","5308","Traffic Enforcement Agent","2019-05-27T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2016-11-30T00:00:00.000","2017-03-10T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-11-30T00:00:00.000",,"6055","Project Manager Intern",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-11-30T00:00:00.000","2017-03-06T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2016-11-30T00:00:00.000","2017-02-24T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Medical","Fire Department - FDNY","Open","2016-11-30T00:00:00.000",,"6003","Emergency Medical Specialist - EMT","2020-02-24T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-11-30T00:00:00.000",,"6048","Civil Engineering Intern",,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Open","2016-11-30T00:00:00.000",,"6308","Correction Officer","2020-03-02T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2016-11-29T00:00:00.000",,"8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-11-29T00:00:00.000","2016-11-30T00:00:00.000","5018","Computer Service Technician",,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-29T00:00:00.000","2016-11-30T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2016-11-29T00:00:00.000",,"3309","Police Officer","2019-06-23T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Housing Authority - NYCHA","Open","2016-11-29T00:00:00.000","2016-11-29T00:00:00.000",,,,,"NYCHA"
"Section 50","Medical","Fire Department - FDNY","Closed","2016-11-29T00:00:00.000","2017-04-11T00:00:00.000","6003","Emergency Medical Specialist - EMT","2020-02-24T00:00:00.000",,"FDNY"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2016-11-29T00:00:00.000","2016-12-19T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-11-29T00:00:00.000","2017-02-23T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Citywide Administrative Services - DCAS","Closed","2016-11-29T00:00:00.000","2016-12-28T00:00:00.000","4309","Traffic Enforcement Agent (TEA)","2018-02-12T00:00:00.000",,"DCAS"
"Waiting for Appeal Request",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-29T00:00:00.000","2017-01-18T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Administration for Children's Services - ACS","Closed","2016-11-29T00:00:00.000","2017-04-20T00:00:00.000","2034","Construction Project Manager","2017-07-24T00:00:00.000",,"ACS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-28T00:00:00.000","2016-12-06T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-28T00:00:00.000","2017-01-04T00:00:00.000",,,,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2016-11-28T00:00:00.000",,"2302","Police Officer","2018-04-30T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-11-28T00:00:00.000",,"6505","Promotion to Marine Engineer (Uniformed-Fire Department)",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2016-11-28T00:00:00.000","2017-02-14T00:00:00.000","4326","Traffic Enforcement Agent","2018-10-15T00:00:00.000",,"NYPD"
"Jurisdictional Issue",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-25T00:00:00.000","2016-11-28T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-11-25T00:00:00.000",,"6012","Auto Mechanic",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2016-11-25T00:00:00.000","2017-03-23T00:00:00.000","3310","Police Officer","2019-06-25T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Closed","2016-11-25T00:00:00.000","2017-04-07T00:00:00.000","6003","Emergency Medical Specialist - EMT","2020-02-24T00:00:00.000",,"FDNY"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-25T00:00:00.000","2016-12-05T00:00:00.000",,,,,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2016-11-25T00:00:00.000","2017-03-08T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-11-25T00:00:00.000",,"8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2016-11-25T00:00:00.000","2016-12-22T00:00:00.000","3322","School Safety Agent (SSA)","2018-05-28T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2016-11-25T00:00:00.000","2017-04-11T00:00:00.000","3068","Police Officer","2019-12-18T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Finance - DOF","Open","2016-11-25T00:00:00.000",,"3021","Deputy City Sheriff","2017-07-10T00:00:00.000",,"DOF"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-11-23T00:00:00.000",,"5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2016-11-23T00:00:00.000","2017-02-15T00:00:00.000","5013","Associate Project Manager",,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-18T00:00:00.000","2017-01-23T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-11-23T00:00:00.000","2017-02-02T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-11-23T00:00:00.000",,"6048","Civil Engineering Intern",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2016-11-23T00:00:00.000","2017-04-20T00:00:00.000","5044","Research Assistant",,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-23T00:00:00.000","2016-12-02T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-11-23T00:00:00.000",,"5013","Associate Project Manager",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2016-11-23T00:00:00.000","2017-04-03T00:00:00.000","3316","Police Officer","2019-12-14T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Transportation - DOT","Closed","2016-11-22T00:00:00.000","2016-12-01T00:00:00.000",,,,,"DOT"
"Jurisdictional Issue",,"Department of Citywide Administrative Services - DCAS","Closed","2016-11-22T00:00:00.000","2016-11-28T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Fire Department - FDNY","Closed","2016-11-22T00:00:00.000","2017-03-10T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Medical","Fire Department - FDNY","Closed","2016-11-22T00:00:00.000","2017-03-16T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Psych","Police Department - NYPD","Open","2016-11-22T00:00:00.000",,"3312","Police Officer","2019-09-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2016-11-22T00:00:00.000",,"5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
