"biblioid","borough","author","date","title","report_abstract"
"31","X","City/Scape, Cultural Resource Consultants","1993","Cultural Resource Investigation Stage 2 and Quarry Investigation Survey.  For: Chapel Farm II, Riverdale, New York.  (March 1993) CEQR 85-325X   (Cultural Resource Consultants and Historical Perspectives, Inc.; Philip LaPorta)","Project on the proposed site of the Chapel Farm Estate bounded by Fieldston Road, 253 Street, 250 Street and Iselin Avenue in Riverdale, Bronx. The report details archaeological testing and research conducted on the project area that revealed a prehistoric quartz quarry and workshop- the first site of its kind in New York State. Further archaeological research is recommended to better understand this quarry site and the role it may have played in the prehistory of Riverdale."
"32","X","City/Scape, Cultural Resource Consultants","2001","Stage 1A Literature Review and Sensitivity Analysis, Little Sisters of the Poor (Block 5452 [lot 90]), 142 Hollywood Avenue, Borough of the Bronx, Bronx County, New York.  00DCP059x","Project at the former site of the Convent of the Little Sisters of the Poor at 142 Hollywood Avenue in Throgs Neck, Bronx. The report examines the history of the site and the surrounding area in order to determine the site's potential to yield archeologically significant deposits. Researchers conclude that while it is unlikely that there will be any significant historical material the project area has a high potential to yield prehistoric deposits. Therefore archaeological excavations are recommended."
"34","X","DeCarlo, Valerie","1985","Riverdale Park Archaeological Project Draft Report: Documentary Research & Field Strategy.  For: New York City Department of Cultural Affairs and New York City Department of Parks and Recreation.  NCEQR","Project at Riverdale Park bounded by 254th Street, 232rd Street and Palisade Avenue in Riverdale, Bronx. This preliminary report examines the history of the area and the local environment beginning with the Archaic prehistoric period. It is concluded that the site has a high potential to yeild historic and prehistoric deposits including the remnants of an 19th century lime kiln and 19th century dwellings. Further archaeological testing is recommended and the suggested excavation methods are outlined."
"35","X","Energy & Environmental Analysts, Inc.","1981","Cultural Resources Inventory, South Bronx - Oak Point Link Environmental Assessment, Technical Support Document No. 3.  For: The New York State Department of Transportation Rail Division.","This report examines research conducted on the area between Highbridge Yard and the Harlem River Yard east of the Harlem River in South Bronx. Based on the history of construction in the area, researchers conclude that while it is unlikely future excavations would yield any prehistoric material there is a strong possibility that remnants of late-19th century commercial buildings could be found in the project area, particularly parts of The J. L. Mott Iron Works complex. Archaeological testing is recommended."
"36","X","Enviro-Sciences, Inc.","1995","Subsurface Soil Investigation for Police Service Area No. 8 (500 Havermeyer Ave).  Bronx Community District #9, Block 3540, Lots 1, 29, and 40. For: New York City Housing Authority.  CEQR No. 95CHA002X.","This report reviews subsurface excavations carried on Lots 1, 29, and 40 of Block 3540 in the Bronx, NY.  A magnetometer survey was implemented in an effort to locate potential contamination sources within the project area.  The survey also employed historical research, trench excavation, and test sampling to historical uses of the site and potential contaminants within the project area.  This report reveals information on location of specified excavation trenches and the results of chemical analysis on soil pollutants found within the project area."
"37","X","Geismar, Joan H.","1989","Historic And Cultural Resources Of The Sea Breeze Estates Site.  City Island, The Bronx.  For: Konheim & Ketcham, Inc.  CEQR 89-040X","This report examines research conducted on the area between Highbridge Yard and the Harlem River Yard east of the Harlem River in South Bronx. Based on the history of construction in the area, researchers conclude that while it is unlikely future excavations would yield any prehistoric material there is a strong possibility that remnants of late-19th century commercial buildings could be found in the project area, particularly parts of The J. L. Mott Iron Works complex. Archaeological testing is recommended."
"38","X","Greenhouse Consultants, Inc.","1988","Stage 1A Archaeological/Historical Sensitivity Study, Castle Hill Development Project, Bronx, New York.  For: Ethan Eldon Associates.  CEQR 88-042X   [Multiple authors]","The Castle Hill Development Project area is bounded by Zerega Avenue, Norton Avenue, Pugsley's Creek, and Castle Hill Park in Castle Hill, Bronx. The report contains a history of Castle Hill (Neck) spanning three generations and concludes that there is a high potential for archaeologically significant deposits in the project area. Archaeological testing is recommended to investigate these potential deposits including the possible remains of a 19th century farmhouse."
"39","X","Greenhouse Consultants, Inc.","1989","Stage 1A Archaeological/Historical Sensitivity Study, Longstreet Avenue Rezoning Project, Bronx, New York.  CEQR 89-082X   [Multiple authors]","The Castle Hill Development Project area is bounded by Zerega Avenue, Norton Avenue, Pugsley's Creek, and Castle Hill Park in Castle Hill, Bronx. The report contains a history of Castle Hill (Neck) spanning three generations and concludes that there is a high potential for archaeologically significant deposits in the project area. Archaeological testing is recommended to investigate these potential deposits including the possible remains of a 19th century farmhouse."
"40","X","Greenhouse Consultants, Inc.","1991","Archaeological And Historical Sensitivity Evaluation Of The Benson Street Demapping Project, Westchester Square, The Bronx, New York.  For: The RBA Group.  CEQR 91-028X   (William I. Roberts IV)","The report provides a history of Longstreet Avenue Rezoning Project area in Edgewater Park, Bronx and of Throgs Neck in order to determine the area's potential for historically significant deposits. Researchers conclude that while there is no evidence for historic structures within the project area, there is a high potential for prehistoric deposits, especially shell middens. Archaeological testing is recommended for those areas that show the least amount of modern disturbance and construction."
"41","X","Greenhouse Consultants, Inc.","1993","Melrose Commons URA, Bronx, New York, Historical And Archaeological Field Inspection And Documentary Research.  For: New York City Department of City Planning.  CEQR 88-087X","Project on the Melrose Commons Urban Renewal Area between E. 156th St, East 163rd St, Melrose Ave, Courtlandt Ave, Park Ave, Brook Ave, Third Ave, and St. Ann's Ave in the Bronx. Researchers identified two lots within the project area that could potentially yield historically significant deposits- Lot 6 and Lot 20. Archaeological testing is recommended to determine whether the remains of the residence and brewery that once occupied those lots were in fact preserved."
"42","X","Greenhouse Consultants, Inc.","1997","Archaeological Data Recovery Excavation Report Frances Schervier Home and Hospital, 2975 Independence Avenue, Borough of the Bronx, New York.  For: Franciscan Health System Of New York, Inc.  CEQR 96DCP020X.","Project at the Frances Shervier Home and Hospital in Riverdale, Bronx between Independence Avenue, Henry Hudson Park, Palisade Avenue, West 231st. Report on further archaeological excavations of the previously identified Revolutionary Fort I built in 1776. While researchers were unable to find any archaeological evidence of how the British occupation from 1777-1781 impacted the site, they were able to identify the architectural properties of the Fort including the construction techniques that were used."
"43","X","Greenhouse Consultants, Inc.","1997","Archaeological/Historical Sensitivity Evaluation, Washington/Bathgate Urban Renewal Area, Bronx, New York.  CEQR  92HPD007X.","Project at the Frances Shervier Home and Hospital in Riverdale, Bronx between Independence Avenue, Henry Hudson Park, Palisade Avenue, West 231st. Report on further archaeological excavations of the previously identified Revolutionary Fort I built in 1776. While researchers were unable to find any archaeological evidence of how the British occupation from 177-1781 impacted the site, they were able to identify the architectural properties of the Fort including the construction techniques that were used."
"44","X","Greenhouse Consultants, Inc.","1997","Archaeological Testing Report, Washington Bathgate Urban Renewal Area, Bronx, New York, Blocks 3036 [2035 Washington Ave.] and 3045 [503 E 179th St.].  CEQR 92HPD007X","Project on the Washington/Bathgate Renewal Area in Tremont, Bronx. The report describes archaeological testing conducted on two of three lots that were chosen for testing because of their potential for intact late-19th century deposits. While a brick cistern was found on one of the lots, the artifacts recovered from the deposit were not historically significant. Therefore, no further archaeological testing is recommended."
"45","X","Greenhouse Consultants, Inc.","1998","Historical / Archaeological Sensitivity Evaluation, Yeshiva of the Telshe Alumni, Campagna Mansion, Bronx, New York.  CEQR  99DCP006X.","Project on the Campagna Mansion for the Yeshiva of the Telshe Alumni between 249th street and Independence Avenue in Riverdale, Bronx. The report examines the extensive prehistory and history of the area including the 17th century arrival of European settlers and the 19th century annexation to New York City following the rapid population growth brought by the new railroad.  Archaeological testing is recommended to identify, in particular, prehistoric sites and the remains of 19th century dwellings like the Pyne Russell House."
"46","X","Greenhouse Consultants, Inc.","1999","Archaeological Testing Report, Washington/Bathgate Urban Renewal Area, Bronx, New York.  Block 3046.  CEQR  92HPD007X.","Project on the Washington/Bathgate Renewal Area in Tremont, Bronx. Of the three lots identified by previous research as areas of potential historical significance, this report describes the testing conducted on lot 3040 owned by the Brown family in the late 19th century.  A stone cistern was discovered containing artifacts that could provide information about the daily lives of middle class families in Tremont at the turn of the century; further archaeological testing is recommended."
"47","X","Greenhouse Consultants, Inc.","2000","Secondary Level Documentary Research Block 2380 Lots 6-8 and Block 2382 Lot 20, Melrose Commons URA, Bronx, New York.  For: New York City Department of City Planning.  CEQR 88-087X","Project on the Melrose Commons Urban Renewal Area between E. 156th St, East 163rd St, Melrose Ave, Courtlandt Ave, Park Ave, Brook Ave, Third Ave, and St. Ann's Ave in the Bronx. The report examines the project area's potential for archaeologically significant deposits based on the known prehistoric, historic, and architectural sites in the area. Included in the report is a lot by lot description of the deed holders for the properties within the project area beginning with the mid-19th century."
"48","X","Greenhouse Consultants, Inc.","2000","Archaeological / Historical Sensitivity Evaluation, Proposed Fish Market Relocation, Hunt’s Point, Bronx, NY.  00DME011X","Project on the Melrose Commons Urban Renewal Area between E. 156th St, East 163rd St, Melrose Ave, Courtlandt Ave, Park Ave, Brook Ave, Third Ave, and St. Ann's Ave in the Bronx. The report examines the project area's potential for archaeologically significant deposits based on the known prehistoric, historic, and architectural sites in the area. Included in the report is a lot by lot description of the deed holders for the properties within the project area beginning with the mid-19th century."
"49","X","Greenhouse Consultants, Inc.","2001","Analysis of Soil Borings and Test Trenchs, Proposed Fish Market Relocation, Hunt’s Point, Bronx, New York.  00DME011X","Report on archaeological testing conducted on the Fulton Fish Market Relocation Project area in Hunts Point, Bronx. The testing identified only three areas within the site with the potential to preserve archaeological evidence. Of these three areas, none produced historically significant artifacts. As such, no further archaeological testing is recommended."
"50","X","Greenhouse Consultants, Inc.","2002","Archaeological/Historic Sensitivity Evaluation of Proposed City Island Water Mains, Pelham Bay Parkway, Bronx, NY (ER.X)","Project in Pelham Bay Park between Bruckner Boulevard, Pelham Bay Bridge, City Island Road, and City Island Bridge in the Bronx. The report examines the history of the project area beginning with Thomas Pell's purchase of the land from the Siwanoy in 1654 and ending with it's 1888 transformation into a New York City Park. Researchers conclude that, due to the large number of known prehistoric sites in the region and the relative lack of construction and land disturbance after 1888, it is likely that the area would yield archaeologically significant materials. Archaeological testing is therefore recommended."
"52","X","Historical Perspectives, Inc.","1985","Bartow-Pell Estate Carriage House Site Archaeological Report.  For: The International Garden Club and Beyer Blinder Belle.","Project at the Bartow-Pell Estates in Pelham Bay Park, Bronx. Excavations were centered around the Carriage House in an effort to learn more about the history of the site prior to its purchase by the city in 1888. While the deposits at the site were too disturbed to give any substantial evidence about the site's function and history, archaeologists were able to identify a portion of the driveway previously thought to be a stone wall and the exact parameters of the Carriage House cellar."
"53","X","Historical Perspectives, Inc.","1987","Paleo-Environmental Interpretation of the Tibbett Gardens Project Site, Bronx, New York.  CEQR 87-164X   (Dennis Weiss)","Report on archaeological testing conducted on the area between West 203rd Street, Johnson Ave, and Irwin Ave in the Bronx for the Tibbet Gardens Project. Combining their results with those of previous studies of the project area, researchers were able to reconstruct the prehistoric environment and geography of the area. The reconstruction leads them to assert that the environment of the Tibbet Gardens matched those favored by prehistoric groups in New York."
"54","X","Historical Perspectives, Inc.","1987","Phase IA Archaeological Assessment Report for the Tibbett Gardens Project, Bronx, New York.  For: Allee King Rosen and Fleming,Inc.  CEQR 87-164X   [Multiple authors]","Report on archaeological testing conducted on the area between West 203rd Street, Johnson Ave, and Irwin Ave in the Bronx for the Tibbet Gardens Project. Combining their results with those of previous studies of the project area, researchers were able to reconstruct the prehistoric environment and geography of the area. The reconstruction leads them to assert that the environment of the Tibbet Gardens matched those favored by prehistoric groups in New York."
"55","X","Historical Perspectives, Inc.","1987","Phase IA Archaeological Assessment Report on the Shorehaven Project, the Bronx, New York.  For: Soundview Associates. Draft (Revised 1987 from 1986) CEQR 87-010X   [Multiple authors]","Report on the Shorehaven Project located in Clason's Point, Bronx between the East River, Bolton Avenue, Soundview Avenue, Cornell Avenue, and Betts Street. The project area is located nearby several known prehistoric sites and is believed to have been home to the farmstead of Thomas Cornell. The report identifies 6 areas within the site for which archaeological testing is recommended and features a detailed history of each lot within the project area."
"56","X","Historical Perspectives, Inc.","1987","Proposal For Phase IB Archaeological Field Testing, Shorehaven Project.  For: Soundview Associates, Co.  CEQR 87-010X   [Multiple authors]","Archaeological testing associated with the proposed development of a large scale residential complex on Clason's Point, Bronx, New York. No significant archaeological resources identified."
"57","X","Historical Perspectives, Inc.","1987","Second Level Documentary Study -  Phase IA Shorehaven Project New York, New York.  For: Soundview Associates, Co.  CEQR 87-010X   [Multiple authors]","Report on the Shorehaven Project located in Clason's Point, Bronx between the East River, Bolton Avenue, Soundview Avenue, Cornell Avenue, and Betts Street. Because of the site's proximity to previously discovered prehistoric burials and association with the Thomas Cornell Family, the researchers identify 6 lots within the site that would most likely yield historically significant deposits. Archaeological testing is recommended for those lots."
"58","X","Historical Perspectives, Inc.","1987","Shorehaven Project, Phase IB Archaeological Fieldwork Report, Fall 1987.  For: Soundview Associates Co.  CEQR 87-010X   [Multiple authors]","Report on the Shorehaven Project located in Clason's Point, Bronx between the East River, Bolton Avenue, Soundview Avenue, Cornell Avenue, and Betts Street. The report details archaeological excavations conducted on 4 areas of the project site that previous research identified as particularly likely to yield historically significant deposits. Researchers did not find any significant evidence of the site's history or prehistory due to the extensive development of the project area over time and do not recommend any further archaeological testing."
"59","X","Historical Perspectives, Inc.","1987","Tibbett Gardens Project Site, Bronx, New York, Second Level Study.  For: Allee King Rosen & Fleming, Inc.  CEQR 87-164X   [Multiple authors]","Report on the Tibbett Gardens project in the Kingsbridge, Bronx between West 203rd Street, Johnson Ave, and Irwin Ave. Preliminary archaeological testing was conducted to identify specific areas in which excavation would most likely yield significant deposits. While one area of potential archaeological significance was identified, it was not determined at the time of publication whether further archaeological testing would be necessary."
"60","X","Historical Perspectives, Inc.","1988","Archaeological Assessment Report For The Board of Education Project:  Finast Site.  For: Allee King Rosen and Fleming, Incorporated.  CEQR 88-123X   (Faline Schneiderman)","Report on the history of the project area bounded by Broadway, 234th Street and Putnam Avenue  in Kingsbridge, Bronx. Researchers conclude that the site may still hold evidence of the prehistoric occupation of the western Bronx since construction activity on the lot has been limited; Archaeological testing is recommended."
"61","X","Historical Perspectives, Inc.","1988","New York Board of Education, Loring Place Site, Phase IA Archaeological Assessment Report.  For: Allee King Rosen & Fleming, Inc.  CEQR 88-182X   [Multiple authors]","Project at the Bronx Community College Parking Lot on Loring Place between Hall of Fame Terrace and West 183rd Street. Although the project site was a hospital for the chronically ill in the 19th century and subsequently the private home of the Bergen Family for 40 years, the demolition of these structures and the construction of the university parking lot most likely destroyed any of the archaeological evidence.  As such, further testing is not recommended."
"62","X","Historical Perspectives, Inc.","1989","Phase IA Archaeological Assessment Report For The New York City Department of Correction:  Hunt’s Point Correctional Facility, Bronx, New York.  For: Parsons Brinckerhoff Quade & Douglas, Inc.  CEQR 89-143X   [Multiple authors]","Project on the proposed site of the Hunts Point Correctional Facility in Hunts Point, Bronx on the western shore of the Bronx River. The report documents the prehistory and history of the project area to determine the likelihood of archaeological excavations yeilding historically significant deposits. Extensive construction activity and shoreline filling makes it unlikely such deposits would be found, therefore archaeological testing is not recommended."
"63","X","Historical Perspectives, Inc.","1990","The City of New York Department of Correction:  Oak Point Site.  Preliminary Archaeological Review.  For: Parsons Brickerhoff Quade & Douglas, Inc.  CEQR 90-012X   [Multiple authors]","Project on the proposed site of the Oak Point Correctional Facility between East 149th Street, Bruckner Boulevard, Bruckner Expressway, Barry Street and Oak Point Avenue in the Bronx. After examining the history of the site, researchers conclude that the 20th century construction and expansion of the railroad tracks would have destroyed any remaining evidence of both prehistoric activity and any historic residences. It was also determined that the Hussar, a sunken revolutionary warship, thought to be off the coast of the project area was in fact to the southwest of the site. Further archaeological testing is not recommended."
"64","X","Historical Perspectives, Inc.","1991","Chapel Farm II, Bronx, New York, Cultural Resource Investigations Stage II.  For: Robert Kahn, Kahn Associates.  CEQR 85-325X   (Faline Schneiderman-Fox)","Project on the prehistoric site at Chapel Farm II in  Riverdale, Bronx. Previous excavations recovered prehistoric stone tools that date to the Late Archaic but the project area had been too disturbed to date for certain. Researchers conclude that because of this disturbance it is unlikely that further excavation will yield any significant information; the report includes a review and summary of the excavations."
"65","X","Historical Perspectives, Inc.","1991",,"Project on the prehistoric site at Chapel Farm II in  Riverdale, Bronx. Previous excavations recovered prehistoric stone tools that date to the Late Archaic but the project area had been too disturbed to date for certain. Researchers conclude that because of this disturbance it is unlikely that further excavation will yield any significant information; the report includes a review and summary of the excavations."
"66","X","Historical Perspectives, Inc.","1991","The New York City Long Range Sludge Management Plan, Generic Environmental Impact Statement III, Zerega, Bronx, Preliminary Archaeological Assessment.  For: Allee King Rosen & Fleming, Inc.  (CEQR-Generic)   [Multiple authors]","Report assesses the potential for historically significant deposits on North Brother Island located in the Upper East River. Research shows that from 1885-1944, the island was home to Riverside Hospital for patients with contagious diseases whose most infamous patient was  ""Typhoid Mary"" Malone. Archaeological excavations are recommended to explore the island and hospital's early history especially."
"67","X","Historical Perspectives, Inc.","1993","Stage 1A Archaeological Assessment The New York Botanical Garden, Bronx, New York.  For: Vollmer Associates, City of New York and Department of Cultural Affairs.   [Multiple authors]","Project at the New York Botanical Gardens located in Bronx Park. Report on a survey of the gardens and grounds to identify areas and buildings that may be historically and/or archaeologically significant in advance of construction projects. Included in the report are overviews of the prehistory and history of the NYBG. Some areas that were identified as particularly significant are the Stone Snuff Mill built in 1840, the Lorillard Stone Cottage built in 1851, and several ""Bronx River Prehistoric Zones"" where it is likely that prehistoric deposits would be found."
"68","X","Historical Perspectives, Inc.","1994","Archaeological Assessment, Criminal Court Facility, B 2444, 2445.  Morrisania, X.  CEQR 95DGS003X   [Multiple authors]","Project in Morrisania, Bronx, between  E. 161st Street, Sherman Ave, E. 163rd Street, Grant Ave, and Morris Ave. The report examines the history and prehistory of Morrisania and the construction history of the project area. Based on this examination, researchers identify three blocks within the area that have the potential for archaeologically significant deposits including the former sites of late-19th century homes. Further archaeological testing is recommended for those sites that would be affected by the proposed construction plans, though at the time of publication those plans were not yet available."
"69","X","Historical Perspectives, Inc.","1994","Cultural Resources Topic-Intensive Documentary Study Third Avenue HUB  Retail Development The Bronx, New York.  For: Rosenshein Associates CEQR 94DME-012X   [Multiple authors]","Project on a site located in Melrose, Bronx between Third Ave, E. 156th Street, Brook Ave, and Bergen Ave. Complimentary to an earlier report detailing the site's prehistory, this report identifies three lots within the site that have the potential to yield historically significant deposits from the late-1800's. The lots were once the long-time residences of three families- the Gerkins, Lerchs, and Herlichs- and could provide valuable information about the lives of immigrants in Melrose's 19th century German-American community."
"70","X","Historical Perspectives, Inc.","1994","Police Service Facility #8 Block 3540, Castle Hill, Bronx, Phase IA Archaeological Study.  For: Wall & Associates.  CEQR  95-CHA002X   [Multiple authors]","Report assessing the potential for a project at the Throgs Neck Houses to yield archaeologically significant material. Located in Castle Hill, Bronx, the project area was once swampy marshland and part of an area of New York City used intensively in prehistory. The relative lack of past development of the lots lead researchers to conclude that the highest area of the site would most likely hold evidence of prehistoric activity. No archaeological testing is recommended, though, as that elevated area would not be disturbed by the proposed extension of the Throgs Neck Houses police station."
"71","X","Historical Perspectives, Inc.","1995","Stage 1A Archaeological Assessment, Russian Federation Housing Riverdale, Bronx, New York.  CEQR-x [355 W 255 St; B 5846 L 1605]   [Multiple authors]","Project in Riverdale, Bronx, between Mosholu Ave, Fieldston Ave, and W. 255th Street. While the presence of a quartz vein in the project area suggests that the site may have been important in the prehistoric period, extensive construction in the 20th century makes it unlikely prehistoric deposits were preserved. Archaeological testing is recommended, though, in those areas for which there is no record of modern construction activity."
"73","X","Historical Perspectives, Inc.","1997","Phase IA Cultural Resources Assessment, New Horizons Retail Development, Bronx, New York.  CEQR 94DME007X   [Multiple authors]","Project on the proposed site of the Horizons Retail Center located between East 176th and East 174 streets and Boone and Vyse Avenues in the Bronx.  Based on the history of the site and its occupants, researchers identified two lots as having the potential to yield historically significant deposits: the St. John Family's, and the Wood Family's. Archaeological testing on these lots is recommended ."
"74","X","Historical Perspectives, Inc.","1998","Cultural Resource Assessment, Proposed Croton Water Treatment Plant, Jerome  Park Reservoir, Kingsbridge, Bronx, New York.  98DEP027   [Multiple authors]","Project on the Jerome Park Reservoir in Kingsbridge, Bronx between Reservoir Avenue, Sedgwick Avenue, and Goulden Avenue. The report examines the history and architectural properties of the Reservoir and the Croton Water Supply System to which it belongs. Based on the extensive landscaping that took place during the construction of the original reservoir in 1905, it is unlikely that archaeological deposits would have survived. No archaeological testing is recommended."
"75","X","Historical Perspectives, Inc.","1998","Cultural Resource Assessment, Proposed Croton Water Treatment Plant, Van Cortlandt Park, Croton Woods Site, Bronx, New York.  98DEP027   [Multiple authors]","Project at the Croton Woods site in the northeast corner of Van Cortland Park in the  Bronx. The report outlines the history of Van Cortlandt Park beginning with the Archaic period of prehistory up to the construction of the Major Deegan Expressway in 1948. The proximity of previously discovered prehistoric sites and the Native American Keskeskick Village, according to historical accounts, led researchers to recommend that archaeological testing be conducted to determine whether there remain any significant prehistoric material within the project area."
