"arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat"
"189129210","2018-10-23T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200000","M","M","18","0","25-44","M","WHITE HISPANIC","987501","217778","40.76443435900006","-73.988265529","POINT (-73.988265529 40.76443435900006)"
"189827117","2018-11-10T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","1","0","25-44","M","WHITE HISPANIC","982285","201682","40.72025522300004","-74.00709027999993","POINT (-74.00709027999993 40.72025522300004)"
"189176315","2018-10-24T00:00:00.000","475",,,,"PL 1651601","M","M","28","1","25-44","M","BLACK","999346","233573","40.80777512600008","-73.94547028299998","POINT (-73.94547028299998 40.80777512600008)"
"199836526","2019-07-16T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","Q","113","0","45-64","M","BLACK","1039470","185436","40.675491729000044","-73.800926136999976","POINT (-73.80092613699998 40.67549172900004)"
"189228258","2018-10-26T00:00:00.000","563","PROSTITUTION","356","PROSTITUTION & RELATED OFFENSES","PL 2300000","M","Q","103","0","18-24","F","WHITE","1041717","197008","40.707239816000026","-73.79272672599996","POINT (-73.79272672599996 40.707239816000026)"
"189863002","2018-11-11T00:00:00.000","179","SEXUAL ABUSE 1","116","SEX CRIMES","PL 1306502","F","K","63","0","<18","M","BLACK","1000448","168068","40.627977755000074","-73.94164715699996","POINT (-73.94164715699996 40.62797775500008)"
"192148546","2019-01-10T00:00:00.000","168","SODOMY 1","116","SEX CRIMES","PL 1305003","F","K","75","0","25-44","M","BLACK","1017141","183798","40.671106911000038","-73.881432956999959","POINT (-73.88143295699996 40.67110691100004)"
"189476017","2018-11-01T00:00:00.000","793","WEAPONS POSSESSION 3","118","DANGEROUS WEAPONS","PL 2650201","F","K","68","0","25-44","M","WHITE","975830","164418","40.61797007100006","-74.03033045599993","POINT (-74.03033045599993 40.617970071000066)"
"201100692","2019-08-14T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","23","0","25-44","M","BLACK","998829","226859","40.789347893000070","-73.947352412999976","POINT (-73.94735241299998 40.78934789300007)"
"189259155","2018-10-26T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","K","67","0","<18","M","BLACK","998032","175598","40.648650085000035","-73.95033556299995","POINT (-73.95033556299995 40.648650085000035)"
"189974181","2018-11-14T00:00:00.000","475",,,,"PL 1651601","M","M","14","1","65+","M","WHITE","986061","213320","40.75219869800003","-73.99346504499994","POINT (-73.99346504499994 40.75219869800003)"
"193140208","2019-02-04T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303502","F","B","41","0","25-44","M","BLACK","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"193261068","2019-02-06T00:00:00.000","672","RIOT 1","126","MISCELLANEOUS PENAL LAW","PL 2400601","F","S","120","0","<18","F","BLACK","963248","173085","40.641738260000068","-74.075678036999989","POINT (-74.07567803699999 40.641738260000075)"
"189907410","2018-11-12T00:00:00.000","568","MARIJUANA, POSSESSION 1, 2 & 3","117","DANGEROUS DRUGS","PL 2213000","F","Q","108","4","25-44","M","WHITE","996644","209958","40.74296235400004","-73.95527424799997","POINT (-73.95527424799997 40.74296235400004)"
"74763647","2010-09-24T00:00:00.000","153.0","RAPE 3","104.0","RAPE","PL 1302502","F","M","25","0.0","45-64","M","WHITE HISPANIC","1000555.0","230994.0","40.800694331000045","-73.94110928599997","POINT (-73.94110928599997 40.800694331000045)"
"189442667","2018-11-01T00:00:00.000","707","IMPERSONATION 2, PUBLIC SERVANT","340","FRAUDS","PL 1902300","M","K","60","0","25-44","M","BLACK","990824","149705","40.57758741600002","-73.97633607099993","POINT (-73.97633607099993 40.57758741600002)"
"192334397","2019-01-15T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","7","0","<18","M","BLACK","988708","200317","40.716507722000074","-73.983919898999943","POINT (-73.98391989899994 40.716507722000074)"
"190140531","2018-11-18T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302501","F","B","44","0","18-24","M","WHITE HISPANIC","1006434","244344","40.83732351100008","-73.91983075699994","POINT (-73.91983075699994 40.83732351100008)"
"188086111","2018-09-27T00:00:00.000",,,,,,,"B","50","0","25-44","M","WHITE HISPANIC","1012688","270928","40.91027045300007","-73.89711662799994","POINT (-73.89711662799994 40.91027045300007)"
"203540310","2019-10-10T00:00:00.000","164","SODOMY 3","116","SEX CRIMES","PL 1304003","F","M","13","1","25-44","M","WHITE HISPANIC","988874","207673","40.736698070000045","-73.983316025999954","POINT (-73.98331602599995 40.736698070000045)"
"24028025","2006-08-25T00:00:00.000","490.0","STOLEN PROPERTY 3,POSSESSION","232.0","POSSESSION OF STOLEN PROPERTY 5","PL 1654000","M","B","45","0.0","25-44","M","BLACK","1030892.0","255600.0","40.86812253100004","-73.83136390999994","POINT (-73.83136390999994 40.86812253100004)"
"191717184","2019-01-01T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","K","68","0","45-64","F","WHITE","982473","168770","40.629919226000027","-74.006403378999948","POINT (-74.00640337899995 40.62991922600003)"
"189457670","2018-11-01T00:00:00.000","569","MARIJUANA, SALE 4 & 5","235","DANGEROUS DRUGS","PL 2214000","M","S","121","0","25-44","M","BLACK","939646","171536","40.63739917600003","-74.16071284299994","POINT (-74.16071284299994 40.63739917600003)"
"24225484","2006-09-09T00:00:00.000","511.0","CONTROLLED SUBSTANCE, POSSESSION 7","235.0","DANGEROUS DRUGS","PL 2200300","M","K","71","0.0","25-44","M","BLACK","997874.0","180875.0","40.66313454000005","-73.95089428399997","POINT (-73.95089428399997 40.66313454000005)"
"186712976","2018-08-22T00:00:00.000","475",,,,"PL 1651601","M","Q","103","1","25-44","M","BLACK","1037559","194576","40.70059059000005","-73.80774319999993","POINT (-73.80774319999995 40.70059059000005)"
"192038498","2019-01-08T00:00:00.000","117","RECKLESS ENDANGERMENT 1","126","MISCELLANEOUS PENAL LAW","PL 1202500","F","Q","101","0","18-24","M","BLACK","1050061","158942","40.602699221000080","-73.763002784999969","POINT (-73.76300278499997 40.60269922100008)"
"190042379","2018-11-15T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELONY","113","FORGERY","PL 1701004","F","K","75","1","25-44","M","BLACK","1016653","182077","40.66638495300003","-73.88320041399999","POINT (-73.88320041399999 40.66638495300003)"
"192068590","2019-01-09T00:00:00.000","793","WEAPONS POSSESSION 3","118","DANGEROUS WEAPONS","PL 2650201","F","K","68","0","25-44","F","BLACK","976209","165633","40.621305346000042","-74.028966736999962","POINT (-74.02896673699996 40.62130534600004)"
"23984804","2006-08-22T00:00:00.000","567.0","MARIJUANA, POSSESSION 4 & 5","235.0","DANGEROUS DRUGS","PL 2211001","M","K","79","0.0","18-24","M","BLACK","997889.0","186665.0","40.67902677200004","-73.95082850299997","POINT (-73.95082850299997 40.67902677200004)"
"189328476","2018-10-29T00:00:00.000","223","BURGLARY,RESIDENCE,NIGHT","107","BURGLARY","PL 1403002","F","M","5","73","45-64","M","BLACK","983903","200257","40.71634415200003","-74.00125319299997","POINT (-74.00125319299997 40.71634415200003)"
"195423173","2019-04-01T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303502","F","B","41","0","18-24","M","BLACK","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"193170391","2019-02-05T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302502","F","Q","112","0","25-44","M","BLACK","1025420","202485","40.722363687000040","-73.851473893999980","POINT (-73.85147389399998 40.72236368700005)"
"189217178","2018-10-25T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","Q","101","0","18-24","M","BLACK","1053678","159044","40.60295159100008","-73.74997626099997","POINT (-73.74997626099997 40.60295159100008)"
"189263596","2018-10-27T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","44","0","25-44","M","BLACK","1008173","241622","40.82984786900005","-73.91355590099994","POINT (-73.91355590099994 40.82984786900005)"
"205007433","2019-11-11T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","K","71","0","25-44","M","BLACK","995254","181232","40.664118070000029","-73.960337384999946","POINT (-73.96033738499995 40.66411807000003)"
"191797394","2019-01-03T00:00:00.000","792","WEAPONS POSSESSION 1 & 2","118","DANGEROUS WEAPONS","PL 265031B","F","B","40","0","18-24","F","BLACK","1009057","237122","40.817494210000064","-73.910378212999944","POINT (-73.91037821299994 40.81749421000006)"
"190025272","2018-11-15T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","25-44","M","BLACK","1013232","236725","40.816391847000034","-73.89529641399997","POINT (-73.89529641399997 40.816391847000034)"
"191751269","2019-01-02T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","S","121","0","25-44","M","WHITE HISPANIC","942428","166536","40.623688822000076","-74.150658132999979","POINT (-74.15065813299998 40.62368882200008)"
"193933677","2019-02-24T00:00:00.000","205","TRESPASS 2, CRIMINAL","352","CRIMINAL TRESPASS","PL 1401502","M","M","18","0","18-24","M","BLACK","988075","219744","40.769830291000062","-73.986192303999985","POINT (-73.98619230399999 40.76983029100006)"
"189168192","2018-10-24T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","M","1","0","18-24","M","WHITE","982285","201682","40.72025522300004","-74.00709027999993","POINT (-74.00709027999993 40.72025522300004)"
"189328420","2018-10-28T00:00:00.000","397","ROBBERY,UNCLASSIFIED,OPEN AREAS","105","ROBBERY","PL 1601504","F","K","75","0","25-44","M","BLACK","1021062","183501","40.67027627800008","-73.86729982099996","POINT (-73.86729982099996 40.67027627800008)"
"194014492","2019-02-26T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","M","25","0","25-44","M","WHITE HISPANIC","1000555","230994","40.800694331000045","-73.941109285999971","POINT (-73.94110928599997 40.800694331000045)"
"191917898","2019-01-05T00:00:00.000","793","WEAPONS POSSESSION 3","118","DANGEROUS WEAPONS","PL 2650201","F","M","14","7","25-44","M","BLACK","986320","212857","40.750927823000040","-73.992530383999963","POINT (-73.99253038399996 40.75092782300004)"
"193524566","2019-02-13T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302501","F","K","77","0","18-24","M","WHITE","1003606","185050","40.674583308000081","-73.930221540999980","POINT (-73.93022154099998 40.67458330800008)"
"191943063","2019-01-06T00:00:00.000",,,,,"PL 2203400","F","M","9","0","25-44","M","WHITE","990294","203412","40.725001811000027","-73.978195868999933","POINT (-73.97819586899993 40.72500181100003)"
"188785933","2018-10-15T00:00:00.000","175","SEXUAL ABUSE 3,2","233","FORCIBLE TOUCHING","PL 1305200","M","M","7","2","25-44","M","BLACK HISPANIC","988708","200317","40.71650772200008","-73.98391989899994","POINT (-73.98391989899994 40.71650772200008)"
"192399624","2019-01-16T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302501","F","M","18","0","18-24","M","BLACK","988353","217918","40.764818269000045","-73.985189772999945","POINT (-73.98518977299995 40.764818269000045)"
"24210916","2006-09-08T00:00:00.000","705.0","FORGERY,ETC.-MISD.","358.0","OFFENSES INVOLVING FRAUD","PL 1702000","M","M","10","0.0","18-24","F","WHITE","983130.0","212860.0","40.75093622800006","-74.00404376499995","POINT (-74.00404376499995 40.75093622800006)"
"188210546","2018-10-01T00:00:00.000","665",,,,"PL 4902001","F","K","61","0","<18","M","WHITE","995118","155709","40.59406298000005","-73.96086869299995","POINT (-73.96086869299995 40.59406298000005)"
"192389746","2019-01-16T00:00:00.000",,,,,"PL 2203400","F","M","14","0","45-64","M","WHITE","986061","213320","40.752198698000029","-73.993465044999937","POINT (-73.99346504499994 40.75219869800003)"
"196296399","2019-04-22T00:00:00.000","263","ARSON 2,3,4","114","ARSON","PL 1501500","F","S","120","71","<18","M","BLACK","961580","163524","40.615491223000049","-74.081656229999965","POINT (-74.08165622999996 40.61549122300005)"
"188086113","2018-09-27T00:00:00.000",,,,,,,"B","50","0","25-44","M","WHITE HISPANIC","1012688","270928","40.91027045300007","-73.89711662799994","POINT (-73.89711662799994 40.91027045300007)"
"23834182","2006-08-13T00:00:00.000","567.0","MARIJUANA, POSSESSION 4 & 5","235.0","DANGEROUS DRUGS","PL 2211001","M","K","71","0.0","18-24","M","BLACK","995628.0","181599.0","40.66512493100004","-73.95898867799998","POINT (-73.95898867799998 40.66512493100004)"
"206009619","2019-12-04T00:00:00.000","440",,,,"PL 1553502","F","Q","114","0","<18","M","WHITE","1009988","221743","40.775280384000041","-73.907073618999959","POINT (-73.90707361899996 40.77528038400004)"
"192751854","2019-01-25T00:00:00.000","440",,,,"PL 1553502","F","M","5","0","<18","M","BLACK","983907","199959","40.715526213000032","-74.001238747999935","POINT (-74.00123874799993 40.71552621300003)"
"187866937","2018-09-21T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","Q","103","0","25-44","M","BLACK","1040260","197679","40.70909089000003","-73.79797630299998","POINT (-73.79797630299998 40.70909089000003)"
"194591136","2019-03-12T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","K","77","0","25-44","M","BLACK","1003606","185050","40.674583308000081","-73.930221540999980","POINT (-73.93022154099998 40.67458330800008)"
"188893646","2018-10-17T00:00:00.000","397","ROBBERY,UNCLASSIFIED,OPEN AREAS","105","ROBBERY","PL 1601502","F","K","71","0","18-24","M","BLACK","999005","181250","40.66416202000005","-73.94681681999998","POINT (-73.94681681999998 40.66416202000005)"
"191778810","2019-01-02T00:00:00.000","168","SODOMY 1","116","SEX CRIMES","PL 1305003","F","Q","112","0","<18","M","WHITE","1025420","202485","40.722363687000040","-73.851473893999980","POINT (-73.85147389399998 40.72236368700005)"
"23920935","2006-08-18T00:00:00.000","782.0","WEAPONS, POSSESSION, ETC","236.0","DANGEROUS WEAPONS","PL 2650101","M","K","77","0.0","18-24","M","BLACK","995325.0","185155.0","40.674885741000026","-73.96007501899999","POINT (-73.96007501899999 40.674885741000026)"
"187603736","2018-09-14T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","48","0","25-44","M","WHITE HISPANIC","1011779","246746","40.84390125500005","-73.900504632","POINT (-73.900504632 40.843901255000056)"
"188126065","2018-09-28T00:00:00.000",,,,,"PL 1701000","F","M","23","1","25-44","M","WHITE HISPANIC","998736","227214","40.79032242500005","-73.94768749799994","POINT (-73.94768749799994 40.79032242500005)"
"188593338","2018-10-10T00:00:00.000","177",,,,"PL 1306504","F","M","25","0","45-64","M","BLACK","1000555","230994","40.800694331000045","-73.94110928599997","POINT (-73.94110928599997 40.800694331000045)"
"188785833","2018-10-15T00:00:00.000",,,,,,,"K","67","0","25-44","M","BLACK","996949","176623","40.651465108000025","-73.95423641599997","POINT (-73.95423641599997 40.651465108000025)"
"188431122","2018-10-06T00:00:00.000","175","SEXUAL ABUSE 3,2","233","FORCIBLE TOUCHING","PL 1305200","M","Q","115","0","25-44","M","WHITE HISPANIC","1018699","215043","40.75686097700003","-73.87565666399996","POINT (-73.87565666399996 40.75686097700003)"
"187900310","2018-09-22T00:00:00.000","203","TRESPASS 3, CRIMINAL","352","CRIMINAL TRESPASS","PL 1401000","M","K","61","0","25-44","M","BLACK","1002206","158439","40.60154475400003","-73.93533946199994","POINT (-73.93533946199994 40.60154475400003)"
"188038653","2018-09-26T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","K","84","0","45-64","M","BLACK","989235","189579","40.68703414200007","-73.98202677399996","POINT (-73.98202677399996 40.68703414200007)"
"194097220","2019-02-28T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","19","1","45-64","M","BLACK","994276","218779","40.767176760000041","-73.963806682999973","POINT (-73.96380668299997 40.76717676000004)"
"187731259","2018-09-18T00:00:00.000","175","SEXUAL ABUSE 3,2","233","FORCIBLE TOUCHING","PL 1305200","M","K","84","0","65+","M","WHITE","989013","192652","40.69546894100006","-73.98282507899995","POINT (-73.98282507899995 40.69546894100006)"
"188855375","2018-10-16T00:00:00.000","793","WEAPONS POSSESSION 3","118","DANGEROUS WEAPONS","PL 2650201","F","K","67","0","45-64","M","BLACK","997704","178037","40.655345114000056","-73.95151270399998","POINT (-73.95151270399998 40.655345114000056)"
"193089513","2019-02-02T00:00:00.000","707","IMPERSONATION 2, PUBLIC SERVAN","340","FRAUDS","PL 1902300","M","B","42","0","25-44","M","BLACK","1008690","238862","40.822271041000079","-73.911697779999940","POINT (-73.91169777999994 40.82227104100008)"
"188719020","2018-10-13T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200000","M","M","30","0","25-44","M","BLACK","999751","241188","40.82867545800008","-73.94398971599996","POINT (-73.94398971599996 40.82867545800008)"
"193256390","2019-02-06T00:00:00.000",,,,,"PL 2203400","F","M","14","0","18-24","M","ASIAN / PACIFIC ISLANDER","986685","215375","40.757839003000072","-73.991212110999982","POINT (-73.99121211099998 40.75783900300007)"
"187848220","2018-09-20T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","48","0","25-44","M","BLACK","1011811","246833","40.844139945000045","-73.90038861799998","POINT (-73.90038861799998 40.84413994500005)"
"188062779","2018-09-27T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","61","0","25-44","M","WHITE","998271","156940","40.597437401000036","-73.94951303399995","POINT (-73.94951303399995 40.597437401000036)"
"197229430","2019-05-15T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1702500","F","Q","109","4","25-44","M","BLACK","1032051","217053","40.762315800000067","-73.827448001999983","POINT (-73.82744800199998 40.76231580000007)"
"193276640","2019-02-07T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302501","F","Q","112","0","25-44","M","BLACK","1025420","202485","40.722363687000040","-73.851473893999980","POINT (-73.85147389399998 40.72236368700005)"
"192531624","2019-01-20T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","K","69","0","25-44","M","BLACK","1010641","175525","40.648421119000034","-73.904897108999990","POINT (-73.90489710899999 40.648421119000034)"
"23873406","2006-08-15T00:00:00.000","739.0","IDENTITY THFT-1","112.0","THEFT-FRAUD","PL 1908001","F","K","62","0.0","25-44","F","ASIAN / PACIFIC ISLANDER","983503.0","158624.0","40.60207069800003","-74.00269150899999","POINT (-74.00269150899999 40.60207069800003)"
"192449561","2019-01-17T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","45-64","M","WHITE HISPANIC","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"188424593","2018-10-05T00:00:00.000","211","BURGLARY,COMMERCIAL,DAY","107","BURGLARY","PL 1402500","F","K","79","0","18-24","F","BLACK","999507","190206","40.688743368000075","-73.94498708099997","POINT (-73.94498708099997 40.688743368000075)"
"187924175","2018-09-22T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","7","0","25-44","M","WHITE","989038","199686","40.71477560500005","-73.98272992299998","POINT (-73.98272992299998 40.71477560500005)"
"193658990","2019-02-16T00:00:00.000","440",,,,"PL 1553502","F","Q","115","0","25-44","M","WHITE HISPANIC","1018198","214873","40.756396308000035","-73.877465894999943","POINT (-73.87746589499994 40.756396308000035)"
"194992948","2019-03-21T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","18-24","M","BLACK","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"188870335","2018-10-17T00:00:00.000","475",,,,"PL 1651601","M","Q","103","1","25-44","M","BLACK","1039726","195270","40.702482133000046","-73.799922252","POINT (-73.799922252 40.702482133000046)"
"187834762","2018-09-20T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","S","120","0","25-44","F","WHITE HISPANIC","962822","174282","40.645022746000045","-74.077216847","POINT (-74.077216847 40.645022746000045)"
"23873832","2006-08-15T00:00:00.000","849.0","NY STATE LAWS,UNCLASSIFIED VIOLATION","677.0","OTHER STATE LAWS","LOC000000V","V","M","17","0.0","45-64","M","BLACK","991007.0","212226.0","40.74919354900004","-73.97561465299998","POINT (-73.97561465299998 40.74919354900004)"
"188347566","2018-10-04T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSION 7","235","DANGEROUS DRUGS","PL 2200300","M","B","44","0","65+","M","BLACK","1010425","246597","40.84349641100005","-73.90539890999997","POINT (-73.90539890999997 40.84349641100005)"
"197557358","2019-05-23T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","45-64","M","WHITE HISPANIC","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"188304699","2018-10-03T00:00:00.000",,,,,,,"B","47","0","25-44","M","WHITE HISPANIC","1021271","257055","40.87216165000007","-73.86614123499999","POINT (-73.86614123499999 40.87216165000007)"
"187644605","2018-09-15T00:00:00.000","475",,,,"PL 1651600","M","M","14","1","45-64","M","UNKNOWN","986061","213320","40.75219869800003","-73.99346504499994","POINT (-73.99346504499994 40.75219869800003)"
"197611327","2019-05-25T00:00:00.000","164","SODOMY 3","116","SEX CRIMES","PL 1304003","F","M","18","0","25-44","M","BLACK","988353","217918","40.764818269000045","-73.985189772999945","POINT (-73.98518977299995 40.764818269000045)"
"23890288","2006-08-16T00:00:00.000","639.0","AGGRAVATED HARASSMENT 2","361.0","OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","PL 2403002","M","S","120","0.0","25-44","M","WHITE","962822.0","174282.0","40.645022746000045","-74.077216847","POINT (-74.077216847 40.645022746000045)"
"186598277","2018-08-19T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","90","0","25-44","M","WHITE HISPANIC","999800","198552","40.71165067700008","-73.94391129999997","POINT (-73.94391129999997 40.71165067700008)"
"186970838","2018-08-29T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","68","0","25-44","M","WHITE","978016","171958","40.638667594000026","-74.02246340399995","POINT (-74.02246340399995 40.638667594000026)"
"192914951","2019-01-29T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302502","F","B","41","0","25-44","M","WHITE HISPANIC","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"194789493","2019-03-16T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200000","M","B","46","0","25-44","M","BLACK","1012975","253209","40.861636450000049","-73.896154295999963","POINT (-73.89615429599996 40.86163645000005)"
"187277726","2018-09-06T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","B","42","0","25-44","F","BLACK","1008691","238872","40.82229848500003","-73.91169413099993","POINT (-73.91169413099993 40.82229848500003)"
"187396847","2018-09-10T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","44","0","18-24","F","BLACK","1006537","244511","40.83778161800007","-73.91945797099999","POINT (-73.91945797099999 40.83778161800007)"
"187411539","2018-09-10T00:00:00.000","397","ROBBERY,UNCLASSIFIED,OPEN AREAS","105","ROBBERY","PL 160102A","F","K","68","0","25-44","M","WHITE","978016","171958","40.638667594000026","-74.02246340399995","POINT (-74.02246340399995 40.638667594000026)"
"187118290","2018-09-02T00:00:00.000","168","SODOMY 1","116","SEX CRIMES","PL 1305003","F","B","40","0","18-24","M","BLACK","1004926","234532","40.81039601900005","-73.92531074499993","POINT (-73.92531074499993 40.81039601900005)"
"192866929","2019-01-28T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200000","M","K","71","0","25-44","M","BLACK","1000130","180995","40.663460155000053","-73.942762341999980","POINT (-73.94276234199998 40.66346015500005)"
"187150402","2018-09-03T00:00:00.000","665",,,,"PL 4902001","F","S","120","0","18-24","M","BLACK","966302","163287","40.614851531000056","-74.06464749399998","POINT (-74.06464749399998 40.614851531000056)"
"193111508","2019-02-03T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","41","0","25-44","M","BLACK","1011153","235312","40.812520134000067","-73.902813001999959","POINT (-73.90281300199996 40.81252013400007)"
"186386053","2018-08-14T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","B","43","0","25-44","F","BLACK","1020183","239283","40.82338729100008","-73.87017045","POINT (-73.87017045 40.82338729100008)"
