DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2091077-2-DCA,Business,12/31/2022,Active,10/02/2019,Tobacco Retail Dealer,MAHANT 385 INC,,385,CANAL ST,,NEW YORK,NY,10013,3477011924,Manhattan,1,102,01,1002937,1002270003,MN24,47,,-74.00476565638944,40.72144932942196,"(40.72144932942196, -74.00476565638944)"
2084482-2-DCA,Business,12/31/2022,Active,04/10/2019,Tobacco Retail Dealer,SOSO DELIGHT FOOD & GROCERY CORP,,448,HUDSON ST,,NEW YORK,NY,10014,718-836-3320,Manhattan,1,102,03,1077817,1005847501,MN23,67,,-74.00667506657243,40.73126448473732,"(40.73126448473732, -74.00667506657243)"
2057389-2-DCA,Business,12/31/2022,Active,08/23/2017,Tobacco Retail Dealer,DAY & NIGHT DELI GROCERY CORP I,,73,BUSHWICK AVE,,BROOKLYN,NY,11211,718-486-3800,Brooklyn,3,301,34,3070384,3029190001,BK90,481,,-73.94108452809672,40.712771889162674,"(40.712771889162674, -73.94108452809672)"
2020446-2-DCA,Business,12/31/2022,Active,04/03/2015,Tobacco Retail Dealer,MV QUICK FOOD CORP,,2875,W 8TH ST,,BROOKLYN,NY,11224,718-946-8807,Brooklyn,3,313,48,3196590,3072790153,BK23,354,,-73.97631993815637,40.57843285579472,"(40.57843285579472, -73.97631993815637)"
2058840-2-DCA,Business,12/31/2022,Active,09/29/2017,Tobacco Retail Dealer,Vijesh Patel,,S/W/C,6 AVENUE,WEST   36 STREET,NEW YORK,NY,10018,516-784-9844,Manhattan,1,105,04,,,,,,-73.98685162090624,40.75108103078343,"(40.75108103078343, -73.98685162090624)"
2089820-2-DCA,Business,12/31/2022,Active,08/21/2019,Tobacco Retail Dealer,BRIDGE FOOD MART CORP.,,427,WYTHE AVE,,BROOKLYN,NY,11249,,Brooklyn,3,301,33,3059502,3021300001,BK73,549,,-73.9669130633306,40.70997706288103,"(40.70997706288103, -73.9669130633306)"
2089822-2-DCA,Business,12/31/2022,Active,08/21/2019,Tobacco Retail Dealer,ACOSTA GROCERY STORE CORP,,313,WILSON AVE,,BROOKLYN,NY,11237,718-574-2250,Brooklyn,3,304,37,3075664,3033070001,BK77,433,,-73.91867130660404,40.69670135663483,"(40.69670135663483, -73.91867130660404)"
2028187-2-DCA,Business,12/31/2022,Active,09/09/2015,Tobacco Retail Dealer,LOS PEREZ DELI FOOD CORP.,,2629,MARION AVE,,BRONX,NY,10458,718-933-5358,Bronx,2,207,15,2016645,2032870115,BX05,40502,,-73.89107261738864,40.864368216393366,"(40.864368216393366, -73.89107261738864)"
1286676-DCA,Business,12/31/2022,Active,05/27/2008,Tobacco Retail Dealer,"MYRTLE CONVENIENT DELI, INC.",,6815,MYRTLE AVE,,GLENDALE,NY,11385,718-366-7278,Queens,4,405,30,4089535,4036820044,QN19,627,,-73.88405320751781,40.70168638061972,"(40.70168638061972, -73.88405320751781)"
2060571-2-DCA,Business,12/31/2022,Active,11/09/2017,Tobacco Retail Dealer,MJ DELI & GROCERY FOOD CORP,,11002,GUY R BREWER BLVD,,JAMAICA,NY,11433,7186583818,Queens,4,412,28,4263644,4121650035,QN01,262,,-73.78880225776359,40.69320141020926,"(40.69320141020926, -73.78880225776359)"
1385840-DCA,Business,12/31/2022,Active,03/22/2011,Tobacco Retail Dealer,"FIRST STOP GROCERY I, INC.",,3185,FULTON ST,,BROOKLYN,NY,11208,718-235-9193,Brooklyn,3,305,37,3327209,3041260001,BK83,117601,,-73.87728711478805,40.68220795460841,"(40.68220795460841, -73.87728711478805)"
2047934-2-DCA,Business,12/31/2022,Active,02/01/2017,Tobacco Retail Dealer,QUICK STOP DELI & GRILL INC,,11501,LIBERTY AVE,,SOUTH RICHMOND HILL,NY,11419,347-261-2616,Queens,4,410,28,4201956,4095200033,QN55,98,,-73.82760501616133,40.685764606383714,"(40.685764606383714, -73.82760501616133)"
2031396-2-DCA,Business,12/31/2022,Active,12/15/2015,Tobacco Retail Dealer,WOODLAWN & JEROME CORP.,JEROME WOODLAWN,3598,JEROME AVE,,BRONX,NY,10467,718-708-4618,Bronx,2,207,11,2017852,2033290085,BX43,431,,-73.87923752128341,40.88537530783482,"(40.88537530783482, -73.87923752128341)"
1411188-DCA,Business,12/31/2022,Active,10/20/2011,Tobacco Retail Dealer,TREMONT GOURMET DELI AND GROCERY INC,,851,E TREMONT AVE,,BRONX,NY,10460,646-499-0109,Bronx,2,206,17,2013091,2031170010,BX17,36501,,-73.88665814919145,40.84321601564156,"(40.84321601564156, -73.88665814919145)"
2048207-2-DCA,Business,12/31/2022,Active,02/08/2017,Tobacco Retail Dealer,BAEZ DELI GROCERY CORP.,,751,HOME ST,,BRONX,NY,10456,9175772146,Bronx,2,203,17,2004736,2026620046,BX35,135,,-73.90183118276158,40.82815322067226,"(40.82815322067226, -73.90183118276158)"
2090834-2-DCA,Business,12/31/2022,Active,09/24/2019,Tobacco Retail Dealer,FINEST COLUMBIA DELI INC,,945,AMSTERDAM AVE,,NEW YORK,NY,10025,212-665-6410,Manhattan,1,107,07,1055950,1018610003,MN09,193,,-73.96551712358878,40.80068500231339,"(40.80068500231339, -73.96551712358878)"
2058686-2-DCA,Business,12/31/2022,Active,09/26/2017,Tobacco Retail Dealer,WALK IN DELI INC,,87,WYTHE AVE,,BROOKLYN,NY,11249,,Brooklyn,3,301,33,3061596,3022960004,BK73,557,,-73.95843674326747,40.72136781745794,"(40.72136781745794, -73.95843674326747)"
1150852-DCA,Business,12/31/2022,Active,09/05/2003,Tobacco Retail Dealer,AHMED ABDO ALHAJAJ & HUSSEIN MOHAMED ISMAIL,RAYAN CANDY & NEWSTAND,3812,DYRE AVE,,BRONX,NY,10466,718-325-0489,Bronx,2,212,12,2095125,2049500091,BX03,484,,-73.83128278201279,40.888136714493704,"(40.888136714493704, -73.83128278201279)"
2063420-2-DCA,Business,12/31/2022,Active,12/15/2017,Tobacco Retail Dealer,EBB CONVENIENCE CORP.,,3968,WHITE PLAINS RD,,BRONX,NY,10466,,Bronx,2,212,12,2063413,2048380050,BX44,406,,-73.86055717594091,40.887604896922575,"(40.887604896922575, -73.86055717594091)"
1064794-DCA,Business,12/31/2022,Active,10/23/2000,Tobacco Retail Dealer,FELMINGO CORP.,,189,SMITH ST,,BROOKLYN,NY,11201,718-625-6533,Brooklyn,3,306,33,3006354,3003970009,BK38,69,,-73.99138607901406,40.68534995529814,"(40.68534995529814, -73.99138607901406)"
1473190-DCA,Business,12/31/2022,Active,09/17/2013,Tobacco Retail Dealer,"KAP FUEL & FOOD, INC",,970,BLOOMINGDALE RD,,STATEN ISLAND,NY,10309,718-948-4923,Staten Island,5,503,51,5136150,5071040015,SI11,226,,-74.22099516503543,40.549487271683375,"(40.549487271683375, -74.22099516503543)"
1041626-DCA,Business,12/31/2022,Active,10/27/2000,Tobacco Retail Dealer,SON KWAN GROCERY INC.,,570,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,212-242-9119,Manhattan,1,105,03,1015317,1008170085,MN13,54,,-73.99593317467682,40.73858760878993,"(40.73858760878993, -73.99593317467682)"
2027363-2-DCA,Business,12/31/2022,Active,08/20/2015,Tobacco Retail Dealer,LASK CORP.,THE SHERPAR DELI & GROCERY,2172,21ST ST,,ASTORIA,NY,11105,7189568449,Queens,4,401,22,4020263,4008920065,QN72,103,,-73.91646351396057,40.78076881699528,"(40.78076881699528, -73.91646351396057)"
1468252-DCA,Business,12/31/2022,Active,06/28/2013,Tobacco Retail Dealer,JUN 0709 INC.,,600,W 42ND ST,,NEW YORK,NY,10036,212-695-9292,Manhattan,1,104,03,1085962,1010897502,MN13,117,,-73.99872936651296,40.760987559943935,"(40.760987559943935, -73.99872936651296)"
1274014-DCA,Business,12/31/2022,Active,12/10/2007,Tobacco Retail Dealer,KRISHNA NEWS INC.,,10513,CROSSBAY BLVD,,OZONE PARK,NY,11417,7186416637,Queens,4,410,32,4457277,4091630056,QN56,86,,-73.84445390271266,40.67979402285285,"(40.67979402285285, -73.84445390271266)"
2051265-2-DCA,Business,12/31/2022,Active,04/17/2017,Tobacco Retail Dealer,LUCKY HUANG GROCERY STORE INC.,,8261,BROADWAY,,ELMHURST,NY,11373,718-779-3154,Queens,4,404,25,4037524,4015180088,QN29,271,,-73.88116471945938,40.741951822051796,"(40.741951822051796, -73.88116471945938)"
1063750-DCA,Business,12/31/2022,Active,09/29/2000,Tobacco Retail Dealer,"THE SMOKING STOP, LTD.",,45,CHRISTOPHER ST,,NEW YORK,NY,10014,212-929-1151,Manhattan,1,102,03,1010699,1006107501,MN23,73,,-74.00190877946109,40.73375140990966,"(40.73375140990966, -74.00190877946109)"
2000782-2-DCA,Business,12/31/2022,Active,11/18/2013,Tobacco Retail Dealer,EL PUTNAM GROCERY CORP,,1078,PUTNAM AVE,,BROOKLYN,NY,11221,347-430-2490,Brooklyn,3,303,41,3039820,3014860027,BK35,375,,-73.9192160997247,40.68756988974404,"(40.68756988974404, -73.9192160997247)"
2024013-2-DCA,Business,12/31/2022,Active,06/08/2015,Tobacco Retail Dealer,YOGI STATIONARY LLC,,7,HYATT ST,,STATEN ISLAND,NY,10301,7189810428,Staten Island,5,501,49,5000086,5000080086,SI22,3,,-74.0766679643186,40.642152099900876,"(40.642152099900876, -74.0766679643186)"
2088283-2-DCA,Business,12/31/2022,Active,07/16/2019,Tobacco Retail Dealer,PRAMUKH 1929 INC,,1929,AVENUE U,,BROOKLYN,NY,11229,347-813-7507,Brooklyn,3,315,48,3198274,3073240042,BK44,578,,-73.95218934706962,40.59930504688965,"(40.59930504688965, -73.95218934706962)"
2054184-2-DCA,Business,12/31/2022,Active,06/08/2017,Tobacco Retail Dealer,A.M BEST DELI & GROCERY INC.,,3631,HOLLAND AVE,,BRONX,NY,10467,347-843-7113,Bronx,2,212,12,2057848,2046620021,BX44,380,,-73.86354652048252,40.87958024855114,"(40.87958024855114, -73.86354652048252)"
1179936-DCA,Business,12/31/2022,Active,09/14/2004,Tobacco Retail Dealer,"PATEL, HANSA",HANSA PATEL NEWSSTAND,S/W/C,3 AVENUE,EAST   59 STREET,NEW YORK,NY,10022,718-776-8239,Manhattan,1,106,04,,,,,,-73.96658422171976,40.761550882570425,"(40.761550882570425, -73.96658422171976)"
2093896-2-DCA,Business,12/31/2022,Active,01/24/2020,Tobacco Retail Dealer,14TH ST DELI CORP,,1133,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,718-676-0207,Brooklyn,3,313,48,3245666,3087170020,,,,-73.95583347132629,40.577682964880154,"(40.577682964880154, -73.95583347132629)"
2020270-2-DCA,Business,12/31/2022,Active,04/01/2015,Tobacco Retail Dealer,LINDEN & WILSON CORP.,,338,WILSON AVE,,BROOKLYN,NY,11221,718-443-9410,Brooklyn,3,304,37,3076293,3033330031,BK78,417,,-73.91705325494672,40.695764235686994,"(40.695764235686994, -73.91705325494672)"
2058041-2-DCA,Business,12/31/2022,Active,09/11/2017,Tobacco Retail Dealer,BRADDOCK DELI & GROCERY CORP,,22215,BRADDOCK AVE,,QUEENS VILLAGE,NY,11428,718-468-3665,Queens,4,413,23,4166384,4079490003,QN43,1301,,-73.7375599990108,40.728832931813166,"(40.728832931813166, -73.7375599990108)"
1299008-DCA,Business,12/31/2022,Active,09/10/2008,Tobacco Retail Dealer,SMILEY MINI MARKET INC.,,8811,FLATLANDS AVE,,BROOKLYN,NY,11236,7182570112,Brooklyn,3,318,46,3224611,3080090005,BK50,964,,-73.907301078791,40.63938178352069,"(40.63938178352069, -73.907301078791)"
2031485-2-DCA,Business,12/31/2022,Active,12/17/2015,Tobacco Retail Dealer,ARTHUR AVENUE NEWS LLC,,2393,ARTHUR AVE,,BRONX,NY,10458,3472678320,Bronx,2,206,15,2011896,2030650044,BX06,391,,-73.88774723219866,40.85535417373742,"(40.85535417373742, -73.88774723219866)"
2060821-1-DCA,Business,12/31/2022,Active,11/15/2017,Tobacco Retail Dealer,TOP 1 DELI GRILL INC,,9707,57TH AVE,,CORONA,NY,11368,718-606-8158,Queens,4,404,21,4047159,4019050001,QN25,44302,,-73.86376582481542,40.73725549264778,"(40.73725549264778, -73.86376582481542)"
2105835-1-DCA,Business,12/31/2023,Active,05/09/2022,Tobacco Retail Dealer,ALLERTON DELI GROCERY INC,,801,ALLERTON AVE,,BRONX,NY,10467,9145017631,Bronx,2,211,13,2053741,2045130001,,,,-73.86338013974036,40.865518971640874,"(40.865518971640874, -73.86338013974036)"
2031822-2-DCA,Business,12/31/2022,Active,12/29/2015,Tobacco Retail Dealer,BROADWAY BEER AND SMOKE INC.,,3110,BROADWAY,,ASTORIA,NY,11106,9175864084,Queens,4,401,22,4008258,4006110037,QN70,59,,-73.9252120977054,40.76188278082406,"(40.76188278082406, -73.9252120977054)"
1413952-DCA,Business,12/31/2022,Active,11/17/2011,Tobacco Retail Dealer,I & R DELI INC.,,6908,15TH AVE,,BROOKLYN,NY,11228,718-236-9102,Brooklyn,3,311,43,3156560,3061570042,BK28,190,,-73.99962177111097,40.620932993725,"(40.620932993725, -73.99962177111097)"
1215884-DCA,Business,12/31/2022,Active,12/12/2005,Tobacco Retail Dealer,L & E SUPERMARKET & DELI INC.,,4418,4TH AVE,,BROOKLYN,NY,11220,718-768-6580,Brooklyn,3,307,38,3011145,3007370045,BK32,80,,-74.00925798650655,40.64967328993781,"(40.64967328993781, -74.00925798650655)"
1382294-DCA,Business,12/31/2022,Active,02/09/2011,Tobacco Retail Dealer,BODELI CORP,,2710A,E TREMONT AVE,,BRONX,NY,10461,718-892-6800,Bronx,2,210,13,2041964,2039880032,BX37,200,,-73.84549006504328,40.8425698696452,"(40.8425698696452, -73.84549006504328)"
2082083-2-DCA,Business,12/31/2022,Active,02/08/2019,Tobacco Retail Dealer,"MAHANT 277, INC",,277,CANAL ST,,NEW YORK,NY,10013,,Manhattan,1,102,01,1002678,1002090001,MN24,45,,-74.00150792988558,40.719141075849485,"(40.719141075849485, -74.00150792988558)"
1068052-DCA,Business,12/31/2022,Active,11/30/2000,Tobacco Retail Dealer,SCHUYLER DELI CORP.,,3610,E TREMONT AVE,,BRONX,NY,10465,718-792-3025,Bronx,2,210,13,2079886,2055430027,BX52,152,,-73.8240233481903,40.828318740453575,"(40.828318740453575, -73.8240233481903)"
2030557-2-DCA,Business,12/31/2022,Active,11/18/2015,Tobacco Retail Dealer,199 WATER NEWSSTAND INC.,,199,WATER ST,,NEW YORK,NY,10038,212-480-5911,Manhattan,1,101,01,1001162,1000747501,MN25,1502,,-74.00431378701295,40.707269910970616,"(40.707269910970616, -74.00431378701295)"
2062953-2-DCA,Business,12/31/2022,Active,12/11/2017,Tobacco Retail Dealer,DEMARIE LLC,Davidoff of Geneva,156,BROADWAY,,BROOKLYN,NY,11211,,Brooklyn,3,301,34,3059531,3021327506,BK73,549,,-73.96301019953431,40.71015428452948,"(40.71015428452948, -73.96301019953431)"
