"data_as_of_date","evaluation_id","evaluation_name","source","program_type","workscope","provider","evaluation_date","overall_rating","program_site","street_address","street_address2","postcode","borough","latitude","longitude","community_board","council_district","census_tract_2010","nta","bin","bbl"
"2021-02-03T00:00:00.000","EVL-016452","Site Visit 1","System Generated","COMPASS Middle School","142200A-COMPASS Middle School-9/1/2018-6/30/2019","82nd Street Academics","2018-11-08T00:00:00.000","Above Standard","Hunters Point Community Middle School","1-50 51 Avenue",,"11101","Queens","40.74295555","-73.95919555","Queens CD 002","Council District 026 Queens","1","QN31","4538588","4000060008"
"2021-02-03T00:00:00.000","EVL-027740","Site Visit 2","System Generated","COMPASS Middle School","142200A-COMPASS Middle School-9/1/2018-6/30/2019","82nd Street Academics","2019-02-13T00:00:00.000","Above Standard","Hunters Point Community Middle School","1-50 51 Avenue",,"11101","Queens","40.74295555","-73.95919555","Queens CD 002","Council District 026 Queens","1","QN31","4538588","4000060008"
"2021-02-03T00:00:00.000","EVL-031690","End of Year Outcomes","System Generated","COMPASS Middle School","142200A-COMPASS Middle School-9/1/2018-6/30/2019","82nd Street Academics","2019-08-09T00:00:00.000","Far Above Standard","Hunters Point Community Middle School","1-50 51 Avenue",,"11101","Queens","40.74295555","-73.95919555","Queens CD 002","Council District 026 Queens","1","QN31","4538588","4000060008"
"2021-02-03T00:00:00.000","EVL-039297","Program Startup","On-Demand","COMPASS Middle School","142200A-COMPASS Middle School-9/1/2019-6/30/2020","82nd Street Academics","2019-10-16T00:00:00.000","Above Standard","Hunters Point Community Middle School","1-50 51 Avenue",,"11101","Queens","40.74295555","-73.95919555","Queens CD 002","Council District 026 Queens","1","QN31","4538588","4000060008"
"2021-02-03T00:00:00.000","EVL-039711","Site Visit 1","On-Demand","COMPASS Middle School","142200A-COMPASS Middle School-9/1/2019-6/30/2020","82nd Street Academics","2019-12-05T00:00:00.000","Above Standard","Hunters Point Community Middle School","1-50 51 Avenue",,"11101","Queens","40.74295555","-73.95919555","Queens CD 002","Council District 026 Queens","1","QN31","4538588","4000060008"
"2021-02-03T00:00:00.000","EVL-041752","Site Visit 2","System Generated","COMPASS Middle School","142200A-COMPASS Middle School-9/1/2019-6/30/2020","82nd Street Academics","2020-03-03T00:00:00.000","Meets Standard","Hunters Point Community Middle School","1-50 51 Avenue",,"11101","Queens","40.74295555","-73.95919555","Queens CD 002","Council District 026 Queens","1","QN31","4538588","4000060008"
"2021-02-03T00:00:00.000","EVL-001294","Site Visit 1","System Generated","COMPASS Elementary","126000-COMPASS Elementary-9/1/2017-6/30/2018","82nd Street Academics","2017-11-30T00:00:00.000","Above Standard","P.S. 280","34-20 94 Street",,"11372","Queens","40.7542404","-73.87376881","Queens CD 003","Council District 025 Queens","273","QN28","4541605","4014540018"
"2021-02-03T00:00:00.000","EVL-005929","Site Visit 2","System Generated","COMPASS Elementary","126000-COMPASS Elementary-9/1/2017-6/30/2018","82nd Street Academics","2018-03-02T00:00:00.000","Meets Standard","P.S. 280","34-20 94 Street",,"11372","Queens","40.7542404","-73.87376881","Queens CD 003","Council District 025 Queens","273","QN28","4541605","4014540018"
"2021-02-03T00:00:00.000","EVL-017925","Site Visit 1","System Generated","COMPASS Elementary","126000A-COMPASS Elementary-9/1/2018-6/30/2019","82nd Street Academics","2018-11-01T00:00:00.000","Above Standard","P.S. 280","34-20 94 Street",,"11372","Queens","40.7542404","-73.87376881","Queens CD 003","Council District 025 Queens","273","QN28","4541605","4014540018"
"2021-02-03T00:00:00.000","EVL-028011","Site Visit 2","System Generated","COMPASS Elementary","126000A-COMPASS Elementary-9/1/2018-6/30/2019","82nd Street Academics","2019-02-20T00:00:00.000","Above Standard","P.S. 280","34-20 94 Street",,"11372","Queens","40.7542404","-73.87376881","Queens CD 003","Council District 025 Queens","273","QN28","4541605","4014540018"
"2021-02-03T00:00:00.000","EVL-031986","End of Year Outcomes","System Generated","COMPASS Elementary","126000A-COMPASS Elementary-9/1/2018-6/30/2019","82nd Street Academics","2019-08-09T00:00:00.000","Far Above Standard","P.S. 280","34-20 94 Street",,"11372","Queens","40.7542404","-73.87376881","Queens CD 003","Council District 025 Queens","273","QN28","4541605","4014540018"
"2021-02-03T00:00:00.000","EVL-039251","Program Startup","On-Demand","COMPASS Elementary","126000A-COMPASS Elementary-9/1/2019-6/30/2020","82nd Street Academics","2019-10-15T00:00:00.000","Above Standard","P.S. 280","34-20 94 Street",,"11372","Queens","40.7542404","-73.87376881","Queens CD 003","Council District 025 Queens","273","QN28","4541605","4014540018"
"2021-02-03T00:00:00.000","EVL-039307","Site Visit 1","On-Demand","COMPASS Elementary","126000A-COMPASS Elementary-9/1/2019-6/30/2020","82nd Street Academics","2019-10-17T00:00:00.000","Above Standard","P.S. 280","34-20 94 Street",,"11372","Queens","40.7542404","-73.87376881","Queens CD 003","Council District 025 Queens","273","QN28","4541605","4014540018"
"2021-02-03T00:00:00.000","EVL-041335","Site Visit 2","System Generated","COMPASS Elementary","126000A-COMPASS Elementary-9/1/2019-6/30/2020","82nd Street Academics","2020-02-26T00:00:00.000","Meets Standard","P.S. 280","34-20 94 Street",,"11372","Queens","40.7542404","-73.87376881","Queens CD 003","Council District 025 Queens","273","QN28","4541605","4014540018"
"2021-02-03T00:00:00.000","EVL-016753","Site Visit 1","System Generated","COMPASS Middle School","142201A-COMPASS Middle School-9/1/2018-6/30/2019","82nd Street Academics","2018-11-08T00:00:00.000","Above Standard","Renaissance Charter School","35-59 81 Street",,"11372","Queens","40.7505139","-73.88533652","Queens CD 003","Council District 025 Queens","283","QN28","4029691","4012810038"
"2021-02-03T00:00:00.000","EVL-027776","Site Visit 2","System Generated","COMPASS Middle School","142201A-COMPASS Middle School-9/1/2018-6/30/2019","82nd Street Academics","2019-02-20T00:00:00.000","Above Standard","Renaissance Charter School","35-59 81 Street",,"11372","Queens","40.7505139","-73.88533652","Queens CD 003","Council District 025 Queens","283","QN28","4029691","4012810038"
"2021-02-03T00:00:00.000","EVL-031747","End of Year Outcomes","System Generated","COMPASS Middle School","142201A-COMPASS Middle School-9/1/2018-6/30/2019","82nd Street Academics","2019-08-09T00:00:00.000","Far Above Standard","Renaissance Charter School","35-59 81 Street",,"11372","Queens","40.7505139","-73.88533652","Queens CD 003","Council District 025 Queens","283","QN28","4029691","4012810038"
"2021-02-03T00:00:00.000","EVL-037286","Program Startup","System Generated","COMPASS Middle School","142201A-COMPASS Middle School-9/1/2019-6/30/2020","82nd Street Academics","2019-10-16T00:00:00.000","Meets Standard","Renaissance Charter School","35-59 81 Street",,"11372","Queens","40.7505139","-73.88533652","Queens CD 003","Council District 025 Queens","283","QN28","4029691","4012810038"
"2021-02-03T00:00:00.000","EVL-038219","Site Visit 1","System Generated","COMPASS Middle School","142201A-COMPASS Middle School-9/1/2019-6/30/2020","82nd Street Academics","2019-12-03T00:00:00.000","Above Standard","Renaissance Charter School","35-59 81 Street",,"11372","Queens","40.7505139","-73.88533652","Queens CD 003","Council District 025 Queens","283","QN28","4029691","4012810038"
"2021-02-03T00:00:00.000","EVL-001243","Site Visit 1","System Generated","COMPASS Middle School","142201-COMPASS Middle School-9/1/2017-6/30/2018","82nd Street Academics","2018-01-05T00:00:00.000","Above Standard","The Renaissance Charter School","35-59 81 Street",,"11372","Queens","40.7505139","-73.88533652","Queens CD 003","Council District 025 Queens","283","QN28","4029691","4012810038"
"2021-02-03T00:00:00.000","EVL-005889","Site Visit 2","System Generated","COMPASS Middle School","142201-COMPASS Middle School-9/1/2017-6/30/2018","82nd Street Academics","2018-03-07T00:00:00.000","Above Standard","The Renaissance Charter School","35-59 81 Street",,"11372","Queens","40.7505139","-73.88533652","Queens CD 003","Council District 025 Queens","283","QN28","4029691","4012810038"
"2021-02-03T00:00:00.000","EVL-014571","Offsite Review","System Generated","Under Threshold","22236Q-Discretionary-Discretionary Under $25,000-2019","83rd Precinct Youth Council, Inc.","2019-06-24T00:00:00.000","Above Standard","83rd Precinct Youth Council, Inc.","480 Knickerbocker Ave",,"11237","Brooklyn","40.69846556","-73.91776756","Brooklyn CD 004","Council District 037 Brooklyn","433","BK77","3326387","3033070022"
"2021-02-03T00:00:00.000","EVL-043902","Offsite Review","On-Demand","Under Threshold","28718R-Discretionary-Under Threshold-2020","84th Percinct Community Council, Corp","2020-03-26T00:00:00.000","Above Standard","84th Percinct community Council","301 Gold St",,"11201","Brooklyn","40.69544702","-73.98322754","Brooklyn CD 002","Council District 035 Brooklyn","15","BK38","3000252","3001340006"
"2021-02-03T00:00:00.000","EVL-021213","Offsite Review","System Generated","Under Threshold","32517Q-Discretionary-Discretionary Under $25,000-2019","A Place for Kids, Inc.","2019-04-05T00:00:00.000","Above Standard","Program site","730 East   12 Street",,"10009","Manhattan","40.72647236","-73.97518136","Manhattan CD 003","Council District 002 Manhattan","28","MN28","1004564","1003810038"
"2021-02-03T00:00:00.000","EVL-001524","Site Visit 1","System Generated","COMPASS Elementary","126132-COMPASS Elementary-9/1/2017-6/30/2018","Abraham House","2017-11-06T00:00:00.000","Above Standard","Abraham House After School Program","340 WILLIS AVENUE",,"10454","Bronx","40.81131825","-73.9212659","Bronx CD 001","Council District 008 Manhattan","41","BX39","2000363","2022860006"
"2021-02-03T00:00:00.000","EVL-006163","Site Visit 2","System Generated","COMPASS Elementary","126132-COMPASS Elementary-9/1/2017-6/30/2018","Abraham House","2018-04-04T00:00:00.000","Above Standard","Abraham House After School Program","340 WILLIS AVENUE",,"10454","Bronx","40.81131825","-73.9212659","Bronx CD 001","Council District 008 Manhattan","41","BX39","2000363","2022860006"
"2021-02-03T00:00:00.000","EVL-018052","Site Visit 1","System Generated","COMPASS Elementary","126132A-COMPASS Elementary-9/1/2018-6/30/2019","Abraham House","2018-12-06T00:00:00.000","Above Standard","Abraham House After School Program","340 WILLIS AVENUE",,"10454","Bronx","40.81131825","-73.9212659","Bronx CD 001","Council District 008 Manhattan","41","BX39","2000363","2022860006"
"2021-02-03T00:00:00.000","EVL-028037","Site Visit 2","System Generated","COMPASS Elementary","126132A-COMPASS Elementary-9/1/2018-6/30/2019","Abraham House","2019-03-12T00:00:00.000","Above Standard","Abraham House After School Program","340 WILLIS AVENUE",,"10454","Bronx","40.81131825","-73.9212659","Bronx CD 001","Council District 008 Manhattan","41","BX39","2000363","2022860006"
"2021-02-03T00:00:00.000","EVL-032012","End of Year Outcomes","System Generated","COMPASS Elementary","126132A-COMPASS Elementary-9/1/2018-6/30/2019","Abraham House","2019-08-09T00:00:00.000","Far Above Standard","Abraham House After School Program","340 WILLIS AVENUE",,"10454","Bronx","40.81131825","-73.9212659","Bronx CD 001","Council District 008 Manhattan","41","BX39","2000363","2022860006"
"2021-02-03T00:00:00.000","EVL-036922","Program Startup","System Generated","COMPASS Elementary","126132A-COMPASS Elementary-9/1/2019-6/30/2020","Abraham House","2019-09-26T00:00:00.000","Above Standard","Abraham House After School Program","340 WILLIS AVENUE",,"10454","Bronx","40.81131825","-73.9212659","Bronx CD 001","Council District 008 Manhattan","41","BX39","2000363","2022860006"
"2021-02-03T00:00:00.000","EVL-037925","Site Visit 1","System Generated","COMPASS Elementary","126132A-COMPASS Elementary-9/1/2019-6/30/2020","Abraham House","2019-10-22T00:00:00.000","Above Standard","Abraham House After School Program","340 WILLIS AVENUE",,"10454","Bronx","40.81131825","-73.9212659","Bronx CD 001","Council District 008 Manhattan","41","BX39","2000363","2022860006"
"2021-02-03T00:00:00.000","EVL-022313","Offsite Review","System Generated","Under Threshold","28794Q-Discretionary-Discretionary Under $25,000-2019","AbunDance Academy of the Arts, Inc.","2019-06-28T00:00:00.000","Meets Standard","Abundance Academy of the Arts","90 Sullivan Place",,"11225","Brooklyn","40.663995","-73.958167","Brooklyn CD 009","Council District 035 Brooklyn","327","BK60","3034459","3013060042"
"2021-02-03T00:00:00.000","EVL-004695","Offsite Review","System Generated","Under Threshold","32485P-Discretionary-Discretionary Under $25,000-2018","Abundant Waters, Inc.","2018-06-07T00:00:00.000","Above Standard","Abundant Waters, Inc.","400 West   43 Street","#26G","10036","Manhattan","40.75930202","-73.99263629","Manhattan CD 004","Council District 003 Manhattan","121","MN15","1083745","1010520001"
"2021-02-03T00:00:00.000","EVL-021646","Offsite Review","System Generated","Under Threshold","32485Q-Discretionary-Discretionary Under $25,000-2019","Abundant Waters, Inc.","2018-12-17T00:00:00.000","Above Standard","Abundant Waters, inc.","400 West   43 Street","#26G","10036","Manhattan","40.75930202","-73.99263629","Manhattan CD 004","Council District 003 Manhattan","121","MN15","1083745","1010520001"
"2021-02-03T00:00:00.000","EVL-015192","Site Visit 2","System Generated","Adult Literacy - BENL/ESOL (Discretionary)","76779Q-Adult Literacy - BENL/ESOL (Discretionary)-7/1/2018-6/30/2019","Academy of Medical & Public Health Services, Inc.","2019-03-21T00:00:00.000","Above Standard","NULL","NULL",,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",,
"2021-02-03T00:00:00.000","EVL-033062","Outcomes","System Generated","Adult Literacy - BENL/ESOL (Discretionary)","76779Q-Adult Literacy - BENL/ESOL (Discretionary)-7/1/2018-6/30/2019","Academy of Medical & Public Health Services, Inc.","2019-08-06T00:00:00.000","Above Standard","NULL","NULL",,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",,
"2021-02-03T00:00:00.000","EVL-007484","Site Visit 2","On-Demand","Adult Literacy - BENL/ESOL (Discretionary)","76779P-Literacy-Adult Literacy - BENL/ESOL ( Discretionary)-2018","Academy of Medical & Public Health Services, Inc.","2018-06-20T00:00:00.000","Above Standard","AMPHS Office","5306 3 Avenue","2nd Floor","11220","Brooklyn","40.6460153","-74.016948","Brooklyn CD 007","Council District 038 Brooklyn","20","BK32","3250708","3008130042"
"2021-02-03T00:00:00.000","EVL-010704","Outcomes","System Generated","Adult Literacy - BENL/ESOL (Discretionary)","76779P-Literacy-Adult Literacy - BENL/ESOL ( Discretionary)-2018","Academy of Medical & Public Health Services, Inc.","2018-06-30T00:00:00.000","Above Standard","AMPHS Office","5306 3 Avenue","2nd Floor","11220","Brooklyn","40.6460153","-74.016948","Brooklyn CD 007","Council District 038 Brooklyn","20","BK32","3250708","3008130042"
"2021-02-03T00:00:00.000","EVL-020823","Site Visit 1","On-Demand","Adult Literacy - BENL/ESOL (Discretionary)","76779Q-Adult Literacy - BENL/ESOL (Discretionary)-7/1/2018-6/30/2019","Academy of Medical & Public Health Services, Inc.","2018-11-29T00:00:00.000","Above Standard","AMPHS Office","5306 3 Avenue","2nd Floor","11220","Brooklyn","40.6460153","-74.016948","Brooklyn CD 007","Council District 038 Brooklyn","20","BK32","3250708","3008130042"
"2021-02-03T00:00:00.000","EVL-025041","Site Visit 3","System Generated","Adult Literacy - BENL/ESOL (Discretionary)","76779Q-Adult Literacy - BENL/ESOL (Discretionary)-7/1/2018-6/30/2019","Academy of Medical & Public Health Services, Inc.","2019-06-20T00:00:00.000","Above Standard","AMPHS Office","5306 3 Avenue","2nd Floor","11220","Brooklyn","40.6460153","-74.016948","Brooklyn CD 007","Council District 038 Brooklyn","20","BK32","3250708","3008130042"
"2021-02-03T00:00:00.000","EVL-042082","Site Visit 1","On-Demand","Adult Literacy - BENL/ESOL (Discretionary)","76779R-Adult Literacy - BENL/ESOL (Discretionary)-7/1/2019-6/30/2020","Academy of Medical & Public Health Services, Inc.","2019-12-17T00:00:00.000","Below Standard","AMPHS Office","5306 3 Avenue","2nd Floor","11220","Brooklyn","40.6460153","-74.016948","Brooklyn CD 007","Council District 038 Brooklyn","20","BK32","3250708","3008130042"
"2021-02-03T00:00:00.000","EVL-007483","Site Visit 1","On-Demand","Adult Literacy - BENL/ESOL (Discretionary)","76779P-Literacy-Adult Literacy - BENL/ESOL ( Discretionary)-2018","Academy of Medical & Public Health Services, Inc.","2018-03-30T00:00:00.000","Meets Standard","Turning Point Education Center","423 39 Street",,"11232","Brooklyn","40.65219046","-74.00542382","Brooklyn CD 007","Council District 038 Brooklyn","84","BK32","3010451","3007050067"
"2021-02-03T00:00:00.000","EVL-016293","Site Visit 1","System Generated","COMPASS Middle School","142202A-COMPASS Middle School-9/1/2018-6/30/2019","Achievement First, Inc.","2019-01-17T00:00:00.000","Above Standard","Achievement First Bushwick Charter School","1300 GREENE AVENUE",,"11237","Brooklyn","40.69778079","-73.91977713","Brooklyn CD 004","Council District 037 Brooklyn","431","BK77","3075413","3032980001"
