"borough_code","development","address","status","sponsor","zip_code","type","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"Queens","Queensbridge North","10-43 41st Avenue","Occupied","Queens Borough Public Library","11101","Other - Education /Literacy Center","40.755329","-73.945014","1","26","25","4595582","4004700100","Queensbridge-Ravenswood-Long Island City                                   "
"Brooklyn","572 Warren St","565 Baltic Street","Occupied","Alonzo A. Daughtry Memorial DCC Inc.","11217","Child Care - UPK 2014","40.681306","-73.982697","6","33","127","3006388","3004010001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Manhattan","Washington","1893 Second Avenue","Occupied","Union Settlement Association","10029","Child Care - Early Learn","40.785154","-73.946448","11","8","15602","1082343","1016470001","East Harlem South                                                          "
"Manhattan","Washington","1775 Third Avenue","Occupied","Union Settlement Association","10029","Senior Center","40.786574","-73.948303","11","8","15602","1079203","1016470001","East Harlem South                                                          "
"Manhattan","Douglas II","820 Columbus Avenue","Occupied","Open Door Associates, Inc.","10025","Child Care - Early Learn","40.795506","-73.965603","7","7","189","1079347","1018550001","Upper West Side                                                            "
"Brooklyn","Tompkins","730 Park Avenue","Occupied","Brooklyn Kindergarten Society, Inc.","11206","Child Care - Early Learn","40.697942","-73.946392","3","36","25902","3324248","3017400001","Bedford                                                                    "
"Brooklyn","Cypress Hills","475 Fountain Avenue","Occupied","NYCHA","11208","Senior Center","40.668288","-73.873005","5","42","1210","3337041","3042920061","East New York                                                              "
"Manhattan","Harlem River","2650 A C Powell Blvd","Occupied","NYC Public Library","10039","Other - Library","40.826385","-73.935622","10","9","236","1084156","1020370011","Central Harlem North-Polo Grounds                                          "
"Manhattan","Jefferson","210 East 115th Street ","Occupied","Union Settlement Association","10029","Health Clinic (mental)","40.797132","-73.940237","11","8","180","1080705","1016620001","East Harlem North                                                          "
"Bronx","1162 Washington","1162 Washington Avenue","Reserved - application on file","NYCHA","10459","Child Care ","40.82986","-73.90769","3","16","145","2001312","2023720001","Claremont-Bathgate                                                         "
"Brooklyn","Hughes Apartments","301 Sutter Avenue","Occupied","Research Foundation","11212","Community Center","40.667312","-73.909072","16","41","906","3348344","3035260021","Brownsville                                                                "
"Brooklyn","Stuyvesant Gardens II","150 Malcolm X Blvd","Occupied","Ridgewood-Bushwick Sr Citizens Council, Inc.","11221","Senior Center","40.688335","-73.930144","3","36","293","3044658","3016360024","Stuyvesant Heights                                                         "
"Brooklyn","Sheepshead Bay","3679 Nostrand Avenue","Occupied","Federation of Italian American Organizations of Brooklyn","11229","Community Center","40.594132","-73.940663","15","46","572","3344548","3074051001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"Queens","South Jamaica II","109-04 160th Street","Occupied","Southern Queens Park Association","11433","Community Center","40.693957","-73.792027","12","28","260","4435245","4121480100","South Jamaica                                                              "
"Manhattan","La Guardia","40 Montgomery Street","Occupied","Henry Street Settlement, Inc.","10002","Health Clinic","40.71288","-73.985038","3","1","201","1083385","1002580001","Lower East Side                                                            "
"Manhattan","Baruch","605 FDR Drive","Occupied","Grand Street Settlement, Inc.","10002","Community Center","40.718356","-73.97521","3","2","1002","1078027","1003230001","Lower East Side                                                            "
"Bronx","Millbrook","201 St. Anns Avenue","Occupied","Institute for the Puerto Rican/Hispanic Elderly","10454","Senior Center","40.805742","-73.918238","1","8","25","2090986","2022630019","Mott Haven-Port Morris                                                     "
"Bronx","Forest","749 East 163rd Street","Occupied","Southeast Bronx Neighborhood Centers","10456","Child Care - Early Learn","40.822957","-73.904108","3","16","133","2091965","2026390001","Morrisania-Melrose                                                         "
"Manhattan","LaGuardia Addition","280 Cherry Street","Occupied","New York Foundation For Senior Citizens","10002","Senior Center","40.711376","-73.988461","3","1","6","1003211","1002560014","Lower East Side                                                            "
"Manhattan","131 Saint Nicholas Avenue","131 Saint Nicholas Avenue","Occupied","Citizen's Care Day Care Center, Inc","10026","Child Care - Early Learn","40.803994","-73.952721","10","9","218","1058378","1019220041","Central Harlem South                                                       "
"Bronx","Betances I","401 St. Anns Avenue","Reserved - temporarily relocated","Institute for the Puerto Rican/Hispanic Elderly","10454","Senior Center/ under renovation","40.81085","-73.914941","1","8","41","2090993","2022690100","Mott Haven-Port Morris                                                     "
"Bronx","Throggs Neck","461 Swinton Avenue","Occupied","Tremont Crotona Day Care Ctr., Inc.","10465","Child Care - Early Learn","40.820332","-73.822263","10","13","144","2093888","2055820001","Schuylerville-Throgs Neck-Edgewater Park                                   "
"Bronx","Parkside","2972 Bronx Park East","Occupied","Mosholu Montefiore Community Center Inc.","10467","Community Center","40.869381","-73.870517","11","15","336","2101746","2045420100","Bronxdale                                                                  "
"Bronx","East 180th Street-Monterey Avenue","2100 Monterey Avenue","Occupied","Good Shepherd Services","10457","Community Center","40.85029","-73.893098","6","15","37504","2011855","2030620021","East Tremont                                                               "
"Manhattan","Fulton","119 Ninth Avenue","Occupied","Hudson Guild","10011","Senior Center","40.743172","-74.00376","4","3","83","1078418","1007150010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"Bronx","Melrose","348 East 156th Street","Occupied","Lincoln Hospital ","10451","Health Clinic","40.821376","-73.917814","1","17","67","2093919","2024130001","Melrose South-Mott Haven North                                             "
"Manhattan","DeHostos Apartments","690 Amsterdam Avenue","Occupied","Institute for Family Health","10025","Health Clinic","40.792464","-73.971538","7","6","179","1033648","1012410025","Upper West Side                                                            "
"Brooklyn","Brown","1630 St Marks Avenue","Occupied","Wayside Out-Reach Development Corporation, Inc.","11233","Senior Center","40.673166","-73.912849","16","41","363","3394308","3014600001","Ocean Hill                                                                 "
"Bronx","Patterson","340 Morris Avenue","Occupied","East Side House Settlement","10451","Community Center","40.813717","-73.92523","1","8","51","2091127","2023250001","Mott Haven-Port Morris                                                     "
"Brooklyn","Glenmore Plaza","1777 Pitkin Avenue","Occupied","NYCHA","11212","Senior Center","40.670168","-73.907561","16","37","906","3080766","3035070001","Brownsville                                                                "
"Manhattan","Riis","90 Avenue D","Occupied","Chinese-American Planning Council","10009","Child Care ","40.723113","-73.976442","3","2","24","1077551","1003620001","Lower East Side                                                            "
"Bronx","Webster","401 East 168th Street","Occupied","Morrisania Diagnostic & Treament Center ","10456","Health Clinic","40.832241","-73.909464","3","16","145","2091187","2023950001","Claremont-Bathgate                                                         "
"Bronx","Saint Mary's Park","675 Westchester Ave.","Vacant ","NYCHA","10455","Vacant","40.816471","-73.907799","1","17","75","2093934","2026280001","Melrose South-Mott Haven North                                             "
"Brooklyn","Armstrong","495 Gates Avenue","Occupied","Police Athletic League, Inc.","11216","Community Center","40.686639","-73.946989","3","36","265","3050974","3018090062","Bedford                                                                    "
"Manhattan","Amsterdam","216 West 63rd Street","Vacant ","NYCHA","10025","Vacant","40.773654","-73.987584","7","6","151","1082578","1011540101","Lincoln Square                                                             "
"Bronx","Melrose","277 East  153rd Street","NYCHA HOLD","NYCHA","10451","Vacant","40.820157","-73.921306","1","17","67","2093920","2024130001","Melrose South-Mott Haven North                                             "
"Bronx","Edenwald","1141 East 229th Street","NYCHA HOLD","NYCHA","10466","Vacant","40.886304","-73.845367","12","12","458","2094151","2049050001","Eastchester-Edenwald-Baychester                                            "
"Brooklyn","Pennsylvania Avenue-Wortman Avenue","530 Stanley Avenue","Occupied","NYC Department of Education","11207","Other - Education /School","40.657212","-73.888852","5","42","1104","3324010","3043690001","East New York                                                              "
"Queens","Baisley Park","116-80 Guy Brewer Blvd","Occupied","NYCHA","11434","Senior Center","40.684875","-73.78338","12","28","278","4435282","4122350022","Baisley Park                                                               "
"Manhattan","Lexington","183 East 98th Street","Reserved UPK 2015","School Construction Authority","10029","Occuped","40.786667","-73.948837","11","5","166","1082320","1016260021","East Harlem South                                                          "
"Brooklyn","Ingersoll","177 Myrtle Avenue","Occupied","University Settlement Society of New York, Inc.","11201","Community Center","40.693614","-73.982305","2","35","15","3257034","3020500001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Manhattan","Wald","12 Avenue D","Occupied","United Jewish Council","10009","Senior Center","40.720462","-73.978369","3","2","20","1078045","1003560001","Lower East Side                                                            "
"Bronx","Twin Parks West","355 East 183rd Street","NYCHA HOLD","NYCHA","10458","Vacant","40.856391","-73.895991","5","15","38302","2092394","2031430155","Fordham South                                                              "
"Brooklyn","O'Dwyer Gardens","2945 West 33rd Street","Occupied","Heartshare Human Services","11224","Community Center","40.573879","-73.99937","13","47","342","3321766","3070480015","Seagate-Coney Island                                                       "
"Manhattan","Marshall Plaza","1970 Amsterdam Avenue","Occupied","United Block Association","10032","Senior Center","40.83328","-73.94174","12","7","241","1076742","1021160033","Washington Heights South                                                   "
"Manhattan","Lower East Side I Infill","213 Eldridge Street","Occupied","Greenwich Village Youth Council","10002","Community Center","40.721532","-73.990252","3","1","3601","1077628","1004210052","Chinatown                                                                  "
"Bronx","Glebe Avenue-Westchester Avenue","2125 Glebe Avenue","Occupied","YMCA of Greater New York ","10462","Senior Center","40.8351","-73.850368","10","18","20601","2041406","2039630043","Westchester-Unionport                                                      "
"Bronx","Monroe","1780 Story Avenue","Occupied + Reserved - application on file","East Tremont Head Start Alumni Day Care Center","10473","Child Care - Early Learn","40.823265","-73.865779","9","18","42","2092748","2036370001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Brooklyn","Boulevard","726 Stanley Avenue","Occupied","CAMBA","11207","Community Center","40.660225","-73.881862","5","42","1110","3324277","3043770001","East New York                                                              "
"Queens","South Jamaica II","108-17 159th Street","Occupied","Afro-American Parents Day Care Center","11433","Child Care ","40.695014","-73.793773","12","28","254","4457481","4101480001","South Jamaica                                                              "
"Brooklyn","Roosevelt II","400 Hart Street","Occupied","Good Shepherd Services","11206","Community Center","40.694725","-73.93519","3","36","287","3341752","3015950024","Stuyvesant Heights                                                         "
"Manhattan","Robbins Plaza","343 East 70th Street","Occupied","Lenox Hill Neighborhood House","10021","Senior Center","40.766686","-73.95739","8","5","126","1044841","1014450023","Lenox Hill-Roosevelt Island                                                "
"Manhattan","Chelsea","428 West 26th Street","Occupied","Hudson Guild","10001","Other - Office Space","40.749065","-74.001541","4","3","93","1083581","1007230015","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"Bronx","Monroe","1776 Story Avenue","Occupied","Institute for the Puerto Rican/Hispanic Elderly","10473","Senior Center","40.82324","-73.86596","9","18","42","2092748","2036370001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Manhattan","Amsterdam","206 West 64th Street","Occupied","Hudson Guild","10023","Child Care - UPK 2014","40.773624","-73.985584","7","6","151","1082576","1011540101","Lincoln Square                                                             "
"Brooklyn","Sumner","862 Park Avenue","Occupied","Good Shepherd Services","11206","Community Center","40.698582","-73.940736","3","36","28502","3324728","3015800001","Stuyvesant Heights                                                         "
"Bronx","Morris I","489 East 169th Street","Occupied","Claremont Neighborhood Center","10456","Community Center","40.832965","-73.905669","3","16","14701","2092082","2029100001","Claremont-Bathgate                                                         "
"Manhattan","East River","453 East 102nd Street","NYCHA HOLD","NYCHA","10029","Vacant","40.786271","-73.940034","11","8","162","1083942","1016960001","East Harlem South                                                          "
"Manhattan","Robinson","110 East 129th Street","Occupied","SCAN Supportive Children's Advocacy Network","10035","Community Center","40.807387","-73.936695","11","9","242","1054505","1017770005","East Harlem North                                                          "
"Brooklyn","Carey Gardens","2964 West 23rd Street","Occupied","Police Athletic League, Inc.","11224","Child Care - Early Learn","40.574699","-73.989827","13","47","326","3321840","3070560014","Seagate-Coney Island                                                       "
"Brooklyn","Lafayette Gardens","442 Dekalb Avenue","Occupied","Graham Windham Services to Families & Children","11205","Community Center","40.690432","-73.959502","3","35","233","3321871","3019380001","Bedford                                                                    "
"Queens","Redfern","15-44 Hassock Street","Occupied","Police Athletic League, Inc.","11691","Community Center","40.609102","-73.753359","14","31","103201","4449685","4155010002","Far Rockaway-Bayswater                                                     "
"Manhattan","Drew Hamilton","2698 Frederick Douglass Blvd","Occupied","Renaissance Health Care Network ","10030","Health Clinic","40.821706","-73.94273","10","9","232","1060431","1020290001","Central Harlem North-Polo Grounds                                          "
"Bronx","University Avenue ","1925 University Avenue","Reserved - application on file","NYCHA","10453","Religious Services","40.853249","-73.912646","5","14","24501","2009054","2028790030","University Heights-Morris Heights                                          "
"Queens","Ravenswood","35-40 21st Street","Occupied","Jacob A. Riis Neighborhood Settlement, Inc.","11106","Community Center","40.760808","-73.93592","1","26","43","4430693","4003320002","Queensbridge-Ravenswood-Long Island City                                   "
"Brooklyn","Brownsville","320 Blake Avenue","Vacant ","NYCHA","11212","Vacant","40.665897","-73.907834","16","41","912","3326528","3035610001","Brownsville                                                                "
"Brooklyn","Red Hook West","6 Wolcott Street","NYCHA HOLD","NYCHA","11231","Vacant","40.675345","-74.009972","6","38","85","3323702","3005570001","Carroll Gardens-Columbia Street-Red Hook                                   "
"Manhattan","Clinton","120 East 110th Street","Occupied","SCAN Supportive Children's Advocacy Network","10029","Community Center","40.795119","-73.945194","11","8","172","1078931","1016370001","East Harlem South                                                          "
"Brooklyn","Carey Gardens","2315 Surf Avenue","Occupied","Heartshare Human Services","11224","Community Center","40.573958","-73.989878","13","47","326","3321840","3070560014","Seagate-Coney Island                                                       "
"Queens","FOREST HILLS COOP (108TH STREET-62ND DRIVE)","108-25 62nd Drive ","Occupied","Queens Community House, Inc.","11375","NORC","40.73591","-73.850212","6","29","745","4432108","4021590002","Forest Hills                                                               "
"Manhattan","Drew Hamilton","220 West 143rd Street","NYCHA HOLD","NYCHA","10030","Vacant","40.8208","-73.94113","10","9","232","1086084","1020280016","Central Harlem North-Polo Grounds                                          "
"Brooklyn","Williams Plaza","321 Roebling Street","Occupied","Labor Industry for Education, Inc","11211","Child Care - Early Learn","40.70832","-73.960981","1","33","525","3341975","3021400026","North Side-South Side                                                      "
"Bronx","McKinley","909 Tinton Avenue","Occupied","Southeast Bronx Neighborhood Centers","10456","Child Care - Early Learn","40.821974","-73.903448","3","16","133","2091959","2026380090","Morrisania-Melrose                                                         "
"Bronx","Castle Hill","625 Castle Hill Avenue","Occupied","Kips Bay Boys & Girls Club/Dept for the Aging","10473","Community Center","40.819754","-73.848209","9","18","86","2092673","2035700001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Bronx","Millbrook","201 St. Anns Avenue","Occupied","East Side House Settlement","10454","Child Care - Early Learn","40.805742","-73.918238","1","8","25","2090986","2022630019","Mott Haven-Port Morris                                                     "
"Manhattan","Baruch","300 Delancey Street","Occupied","Grand Street Settlement, Inc.","10002","Child Care - Early Learn","40.715758","-73.979334","3","2","1002","1078037","1003230001","Lower East Side                                                            "
"Queens","Astoria","4-05 Astoria Blvd","Occupied","NYCHA","11102","Senior Center","40.772947","-73.933467","1","22","87","4430787","4004900101","Old Astoria                                                                "
"Brooklyn","Sheepshead Bay","3679 Nostrand Avenue","Occupied","Catholic Charities Neighborhood Services, Inc.","11229","Senior Center","40.594132","-73.940663","15","46","572","3344548","3074051001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"Brooklyn","Glenwood","5701 Avenue H","Occupied","Catholic Charities Neighborhood Services, Inc.","11234","Senior Center","40.633288","-73.921555","18","45","94402","3331006","3079780001","Flatlands                                                                  "
"Manhattan","Elliott","459 West 26th Street","Occupied","Hudson Guild","10001","Child Care ","40.74938","-74.002252","4","3","97","1083583","1007240001","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"Manhattan","Lehman Village","80 East 110th Street","Occupied","Child Welfare Organizing Project","10029","Other - Case Management /Child Welfare Program","40.79568","-73.946555","11","8","17401","1078868","1016150023","East Harlem South                                                          "
"Brooklyn","Bushwick","50 Humboldt Street","Occupied","Jewish Association Services For the Aged","11206","NORC","40.703179","-73.940761","1","34","489","3338434","3031290001","Bushwick South                                                             "
"Manhattan","Polo Grounds Towers","3005 8th Avenue","Occupied","Children's Village","10039","Community Center","40.831534","-73.935573","10","9","24302","1000000","1021060003","Central Harlem North-Polo Grounds                                          "
"Queens","Queensbridge South","10-30 41st Avenue","Occupied ","NYCHA","11101","Family Services","40.755417","-73.945223","1","26","25","4595567","4004650100","Queensbridge-Ravenswood-Long Island City                                   "
"Brooklyn","Tompkins","736 Park Avenue","Occupied","Grand Street Settlement, Inc.","11206","Community Center","40.697972","-73.946128","3","36","25902","3324248","3017400001","Bedford                                                                    "
"Staten Island","Berry Houses","1742 Richmond Road","Occupied","Theodore Atlas Foundation","10306","Other- Sports - Boxing Program","40.5877","-74.10322","2","50","11401","5116737","5035320500","Old Town-Dongan Hills-South Beach                                          "
"Queens","Queensbridge North","40-10 10th Street ","Occupied","Steinway Child & Family Services, Inc.","11101","Other - Case Management /Referral Services","40.756753","-73.944471","1","26","25","4595581","4004700100","Queensbridge-Ravenswood-Long Island City                                   "
"Manhattan","White","237 East 104th Street","Occupied","Union Settlement Association","10029","Community Center","40.789687","-73.944267","11","8","170","1080671","1016540011","East Harlem South                                                          "
"Bronx","Morissania Air Rights","3135 Park Avenue ","NYCHA HOLD","NYCHA","10451","Vacant","40.82415","-73.917164","4","16","173","2100990","2024209078","East Concourse-Concourse Village                                           "
"Brooklyn","Whitman","149 North Oxford Walk","NYCHA HOLD","NYCHA","11205","Vacant","40.693525","-73.975049","2","35","18501","3335256","3020410001","Fort Greene                                                                "
"Bronx","Sedgwick","1531 University Avenue","Vacant ","NYCHA","10453","Vacant","40.845828","-73.921995","5","16","20501","2092104","2028770001","University Heights-Morris Heights                                          "
"Staten Island","Mariner's Harbor","157 Brabant Street","Occupied","UAU","10303","Community Center","40.632021","-74.16389","1","49","31901","5109121","5012450001","Mariner's Harbor-Arlington-Port Ivory-Graniteville                         "
"Queens","Queensbridge North","10-26 41st Avenue","Occupied","Police Athletic League, Inc.","11101","Child Care ","40.755455","-73.945299","1","26","25","4433390","4004650100","Queensbridge-Ravenswood-Long Island City                                   "
"Bronx","Murphy","601 Crotona Park North","Occupied","ACDP","10457","Community Center","40.842917","-73.895322","6","15","36902","2092141","2029440001","East Tremont                                                               "
"Manhattan","Wald","24 Avenue D","Occupied","Henry Street Settlement, Inc.","10009","Other - Jobs Plus","40.720789","-73.978134","3","2","20","1078047","1003560001","Lower East Side                                                            "
"Manhattan","Corsi","307 East 116th Street","Occupied","Harlem RBI + SMART Program","10029","Other - Miscellaneous","40.796935","-73.93759","11","8","188","1079357","1016880045","East Harlem North                                                          "
"Manhattan","Douglass Addition","868 Amsterdam Avenue","Occupied","West Side Federation for Senior and Supportive Housing","10025","Senior Center","40.798169","-73.967371","7","7","191","1079429","1018740029","Upper West Side                                                            "
"Brooklyn","Sumner","47 Marcus Garvey Blvd.","Occupied","Cumberland Hospital ","11206","Health Clinic","40.697945","-73.941018","3","36","28502","3324728","3015800001","Stuyvesant Heights                                                         "
"Queens","Queensbridge North","40-11 10th Street ","Occupied","Jacob A. Riis Neighborhood Settlement, Inc.","11101","Other - Office Space","40.756753","-73.944471","1","26","25","4433387","4004700100","Queensbridge-Ravenswood-Long Island City                                   "
"Bronx","Webster","1240 Webster Avenue","Occupied","Claremont Neighborhood Center","10456","Child Care - Early Learn","40.832675","-73.909388","3","16","145","2091187","2023950001","Claremont-Bathgate                                                         "
"Manhattan","West Side Urban Renewal","647 Columbus Avenue","Occupied","Goddard Riverside Outreach","10025","Community Center","40.789927","-73.96965","7","6","177","1031623","1012050001","Upper West Side                                                            "
"Staten Island","Berry Houses","211 Jefferson St.","Occupied","United Activities Unlimited Inc","10306","Community Center","40.586661","-74.100928","2","50","11401","5109569","5035320500","Old Town-Dongan Hills-South Beach                                          "
"Manhattan","Baruch","280 Delancey Street","Vacant ","NYCHA","10002","Vacant- health clinic","40.716079","-73.980373","3","2","1002","1078039","1003230001","Lower East Side                                                            "
"Manhattan","Manhattanville","3240 Broadway","Occupied","Citizen's Care Day Care Center, Inc","10027","Child Care - Early Learn","40.816951","-73.957365","9","7","219","1084124","1019840001","Manhattanville                                                             "
"Bronx","Adams","735 East 152nd Street","Occupied","Neighborhood SHOPP","10455","Senior Center","40.815994","-73.907843","1","17","79","2091979","2026540002","Melrose South-Mott Haven North                                             "
"Manhattan","Straus","225 East 27th Street","Occupied","NYCHA","10016","Performing Arts - Center","40.740851","-73.980116","6","2","66","1019877","1009080017","Murray Hill-Kips Bay                                                       "
"Queens","Woodside","50-37 Broadway","Occupied","Police Athletic League, Inc.","11377","Child Care - Early Learn","40.754763","-73.910021","1","26","163","4431003","4007380050","Astoria                                                                    "
"Brooklyn","Marcy","468 Marcy Avenue","NYCHA HOLD","NYCHA","11206","Vacant","40.698932","-73.949929","3","36","255","3325584","3017190001","Bedford                                                                    "
"Manhattan","Manhattanville","530 West 133rd Street","Occupied","Boys and Girls Club of Harlem, Inc.","10027","Other - Family / Teen Program","40.818127","-73.954478","9","7","219","1084130","1019840001","Manhattanville                                                             "
"Manhattan","DeHostos Apartments","201 West 93rd Street","Occupied","I Have A Dream Foundation-NY","10025","Other - Education / IHAD Literacy","40.792156","-73.971813","7","6","179","1033648","1012410025","Upper West Side                                                            "
"Queens","Bland","40-15 College Pt Blvd","Occupied","NYCHA","11354","Senior Center","40.757803","-73.83414","7","20","871","4443443","4050370008","Flushing                                                                   "
"Brooklyn","Roosevelt I","971 DeKalb Avenue","Occupied","Bedford Stuyvesant Early Childhood Development Ctr., Inc.","11221","Child Care ","40.693101","-73.936421","3","36","289","3324973","3015980001","Stuyvesant Heights                                                         "
"Brooklyn","Stuyvesant Gardens","214 Stuyvesant Avenue","Occupied","SCO Family of Services","11221","Community Center","40.687985","-73.933065","3","36","293","3044631","3016350041","Stuyvesant Heights                                                         "
"Manhattan","Harlem River","220-224 West 152nd Street","Occupied","Bethany Day Nursery, Inc.","10039","Child Care ","40.826309","-73.936634","10","9","236","1084154","1020370011","Central Harlem North-Polo Grounds                                          "
"Queens","Astoria","3-10 Astoria Blvd.","Occupied","NYCHA","11102","Plasterer's Shop","40.773013","-73.933749","1","22","87","4430798","4004900101","Old Astoria                                                                "
"Manhattan","East River","404 East 105th Street","Occupied","SCAN Supportive Children's Advocacy Network","10029","Community Center","40.788859","-73.940367","11","8","162","1083941","1016960001","East Harlem South                                                          "
"Bronx","Soundview","1700 Seward Avenue","Occupied","Ciditty Kiddie Corporation","10473","Child Care - UPK 2015","40.818497","-73.868058","9","18","20","2092649","2035510001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Bronx","Morissania Air Rights","3131 Park Avenue","NYCHA HOLD","NYCHA","10451","Vacant","40.824068","-73.917291","4","16","173","2100990","2024209078","East Concourse-Concourse Village                                           "
"Manhattan","Smith","60 Catherine Street","Occupied","Hamilton-Madison House, Inc.","10038","Child Care - Early Learn","40.711566","-73.99684","3","1","25","1077421","1001110100","Chinatown                                                                  "
"Bronx","Parkside","644 Adee Avenue","Occupied","Presbyterian Senior Services","10467","Senior Center","40.86967","-73.869106","11","15","336","2101742","2045420100","Bronxdale                                                                  "
"Bronx","Throggs Neck Addition","550 Balcom Avenue","Occupied","Kips Bay Boys & Girls Club/Dept for the Aging","10465","Community Center","40.820911","-73.825943","10","13","144","2091470","2055640001","Schuylerville-Throgs Neck-Edgewater Park                                   "
"Bronx","Union Avenue","950 Union Avenue","Occupied","Presbyterian Senior Services","10459","Senior Center","40.822812","-73.901821","3","17","12901","2005015","2026780001","Longwood                                                                   "
"Bronx","Forest","955 Tinton Avenue","Occupied","Southeast Bronx Neighborhood Centers","10456","Community Center","40.823096","-73.902991","3","16","133","2091964","2026390001","Morrisania-Melrose                                                         "
"Brooklyn","Cooper Park","292 Frost Street","Occupied","Sheltering Arms Chidren and Family Services, Inc.","11222","Child Care - Early Learn","40.718895","-73.939633","1","34","449","3327829","3028670001","East Williamsburg                                                          "
