"site_id","agency_id","site_name","hours_monday","hours_tuesday","hours_wednesday","hours_thursday","hours_friday","hours_saturday","hours_sunday","brief_description","website","phone_number","address","building_floor_suite","city","borough","zip_code","state","intake","ages_served","genders_served","required_documents","medicaid","sliding_fee","low_cost","free","medicare","other_insurances","site_languages","additional_information"
"529","Morris Heights Health Center","MHHC at Melrose","8:30AM - 5:00PM","8:30AM - 7:00PM","8:30AM - 5:00PM","8:30AM - 7:00PM","9:30AM - 5:00PM","9:00AM - 3:00PM","CLOSED",,"http://www.mhhc.org/locations/mhhc-at-melrose/","(718) 975-3985","779 Melrose Avenue",,"BRONX","BRONX","10451","NY",,,,,,,"FALSE","FALSE",,,,
"568","Montefiore Medical Center","Montefiore West Farm Family Practice",,,,,,,,,,"718-842-8040","1055 East Tremont Street",,"BRONX","BRONX","10460","NY",,,,,,,"FALSE","FALSE",,,,
"140","MIC Women's Health Center","MIC Women's Health Services - Bushwick",,,,,,,,,,"(718) 443-9300","335 Central Avenue",,"BROOKLYN","BROOKLYN","11221","NY",,,,,,,"FALSE","FALSE",,,,
"339","Care for the Homeless","Care for the Homeless",,,,,,,,,,"(212) 366-4459","30 East 33rd Street","5th Floor","NEW YORK","MANHATTAN","10010","NY",,,,,,,"FALSE","FALSE",,,,
"185","Planned Parenthood-New York City Chapter","PPNYC Project Street Beat","CLOSED","9:00 AM - 11:30 AM, 1:30 PM - 3:30 PM","9:00 AM - 11:30 AM, 1:30 PM - 3:30 PM","9:00 AM - 11:30 AM, 1:30 PM - 3:30 PM","1:30 PM - 3:30 PM","9:00 AM - 2:30 PM","CLOSED","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"(212) 965-7000","349 East 149th Street",,"BRONX","BRONX","10451","NY","Walk-ins welcome",,,"Personal ID",,,"FALSE","TRUE",,,,
"233","Voces Latinas","Voces Latinas","10am-6pm","10am-6pm","10am-6pm","10am-6pm","10am-6pm","10am-6pm",,"Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","http://voceslatinas.org/","(718) 593-4528","37-63C 83rd Street","Suite 1B (basement)","JACKSON HEIGHTS","QUEENS","11372","NY","Walk-ins welcome","16 and older","All","None",,,"FALSE","TRUE",,,"English, Spanish",
"523","William F. Ryan Community Health Network","William F. Ryan Community Health Center","8:30 AM - 6:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","8:30 AM - 6:00 PM","8:30 AM - 4:00 PM","9:30 AM - 1:00 PM","CLOSED","Community Health Center Offering HIV testing and other medical services. Information subject to change. Please Call ahead","http://www.ryancenter.org/find.htm; http://std-clinics.healthgrove.com/l/4155/William-F-Ryan-Community-Health-Center","212-749-1820","110 West 97th Street",,"NEW YORK","MANHATTAN","10025","NY","Walk-ins welcome","13 and over.","All","Photo ID is required.",,,"FALSE","TRUE",,,"Chinese, French, Haitian Creole, Russian, Spanish",
"539","New York Presbyterian Hospital","NYP - Weill Cornell Medical Center",,,,,,,,,"http://nyp.org/facilities/weillcornell.html","(212) 746-5454","525 EAST 68TH STREET",,"NEW YORK","MANHATTAN","10065","NY",,,,,,,"FALSE","FALSE",,,,
"57","Community Healthcare Network","Community Healthcare Network - Seward Park Campus SBHC","OPEN DURING SCHOOL HOURS","OPEN DURING SCHOOL HOURS","OPEN DURING SCHOOL HOURS","OPEN DURING SCHOOL HOURS","OPEN DURING SCHOOL HOURS","CLOSED","CLOSED",,"http://www.chnnyc.org/our-locations/seward-park-campus-sbhc","212-432-8490","350 Grand Street","Room 240","NEW YORK","MANHATTAN","10002","NY","Walk-ins welcome",,,"Photo ID, proof of address, proof of income, list of medicines, past health records",,"Yes","TRUE","TRUE",,,"English, Spanish, For more than 150 other languages we use our Language Line, a live telephone translation service.",
"50","Children's Aid Society","Children's Aid Society - Bronx Health Services","9:00 AM - 5:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","www.childrensaidsociety.org","347-767-2200","910 E. 172nd St.",,"BRONX","BRONX","10460","NY","Walk-ins welcome","Newborns to age 21.",,"Photo ID","Yes","Yes","TRUE","TRUE","No","No other insurances accepted","English, Spanish",
"228","Urban Health Plan","Urban Health Plan Bella Vista Health Center","8:00 AM - 6:00 PM","7:00 AM - 7:00 PM","8:00 AM - 6:00 PM","7:00 AM - 7:00 PM","8:00 AM - 6:00 PM","9:00 AM - 1:00 PM","CLOSED","Unable to get in contact with someone to confirm information for 311.  can try again next year.","http://www.urbanhealthplan.org/content/bella-vista-health-center","(718) 589-2141","890 Hunts Point Avenue",,"BRONX","BRONX","10474","NY","Walk-ins welcome","13 and over. Parental consent not required.",,"Photo ID and insurance card are required. If uninsured, sliding fee scale is available.",,"Yes","FALSE","FALSE",,,"English and Spanish",
"333","Beacon Christian Community Health Center","Beacon Christian Community Health Center",,,,,,,,"Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.","http://beaconcchc.com/","(718) 815-6560","2079 Forest Avenue",,"STATEN ISLAND","STATEN ISLAND","10303","NY",,,,,,,"FALSE","FALSE",,"Some insurances accepted, copay may be applied",,
"479","NY/NJ AIDS Education and Training Center","NY/NJ AIDS Education and Training Center",,,,,,,,,,"(646) 774-6978","601 WEST 168TH ST","SUITE 46","NEW YORK","MANHATTAN","10032","NY",,,,,,,"FALSE","FALSE",,,,
"492","New York University","New York University Student Health Center",,,,,,,,,"http://www.nyu.edu/life/safety-health-wellness/student-health-center.html","(212) 443-1000","726 Broadway","3rd and 4th Floors","NEW YORK","MANHATTAN","10003","NY","Walk-ins welcome",,,,,"Yes","FALSE","FALSE",,"Most insurances accepted, copay may be applied",,
"398","New York Council on Adoptable Children","New York Council on Adoptable Children",,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE",,,,
"835","NYC DOHMH","Gotham Center-Bronx",,,,,,,,,,,,,,"BRONX",,,,,,,,,"FALSE","FALSE",,,,
"428","Staten Island Partnership for Community Wellness","Staten Island Partnership for Community Wellness",,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE",,,,
"214","SUNY Downstate Medical Center Suny Downstate Medical Center","SUNY Downstate Medical Center STAR Health Center","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","CLOSED","CLOSED","CLOSED","CLOSED",,"http://www.downstate.edu/hiv/AETC.html","(718) 270-7293","470 Clarkson Avenue","STAR Program, MSC 1240","BROOKLYN","BROOKLYN","11203","NY","Walk-ins welcome","21 and over.",,"Personal ID is not required but may allow quicker access to services.",,,"FALSE","TRUE",,,,
"701","Greater Miracle Ministries","Greater Miracle Ministries",,,,,,,,,,,"117 02 Myrtle Avenue",,"RICHMOND HILL",,"11418","NY",,,,,,,"FALSE","FALSE",,,,
"209","North Shore LIJ","Staten Island University Hospital Teen Risk Assessment Program",,,,,,,,,,"(718) 226-6294","242 Mason Avenue","1st Floor","STATEN ISLAND","STATEN ISLAND","10305","NY",,,,,,,"FALSE","FALSE",,,,
"81","NYC DOHMH TB Control","Fort Greene Chest Center Clinic","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM",,,"(718) 643-6551","295 Flatbush Avenue Extension","4th Floor","BROOKLYN","BROOKLYN","11201","NY","Appointment required",,,,,,"FALSE","TRUE",,,,
"352","East Harlem Council for Human Services, Boriken Neighborhood Health Center","East Harlem Council for Human Services, Boriken Neighborhood Health Center",,,,,,,,,,"(212) 289-6650","2253 3rd Avenue",,"NEW YORK","MANHATTAN","10035","NY",,,,,,,"FALSE","FALSE",,,,
"142","MIC Women's Health Center","MIC Women's Health Services - Fort Greene","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Every other Sat: 8:30 AM - 4:00 PM","CLOSED",,,"(718) 522-1144","295 Flatbush Avenue Extension","3rd Floor","BROOKLYN","BROOKLYN","11201","NY","Appointment preferred",,,,,,"TRUE","TRUE",,,"Arabic",
"423","Salvation Army","Salvation Army",,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE",,,,
"756","Brownsville Multi-Service Family Health Center","Brownsville Multi-Service Family Health Center - Main - Pediatric","8:30 AM - 8:00 PM","8:30 AM - 6:30 PM","8:30 AM - 6:30 PM","8:30 AM - 8:00 PM","8:30 AM - 4:30 PM","8:30 AM - 2:30 PM","CLSOED","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.","www.bmsfhc.wix.com/bms-family-health","(718) 345-5000","592 Rockaway Avenue",,"BROOKLYN","BROOKLYN","11212","NY","Walk-ins welcome","13 to 21.","All","Photo ID and proff of address. Documentation for payment may be required.","Yes","Yes","TRUE","FALSE","Yes","Most insurances accepted, copay may be applied","English, Spanish, Haitian Creole",
"367","Harm Reduction Coalition","Harm Reduction Coalition",,,,,,,,,"harmreduction.org","(212) 213-6376","22 West 27th Street","#5","NEW YORK","MANHATTAN","10001","NY",,,,,,,"FALSE","FALSE",,,,
"291","HHC Coney Island Hospital","HHC Coney Island Hospital","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours",,"http://www.nyc.gov/html/hhc/coneyisland/html/home/home.shtml","(718) 616-3000","2601 Ocean Parkway",,"BROOKLYN","BROOKLYN","11235","NY",,,,,"Yes","Yes","TRUE","TRUE","Yes","Some insurances accepted, copay may be applied",,"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs."
"559","Narco Freedom","Narco Freedom - Court St.",,,,,,,,,,,"561 Court Street.",,"BROOKLYN","BROOKLYN","11231","NY",,,,,,,"FALSE","FALSE",,,,
"418","Queens Pride House","Queens Pride House",,,,,,,,,,,"76-11 37th Ave","Suite 206","Jackson Heights","QUEENS","11372","NY",,,,,,,"FALSE","FALSE",,,,
"361","Fortune Society","Fortune Society",,,,,,,,,,"347-510-3642","29-76 Northern Boulevard","Reentry Education Project #225","LONG ISLAND CITY","QUEENS","11101","NY",,,,,,,"FALSE","FALSE",,,,
"465","All Med Medical & Rehabilitation Centers","All Med Medical & Rehabilitation Centers - Bronx Boulevard","7:30AM - 5:30PM","7:30AM - 5:30PM","7:30AM - 5:30PM","7:30AM - 5:30PM","7:30AM - 5:30PM","8:00AM - 2:00PM","CLOSED",,"http://www.allmedhealth.com/","718-325-0700","4377 Bronx Boulevard",,"BRONX","BRONX","10466","NY",,,,,,,"FALSE","FALSE",,,,
"130","NYU Lutheran Medical Center","Lutheran Medical Center - Shore Road Family Health Center","8:30 AM - 7:00 PM","8:30 AM - 5:00 PM","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","CLOSED",,,"(718) 630-8870","9000 Shore Road",,"BROOKLYN","BROOKLYN","11209","NY","Walk-ins welcome","13 and over. Parental consent not required.",,"Personal ID is not required but may allow quicker access to services.",,,"FALSE","TRUE",,,,
"799","U.S. Department of Health and Human Services","Office of the Assistant Secretary for Health, Region II (NY, NJ, PR & USVI) Regional Resource Network Program",,,,,,,,,,,"26 Federal Plaza","Room 38-100","New York","MANHATTAN","10278","NY",,,,,,,"FALSE","FALSE",,,,
"571","BronxWorks","BronxWorks - Townsend Ave.",,,,,,,,,"http://www.bronxworks.org/walk-in-offices","(718) 588-3836","1477 Townsend Avenue",,"BRONX","BRONX","10452","NY",,,,,,,"FALSE","FALSE",,,,
"176","New York Harm Reduction Educators","New York Harm Reduction Educators","9:00 AM - 4:30 PM","9:00 AM - 4:30 PM","9:00 AM - 4:30 PM","9:00 AM - 4:30 PM","2:00 PM - 4:30 PM","9:00 AM - 4:30 PM","CLOSED","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","http://www.nyhre.org/","212-828-8464","1991A Lexington Ave.",,"NEW YORK","BRONX","10035","NY","Walk-ins welcome","13 and over. Parental consent not required.",,,,,"FALSE","TRUE",,,"English, Spanish",
"572","BronxWorks","Bronx Works - Avenue St. John",,,,,,,,,"http://www.bronxworks.org/walk-in-offices","(718) 585-4619","630 Southern Boulevard",,"BRONX","BRONX","10455","NY",,,,,,,"FALSE","FALSE",,,,
"487","Urban Starzz","Urban Starzz",,,,,,,,,,"(718) 618-7200","515-513 East Tremont Ave.",,"BRONX","BRONX","10457","NY",,,,,,,"FALSE","FALSE",,,,
"337","Bronx Community Health Network","Bronx Community Health Network - Corporate",,,,,,,,,"http://www.bchnhealth.org/","(718) 405-7720","1 Fordham Plaza",,"BRONX","BRONX","10458","NY",,,,,,,"FALSE","FALSE",,,,
"616","Forum of African Immigrant Associations","Forum of African Immigrant Associations",,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE",,,,
"562","Narco Freedom","Narco Freedom - East 138th St.",,,,,,,,,,,"368 East 138th Street",,"BRONX","BRONX","10451","NY",,,,,,,"FALSE","FALSE",,,,
"565","AIDS Center of Queens County","AIDS Center of Queens County - Woodside",,,,,,,,,"http://www.acqc.org/","(718) 472-9400","62-07 Woodside Avenue",,"WOODSIDE","QUEENS","11377","NY",,,,,,,"FALSE","FALSE",,,,
"811","ICL","ICL",,,,,,,,,"http://iclinc.net/","(212) 385-3030","125 Broad Street",,"New York","MANHATTAN","10004","NY",,,,,,,"FALSE","FALSE",,,,
"349","Damian Family Health Centers","Damian Family Health Centers",,,,,,,,,,"(718) 298-5100","13750 Jamaica Avenue",,"JAMAICA","QUEENS","11435","NY",,,,,,,"FALSE","FALSE",,,,
"375","Housing Works Housing Works","Housing Works Community Health Care - East New York Health Center","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 9:00PM","CLOSED",,"9:00AM - 3:00PM",,,"718-277-0386","2640 Pitkin Ave.",,"BROOKLYN","BROOKLYN","11208","NY",,,,,,,"FALSE","FALSE",,,,
"485","Office of Dr. Robert Shargani","Office of Dr. Robert Shargani",,,,,,,,,,"(718) 918-9358","2160 Bronx Park East","#7D","BRONX","BRONX","10451","NY",,,,,,,"FALSE","FALSE",,,,
"840","Depressed Black Gay Men (DBGM)","Depressed Black Gay Men (DBGM)",,,,,,,,,"http://dbgm.org/",,"P.O Box 284",,"New York","MANHATTAN","10032","New York",,,,,,,"FALSE","FALSE",,,,
"620","Brightpoint Health","Brightpoint Health - Bronx",,,,,,,,,"https://brightpointhealth.org",,"1401 Dr Martin Luther King Jr Blvd",,,"Bronx","10452","NY",,,,,,,"FALSE","FALSE",,,,
"642","START Treatment & Recovery Centers","START - East New York","6:30 AM - 3:00 PM","6:30 AM - 3:00 PM","6:30 AM - 3:00 PM","6:30 AM - 3:00 PM","6:30 AM - 3:00 PM","7:15 AM - 11:00 AM","CLOSED",,,"(718) 385-4000","494 Dumont Avenue",,"BROOKLYN","BROOKLYN","11207","NY","Walk-ins welcome","18 and over.",,"Government ID is required.","Yes","Yes","FALSE","FALSE","Yes","Most insurances accepted, copay may be applied",,
"707","Love Alive International","Love Alive International",,,,,,,,,"http://lovealiveinternational.com/",,,,,,,,,,,,,,"FALSE","FALSE",,,,
"307","HHC South Queens Multi-Service Center","HHC South Queens Multi-Service Center",,,,,,,,,,"(718) 883 - 6626","114-02 Guy R. Brewer Blvd",,"JAMAICA","QUEENS","11434","NY",,,,,,,"FALSE","FALSE",,,,
"27","Bronx - Lebanon Hospital Center","Bronx - Lebanon Emergency Department","24 hrs","24 hrs","24 hrs","24 hrs","24 hrs","24 hrs PM","24 hrs","Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.","http://www.bronxcare.org/","(718) 590-1800 x5850","1650 Grand Concourse","1st Floor","BRONX","BRONX","10457","NY","Walk-ins welcome","13 and over. Parental consent not required.",,"Official Government ID is not required but may allow quicker access to services. Some form of ID is needed.","Yes",,"FALSE","TRUE","Yes","Most insurances accepted, copay may be applied",,
"227","ACACIA Network ed for Community Empowerment","United Bronx Parents - La Casa de Salud","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","8:00 AM- NOON","CLOSED","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"(718) 842-1412","966 Prospect Avenue",,"BRONX","BRONX","10459","NY","Walk-ins welcome","13 and over. Parental consent not required.","All","Personal ID is not required but may allow quicker access to services.",,,"FALSE","TRUE",,,"Spanish",
"450","Women's HIV Collaboration of NY","Women's HIV Collaboration of NY",,,,,,,,,,"(212) 367-1012","(mailing address only) 111 East 14th Street","PMB #147","NEW YORK","MANHATTAN","10003","NY",,,,,,,"FALSE","FALSE",,,,
"144","Montefiore Medical Center","Montefiore Adolescent AIDS Program","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","CLOSED","CLOSED","c.	Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","www.adolescentaids.org","(718) 882-0023","3514 Wayne Avenue",,"BRONX","BRONX","10467","NY","Walk-ins welcome","13 to 24. No parental consent required.","All","None",,,"FALSE","TRUE",,,"English, Spanish",
"238","HHC Woodhull Medical and Mental Health Center","HHC Woodhull Medical and Mental Health Center","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours",,"http://www.nyc.gov/html/hhc/woodhull/html/home/home.shtml","(718) 963-8033; 718-963-8000","760 Broadway",,"BROOKLYN","BROOKLYN","11206","NY",,,,,"Yes","Yes","TRUE","TRUE","Yes","Some insurances accepted, copay may be applied",,"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs."
"143","Callen Lorde Community Health Center","Callen Lorde Community Health Center","8:30 AM -8:30 PM","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","8:30 AM - 4:30 PM","8:30 AM - 3:30 PM","CLOSED","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.","www.callen-lorde.org","212-271-7200","356 W. 18th Street",,"NEW YORK","MANHATTAN","10011","NY","Appointment preferred","16 and over. No parental consent requred.","All","Photo ID",,"Yes","TRUE","TRUE",,,"English, Spanish",
"789","The Center","The Lesbian, Gay, Bisexual and Transgender Community Center",,,,,,,,,"https://gaycenter.org/","212-620-7310","208 W 13 St",,"New York","MANHATTAN","10011","NY",,,,,,,"FALSE","FALSE",,,,
"379","Joseph P. Addabbo Family Health Center","Joseph P. Addabbo Family Health Center","9am-4pm","9am-4pm","9am-4pm","9am-4pm","9am-4pm","9am-1pm",,,,"(718) 945-7150","114-49 Sutphin Boulevard",,"JAMAICA","QUEENS","11434","NY","Walk-ins welcome","13 and over.","All","Photo ID",,,"FALSE","TRUE",,,"Spanish",
"393","National Black Leadership Commission on AIDS","National Black Leadership Commission on AIDS",,,,,,,,,"www.nblca.org","(212) 614-0023","215 W. 125th Street","2nd Floor","NEW YORK","MANHATTAN","10027","NY",,,,,,,"FALSE","FALSE",,,,
"457","Haitian Centers Council","Haitian Centers Council",,,,,,,,,,"(718) 940-2200","123 Linden Blvd","3rd Floor","BROOKLYN","BROOKLYN","11226","NY",,,,,,,"FALSE","FALSE",,,,
"592","Translatina Network","Translatina Network",,,,,,,,,"http://www.translatinanetwork.org/","917.274.7886","208 W 13 St",,"NEW YORK","MANHATTAN","10011","NY",,,,,,,"FALSE","FALSE",,,,
"624","ACRIA","ACRIA",,,,,,,,,"https://www.acria.org/","(212) 924-3934","575 Eighth Avenue","Suite 502","Manhattan","MANHATTAN","10018","NY",,,,,,,"FALSE","FALSE",,,,
