"business_name","industry","complaint_type","mediation_start_date","mediation_close_date","complaint_result","satisfaction","restitution","business_building","business_street","building_address_unit","business_city","business_state","business_zip","complainant_zip","longitude","latitude"
"DIPLOMAT HOME IMPROVEMENT, LLC","Home Improvement Contractor - 100","Quality of Work - Q01","2021-02-26T00:00:00.000","2021-04-08T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","22110","JAMAICA AVE","109","QUEENS VILLAGE","NY","11428","11412","-73.73296012025769","40.71973991116131"
"DL RESTORATION BUILDERS CORP","Home Improvement Contractor - 100",,"2021-04-23T00:00:00.000","2021-05-19T00:00:00.000","Advised to Sue - ATS","No","0.00","7050","AUSTIN ST","L117","FOREST HILLS","NY","11375","11368","-73.84550630269757","40.72041529939597"
"PURE RENOVATION INC.","Home Improvement Contractor - 100","Non-Delivery of Service - N02","2021-05-14T00:00:00.000","2021-07-07T00:00:00.000","No Business Response - NVR","No","0.00","10428","91ST AVE",,"RICHMOND HILL","NY","11418","11004",,
"PLAZA MOTORS OF BROOKLYN, INC.","Secondhand Dealer Auto - 005","Damaged Goods - D01","2021-01-29T00:00:00.000","2021-03-05T00:00:00.000","Complaint Invalid - CIN","NA","0.00","2740","NOSTRAND AVE",,"BROOKLYN","NY","11210",,"-73.94519537092374","40.617837528859"
"A & A MOTORS AND TOWING, INC.","Tow Truck Company - 124",,"2021-01-01T00:00:00.000","2021-01-25T00:00:00.000","Cash Amount - AMT","Yes","556.00","12322","MERRICK BLVD",,"JAMAICA","NY","11434","11225",,
"SONA MANDI","Jewelry Store-Retail - 823","Surcharge/Overcharge - S02","2021-05-21T00:00:00.000","2021-06-14T00:00:00.000","Advised to Sue - ATS","No","0.00","3744","74TH ST",,"JACKSON HEIGHTS","NY","11372","10306","-73.89162414681564","40.747783757909424"
,"Other","Non-Delivery of Service - N02","2022-07-15T00:00:00.000","2022-08-18T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00",,,,,,,,"-73.98461412104703","40.750150284248285"
"OPEN ROAD OF NEW YORK CITY, LLC","Secondhand Dealer Auto - 005",,"2021-05-07T00:00:00.000","2021-06-11T00:00:00.000","Cash Amount - AMT","Yes","1530.00","802","11TH AVE",,"NEW YORK","NY","10019",,"-73.99203226247754","40.769430116587934"
"T-MOBILE NORTHEAST, LLC..","Other",,"2022-07-22T00:00:00.000","2022-08-23T00:00:00.000","Bill Reduced - BLR","Yes","168.00","P O BOX","P O BOX 37380",,"ALBUQUERQUE","NM","87176",,"-73.80837356892994","40.78694169363003"
"INYC MOTORCARS","Secondhand Dealer Auto - 005","Billing Dispute - B02","2022-01-07T00:00:00.000","2022-02-11T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","415","SUNRISE HWY",,"FREEPORT","NY","11520","28478",,
"IMPERIAL GRANITE & STONEWORKS INC","Home Improvement Contractor - 100","Quality of Work - Q01","2022-01-28T00:00:00.000","2022-03-21T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","1550","STILLWELL AVE",,"BRONX","NY","10461","10461",,
"IMPERIAL BUILDING & RESTORATION, INC.","Home Improvement Contractor - 100","Breach of Contract - B03","2021-12-17T00:00:00.000","2022-02-14T00:00:00.000","No Business Response - NVR","No","0.00","229","NORWOOD AVE",,"BROOKLYN","NY","11208",,"-73.87882616416793","40.68049684580674"
"JUST SALAD LLC","Restaurant - 818","Surcharge/Overcharge - S02","2022-08-05T00:00:00.000","2022-08-17T00:00:00.000","Credit Card Refund and/or Contract Cancelled - CRC","Yes","12.00","711","3RD AVE","FL 2C","NEW YORK","NY","10017",,"-74.01263105264304","40.70663800310201"
"LENNYS GENERAL CONTRACTING INC.","Home Improvement Contractor - 100","Damaged Goods - D01","2022-04-22T00:00:00.000","2022-05-31T00:00:00.000","Advised to Sue - ATS","No","0.00","4727","192ND ST",,"FLUSHING","NY","11358","11361","-73.78837776464667","40.75082150873022"
"DANIELA DIAMONDS LLC","Jewelry Store-Retail - 823","Advertising/General - A01","2022-01-14T00:00:00.000","2022-02-25T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","24","W 47TH ST",,"NEW YORK","NY","10036","07461","-73.97957360153642","40.75707175090273"
"BOB'S DISCOUNT FURNITURE, LLC","Furniture Sales - 242","Advertising/Misleading - A02","2022-02-04T00:00:00.000","2022-02-17T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","434","TOLLAND TPKE",,"MANCHESTER","CT","06042","10456","-73.82536097382525","40.869367913000666"
"UNIQUE GENERAL CONTRACTORS INC","Home Improvement Contractor - 100","Quality of Work - Q01","2022-07-22T00:00:00.000","2022-08-16T00:00:00.000","Consumer Took Action - CTA","No","0.00","2351","KINGSLAND AVE",,"BRONX","NY","10469","10461",,
"TRUE AIR HEATING & AIR CONDITIONING LLC","Other",,"2021-10-29T00:00:00.000","2021-11-09T00:00:00.000","Cash Amount - AMT","Yes","300.00","195","PLYMOUTH ST",,"BROOKLYN","NY","11201","11216","-73.94926305037767","40.673380112575856"
"KEANE PHARMACY","Drug Store Retail - 810","Misrepresentation - M01","2021-03-26T00:00:00.000","2021-04-07T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","586","MALCOLM X BLVD",,"NEW YORK","NY","10037","10039","-73.93877405292126","40.816944622522115"
"A & P HOLDINGS USA LLC","Electronic Store - 001","Breach of Contract - B03","2021-08-20T00:00:00.000","2021-09-28T00:00:00.000","Advised to Sue - ATS","No","0.00","1006","BROADHOLLOW RD","2C","FARMINGDALE","NY","11735","11238","-73.94955716992581","40.6801186639017"
"SOURCE RECEIVABLES MANAGEMENT, LLC","Debt Collection Agency - 122","Billing Dispute - B02","2021-05-28T00:00:00.000","2021-06-29T00:00:00.000","Bill Reduced - BLR","Yes","976.00","4615","DUNDAS DR","STE 102","GREENSBORO","NC","27407","10005",,
"OPTIMUM CABLE","Other","Billing Dispute - B02","2021-10-22T00:00:00.000","2021-11-15T00:00:00.000","Store Credit - SCR","Yes","0.00","1111","STEWART AVE",,"BETHPAGE","NY","11714","10475",,
"EMPIRE TODAY LLC","Home Improvement Contractor - 100","Non-Delivery of Service - N02","2022-05-27T00:00:00.000","2022-03-29T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","333","NORTHWEST AVE",,"NORTHLAKE","IL","60164","10460",,
"P.C. RICHARD & SON LONG ISLAND CORPORATION","Electronic & Home Appliance Service Dealer - 115","Defective Goods - D02","2022-04-01T00:00:00.000","2022-04-14T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","150","PRICE PKWY",,"FARMINGDALE","NY","11735","10462","-73.83171161237878","40.86874881317024"
,"Secondhand Dealer Auto - 005","Damaged Goods - D01","2022-06-17T00:00:00.000","2022-08-02T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00",,,,,,,"11212","-73.96857712573518","40.63848437146751"
"J & L HOME SUPPLY INC","Appliances - 244","Defective Goods - D02","2021-03-26T00:00:00.000","2021-04-16T00:00:00.000","No Consumer Response - NCR","NA","0.00","6208","18TH AVE",,"BROOKLYN","NY","11204",,"-73.98854509767371","40.620759501777435"
"DDC DOMUS DESIGN COLLECTION","Furniture Sales - 242","Non-Delivery of Goods - N01","2022-03-11T00:00:00.000","2022-03-16T00:00:00.000","Goods Received - GDR","Yes","0.00","134","MADISON AVE",,"NEW YORK","NY","10016","11201","-73.98428667611077","40.74595626435384"
,"Furniture Sales - 242","Exchange Goods/Contract Cancelled - E01","2022-01-21T00:00:00.000","2022-02-18T00:00:00.000","Cash Amount - AMT","Yes","866.00",,,,,,,"11365","-73.79372494211187","40.70590491890991"
"SENYA RESTAURANT","Restaurant - 818","Surcharge/Overcharge - S02","2022-01-14T00:00:00.000","2022-01-18T00:00:00.000","Consumer Took Action - CTA","No","0.00","109","1ST AVE",,"NEW YORK","NY","10003","10001","-73.9858967146329","40.7267761388293"
"FURNITURE FACIL LLC","Furniture Sales - 242","Damaged Goods - D01","2022-04-15T00:00:00.000","2022-06-06T00:00:00.000","Advised to Sue - ATS","No","0.00","408","E 149TH ST",,"BRONX","NY","10455","10003","-73.91721424625648","40.81587718557852"
"HRB TAX GROUP, INC.","Tax Preparers - 891","Advertising/Misleading - A02","2021-03-12T00:00:00.000","2021-05-06T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","7208","AUSTIN ST",,"FOREST HILLS","NY","11375","11375","-73.84225161422246","40.719172997604424"
"RITE AWAY TOWING AND RECOVERY, LLC","Tow Truck Company - 124","Billing Dispute - B02","2021-07-30T00:00:00.000","2021-08-26T00:00:00.000","Complaint Invalid - CIN","NA","0.00","279","POWELL ST",,"BROOKLYN","NY","11212",,"-73.93753198605556","40.73533741896218"
"QUEENS AUTO MALL, INC.","Secondhand Dealer Auto - 005","Breach of Contract - B03","2022-04-22T00:00:00.000","2022-06-08T00:00:00.000","Consumer Took Action - CTA","No","0.00","13401","ATLANTIC AVE",,"RICHMOND HILL","NY","11418","11377","-73.8151416446598","40.69693021948644"
"DAVIS VISIONWORKS LITTLE NECK PLAZA","Other","Misrepresentation - M01","2021-02-19T00:00:00.000","2021-03-11T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","25469","HORACE HARDING EXPY",,"LITTLE NECK","NY","11362","11040",,
"SPECTRUM","Other",,"2022-04-01T00:00:00.000","2022-06-06T00:00:00.000","Advised to Sue - ATS","No","0.00","400","ATLANTIC ST","10TH FL","STAMFORD","CT","06901","10009","-73.98394220194356","40.73772470886639"
"J & L HOME SUPPLY INC","Appliances - 244","Dissatisfaction with Provider","2021-01-01T00:00:00.000","2021-01-13T00:00:00.000","Advised to Sue - ATS","No","0.00","6208","18TH AVE",,"BROOKLYN","NY","11204",,"-73.98854509767371","40.620759501777435"
"BEST BUY STORES","Electronic Store - 001","Advertising/Misleading - A02","2021-01-29T00:00:00.000","2021-03-03T00:00:00.000","Cash Amount - AMT","Yes","109.00","2200","CABOT DR","STE 200","LISLE","IL","60532","11233","-73.92226333394098","40.60994674804334"
,"Electronic & Home Appliance Service Dealer - 115","Refund Policy - R01","2022-05-13T00:00:00.000","2022-06-03T00:00:00.000","Cash Amount - AMT","Yes","120.00",,,,,,,"11234","-74.01640685977516","40.64589018045032"
"FOOT LOCKER","Retail Store - 820","Damaged Goods - D01","2022-04-15T00:00:00.000","2022-06-10T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","112","W 34TH ST",,"NEW YORK","NY","10120","11434","-73.87140802103764","40.73380039723652"
"CHANDRABALI HOME","Home Improvement Contractor - 100","Breach of Contract - B03","2021-01-15T00:00:00.000","2021-02-19T00:00:00.000","Advised to Sue - ATS","No","0.00","1874","GREENE AVE",,"RIDGEWOOD","NY","11385","11432","-73.9106445120151","40.70688672496592"
"P.C. RICHARD & SON LONG ISLAND CORPORATION","Electronic Store - 001","Exchange Goods/Contract Cancelled - E01","2022-04-08T00:00:00.000","2022-06-13T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","150","PRICE PKWY",,"FARMINGDALE","NY","11735","11234","-73.91761920779061","40.622981285026064"
"EXPRESS APPLIANCE REPAIR SERVICE","Electronic & Home Appliance Service Dealer - 115","Non-Delivery of Service - N02","2021-08-20T00:00:00.000","2021-09-20T00:00:00.000","No Business Response - NVR","No","0.00","17115","HILLSIDE AVE",,"JAMAICA","NY","11432","10039","-73.79081831293419","40.71151273027487"
"SP PLUS CORPORATION","Garage - 049","Misrepresentation - M01","2021-07-02T00:00:00.000","2021-08-30T00:00:00.000","No Consumer Response - NCR","NA","0.00","230","W 31ST ST",,"NEW YORK","NY","10001","10024",,
"NATIONAL FLOORS DIRECT, INC.","Floor Coverings - 241","Non-Delivery of Service - N02","2021-07-23T00:00:00.000","2021-09-08T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","PO BOX","P O BOX 5776",,"ASTORIA","NY","11105","11203",,
"BRAVO FURNITURE","Furniture Sales - 242","Damaged Goods - D01","2021-09-03T00:00:00.000","2021-09-21T00:00:00.000","Goods Exchanged - GEX","Yes","2500.00","2330","MCDONALD AVE",,"BROOKLYN","NY","11223","10305","-73.97344761968586","40.59555704078013"
"ALAMO RENT A CAR","Auto Rental - 213","Surcharge/Overcharge - S02","2022-01-07T00:00:00.000","2022-03-08T00:00:00.000","Credit Card Refund and/or Contract Cancelled - CRC","Yes","347.00","600","CORPORATE PARK DR",,"SAINT LOUIS","MO","63105","11435","-73.87546023482324","40.77042255499847"
"SEARS HOME IMPROVEMENT PRODUCTS, INC.","Home Improvement Contractor - 100","Quality of Work - Q01","2021-05-21T00:00:00.000","2021-06-30T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","1024","FLORIDA CENTRAL PKWY",,"LONGWOOD","FL","32750","11236","-73.91009321337353","40.63160252434313"
"CITY WORLD MOTORS, L.L.C.","Secondhand Dealer Auto - 005","Billing Dispute - B02","2022-04-15T00:00:00.000","2022-06-03T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","3333","BOSTON RD",,"BRONX","NY","10469","10459","-73.85244221316086","40.87422540923242"
"BICAL AUTO MALL","Secondhand Dealer Auto - 005","Breach of Contract - B03","2021-11-12T00:00:00.000","2021-12-01T00:00:00.000","Referred to Outside - RTO","NA","0.00","2859","FLATBUSH AVE",,"BROOKLYN","NY","11234","11226",,
"QUALITY HOMES USA INC.","Home Improvement Contractor - 100","Quality of Work - Q01","2022-03-25T00:00:00.000","2022-04-19T00:00:00.000","Unable to Locate Business - ULV","NA","0.00","1025","OLD COUNTRY RD","401","WESTBURY","NY","11590","11236",,
"BRONX FIVE STAR FURNITURE INC","Furniture Sales - 242","Exchange Goods/Contract Cancelled - E01","2021-09-03T00:00:00.000","2021-10-20T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","1578","WESTCHESTER AVE",,"BRONX","NY","10472","10027","-73.87653231591979","40.8289331116792"
"TOTAL WIRELESS 33 CORP","Electronic Store - 001","Advertising/Misleading - A02","2022-05-13T00:00:00.000","2022-07-05T00:00:00.000","Advised to Sue - ATS","No","0.00","33","E 170TH ST",,"BRONX","NY","10452","10457","-73.91658814114716","40.83981614482707"
"EYE & DENTIST MYN","Misc Non-Food Retail - 817","Exchange Goods/Contract Cancelled - E01","2021-04-09T00:00:00.000","2021-05-21T00:00:00.000","Advised to Sue - ATS","No","0.00","9516","CHURCH AVE",,"BROOKLYN","NY","11212","11212","-73.9160944665211","40.65527535136156"
"BIOREFERENCE LABORATORIES","Misc Non-Food Retail - 817","Advertising/Misleading - A02","2021-11-05T00:00:00.000","2021-11-19T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","PO",,,"OAKS","PA","19456","11218",,
"NYC MOTOR CARS CORPORATION","Secondhand Dealer Auto - 005","Exchange Goods/Contract Cancelled - E01","2021-02-12T00:00:00.000","2021-03-03T00:00:00.000","Credit Card Refund and/or Contract Cancelled - CRC","Yes","2500.00","3748","BOSTON RD",,"BRONX","NY","10469","07735",,
"JUSTIN'S TOWING & STORAGE INC","Tow Truck Company - 124","Surcharge/Overcharge - S02","2021-09-28T00:00:00.000","2021-10-07T00:00:00.000","Cash Amount - AMT","Yes","59.00","10001","LIBERTY AVE",,"OZONE PARK","NY","11417","11206",,
"MPB US INC","Electronic Store - 001","Defective Goods - D02","2022-04-08T00:00:00.000","2022-05-11T00:00:00.000","Advised to Sue - ATS","No","0.00","167","41ST ST","20-5BE","BROOKLYN","NY","11232","19139","-74.01251308838917","40.65464378249831"
"ATLANTIC TRAVEL","Other","Damaged Goods - D01","2021-06-18T00:00:00.000","2021-07-16T00:00:00.000","Cash Amount - AMT","Yes","250.00","4716","4TH AVE",,"BROOKLYN","NY","11220",,"-74.01098750373644","40.64800979904791"
"COMPLETE CONTRACTOR & ASSOCIATES","Home Improvement Contractor - 100","Misrepresentation - M01","2021-05-14T00:00:00.000","2021-06-22T00:00:00.000","Cash Amount - AMT","Yes","1453.00","17648","131ST AVE",,"JAMAICA","NY","11434","11211",,
"APPLIANCES CONNECTION","Appliances - 244",,"2022-01-21T00:00:00.000","2022-03-14T00:00:00.000","Referred to Manufacturer - RMF","NA","0.00","1870","BATH AVE",,"BROOKLYN","NY","11214","11385",,
"UPTOWN PARKING CORP.","Garage - 049","Damaged Goods - D01","2021-09-10T00:00:00.000","2021-10-18T00:00:00.000","Advised to Sue - ATS","No","0.00","545","5TH AVE","STE 600","NEW YORK","NY","10017","10930","-73.93727003228","40.814278690220085"
"SUNSET STORAGE LLC","Misc Non-Food Retail - 817","Damaged Goods - D01","2022-05-13T00:00:00.000","2022-06-27T00:00:00.000","No Business Response - NVR","No","0.00","4907","1ST AVE",,"BROOKLYN","NY","11232","11214","-74.01865685221274","40.65086612985451"
"IKEA NORTH AMERICA SERVICES, LLC","Furniture Sales - 242","Defective Goods - D02","2020-12-31T00:00:00.000","2021-02-04T00:00:00.000","Advised to Sue - ATS","No","0.00","420","ALAN WOOD RD",,"CONSHOHOCKEN","PA","19428","11230","-74.01122944218501","40.672358716311436"
"CHEAPOAIR","Travel Agency - 440","Non-Delivery of Service - N02","2022-02-25T00:00:00.000","2022-03-02T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","878.00","135","W 50TH ST","500","NEW YORK","NY","10020","10473",,
"R.B.S FURNITURE LIQUIDATORS","Furniture Sales - 242","Exchange Goods/Contract Cancelled - E01","2022-01-21T00:00:00.000","2022-03-21T00:00:00.000","Advised to Sue - ATS","No","0.00","2543","JEROME AVE",,"BRONX","NY","10468","10019","-73.89958271030346","40.86468883208488"
"ALEX FURNITURE & BEDDING. INC.","Furniture Sales - 242","Non-Delivery of Goods - N01","2021-08-20T00:00:00.000","2021-09-17T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","76","WESTCHESTER SQ",,"BRONX","NY","10461","10462","-73.84238229864152","40.84086119837109"
"TRIPLE A FURNITURE CORP.","Furniture Sales - 242","Damaged Goods - D01","2021-06-18T00:00:00.000","2021-07-27T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","1127","LIBERTY AVE",,"BROOKLYN","NY","11208","11208","-73.86770362352871","40.6786181470035"
"ATLANTIC MITSUBISHI","Secondhand Dealer Auto - 005","Surcharge/Overcharge - S02","2021-06-18T00:00:00.000","2021-07-22T00:00:00.000","Consumer Took Action - CTA","No","0.00","13410","ATLANTIC AVE",,"SOUTH RICHMOND HILL","NY","11419","10314","-73.81513086388033","40.69691647830243"
"B&M ELECTRONIC DIAGNOSTIC REPAIR SERVICE INC.","Booting Company - 126","Illegal/Unfair Booting","2022-04-08T00:00:00.000","2022-05-05T00:00:00.000","Cash Amount - AMT","Yes","223.00","6202","ALMEDA AVE",,"ARVERNE","NY","11692","11581","-73.79247986883259","40.59723096724215"
"PLANTE CONSULTING LLC","Secondhand Dealer Auto - 005","Surcharge/Overcharge - S02","2022-07-29T00:00:00.000","2022-08-12T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","612","86TH ST",,"BROOKLYN","NY","11228",,"-74.02259231344892","40.61928115445974"
"CCH MECHANICAL, INC.","Home Improvement Contractor - 100","Advertising/Misleading - A02","2021-06-18T00:00:00.000","2021-07-09T00:00:00.000","Advised to Sue - ATS","No","0.00","5192","AMBOY RD",,"STATEN ISLAND","NY","10312","11234","-73.99088027274856","40.69276354048506"
"NY KITCHEN & BATH USA CORP","Home Improvement Contractor - 100","Non-Delivery of Service - N02","2022-03-25T00:00:00.000","2022-04-04T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","8","W 25TH ST",,"NEW YORK","NY","10010","10016","-73.98968606939074","40.743247806354084"
"METROPCS NEW YORK, LLC","Electronic Store - 001","Breach of Contract - B03","2022-04-22T00:00:00.000","2022-05-04T00:00:00.000","Bill Reduced - BLR","Yes","200.00","251","LITTLE FALLS DR",,"WILMINGTON","DE","19808","10452","-73.92897677970684","40.82313932396695"
"BAY RIDGE TOWING INC","Tow Truck Company - 124","Billing Dispute - B02","2021-12-03T00:00:00.000","2021-12-10T00:00:00.000","Cash Amount - AMT","Yes","217.00","541","76TH ST",,"BROOKLYN","NY","11209","11214","-73.97400012336719","40.591500353867964"
"S.J. FUEL CO., INC.","Fuel Oil Dealer - 814","Non-Delivery of Service - N02","2021-02-05T00:00:00.000","2021-02-12T00:00:00.000","Bill Reduced - BLR","Yes","335.00","601","UNION ST",,"BROOKLYN","NY","11215","11226","-73.98506695644305","40.67821015511449"
"IMPERIAL PARKING (US) LLC","Garage - 049","Damaged Goods - D01","2022-04-01T00:00:00.000","2022-05-11T00:00:00.000","Consumer Took Action - CTA","No","0.00","307","7TH AVE","301","NEW YORK","NY","10001","07901","-73.965797120581","40.67752259178032"
"TICKETMASTER.COM","Ticket Seller Business",,"2021-09-24T00:00:00.000","2021-10-13T00:00:00.000","Credit Card Refund and/or Contract Cancelled - CRC","Yes","289.00","PO BOX","62429",,"VIRGINIA BCH","VA","23466",,"-73.84462845838746","40.75807217227946"
,"Home Improvement Contractor - 100","Quality of Work - Q01","2022-07-15T00:00:00.000","2022-08-12T00:00:00.000","Advised to Sue - ATS","No","0.00",,,,,,,"10469",,
"FAJARDO GENERAL CONTRACTOR CORP","Home Improvement Contractor - 100","Non-Delivery of Service - N02","2021-01-29T00:00:00.000","2021-03-04T00:00:00.000","Advised to Sue - ATS","No","0.00","2",,,"WHITE PLAINS","NY","10603","10466",,
"MONTEREY FINANCIAL SERVICES, INC.","Debt Collection Agency - 122","Billing Dispute - B02","2022-05-06T00:00:00.000","2022-06-06T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","4095","AVENIDA DE LA PLATA",,"OCEANSIDE","CA","92056","10035",,
"PRO CRETE CONSTRUCTION","Home Improvement Contractor - 100","Quality of Work - Q01","2022-04-29T00:00:00.000","2022-05-27T00:00:00.000","Advised to Sue - ATS","No","0.00","1623","CLINTON ST",,"HOBOKEN","NJ","07030","11361","-73.78082345468177","40.75418068627326"
"JUSTFLY","Travel Agency - 440","Billing Dispute - B02","2021-09-24T00:00:00.000","2021-11-15T00:00:00.000","Advised to Sue - ATS","No","0.00","1521","CONCORD PIKE","301","WILMINGTON","DE","19803","11362",,
"OPTIMA BEAUTY JH, INC.","Misc Non-Food Retail - 817","Refund Policy - R01","2021-02-19T00:00:00.000","2021-03-01T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","8415","ROOSEVELT AVE",,"JACKSON HEIGHTS","NY","11372","10280","-73.88183989577927","40.747861968157416"
"PARTNERS MEDICAL SUPPLIES INC","Dealer In Products For The Disabled - 119","Defective Goods - D02","2021-10-28T00:00:00.000","2021-12-06T00:00:00.000","No Satisfactory Agreement - NSA","No","0.00","11","BRICK CT","A","STATEN ISLAND","NY","10309","19130",,
"ZARA USA, INC.","Retail Store - 820",,"2021-01-29T00:00:00.000","2021-03-10T00:00:00.000","Resolved and Consumer Satisfied - SPF","Yes","0.00","500","5TH AVE","STE 400","NEW YORK","NY","10110","10002","-73.98082350658457","40.75358613879583"
"1239 HYLAN BLVD AUTO, LLC","Secondhand Dealer Auto - 005","Breach of Contract - B03","2021-03-12T00:00:00.000","2021-03-17T00:00:00.000","Cash Amount - AMT","Yes","600.00","1220","HYLAN BLVD",,"STATEN ISLAND","NY","10305","10308","-74.08437324267646","40.597637140278614"
"TAPOUT FITNESS","Other","Exchange Goods/Contract Cancelled - E01","2021-06-04T00:00:00.000","2021-08-09T00:00:00.000","No Business Response - NVR","No","0.00","1640","POWERS FERRY RD SE",,"MARIETTA","GA","30067","10462","-73.88725824734692","40.85593008469887"
"FREDERICK DOUGLAS LAUNDROMAT LLC","Laundry - 064",,"2022-01-28T00:00:00.000","2022-03-24T00:00:00.000","Goods Received - GDR","Yes","0.00","2475","FREDERICK DOUGLASS BLVD",,"NEW YORK","NY","10027","10027","-73.94772815607688","40.81489597868226"
"SRT ROOFING INC","Home Improvement Contractor - 100","Breach of Contract - B03","2021-01-22T00:00:00.000","2021-03-12T00:00:00.000","Cash Amount - AMT","Yes","0.00","10737","71ST AVE",,"FOREST HILLS","NY","11375","10453","-73.85131926737911","40.71826831371661"
"FOSTER'S CONTRACTING & HOME IMPROVEMENT","Home Improvement Contractor - 100",,"2021-11-26T00:00:00.000","2022-01-25T00:00:00.000","Bill Reduced - BLR","Yes","21332.00","582","3RD ST",,"MOUNT VERNON","NY","10553","10466",,
"DESIGNER OPTICS","Other",,"2021-06-25T00:00:00.000","2021-08-12T00:00:00.000","Advised to Sue - ATS","No","0.00","791","KENT AVE",,"BROOKLYN","NY","11205","08094",,
"FRAMES FOR YOU NY","Retail Store - 820","Non-Delivery of Goods - N01","2022-04-08T00:00:00.000","2022-04-12T00:00:00.000","Consumer Took Action - CTA","No","0.00","136","W 72ND ST","1","NEW YORK","NY","10023","10023","-73.9808091815179","40.778253126916525"
