"data_year","agency_name","eeo_4_job_category","pay_band","lower_pay_band_bound","upper_pay_band_bound","employee_status","race","ethnicity","gender","number_of_employees"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","40000-44999","40000","44999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","40000-44999","40000","44999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","40000-44999","40000","44999","Full-Time","White","Non-Hispanic or Latino","Female","5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","40000-44999","40000","44999","Full-Time","White","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","45000-49999","45000","49999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","14"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","45000-49999","45000","49999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","45000-49999","45000","49999","Full-Time","Two or More Races","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","45000-49999","45000","49999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","Asian","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","Asian","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","73"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","13"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","10"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","6"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","White","Non-Hispanic or Latino","Female","8"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","50000-54999","50000","54999","Full-Time","White","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","Asian","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","43"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","Two or More Races","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","13"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","Unknown or Choose Not to Disclose","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","55000-59999","55000","59999","Full-Time","White","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","60000-64999","60000","64999","Full-Time","American Indian or Alaska Native","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","60000-64999","60000","64999","Full-Time","Asian","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","60000-64999","60000","64999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","34"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","60000-64999","60000","64999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","60000-64999","60000","64999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","60000-64999","60000","64999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","60000-64999","60000","64999","Full-Time","White","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","65000-69999","65000","69999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","65000-69999","65000","69999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","70000-74999","70000","74999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","70000-74999","70000","74999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","70000-74999","70000","74999","Full-Time","Two or More Races","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","70000-74999","70000","74999","Full-Time","White","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","75000-79999","75000","79999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","75000-79999","75000","79999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","75000-79999","75000","79999","Full-Time","White","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","80000-84999","80000","84999","Full-Time","Two or More Races","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","80000-84999","80000","84999","Full-Time","White","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","ADMINISTRATIVE SUPPORT","90000-94999","90000","94999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","55000-59999","55000","59999","Full-Time","Two or More Races","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","60000-64999","60000","64999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","60000-64999","60000","64999","Full-Time","White","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","65000-69999","65000","69999","Full-Time","Asian","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","65000-69999","65000","69999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","70000-74999","70000","74999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","6"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","70000-74999","70000","74999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","70000-74999","70000","74999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","75000-79999","75000","79999","Full-Time","Asian","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","75000-79999","75000","79999","Full-Time","Asian","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","75000-79999","75000","79999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","11"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","75000-79999","75000","79999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","75000-79999","75000","79999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","75000-79999","75000","79999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","75000-79999","75000","79999","Full-Time","White","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","80000-84999","80000","84999","Full-Time","Asian","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","80000-84999","80000","84999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","80000-84999","80000","84999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","80000-84999","80000","84999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","80000-84999","80000","84999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","80000-84999","80000","84999","Full-Time","White","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","80000-84999","80000","84999","Full-Time","White","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","85000-89999","85000","89999","Full-Time","Asian","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","85000-89999","85000","89999","Full-Time","Asian","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","85000-89999","85000","89999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","85000-89999","85000","89999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","85000-89999","85000","89999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","85000-89999","85000","89999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","85000-89999","85000","89999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","85000-89999","85000","89999","Full-Time","White","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","85000-89999","85000","89999","Full-Time","White","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","Asian","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","Black or African American","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","Black or African American","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","42"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","7"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","Unknown or Choose Not to Disclose","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","White","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","White","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","90000-94999","90000","94999","Full-Time","White","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","American Indian or Alaska Native","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","Asian","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","Asian","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","49"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","8"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","Two or More Races","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","6"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","Unknown or Choose Not to Disclose","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","White","Non-Hispanic or Latino","Female","5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","95000-99999","95000","99999","Full-Time","White","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","100000-104999","100000","104999","Full-Time","American Indian or Alaska Native","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","100000-104999","100000","104999","Full-Time","Asian","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","100000-104999","100000","104999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","18"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","100000-104999","100000","104999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","100000-104999","100000","104999","Full-Time","Two or More Races","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","100000-104999","100000","104999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","100000-104999","100000","104999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","100000-104999","100000","104999","Full-Time","White","Non-Hispanic or Latino","Female","5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","100000-104999","100000","104999","Full-Time","White","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","105000-109999","105000","109999","Full-Time","Asian","Non-Hispanic or Latino","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","105000-109999","105000","109999","Full-Time","Asian","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","105000-109999","105000","109999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","40"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","105000-109999","105000","109999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","7"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","105000-109999","105000","109999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","9"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","105000-109999","105000","109999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","105000-109999","105000","109999","Full-Time","Unknown or Choose Not to Disclose","Unknown or Choose Not to Disclose","Female","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","105000-109999","105000","109999","Full-Time","White","Non-Hispanic or Latino","Female","7"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","105000-109999","105000","109999","Full-Time","White","Non-Hispanic or Latino","Male","6"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","110000-114999","110000","114999","Full-Time","Asian","Non-Hispanic or Latino","Male","<5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","110000-114999","110000","114999","Full-Time","Black or African American","Non-Hispanic or Latino","Female","16"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","110000-114999","110000","114999","Full-Time","Black or African American","Non-Hispanic or Latino","Male","5"
"2018","ADMINISTRATION FOR CHILDREN'S SERVICES","OFFICIALS AND ADMINISTRATORS","110000-114999","110000","114999","Full-Time","Unknown or Choose Not to Disclose","Hispanic or Latino","Female","<5"
