"organization_name","address1","city","state","zip_code","borough","neighborhood","phone1","fax","website","job_placement_services","financial_aid_services","contact_firstname","contact_lastname","course_name","coursedescription","keywords","cost_total","cost_includes","cost_does_not_include","duration","duration_unit","numhours","prerequisites","max_class_size","years_course_offered","instructor_credentials","delivery_method","schedule","is_hra","is_sbs"
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Diagnostic Medical Sonographer (Part 2)","This program will provide students with in-depth knowledge of skills required to use specialized equipment tocreate / generateimages or to conduct tests  used for assessing and diagnosing various medical conditions. This program teaches howultrasoundhigh frequencysound waves produce images of internal body tissues. This is Diagnostic Medical Sonographer (Part 2) of the Diagnostic Medical Sonographer Program. In order to complete and receive program completion certificate for Diagnostic Medical Sonographer Program  student must complete Diagnostic Medical Sonographer (Part 1) and Diagnostic Medical Sonographer (Part 3) listed on ETPL in addition to Diagnostic Medical Sonographer (Part 2).",,"8800.00","Classroom Hours 600.0   Lab Hours 300.0   Internship Hours 0.0   Practical Hours 0.0",,"900","Hour(s)","900","Bachelor (any field) or Associate in Allied Health.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Diagnostic Medical Sonographer (Part 3)","This program will provide students with in-depth knowledge of skills required to use specialized equipment tocreate / generateimages or to conduct tests  used for assessing and diagnosing various medical conditions. This program teaches howultrasoundhigh frequencysound waves produce images of internal body tissues. This is Diagnostic Medical Sonographer (Part 3) of the Diagnostic Medical Sonographer Program. In order to complete and receive program completion certificate for Diagnostic Medical Sonographer Program  student must complete Diagnostic Medical Sonographer (Part 1) and Diagnostic Medical Sonographer (Part 2) listed on ETPL in addition to Diagnostic Medical Sonographer (Part 3).",,"8050.00","Classroom Hours 36.0   Lab Hours 0.0   Internship Hours 864.0   Practical Hours 0.0",,"900","Hour(s)","900","Bachelor (any field) or Associate in Allied Health.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","GRAPHIC FINE ARTS","TOPICS COVERED - .Microsoft Office .Adobe Dreamweaver .Adobe Photoshop .Adobe Illustrator .Adobe Indesign .Adobe Animate .Adobe XD .Adobe Premiere .Adobe After Effects .HTML (Hyper Text Markup Language) .CSS (Cascading Style Sheet) .Javascript .Internship",,"18100.0","Classroom Hours 720.0   Lab Hours 0.0   Internship Hours 180.0   Practical Hours 0.0",,"900","Hour(s)","900","None","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Graphic Fine Arts.","TOPICS COVERED - .Microsoft Office .Adobe Dreamweaver .Adobe Photoshop .Adobe Illustrator .Adobe Indesign .Adobe Animate .Adobe XD .Adobe Premiere .Adobe After Effects .HTML (Hyper Text Markup Language) .CSS (Cascading Style Sheet) .Javascript .Internship",,"16700.0","Classroom Hours 720.0   Lab Hours 0.0   Internship Hours 180.0   Practical Hours 0.0",,"900","Hour(s)","900","None","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Lan and Wan Administrator","This course will provide students with in-depth knowledge of Local Area Network  Wide Area Network  Microsoft Windows 2008 Administration  Cisco Administration  Network Security and Project Management. It is a complete program that starts with teaching a student how to build a computer to designing  implementing and administrating LAN and WAN. Upon successful completion of the course  the student will be awarded certificate of completion in ''Lan and Wan Administration''",,"23750.0","Classroom Hours 600.0   Lab Hours 0.0   Internship Hours 300.0   Practical Hours 0.0",,"900","Hour(s)","900","High School Diploma  GED or Equivalent Knowledge","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Medical Assistant",,,"15400.0","Classroom Hours 493.0   Lab Hours 155.0   Internship Hours 252.0   Practical Hours 0.0",,"900","Hour(s)","900",,"15",,"NYSED Licensed","Classroom Training","Check with school to receive most updated schedule","No","No"
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Microsoft Windows Client & Server Technology Specialist ","This course teaches a student to build and troubleshoot a computer network. The student will learn to install  administer and troubleshoot Windows 7 client operating system and Windows Small Business Server (2008) Operating System. Upon successful completion of the course  the student will be awarded certificate of completion in ''Microsoft Windows Client Server Technology Specialist ''..This program includes:..Microsoft Windows Client Administration - 60 hours.Microsoft Windows Server Administration - 60 hours.","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","4900.00","Classroom Hours 120.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma or GED or passing score in ATB exam","0",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","PC Technician  & Microsoft Windows Server Technology Specialist","This course teaches a student to troubleshoot a computer and Windows Small Business Server (2008) Operating System. Upon successful completion of the course  the student will be awarded certificate of completion in PC Technician Microsoft Windows Server Technology Specialist ''..This program includes:..PC Technician - 60 hours.Microsoft Windows Server Administration - 60 hours.","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","4900.00","Classroom Hours 120.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma or GED or passing score in ATB exam","0",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","PC Technician & Computer Network Security Specialist","This course teaches a student to build and troubleshoot a computer and secure a computer network using the latest network security technologies available. The student will get hands on experience with configuring firewall and various different network security applications. Upon successful completion of the course  the student will be awarded certificate of completion in PC Technician Computer Network Security Specialist ''. .This program includes: . .PC Technician - 60 hours .Computer Network Security - 60 hours .","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","6100.00","Classroom Hours 120.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma or GED or passing score in ATB exam","0",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","PC Technician & Microsoft Windows Client Technology Specialist ","This course teaches a student to troubleshoot a computer and Windows 7 Operating System. Upon successful completion of the course  the student will be awarded certificate of completion in ''PC Technician Microsoft Windows Client Technology Specialist''. .This program includes: . .PC Technician - 60 hours .Microsoft Windows Client Administration - 60 hours .","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","6100.00","Classroom Hours 120.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma or GED or passing score in ATB exam","0",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","PC Technician & Windows Server Administrator ","This course teaches you how to build and troubleshoot a computer. It also prepares you for the A+ Certification exam. This course further prepares you to become a Windows 2008 Network Administrator. Upon successful completion of the course  the student will be awarded certificate of completion in '' PC Technician Windows Server Administrator'' .This program includes: . .PC Technician - 60 hours .Microsoft Windows Server Administration - 60 hours .","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","5800.00","Classroom Hours 120.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma Or GED or Passing Score in ATB exam","0",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"Ace Institute of Technology - Manhattan","312 W 36TH ST FL 2","NEW YORK","New York","10018","Manhattan","Chelsea - Clinton","2126959700","2126959745","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Windows Server Enterprise Administrator",".This program includes:.Microsoft Windows Server Administration.Microsoft Windows Server Network Infrastructure  Active Directory Infrastructure Security","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","6100.00","Classroom Hours 120.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","Knowledge of using computers  Computer Netwoking Fundamentals","0",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"ACE Institute of Technology - Queens","4040 75TH ST STE 4038","ELMHURST","New York","11373","Queens","West Queens","7185753223","7185753348","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","CISCO Network Professional","In this course  you gain the knowledge and skills required to master the advanced features of Cisco router configuration  including address management  route redistribution  basic network security  scalable routing protocols protocol prioritization. Upon successful completion of the course  the student will be awarded certificate of completion in ''CISCO Network Professional''.Topics Covered -.BUILDING SCALABLE ROUTED SWITCHED NETWORKS - 60 hoursBUILDING TROUBLESHOOTING INTER-NETWORKS - 60 hours","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","5200.00","Classroom Hours 120.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","Networking Knowledge","0",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"ACE Institute of Technology - Queens","4040 75TH ST STE 4038","ELMHURST","New York","11373","Queens","West Queens","7185753223","7185753348","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Computer Network Security","In this course students learn how to configure and manage an enterprise level Internet security solution to protect corporate networks. This course teaches the students to define and configure security policies that enable secure access to information across corporate networks. Students are also taught how to monitor network security activity and implement measures to block intruder access to networks. Upon successful completion of the course  the student will be awarded certificate of completion in ''Computer Network Security'' .Topics Covered: .Computer Network Security - 60 hours .","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","3300.00","Classroom Hours 60.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"60","Hour(s)","60","Basic Computer Knowledge","0",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"ACE Institute of Technology - Queens","4040 75TH ST STE 4038","ELMHURST","New York","11373","Queens","West Queens","7185753223","7185753348","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","DESIGN & ANIMATION EXPERT","In this program the student will learn to create web sites  edit web sites  create graphic content for web sites and desktop publishing. The student will also learn to create computer animation.","Design  designers  Pro  graphic designer  adobe  autocad  CS5  indesign  website  web  art  animation  flash  artist  media  fashion","0.00000","Classroom Hours 0.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"0","Hour(s)","0","None","0",,,"Classroom Training","Check with school to receive most updated schedule","Yes","No"
"ACE Institute of Technology - Queens","4040 75TH ST STE 4038","ELMHURST","New York","11373","Queens","West Queens","7185753223","7185753348","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Diagnostic Medical Sonographer (Part 1)","This program will provide students with in-depth knowledge of skills required to use specialized equipment tocreate / generateimages or to conduct tests  used for assessing and diagnosing various medical conditions. This program teaches howultrasoundhigh frequencysound waves produce images of internal body tissues. This is Diagnostic Medical Sonographer (Part 1) of the Diagnostic Medical Sonographer Program. In order to complete and receive program completion certificate for Diagnostic Medical Sonographer Program  student must complete Diagnostic Medical Sonographer (Part 2) and Diagnostic Medical Sonographer (Part 3) listed on ETPL in addition to Diagnostic Medical Sonographer (Part 1).",,"4550.00","Classroom Hours 450.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"450","Hour(s)","450","Bachelor (any field) or Associate in Allied Health.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ACE Institute of Technology - Queens","4040 75TH ST STE 4038","ELMHURST","New York","11373","Queens","West Queens","7185753223","7185753348","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Diagnostic Medical Sonographer (Part 2)","This program will provide students with in-depth knowledge of skills required to use specialized equipment tocreate / generateimages or to conduct tests  used for assessing and diagnosing various medical conditions. This program teaches howultrasoundhigh frequencysound waves produce images of internal body tissues. This is Diagnostic Medical Sonographer (Part 2) of the Diagnostic Medical Sonographer Program. In order to complete and receive program completion certificate for Diagnostic Medical Sonographer Program  student must complete Diagnostic Medical Sonographer (Part 1) and Diagnostic Medical Sonographer (Part 3) listed on ETPL in addition to Diagnostic Medical Sonographer (Part 2).",,"8400.00","Classroom Hours 600.0   Lab Hours 300.0   Internship Hours 0.0   Practical Hours 0.0",,"900","Hour(s)","900","Bachelor (any field) or Associate in Allied Health.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ACE Institute of Technology - Queens","4040 75TH ST STE 4038","ELMHURST","New York","11373","Queens","West Queens","7185753223","7185753348","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","Diagnostic Medical Sonographer (Part 3)","This program will provide students with in-depth knowledge of skills required to use specialized equipment tocreate / generateimages or to conduct tests  used for assessing and diagnosing various medical conditions. This program teaches howultrasoundhigh frequencysound waves produce images of internal body tissues. This is Diagnostic Medical Sonographer (Part 3) of the Diagnostic Medical Sonographer Program. In order to complete and receive program completion certificate for Diagnostic Medical Sonographer Program  student must complete Diagnostic Medical Sonographer (Part 1) and Diagnostic Medical Sonographer (Part 2) listed on ETPL in addition to Diagnostic Medical Sonographer (Part 3).",,"8050.00","Classroom Hours 36.0   Lab Hours 0.0   Internship Hours 864.0   Practical Hours 0.0",,"900","Hour(s)","900","Bachelor (any field) or Associate in Allied Health.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ACE Institute of Technology - Queens","4040 75TH ST STE 4038","ELMHURST","New York","11373","Queens","West Queens","7185753223","7185753348","http://www.acecareer.edu/","Job Placement Services are available.","Some types of Financial Aid are provided.","Amit","Shorewala","GRAPHIC FINE ARTS","TOPICS COVERED - .Microsoft Office .Adobe Dreamweaver .Adobe Photoshop .Adobe Illustrator .Adobe Indesign .Adobe Animate .Adobe XD .Adobe Premiere .Adobe After Effects .HTML (Hyper Text Markup Language) .CSS (Cascading Style Sheet) .Javascript .Internship",,"19500.0","Classroom Hours 720.0   Lab Hours 0.0   Internship Hours 180.0   Practical Hours 0.0",,"900","Hour(s)","900","None","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
