"store","address","phone_","type","website","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","location_1"
"Danice Stores","482  Fulton Street","(718) 875-0665","Women's Apparel - Urban
Women's Footwear","www.danicestores.com","BROOKLYN ","11201","40.690021","-73.983777","2","33","37","3388462","3001587501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690021, -73.983777)"
"Danice Stores","534  Fulton Street","718-522-3450","Women's Apparel - Urban
Women's Footwear","www.danicestores.com","BROOKLYN ","11201","40.689085","-73.981415","2","33","37","3000000","3001610018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689085, -73.981415)"
"Delancy Street","536 Fulton Street","(718) 852-0400","Leather Goods",,"BROOKLYN ","11201","40.68906","-73.98135","2","33","37","3000000","3001610018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.68906, -73.98135)"
"Designer Fragrances","472 Fulton Street","(718) 935-1855","Jewelry and Accessories ",,"BROOKLYN ","11201","40.690161","-73.98413","2","33","37","3000449","3001570020","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690161, -73.98413)"
"Downtown Jewelry","453 Fulton Street","(718) 834-9054","Jewelry and Accessories ",,"BROOKLYN ","11201","40.691344","-73.98704","2","33","11","3000383","3001510009","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691344, -73.98704)"
"Downtown Uniform","2A Flatbush Avenue Ext.","(718) 624-6609","Specialty - Uniform",,"BROOKLYN ","11201","40.698409","-73.985701","2","33","13",,,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.698409, -73.985701)"
"Downtown Wireless- Cellular Tropics","583A Fulton Street","(718) 260-9400","Electronics",,"BROOKLYN ","11201","40.68926","-73.981819","2","33","33","3000354","3001490017","Fort Greene                                                                ","(40.68926, -73.981819)"
"Downtown Wireless- Nextel","549 Fulton Street","(718) 422-0400","Electronics",,"BROOKLYN ","11201","40.689634","-73.982771","2","33","33",,,"Fort Greene                                                                ","(40.689634, -73.982771)"
"Dr. Jay's","485 Fulton Street","(718) 596-3577","Men's Apparel - Urban ",,"BROOKLYN ","11201","40.690842","-73.985785","2","33","11","3000404","3001520006","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690842, -73.985785)"
"Dr. Jay's Ladies","479 Fulton Street","(718) 243-1918","Women's Apparel -Urban
Women's Footwear",,"BROOKLYN ","11201","40.690911","-73.985955","2","33","11","3000404","3001520006","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690911, -73.985955)"
"Duane Reade","386 Fulton, Street","(718) 330-0363","Pharmacy","www.duanereade.com","BROOKLYN ","11201","40.691375","-73.987163","2","33","37","3000438","3001550010","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691375, -73.987163)"
"Duane Reade","522 Fulton Street","(718) 643-9505","Pharmacy","www.duanereade.com","BROOKLYN ","11201","40.689271","-73.981891","2","33","37","3000466","3001610033","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689271, -73.981891)"
"Electronic Outlet","366 Fulton Street","(718) 596-7200","Electronics",,"BROOKLYN ","11201","40.691655","-73.987855","2","33","37","3000424","3001540014","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691655, -73.987855)"
"Element","449 Fulton Street","(718)-855-5515","Women's and Men's Apparel -Urban",,"BROOKLYN ","11201","40.691388","-73.987152","2","33","11","3000385","3001510011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691388, -73.987152)"
"Envy Nails","374 Fulton Street","(718) 797-3903","Nails",,"BROOKLYN ","11201","40.691578","-73.987667","2","33","37","3000426","3001540017","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691578, -73.987667)"
"Expo 2000","376 Fulton Street","(718) 522-4170","Women's Apparel - Urban",,"BROOKLYN ","11201","40.691561","-73.987624","2","33","37","3000427","3001540018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691561, -73.987624)"
"Fashion Avenue","551 Fulton Street","(718) 852-2962","Women's Apparel",,"BROOKLYN ","11201","40.689612","-73.982713","2","33","33","3000366","3001490033","Fort Greene                                                                ","(40.689612, -73.982713)"
"Fashion Avenue and Street","551 Fulton Street","(718) 237-1224","Women's Apparel",,"BROOKLYN ","11201","40.689612","-73.982713","2","33","33","3000366","3001490033","Fort Greene                                                                ","(40.689612, -73.982713)"
"Finish Line","390 Fulton Street","(718) 222-8067","Women's and Men's Footwear","www.finishline.com","BROOKLYN ","11201","40.691328","-73.987051","2","33","37","3000439","3001550012","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691328, -73.987051)"
"Fino Menswear & Shoes","469 Fulton Street","(718) 625-6421","Men's Apparel",,"BROOKLYN ","11201","40.691163","-73.986589","2","33","11","3000376","3001510001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691163, -73.986589)"
"Foot Locker","440 Fulton Street","(718) 596-1877","Women's and Men's Footwear","www.footlocker.com","BROOKLYN ","11201","40.690749","-73.985591","2","33","37","3000443","3001560023","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690749, -73.985591)"
"Foot Locker","543 Fulton Street","(718) 694-2239","Women's and Men's Footwear","www.footlocker.com","BROOKLYN ","11201","40.690054","-73.983817","2","33","15","3000323","3001460053","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690054, -73.983817)"
"Footaction USA","408 Fulton Street","(718) 858-6607","Women's and Men's Footwear","www.footaction.com","BROOKLYN ","11201","40.69107","-73.986402","2","33","37","3000441","3001560012","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.69107, -73.986402)"
"Fulton Dental Center","519 Fulton Street, 2nd Floor","(718) 624-6000","Dental Care",,"BROOKLYN ","11201","40.690364","-73.984585","2","33","15","3000300","3001450044","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690364, -73.984585)"
"Fulton Express","491 Fulton Street","(718) 528-7958","Variety Store",,"BROOKLYN ","11201","40.690776","-73.985616","2","33","11","3000401","3001520003","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690776, -73.985616)"
"Fulton Eyes","519 Fulton Street ","(718) 852-4411","Eye Care",,"BROOKLYN ","11201","40.690364","-73.984585","2","33","15","3000300","3001450044","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690364, -73.984585)"
"Fulton Fashion Footwear","491 Fulton Street","(718) 852-0500","Woman Apparel",,"BROOKLYN ","11201","40.690776","-73.985616","2","33","11","3000401","3001520003","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690776, -73.985616)"
"Fulton Hot Dog King","472 Fulton Street","(718) 858-9799","Food",,"BROOKLYN ","11201","40.690161","-73.98413","2","33","37","3000449","3001570020","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690161, -73.98413)"
"Fulton Sneaker Sportswear","515 Fulton Street","(718) 237-1506","Woman's and Men's Footwear",,"BROOKLYN ","11201","40.690411","-73.984704","2","33","15","3000302","3001450046","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690411, -73.984704)"
"Fulton Sunny Fashion","585A Fulton Street","(718) 643-0180","Jewelry and Accessories ",,"BROOKLYN ","11201","40.689123","-73.981466","2","33","33","3000353","3001490015","Fort Greene                                                                ","(40.689123, -73.981466)"
"Fulton Wireless","472 Fulton Street","(718) 522-5756","Electronics",,"BROOKLYN ","11201","40.690161","-73.98413","2","33","37","3000449","3001570020","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690161, -73.98413)"
"Gabby's Jewelers","547 Fulton Street","(718) 855-7437","Jewelry and Accessories ",,"BROOKLYN ","11201","40.689656","-73.982825","2","33","33","3000367","3001490034","Fort Greene                                                                ","(40.689656, -73.982825)"
"Game Expo","553 Fulton Street","(718) 834-1291","Electronics",,"BROOKLYN ","11201","40.68959","-73.982659","2","33","33","3000365","3001490032","Fort Greene                                                                ","(40.68959, -73.982659)"
"Game Stop","543 Fulton Street","(718) 834-2907","Electronics","www.gamestop.com","BROOKLYN ","11201","40.690054","-73.983817","2","33","15","3000323","3001460053","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690054, -73.983817)"
"G-N Treasure","465 Fulton Street","(718) 624-5906","Electronics",,"BROOKLYN ","11201","40.691207","-73.986701","2","33","11","3000377","3001510003","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691207, -73.986701)"
"Goldmine Jewelry","522 Fulton Street","(718) 222-0001","Jewelry and Accessories ",,"BROOKLYN ","11201","40.689271","-73.981891","2","33","37","3000466","3001610033","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689271, -73.981891)"
"Heart & Sole","435 Fulton Street","(718) 643-1811","Women's Footwear",,"BROOKLYN ","11201","40.69163","-73.987747","2","33","11","3000371","3001500001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.69163, -73.987747)"
"Hot Spot Cellular Services","519 Fulton Street","(718) 935-1315","Electronics",,"BROOKLYN ","11201","40.690364","-73.984585","2","33","15","3000300","3001450044","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690364, -73.984585)"
"HSBC","342 Fulton Street","(718) 596-8318","Bank","www.hsbc.com","BROOKLYN ","11201","40.692036","-73.988829","2","33","37","3000417","3001530003","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.692036, -73.988829)"
"J.C. Boutique","581 Fulton Street","(718) 834-1850","Variety Store",,"BROOKLYN ","11201","40.689211","-73.981693","2","33","33","3000354","3001490017","Fort Greene                                                                ","(40.689211, -73.981693)"
"Jay Jewelers","445A Fulton Street","(718) 237-8858","Jewelry and Accessories ",,,,,,,,,,,,
"Jewelry","468 Fulton Street","(718) 522-3340","Jewelry and Accessories ",,"BROOKLYN ","11201","40.690263","-73.984383","2","33","37","3000448","3001570018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690263, -73.984383)"
"Jewelry Exchange","532 Fulton Street","(718) 488-9036","Jewelry and Accessories ",,"BROOKLYN ","11201","40.689109","-73.981477","2","33","37","3000000","3001610018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689109, -73.981477)"
"Jimmy Jazz","442 Fulton Street","(718) 246-0427","Women's and Men's Apparel - Urban","www.jimmyjazz.com","BROOKLYN ","11201","40.690732","-73.985551","2","33","37","3329437","3001560024","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690732, -73.985551)"
"Jimmy Jazz","520 Fulton Street","(718) 243-9181","Women's and Men's Apparel - Urban","www.jimmyjazz.com","BROOKLYN ","11201","40.689296","-73.981956","2","33","37","3000465","3001610030","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689296, -73.981956)"
"Junior's Restaurant","386 Flatbush Avenue Ext.","(718) 852-5257 ext. 32","Food","www.juniorscheescake.com","BROOKLYN ","11201","40.690207","-73.981624","2","33","15","3000369","3001490060","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690207, -73.981624)"
"Kay Jewelers","446 Fulton Street","(718) 222-5260","Jewelry and Accessories ","www.kay.com","BROOKLYN ","11201","40.690644","-73.985331","2","33","37","3000444","3001560026","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690644, -73.985331)"
"Keep it Burning","532 Fulton Street","(646) 346-0178","Jewelry and Accessories ",,"BROOKLYN ","11201","40.689109","-73.981477","2","33","37","3000000","3001610018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689109, -73.981477)"
"Kids Foot Locker","466 Fulton Street","(718) 422-7877","Children's Footwear","www.kidsfootlocker.com","BROOKLYN ","11201","40.690326","-73.984538","2","33","37","3000447","3001570016","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690326, -73.984538)"
"Kim's Jewelry & Watches","585C Fulton Street","(718) 802-1892","Jewelry and Accessories ",,"BROOKLYN ","11201","40.689123","-73.981466","2","33","33","3000353","3001490015","Fort Greene                                                                ","(40.689123, -73.981466)"
"KoKo Shoes","583B Fulton Street","(718) 802-1241","Women's Footwear",,"BROOKLYN ","11201","40.68926","-73.981819","2","33","33","3000354","3001490017","Fort Greene                                                                ","(40.68926, -73.981819)"
"Lane Bryant","380 Fulton Street","(718) 855-8300","Women's Apparel","www.lanebryant.com","BROOKLYN ","11201","40.691523","-73.98753","2","33","37","3329436","3001540019","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691523, -73.98753)"
"Lids","462 Fulton Street","(718) 624-0182","Apparel and Footwear","www.lids.com","BROOKLYN ","11201","40.690372","-73.984653","2","33","37","3000446","3001570014","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690372, -73.984653)"
"Lora's Fine Jewelry","515 Fulton Street","(718) 624-5589","Jewelry and Accessories ",,"BROOKLYN ","11201","40.690411","-73.984704","2","33","15","3000302","3001450046","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690411, -73.984704)"
"Lucille Roberts","540 Fulton Street, 2nd Floor","(718) 624-4300","Fitness","www.lucilleroberts.com","BROOKLYN ","11201","40.689011","-73.981228","2","33","37","3000000","3001610018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689011, -73.981228)"
"Macy's","422 Fulton Street","(718) 802-7370","Department Store","www.macys.com","BROOKLYN ","11201","40.690891","-73.985951","2","33","37","3335899","3001567502","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690891, -73.985951)"
"McDonald's","420 Fulton Street","(718) 858-7335","Food","www.mcdonalds.com","BROOKLYN ","11201","40.690905","-73.985991","2","33","37","3000442","3001560013","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690905, -73.985991)"
"Metro King","538 Fulton Street","(718) 522-1418","Food",,"BROOKLYN ","11201","40.689035","-73.981289","2","33","37","3000000","3001610018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689035, -73.981289)"
"Metro PCS","523 Fulton Street","(718) 624-6727","Electronics","www.metropcs.com","BROOKLYN ","11201","40.690279","-73.984376","2","33","15","3000323","3001460053","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690279, -73.984376)"
"Metro PCS -Verizon Wireless","445 Fulton Street","(718) 237-2500","Electronics",,"BROOKLYN ","11201","40.691517","-73.987473","2","33","11","3000371","3001500001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691517, -73.987473)"
"Metropolitan Dental ","447 Fulton Street, 2nd Floor","(718) 875-3200","Dental, Medical ",,"BROOKLYN ","11201","40.69141","-73.98721","2","33","11","3000385","3001510011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.69141, -73.98721)"
"MetroTech Medical and Dental Plaza","350 Fulton Street, 2nd Floor","(718) 488-8585","Dental, Medical ",,"BROOKLYN ","11201","40.691907","-73.98849","2","33","37","3000419","3001530015","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691907, -73.98849)"
"Mirage Boutique","445 Fulton Street","(718) 243-0043","Women's Apparel","http://miragebtq.com/","BROOKLYN ","11201","40.691517","-73.987473","2","33","11","3000371","3001500001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691517, -73.987473)"
"Modell's Sporting Goods","360 Fulton Street","(718) 855-1921","Sporting Goods
Women's and Men's Apparel
Women's and Men's Footwear","www.modells.com","BROOKLYN ","11201","40.691712","-73.987992","2","33","37","3000422","3001540011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691712, -73.987992)"
"Modell's Sporting Goods","464 Fulton Street","(718) 596-6005","Sporting Goods
Women's and Men's Apparel
Women's and Men's Footwear","www.modells.com","BROOKLYN ","11201","40.690348","-73.984595","2","33","37","3000447","3001570016","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690348, -73.984595)"
"Mr. Fulton","589 Fulton Street","no phone","Food",,"BROOKLYN ","11201","40.689027","-73.981217","2","33","33","3000352","3001490014","Fort Greene                                                                ","(40.689027, -73.981217)"
"Nubest","400 Fulton Street","(718) 802-9262","Jewelry and Accessories ",,"BROOKLYN ","11201","40.691215","-73.98677","2","33","37","3000440","3001550014","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691215, -73.98677)"
"NuCastle Jewelers","463 Fulton Street","(718) 875-7737","Jewelry and Accessories ",,"BROOKLYN ","11201","40.691232","-73.986759","2","33","11","3000378","3001510004","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691232, -73.986759)"
"NY Baby","565 Fulton Street","(718)-643-0692","Baby and Children's Furniture, Apparel and Accessories ","www.nybabystore.com","BROOKLYN ","11201","40.689461","-73.982331","2","33","33","3000360","3001490025","Fort Greene                                                                ","(40.689461, -73.982331)"
"Payless Shoes","510 Fulton Street","(718) 643-6049","Women's and Men's Footwear
Children's Footwear","www.payless.com","BROOKLYN ","11201","40.689483","-73.982432","2","33","37","3000458","3001600018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689483, -73.982432)"
"Payless Shoes","459 Fulton Street","(718) 625-0461","Women's and Men's Footwear
Children's Footwear","www.payless.com","BROOKLYN ","11201","40.691276","-73.986871","2","33","11","3000380","3001510006","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691276, -73.986871)"
"Perfumes Spot","487 Fulton Street","(646) 266-0121","Jewelry and Accessories ",,"BROOKLYN ","11201","40.69082","-73.985728","2","33","11","3000403","3001520005","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.69082, -73.985728)"
"Planet Cellular","400 Fulton Street","(718) 797-2346","Electronics",,"BROOKLYN ","11201","40.691215","-73.98677","2","33","37","3000440","3001550014","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691215, -73.98677)"
"Porta Bella","348 Fulton Street","(212) 239-7380","Men's Apparel ",,"BROOKLYN ","11201","40.69194","-73.988573","2","33","37","3000418","3001530014","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.69194, -73.988573)"
"Precious Angels","579B Fulton Street","(718) 468-3600","Children's Apparel",,"BROOKLYN ","11201","40.689236","-73.981754","2","33","33",,,"Fort Greene                                                                ","(40.689236, -73.981754)"
"Pretty Girl","468 Fulton Street","(718) 923-6030","Women's Apparel - Urban","www.shopprettygirl.com","BROOKLYN ","11201","40.690263","-73.984383","2","33","37","3000448","3001570018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690263, -73.984383)"
"Pretty Girl","514 Fulton Street","(718)-246-8189","Women's Apparel - Urban","www.shopprettygirl.com","BROOKLYN ","11201","40.689431","-73.982299","2","33","37","3000458","3001600018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689431, -73.982299)"
"Pro Sound Jewelry","522 Fulton Street","(718) 858-4552","Jewelry and Accessories ",,"BROOKLYN ","11201","40.689271","-73.981891","2","33","37","3000466","3001610033","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689271, -73.981891)"
"Pro Sound, Inc.","522 Fulton Street","(718) 875-6545","Electronics",,"BROOKLYN ","11201","40.689271","-73.981891","2","33","37","3000466","3001610033","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689271, -73.981891)"
"Quick Strike","515 Fulton Street","(718) 488-7692","Variety Store",,"BROOKLYN ","11201","40.690411","-73.984704","2","33","15","3000302","3001450046","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690411, -73.984704)"
"RadioShack","457 Fulton Street","(718) 246-3724","Electronics","www.radioshack.com","BROOKLYN ","11201","40.691298","-73.986928","2","33","11","3000381","3001510007","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691298, -73.986928)"
"Ragga  Muffin","575C Fulton Street","(718) 935-0577","Men's Apparel and Footwear - Urban ",,"BROOKLYN ","11201","40.689285","-73.981884","2","33","33",,,"Fort Greene                                                                ","(40.689285, -73.981884)"
"Ragga  Muffin","487 Fulton Street ","(718) 246-4444","Men's Apparel and Footwear - Urban ",,"BROOKLYN ","11201","40.69082","-73.985728","2","33","11","3000403","3001520005","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.69082, -73.985728)"
"Rainbow","493 Fulton Street","(718) 485-3000","Women's Apparel","www.rainbowshop.com","BROOKLYN ","11201","40.690754","-73.985558","2","33","11","3000400","3001520001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690754, -73.985558)"
