"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-04815-0037","636 BROOKLYN AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11203","40.658513","-73.94522","9","40","810","3107316","3048150037","Prospect Lefferts Gardens-Wingate                                          ","FLATBUSH-NORTH","D4-ELEVATOR","160","1959","152200","2059266","13.53","5820000","38.2","3-07235-0001","2612 WEST STREET
Brooklyn, NY 
(40.586035845351, -73.969409550361)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194880","2710993","13.91","9560000","49.1","5.2","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1476059","13.14","5550000","49.4","4.7"
"3-01173-0040","430 STERLING PLACE
Brooklyn, NY 
(40.674728060228, -73.964066308496)","3","11238","40.674797","-73.964238","8","35","207","3029395","3011730040","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","16","1910","15000","294600","19.64","1320000","88","3-00817-0001","5319 6 AVENUE
Brooklyn, NY 
(40.641969011327, -74.009946773009)","SUNSET PARK","C1-WALK-UP","16","1911","10460","205420","19.64","580000","55","3.25","3-01970-0001","51 CLASSON AVENUE
Brooklyn, NY 
(40.698595632509, -73.961752211107)","BEDFORD STUYVESANT","C1-WALK-UP","20","1930","14796","283167","19.14","1270000","86","0.9"
"3-01164-0042","230 PARK PLACE
Brooklyn, NY 
(40.6769761128, -73.970279360966)","3","11238","40.677027","-73.97038","8","35","163","3029055","3011640042","Prospect Heights                                                           ","PROSPECT HEIGHTS","D4-ELEVATOR","82","1937","114500","1488500","13","5600000","48.9","3-01164-0064","215 STERLING PLACE
Brooklyn, NY 
(40.676161347247, -73.970667605291)","PROSPECT HEIGHTS","D1-ELEVATOR","82","1937","92902","1323207","14.24","5250000","57","0","3-01185-0021","284 EASTERN PARKWAY
Brooklyn, NY 
(40.670703181965, -73.959438477763)","CROWN HEIGHTS","D1-ELEVATOR","72","1922","76680","968514","12.63","3640000","47.5","0.7"
"3-00254-0001","114 CLINTON STREET
Brooklyn, NY 
(40.693117673014, -73.993010441502)","3","11201","40.693173","-73.992957","2","33","502","3002212","3002540001","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","38","1924","48138","729772","15.16","2970000","62","3-00242-0018","191 HICKS STREET
Brooklyn, NY 
(40.695860194821, -73.995523572853)","BROOKLYN HEIGHTS","D9-ELEVATOR","19","1920","24528","401914","16.39","1630000","66","0.15","3-01948-0040","91 CLIFTON PLACE
Brooklyn, NY 
(40.688104504418, -73.960469215355)","CLINTON HILL","D5-ELEVATOR","22","1920","22500","341387","15.17","1390000","62","1.8"
"3-05328-0051","283 5 STREET
Brooklyn, NY 
(40.672048005111, -73.985168166103)","3",,,,,,,,,,"KENSINGTON","D4-ELEVATOR","25","1935","28200","305688","10.84","1080000","38.3","3-05324-0001","333 MC DONALD AVENUE
Brooklyn, NY 
(40.645989842578, -73.980004122275)","KENSINGTON","D1-ELEVATOR","268","1960","245202","3263686","13.31","12300000","50","0.2","3-05325-0065","199 2 STREET
Brooklyn, NY 
(40.676321385053, -73.9887644504)","KENSINGTON","D1-ELEVATOR","48","1937","49800","316318","6.35","971000","19.5","0.15"
"3-00758-0037","672 46 STREET
Brooklyn, NY 
(40.645038590763, -74.004219937794)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","16","1928","13096","204035","15.58","830000","63","3-01281-0009","1589 BEDFORD AVENUE
Brooklyn, NY 
(40.668063874842, -73.956002937575)","CROWN HEIGHTS","C1-WALK-UP","16","1905","13200","205656","15.58","836000","63","3.05","3-01281-0011","1585 BEDFORD AVENUE
Brooklyn, NY 
(40.668204768622, -73.955959260503)","CROWN HEIGHTS","C1-WALK-UP","16","1905","13200","205656","15.58","836000","63","3.05"
"3-08399-0120","2001 PEARSON STREET
Brooklyn, NY 
(40.613431484277, -73.919200543151)","3","11234","40.613975","-73.919827","18","46","686","3394559","3083990120","Georgetown-Marine Park-Bergen Beach-Mill Basin                             ","OLD MILL BASIN","C6-WALK-UP","56","1955","49940","758589","15.19","3090000","62","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","4.15","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","4"
"3-00957-0062","759 PRESIDENT STREET
Brooklyn, NY 
(40.674579038175, -73.977712967173)","3","11215","40.674498","-73.977584","6","39","157","3324959","3009570062","Park Slope-Gowanus                                                         ","PARK SLOPE","D4-ELEVATOR","31","1902","29000","477340","16.46","1940000","67","3-02139-0014","190 8 STREET
Brooklyn, NY 
(40.671380548515, -73.989160354469)","WILLIAMSBURG-SOUTH","C1-WALK-UP","41","1917","25924","452373","17.45","1840000","71","2.5","3-01178-0075","505 LINCOLN PLACE
Brooklyn, NY 
(40.671963251969, -73.959568191482)","CROWN HEIGHTS","C1-WALK-UP","30","1920","25556","395141","15.46","1210000","47.3","0.95"
"3-01091-0035","133 PROSPECT PARK
Brooklyn, NY 
(40.700627228686, -73.985419059894)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","PARK SLOPE","D4-ELEVATOR","43","1904","41925","581080","13.86","2300000","55","3-01065-0027","862 UNION STREET
Brooklyn, NY 
(40.673611671934, -73.973367230345)","PARK SLOPE","D1-ELEVATOR","49","1920","35310","569749","16.14","2320000","66","0.6","3-00220-0016","35 ORANGE STREET
Brooklyn, NY 
(40.699265124451, -73.994165515869)","BROOKLYN HEIGHTS","D1-ELEVATOR","48","1924","47136","596274","12.65","2240000","47.5","2.5"
"3-00232-0001","79 CLARK STREET
Brooklyn, NY 
(40.697469943764, -73.992971815924)","3","11201","40.697436","-73.992881","2","33","1","3001727","3002320001","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","301","1971","450503","6140355","13.63","17300000","38.4","3-05155-0050","405 WESTMINSTER ROAD
Brooklyn, NY 
(40.639024303267, -73.966828882476)","FLATBUSH-CENTRAL","D1-ELEVATOR","138","1960","153424","1847730","12.04","6510000","42.4","4.25","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2390870","15.22","6750000","43","0.15"
"3-08685-0010","3100 BRIGHTON 3 STREET
Brooklyn, NY 
(40.576697270631, -73.964146434349)","3","11235","40.576498","-73.96411","13","48","36001","3245056","3086850010","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","65","1920","59640","616081","10.33","2080000","34.9","3-08686-0031","301 BRIGHTWATER COURT
Brooklyn, NY 
(40.575652943847, -73.963915245071)","BRIGHTON BEACH","D1-ELEVATOR","48","1931","46920","452278","9.64","1390000","29.6","0.05","3-05389-0034","470 OCEAN PARKWAY
Brooklyn, NY 
(40.636977129644, -73.973195403096)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","72","1931","72600","612202","8.43","2020000","27.8","4.25"
"3-05972-0001","601 79 STREET
Brooklyn, NY 
(40.625090603905, -74.021447688897)","3",,,,,,,,,,"BAY RIDGE","D4-ELEVATOR","115","1940","132000","1177440","8.92","3880000","29.4","3-06058-0001","8801 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","140","1936","275892","2102681","7.62","6460000","23.41","1.05","3-06069-0004","8831 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619188475173, -74.025517745718)","BAY RIDGE","D1-ELEVATOR","122","1931","129024","1170620","9.07","3860000","29.9","0.5"
"3-02569-0035","140 NOBLE STREET
Brooklyn, NY 
(40.728661908905, -73.954958079652)","3","11222","40.728657","-73.955221","1","33","561","3064974","3025690035","Greenpoint                                                                 ","GREENPOINT","D4-ELEVATOR","60","1949","42900","434577","10.13","1470000","34.3","3-03331-0036","1041 BUSHWICK AVENUE
Brooklyn, NY 
(40.691107408294, -73.92091563585)","BUSHWICK","D1-ELEVATOR","47","1924","52630","531036","10.09","1500000","28.5","3.15","3-03178-0023","467 TROUTMAN STREET
Brooklyn, NY 
(40.708086484678, -73.921357483827)","WYCKOFF HEIGHTS","D2-ELEVATOR","46","1931","57125","550685","9.64","1860000","32.6","2.25"
"3-05099-0068","145 18 STREET
Brooklyn, NY 
(40.665009971019, -73.99488760384)","3",,,,,,,,,,"FLATBUSH-CENTRAL","D4-ELEVATOR","63","1962","58000","487200","8.4","1610000","27.8","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","2","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","0.95"
"3-06286-0001","8023 19 AVENUE
Brooklyn, NY 
(40.609178135894, -73.997034807285)","3","11214","40.609158","-73.99709","11","47","272","3163356","3062860001","Bensonhurst West                                                           ","BENSONHURST","D4-ELEVATOR","60","1927","57000","492730","8.64","1620000","28.4","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.7","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","4.15"
"3-01103-0048","195 PROSPECT PARK
Brooklyn, NY 
(40.70060512091, -73.984893937174)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","PARK SLOPE","C6-WALK-UP","21","1920","17000","321640","18.92","1310000","77","3-00396-0053","311 BALTIC STREET
Brooklyn, NY 
(40.685046380837, -73.992259277473)","BOERUM HILL","C1-WALK-UP","20","1900","17640","342456","19.41","1530000","87","1.75","3-03044-0029","165 MESEROLE STREET
Brooklyn, NY 
(40.708169057316, -73.942541294527)","WILLIAMSBURG-EAST","C1-WALK-UP","39","1930","17460","321532","18.42","1310000","75","3.8"
"3-01888-0002","153 CLINTON AVENUE
Brooklyn, NY 
(40.69333267946, -73.968809967226)","3","11205","40.693641","-73.968905","2","35","191","3054301","3018880002","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","16","1900","28800","460800","16","1870000","65","3-01167-0013","452 PARK PLACE
Brooklyn, NY 
(40.675418372846, -73.962824894705)","CROWN HEIGHTS","C1-WALK-UP","39","1926","29560","456201","15.43","1860000","63","1.4","3-01176-0001","267 LINCOLN PLACE
Brooklyn, NY 
(40.673701521559, -73.967042574226)","PROSPECT HEIGHTS","C1-WALK-UP","32","1922","28620","460929","16.11","1870000","65","1.45"
"3-05097-0112","150 18 STREET
Brooklyn, NY 
(40.664722757628, -73.99452541532)","3",,,,,,,,,,"FLATBUSH-CENTRAL","D4-ELEVATOR","55","1937","65915","591917","8.98","1950000","29.6","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","1.95","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","0.95"
"3-05340-0015","192 8 STREET
Brooklyn, NY 
(40.671343012921, -73.989082937308)","3",,,,,,,,,,"KENSINGTON","D4-ELEVATOR","30","1940","34200","370728","10.84","1310000","38.3","3-05324-0001","333 MC DONALD AVENUE
Brooklyn, NY 
(40.645989842578, -73.980004122275)","KENSINGTON","D1-ELEVATOR","268","1960","245202","3263686","13.31","12300000","50","0.4","3-05325-0065","199 2 STREET
Brooklyn, NY 
(40.676321385053, -73.9887644504)","KENSINGTON","D1-ELEVATOR","48","1937","49800","316318","6.35","971000","19.5","0.35"
"3-00250-0014","159 REMSEN STREET
Brooklyn, NY 
(40.69347181954, -73.992165359034)","3","11201","40.693417","-73.992034","2","33","9","3002097","3002500014","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","21","1930","20570","460768","22.4","2060000","100","3-00235-0042","36 CLARK STREET
Brooklyn, NY 
(40.69791574707, -73.994820625649)","BROOKLYN HEIGHTS","D1-ELEVATOR","33","1910","24570","550296","22.4","2460000","100","0.3","3-02425-0029","399 HEWES STREET
Brooklyn, NY 
(40.708645651376, -73.951233440758)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","29","1917","25800","741492","28.7","2610000","101","2.35"
"3-00241-0012","57 MONTAGUE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11201","40.695525","-73.996924","2","33","301","3001944","3002410012","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","128","1949","97938","1995976","20.38","8920000","91","3-01078-0016","530 2 STREET
Brooklyn, NY 
(40.670711051002, -73.977282710454)","PARK SLOPE","D1-ELEVATOR","47","1920","39261","558799","14.23","2220000","57","2.05","3-01079-0040","70 PROSPECT PARK
Brooklyn, NY 
(40.700642038029, -73.987868812094)","PARK SLOPE","D1-ELEVATOR","30","1920","36636","495008","13.51","1860000","51","2.15"
"3-03058-0001","30 MONTROSE AVENUE
Brooklyn, NY 
(40.706742417867, -73.949060542751)","3","11206","40.706762","-73.949111","1","34","511","3338413","3030580001","East Williamsburg                                                          ","WILLIAMSBURG-EAST","D4-ELEVATOR","774","1963","894000","10155840","11.36","28700000","32.1","3-04967-0040","3505 FOSTER AVENUE
Brooklyn, NY 
(40.638936731499, -73.943440287991)","FLATBUSH-EAST","D1-ELEVATOR","504","1950","388800","4415904","11.36","15600000","40.1","4.6","3-04964-0040","1368 NEW YORK AVENUE
Brooklyn, NY 
(40.639629582322, -73.945505767633)","FLATBUSH-EAST","D1-ELEVATOR","504","1950","388800","4331585","11.14","15300000","39.4","4.6"
"3-00919-0001","4015 7 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11232","40.647901","-74.00022","7","38","90","3341885","3009190001","Sunset Park East                                                           ","SUNSET PARK","C6-WALK-UP","43","1916","29296","468736","16","1910000","65","3-01167-0013","452 PARK PLACE
Brooklyn, NY 
(40.675418372846, -73.962824894705)","CROWN HEIGHTS","C1-WALK-UP","39","1926","29560","456201","15.43","1860000","63","2.75","3-01176-0001","267 LINCOLN PLACE
Brooklyn, NY 
(40.673701521559, -73.967042574226)","PROSPECT HEIGHTS","C1-WALK-UP","32","1922","28620","460929","16.11","1870000","65","2.55"
"3-07274-0015","440 NEPTUNE AVENUE
Brooklyn, NY 
(40.579864956105, -73.969778698469)","3","11224","40.580062","-73.969188","13","48","35602","3196581","3072740015","West Brighton                                                              ","CONEY ISLAND","D4-ELEVATOR","572","1964","623806","8137549","13.04","31400000","50","3-07050-0001","2930 30 STREET
Brooklyn, NY 
(40.574549915707, -73.996320142813)","CONEY ISLAND","D6-ELEVATOR","371","1972","386700","5534265","14.31","15600000","40.3","1.4","3-07052-0034","2966 28 STREET
Brooklyn, NY 
(40.57390130989, -73.994030962075)","CONEY ISLAND","D6-ELEVATOR","333","1970","453758","5347513","11.78","15100000","33.3","1.3"
"3-05101-0029","575 OCEAN AVENUE
Brooklyn, NY 
(40.648742450567, -73.960716577454)","3","11226","40.648896","-73.960774","14","40","51002","3117143","3051010029","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","63","1926","67084","598389","8.92","1690000","25.2","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","2.1","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","0.9"
"3-00197-0022","280 DEAN STREET
Brooklyn, NY 
(40.68439267832, -73.982528752209)","3","11217","40.684408","-73.982495","2","33","39","3001434","3001970022","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","BOERUM HILL","C6-WALK-UP","25","1900","18000","349200","19.4","986000","55","3-01029-0020","312 12 STREET
Brooklyn, NY 
(40.666786975025, -73.986685100607)","PARK SLOPE SOUTH","C1-WALK-UP","20","1914","14644","189355","12.93","712000","48.6","1.25","3-01041-0011","204 14 STREET
Brooklyn, NY 
(40.605018539187, -74.00996868818)","PARK SLOPE SOUTH","C1-WALK-UP","20","1915","15140","293602","19.39","1310000","87","1.3"
"3-05319-0024","100 OCEAN PARKWAY
Brooklyn, NY 
(40.648123234776, -73.975417955954)","3","11218","40.648447","-73.97547","7","39","500","3124021","3053190024","Windsor Terrace                                                            ","KENSINGTON","D4-ELEVATOR","103","1953","138600","1674288","12.08","5900000","42.6","3-05328-0037","178 OCEAN PARKWAY
Brooklyn, NY 
(40.645723070538, -73.974867230943)","KENSINGTON","D1-ELEVATOR","96","1928","94050","862969","9.18","2840000","30.2","0.15","3-05307-0045","70 DAHILL ROAD
Brooklyn, NY 
(40.645724928724, -73.981091594871)","KENSINGTON","D1-ELEVATOR","122","1934","149450","965200","6.46","2960000","19.81","0.45"
"3-05048-0078","289 PARKSIDE AVENUE
Brooklyn, NY 
(40.655739558875, -73.959183310529)","3","11226","40.655708","-73.958903","9","40","79601","3115840","3050480078","Prospect Lefferts Gardens-Wingate                                          ","FLATBUSH-LEFFERTS GARDEN","C6-WALK-UP","16","1931","17800","190460","10.7","538000","30.2","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","2.5","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","0.45"
"3-00993-0031","322 6 STREET
Brooklyn, NY 
(40.671264083884, -73.985427409407)","3",,,,,,,,,,"PARK SLOPE","C6-WALK-UP","20","1923","17800","336776","18.92","1370000","77","3-00396-0053","311 BALTIC STREET
Brooklyn, NY 
(40.685046380837, -73.992259277473)","BOERUM HILL","C1-WALK-UP","20","1900","17640","342456","19.41","1530000","87","1.05","3-03044-0029","165 MESEROLE STREET
Brooklyn, NY 
(40.708169057316, -73.942541294527)","WILLIAMSBURG-EAST","C1-WALK-UP","39","1930","17460","321532","18.42","1310000","75","3.45"
"3-06099-0001","9255 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11209","40.61951","-74.040225","10","43","5202","3322544","3060990001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","235","1951","230198","3079915","13.38","11600000","50","3-06468-0016","1429 SHORE PARKWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BATH BEACH","D1-ELEVATOR","263","1960","257300","3305508","12.85","12400000","48.2","2.3","3-07234-0001","2612 2 STREET
Brooklyn, NY 
(40.58598656919, -73.971298533254)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194880","2710993","13.91","9560000","49.1","4.3"
"3-01172-0021","280 ST JOHN'S PLACE
Brooklyn, NY 
(40.674024499796, -73.968237997814)","3","11238","40.674073","-73.968171","8","35","207","3029355","3011720021","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","16","1912","12628","248013","19.64","1110000","88","3-00817-0001","5319 6 AVENUE
Brooklyn, NY 
(40.641969011327, -74.009946773009)","SUNSET PARK","C1-WALK-UP","16","1911","10460","205420","19.64","580000","55","3.1","3-01970-0001","51 CLASSON AVENUE
Brooklyn, NY 
(40.698595632509, -73.961752211107)","BEDFORD STUYVESANT","C1-WALK-UP","20","1930","14796","283167","19.14","1270000","86","1"
"3-07776-0026","1270 51 STREET
Brooklyn, NY 
(40.63427910495, -73.993969279933)","3","11219","40.634333","-73.994012","12","44","220","3413692","3056557503","Borough Park                                                               ","FLATLANDS","D4-ELEVATOR","156","1966","149521","2058904","13.77","8160000","55","3-05155-0050","405 WESTMINSTER ROAD
Brooklyn, NY 
(40.639024303267, -73.966828882476)","FLATBUSH-CENTRAL","D1-ELEVATOR","138","1960","153424","1847730","12.04","6510000","42.4","2.15","3-06825-0037","2350 OCEAN AVENUE
Brooklyn, NY 
(40.604366082358, -73.952455734554)","MADISON","D3-ELEVATOR","110","1974","130842","2026099","15.49","8240000","63","2.15"
"3-06826-0062","2331 OCEAN AVENUE
Brooklyn, NY 
(40.604817073747, -73.952346710242)","3","11229","40.604908","-73.952445","15","48","560","3184168","3068260062","Madison                                                                    ","MADISON","D4-ELEVATOR","36","1955","38900","406760","10.46","1370000","35.2","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.65","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.85"
"3-00919-0006","4011 7 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11232","40.647917","-74.000202","7","38","90","3018063","3009190006","Sunset Park East                                                           ","SUNSET PARK","C6-WALK-UP","44","1924","30196","483136","16","1960000","65","3-00733-0038","874 43 STREET
Brooklyn, NY 
(40.644026338157, -73.998001532029)","BOROUGH PARK","C1-WALK-UP","44","1926","30556","480000","15.71","1950000","64","0.2","3-00297-0019","182 AMITY STREET
Brooklyn, NY 
(40.688767939764, -73.994587461443)","COBBLE HILL","C1-WALK-UP","48","1900","35950","575302","16","2340000","65","2.85"
"3-05906-0018","190 72 STREET
Brooklyn, NY 
(40.634214335357, -74.030020439736)","3",,,,,,,,,,"BAY RIDGE","D4-ELEVATOR","455","1932","369046","3336176","9.04","11000000","29.8","3-06069-0004","8831 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619188475173, -74.025517745718)","BAY RIDGE","D1-ELEVATOR","122","1931","129024","1170620","9.07","3860000","29.9","1.1","3-06058-0001","8801 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","140","1936","275892","2102681","7.62","6460000","23.41","0.9"
"3-02431-0005","341 BEDFORD AVENUE
Brooklyn, NY 
(40.712241498277, -73.962716175382)","3","11211","40.712243","-73.962717","1","34","551","3063267","3024310005","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","C6-WALK-UP","36","1913","25793","210629","8.17","595000","23.07","3-02394-0020","258 GRAND STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","23","1910","25839","210329","8.14","646000","25","0.15","3-02437-0028","355 4 STREET
Brooklyn, NY 
(40.671533058771, -73.982359050724)","WILLIAMSBURG-SOUTH","C1-WALK-UP","16","1927","12000","102987","8.58","339000","28.3","0.45"
"3-05156-0058","385 ARGYLE ROAD
Brooklyn, NY 
(40.639920801295, -73.966045507508)","3","11218","40.639804","-73.966043","14","40","520","3118669","3051560058","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","60","1941","59640","591032","9.91","2000000","33.5","3-03908-0010","2 ELTON STREET
Brooklyn, NY 
(40.683699338276, -73.885701200834)","CYPRESS HILLS","D1-ELEVATOR","53","1928","47505","524837","11.05","1610000","33.9","5.1","3-06770-0001","2302 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","MIDWOOD","D1-ELEVATOR","42","1936","47300","393442","8.32","1210000","25.6","2"
"3-06510-0001","840 8 STREET
Brooklyn, NY 
(40.628915902424, -73.968927059209)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","D4-ELEVATOR","168","1953","180000","2174400","12.08","7660000","42.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.7","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","3"
"3-01072-0040","27 PROSPECT PARK
Brooklyn, NY 
(40.700755302145, -73.989732013112)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","PARK SLOPE","D4-ELEVATOR","33","1928","57824","925184","16","3760000","65","3-06681-0449","1860 OCEAN PARKWAY
Brooklyn, NY 
(40.60337516665, -73.966841052457)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","48","1934","60000","497597","8.29","1640000","27.3","4.7","3-01861-0020","1320 FULTON STREET
Brooklyn, NY 
(40.680279013607, -73.947943916312)","BEDFORD STUYVESANT","D9-ELEVATOR","65","1985","57876","946012","16.35","2670000","46.1","1.4"
"3-06818-0025","1840 13 STREET
Brooklyn, NY 
(40.601818337569, -73.985222128236)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","125","1954","132000","1377160","10.43","4650000","35.2","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.25","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.3"
