"district","schooldbn","name","overview","neighborhood","address","sharedbuilding","accessibility_description","telephone","independentwebsite","url","subway","bus","code_prog1","name_prog1","admissionsmethod_prog1","geapps_prog1","swdapps_prog1","geappsperseat_prog1","swdappsperseat_prog1","swdseats_prog1","geseats_prog1","gefilled_prog1","swdfilled_prog1","eligibility_prog1","priority1_prog1","priority2_prog1","priority3_prog1","priority4_prog1","priority5_prog1","priority6_prog1","priority7_prog1","code_prog2","name_prog2","admissionsmethod_prog2","geapps_prog2","swdapps_prog2","geappsperseat_prog2","swdappsperseat_prog2","swdseats_prog2","geseats_prog2","gefilled_prog2","swdfilled_prog2","eligibility_prog2","priority1_prog2","priority2_prog2","priority3_prog2","priority4_prog2","priority5_prog2","priority6_prog2","priority7_prog2","code_prog3","name_prog3","admissionsmethod_prog3","geapps_prog3","swdapps_prog3","geappsperseat_prog3","swdappsperseat_prog3","swdseats_prog3","geseats_prog3","gefilled_prog3","swdfilled_prog3","eligibility_prog3","priority1_prog3","priority2_prog3","priority3_prog3","priority4_prog3","priority5_prog3","priority6_prog3","priority7_prog3","code_prog4","name_prog4","admissionsmethod_prog4","geapps_prog4","swdapps_prog4","geappsperseat_prog4","swdappsperseat_prog4","swdseats_prog4","geseats_prog4","gefilled_prog4","swdfilled_prog4","eligibility_prog4","priority1_prog4","priority2_prog4","priority3_prog4","priority4_prog4","priority5_prog4","priority6_prog4","priority7_prog4","code_prog5","name_prog5","admissionsmethod_prog5","geapps_prog5","swdapps_prog5","geappsperseat_prog5","swdappsperseat_prog5","swdseats_prog5","geseats_prog5","gefilled_prog5","swdfilled_prog5","eligibility_prog5","priority1_prog5","priority2_prog5","priority3_prog5","priority4_prog5","priority5_prog5","priority6_prog5","priority7_prog5","code_prog6","name_prog6","admissionsmethod_prog6","geapps_prog6","swdapps_prog6","geappsperseat_prog6","swdappsperseat_prog6","swdseats_prog6","geseats_prog6","gefilled_prog6","swdfilled_prog6","eligibility_prog6","priority1_prog6","priority2_prog6","priority3_prog6","priority4_prog6","priority5_prog6","priority6_prog6","priority7_prog6","code_prog7","name_prog7","admissionsmethod_prog7","geapps_prog7","swdapps_prog7","geseats_prog7","swdseats_prog7","geappsperseat_prog7","swdappsperseat_prog7","gefilled_prog7","swdfilled_prog7","eligibility_prog7","priority1_prog7","priority2_prog7","priority3_prog7","priority4_prog7","priority5_prog7","priority6_prog7","priority7_prog7","code_prog8","name_prog8","admissionsmethod_prog8","geapps_prog8","swdapps_prog8","geseats_prog8","swdseats_prog8","geappsperseat_prog8","swdappsperseat_prog8","gefilled_prog8","swdfilled_prog8","eligibility_prog8","priority1_prog8","priority2_prog8","priority3_prog8","priority4_prog8","priority5_prog8","priority6_prog8","priority7_prog8","code_prog9","name_prog9","admissionsmethod_prog9","geapps_prog9","swdapps_prog9","geseats_prog9","swdseats_prog9","geappsperseat_prog9","swdappsperseat_prog9","gefilled_prog9","swdfilled_prog9","eligibility_prog9","priority1_prog9","priority2_prog9","priority3_prog9","priority4_prog9","priority5_prog9","priority6_prog9","priority7_prog9","code_prog10","name_prog10","admissionsmethod_prog10","geapps_prog10","swdapps_prog10","geseats_prog10","swdseats_prog10","geappsperseat_prog10","swdappsperseat_prog10","gefilled_prog10","swdfilled_prog10","eligibility_prog10","priority1_prog10","priority2_prog10","priority3_prog10","priority4_prog10","priority5_prog10","priority6_prog10","priority7_prog10","code_prog11","name_prog11","admissionsmethod_prog11","geapps_prog11","swdapps_prog11","geseats_prog11","swdseats_prog11","geappsperseat_prog11","swdappsperseat_prog11","gefilled_prog11","swdfilled_prog11","eligibility_prog11","priority1_prog11","priority2_prog11","priority3_prog11","priority4_prog11","priority5_prog11","priority6_prog11","priority7_prog11","code_prog12","name_prog12","admissionsmethod_prog12","geapps_prog12","swdapps_prog12","geseats_prog12","swdseats_prog12","geappsperseat_prog12","swdappsperseat_prog12","gefilled_prog12","swdfilled_prog12","eligibility_prog12","priority1_prog12","priority2_prog12","priority3_prog12","priority4_prog12","priority5_prog12","priority6_prog12","priority7_prog12","code_prog13","name_prog13","admissionsmethod_prog13","geapps_prog13","swdapps_prog13","geseats_prog13","swdseats_prog13","geappsperseat_prog13","swdappsperseat_prog13","gefilled_prog13","swdfilled_prog13","eligibility_prog13","priority1_prog13","priority2_prog13","priority3_prog13","priority4_prog13","priority5_prog13","priority6_prog13","priority7_prog13","code_prog14","name_prog14","admissionsmethod_prog14","geapps_prog14","swdapps_prog14","geseats_prog14","swdseats_prog14","geappsperseat_prog14","swdappsperseat_prog14","gefilled_prog14","swdfilled_prog14","eligibility_prog14","priority1_prog14","priority2_prog14","priority3_prog14","priority4_prog14","priority5_prog14","priority6_prog14","priority7_prog14","code_prog15","name_prog15","admissionsmethod_prog15","geapps_prog15","swdapps_prog15","geseats_prog15","swdseats_prog15","geappsperseat_prog15","swdappsperseat_prog15","gefilled_prog15","swdfilled_prog15","eligibility_prog15","priority1_prog15","priority2_prog15","priority3_prog15","priority4_prog15","priority5_prog15","priority6_prog15","priority7_prog15","coursepassrate","elaprof","mathprof","tophs1","tophs2","tophs3","surveysafety","totalstudents","gradespan","diversityinadmissions","start_time","end_time","ellprograms","other_features","languageclasses","acceleratedclasses","electiveclasses","activities_description","othersports","postcode","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"32","32K554","All City Leadership Secondary School","Our school offers parent orientations on weekends in both English and Spanish for the upcoming school year for two select weekends in the Fall. Please contact the school for the dates and times.","Bushwick","321 Palmetto Street, Brooklyn, NY 11237",,"Not Accessible","718-246-6500",,"https://www.myschools.nyc/en/schools/middle-school/13028","L, M to Myrtle Ave-Wyckoff Ave","B13, B26, B38, B52, B54, B60, Q55, Q58","K554M","All City Leadership Secondary School","Screened","868","165","18","15","11","49","Y","Y","Open to students and residents of Brooklyn and Queens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97","90","91","All City Leadership Secondary School","Gotham Professional Arts Academy",,"96","433","6-12",,"7:45am","2:35pm","English as a New Language",,"Spanish","Spanish,Algebra I,Living Environment",,,,"11237","BROOKLYN","40.69737","-73.913171","304","37","433","3413715","3033440136","Bushwick North"
"5","05M362","Columbia Secondary School","Students like our family atmosphere and the creative vibe of our teachers and courses. Students also like the opportunities to take courses at Columbia University in high school. Parents like the availability of the teachers and the cultural events that celebrate the diverse community, like our yearly musical, Black History Month celebration, and Hispanic Month celebration. Parents also appreciate the quality of the teachers and the breadth and depth of the curriculum. Columbia Secondary School for Math, Science, and Engineering has one of the only middle to high school engineering sequences in the state as well as a seven-year philosophy curriculum. We created our own community garden in partnership with the New York City Department of Parks & Recreation, which has become an integral part of our community. Our school focuses on hands-on, inventive learning experiences, and our teachers develop field experiences that bring coursework into an authentic setting without losing rigor.","Morningside Heights","425 West 123 Street, New York, NY 10027","Yes-05M125","Partially Accessible","212-666-1278",,"https://www.myschools.nyc/en/schools/middle-school/9394","1, A, B, C, D to 125th St","Bx15, M10, M100, M101, M104, M11, M116, M2, M3, M4, M5, M60-SBS, M7","M362M","Columbia Secondary School for Math, Science and Engineering","Screened","1236","165","16","8","21","75","Y","Y","Open to students and residents of Districts 3, 4, 5, and 6.","Priority to students and residents of District 3 north of 96th Street and students and residents of Districts 4, 5, and 6","Then to students and residents of District 3 south of 96th Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95","87","88","Columbia Secondary School","The Bronx High School of Science",,"91","698","6-12",,"8:00am","2:30pm","English as a New Language",,"Latin;Spanish","Spanish,Algebra I,Geometry,Earth Science",,,,"10027","MANHATTAN","40.810431","-73.955809","109","7","20901","1059526","1019640012","Morningside Heights"
"5","05M371","M.S. 371","M.S. 371 will open its doors in the Fall of 2020. M.S. 371 aims to rethink the middle school experience by immersing students in active exploration of their world. Through project-based learning, outdoor experiences, and hands-on approaches, students will be challenged to question their world and dig deep to find answers. By pairing this work with a strong math, literacy, and arts foundation, students will be encouraged to share their ideas with an authentic audience beyond the classroom walls and take action in their communities. We seek to root studentsÃÂ¢ÃÂÃÂ learning in a deep understanding of the earthÃÂ¢ÃÂÃÂs systems and societies - from engaging them in learning the history of their neighborhood to teaching them to grow their own food! Incoming students and families will be invited to attend summer enrichment events.",,"425 West 130 Street, New York, NY 10027",,"Not Accessible","212-690-5932",,"https://www.myschools.nyc/en/schools/middle-school/13247",,,"M371U","M.S. 371","Open","147","61","2","3","20","70","N","Y","Open to students and residents of District 5","Priority to 5th grade students who attend P.S. 129","Then to stuents and residents of District 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A",,,,,,"N/A","N/A","Grades: 6-8",,,,"English as a New Language","Uniform",,,,"Cooking, Gardening, Science Club, Advisory",,"10027","MANHATTAN","40.814637","-73.951912","109","9","21703","1059407","1019570010","Manhattanville"
"5","05M499","Frederick Douglass Academy","Frederick Douglass Academy is a college preparatory school with a structured liberal arts curriculum. Our goal is to provide a challenging curriculum that enables our students to enter a selective college or university of their choice. All students must abide by our 12 Non-Negotiable Rules and Student Creed.","Harlem","2581 7Th Avenue, New York, NY 10039","Yes-05M010","Partially Accessible","212-491-4107",,"https://www.myschools.nyc/en/schools/middle-school/9397","A, B, C, D to 145th St; 3 to Harlem - 148 St","Bx13, Bx19, Bx6, M1, M10, M102, M2, M3, M7","M499S","Frederick Douglass Academy","Screened","122","55","1","2","27","93","N","N","Open to students and residents of District 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92","23","10","Frederick Douglass Academy",,,"74","1072","6-12",,"8:00am","2:38pm","English as a New Language",,"French;Other Language","US History,Algebra I,Living Environment",,,,"10039","MANHATTAN","40.824319","-73.93712","110","9","236","1060198","1020160100","Central Harlem North-Polo Grounds"
"5","05M514","New Design Middle School","10 Fun Facts About New Design Middle School  1- NDMS is a small, friendly, educational environment.  2- NDMS has a technology program with a focus on virtual reality.  3- NDMS is located in West Harlem near Riverbank Park, Apollo Theater, City College and Columbia University.  4- NDMS is a uniform school.  5- NDMS has a Soccer Team.  6- Our after school program provides students with music, art and dance classes.   7- NDMS provides field trips to popular locations around the city.  8- Our curriculum is inclusive to ALL STUDENTS with a focus on critical thinking and problem solving skills.  9- NDMS has shown gradual increase on state test scores.  10- We offer a 3 week summer bridge program for all incoming 6th graders to ease the transition from elementary to middle school.","Manhattanville","625 West 133 Street, New York, NY 10027","Yes-05M195","Fully Accessible","212-281-6339","youtu.be/opzp9i9CU-s","https://www.myschools.nyc/en/schools/middle-school/9398","B, C to 135th St; 1 to 137th St - City College","Bx15, Bx19, M100, M101, M104, M11, M3, M4, M5, M60-SBS","M514L","New Design Middle School","Open","109","74","2","15","5","47","N","Y","Open to students and residents of District 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82","9","9","Frederick Douglass Academy","Longwood Preparatory Academy",,"69","138","6-8",,"8:00am","2:20pm","English as a New Language","Extended Day,Summer Session,Weekend Program,Uniform","Greek",,"Advisory, Algebra I, Chess, Dance, Drama, Fashion, Health, Math, Physical Education, Saturday Academy, Science, Specialized High School Test Preparation, Student Council, Technology, Theater, Yearbook","Book Club, Chess, Dance, Fashion, Glee Club, Homework Help, Restorative Circles, Saturday Academy, Spelling Bee, Student Council, Technology, Theater, Tutoring, Video Game Club, Yearbook","Basketball, Dance, Fitness Club, Flag Football, Soccer, Volleyball","10027","MANHATTAN","40.819481","-73.95761","109","7","22302","1059942","1020010005","Manhattanville"
"5","05M517","Teachers College Community School","The Teachers College Community School (TCCS) is a university assisted, non-selective Pre-K-8 demonstration school that applies state of-the-art knowledge and best practices in teaching, learning, and child development. It opened in 2011 and is growing by one grade each year. TCCS admitted its first sixth grade class in 2017. The mission of TCCS is to provide a child-centered environment that will inspire and challenge all of our students to become independent thinkers, problem solvers and life-long learners, and to work as a collaborative unit of parents, faculty and staff to ensure that our students perform their optimal best. We are a nurturing community that believes students learn best through positive framing, setting personalized goals and knowing what they need to do to achieve their goals. TCCS takes pride in a rigorous curriculum that develops studentsÃÂÃÂ¢ÃÂÃÂÃÂÃÂ knowledge, concepts, and skills, and encourages proactive and engaged learning. The school community is notable for its diverse and respectful learning environment and attention to nourishing the whole student. TCCS has a relationship with Teachers College which provides expertise and services to help ensure student success. For example, TCCS provides rigorous and individualized English Language Arts instruction through the Teachers College Reading Writing Project (TCRWP). Other special features of the school include: customized CCS aligned Math curriculum and customized Science curriculum both designed with support from Teachers College, small group targeted interventions and accelerated enrichment, school garden, STEAM programming in partnership with Salvadori Center and Youth Force, and instrumental, vocal and music composition courses in partnership with Teachers College and Manhattan School of Music.","Manhattanville","168 Morningside Avenue, New York, NY 10027","Yes-05M484,05M916","Not Accessible","212-316-8080",,"https://www.myschools.nyc/en/schools/middle-school/9399","1, A, B, C, D to 125th St","Bx15, Bx33, M10, M100, M101, M104, M11, M2, M3, M4, M5, M60 SBS","M517U","Teachers College Community School","Open","256","73","7","7","11","39","Y","Y","Open to students and residents of District 5 and 6","Priority to continuing students","Then to District 5 and 6 students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79","42","28",,,,"80","374","PK-8",,"8:35am","2:55pm","English as a New Language",,"Other Language","Algebra I,Living Environment",,,,"10027","MANHATTAN","40.81242","-73.953315","109","7","21303","1084102","1019670024","Manhattanville"
"5","05M670","Thurgood Marshall Academy for Learning and Social Change","TMA serves grades 6 - 12 with a specific purpose of preparing students for college or to move directly into a variety of career and training programs. As a school of approximately 550 students, we are able to know and support our students in this small community. We have established over twenty community partnerships that range from technology and design to street squash.  Students are expected to participate in college courses through our partnerships with different colleges and universities during student 11th and 10th grade years. We offer mentoring programs dedicated to both young women and men.  Our sports include women and men's basketball, track and  badminton.  Our grades 6 - 8 program includes wrap-around supports with our extended learning time partner SoBro (programs run from 2:40 pm - 6 pm Monday's through Fridays) free of charge.","Harlem","200-214 West 135Th Street, New York, NY 10030","Yes-05M970","Fully Accessible","212-283-8055","www.tmanyc.org","https://www.myschools.nyc/en/schools/middle-school/9403","A, D to 125th St; 2, 3, B, C to 135th St","Bx15, Bx33, M1, M10, M100, M101, M102, M104, M11, M2, M3, M7","M670M","Thurgood Marshall Academy for Learning and Social Change","Screened","224","65","5","5","13","47","Y","Y","Open to students and residents of District 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82","32","10","Thurgood Marshall Academy for Learning and Social Change","Central Park East High School","A. Philip Randolph Campus High School","85","541","6-12",,"8:20am","2:40pm","English as a New Language","Extended Day,Summer Session,Uniform",,,"Algebra I, Art, Book Club, Coding, Dance, Debate, Drama, Fine Arts, Fitness, Living Environment, Math, Music, Physical Education, Regents Living Environment","Art, Book Club, Coding, Dance, Debate, Drama, Fitness, Leadership, Music, National Junior Honor Society, Restorative Circles, School Newspaper, STEM, Visual Arts, Yearbook","Badminton, Basketball, Cheerleading, Running Club, Track and Field, Street Squash","10030","MANHATTAN","40.815449","-73.944061","110","9","228","1058843","1019400035","Central Harlem North-Polo Grounds"
"6","06M018","P.S. 018 Park Terrace","PS/IS 18 is committed to all children and their families. We foster collaboration, inquiry and  systemic attention to empathy, social emotional awareness and readiness for high school and beyond. Our school collaborates with outside programs to develop the whole child through the arts, STEAM, Dance, Chess, Debates, CHAMPS and most of all a love for learning as they grow into young adults.","Inwood","4124 9 Avenue, New York, NY 10034","Yes-06M898","Partially Accessible","917-521-2220",,"https://www.myschools.nyc/en/schools/middle-school/9456","A to Inwood - 207th St; 1 to Marble Hill - 225th St","Bx12, Bx12-SBS, Bx20, Bx3, Bx32, Bx7, Bx9, BxM1, BxM18, BxM2, BxM3, M100","M018U","Park Terrace (P.S. 18)","Open","69","18","1","2","11","49","N","N","Open to students and residents of District 6","Priority to continuing students","Then to residents of the elementary school zone","Then to District 6 students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.99999999999999","21","18","Manhattan Bridges High School","Inwood Early College for Health and Information Technologies",,"86","349","K-8",,"8:00am","2:20pm","English as a New Language","Summer Session,Weekend Program,Uniform",,"Algebra I","Advisory, Algebra I, Art, Chess, Math, Saturday Academy, STEM, Vocal Music","Art, Chess, Saturday Academy, STEM, Student Council, Tutoring","Basketball, Volleyball","10034","MANHATTAN","40.871278","-73.911516","112","10","299","1082045","1022150824","Marble Hill-Inwood"
"6","06M052","Harold O. Levy School","Harold O. Levy School 52 is the only Apple ConnectED school in District 06. There are only 14 Apple ConnectED Schools in New York City and Harold O. Levy School 52 is honored to be among them. As an Apple ConnectED school, every student is given an iPad, & every classroom has an Apple TV. Students use their devices every day and learn how to create digital documents, track their progress online, and work collaboratively on multiple projects throughout the year. We are also a Computer Science 4 ALL school, providing computer science instruction through hands on project-based units of study. Our school offers art and music and we have the only middle school marching band in Inwood, the Harold O. Levy School 52 Tiger Band! Band students learn how to play instruments, read music, and perform all across New York City. We offer a variety of programs that support students academically and offer enrichment outside the standard subject areas. These programs include: Urban Advantage, CHAMPS Sports, Code.org, Arduino Circuitry, Lego Robotics, Games 4 Change, Video Game Design, Apple Classroom, and more. Harold O. Levy School 52 also offers free one-to-one tutoring programs after school, Saturday academies, & seasonal academies during school breaks for students who require additional support in ELA and Math.","Inwood","650 Academy Street, New York, NY 10034",,"Not Accessible","212-567-9162",,"https://www.myschools.nyc/en/schools/middle-school/9464","A to Dyckman St-200th St; 1 to Dyckman St","Bx12, Bx12-SBS, Bx20, Bx7, BxM1, M100, M3, M4","M052U","Harold O. Levy School 52 Apple ConnectED Program","Open","131","32","1","3","10","98","N","N","Open to students and residents of District 6",,,,,,,,"M052Z","Harold O. Levy School 52 Zoned Program","Zoned","17","1","1","0","5","25","N","N","Open to students residing in the zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97","17","16","Inwood Early College for Health and Information Technologies","High School for Environmental Studies","Gregorio Luperon High School for Science and Mathematics","81","268","6-8",,"8:00am","2:20pm","English as a New Language",,"Spanish;Other Language","Spanish,Algebra I",,,,"10034","MANHATTAN","40.866053","-73.924835","112","10","291","1076776","1022330020","Marble Hill-Inwood"
"6","06M143","J.H.S. 143 Eleanor Roosevelt","I.S. 143 has many partnerships and services we provide to support the development of the whole child and address the complex and multi-faceted processes of raising physically, socially, emotionally, and academically successful  children.  Students' learning and development  are greatly enhanced by the affiliations with our partners, such as: Yeshiva University (START); Yeshiva Tutors; Columbia Medical and Dental Clinic; CHAMPS sports programs; Alianza Dominicana (Community-Based Organization).","Washington Heights","511 West 182Nd Street, New York, NY 10033",,"Partially Accessible","212-927-7739","www.is143.org","https://www.myschools.nyc/en/schools/middle-school/9475","1, A to 181st St","Bx11, Bx13, Bx18, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M5, M98","M143U","Eleanor Roosevelt Intermediate School (I.S. 143)","Open","153","47","2","3","14","98","N","N","Open to students and residents of District 6","Priority to students attending PS 115, PS 132, or PS 189 and to residents of the middle school zone","Then to District 6 students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89","19","15","Manhattan Bridges High School","High School for Law and Public Service","The College Academy","82","222","6-8",,"8:00am","2:20pm","English as a New Language","Weekend Program,Uniform",,"Algebra I,Living Environment","Algebra I, Art, Coding, National Junior Honor Society, Physical Education, Regents Living Environment, Robotics, Saturday Academy, Student Council","Art, Coding, National Junior Honor Society, Robotics, Saturday Academy, Student Council, Tutoring","Basketball","10033","MANHATTAN","40.848908","-73.930948","112","10","269","1063703","1021550035","Washington Heights North"
"6","06M187","P.S./I.S. 187 Hudson Cliffs","P.S./I.S. 187's Intermediate School proudly serves students in grades 5-8.   Our school believes in providing our students with the best academic experience possible while focusing on their social-emotional needs as well.   Students in our middle school take classes focused on the four major subjects: Math, Science, Literacy, and Social Studies while also participating in Visual Art, Instrumental Band, and Spanish.   For those students interested in music theater, our middle schooler's have the opportunity to audition for our annual musical.   For those individuals looking for sports, 187 offers track and field, basketball, soccer, and more!  187 is a school built on traditions and community.  Whether it's raising funds for breast cancer awareness during our Think Pink week in October to our spirited staff versues 8th-grade March Madness volleyball game, our commitment is to providing a safe and nurturing environment where every child can grow.","Washington Heights","349 Cabrini Boulevard, New York, NY 10040",,"Not Accessible","212-927-8218","www.187hudsoncliffs.org","https://www.myschools.nyc/en/schools/middle-school/9487","A to 190th St; 1 to 191st St","Bx11, Bx13, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M98","M187U","Hudson Cliffs School (P.S./I.S. 187)","Open","313","64","4","4","17","79","Y","Y","Open to students and residents of District 6","Priority to continuing students","Then to residents of the middle school zone","Then to District 6 students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99","70","63","High School for Environmental Studies",,,"93","785","PK-8",,"8:00am","2:20pm","English as a New Language","Weekend Program","Spanish","Algebra I","Band, Foreign Language, Visual Arts","Art, Band, Choir, Homework Help, Math Team, Musical Theater, Rock Band, Saturday Academy, Student Council, Talent Show, Visual Arts, Yearbook","Cross Country, Flag Football, Track and Field, Volleyball","10040","MANHATTAN","40.856693","-73.937093","112","10","273","1064371","1021790365","Washington Heights North"
