"program_type","program","site_name","borough_community","agency","contact_number","grade_level_age_group","location_1","number_and_street_address","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"After-School Programs","Middle School","The Brotherhood/Sister Sol, Inc","New York","The Brotherhood/Sister Sol, Inc","212.283.7044","MiddleSchool","512 143rd Street
New York, NEW YORK 10031
(40.824501220606, -73.949889962035)","512 West 143rd Street","10031","40.824482","-73.949867","9","7","229","1061865","1020740047","Hamilton Heights                                                           "
"After-School Programs","Middle School","Claremont Neighborhood Centers, Inc.","Bronx","Claremont Neighborhood Centers, Inc.","718.588.1000","MiddleSchool","489 169th Street
Bronx, NEW YORK 10456
(40.833009438875, -73.905735217316)","489 East 169th Street","10456","40.832965","-73.905669","3","16","14701","2092082","2029100001","Claremont-Bathgate                                                         "
"After-School Programs","Middle School","Intermediate School 43","Queens","Federation Employment & Guidance Services (FEGS)","212.366.8401","MiddleSchool","160 Beach 29th Street
Queens, NEW YORK 11691
(40.594515128003, -73.761826540295)","160 Beach 29th Street","11691","40.593834","-73.76174","14","31","99802","4467711","4158200001","Far Rockaway-Bayswater                                                     "
"After-School Programs","Middle School","Dr. White Community Center","Brooklyn","Builders For Family & Youth of Diocese of Brooklyn (BFFY)","718.722.6023","MiddleSchool","200 Gold Street
Brooklyn, NEW YORK 11201
(40.698288822006, -73.983097400318)","200 Gold Street","11201","40.698184","-73.983079","2","33","15","3000197","3001090001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"After-School Programs","Middle School","Bronx Lesbian Gay Health Resource Consortium","Bronx","Bronx Lesbian Gay Health Resource Consortium","718.292.4368","MiddleSchool","448 149th Street
Bronx, NEW YORK 10455
(40.815410316439, -73.916173136181)","448 East 149th Street","10455","40.815377","-73.916026","1","8","43","2000538","2022930053","Mott Haven-Port Morris                                                     "
"After-School Programs","Middle School","St. Raymond Community Outreach","Bronx","St. Raymond Community Outreach","718.824.0353","MiddleSchool","1720 Metropolitan Avenue
Bronx, NEW YORK 10462
(40.840552520607, -73.853865592913)","1720 Metropolitan Avenue","10462","40.840657","-73.85368","9","18","222","2041258","2039580010","Parkchester                                                                "
"After-School Programs","Middle School","University Heights School","Bronx","Research Foundation of CUNY","212.417.8425","MiddleSchool","495 University Ave & West 181 Street
Bronx, NEW YORK 10453
(40.852786838342, -73.913426784319)","495 University Ave & West 181 Street","10453",,,,,,,,
"After-School Programs","Middle School","South Bronx Overall Economic Development Corp.","Bronx","South Bronx Overall Economic Development Corp.","718.585.2600","MiddleSchool","555 Bergen Avenue
Bronx, NEW YORK 10455
(40.815944415254, -73.916415911483)","555 Bergen Avenue","10455","40.815959","-73.916354","1","17","71","2097027","2022940002","Melrose South-Mott Haven North                                             "
"After-School Programs","Middle School","Neighborhood Defender Service of Harlem","New York","Neighborhood Defender Service of Harlem","212.876.5500","MiddleSchool","317 Lenox Avenue
New York, NEW YORK 10027
(40.808477178137, -73.945100354507)","317 Lenox Avenue","10027","40.808291","-73.945122","10","9","222","1085673","1019107501","Central Harlem South                                                       "
"After-School Programs","Middle School","Police Athletic League, Inc.","New York","Police Athletic League, Inc.","212.477.9450","MiddleSchool","441 Manhattan Avenue
New York, NEW YORK 10026
(40.806694644425, -73.955618643362)","441 Manhattan Avenue","10026","40.806654","-73.955649","10","9","257","1088138","1019450051","Central Harlem South                                                       "
"After-School Programs","Middle School","Newton High School - H.S. 455","Queens","Visiting Neighbors, Inc.","212.260.6200","MiddleSchool","48 01 90th Street
Queens, NEW YORK 11373
(40.738710402563, -73.878351155182)","48-01 90th Street","11373","40.741122","-73.874721","4","25","461","4045629","4018490001","Elmhurst                                                                   "
"After-School Programs","Middle School","Echo Park","New York","Association to Benefit Children","212.845.3821","MiddleSchool","1841 Park Avenue
New York, NEW YORK 10035
(40.805822302057, -73.938279714637)","1841 Park Avenue","10035","40.80582","-73.938463","11","9","242","1054495","1017750001","East Harlem North                                                          "
"After-School Programs","Middle School","Taft Hope Leadership Academy","New York","The Childrens Aid Society","212.949.4800","MiddleSchool","1732 Madison Avenue
New York, NEW YORK 10029
(40.79872369709, -73.94581265708)","1732 Madison Avenue","10029","40.798844","-73.945696","11","9","184","1080505","1016180001","East Harlem North                                                          "
"After-School Programs","Middle School","Jewish Services Coalition, Inc","Queens","Jewish Services Coalition, Inc","718.327.6060","MiddleSchool","1525 Central Avenue
Queens, NEW YORK 11691
(40.605662356989, -73.751324611595)","1525 Central Avenue","11691","40.605645","-73.751391","14","31","103202","4298051","4155450023","Far Rockaway-Bayswater                                                     "
"After-School Programs","Middle School","Concord Family Services, Inc.","Brooklyn","Concord Family Services, Inc.","718.398.3499","MiddleSchool","583 593 Vermont Street
Brooklyn, NEW YORK 11207
(40.670802431187, -73.893841150049)","583-593 Vermont Street","11207","40.664807","-73.892065","5","42","1126","3400390","3038250021","East New York (Pennsylvania Ave)                                           "
"After-School Programs","Middle School","Women's Housing and Economic Development Corporation (WHEDCO)","Bronx","Women's Housing and Economic Development Corporation (WHEDCO)","718.839.1106","MiddleSchool","50 168th Street
Bronx, NEW YORK 10452
(40.836753017008, -73.919425907825)","50 East 168th Street","10452","40.836725","-73.919292","4","16","197","2101464","2024800001","West Concourse                                                             "
"After-School Programs","Middle School","Aging In America Community Services, Inc","Bronx","Aging In America Community Services, Inc","718.824.4004","MiddleSchool","1500 Pelham Parkway
Bronx, NEW YORK 10461
(40.85710649549, -73.843675159553)","1500 Pelham Parkway South","10461","40.857026","-73.843125","11","13","296","2047109","2042220005","Pelham Parkway                                                             "
"After-School Programs","Middle School","Science Skills Center High School - H.S. 419","Brooklyn","Visiting Neighbors, Inc.","212.260.6200","MiddleSchool","49 Flatbush Avenue
Brooklyn, NEW YORK 11201
(40.697211491518, -73.984965434827)","49 Flatbush Avenue","11201","40.687278","-73.979779","2","35","33","3059161","3021060009","Fort Greene                                                                "
"After-School Programs","Middle School","Garcia PAL","Staten Island","Police Athletic League, Inc.","212.477.9450","MiddleSchool","55 Layton Avenue Staten Island
NEW YORK,  10301
(40.641582326676, -74.085356500747)","55 Layton Avenue","10301","40.641595","-74.085135","1","49","9","5001150","5000490182","West New Brighton-New Brighton-St. George                                  "
"After-School Programs","Middle School","United Community Centers","Brooklyn","United Community Centers","718.649.7979","MiddleSchool","613 New Lots Avenue
Brooklyn, NEW YORK 11207
(40.664726498258, -73.88659110359)","613 New Lots Avenue","11207","40.664728","-73.886561","5","42","1124","3090717","3040890025","East New York                                                              "
"After-School Programs","Middle School","Community Mediation Services, Inc.","Queens","Community Mediation Services, Inc.","718.523.6868","MiddleSchool","89 64 163rd Street
Queens, NEW YORK 11432
(40.71311535449, -73.792820999789)","89-64 163rd Street","11432","40.70664","-73.798033","12","24","44601","4208888","4097610080","Jamaica                                                                    "
"After-School Programs","Middle School","Central Park East Secondary School","New York","Girls Incorporated of New York City","212.531.7620","MiddleSchool","1573 Madison Avenue
New York, NEW YORK 10029
(40.7936339869, -73.94945722406)","1573 Madison Avenue","10029","40.793763","-73.949381","11","8","17401","1051515","1016120050","East Harlem South                                                          "
"After-School Programs","Middle School","Gregorio Luperon Preparatory School","New York","Washington Heights- Inwood Coalition, Inc","212.781.6722","MiddleSchool","516 181st Street
New York, NEW YORK 10033
(40.848612044211, -73.932056406194)","516 West 181st Street","10033","40.848436","-73.93165","12","10","269","1063614","1021520067","Washington Heights North                                                   "
"After-School Programs","Middle School","Community Counseling & Mediation","Brooklyn","Community Counseling & Mediation","718.802.0666","MiddleSchool","810 Classon Avenue
Brooklyn, NEW YORK 11238
(40.672809110684, -73.960856690292)","810 Classon Avenue","11238","40.672776","-73.960846","8","35","215","3029555","3011770031","Prospect Heights                                                           "
"After-School Programs","Middle School","The Valley @ Park","New York","The Valley, Inc.","212.932.1100","MiddleSchool","1735 Park Avenue
New York, NEW YORK 10035
(40.802492219178, -73.940692978656)","1735 Park Avenue","10035","40.802355","-73.940987","11","9","196","1086569","1017690003","East Harlem North                                                          "
"After-School Programs","Middle School","Jane Addams H.S.","Bronx","Directions For Our Youth, Inc.","212.362.4020","MiddleSchool","900 Tinton Avenue
Bronx, NEW YORK 10456
(40.821823344932, -73.903478937241)","900 Tinton Avenue","10456","40.821675","-73.903546","3","17","133","2004807","2026680001","Morrisania-Melrose                                                         "
"After-School Programs","Middle School","Caribbean Women's Health Association, Inc.","Queens","Caribbean Women's Health Association, Inc.","718.826.2942","MiddleSchool","1931 Mott Avenue
Queens, NEW YORK 11691
(40.603890551263, -73.752318012613)","1931 Mott Avenue","11691","40.603937","-73.752344","14","31","101001","4298263","4155610029","Far Rockaway-Bayswater                                                     "
"After-School Programs","Middle School","BCA Avenue U Community Service Center ","Brooklyn","Brooklyn Chinese American Association","718.438.9312","MiddleSchool","2072 15th Street
Brooklyn, NEW YORK 11229
(40.59945561594, -73.956558225028)","2072 E. 15th Street","11229","40.59959","-73.956557","15","48","580","3198079","3073190036","Madison                                                                    "
"After-School Programs","Middle School","Police Athletic League (New South Bronx Center)","Bronx","Police Athletic League, Inc.","212.477.9450","MiddleSchool","991 Longwood Avenue
Bronx, NEW YORK 10459
(40.817260540417, -73.897738395898)","991 Longwood Avenue","10459","40.817185","-73.897667","2","17","87","2100984","2027090001","Longwood                                                                   "
"After-School Programs","Middle School","York College of the CUNY",,"Reach Into Cultural Heights, Inc.","718.523.4099","MiddleSchool","94 20 Guy R Brewer Boulevard
NEW YORK,  11433
(40.698104881735, -73.787574033914)","94-20 Guy R Brewer Boulevard","11433","40.702532","-73.795578","12","27","246","4215630","4101040043","Jamaica                                                                    "
"After-School Programs","Middle School","Intermediate School 281 - Joseph B. Cavallaro School","Brooklyn","St. Rosalia-Regina Pacis Neighborhood Improvement","718.236.5266","MiddleSchool","8787 24th Avenue
Brooklyn, NEW YORK 11214
(40.595492729469, -73.993265467648)","8787 24th Avenue","11214","40.595341","-73.993457","11","47","304","3186626","3068910001","Bensonhurst East                                                           "
"After-School Programs","Middle School","New York Center for Interpersonal Development","Staten Island","New York Center for Interpersonal Development","718.876.6068","MiddleSchool","20 Stuyvesant Place Staten Island
NEW YORK,  10301
(40.645737961097, -74.078588152261)","20 Stuyvesant Place","10301","40.645651","-74.078542","1","49","7",,,"West New Brighton-New Brighton-St. George                                  "
"After-School Programs","Middle School","JHS Beacon 117 ","Bronx","Adolescent and Family Comprehensive Services, Inc.","718.299.2327","MiddleSchool","1865 Morris Avenue
Bronx, NEW YORK 10453
(40.848548418407, -73.908435068196)","1865 Morris Avenue","10453","40.848516","-73.908427","5","14","23301","2007902","2028270001","Mount Hope                                                                 "
"After-School Programs","Middle School","CUNY Prepatory Tansitional High School","Bronx","Research Foundation of CUNY","212.417.8425","MiddleSchool","2122 White Plains
Bronx, NEW YORK 10462
(40.842258336653, -73.857996632938)","2122 White Plains","10462",,,,,,,,
"After-School Programs","Middle School","Intermediate School 172","New York","The Valley, Inc.","212.932.1100","MiddleSchool","509 129th Street
New York, NEW YORK 10027
(40.815206697159, -73.955146464979)","509 West 129th Street","10027","40.815256","-73.955325","9","7","219","1059723","1019840033","Manhattanville                                                             "
"After-School Programs","Middle School","Associated Beth Rivkah Schools, Inc","Brooklyn","Associated Beth Rivkah Schools, Inc","718.735.0400","MiddleSchool","310 Crown Street
Brooklyn, NEW YORK 11225
(40.666194797772, -73.949658701809)","310 Crown Street","11225","40.666214","-73.9496","9","35","319","3034180","3012970023","Crown Heights South                                                        "
"After-School Programs","Middle School","St. Francis Xavier Lyceum ","Brooklyn","St. Francis Xavier Parish","718.857.4046","MiddleSchool","752 President Street
Brooklyn, NEW YORK 11215
(40.6746111536, -73.97796038302)","752 President Street","11215","40.674529","-73.977706","6","39","157","3020355","3009600001","Park Slope-Gowanus                                                         "
"After-School Programs","Middle School","Intermediate School 302 - Rafael Cordero Y. Molina School","Brooklyn","Directions For Our Youth, Inc.","212.362.4020","MiddleSchool","350 Linwood Street
Brooklyn, NEW YORK 11208
(40.677050352415, -73.883435680721)","350 Linwood Street","11208","40.677104","-73.883433","5","37","1170","3088357","3039690001","East New York                                                              "
"After-School Programs","Middle School","Public School 1 - Bergen Elementary School ","Brooklyn","SCO Family of Services","516.671.1253","MiddleSchool","309 47th Street
Brooklyn, NEW YORK 11220
(40.649194277667, -74.012497228156)","309 47th Street","11220","40.649042","-74.012289","7","38","80","3011821","3007550022","Sunset Park West                                                           "
"After-School Programs","Middle School","Junior High School - 57","Brooklyn","Church Avenue Merchants Block Association, Inc.","718.287.2600","MiddleSchool","125 Stuyvesant Avenue
Brooklyn, NEW YORK 11216
(40.691184878421, -73.933652733309)","125 Stuyvesant Avenue","11216","40.691274","-73.933697","3","36","291","3043822","3016160001","Stuyvesant Heights                                                         "
"After-School Programs","Middle School","The Dunley Milbank Center ","New York","The Childrens Aid Society","212.949.4800","MiddleSchool","14 32
New York, NEW YORK 10026
(40.803058121635, -73.953342776048)","14-32 West 118th","10026",,,,,,,,
"After-School Programs","Middle School","Little Shepherds Community Services, Inc.","Bronx","Little Shepherds Community Services, Inc.","718.295.2277","MiddleSchool","2051 Grand
Bronx, NEW YORK 10453
(40.854200809031, -73.909271227583)","2051 Grand Concourse","10453","40.85258","-73.903494","5","14","23501","2013744","2031600035","Mount Hope                                                                 "
"After-School Programs","Middle School","Baychester Community Center","Bronx","Aging In America Community Services, Inc","718.824.4004","MiddleSchool","1220 229th Street
Bronx, NEW YORK 10466
(40.884596367023, -73.842732985462)","1220 East 229th Street","10466","40.884011","-73.842204","12","12","460","2093741","2049050360","Eastchester-Edenwald-Baychester                                            "
"After-School Programs","Middle School","Mosholu Montefiore Community Center, Inc.","Bronx","Mosholu Montefiore Community Center, Inc.","718.882.4000","MiddleSchool","3450 Dekalb Avenue
Bronx, NEW YORK 10467
(40.881106944743, -73.881708466169)","3450 Dekalb Avenue","10467","40.881486","-73.881226","7","11","421","2096396","2033270001","Norwood                                                                    "
"After-School Programs","Middle School","Erasmus High School ","Brooklyn","Research Foundation of CUNY","212.417.8425","MiddleSchool","911 Flatbush Avenue
Brooklyn, NEW YORK 11226
(40.649532936565, -73.958457559936)","911 Flatbush Avenue","11226","40.649787","-73.95855","14","40","794","3336215","3051030010","Erasmus                                                                    "
"After-School Programs","Middle School","Police Athletic League (Brownsville Beacon) ","Brooklyn","Police Athletic League, Inc.","212.477.9450","MiddleSchool","985 Rockaway Avenue
Brooklyn, NEW YORK 11212
(40.656451255408, -73.907322828305)","985 Rockaway Avenue","11212","40.656068","-73.907245","16","42","922","3082940","3036360007","Brownsville                                                                "
"After-School Programs","Middle School","Intermediate School 68 - Isaac Bildersee School ","Brooklyn","Church Avenue Merchants Block Association, Inc.","718.287.2600","MiddleSchool","956 82nd Street
Brooklyn, NEW YORK 11236
(40.635491677837, -73.910761051161)","956 East 82nd Street","11236","40.635553","-73.91079","18","46","956","3224947","3080180001","Canarsie                                                                   "
"After-School Programs","Middle School","Middle School 136","Brooklyn","SCO Family of Services","516.671.1253","MiddleSchool","404 Fourth Avenue
Brooklyn, NEW YORK 11215
(40.672024207982, -73.987467605139)","404 Fourth Avenue","11215","40.671994","-73.987365","6","39","119","3021562","3009920036","Park Slope-Gowanus                                                         "
"After-School Programs","Middle School","Chinese American Planning Council ","Queens","Chinese American Planning Council","212.941.0920","MiddleSchool","136 26 37th Avenue
Queens, NEW YORK 11354
(40.768620220647, -73.827190280707)","136-26 37th Avenue","11354","40.761722","-73.830347","7","20","871","4112477","4049780013","Flushing                                                                   "
"After-School Programs","Middle School","Rego Park Center","Queens","AIDS Center of Queens County, Inc.","718.896.2500","MiddleSchool","97 45 Queens Boulevard
Queens, NEW YORK 11374
(40.726464917022, -73.861480847563)","97-45 Queens Boulevard","11374","40.729234","-73.859886","6","29","71701","4050460","4020910001","Rego Park                                                                  "
"After-School Programs","Middle School","August Martin High School - H.S. 400","Queens","Research Foundation of CUNY","212.417.8425","MiddleSchool","156 10 Baisley Boulevard
Queens, NEW YORK 11434
(40.676945262114, -73.775306901692)","156-10 Baisley Boulevard","11434","40.675633","-73.783342","12","28","294","4265978","4122610001","Springfield Gardens North                                                  "
"After-School Programs","Middle School","Bronx Leadership Academy High School - H.S. 525 ","Bronx","Directions For Our Youth, Inc.","212.362.4020","MiddleSchool","1710 Webster Avenue
Bronx, NEW YORK 10457
(40.843308076054, -73.903314416301)","1710 Webster Avenue","10457","40.843588","-73.903236","3","15","165","2094564","2028980001","Claremont-Bathgate                                                         "
"After-School Programs","Middle School","Be'er Hagolah Institutes","Brooklyn","Be'er Hagolah Institutes","718.642.6800","MiddleSchool","671 Louisiana Avenue
Brooklyn, NEW YORK 11239
(40.645630097382, -73.883621856383)","671 Louisiana Avenue","11239","40.645638","-73.883643","5","42","105804","3339160","3044520080","Starrett City                                                              "
"After-School Programs","Middle School","Bronx Community College","Bronx","Research Foundation of CUNY","212.417.8425","MiddleSchool","2122 University Avenue
Bronx, NEW YORK 10453
(40.855526933079, -73.910517120063)","2122 University Avenue","10453","40.855572","-73.910517","5","14","251",,,"University Heights-Morris Heights                                          "
"After-School Programs","Middle School","Chabad Lubavich of West Brighton","Brooklyn","Chabad Lubavich of West Brighton","718.946.9833","MiddleSchool","2997 Ocean Parkway
Brooklyn, NEW YORK 11235
(40.5780175418, -73.96781607175)","2997 Ocean Parkway","11235","40.577413","-73.968267","13","48","362","3244597","3086690088","Brighton Beach                                                             "
"After-School Programs","Middle School","Educational Center ","Brooklyn","Turning Point","718.439.0077","MiddleSchool","5013 Seventh Avenue
Brooklyn, NEW YORK 11220
(40.642353653563, -74.005963807531)","5013 Seventh Avenue","11220","40.642307","-74.006043","7","38","108","3013388","3007940004","Sunset Park East                                                           "
"After-School Programs","Middle School","New Utrecht High School - H.S. 445","Brooklyn","Research Foundation of CUNY","212.417.8425","MiddleSchool","1601 80th Street
Brooklyn, NEW YORK 11214
(40.613452731598, -74.003689773532)","1601 80th Street","11214","40.613262","-74.003404","11","43","182","3162711","3062710001","Bensonhurst West                                                           "
"After-School Programs","Middle School","Jacob A. Riis Neighborhood Settlement, Inc.","Queens","Jacob A. Riis Neighborhood Settlement, Inc.","718.784.7447","MiddleSchool","10 25 41st Avenue
Queens, NEW YORK 11101
(40.745702449808, -73.938669029252)","10-25 41st Avenue","11101","40.755488","-73.945328","1","26","25","4433386","4004700100","Queensbridge-Ravenswood-Long Island City                                   "
"After-School Programs","Middle School","Nan Shan LDC","Queens","Chinese American Planning Council","212.941.0920","MiddleSchool","133 14 41st Road
Queens, NEW YORK 11355
(40.751299796948, -73.821478547897)","133-14 41st Road","11355","40.756735","-73.830789","7","20","849","4114267","4050420016","Flushing                                                                   "
"After-School Programs","Middle School","Middle School 331/MS 306","Bronx","Adolescent and Family Comprehensive Services, Inc.","718.299.2327","MiddleSchool","40 Tremont Avenue
Bronx, NEW YORK 10453
(40.851398678685, -73.90858151297)","40 West Tremont Avenue","10453","40.851823","-73.91118","5","14","217","2098721","2028620014","University Heights-Morris Heights                                          "
