"program_type","program","site_name","borough_community","agency","contact_number","grade_level_age_group","location_1","number_and_street_address","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"Jobs & Internships","In-School Youth Employment (ISY)","Flushing High School - H.S. 460","Queens","Sports & Arts In Schools Foundation, Inc.","718.786.7110","High School","35 01 Union Street
Queens, NEW YORK 11354
(40.768620220647, -73.827190280707)","35-01 Union Street","11354","40.765166","-73.82789","7","20","1161","4113172","4050020001","Flushing                                                                   "
"Jobs & Internships","In-School Youth Employment (ISY)","Franklin K. Lane High School - H.S. 420","Brooklyn","Cypress Hills Local Development Corporation","718.647.2800","High School","999 Jamaica Avenue
Brooklyn, NEW YORK 11208
(40.690728527416, -73.870165673629)","999 Jamaica Avenue","11208","40.691146","-73.868328","5","37","1180","3090738","3040940001","park-cemetery-etc-Brooklyn                                                 "
"Jobs & Internships","In-School Youth Employment (ISY)","Children's Arts & Science Workshops, Inc.","New York","Children's Arts & Science Workshops, Inc.","212.923.7766","High School","686 204th Street
New York, NEW YORK 10034
(40.868019413603, -73.923764657084)","4271 Broadway","10033","40.850456","-73.935609","12","10","271","1064414","1021800093","Washington Heights North                                                   "
"Jobs & Internships","In-School Youth Employment (ISY)","Public School 80 - The Michael J. Petrides School","Staten Island","Police Athletic League, Inc.","212.477.6504","High School","715 Ocean Terrace Staten Island
NEW YORK,  10301
(40.607458917131, -74.101488293171)","715 Ocean Terrace","10301","40.608517","-74.102078","2","50","177","5113169","5006830001","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   "
"Jobs & Internships","In-School Youth Employment (ISY)","Rockaway Development & Revitalization Corporation","Queens","Rockaway Development & Revitalization Corporation","718.327.5300","High School","1920 Mott Avenue
Queens, NEW YORK 11691
(40.603879525424, -73.752178931552)","1920 Mott Avenue","11691","40.603907","-73.752262","14","31","103202","4457760","4155590012","Far Rockaway-Bayswater                                                     "
"Jobs & Internships","In-School Youth Employment (ISY)","Children's Arts & Science Workshops, Inc.","New York","Children's Arts & Science Workshops, Inc.","212.923.7766","High School","4271 Broadway
New York, NEW YORK 10033
(40.850743437421, -73.935446850245)","686 West 204th Street","10034","40.867968","-73.923733","12","10","295","1064965","1022390021","Marble Hill-Inwood                                                         "
"Jobs & Internships","In-School Youth Employment (ISY)","Harlem Children's Zone, Inc","New York","Harlem Children's Zone, Inc","212.534.0700","High School","35 125th Street
New York, NEW YORK 10035
(40.805967509585, -73.941123653285)","35 East 125th Street","10035","40.805934","-73.941096","11","9","198","1087811","1017500007","East Harlem North                                                          "
"Jobs & Internships","In-School Youth Employment (ISY)","SCO Family Services/Center for Family Life","Brooklyn","SCO Family of Services","516.671.1253","High School","345 43rd Street
Brooklyn, NEW YORK 11232
(40.651038320789, -74.009513156888)","345 43rd Street","11232","40.651013","-74.009514","7","38","82","3337160","3007230025","Sunset Park West                                                           "
"Jobs & Internships","In-School Youth Employment (ISY)","Intermediate School 232 - Winthrop School","Brooklyn","Sesame Flyers International, Inc.","718.693.0500","High School","905 Winthrop Street
Brooklyn, NEW YORK 11203
(40.658451422174, -73.929131359882)","905 Winthrop Street","11203","40.65843","-73.929076","17","41","880","3099733","3046060025","Prospect Lefferts Gardens-Wingate                                          "
"Jobs & Internships","In-School Youth Employment (ISY)","Mosholu Montefiore Community Center, Inc.","Bronx","Mosholu Montefiore Community Center, Inc.","718.882.4000","High School","3400 Reservoir Oval
Bronx, NEW YORK 10467
(40.878775054922, -73.875633562586)","3400 Reservoir Oval East","10467","40.878889","-73.87581","7","11","423","2018218","2033430185","Norwood                                                                    "
"Jobs & Internships","In-School Youth Employment (ISY)","Hellenic American Neighborhood Action Committee (HANAC)","Queens","Hellenic American Neighborhood Action Committee (HANAC)","212.840.8005","High School","23 16 30th Avenue
Queens, NEW YORK 11102
(40.771524024514, -73.926435450735)","23-16 30th Avenue","11102","40.76916","-73.926258","1","22","73","4436861","4005720032","Old Astoria                                                                "
"Jobs & Internships","In-School Youth Employment (ISY)","Bnos Ahavas Israel Viznitz","Brooklyn","National Society For Hebrew Day Schools","212.227.1000","High School","12 Franklin Street
Brooklyn, NEW YORK 11222
(40.725311184362, -73.957516366623)","12 Franklin Street","11222","40.725309","-73.957522","1","33","561","3065477","3026140003","Greenpoint                                                                 "
"Jobs & Internships","In-School Youth Employment (ISY)","Jacob A. Riis Neighborhood Settlement, Inc.","Queens","Jacob A. Riis Neighborhood Settlement, Inc.","718.744.7447","High School","10 25 41st Avenue
Queens, NEW YORK 11101
(40.745702449808, -73.938669029252)","10-25 41st Avenue","11101","40.755488","-73.945328","1","26","25","4433386","4004700100","Queensbridge-Ravenswood-Long Island City                                   "
"Jobs & Internships","In-School Youth Employment (ISY)","Public School 346 - Abe Stark Elementary School","Brooklyn","Italian American Civil Rights League (Italian American Civil","718.642.2857","High School","1400 Pennsylvania Avenue
Brooklyn, NEW YORK 11239
(40.647521749912, -73.881546762442)","1400 Pennsylvania Avenue","11239","40.64726","-73.881114","5","42","105804","3098294","3044520025","Starrett City                                                              "
"Jobs & Internships","In-School Youth Employment (ISY)","The Door - A Center of Alternatives","New York","The Door - A Center of Alternatives","212.941.9090","High School","121 6th Avenue
New York, NEW YORK 10013
(40.723983997391, -74.004649680399)","121 6th Avenue","10013","40.723903","-74.00469","2","3","37","1083493","1004777501","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"Jobs & Internships","In-School Youth Employment (ISY)","Ridgewood Bushwick Youth Center","Brooklyn","Ridgewood Bushwick Senior Citizens Council, Inc.","718.381.9653","High School","1474 Gates Avenue
Brooklyn, NEW YORK 11237
(40.697840308647, -73.913832482461)","1474 Gates Avenue","11237","40.697788","-73.913906","4","37","433","3387654","3033440016","Bushwick North                                                             "
"Jobs & Internships","In-School Youth Employment (ISY)","New Spirit II, Inc. -- Youth Center","Queens","New Spirit II, Inc.","718.712.1100","High School","162 04 South Road
Queens, NEW YORK 11433
(40.698104881735, -73.787574033914)","162-04 South Road","11433","40.699445","-73.794329","12","28","254","4215796","4101290003","South Jamaica                                                              "
"Jobs & Internships","In-School Youth Employment (ISY)","Family Preservation Center/MBCS","Bronx","Mid-Bronx Council Services, Inc.","718.588.8200","High School","1125 Grand
Bronx, NEW YORK 10452
(40.837724263364, -73.923332211412)","1125 Grand Concourse","10452","40.832627","-73.919398","4","16","195","2002893","2024720034","West Concourse                                                             "
"Jobs & Internships","In-School Youth Employment (ISY)","Beth Chana, Ltd","Brooklyn","National Society For Hebrew Day Schools","212.227.1000","High School","712 Bedford Avenue
Brooklyn, NEW YORK 11222
(40.721582628686, -73.953734870062)","712 Bedford Avenue","11222","40.699547","-73.957145","1","33","537","3392365","3022620024","Williamsburg                                                               "
"Jobs & Internships","In-School Youth Employment (ISY)","South Bronx Overall Economic Development Corp.","Bronx","South Bronx Overall Economic Development Corp.","718.292.3113","High School","555 Bergen Avenue
Bronx, NEW YORK 10455
(40.815944415254, -73.916415911483)","555 Bergen Avenue","10455","40.815959","-73.916354","1","17","71","2097027","2022940002","Melrose South-Mott Haven North                                             "
"Jobs & Internships","In-School Youth Employment (ISY)","Public School 181 - John Steptoe School","Brooklyn","Research Foundation of CUNY on behalf of Medgar Evers College","718.270.6908","High School","1023 New York Avenue
Brooklyn, NEW YORK 11203
(40.648253402035, -73.946344475373)","1023 New York Avenue","11203","40.648215","-73.946374","17","45","856","3327776","3049040010","East Flatbush-Farragut                                                     "
"Jobs & Internships","In-School Youth Employment (ISY)","United Activities Unlimited @ PS 18 Beacon","Staten Island","United Activities Unlimited, Inc.","718.987.8111","High School","221 Broadway Staten Island
NEW YORK,  10310
(40.636039309097, -74.117473690981)","221 Broadway","10310","40.636587","-74.117509","1","49","105","5004877","5001760010","New Brighton-Silver Lake                                                   "
"Jobs & Internships","In-School Youth Employment (ISY)","Intermediate School 72 - Catherine & Count Basie School","Queens","Queens Child Guidance Center","718.651.7770","High School","133 25 Guy R Brewer Boulevard
Queens, NEW YORK 11434
(40.676945262114, -73.775306901692)","133-25 Guy R. Brewer Boulevard","11434","40.673769","-73.775951","12","28","33402","4270059","4124950270","Springfield Gardens North                                                  "
"Jobs & Internships","In-School Youth Employment (ISY)","Elmcor Youth and Adult Activities, Inc.","Queens","Elmcor Youth & Adult Activities, Inc.","718.651.0096","High School","33 16 108th Street
Queens, NEW YORK 11368
(40.749678220374, -73.853040688577)","33-16 108th Street","11368","40.757429","-73.860938","3","21","381","4042761","4017220012","North Corona                                                               "
"Jobs & Internships","In-School Youth Employment (ISY)","Bronx School for Law, Government & Justice - H.S. 505","Bronx","Federation Employment and Guidance Service, Inc.","212.366.8441","High School","244 163rd Street
Bronx, NEW YORK 10451
(40.827557580707, -73.91861304157)","244 East 163rd Street","10451","40.827607","-73.918681","4","16","18302","2109459","2024450006","East Concourse-Concourse Village                                           "
"Jobs & Internships","In-School Youth Employment (ISY)","Intermediate School 93 - Ridgewood Intermediate School","Queens","Greater Ridgewood Youth Council, Inc.","718.456.5437","High School","66 56 Forest Avenue
Queens, NEW YORK 11385
(40.701224891615, -73.88334858437)","66-56 Forest Avenue","11385","40.706041","-73.902584","5","30","589","4083511","4034900001","Ridgewood                                                                  "
"Jobs & Internships","In-School Youth Employment (ISY)","Chinese American Planning Council","Queens","Chinese American Planning Council","212.941.0920","High School","136 18 39th Avenue
Queens, NEW YORK 11354
(40.768620220647, -73.827190280707)","136-18 39th Avenue","11354","40.76033","-73.829831","7","20","871","4112492","4049800011","Flushing                                                                   "
"Jobs & Internships","In-School Youth Employment (ISY)","Greater Ridgewood Youth Council, Inc.","Queens","Greater Ridgewood Youth Council, Inc.","718.456.5437","High School","62 04 Myrtle Avenue
Queens, NEW YORK 11385
(40.701224891615, -73.88334858437)","62-04 Myrtle Avenue","11385","40.700894","-73.893211","5","30","577","4437849","4035930001","Glendale                                                                   "
"Jobs & Internships","In-School Youth Employment (ISY)","East NY Development Corporation","Brooklyn","East NY Development Corporation","718.566.2129","High School","2644 Atlantic Avenue
Brooklyn, NEW YORK 11207
(40.675655262304, -73.896752975273)","2644 Atlantic Avenue","11207","40.675744","-73.896644","5","37","1198","3326728","3036870012","East New York                                                              "
"Jobs & Internships","In-School Youth Employment (ISY)","Sunnyside Community Service, Inc.","Queens","Sunnyside Community Service, Inc.","718.784.6173","High School","43 31 39th Street
Queens, NEW YORK 11104
(40.744893366636, -73.920541345307)","43-31 39th Street","11104","40.74519","-73.925909","2","26","179","4436677","4001910005","Hunters Point-Sunnyside-West Maspeth                                       "
"Jobs & Internships","In-School Youth Employment (ISY)","Employment & Technology Center (ETC)","New York","Harlem Children's Zone, Inc","212.534.0700","High School","304 117th Street
New York, NEW YORK 10026
(40.805145122337, -73.955047599559)","304 West 117th Street","10026","40.805219","-73.95518","10","9","20102","1087201","1019437503","Central Harlem South                                                       "
"Jobs & Internships","In-School Youth Employment (ISY)","Public School 314 - Luis Munoz Marin Elementary School","Brooklyn","SCO Family of Services","516.671.1253","High School","330 59th Street
Brooklyn, NEW YORK 11220
(40.642201614799, -74.019175801725)","330 59th Street","11220","40.642121","-74.018997","7","38","74","3016258","3008620012","Sunset Park West                                                           "
"Jobs & Internships","In-School Youth Employment (ISY)","Grace Dodge Vocational High School - H.S. 660","Bronx","Mid-Bronx Council Services, Inc.","718.588.8200","High School","2474 Crotona Avenue
Bronx, NEW YORK 10458
(40.855980373909, -73.882553507192)","2474 Crotona Avenue","10458","40.855698","-73.882715","6","15","393","2012887","2031040007","Belmont                                                                    "
"Jobs & Internships","In-School Youth Employment (ISY)","Middle School 2","Brooklyn","Research Foundation of CUNY on behalf of Medgar Evers College","718.270.6908","High School","655 Parkside Avenue
Brooklyn, NEW YORK 11226
(40.656196817443, -73.951584929787)","655 Parkside Avenue","11226","40.656183","-73.951583","9","40","802","3378201","3050500051","Prospect Lefferts Gardens-Wingate                                          "
"Jobs & Internships","In-School Youth Employment (ISY)","Chinese-American Planning Council, Inc/Brooklyn Branch","Brooklyn","Chinese American Planning Council","212.941.0920","High School","4101 8th Avenue
Brooklyn, NEW YORK 11232
(40.646131503325, -73.998442705929)","4101 8th Avenue ","11232","40.64607","-73.998544","12","38","92","3018218","3009230009","Sunset Park East                                                           "
"Jobs & Internships","In-School Youth Employment (ISY)","Foster-Laurie","Queens","Police Athletic League, Inc.","212.477.6504","High School","199 10 112th Avenue
Queens, NEW YORK 11412
(40.698127117473, -73.759235198346)","199-10 112th Avenue","11412","40.702514","-73.756595","12","27","520","4235252","4109750001","St. Albans                                                                 "
"Jobs & Internships","In-School Youth Employment (ISY)","Junior High School 136 - Charles O. Dewey","Brooklyn","SCO Family of Services","516.671.1253","High School","4004 4th Avenue
Brooklyn, NEW YORK 11232
(40.652089908533, -74.006885108331)","4004 4th Avenue","11232","40.651977","-74.006862","7","38","82","3010580","3007130020","Sunset Park West                                                           "
"Jobs & Internships","In-School Youth Employment (ISY)","The International High School @ Prospect Heights (K524)","Brooklyn","Chinese American Planning Council","212.941.0920","High School","883 Classon Avenue
Brooklyn, NEW YORK 11225
(40.670458657699, -73.961628275734)","883 Classon Avenue","11225","40.670349","-73.961695","9","35","213","3029686","3011870001","Crown Heights South                                                        "
"Jobs & Internships","In-School Youth Employment (ISY)","Henry Street Settlement","New York","Henry Street Settlement","212.766.9200","High School","301 Henry Street
New York, NEW YORK 10002
(40.71399949306, -73.983398773047)","301 Henry Street","10002","40.714054","-73.982797","3","1","202","1003737","1002880021","Lower East Side                                                            "
"Jobs & Internships","In-School Youth Employment (ISY)","Sesame Flyers International, Inc.","Brooklyn","Sesame Flyers International, Inc.","718.693.0500","High School","3510 Church Avenue
Brooklyn, NEW YORK 11203
(40.651046066177, -73.944640167627)","3510 Church Avenue","11203","40.651066","-73.944555","17","45","856","3109467","3048890004","East Flatbush-Farragut                                                     "
"Jobs & Internships","In-School Youth Employment (ISY)","Police Athletic League, Inc","Queens","Police Athletic League, Inc.","212.477.6504","High School","116 25 Guy R Brewer Boulevard
Queens, NEW YORK 11434
(40.676945262114, -73.775306901692)","116-25 Guy R. Brewer Boulevard","11434","40.686208","-73.784144","12","28","278","4464077","4123350049","Baisley Park                                                               "
"Jobs & Internships","In-School Youth Employment (ISY)","Public School 1 - Bergen Elementary School","Brooklyn","SCO Family of Services","516.671.1253","High School","309 47 Street
Brooklyn, NEW YORK 11220
(40.649194277667, -74.012497228156)","309 47 Street","11220","40.649042","-74.012289","7","38","80","3011821","3007550022","Sunset Park West                                                           "
"Jobs & Internships","In-School Youth Employment (ISY)","Christopher Columbus High School - H.S. 415","Bronx","Henkels & McCoy, Inc.","800.622.5577","High School","925 Astor Avenue
Bronx, NEW YORK 10469
(40.859680011814, -73.861062565319)","925 Astor Avenue, Bronx","10469","40.859665","-73.861006","11","13","324","2050179","2043580001","Bronxdale                                                                  "
"Jobs & Internships","In-School Youth Employment (ISY)","New York City Mission Society","New York","New York City Mission Society","212.979.5764","High School","646 Malcolm X Boulevard
New York, NEW YORK 10037
(40.818574610432, -73.937465443105)","646 Malcolm X Boulevard","10037","40.818813","-73.937414","10","9","214","1081458","1017400001","Central Harlem North-Polo Grounds                                          "
"Jobs & Internships","In-School Youth Employment (ISY)","City As School","New York","Federation Employment and Guidance Service, Inc.","212.366.8441","High School","16 Clarkson Street
New York, NEW YORK 10014
(40.729406909227, -74.006070609206)","16 Clarkson Street","10014","40.729412","-74.006148","2","3","67","1009757","1005810054","West Village                                                               "
"Jobs & Internships","In-School Youth Employment (ISY)","Washington Houses Community Center","New York","Union Settlement Association","212.828.6018","High School","1775 Third Avenue
New York, NEW YORK 10029
(40.787046638823, -73.947929348156)","1775 Third Avenue","10029","40.786574","-73.948303","11","8","15602","1079203","1016470001","East Harlem South                                                          "
