"complaint","date","address","street_name","borough","block","lot","bin","postcode","landmark_name","work_reported","action_taken","status","community_council","community_board","nta","latitude","longitude"
"CMP-15-00010","2014-07-08T00:00:00.000","41","Commerce Street","Manhattan","584","58","1009848","10014","Greenwich Village - Historic District","Installation of HVAC equipment without permits--visible from Barrow Street","Warning Letter Issued","Closed","03","MN-2","West Village","40.73141546536127","-74.0055529463427"
"CMP-15-00012","2014-07-08T00:00:00.000","555","Eastern Parkway","Brooklyn","1262","63","3032711","11216","Crown Heights North  II - Historic District","Alts to areaway wall and base of building","Warning Letter Issued","Closed","35","BK-8","Crown Heights North","40.66982851782779","-73.94968751610905"
"CMP-15-00015","2014-07-09T00:00:00.000","118","Prospect Park West","Brooklyn","1089","33","3025827","11215","Park Slope - Historic District","Replacement of windows without permits","Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.665782952872526","-73.97587079414619"
"CMP-15-00014","2014-07-09T00:00:00.000","1165","Broadway","Manhattan","829","22","1015683","10001","Madison Square North - Historic District","installation of awning and replacement of storefronts (?) without permits","Warning Letter Issued","Closed","03","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.74471889427697","-73.98906150665235"
"CMP-15-00016","2014-07-10T00:00:00.000","93-31","209 Street","Queens","10550","29","4224800","11428",,"new building. Construction unsafe","No Warning Letter Issued","Closed","23","QN-13","Queens Village","40.71675141224914","-73.75289562012567"
"CMP-15-00018","2014-07-11T00:00:00.000","37-16","79th Street","Queens","1289","14","4029917","11372","Jackson Heights - Historic District","Removed porch roof? Patching brickwork","Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.749124249697175","-73.8870492182096"
"CMP-15-00017","2014-07-11T00:00:00.000","37-05","79th Street","Queens","1290","1","4029968","11372","Jackson Heights - Historic District","Installation of fence","Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.74913521098286","-73.88703115404978"
"CMP-15-00019","2014-07-13T00:00:00.000","126","Rutland Road","Brooklyn","5038","9","3115367","11225","Prospect Lefferts Gardens - Historic District","Ongoing stoop work","Warning Letter Issued","Closed","40","BK-9","Prospect Lefferts Gardens-Wingate","40.65905237442179","-73.95603910386333"
"CMP-15-00023","2014-07-14T00:00:00.000","314","West 83rd Street","Manhattan","1245","32","1033806","10024","Riverside-West End  Extension I - Historic District","Painting the brownstone green without permits","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.78719528245834","-73.97993631080851"
"CMP-15-00021","2014-07-14T00:00:00.000","218-220","Fifth Avenue","Manhattan","828","35","1015650","10001","Madison Square North - Historic District","Installation of sf in noncompliance","No Warning Letter Issued","Closed","02","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.74354679422912","-73.98813423510246"
"CMP-15-00020","2014-07-14T00:00:00.000","21-45","45th Avenue","Queens","78","22","4000644","11101","Hunters Point - Historic District","Painting front façade","Warning Letter Issued","Closed","26","QN-2","Hunters Point-Sunnyside-West Maspeth","40.74728737428123","-73.9471965438141"
"CMP-15-00022","2014-07-14T00:00:00.000","356","Hollywood Avenue","Queens","8049","25","4168351","11363","Douglaston - Historic District","Installation of security cameras on trees and building","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77637073586306","-73.7467566071639"
"CMP-15-00024","2014-07-15T00:00:00.000","1203","Bergen Street","Brooklyn","1214","64","3030444","11213","Crown Heights North - Historic District","painting façade","No Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.675876197859125","-73.94571368564739"
"CMP-15-00026","2014-07-15T00:00:00.000","1209","Bergen Street","Brooklyn","1214","60","3030440","11213","Crown Heights North - Historic District","Replacement of Door","Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.67586789711171","-73.94557309164246"
"CMP-15-00029","2014-07-15T00:00:00.000","852","Park Place","Brooklyn","1241","11","3031527","11216","Crown Heights North  II - Historic District","stoop work","Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.67336360507932","-73.94926666791703"
"CMP-15-00025","2014-07-15T00:00:00.000","1201","Bergen Street","Brooklyn","1214","65","3030445","11213","Crown Heights North - Historic District","Replacement of Door","Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.67587621996269","-73.94576055255575"
"CMP-15-00028","2014-07-15T00:00:00.000","434","Lafayette Street","Manhattan","545","37","1008801","10003","434 Lafayette Street Building - Individual Landmark;  NoHo - Historic District","Signage and lights","Warning Letter Issued","Closed","02","MN-2","West Village","40.72918109262441","-73.99202985887786"
"CMP-15-00030","2014-07-15T00:00:00.000","138","Sterling Street","Brooklyn","1319","14","3034944","11225","Prospect Lefferts Gardens - Historic District","Ongoing façade work","Warning Letter Issued","Closed","40","BK-9","Prospect Lefferts Gardens-Wingate","40.66278806692931","-73.9561627973424"
"CMP-15-00027","2014-07-15T00:00:00.000","47","Hamilton Terrace","Manhattan","2050","110","1060997","10031","Hamilton Heights - Historic District","Stairs in disrepair, glass block in 1st floor window","No Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.822868752179964","-73.94643201234035"
"CMP-15-00032","2014-07-16T00:00:00.000","34-37","80th Street","Queens","1267","51","4431235","11372","Jackson Heights - Historic District","Installed brass numbers at the door","No Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.75271956443543","-73.88673633075292"
"CMP-15-00034","2014-07-16T00:00:00.000","38","Hamilton Terrace","Manhattan","2050","73","1060970","10031","Hamilton Heights - Historic District","Stoop, stairs in disrepair","No Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.822660234176865","-73.94660560901686"
"CMP-15-00031","2014-07-16T00:00:00.000","668","6th Avenue","Manhattan","822","78","1015515","10010","Ladies' Mile - Historic District","Installation of signage, noncompliant sf; sloppy work at upper floors","No Warning Letter Issued","Closed","03","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.74148044274946","-73.99382551884644"
"CMP-15-00033","2014-07-16T00:00:00.000","137","decatur Street","Brooklyn","1856","47","3053591","11216","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Cutting decorative elements from the façade, interior alts","No Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.680919991033036","-73.93809493070984"
"CMP-15-00036","2014-07-17T00:00:00.000","7023","Fort Hamilton Parkway","Brooklyn","5897","1","3146819","11228",,"Repointing, scaffolding","No Warning Letter Issued","Closed","43","BK-10","Dyker Heights","40.62805219769277","-74.01307010276042"
"CMP-15-00035","2014-07-17T00:00:00.000","391","Broadway","Manhattan","193","46","1002218","10013","Tribeca East - Historic District","Construction of a rooftop addition without permits","Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.71835601042262","-74.0027813403065"
"CMP-15-00037","2014-07-17T00:00:00.000","178","West houston Street","Manhattan","527","51","1008354","10014","Greenwich Village  Extension II - Historic District","Installation of sf without permits","Warning Letter Issued","Closed","03","MN-2","West Village","40.7286790333725","-74.00321112365252"
"CMP-15-00038","2014-07-18T00:00:00.000","361","Central Park West","Manhattan","1832","29","1055263","10025","First Church of Christ Scientist of New York City - Individual Landmark","Interior alts/renovation","No Warning Letter Issued","Closed","07","MN-7","Upper West Side","40.79177255517554","-73.96461888389126"
"CMP-15-00039","2014-07-18T00:00:00.000","41-23","Prospect Avenue","Queens","8105","1","4168785","11363","Douglaston Hill - Historic District","Failure to maintain.","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.76928986361505","-73.74702180730772"
"CMP-15-00040","2014-07-21T00:00:00.000","694","Madison Avenue","Manhattan","1377","16","1040892","10065","Upper East Side - Historic District","Installation of sf cladding--purple","No Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.765663383006334","-73.96991058562041"
"CMP-15-00041","2014-07-21T00:00:00.000","129","West 87th Street","Manhattan","1218","122","1032272","10024","Upper West Side/Central Park West - Historic District","Installation of signage","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.787589029997314","-73.97267046455637"
"CMP-15-00042","2014-07-22T00:00:00.000","73","South Oxford Street","Brooklyn","2101","1","3058926","11217","Fort Greene - Historic District","excavation","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68770224938858","-73.9737174190473"
"CMP-15-00043","2014-07-23T00:00:00.000","502","13th Street","Brooklyn","1101","34","3026539","11215","Park Slope - Historic District","Replacement of windows without permits","No Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.66249540929675","-73.97948361662009"
"CMP-15-00046","2014-07-23T00:00:00.000","628","Hudson Street","Manhattan","626","23","1011648","10014","Greenwich Village - Historic District","Painting sf, awning, security camera, goosenecks, sf?","No Warning Letter Issued","Closed","03","MN-2","West Village","40.73837616064607","-74.00554630939729"
"CMP-15-00045","2014-07-23T00:00:00.000","308","Bowery","Manhattan","521","77","1008202","10012","NoHo East - Historic District","Installation of light and signage","No Warning Letter Issued","Closed","01","MN-2","West Village","40.72475382477158","-73.9923911675181"
"CMP-15-00044","2014-07-23T00:00:00.000","1860","Bedford Avenue","Brooklyn","5031","57","3114866","11225","Prospect Lefferts Gardens - Historic District","Metal post being cemented in front and side yard","Warning Letter Issued","Closed","40","BK-9","Prospect Lefferts Gardens-Wingate","40.660062759018345","-73.95684579971754"
"CMP-15-00047","2014-07-24T00:00:00.000","86","2nd Avenue","Manhattan","446","8","1006205","10003","East Village/Lower East Side - Historic District","ongoing interior work","No Warning Letter Issued","Closed","02","MN-3","East Village","40.726685863755556","-73.98904281924007"
"CMP-15-00048","2014-07-24T00:00:00.000","471","West End Avenue","Manhattan","1245","24","1033802","10024","Riverside-West End  Extension I - Historic District","Building fire; no permits","No Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.78663802807501","-73.9795175859147"
"CMP-15-00049","2014-07-25T00:00:00.000","232","Adelphi Street","Brooklyn","2090","45","3398674","11205","Fort Greene - Historic District","Installation of projecting bay in noncompliance?","No Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.69069623691019","-73.97138318990565"
"CMP-15-00050","2014-07-25T00:00:00.000","384","Broadway","Manhattan","195","2","1002318","10013","Tribeca East - Historic District","installation of stretch banners","Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.718205046151915","-74.00288234224554"
"CMP-15-00051","2014-07-25T00:00:00.000","43","Lispenard Street","Manhattan","210","10","1002711","10013","Tribeca East - Historic District","Cutting the shutters and doors to make a grill","Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.71974484530019","-74.00329005864857"
"CMP-15-00052","2014-07-28T00:00:00.000","180","10th Avenue","Manhattan","718","7502","1088996","10011","Chelsea - Historic District","Installation of bar without permits","Warning Letter Issued","Closed","03","MN-4","Hudson Yards-Chelsea-Flatiron-Union Square","40.746215183444626","-74.00522937407204"
"CMP-15-00054","2014-07-28T00:00:00.000","772","Saint Nicholas Avenue","Manhattan","2053","114","1061156","10031","Hamilton Heights/Sugar Hill - Historic District","Illegal interior work","Warning Letter Issued","Closed","09","MN-9","Hamilton Heights","40.82621024841622","-73.94315567864055"
"CMP-15-00053","2014-07-28T00:00:00.000","109","Prospect Avenue","Queens","8094","36","4168661","11363","Douglaston - Historic District","Power washed building and replaced roof","No Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77198483840935","-73.74810551043043"
"CMP-15-00055","2014-07-28T00:00:00.000","375","West Broadway","Manhattan","487","8","1007308","10012","SoHo-Cast Iron - Historic District","Alteration to residential door surround (completed between 2009 and 2011)","Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.723719272710134","-74.00262282377312"
"CMP-15-00058","2014-07-29T00:00:00.000","1301","Surf Avenue","Brooklyn","7064","16","3189607","11224","Coney Island Theater (later Shore Theater) Building - Individual Landmark","Homeless people living inside, selling scraps, removal of window frames","Warning Letter Issued","Closed","47","BK-13","Seagate-Coney Island","40.575573648133116","-73.98129578385338"
"CMP-15-00056","2014-07-29T00:00:00.000","297","Alexander Avenue","bronx","2314","67","2000712","10454","Mott Haven - Historic District","Renovating basement; interior alts","Warning Letter Issued","Closed","08","BX-1","Mott Haven-Port Morris","40.81122147732141","-73.92430049850458"
"CMP-15-00057","2014-07-29T00:00:00.000","265","Alexander Avenue","bronx","2314","27","2000697","10454","Mott Haven - Historic District","Renovating building","Warning Letter Issued","Closed","08","BX-1","Mott Haven-Port Morris","40.81047252531487","-73.92484682870023"
"CMP-15-00059","2014-07-29T00:00:00.000","574","West End Avenue","Manhattan","1235","61","1033224","10024","Riverside-West End - Historic District","Double doors at entrance have been taken down","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.79010139621357","-73.97695608540096"
"CMP-15-00062","2014-07-30T00:00:00.000","219","Kane Street","Brooklyn","312","55","3003557","11231","Cobble Hill - Historic District","Reconstructing rear and side walls",,"Closed","39","BK-6","Carroll Gardens-Columbia Street-Red Hook","40.68598146442565","-73.9959796513803"
"CMP-15-00065","2014-07-30T00:00:00.000","146","West 13th Street","Manhattan","608","17","1083193","10011","Greenwich Village - Historic District","Installation stretch banner without permits","Warning Letter Issued","Closed","03","MN-2","West Village","40.73723446990905","-73.9987045602115"
"CMP-15-00061","2014-07-30T00:00:00.000","1351","Dean Street","Brooklyn","1209","76","3030182","11216","Crown Heights North - Historic District","Stoop work without permits","Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.676553225521474","-73.94377354512699"
"CMP-15-00060","2014-07-30T00:00:00.000","239","Bleecker Street","Manhattan","589","2","1010059","10014","Greenwich Village  Extension II - Historic District","Installation of signage without permits-starbucks","No Warning Letter Issued","Closed","03","MN-2","West Village","40.73059214303536","-74.00261587807347"
"CMP-15-00064","2014-07-30T00:00:00.000","56","West 11th Street","Manhattan","574","15","1009516","10011","Greenwich Village - Historic District","Replacement of sidewalk in noncompliance-no scoring","Warning Letter Issued","Closed","03","MN-2","West Village","40.73476415511951","-73.99680662476482"
"CMP-15-00066","2014-07-30T00:00:00.000","164","West 88th Street","Manhattan","1218","54","1032264","10024","Upper West Side/Central Park West - Historic District","Painting the ground and façade lime green","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.788511326384906","-73.97295176320738"
"CMP-15-00063","2014-07-30T00:00:00.000","908","St. John's Place","Brooklyn","1255","33","3032302","11216","Crown Heights North  II - Historic District","brownstone work without permits","Warning Letter Issued","Closed","35","BK-8","Crown Heights North","40.67152422251042","-73.94840649288797"
"CMP-15-00068","2014-07-31T00:00:00.000","27","Cherry Street","Queens","8094","39","4168662","11363","Douglaston - Historic District","Replacement of roof","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77104151171907","-73.74850260273955"
"CMP-15-00067","2014-07-31T00:00:00.000","173","6th Avenue","Brooklyn","948","1","3019458","11217","Park Slope - Historic District","Installation of fountain and benches at Lincoln Place without permits","No Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.676811698965885","-73.97702046730849"
"CMP-15-00069","2014-07-31T00:00:00.000","208","Dean Street","Brooklyn","196","15","3001370","11217","Boerum Hill - Historic District","Replacing sidewalk","No Warning Letter Issued","Closed","33","BK-2","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","40.6853629769343","-73.98494997347962"
"CMP-15-00070","2014-07-31T00:00:00.000","750","St. Marks Avenue","Brooklyn","1227","29","3031001","11216","Crown Heights North  II - Historic District","Replacing cornice","No Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.6751088969777","-73.94840011468042"
"CMP-15-00072","2014-08-01T00:00:00.000","41-10A","47th Street","Queens","137","38","4001260","11104","Sunnyside Gardens - Historic District","Alts at base of building","Warning Letter Issued","Closed","26","QN-2","Hunters Point-Sunnyside-West Maspeth","40.74619922744014","-73.91714925490226"
"CMP-15-00074","2014-08-01T00:00:00.000","140","Manhattan Avenue","Manhattan","1841","46","1055615","10025","Manhattan Avenue - Historic District","Painting base of building","Warning Letter Issued","Closed","07","MN-7","Upper West Side","40.79855105205007","-73.96154525835846"
"CMP-15-00073","2014-08-01T00:00:00.000","236","Adelphi Street","Brooklyn","2090","52","3058515","11205","Fort Greene - Historic District","Replacement of windows in noncompliance","No Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.6906111445729","-73.97136519670407"
"CMP-15-00071","2014-08-01T00:00:00.000","558","3rd Street","Brooklyn","1080","131","3422232","11215",,"Major jackhammering","No Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.66972467387877","-73.97694720788355"
"CMP-15-00075","2014-08-01T00:00:00.000","49","West 83rd Street","Manhattan","1197","13","1031225","10024","Upper West Side/Central Park West - Historic District","façade work","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.78409769627711","-73.97253106832196"
"CMP-15-00076","2014-08-03T00:00:00.000","274","Vanderbilt Avenue","Brooklyn","2105","36","3059143","11205","Fort Greene - Historic District","Replacement of windows; shortening windows","No Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.689013082502214","-73.96902568115748"
"CMP-15-00077","2014-08-04T00:00:00.000","35-54","88th Street","Queens","1461","32","4035888","11372","Jackson Heights - Historic District","Removal of slate roof","Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.750935690386065","-73.87885323385387"
"CMP-15-00078","2014-08-04T00:00:00.000","35-56","88th Street","Queens","1461","33","4035889","11372","Jackson Heights - Historic District","Removal of slate roof","Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.75089450782723","-73.87884248111516"
"CMP-15-00079","2014-08-04T00:00:00.000","461","Amsterdam Avenue","Manhattan","1213","1","1032053","10024","Upper West Side/Central Park West - Historic District","Installation of louver at West 82nd Street façade--near residential entrance","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.785234952769756","-73.97679166050642"
"CMP-15-00080","2014-08-04T00:00:00.000","180","Bainbridge Street","Brooklyn","1686","30","3047810","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Installation of lights without permits; photograph Chauncey Street façade","No Warning Letter Issued","Closed","36","BK-3","Crown Heights North","40.68109369376913","-73.92988880947219"
"CMP-15-00081","2014-08-05T00:00:00.000","404","6th Avenue","Manhattan","572","2","1009405","10011","Greenwich Village - Historic District","Installation of signage in noncompliance; installation of sf in noncompliance","No Warning Letter Issued","Closed","03","MN-2","West Village","40.73376785238395","-73.99943350009548"
"CMP-15-00085","2014-08-05T00:00:00.000","31","West 8th Street","Manhattan","572","59","1009442","10011","Greenwich Village - Historic District","Painting façade","Warning Letter Issued","Closed","03","MN-2","West Village","40.73285108367281","-73.99773763978762"
"CMP-15-00083","2014-08-05T00:00:00.000","151","Dekalb Avenue","Brooklyn","2100","36","3058887","11217","Fort Greene - Historic District","Stoop work, façade work","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68967043361191","-73.97453518106423"
"CMP-15-00082","2014-08-05T00:00:00.000","321","Bleecker Street","Manhattan","591","40","1010192","10014","Greenwich Village - Historic District","painting the storefront","Warning Letter Issued","Closed","03","MN-2","West Village","40.733122763744426","-74.00409535775282"
"CMP-15-00084","2014-08-05T00:00:00.000","17","Leonard Street","Manhattan","179","50","1002009","10013","Tribeca West - Historic District","Possible FTM?","No Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.71866867406814","-74.00792198699534"
"CMP-15-00086","2014-08-06T00:00:00.000","149","West 13th Street","Manhattan","609","70","1010660","10011","Greenwich Village - Historic District","Bad pointing at parlor floor","No Warning Letter Issued","Closed","03","MN-2","West Village","40.737264662548725","-73.9987370358456"
"CMP-15-00087","2014-08-07T00:00:00.000","21","9th avenue","Manhattan","645","44","1012214","10014","Gansevoort Market - Historic District","Installation of awnings at roof without permits","Warning Letter Issued","Closed","03","MN-2","West Village","40.740022986143835","-74.00605526168079"
"CMP-15-00090","2014-08-08T00:00:00.000","133","St. James Place","Brooklyn","1964","9","3056115","11238","Clinton Hill - Historic District","garbage enclosure","Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.6855807196428","-73.96420288581221"
"CMP-15-00091","2014-08-08T00:00:00.000","219","St. James Place","Brooklyn","1980","4","3056683","11238","Clinton Hill - Historic District","garbage enclosure","Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.683211833944085","-73.9637318311452"
"CMP-15-00088","2014-08-08T00:00:00.000","34-57","82nd Street","Queens","1443","40","4035455","11372","Jackson Heights - Historic District","Ongoing alts to door surround","Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.752643563111356","-73.88482713755516"
"CMP-15-00089","2014-08-08T00:00:00.000","270","Lafayette Street","Manhattan","510","1","1007929","10012","SoHo-Cast Iron  Extension - Historic District","changing windows, adding louvers, new machinery","Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.72384275902265","-73.99635618030298"
"CMP-15-00093","2014-08-08T00:00:00.000","67","St. James Place","Brooklyn","1951","10","3055708","11238","Clinton Hill - Historic District","resurfacing façade","Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.687485711037446","-73.96459128687452"
"CMP-15-00092","2014-08-08T00:00:00.000","89","St. James Place","Brooklyn","1964","31","3056137","11238","Clinton Hill - Historic District","garbage enclosure","No Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.686494785422255","-73.96438628692255"
"CMP-15-00095","2014-08-09T00:00:00.000","121","Woodbine Street","Brooklyn","3350","50","3076606","11221",,"- SITE CONDITIONS ENDANGERING WORKERS CONSTRUCTION IN PROGRESS","No Warning Letter Issued","Closed","34","BK-4","Bushwick South","40.69211921450529","-73.91715515216507"
"CMP-15-00094","2014-08-09T00:00:00.000","2882","3rd Aveneu","bronx",,,,,,"SITE CONDITIONS ENDANGERING WORKERS CONSTRUCTION IN PROGRESS","No Warning Letter Issued","Closed",,"BX-",,,
"CMP-15-00096","2014-08-11T00:00:00.000","1860","Bedford Avenue","Brooklyn","5031","57","3114866","11225","Prospect Lefferts Gardens - Historic District","Installing posts for a fence","Warning Letter Issued","Closed","40","BK-9","Prospect Lefferts Gardens-Wingate","40.660062759018345","-73.95684579971754"
"CMP-15-00097","2014-08-11T00:00:00.000","547","Macon Street","Brooklyn","1666","50","3046519","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","ongoing façade work","Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.683358150085944","-73.92991887863118"
"CMP-15-00098","2014-08-12T00:00:00.000","259","West 4th Street","Manhattan","612","7503","1010860","10014","Greenwich Village - Historic District","Installation of fence at sidewalk café without permits","No Warning Letter Issued","Closed","03","MN-2","West Village","40.73529389072144","-74.00325835114418"
"CMP-15-00105","2014-08-13T00:00:00.000","55","West 11th Street","Manhattan","575","77","1009599","10011","Greenwich Village - Historic District","Installation of planter boxes without permits","No Warning Letter Issued","Closed","03","MN-2","West Village","40.734766898866816","-73.99677054129582"
"CMP-15-00099","2014-08-13T00:00:00.000","39-57","48th Street","Queens","133","24","4001084","11104","Sunnyside Gardens - Historic District","Constructing a deck","No Warning Letter Issued","Closed","26","QN-2","Hunters Point-Sunnyside-West Maspeth","40.747902765873555","-73.91583705229412"
"CMP-15-00106","2014-08-13T00:00:00.000","15","West 12th Street","Manhattan","576","49","1009622","10011","Greenwich Village - Historic District","Power washing building","Warning Letter Issued","Closed","03","MN-2","West Village","40.7349699586017","-73.99526585169471"
"CMP-15-00100","2014-08-13T00:00:00.000","14","Christopher Street","Manhattan","593","45","1010280","10014","Greenwich Village - Historic District","Alteration to basement entrance","Warning Letter Issued","Closed","03","MN-2","West Village","40.73394626176755","-74.00048351076724"
"CMP-15-00101","2014-08-13T00:00:00.000","219","Clermont avenue","Brooklyn","2092","21","3058566","11205","Fort Greene - Historic District","Removal of addition without permits","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.69087714175793","-73.9703950795605"
"CMP-15-00102","2014-08-13T00:00:00.000","118","East 7th Street","Manhattan","434","23","1005786","10009","East Village/Lower East Side - Historic District","Installation of rear balconies","Warning Letter Issued","Closed","02","MN-3","East Village","40.726377906211155","-73.98433097916894"
"CMP-15-00104","2014-08-13T00:00:00.000","125","Riverside Drive","Manhattan","1246","1","1033838","10024","Riverside-West End  Extension I - Historic District","Installation of signage plaques without permits","No Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.789017957888","-73.98095775209778"
"CMP-15-00103","2014-08-13T00:00:00.000","97","Lincoln Place","Brooklyn","948","75","3019519","11217","Park Slope - Historic District","Water fountain, monuments","No Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.67646574371235","-73.97645817851293"
