"district","schooldbn","printedschoolname","overview","neighborhood","address","sharedbuilding","accessibility","telephone","independentwebsite","subway","bus","code_prog1","name_prog1","admissionsmethod_prog1","geapps_prog1","swdapps_prog1","geappsperseat_prog1","swdappsperseat_prog1","swdseats_prog1","geseats_prog1","gefilled_prog1","swdfilled_prog1","eligibility_prog1","priority1_prog1","priority2_prog1","priority3_prog1","priority4_prog1","priority5_prog1","priority6_prog1","priority7_prog1","prefnote_prog1","lowestpriority_prog1","selectioncriteria1_prog1","selectioncriteria2_prog1","selectioncriteria3_prog1","selectioncriteria4_prog1","selectioncriteria5_prog1","selectioncriteria6_prog1","selectioncriteria7_prog1","selectioncriteria8_prog1","selectioncriteria9_prog1","selectioncriteria10_prog1","selectioncriteria11_prog1","selectioncriteria12_prog1","revealed_prog1","code_prog2","name_prog2","admissionsmethod_prog2","geapps_prog2","swdapps_prog2","geappsperseat_prog2","swdappsperseat_prog2","swdseats_prog2","geseats_prog2","gefilled_prog2","swdfilled_prog2","eligibility_prog2","priority1_prog2","priority2_prog2","priority3_prog2","priority4_prog2","priority5_prog2","priority6_prog2","priority7_prog2","prefnote_prog2","lowestpriority_prog2","selectioncriteria1_prog2","selectioncriteria2_prog2","selectioncriteria3_prog2","selectioncriteria4_prog2","selectioncriteria5_prog2","selectioncriteria6_prog2","selectioncriteria7_prog2","selectioncriteria8_prog2","selectioncriteria9_prog2","selectioncriteria10_prog2","selectioncriteria11_prog2","selectioncriteria12_prog2","revealed_prog2","code_prog3","name_prog3","admissionsmethod_prog3","geapps_prog3","swdapps_prog3","geappsperseat_prog3","swdappsperseat_prog3","swdseats_prog3","geseats_prog3","gefilled_prog3","swdfilled_prog3","eligibility_prog3","priority1_prog3","priority2_prog3","priority3_prog3","priority4_prog3","priority5_prog3","priority6_prog3","priority7_prog3","prefnote_prog3","lowestpriority_prog3","selectioncriteria1_prog3","selectioncriteria2_prog3","selectioncriteria3_prog3","selectioncriteria4_prog3","selectioncriteria5_prog3","selectioncriteria6_prog3","selectioncriteria7_prog3","selectioncriteria8_prog3","selectioncriteria9_prog3","selectioncriteria10_prog3","selectioncriteria11_prog3","selectioncriteria12_prog3","revealed_prog3","code_prog4","name_prog4","admissionsmethod_prog4","geapps_prog4","swdapps_prog4","geappsperseat_prog4","swdappsperseat_prog4","swdseats_prog4","geseats_prog4","gefilled_prog4","swdfilled_prog4","eligibility_prog4","priority1_prog4","priority2_prog4","priority3_prog4","priority4_prog4","priority5_prog4","priority6_prog4","priority7_prog4","prefnote_prog4","lowestpriority_prog4","selectioncriteria1_prog4","selectioncriteria2_prog4","selectioncriteria3_prog4","selectioncriteria4_prog4","selectioncriteria5_prog4","selectioncriteria6_prog4","selectioncriteria7_prog4","selectioncriteria8_prog4","selectioncriteria9_prog4","selectioncriteria10_prog4","selectioncriteria11_prog4","selectioncriteria12_prog4","revealed_prog4","code_prog5","name_prog5","admissionsmethod_prog5","geapps_prog5","swdapps_prog5","geappsperseat_prog5","swdappsperseat_prog5","swdseats_prog5","geseats_prog5","gefilled_prog5","swdfilled_prog5","eligibility_prog5","priority1_prog5","priority2_prog5","priority3_prog5","priority4_prog5","priority5_prog5","priority6_prog5","priority7_prog5","prefnote_prog5","lowestpriority_prog5","selectioncriteria1_prog5","selectioncriteria2_prog5","selectioncriteria3_prog5","selectioncriteria4_prog5","selectioncriteria5_prog5","selectioncriteria6_prog5","selectioncriteria7_prog5","selectioncriteria8_prog5","selectioncriteria9_prog5","selectioncriteria10_prog5","selectioncriteria11_prog5","selectioncriteria12_prog5","revealed_prog5","code_prog6","name_prog6","admissionsmethod_prog6","geapps_prog6","swdapps_prog6","geappsperseat_prog6","swdappsperseat_prog6","swdseats_prog6","geseats_prog6","gefilled_prog6","swdfilled_prog6","eligibility_prog6","priority1_prog6","priority2_prog6","priority3_prog6","priority4_prog6","priority5_prog6","priority6_prog6","priority7_prog6","prefnote_prog6","lowestpriority_prog6","selectioncriteria1_prog6","selectioncriteria2_prog6","selectioncriteria3_prog6","selectioncriteria4_prog6","selectioncriteria5_prog6","selectioncriteria6_prog6","selectioncriteria7_prog6","selectioncriteria8_prog6","selectioncriteria9_prog6","selectioncriteria10_prog6","selectioncriteria11_prog6","selectioncriteria12_prog6","revealed_prog6","coursepassrate","elaprof","mathprof","tophs1","tophs2","tophs3","surveysafety","totalstudents","gradespan","communityschool","schoolday","uniform","ellprograms","communityservice","extendedday","summersession","weekendprogram","languageclasses","acceleratedclasses","electiveclasses","activities","champsboys","champsgirls","champscoed","othersports","postcode","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"27","27Q226","Virgil I. Grissom (J.H.S. 226)","J.H.S. 226 focuses on exploratory learning. The school is organized into four learning communities. The Discovery and Explorations Academy is a hub for sixth graders, which allows students opportunities to explore the Junior High School experience through academic rigor, discipline, creativity, and culture. The Humanities Academy for Performing Arts showcases the talent in our youngsters with quarterly displays in music, art, dance, poetry, and drama. Visionaries Academy for Science and Technology engages students in developing projects in web design, air and space exploration, PowerPoint, and DNA splicing. The Renaissance Academy for Broadcast Journalism engages students in print and digital media. Students utilize elements of print and digital media to develop quarterly displays in a student newspaper, video broadcast, and a student comic magazine, while continuing to engage in academic rigor around the Common Core Learning Standards.","South Ozone Park","121-10 Rockaway Boulevard, Queens NY 11420","Yes–27Q226, 27Q297, 27Q314, 75Q233","Accessible","718-843-2260","schools.nyc.gov/schoolportals/27/q226","N/A","Q10, Q37, Q7, Q9, QM18","Q226U","Virgil I. Grissom (J.H.S. 226)","Unscreened","229","36","1","1","47","253","N","N","Open to students residing in the zone",,,,,,,,,,"Students who apply to this program will be randomly selected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89","26","18","John Adams High School","Hillcrest High School","Richmond Hill High School","59","917","GR 6-8","No","8:10am-2:30pm","Yes","English as a New Language","Yes–10-30 hours expected by graduation","Yes","Yes–Academic support and enrichment.","Yes–Saturday program","Spanish","Algebra I, English, Living Environment, Spanish","Broadcasting, Computer Coding, Culinary Studies, Gaming, Herstory, Hochman Writing Revolution, Journalism, MSQI Word Generation, Martial Arts, Modern Dance, Music Recording and Editing, New York Historical Society Museum Hands on Arts Program, Photography, Poetic Motivations, Rush Art Philanthropic, Science and Technology, Theater, Think Law, Urban Advantage Hands on Science, Visual Arts and Design, Women in Aviation, Young Men's Leadership Team Banking and Finance","Alvin Ailey Dance ; Art ; Band ; Bollywood Dance ; Career Day ; Chess ; College Fair ; Computer Coding ; Debate ; Drama ; Dream SHSI ; Flag Football ; Herstory ; Journalism ; Jr. Knicks ; Martial Arts ; MSQI Word Generation ; Steel Pan ; Newspaper ; Pencil Partnerships with JP Morgan Chase ; Photography ; Poetry ; Publishing ; Queensborough Community College ; Recycling ; Robotics ; Student Authors ; Student Government ; Talent Showcase ; Technology ; Urban Advantage ; Washington DC Tour ; Young Men's Leadership",,"Developmental Basketball","Soccer","Baseball, Cheerleading, Double Dutch, Flag Football, Girls and Boys Basketball, Martial Arts, Modern Dance, Soccer, Track and Field","11420","QUEENS   ","40.675771","-73.816938","10","28","840","4253607","4117140100","South Ozone Park                                                           "
"27","27Q232","Lindenwood (P.S. 232)","Please contact the school for more information.","Lindenwood","153-23 83rd Street, Queens NY 11414","No","Accessible","718-848-9247","ps232q.org","N/A","B15, BM5, Q11, Q21, Q41, Q7, QM15","Q232Z","Lindenwood (P.S. 232)","Zoned",,,,,,,,,"Open to continuing 5th grade students and students residing in the elementary school zone","Priority to continuing 5th grade students","Then to students residing in the elementary school zone. Last year, this program admitted students from all priority groups.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99","56","47","Robert H. Goddard High School of Communication Arts and Technology","High School for Construction Trades, Engineering and Architecture","Queens Metropolitan High School","95","339","GR K-8","No","8:05am-2:25pm","Yes–Top and bottom; specific colors or styles","English as a New Language","Yes–10-30 hours expected by graduation","Yes","No","No","Spanish","Algebra I, Earth Science, Spanish",,,,"Volleyball","Flag Football, Flag Rugby","Basketball, Cheerleading","11414","QUEENS   ","40.665909","-73.851216","10","32","6202","4247454","4114450001","Lindenwood-Howard Beach                                                    "
"27","27Q262","Channel View School for Research","Channel View School for Research (CVSR) is an Expeditionary Learning School that believes students learn best through a project-based approach. Students focus on character and career development by participating in small advisory groups called Crew. Our students are researchers, historians, urban planners, and scientists that investigate real world problems and develop creative, actionable solutions using cutting-edge technology. Our Oceanography/Robotics program uses drone technology that allows students to actively explore the aquatic ecology beneath Jamaica Bay and the Atlantic Ocean. Our program is highly engaging and pushes students to do their best while developing a culture of collaboration and teamwork.","Breezy Point-Rockaway Park","100-00 Beach Channel Street, Queens NY 11694","Yes–27Q262, 27Q324, 27Q351, 75Q256, 79M973","Accessible","718-634-1970","cvsr.info","A, S to Beach 98th St-Playland","Q22, Q52, Q53, QM16, QM17","Q262S","Expeditionary Learning","Screened","663","152","8","9","17","86","Y","Y","Open to students and residents of Queens","Priority to students and residents of District 27","Then to students and residents of Queens. Last year, this program admitted students from all priority groups.",,,,,,,,"4th Grade New York State ELA and Math Exams","Attendance and Punctuality","Final 4th Grade Report Card: ELA and Math","Interview","Writing Sample",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95","34","22","Channel View School for Research",,,"92","313","GR 6-12","No","8:15am-2:40pm","Yes–Official uniform must be purchased","English as a New Language","Yes–Expected","Yes","Yes","Yes","Spanish","Algebra I, Living Environment, Spanish","Chorus, Culinary Arts, Dance, Home Economics, Instrumental Music, Marching Band, Math, ""Mighty Milers"" Running Club, Oceanography, Robotics, Spanish, Visual Arts, Web Design","Annual Farm Trip ; Athletics ; Camping ; Cheerleading ; Chorus ; Community Events Including-Beach Clean-Up ; Community Health Fair and Walk-a-Thons ; Drama ; Field Trips ; Instrumental Music ; Internships ; Mentoring ; Oceanography/Marine Biology ; Robotics ; Student Government ; Visual Art",,,"Developmental Basketball, Soccer, Tennis, Volleyball","Flag Football","11694","QUEENS   ","40.583775","-73.839659","14","32","93401",,,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      "
"27","27Q282","Knowledge and Power Preparatory Academy VI","Knowledge and Power Preparatory Academy VI (KAPPA VI) is located in the beautiful Far Rockaway campus. The school is modeled after the Air Force philosophy of leadership training. Students, who are called cadets, wear a formal uniform and each class, called a squadron, is named after a NASA space mission. Our school's aim is to be an ""Ivy League Middle School Academy,"" with a long-term goal of preparing students for college. The debate team competes in the citywide competition. Math is a point of pride at KAPPA VI, and the school's math team competes in citywide math competitions. Our students are encouraged to take the Specialized High School Admissions Test (SHSAT). KAPPA VI also offers a wide range of enrichment courses, including art and music. We have a state-of-the-art media room with iMac computers, and a state-of-the-art library is being built.","Far Rockaway-Bayswater","8-21 Bay 25th Street, Queens NY 11691","Yes–27Q260, 27Q282, 27Q302, 27Q309, 79Q950","Not Accessible","718-471-6934","schools.nyc.gov/SchoolPortals/27/Q282","A to Beach 25th St-Wavecrest","Q114, Q22, QM17","Q282M","KAPPA VI (27Q282)","School-based","N/A","N/A","N/A","N/A",,"76","N/A","N/A","Open to students and residents of Queens",,,,,,,,,,"4th Grade New York State ELA and Math Exams","Attendance and Punctuality","Final 4th Grade Report Card: ELA and Math","Interview","Writing Sample",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99","38","19","Channel View School for Research","New Visions Charter High School for Advanced Math and Science IV","Academy of Medical Technology: A College Board School","85","259","GR 6-8","No","7:30am-1:50pm","Yes–Official uniform must be purchased","English as a New Language","Yes–Expected","Yes–After-School","Yes–Academic support and enrichment.","Yes–Saturday program","Spanish","Algebra I, Living Environment, US History","Band, Theatre/Drama","Cheerleading ; Chorus ; Civil Air Patrol ; Debate Team ; MATHCOUNTS Competition ; Math Team ; New York Cares ; Pi5 NY Competition ; Seventh Grade Trip to the Pocono Environmental Education Center (PEEC) ; Sixth Grade Trip to Medieval Times ; Spelling Bee",,,"Soccer, Track and Field","Basketball, Dance","11691","QUEENS   ","40.60201","-73.762795","14","31","100802","4300730","4157360001","Far Rockaway-Bayswater                                                     "
"27","27Q297","Hawtree Creek Middle School-M.S. 297","Hawtree Creek Middle School (HCMS)—M.S. 297 is a new small school located in South Ozone Park. Instruction is differentiated and provides students with consistent opportunities to collaborate in small groups and engage in academic discussion. Academics and behavior are framed around the school's character values: leadership, collaboration, perseverance, and community, creating a positive school culture. Parent involvement is very strong, and parents take great pride in their child's education at HCMS. One significant aspect of the school is student-led conferences, which take place twice a year. During a student-led conference, students present a portfolio of their work from each content area and explain their process of learning to their parents/families. The academic program at HCMS is supported by a variety of electives offered during the day, an extended-day program on Wednesday and Thursday, and an after-school program for HCMS students every day until 5pm.","South Ozone Park","121-10 Rockaway Boulevard, Queens NY 11420","Yes–27Q226, 27Q297, 27Q314, 75Q233","Accessible","718-659-3792","www.hcms297.com","N/A","Q10, Q37, Q7, Q9, QM18","Q297U","Hawtree Creek Middle School","Unscreened","287","36","3","2","17","88","Y","Y","Open to students residing in the zone",,,,,,,,,,"Students who apply to this program will be randomly selected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96","32","18","John Bowne High School","Robert H. Goddard High School of Communication Arts and Technology","High School for Law Enforcement and Public Safety","92","402","GR 6-8","No","7:35am-1:50pm","Yes–Top and bottom; specific colors or styles","English as a New Language","Yes–Offered","Yes","No","Yes–Saturday program","Spanish","Algebra I, Living Environment","AVID, Art, Chorus, Creative Writing, Dance, Debate, Fitness, Math Team, Tutoring/Enrichment, VR Quest, World Cultures","Art Club ; Book Club ; Debate Team ; Journalism/School Newspaper ; Math Team ; National Junior Honor Society ; Performance Chorus ; Science Club ; Student Council ; Tutoring ; Yearbook","Flag Football","Developmental Basketball","Soccer, Track and Field","Boys Basketball, Girls Basketball","11420","QUEENS   ","40.675771","-73.816938","10","28","840","4253607","4117140100","South Ozone Park                                                           "
"27","27Q318","Waterside School For Leadership","The Waterside School for Leadership, along with its parents and community members, is a sixth through eighth grade middle school serving the diverse scholars of New York City. Collegebound Waterside Scholars are leaders of their lives, learning, and community. Waterside Scholars are expected to demonstrate a high degree of intellect, professionalism, and strong work ethic that reflects the mission and vision of the school. Waterside has a very warm and supportive environment that includes weekly advisory, regular contact with parents, ongoing conversations between home and school, and opportunities for challenging work. Students also get to use New York City as their classroom through various field trips and activities. Our primary purpose is to educate all scholars to the highest levels of academic achievement by providing a rigorous curriculum in a safe, healthy, and happy environment.","Rockaway Park","190 Beach 110th Street, Rockaway Park NY 11694","Yes–27Q317, 27Q318","Not Accessible","718-634-1128","watersideschoolforleadership.com","A, S to Rockaway Park-Beach 116th","Q22, Q35, Q52, Q53, QM16","Q318M","Waterside School for Leadership Spanish Dual Language Program","Screened: Language","274","64","11","13","5","25","Y","Y","Open to students and residents of Queens",,,,,,,,"English Language Learners (ELLs), Heritage Language Speakers of the target language, Participants of elementary school-level Dual Language and Transitional Bilingual Education programs in the target language",,,,,,,,,,,,,,,"Q318Z","Waterside School for Leadership","Zoned",,,,,,,,,"Open to students residing in the zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93","23","8","Rockaway Collegiate High School","Rockaway Park High School for Environmental Sustainability","Channel View School for Research","92","230","GR 6-8","No","8:10am-2:30pm","Yes–Official uniform must be purchased","English as a New Language, Dual Language: Spanish","Yes–10-30 hours expected by graduation","Yes","Yes–For incoming sixth graders and for academic support and enrichment.","Yes–Saturday program for academic support and enrichment","Spanish",,"Arts and Crafts, Chess, Chorus, Dance, Fitness; Guitar, Painting, Photography, Piano Recorder, STEM, Sports Journalism, Technology, Theater","Band ; Carnegie Hall's Count Me In Program (provides vocal instruction and choral training) ; Chorus ; Computer Club ; Crochet ; Dance Team ; Double Dutch ; Enrichment/Honors Programs ; Fitness ; Mural Club ; Peer Mediation; Poetry ; Performing Arts ; Photography ; SONYC Development After-School Program (homework help until 5:30pm) ; Science Explorers ; Student Newspaper",,,"Developmental Basketball, Flag Football, Floor Hockey","Cheerleading, Dance, Football, Soccer, Soccer Club, Step, Track and Field, Volleyball ","11694","QUEENS   ","40.580928","-73.831836","14","32","938","4303853","4161810001","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      "
"27","27Q319","Village Academy","Village Academy is a small school that provides an individualized education. We boast smaller class sizes and personalized schedules for each student. Every classroom is equipped with state-of-the-art technology that takes our learning into the 21st century. We have a full STEAM program where students engineer and produce their own albums and broadcasts in our state-of-the-art recording studio. Our science program includes a new science lab, mobile science center, organic grow labs, aquariums, and aquatic agriculture system which allow our students to engage in scientific inquiry. Our young scientists explore the world of biology with monthly dissections. Students can apply to our dynamic Honor's Program, which provides an accelerated learning program that earns high school credit and one-to-one technology ratio. Along with our real-world-based curriculum, we focus on educating the entire child with advisory, counseling, and a wide variety of extracurricular activities and sports. Our students experience the world around them through exploratory excursions and overnight college tours. We have a full sports program and are league champions in basketball and soccer. Parents are always welcomed and receive ongoing communication.","Far Rockaway","10-45 Nameoke Street, Queens NY 11691","Yes–27Q053, 27Q319, 84Q375","Accessible","718-471-6042","vanyc.org","A to Far Rockaway - Mott Ave","Q113, Q114, Q22, QM17","Q319U","Village Academy","Unscreened","333","91","4","5","19","91","Y","Y","Open to students and residents of District 27","Priority to students residing in the zone","Then to students and residents of District 27. Last year, this program admitted students from all priority groups.",,,,,,,,"Students who apply to this program will be randomly selected in the order of the priority groups listed above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98","19","10","Queens High School for Information, Research, and Technology","High School for Law Enforcement and Public Safety","Frederick Douglass Academy VI High School","81","314","GR 6-8","No","8am-3pm","Yes–Top and bottom; specific colors or styles","English as a New Language","Yes–Expected","Yes","Yes","Yes",,,"Blended Learning Classes, Clubs Including: Cooking, Sewing, Fashion, Yoga, Financial Literacy; Debate, Engineering, Full Arts Program Including: Visual Art, Music, Dance, Drama, Creative Writing; Leadership Classes, Peer Group Connection, Regents Courses, STEM, Specialized High School Prep, Strategic Reading, Technology","Agriculture ; Band ; Basketball ; Biology ; Chess Club ; Chorus ; College Tours ; Community Service Program ; Cooking ; Dance ; Double Dutch ; Drama ; Gentlemen's Club ; Google Scholar ; iPad Club ; Ladies With Purpose ; Leadership Clubs ; Modeling and Fashion Design ; Music ; Newspaper ; NYPD Book Club ; Photography ; Principal's Book Club ; Soccer ; STEAM Engineering and Broadcasting ; Student Ambassador ; Student Government ; VIP Community Club ; Visual Art ; Yearbook ; YMCA","Basketball League",,"Double Dutch, Soccer","Basketball, Cheerleading, Dance, Football, Martial Arts, Step, Yoga, Zumba,","11691","QUEENS   ","40.603622","-73.749097","14","31","103202","4298234","4155570025","Far Rockaway-Bayswater                                                     "
"27","27Q323","Scholars' Academy","Scholars' Academy is a 6-12th grade school with a competitive school-based application process. Parents/students must apply for admission in November-December online via the school's website. A highly rigorous school, Scholars' Academy earned ""Well Developed"" ratings on the Quality Review and ""Excellent Ratings"" on the School Quality Snapshot in every category: Rigorous Instruction, Collaborative Teachers, Supportive Environment, Effective School Leadership, Strong Family-Community Ties, and Trust. Scholars' Academy is an Innovation Zone Ambassador School. Scholars' Academy teachers and students collaborate using online tools to engage in projects which are Common Core-anchored and engaging. Scholars' Academy follows the Scale-Up cooperative learning model used by many top universities such as MIT. All students are expected to complete three high school Regents courses in middle school. The primary career- and college-readiness partner of the Scholars' Academy is Broadridge Financial Solutions, Inc. Broadridge executives provide career awareness training, on-site shadowing opportunities, mentoring, college essay support, and scholarships to select Scholars' Academy High School students. Friday dismissal is 1:12pm.","Breezy Point-Rockaway Park","320 Beach 104th Street, Queens NY 11694","No","Accessible","718-474-6918","1: scholarsnyc.com 2: vimeo.com/scholars 3: thecube.com/cube/scholarsacademy","A, S to Beach 105th St-Seaside","Q22, Q52, Q53, QM16",,"Not Applicable: School Based Application Process.","School-based","N/A","N/A","N/A","N/A",,,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100","92","90","Scholars' Academy","Brooklyn Technical High School","Townsend Harris High School","95","725","GR 6-12","No","8am-2:50pm","Yes","English as a New Language","Yes–50+ hours expected by graduation","Yes–Before- and After-School","Yes–Academic support and enrichment.","Yes–Saturday program for test prep","Spanish","Algebra I, Living Environment, Spanish","Band, Chorus, Computer Programming, Drama, Film/Media Production, Guitar, LEGO Robotics, Marching Band, Music Technology, Piano, STEM, Sports Elective, Visual Arts","Chess Club ; Dance ; Field Trips ; Fitness ; Government ; Journalism ; Shakespeare ; Technology/Programming",,,"Cross-Country, Step, Track and Field","Archery, Boys Basketball, Boys Lacrosse, Girls Basketball, Girls Volleyball, Soccer","11694","QUEENS   ","40.584109","-73.825711","14","32","938","4303722","4161590012","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      "
"27","27Q333","Goldie Maple Academy","Students have an extended-day (8am-4pm) daily. In additional the classes are all t","Edgemere","3-65 Beach 56th Street, Queens NY 11692","No","Accessible","718-945-3300","schools.nyc.gov/schoolportals/27/q333","N/A","Q22, QM17","Q333M","Goldie Maple Academy","Screened","N/A","N/A","N/A","N/A","5","25","N/A","N/A","Open to students and residents of District 27","Priority to continuing 5th grade students","Then to students and residents of District 27.",,,,,,,,"4th Grade New York State ELA and Math Exams","Academic and Personal Behavior","Attendance and Punctuality","Entrance Exam","Final 4th Grade Report Card: ELA and Math",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97","33","9","John Adams High School",,,"78","99","GR PK-8","No","8am-4pm","Yes–Official uniform must be purchased","English as a New Language","Yes–Offered","No","No","Yes–Saturday program for test prep","American Sign Language, Spanish","Algebra I, Global History, Living Environment","Arts: Chorus, Dance, Theater, Visual Art","Boys Basketball Team ; Student Council",,,,,"11692","QUEENS   ","40.593967","-73.786182","14","31","97204","4301929","4158940011","Hammels-Arverne-Edgemere                                                   "
"1","01M034","Franklin Delano Roosevelt (P.S. 34)","The P.S. 34 Franklin Delano Roosevelt Middle School experience provides students the opportunities to develop as independent, critical thinkers immersed in rigorous instruction to promote college- and career-readiness skills. As we focus on teaching the whole child in a safe, nurturing environment we encourage positive social emotional growth and provide community service opportunities to enhance our students' academic growth. Our school setting enables us to address students individual academic, social, and behavioral needs. We take students on field trips to universities, such as Harvard and Yale. As an adopted school by the District Attorney's office, our students take trips to the courthouse and law firms. Some special programs we offer include: mock trial, peer mediation, student council, Book Club, basketball, volleyball, and flag football. We recognize student achievement monthly during assemblies for perfect attendance, Scholar of the Month, and Honor Roll. Honor students are rewarded with trips to go bowling and ice skating. Parents appreciate our supportive learning environment where teachers know the students well and expect the best from each student.","Lower East Side","730 East 12th Street, Manhattan NY 10009","No","Not Accessible","212-228-4433","sites.google.com/site/fdracademy34","L to 1st Ave","M14A, M14D, M21, M23, M8, M9, X14, X2, X42, X5","M034L","Franklin Delano Roosevelt (P.S. 34)","Limited Unscreened","80","30","2","2","17","53","N","N","Open to students and residents of District 1","Priority to continuing 5th grade students","Then to students and residents of District 1 who sign in at an event","Then to students and residents of District 1. Last year, this program admitted students from all priority groups.",,,,,,,"Students who apply to this program will be randomly selected in the order of the priority groups listed above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81","25","15","New Design High School","Orchard Collegiate Academy",,"80","159","GR PK-8","No","7:45am-2:40pm","No","English as a New Language","Yes—Offered","Yes","No","Yes—Saturday program for test prep","Spanish",,,"Academic After School ; Arbron Arts ; Basketball ; Career Day ; Flag Football ; Junior Achievement ; Mighty Milers ; Peer Mediation ; Penny Harvest ; SONYC After-School Program ; Student Council ; Technology ; Third Street Music School ; Urban Advantage ; Volleyball",,," Developmental Basketball, Flag Football, One Wall Handball","Basketball, Soccer, Softball, Track and Field","10009","MANHATTAN","40.726473","-73.975181","3","2","28","1004564","1003810038","Lower East Side                                                            "
