"recurrence","title","location","start_time"
"0","24th Annual Resident Art Show (Youth)","Rutgers CC, 200 Madison St, NYC","2014-06-05T12:30:00.000"
"0","BRONX Draft Annual Plan Meeting","Eugenio Maria de Hostos Community College, 500 Grand Concourse","2014-06-05T15:00:00.000"
"1","24th Annual Resident Art Show EXHIBIT","Rutgers CC, 200 Madison St., NYC","2014-06-09T10:00:00.000"
"0","QUEENS Draft Annual Plan Meeting","Joint Industry Board, 158-11 Jewel Ave., Flushing","2014-06-10T15:00:00.000"
"0","BROOKLYN Draft Annual Plan Meeting","St. Francis College, 180 Remsen St., Brooklyn","2014-06-17T15:00:00.000"
"0","BROOKLYN Draft Annual Plan Meeting","St. Francis College, 180 Remsen St., Brooklyn","2014-06-17T18:00:00.000"
"0","NFL Training Academy ","REES, 787 Atlantic Ave., Fl. 2, Brooklyn ","2014-06-18T00:00:00.000"
"0","NYCHA Board Meeting","250 Broadway, 12th Floor Board Room","2014-06-18T11:00:00.000"
"0","John DeCarlo Memorial Awards Ceremony","90 Church St - 5th Fl. Ceremonial Room","2014-06-20T11:30:00.000"
"0","NFL Training Academy ","REES, 787 Atlantic Ave., Fl. 2, Brooklyn ","2014-06-25T17:30:00.000"
"0","STATEN ISLAND Draft Annual Plan Meeting","Dreyfus Middle School, 101 Warren St.","2014-06-26T15:00:00.000"
"0","Manhattan Annual Plan Town Hall","Johnson Community Center, 1833 Lexington Ave, New York, NY 10029","2014-06-30T15:00:00.000"
"0","REES/Green City Force Recruitment","REES Offices, 787 Atlantic Ave., Fl. 2, Brooklyn","2014-07-01T10:00:00.000"
"1","NFL Training Academy","REES, 787 Atlantic Ave., Fl. 2, Brooklyn","2014-07-02T17:30:00.000"
"0","INDEPENDENCE DAY (Office Closed)",,"2014-07-04T00:00:00.000"
"1","PAL Playstreets","PAL Playstreets BX-Morris, Monroe & Forest Houses; BK-Linden, Brownsville & Marlboro Houses; QN-Astoria & S. Jamaica; MN-Grant & Riis","2014-07-07T09:00:00.000"
"0","Education through Sports Track Event","Track @ Pelham Bay Park, the Bronx","2014-07-16T10:00:00.000"
"0","Education Through Sports Summer Events","Track @ Macombs Dam Park, the Bronx","2014-07-17T10:00:00.000"
"0","Education Through Sports Summer Events","Sports Challenge @ St. John’s Park, Brooklyn","2014-07-24T10:00:00.000"
"0","Draft Agency Annual Plan for FY2015 Public Hearing","BMCC, 199 Chambers Street, NYC","2014-07-24T18:00:00.000"
"0","NYCHA Special Board Meeting","Board Room on the 12th Floor at 250 Broadway","2014-07-25T09:00:00.000"
"0","Education Through Sports Summer Events","Sports Challenge @ Harlem River Park, Manhattan","2014-07-25T10:00:00.000"
"0","Education Through Sports Summer Events","Track @ Red Hook Recreation Area, Brooklyn","2014-07-29T10:00:00.000"
"0","NYCHA Board Meeting","250 Broadway, 12th Floor Board Room","2014-07-30T10:00:00.000"
"0","National Night Out Against Crime","Citywide","2014-08-05T00:00:00.000"
"0","Education Through Sports Summer Events","Track Championship @ Macombs Dam Park, the Bronx","2014-08-06T10:00:00.000"
"0","NFL Training Academy","REES Offices, 787 Atlantic Ave., Brooklyn","2014-08-06T17:30:00.000"
"0","NFL Training Academy Graduation","NFL Headquarters, 345 Park Ave., NYC","2014-08-07T18:00:00.000"
"0","Annual Kids Walk","Kids Walk @ Clove Lakes Park, SI","2014-08-19T10:00:00.000"
"0","LABOR DAY (Office Closed)",,"2014-09-01T00:00:00.000"
"0","National Preparedness Month Kickoff Day",,"2014-09-05T00:00:00.000"
"0","Resident Watch Training","Clinton CC, 120 East 110th St., NYC","2014-09-08T09:00:00.000"
"0","Resident Watch Training","Richmond Terrace CC, 71 Jersey St., SI","2014-09-09T09:00:00.000"
"0","Resident Watch Training","1200 Waters Place, 2nd Fl. Ceremonial Room, Bronx","2014-09-11T09:00:00.000"
"0","Resident Watch Training","Clinton CC, 120 East 110th St., NYC","2014-09-15T09:00:00.000"
"0","Resident Watch Training","Astoria CC, 4-05 Astoria Blvd., Queens","2014-09-16T09:00:00.000"
"0","Resident Watch Training","Van Dyke CC, 392 Blake Ave. Brooklyn","2014-09-17T09:00:00.000"
"0","NYCHA-CUNY Resident Scholarship Program Awards Ceremony","BMCC/Miles & Shirley Fiterman Hall, Conf. Room 1302, 13th floor, 245 Greenwich Street (Barclay St. Entrance)","2014-09-17T12:00:00.000"
"0","Resident Watch Training","St. Mary’s Park CC, 595 Trinity Ave., Bronx","2014-09-18T09:00:00.000"
"0","Resident Watch Training","Beach 41st CC, 426 Beach 40th St., Queens","2014-09-22T09:00:00.000"
"0","Resident Watch Training","Carey Gardens CC, 2315 Surf Ave., Brooklyn","2014-09-23T09:00:00.000"
"0","Resident Watch Training","90 Church St. -5th Floor Ceremonial Room, NYC","2014-09-24T09:00:00.000"
"0","NYCHA Board Meeting scheduled for September 24, 2014 @10:00 a.m","250 broadway 12th floor","2014-09-24T10:00:00.000"
"0","Resident Watch Training","Ingersoll CC, 177 Myrtle Ave., Brooklyn","2014-09-30T09:00:00.000"
"1","NYCHA Resident Auditions @ Lee Strasberg Theater Institute & Film Institute","Lee Strasberg Theater Institute & Film Institute, 225 East 27th Street, NY, NY 10016","2014-10-01T17:30:00.000"
"0","51st Annual Garden & Greening Awards Ceremony","Tentatively @ Justice Sonia Sotomayor CC, 1000 Rosedale Ave., Bronx","2014-10-02T12:00:00.000"
"0","Customer Service Week",,"2014-10-05T09:00:00.000"
"0","COLUMBUS DAY (Office Closed)",,"2014-10-13T00:00:00.000"
"0","Tree Planting","Gravesend Houses, Brooklyn","2014-10-15T10:00:00.000"
"0","13th Annual Domestic Violence Conference & Resource Fair","Eugenio Maria de Hostos Community College, 500 Grand Concourse, Bronx","2014-10-18T09:30:00.000"
"0","NYCHA’s Hispanic Heritage Month Celebration ","90 Church St-5th Floor Ceremonial Room ","2014-10-20T17:30:00.000"
"0","Tree Planting","Ocean Bay Houses, Rockaway, Queens","2014-10-22T10:00:00.000"
"0","NYCHA MWBE Trade Show","BNY Mellon, West Auditorium, 101 Barclay-10th floor, NYC","2014-10-23T08:30:00.000"
"0","Make Mott Haven Clean-Up & Plant Day","Betances CC, 465 St. Ann Ave., Bronx","2014-10-25T09:00:00.000"
"0","NYCHA Board Meeting","250 Broadway, 12th Floor Board Room","2014-10-29T10:00:00.000"
"0","Hurricane Sandy 2nd Anniversary: NYCHA’s Day of Service","Carey Gardens Basketball Court, W. 24 St bet. Neptune & Mermaid Ave, Brooklyn","2014-10-29T12:30:00.000"
"0","Election Day (Office Closed)",,"2014-11-04T00:00:00.000"
"0","Make Mott Haven… Choice Neighborhoods Initiative Final Transformation Plan Presentation","Betances Community Center, 547 E. 146th St, Bronx","2014-11-05T18:00:00.000"
"0","REES Off-Site Information Session","Throggs Neck Community Center Kips Bay Boy & Girls Club 550 Balcom Avenue Bronx, NY 10465","2014-11-07T10:00:00.000"
"0","Veterans Day (Office Closed)",,"2014-11-11T00:00:00.000"
"0","Hispanic Society General Membership Meeting on Nov 12th","90 Church 5th floor","2014-11-12T18:00:00.000"
"0","The Six Month Business Skills Program for Woman","Lower East Side Information Session, Seward Park CC, 56 Essex St., NYC","2014-11-12T18:00:00.000"
"1","Citywide Boys & Girls Basketball League Annual Coaches Orientation","90 Church St-5th Fl. Ceremonial Room, NYC","2014-11-12T18:00:00.000"
"0","Neighborhood Trust’s Getting Ahead Program","Brooklyn Cooperative (Bushwick Branch), 1474 Myrtle Ave., Brooklyn","2014-11-13T18:00:00.000"
"0","Green City Force Information Session","REES Brooklyn Central Office, 787 Atlantic Ave., 2nd fl., Brooklyn","2014-11-14T10:00:00.000"
"0","NYCHA/C4Q Computer Lab Training Program","Jacob Riis Settlement House, 10-25 41st Ave., LIC","2014-11-18T18:30:00.000"
"0","Pratt Area Community Council","NYCHA Customer Contact Center, 787 Atlantic Ave. 2nd fl. Brooklyn","2014-11-18T18:30:00.000"
"0","The State University of New York (SUNY) ATTAIN Lab","Polo Grounds ATTAIN Lab, 2965 8TH Ave., @ W. 155th St., Harlem","2014-11-19T10:00:00.000"
"0","NYCHA Food Service Business Pathway Program-Manhattan Session","Fulton Houses, 419A W. 17th St. (bet. 9 & 10th Ave.), NYC","2014-11-20T18:00:00.000"
"0","The Six Month Business Skills Program for Women","REES Brooklyn Central Office, 787 Atlantic Ave., 2nd fl., Brooklyn","2014-11-21T10:00:00.000"
"0","Food Service Business Pathway Program – Bronx Session","St. Mary’s Houses, 595 Trinity Avenue (bet. E. 149th Street & Westchester Avenue), Bronx,NY","2014-11-24T18:00:00.000"
"0","Lincoln Center Talent Show Showcase","Lincoln Center Atrium, Broadway & 66th St., NYC","2014-11-25T18:00:00.000"
"0","NYCHA Board Meeting","250 Broadway, 12th Floor Board Room","2014-11-26T10:00:00.000"
"0","Thanksgiving Day (Office Closed)",,"2014-11-27T00:00:00.000"
"0","Green City Force Information Session","REES Brooklyn Central Office, 787 Atlantic Ave., 2nd fl., Brooklyn","2014-12-01T10:00:00.000"
"0","Mayor’s Action Plan for Neighborhood Safety Listening Session","Boulevard Community Center, 726 Stanley Avenue, Brooklyn","2014-12-01T18:00:00.000"
"0","Mayor’s Action Plan for Neighborhood Safety Listening Session","Edmund Butler Community Center, 1368 Webster Avenue, Bronx","2014-12-01T18:00:00.000"
"0","Mayor’s Action Plan (MAP) for Neighborhood Safety Listening Session","Polo Grounds Center, 3005 Eighth Avenue","2014-12-02T18:00:00.000"
"0","Public Administration Certificate Presentation ","1 Centre Street 23rd floor","2014-12-04T12:00:00.000"
"0","Next Blood Drive Scheduled for Friday, December 5, 2015.  ","90 Church St. 5th floor","2014-12-05T08:00:00.000"
"0","Green City Force Information Session","REES Brooklyn Central Office, 787 Atlantic Ave., 2nd fl., Brooklyn","2014-12-08T10:00:00.000"
"0","Mayor’s Action Plan (MAP) for Neighborhood Safety Listening Session","Ingersoll Community Center, 177 Myrtle Avenue, Brooklyn","2014-12-08T18:00:00.000"
"0","NYCHA’s Holiday Party","Surrogate’s Court, 31 Chambers Street, NYC","2014-12-09T18:00:00.000"
"0","Mayor’s Action Plan (MAP) for Neighborhood Safety Listening Session","Stapleton/Carter Community Center, 189 Gordon Street, SI","2014-12-09T18:00:00.000"
"0","Mayor’s Action Plan (MAP) for Neighborhood Safety Listening Session","Stapleton/Carter Community Center, 189 Gordon Street, SI","2014-12-10T18:00:00.000"
"0","Annual Season of Sharing Food & Toy Drive","Williamsburg Community Center, 195 Graham Ave., Brooklyn","2014-12-11T17:30:00.000"
"0","Manhattan Installation of Officers Ceremony","45 Allen Street, NYC","2014-12-16T18:00:00.000"
"0","NYCHA Board Meeting","250 Broadway, 12th Floor Board Room","2014-12-22T10:00:00.000"
"0","NYCHA/Hance Family Foundation Christmas Luncheon UPDATED","Drew Hamilton CC, 220 W. 143rd St., Harlem","2014-12-24T11:00:00.000"
"0","Christmas Day (Office Closed)",,"2014-12-25T00:00:00.000"
"0","REES/Grace Institute Information Session","REES Brooklyn Central Office, 787 Atlantic Ave., 2nd fl., Brooklyn","2015-01-13T10:00:00.000"
"0","NYCHA Construction Industry Outreach Sandy Recovery to Resiliency Program","BNY Mellon, 101 Barclay Street-10th Fl. West Auditorium, NYC","2015-01-13T12:45:00.000"
"0","Green City Force Information Session","REES Brooklyn Central Office, 787 Atlantic Ave., 2nd fl., Brooklyn","2015-01-15T10:00:00.000"
"0","Martin Luther King Day (Office Closed) ",,"2015-01-19T00:00:00.000"
"0","Annual Birthday Celebration of the Reverend Dr. Martin Luther King, Jr.","King Towers CC, 2 West 115th St., NYC 2-6PM","2015-01-19T14:00:00.000"
"1","2015 Talent Show Competition Auditions","Straus Performing Arts Center, 225 East 27th St. (bet. 2nd & 3rd Aves.) NYC","2015-01-21T16:00:00.000"
"0","Green City Force Information Session","REES Brooklyn Central Office, 787 Atlantic Ave., 2nd fl., Brooklyn","2015-01-26T10:00:00.000"
"0","2015 Safety Symposium CANCELLED","Johnson Community Center, 1833 Lexington Ave., NYC ","2015-01-27T08:00:00.000"
"0","Board Meeting","Board Room, 250 Broadway – 12th Floor, NYC","2015-01-28T10:00:00.000"
"0","Straus Houses 50th Anniversary",,"2015-01-31T00:00:00.000"
"0","Wise Towers 50th Anniversary",,"2015-01-31T00:00:00.000"
"0","Black History Month",,"2015-02-01T00:00:00.000"
"0","Green City Force Information Session","REES Brooklyn Central Office, 787 Atlantic Ave., 2nd fl., Brooklyn","2015-02-02T10:00:00.000"
"0","Pratt Area Community Council (PACC) Free Personal Financial Course","University Settlement (Ingersoll Community Center) 77 Myrtle Avenue (corner of Prince Street) Brooklyn, NY 11201","2015-02-02T18:30:00.000"
"0","Grace Institute for Instant Decision Day","1233 Second Avenue New York, NY 10065","2015-02-03T10:00:00.000"
"0","Language Bank Volunteer Recognition Ceremony","90 Church St – 5th Floor Ceremonial Room","2015-02-04T08:30:00.000"
"0","NYCHA-CUNY Scholar Alumni Inaugural Gathering","Brooklyn Historical Society 129 Pierrepont Street (btw Clinton St. & Henry St.) Brooklyn, NY 11201","2015-02-05T17:00:00.000"
"0","First Time Home Buyers Workshop","456D Nostrand Avenue (entrance on Jefferson Avenue) Brooklyn","2015-02-05T18:30:00.000"
"0","Coalition for Queens free Access Code Tech Program","REES Brooklyn Office 787 Atlantic Avenue Brooklyn, New York 11238","2015-02-09T14:00:00.000"
"0","Resident Business Development (RBD) Orientation","Van Dyke Community Center  392 Blake Avenue (between Powell & Mother Gaston)  Brooklyn, NY 11212 ","2015-02-12T18:00:00.000"
"0","President's Day (Office Closed)",,"2015-02-16T00:00:00.000"
"0","Manhattan North/Clinton, Drew Hamilton & Lehman Village Centers Black History Month Event","Drew Hamilton CC, 220 West 143 Street, NYC","2015-02-19T15:00:00.000"
"0","NYCHA’s Black History Month Celebration","90 Church Street-5th Floor Ceremonial Room","2015-02-19T18:00:00.000"
"0","NYPD Employment Information Session","REES Brooklyn Office 787 Atlantic Avenue, Brooklyn, NY 11238","2015-02-20T10:00:00.000"
"0","Board Meeting","Board Room, 250 Broadway – 12th Floor, NYC","2015-02-25T10:00:00.000"
"0","NYCHA Youth Chorus Performs at the Federal Inter-Agency Black History Month Celebration","HUD Headquarters, 26 Federal Plaza, 6th floor New York, NY 10278","2015-02-25T11:00:00.000"
"0","NYCHA CAA Lunar New Year Luncheon","Grand Harmony Restaurant, 98 Mott Street, NYC ","2015-02-26T12:00:00.000"
"0","Manhattan Senior Centers Black History Month Event","Clinton CC, 120 East 110 Street, NYC","2015-02-27T11:00:00.000"
"0","Justice Sonia Sotomayor Houses 60th Anniversary",,"2015-02-28T00:00:00.000"
"0","Women's History Month",,"2015-03-01T00:00:00.000"
"0","QUEENS/Draft Annual Plan Town Hall Meeting","Joint Industry Board, 67-35 Parsons Blvd. Flushing NY 11365","2015-03-03T18:00:00.000"
"1","2015 Talent Show Competition Auditions","Straus Performing Arts Center, 225 East 27th St. (bet. 2nd & 3rd Aves.) NYC","2015-03-07T10:00:00.000"
"0","NYC Craft Entrepreneurship Program Information Session","Cassidy Coles Senior Center, 125 Cassidy Place Staten Island, NY","2015-03-09T11:00:00.000"
"0","BROOKLYN/Draft Annual Plan Town Hall Meeting","St. Francis College, 180 Remsen St., Brooklyn","2015-03-09T18:00:00.000"
"0","Opportunities for a Better Tomorrow (OBT) Information Session","REES Brooklyn Office 787 Atlantic Avenue, 2nd floor Brooklyn, NY","2015-03-11T11:00:00.000"
"0","Queensbridge Houses 75th Anniversary",,"2015-03-15T00:00:00.000"
"0","MANHATTAN/Draft Annual Plan Town Hall Meeting","Johnson Houses CC, 1833 Lexington Ave., East Harlem","2015-03-16T18:00:00.000"
"0","SI/Draft Annual Plan Town Hall Meeting","Stapleton (Gerard Carter) CC, 230 Broad Street, SI","2015-03-23T18:00:00.000"
"0","2015 NYCHA's Women's History Month Celebration","90 Church Street-5th floor Ceremonial Room","2015-03-24T17:30:00.000"
"0","South Beach Houses 65th Anniversary",,"2015-03-25T00:00:00.000"
"0","Board Meeting","Board Room, 250 Broadway – 12th Floor, NYC","2015-03-25T10:00:00.000"
"0","Manhattan Community Ops Women’s History Month Celebration","Drew Hamilton CC, 220 W. 143rd St., NYC 10030","2015-03-26T10:30:00.000"
"0","BRONX/Draft Annual Plan Town Hall Meeting","Betances CC, 465 St. Ann’s Avenue, Bronx","2015-03-26T18:00:00.000"
"0","Mortgage Clinic Workshop: Improving your credit score","456D Nostrand Avenue (entrance on Jefferson Avenue) Brooklyn","2015-03-26T18:30:00.000"
"0","13th Annual “NYCHA Grows with its Gardeners’ Conference","Johnson CC, 1833 Lexington Avenue, NYC","2015-03-28T09:30:00.000"
"0","REES/Food Business Pathways Program Info Session (Bronx)","BronxWorks Jobs Plus, 391 E. 149th St., Bronx","2015-03-31T18:00:00.000"
"0","REES/Food Business Pathways Program Info Session (Manhattan)","King Towers Community Center, 2 W. 115th St, NYC","2015-04-01T18:00:00.000"
"0","Manhattan Community Ops Lower East Side “Run Da City” Scavenger Challenge","90 Church Street, 5th Fl. Ceremonial Room, NYC","2015-04-08T11:00:00.000"
"0","Hispanic Society of NYCHA Membership Meeting Reminder - April, 2015 ","90 Church","2015-04-08T18:00:00.000"
"0","Manhattan Community Ops College, Career & Job Planning Fair","Clinton CC, 120 E. 110th St., NYC 10029","2015-04-09T11:00:00.000"
"0","Manhattan Community Ops’ Spelling Bee","Drew Hamilton CC, 220 W. 143rd St., NYC 10030","2015-04-10T11:00:00.000"
"0","NRTA Construction TABE Testing Session","REES Central Office, 787 Atlantic Avenue, 2nd Fl., (Bet. Vanderbilt & Clermont Ave.), Brooklyn, NY 11238","2015-04-13T08:30:00.000"
"0","REES/Food Business Pathways Program Info Session (Brooklyn)","REES Office, 787 Atlantic Ave, 2nd Fl., Brooklyn","2015-04-13T18:00:00.000"
"0","Free Home Health Aide Employment Linked Training","Todt Hill Community Center, 255 Westwood Avenue, Staten Island, NY 10314","2015-04-13T18:00:00.000"
"0","REES/Food Business Pathways Program Info Session (Queens)","Queensbridge Resident Association Office, 10-44 41st Avenue (near 12th St.) LIC","2015-04-14T18:00:00.000"
"0","Free Health Care Training Information Session","Clinton Houses Community Center, 120 E 110th Street (Between Lexington and Park Ave.), New York, NY 10029","2015-04-16T10:00:00.000"
"0","1st Annual Prom Pop Up Shop","Clinton Community Center, 120 East 110th Street, Harlem","2015-04-18T12:00:00.000"
"0","Draft Annual Plan Public Hearing","Murry Bergtraum High School, 411 Pearl Street, New York.","2015-04-20T17:30:00.000"
"0","REES Off-Site Information Session @ Amsterdam Houses","Lincoln Square Neighborhood Center, 250 West 65th Street, (bet. West End Avenue & Amsterdam Avenue), Manhattan","2015-04-22T09:00:00.000"
"0","Take Our Children To Work Day",,"2015-04-23T08:30:00.000"
"0","NYPD Employment Information Session"," REES Brooklyn Office, 787 Atlantic Avenue, Brooklyn, NY 11238","2015-04-24T09:00:00.000"
"0","REES Off-Site Information Session @ Morrisania","Forest Houses (SEBNC) Community Center, 955 Tinton Avenue, Bronx NY 10456","2015-05-01T11:00:00.000"
"0","45TH Annual Talent Show Competition","Boys & Girls High School, 1700 Fulton St., Brooklyn","2015-05-02T14:00:00.000"
"0","NYPD Employment Information Session","Boys & Girls Republic, 888 East Sixth Street (Avenue D), New York, NY 10009 ","2015-05-07T10:00:00.000"
"0","NYCHA 2015 Jewish Heritage Month Event","90 Church Street-5th Floor Ceremonial Room","2015-05-11T17:30:00.000"
"0","NYCHA’s 3rd Annual MWBE Trade Show","BNY Mellon, 101 Barclay Street, 10th Floor East Auditorium, NYC","2015-05-14T09:00:00.000"
"0","REES/AHRC NYC Paid Training & Internship Recruitment","Richmond Terrance Community Center, 71 Jersey Street, SI","2015-06-02T10:00:00.000"
"0","Resident Art Show (Adults)","Drew Hamilton CC, 220 W. 143rd St., NYC ","2015-06-02T12:00:00.000"
"0","Green City Force Targeted Recruitment","Tompkins Community Center, 736 Park Ave, Brooklyn, NY 10021","2015-06-03T18:00:00.000"
"0","Resident Art Show (Youth)","Drew Hamilton CC, 220 W. 143rd St., NYC ","2015-06-04T12:00:00.000"
"0","Carmelo Anthony Foundation Basketball Court Dedication","Monroe Houses, 1779 Story Ave, Bronx","2015-06-04T15:00:00.000"
"1","Resident Art Show Exhibition","Drew Hamilton CC, 220 W. 143rd St., NYC","2015-06-05T10:00:00.000"
"0","Year Up Information Session","55 Exchange Place, New York, NY","2015-06-08T10:00:00.000"
"0","AHRC NYC Paid Training and Internship Recruitment","South Beach Community Center, 155 Norway Avenue, Staten Island, NY 10305","2015-06-09T18:30:00.000"
"0","Hispanic Society of NYCHA Membership Meeting Reminder ",,"2015-06-10T18:00:00.000"
"0","NHS Starbuyer Homebuyer of Staten Island Information Session","NHS Of Staten Island, 770 Castleton Avenue, Staten Island, NY 10310","2015-06-11T10:00:00.000"
"0","2015 Safety Symposium","Johnson CC, 1833 Lexington Ave, NYC","2015-06-18T08:00:00.000"
"0","REES/NPower Computer Technology Training Information Session","Van Dyke CC, 392 Blake Ave., Brooklyn","2015-06-18T10:00:00.000"
"0","REES/NPower Computer Technology Training Information Session","Ravenswood Houses Community Center 35-40 21st Street Long Island City, NY 11106","2015-06-23T10:00:00.000"
"0","Board Meeting","Board Room, 250 Broadway – 12th Floor, NYC","2015-06-24T10:00:00.000"
"0","Grace Institute Information Session ","REES Central Office, 787 Atlantic Avenue, 2nd Floor, Brooklyn, NY 11238","2015-06-24T10:00:00.000"
"0","Free Health Care Training Information Session","Manhattanville Community Center 530 W 133rd Street, New York, NY 10027","2015-06-25T10:00:00.000"
"0","Green Workers Cooperative Information Session","Saint Mary’s Community Center 595 Trinity Place, Bronx, NY 10455","2015-06-29T18:00:00.000"
"0","Grace Institute Information Session ","REES Central Office 787 Atlantic Avenue, 2nd Floor, Brooklyn, NY 11238","2015-07-01T10:00:00.000"
