"publication","boro","board","priority","tracking_code","request","explanation","response","responded_by","responsible_agency","support_by_1","support_by_2","site_street","cross_street_1","cross_street_2","address_no","street","block","lot","postcode","latitude","longitude","council_disctrict","census_tract","bin","bbl","nta"
"20180426","1","04","19","104201919E","Forestry services, including street tree maintenance","The following parks have dead or crumbling trees that present a hazard to park patrons: Claremont Park, Grant Park.","The agency has stated that they will try to accomodate this request with existing resources. OMB supports this.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
"20180426","1","01","09","101201909C","Other park programming requests","The Board is requesting the improvement and upgrade of the St. Mary's Dog Run.    An expansion of the existing Dog Run is needed.  Installation of the St. Mary's Dog Run six years ago has been successful and a positive addition for residents who own dogs of all breeds in the community.  At this time there is need to modernize and expand the elements and features of the Dog Run to make it accessible and functional for dogs of all sizes.  The Board is requesting funding to fully develop the aspects of the St. Mary's Park Dog Run including appropriate and separate runs for different dog sizes, heights, features, signage of rules and appropriate use, equipment, supplies to support the expansion and fencing.  We also seek additional PEP Officers to provide enforcement of the rules.","OMB supports the agency's position as follows: This project was funded in a prior fiscal year and the final design contract has been let.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
"20180426","1","01","10","101201910C","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","Rehabilitation and improvement of Pulaski Park at Bruckner Boulevard, between Willis Avenue and Brown Place.    One of the southern Parks in the District Pulaski  Park serves a population which includes the adjacent Bruckner by the Bridge development of over 350 units of studios, 1 BR's, and 2 BR's.  In 2016 community engagement by the residents occurred with the NYC Parks Department to create a ""Friends of Pulaski Park"" for cleanup and painting of the various recreational portions of the Park.  Its active spaces are in severe disrepair and not  conducive for use by area children and adults.","OMB supports the agency's position as follows: This project was funded in a prior fiscal year and the final design contract has been let.","OMB","Department of Parks and Recreation",,,,,,,"Bruckner Boulevard",,,,,,,,,,
"20180426","1","01","11","101201911C","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","Fund construction of a Soccer Field in St. Mary's Park.    Due to the increase of a population that plays soccer, there is  a need for additional field capacity for this sport.","OMB supports the agency's position as follows: Further study by the agency of this request is needed.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
"20180426","1","01","12","101201912C","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","Develop and Rehabilitate the P.S. 5 Pontiac Park/School Yard. The current school yard, utilized by the elementary school students at P.S. 5, is in need of renovation and modernization. (Previous Tracking Code: 101200802C)","OMB supports the agency's position as follows: Department of Parks and Recreation funds are insufficient for this project. We recommend this project be brought to the attention of your elected officials, i.e. Borough President and/or City Council member.","OMB","Department of Parks and Recreation","Administrators and Teachers of P.S.5",,,,,,,,,,,,,,,,
"20180426","1","01","13","101201913C","Create a new, or renovate or upgrade an existing public library","Allocate Funds for Partial Renovation Improvements of the Woodstock Library. The partial renovations to be undertaken at the Woodstock Library are a new roof, new air handling unit for the basement and supplemental building requirements, third floor renovation and exterior rehabilitation including window replacement. (Previous Tracking Code: 101201607C)","Work on this project/program was completed in FY 2018.","OMB","New York Public Library",,,,,,,,,,,,,,,,,
"20180426","1","01","14","101201914C","Create a new, or renovate or upgrade an existing public library","Funds for Partial Renovation Improvements of the Mott Haven Public Library in the District. The partial renovations to be undertaken at the Mott Haven Library are interior spaces, electrical upgrade, new furniture and equipment. Also to totally gut the entire cellar except for the Boiler Room, Fuel Tank Room and Elevator Machine Room and create individual offices or work rooms of which one would be the 600sf OST room. (Previous Tracking Code: 101201601C)","Further study by the agency of this request is needed. Therefore, OMB does not take any position.","OMB","New York Public Library",,,,,,,,,,,,,,,,,
"20180426","1","01","15","101201915C","Renovate or upgrade existing precinct houses","Retain the present use and operation of the 40th Police Precinct House.    The use of the 40th Precinct for policing services is critical to the safety of residents in the District as a satellite to support crime fighting efforts by NYPD.","Further study by the agency of this request is needed. Therefore, OMB does not take any position.","OMB","Police Department",,,,,,,,,,,,,,,,,
"20180426","1","01","16","101201916C","Provide a new, or new expansion to, a building in a park","Develop an Amphitheater in St. Mary's Park. Seasonal concerts are given every year in St. Mary's Park and many of them are sponsored by the New York City's Parks Department. However, the   department has to utilize equipment stages to hold these events. Therefore, a   permanent onsite non-removable Amphitheater could be utilized throughout the year for the Parks Department and outside contracted events held by other entities. (Previous Tracking Code: 101201604C)","OMB supports the agency's position as follows: This project was funded in a prior fiscal year and the final design contract has been let.","OMB","Department of Parks and Recreation",,,,,,,"St. Ann's Avenue",,,,,,,,,,
"20180426","1","01","17","101201917C","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","Provide Funding for the Green Thumb Gardens in the District. To provide all the gardens in CB1 with on-site running water, electricity, modern fencing as well as clean soil, lumber, and other materials needed to operate a functioning garden. (Previous Tracking No: 101201602C)","OMB supports the agency's position as follows: Department of Parks and Recreation funds are insufficient for this project. We recommend this project be brought to the attention of your elected officials, i.e. Borough President and/or City Council member.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
"20180426","1","01","18","101201918C","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","Develop a Waterfront Public Access Park. The development of a street and a public access waterfront park, on a section of the Harlem River waterfront, will provide a constructive development of this area for recreational and waterborne transportation services. (Previous Tracking Code: 101200801C)","OMB supports the agency's position as follows: Department of Parks and Recreation funds are insufficient for this project. We recommend this project be brought to the attention of your elected officials, i.e. Borough President and/or City Council member.","OMB","Department of Parks and Recreation","New Yorkers For Parks",,,,,,,,,,,,,,,,
"20180426","1","01","20","101201920C","Renovate or upgrade an elementary school","Funding for the painting of the entire school due chipped and peeling paint.  Funding to repair leakage within the 5th floor classrooms.","OMB supports the agency's position as indicated. Painting is not capital eligible and must be funded through the expense budget.","OMB","Department of Education",,,,,,"519","St. Ann's Avenue",,,,,,,,,,
"20180426","1","01","21","101201921C","Create a new, or renovate or upgrade an existing public library","Funding for projects ranging from major renovations to targeted upgrades, including heating and cooling system updates, new roof, windows and doors, fire alarm, security and technology upgrades, ADA compliance and elevator replacement.","Further study by the agency of this request is needed. Therefore, OMB does not take any position.","OMB","New York Public Library",,,,,,,,,,,,,,,,,
"20180426","1","01","01","101201901E","Other programs to address public health issues requests","Continued funding for pigeon deterrence and scraping,    The excessive flocking of pigeons into the Major Deegan Expressway pedestrian underpasses at Brook, St. Ann's, Lincoln and Willis Avenues has caused deterioration of the structures.  Additionally these droppings carry disease contributing to health hazards of the residents in the District.  The Board seeks continued funding for , monitoring, and netting barrier for pigeon dropping removal.  We also want the establishment of a monthly monitoring, removal and pigeon deterrence protocol of cleaning.","This request is not within the jurisdiction of NYCDOT. Please contact the OMB's Community Board Unit to determine which agency has jurisdiction to fulfill this request.","OMB","Department of Transportation",,,,,,,,,,,,,,,,,
"20180426","1","01","02","101201902E","Extend library hours or expand and enhance library programs","Increase Funding for New York Public Library Services in the District. In order to provide the opportunity for district children and youth to fully participate in the New York Public library's many services, funding for the Mott Haven and Woodstock branches needs to be increased to allow for all libraries to be open six days and at least forty-two hours a week. The New York Public Library and Community Board One request that the City restore funding to provide robust six day service including increased hours, diverse programming, strong collections and sufficient staff to support these functions. In these challenging economic times, the services provided through the Library are needed by New Yorkers more than ever. (Previous Tracking Codes: 101200801E)","Funding for this project/program is baselined in the agency's expense budget.","OMB","New York Public Library",,,,,,,,,,,,,,,,,
"20180426","1","01","03","101201903E","Assign additional uniformed officers","Provide and assign more Police Officers to the 40th Police Precinct and to the Police Service Area 7 of the Housing Bureau as well as the Transit Police.    Due to the proliferation of illegal gun possession and rise in shootings and homicides in our streets and Housing Authority Developments, there is a need for more police presence within the 10 sectors of the 40th Precinct.","OMB supports the agency's position as follows: The NYPD has implemented the NCO program to address community concerns. Commands under the NCO program have had a sizable increase in staffing compared to prior years.","OMB","Police Department",,,,,,,,,,,,,,,,,
"20180426","1","01","04","101201904E","Provide, expand, or enhance funding for youth programs for 18 to 21 year olds who have aged out or been discharged from foster care services","Fund development of recreational programming for Aging-Out youth 18 to 25 from foster care.    There is a need for additional resources and services to support activities for this population.","OMB supports the agency's position as follows: ACS currently offers services for youth and families. Please contact the Office of Intergovernmental Affairs for additional information at 212-341-0999, or check our website at www.nyc.gov/acs.","OMB","Administration for Children's Services",,,,,,,,,,,,,,,,,
"20180426","1","01","05","101201905E","Other programs to address public health issues requests","Add Funding for Asthma Treatment. Bronx Community District #1 has been designated as part of the Asthma Corridor. The Municipal Hospital in our district. Lincoln Medical & Mental Health Center, handles approximately 50,000 pediatric visits and 45,000 pediatric emergency room visits, 5% of which are Asthma related. Additional funding is needed for Asthma Education and case management assistance.","OMB supports the agency's position as follows: DOHMH remains committed to working with communities that have high rates of asthma. Our Bronx District Public Health Office would be pleased to discuss this with you further.","OMB","Department of Health and Mental Hygiene",,,,,,,,,,,,,,,,,
"20180426","1","01","06","101201906E","Other youth workforce development requests","Fund youth employment during the school year.    There is a high rate of unemployment among our youth population.  Part-time jobs are needed for students during the winter and spring sessions while attending school.","OMB supports the agency's position as follows: DYCD has increased funding in this service area.","OMB","Department of Youth & Community Development",,,,,,,,,,,,,,,,,
"20180426","1","01","07","101201907E","Other senior center program requests","Maintain Funding Level for Senior Citizen Centers in Homecare, Housekeeping, Legal Services, Nutrition and Recreation. These services may be cut, which will have an effect on services already being provided at a minimum level. (Previous Tracking Code: 101199404E)","OMB supports the agency's position as follows: These programs remain open and funded.","OMB","Department for the Aging",,,,,,,,,,,,,,,,,
"20180426","1","01","08","101201908E","Other senior center program requests","Increase funds to expand the Crime Prevention Program for senior citizens in CD1.    Crime prevention programs to service CD 1 Senior Centers and the senior population.  Seniors are experiencing a high incidence of telephone fraud and scams more adversity and PSA on these matters are needed to prevent these attacks on seniors.","Further study by the agency of this request is needed. Therefore, OMB does not take any position.","OMB","Department for the Aging",,,,,,,,,,,,,,,,,
"20180426","1","02","05","102201905C","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","Develop Drake Park African Burial Ground as a historical site and cultural center","OMB supports the agency's position as follows: This request is not recommended for funding.","OMB","Department of Parks and Recreation","NYS Senator Klein, NYS Senator Diaz, Sr.","NYS Assembly Member Crespo",,,,,,,,,,,,,,,
"20180426","1","01","09","101201909E","Provide more HIV/AIDS information and services","Add funds for AIDS Education, Teenage Pregnancy and Infant Mortality Programs in CD 1.    More of these programs are needed to reach out to our Elementary and High School students as well as to the youth in our Community District.","OMB supports the agency's position as follows: DOHMH has a variety of HIV programs, with a special focus on men who have sex with men; transgender women who have sex with men; blacks; Latinos; and people struggling with substance abuse.  We will review and assess the request for additional programming, which would be contingent upon availability of funds.","OMB","Department of Health and Mental Hygiene",,,,,,,,,,,,,,,,,
"20180426","2","07","19","207201919E","Other cleaning requests","Allocate additional personnel for manual street sweeping in CD 7 on commercial streets.","The Department's fleet already includes vehicles of this type; the deployment of these resources is determined by the Department.","OMB","Department of Sanitation",,,,,,,,,,,,,,,,,
"20180426","1","01","10","101201910E","Improve the quality/staffing of existing programs offered in parks or recreational centers","Continue funding 18 permanent staff at St. Mary's Recreational Center.    This newly renovated center requires permanent staffing to maintain and provide services to our youth as well as our adult population.","The agency has stated that they will try to accomodate this request with existing resources. OMB supports this.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
"20180426","1","01","11","101201911E","Other animal and pest control requests","Increase funding for Pest Control in CD 1.    These are vacant lots infested with rodents and insects in CD 1.  In order to provide adequate service, funds are needed to purchase rodenticide and warning posters.","OMB supports the agency's position as follows: DOHMH has undertaken an innovative approach to rodent control. Our Bronx Rat Indexing Project has led to an 83% decrease in the number of properties with rodents through rapid inspections of every block and lot. We have expanded this pilot to Manhattan. We continue to answer complaints about rats, conduct inspections, exterminate and issue violations for rats/garbage. Going forward, lot-cleaning staff will more effectively target properties contributing to rat infestation and clean the most severely infested lots. DOHMH will review and assess the request regarding this important issue.","OMB","Department of Health and Mental Hygiene",,,,,,,,,,,,,,,,,
"20180426","1","01","12","101201912E","Other educational programs requests","Increase funding for Youth Development, Delinquency and After- School Programs.  Forty percent of our population is comprised of adolescents between the ages of 10-19 years old.  There are a substantial amount of neighborhood requests for YDDP and after-school program funding in CD 1.  Increased funding will help provide efficient services in District 1.","OMB supports the agency's position as follows: Presently, there are a variety of agency-funded programs in the district for this target population.  Additional programs are contingent upon available funding and will be distributed through an RFP process.  Organizations are encouraged to apply.","OMB","Department of Youth & Community Development",,,,,,,,,,,,,,,,,
"20180426","1","01","13","101201913E","Support storefront / facade improvements","Continue Funding the Commercial Revitalization Program in CD #1. There are many commercial strips in the district in need of facade and storefront improvements. (Previous Tracking Code: 101199410E)","OMB supports the agency's position as follows: Due to funding restrictions, SBS does not have the ability to approve this request.","OMB","Department of Small Business Services",,,,,,,,,,,,,,,,,
"20180426","1","01","14","101201914E","Extend library hours or expand and enhance library programs","Increase funding for libraries to expand to 7-day service.  Only 15 of the city's libraries are open 7-days a week the increased funding would ensure that at least one branch in every Council District is open for 7-days.  This is particularly important when more people rely on library services from early literacy to ESOL classes for immigrants and story time for homeless families.","Restoring and/or increasing funding is needed for this request. It is recommended that this request be brought to the attention of your elected officials i.e. Borough President and/or City Council Member.","OMB","New York Public Library",,,,,,,,,,,,,,,,,
"20180426","1","02","CS","102201913C","Build new, expand or repair storm sewers","When there is a rain storm there are certain locations in the district in which flooding is common due to: 1. No Catch Basins 2. Clogged Catch Basins","OMB supports the agency's position as follows: More information is needed from the community board before making a funding decision. The community board should contact the agency.","OMB","Department of Environmental Protection","NYS Senator Ruben Diaz, Sr.","NYS Assembly Member Marcos Crespo",,,,,,,,,,,,,,,
"20180426","1","02","CS","102201914C","Roadway maintenance (i.e. pothole repair, resurfacing, trench restoration, etc.)","The entire Hunts Point Penisula (10474) is in need of road resurfacing.  Also the Southern Boulevard BID bounderies is in need of resurfacing","The agency has stated that they will try to accomodate this request with existing resources. OMB supports this.","OMB","Department of Transportation","NYS Senator Jeffrey Klein, NYS Senator Ruben Diaz, Sr.","NYS Assembly Member Marcos Crespo, Southern Boulevard BID",,,,,,,,,,,,,,,
"20180426","1","02","01","102201901C","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","Complete Printers Park Phase III","OMB supports the agency's position as follows: Department of Parks and Recreation funds are insufficient for this project. We recommend this project be brought to the attention of your elected officials, i.e. Borough President and/or City Council member.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
"20180426","1","02","02","102201902C","Provide more housing for special needs households, such as seniors, or the formerly homeless","Create LGBTQ Housing in CB2","The agency will try to accommodate this issue within existing resources. OMB supports the agency's position.","OMB","Department of Housing Preservation & Development",,,,,,,,,,,,,,,,,
"20180426","1","02","03","102201903C","Renovate or upgrade an elementary school","Install an Audio system in Auditorium at PS 130","OMB supports the agency's position as follows: Unable to prioritize funding for this project request at this time.","OMB","Department of Education",,,,,,,,,,,,,,,,,
"20180426","1","02","04","102201904C","Renovate or upgrade an elementary school","Install Air Conditioning system in PS. 130 Cafeteria","OMB supports the agency's position as follows: Further study by the agency of this request is needed.","OMB","Department of Education",,,,,,,,,,,,,,,,,
"20180426","2","07","15","207201915C","Provide surveillance cameras","Add security cameras outside of all subway stations in CD 7","Due to fiscal constraints, the availability of funds is uncertain.","OMB","Police Department",,,,,,,,,,,,,,,,,
"20180426","1","02","06","102201906C","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","Provide funding to enhance the Green-way in CB2 to include two high priority items: (1) the development of the unused DOS Marine Transfer Station on Farraguat Avenue for use as a ""Seaport"" attraction and establish a harbor pier patrol site and Water Taxi Stop. (2) Create a Boardwalk promenade along the waterfront parallel to the Green-way with benches and trees","OMB supports the agency's position as follows: The Department of Parks and Recreation does not maintain this facility.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
"20180426","1","02","07","102201907C","Provide more housing for special needs households, such as seniors, or the formerly homeless","Create Veteran Housing in CB2","The agency recommends funding this budget request, but at this time the availability of funds is uncertain. OMB supports the agency's position.","OMB","Department of Housing Preservation & Development",,,,,,,,,,,,,,,,,
"20180426","1","02","08","102201908C","Make infrastructure investments that will support growth in local business districts","Designate Public Safe Vending space at Monsignor Del Valle Square","OMB supports the agency's position as follows: Department of Parks and Recreation funds are insufficient for this project. We recommend this project be brought to the attention of your elected officials, i.e. Borough President and/or City Council member.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
"20180426","1","02","09","102201909C","Provide surveillance cameras","Purchase body cameras for all officers in the 41st Precinct patrolling the community","OMB supports the agency's position as follows: Body cameras will be rolled out to this precinct in 2018.","OMB","Police Department",,,,,,,,,,,,,,,,,
"20180426","1","02","10","102201910C","Repair or provide new street lights","Install LED Street Lighting throughout the District.   - Intersections with Bruckner Blvd: Barretto St., Tiffany St., Longwood  Ave., and E. 156th St.   - Intersection Garrison and Barretto Street & Manida Street; Lafayette and Barretto Street & Manida  - Southern Boulevard between Westchester Avenue and 167th Street  - Westchester Avenue between Intervale Avenue and Southern Boulevard  -Whitlock Ave from Westchester Ave to E 165th St.  - Install LED Lighting at Bill Rainey Park Corridor next to park house (Interior and Exterior)","OMB supports the agency's position as follows: Please contact the Borough Commissioner's office to discuss this request.","OMB","Department of Transportation","NYS Senator Jeffrey Klein, NYS Senator Ruben Diaz, Sr.","NYS Assembly Member Marcos Crespo, NYC HRA",,,,,,,,,,,,,,,
"20180426","1","02","11","102201911C","Invest in piers or other capital projects to improve access to the waterfront","Develop the unused DOS Marine transfer Station on Farraguat Avenue to use as a ""Seaport"" attraction and establish a harbor pier patrol site and Water taxi Stop.","Further study by the agency of this request is needed. Therefore, OMB does not take any position.","OMB","Department of Sanitation",,,,,,"2","Farraguat St",,,,,,,,,,
"20180426","1","02","12","102201912C","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","Develop the land parallel to Baretto Point Park into a playing field that can be use for Soccer, Football, La Cross and Track and Field.","OMB supports the agency's position as follows: Acquisition of the site is in progress.  Resubmit to Department of Parks and Recreation when property is acquired.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
"20180426","1","02","01","102201901E","Provide a new or expanded health care facility","Increase Budget funding for Homes Healthcare services for uninsured and under-insured elders, persons with disabilities and other low income persons in Community Board 2","OMB supports the agency's position as follows: Both Lincoln Hospital and Segundo Ruiz Belvis D&TC serve residents of Community Board 2. H+H also offer home care services to residents in the Bronx.","OMB","Health and Hospitals Corporation",,,,,,,,,,,,,,,,,
"20180426","1","02","02","102201902E","Assign additional school safety officers","Increase funds for enhanced  school safety personnel - There has been an increase in youth on youth violence, which is more commonly occuring after school.  Increasing School Safety Officers will assist the 41pct officers which are run thin because there has been an increase in foot traffic in Hunts Point due to HRA moving in (2600 new people in the community).","OMB supports the agency's position as follows: NYPD's funding is currently available to maintain school safety.  There is no funding to support increased staffing levels.  The availability of future funding depends on decisions made in the Preliminary and Executive Budget process.","OMB","Police Department","NYS Senator Ruben Diaz, Sr.","NYS Senator Marcos Crespo",,,,,,,,,,,,,,,
"20180426","1","02","03","102201903E","Assign additional traffic enforcement officers","Provide Traffic Control Agents in high traffic intersections withing the district. This includes but not limited to Southern Blvd and Hunts Point Ave; Bruckner Blvd and Hunts Point Ave; Baretto Street and Longwood Ave, Westchester Ave and Southern Blvd.","OMB supports the agency's position as follows: Each Patrol Borough enforces traffic laws as needed as a result of traffic conditions and community complaints.","OMB","Police Department","NYS Assembly Member Marcos Crespo","NYS Senator Ruben Diaz, Sr.",,,,,,,,,,,,,,,
"20180426","1","02","04","102201904E","Other animal and pest control requests","Increase pest control extermination services in our community to include Mosquito abatement, Raccoons, Rat abatement and bedbug control","OMB supports the agency's position as follows: DOHMH continues to increase the number of inspections performed annually.  We also continue to respond to all 311 complaints and readily participate in walk-through events requested by the community in areas of concern. We also work to control the spread of mosquitos in a variety of ways. Feel free to contact us for a pest control walk-through or to discuss specific mosquito concerns. Additional inspections would be contingent upon available resources.","OMB","Department of Health and Mental Hygiene",,,,,,,,,,,,,,,,,
"20180426","1","02","05","102201905E","Provide, expand, or enhance the Summer Youth Employment Program","Community Board #2 is requesting an increase in funding for the SYEP Program and the expansion of the number of slots available for the Summer of 2017.","OMB supports the agency's position as follows: DYCD has increased funding in this service area.","OMB","Department of Youth & Community Development",,,,,,,,,,,,,,,,,
"20180426","1","02","06","102201906E","Provide, expand, or enhance after school programs for elementary school students (grades K-5)","Increase funding for after school programs and summer day camp programs operated by Community Based organizations.","OMB supports the agency's position as follows: Presently, there are a variety of agency-funded programs in the district for this target population.  Additional programs are contingent upon available funding and will be distributed through an RFP process.  Organizations are encouraged to apply.","OMB","Department of Youth & Community Development",,,,,,,,,,,,,,,,,
"20180426","1","02","07","102201907E","Improve school safety","Increase funds for Enhanced School Safety personnel","OMB supports the agency's position as follows: Allocation of School Safety Agents and Crossing Guards determined by NYPD. Refer to NYPD","OMB","Department of Education",,,,,,,,,,,,,,,,,
"20180426","1","02","08","102201908E","Enhance educational and recreational programs","Increase funding for Senior Services within the community board including , recreational and educational programs, Meals on Wheel, Senior Day Care programs, and restore HEAP Program along with general food pantries.","Further study by the agency of this request is needed. Therefore, OMB does not take any position.","OMB","Department for the Aging",,,,,,,,,,,,,,,,,
"20180426","1","08","06","108201906C","Renovate or upgrade an elementary school","EDUCATION - PS 360- School Yard upgrade.","OMB supports the agency's position as follows: Work on this project/program has either been completed or will be finished in FY 2018.","OMB","Department of Education",,,,,,,,,,,,,,,,,
"20180426","1","02","09","102201909E","Enhance park safety through more security staff (police or parks enforcement)","Increase Park Enforcement Patrol Agents Within Community District #2 (Every community board should have its own deployment unit: 1 Sgt. and 6-8 Officers)","The agency has stated that they will try to accomodate this request with existing resources. OMB supports this.","OMB","Department of Parks and Recreation","NYS Senator Klein, NYS Senator Diaz","NYS Assembly Member Crespo",,,,,,,,,,,,,,,
"20180426","1","02","10","102201910E","Other cleaning requests","Increase funding  to support the DOE Fund and Wildcat Services clean up initiatives presently active in Community District #2. This will help remove  garbage from the increasing number of islands that have been built on the streets in the district and along the busy commercial corridors in Community Board #2.","OMB supports the agency's position as follows: This request would be funded by the NYC Council's Clean-Up Initiative and/or Discretionary funds.  Contact your city council members.","OMB","Department of Sanitation",,,,,,,,,,,,,,,,,
"20180426","1","02","11","102201911E","Forestry services, including street tree maintenance","Increase funding to fix the increasing number of broken sidewalks as a result of tree growth in the community.","The Executive Budget includes a city-wide allocation for this work.  Specific locations are determined by the Agency.","OMB","Department of Parks and Recreation",,,,,,,,,,,,,,,,,
