DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1312853-DCA,Business,03/31/2023,Active,03/31/2009,Garage,420 EAST 53RD PARKING LLC,,420,E 53RD ST,,NEW YORK,NY,10022,2127595290,Manhattan,1,106,5,1078258,1013640005,MN19,8603,"Vehicle Spaces: 270, Bicycle Spaces: 20",-73.96413645014091,40.75547328219477,"(40.75547328219477, -73.96413645014091)"
1413026-DCA,Business,03/31/2023,Active,11/04/2011,Garage,420 EAST 51ST PARKING PARTNERS LLC,,420,E 51ST ST,,NEW YORK,NY,10022,2128387565,Manhattan,1,106,5,1040114,1013620041,MN19,8603,"Vehicle Spaces: 105, Bicycle Spaces: 11",-73.96494204046672,40.75417801007669,"(40.75417801007669, -73.96494204046672)"
0959289-DCA,Business,03/31/2023,Active,04/25/1997,Garage,"919 THIRD AVENUE GARAGE COMPANY, LLC",,919,3RD AVE,,NEW YORK,NY,10022,2128887400,Manhattan,1,106,5,1038577,1013290001,MN19,108,"Vehicle Spaces: 316, Bicycle Spaces: 21",-73.96833250581118,40.759136001913056,"(40.759136001913056, -73.96833250581118)"
2076276-DCA,Business,03/31/2023,Active,07/27/2018,Garage,338 EAST 59TH STREET GARAGE LLC,,340,E 59TH ST,,NEW YORK,NY,10022,646-584-0409,Manhattan,1,106,05,1040055,1013510032,MN19,108,"Vehicle Spaces: 288, Bicycle Spaces: 21",-73.9627659674019,40.75994403675519,"(40.75994403675519, -73.9627659674019)"
1155370-DCA,Business,03/31/2023,Active,11/05/2003,Garage,310 EAST 48TH STREET GARAGE LLC,,308,E 48TH ST,,NEW YORK,NY,10017,212-888-7400,Manhattan,1,106,04,1038915,1013400044,,,"Vehicle Spaces: 300, Bicycle Spaces: 21",-73.96898129374985,40.75342436333548,"(40.75342436333548, -73.96898129374985)"
2001479-DCA,Business,03/31/2023,Active,12/11/2013,Garage,ENTERPRISE 230 PARKING LLC,,230,E 30TH ST,,NEW YORK,NY,10016,2126863330,Manhattan,1,106,02,1078793,1009100046,MN20,70,"Vehicle Spaces: 25, Bicycle Spaces: 0",-73.97913408166315,40.74285387870548,"(40.74285387870548, -73.97913408166315)"
2057793-DCA,Business,03/31/2023,Active,09/01/2017,Garage,400 EAST 56 PARKING LLC,,400,E 56TH ST,,NEW YORK,NY,10022,2127522884,Manhattan,1,106,05,1040460,1013670001,MN19,10601,"Vehicle Spaces: 571, Bicycle Spaces: 24",-73.96307776310553,40.75748759081678,"(40.75748759081678, -73.96307776310553)"
0469319-DCA,Business,03/31/2023,Active,05/11/2006,Parking Lot,AFFILIATED PARKING LLC,,23,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,3,1017231,1008680025,MN20,82,"Vehicle Spaces: 25, Bicycle Spaces:",-73.98072344627394,40.75012499611052,"(40.75012499611052, -73.98072344627394)"
1464995-DCA,Business,03/31/2023,Active,05/16/2013,Garage,ENTERPRISE 24TH PARKING LLC,,214,E 24TH ST,,NEW YORK,NY,10010,2125643199,Manhattan,1,106,2,1019781,1009040043,MN21,64,"Vehicle Spaces: 37, Bicycle Spaces:",-73.98210867654875,40.739253265596076,"(40.739253265596076, -73.98210867654875)"
0368506-DCA,Business,03/31/2023,Active,02/15/1995,Garage,GEMA PARKING CORP.,,333,E 14TH ST,,NEW YORK,NY,10003,2124774043,Manhattan,1,106,2,1020402,1009210019,MN21,48,"Vehicle Spaces: 44, Bicycle Spaces: 0",-73.98403018336167,40.731977207073484,"(40.731977207073484, -73.98403018336167)"
1460533-DCA,Business,03/31/2023,Active,03/22/2013,Garage,ENTERPRISE 45TH OWNERSHIP CORP.,,333,E 45TH ST,,NEW YORK,NY,10017,212-564-3199,Manhattan,1,106,4,1076276,1013380502,MN19,90,"Vehicle Spaces: 35, Bicycle Spaces:",-73.96991703238423,40.75139075406613,"(40.75139075406613, -73.96991703238423)"
2060785-DCA,Business,03/31/2023,Active,11/15/2017,Garage,ENTERPRISE WORLD PARKING LLC,,845,UNITED NATIONS PLZ,,NEW YORK,NY,10017,212-564-3199,Manhattan,1,106,04,1038909,1013407501,MN19,90,"Vehicle Spaces: 76, Bicycle Spaces: 8",-73.96753825831024,40.751982973643145,"(40.751982973643145, -73.96753825831024)"
2051052-DCA,Business,03/31/2023,Active,04/12/2017,Garage,EAGLE ONE GARAGE LLC,,240,E 41ST ST,,NEW YORK,NY,10017,6465840409,Manhattan,1,106,04,1037178,1013147501,MN19,88,"Vehicle Spaces: 74, Bicycle Spaces: 7",-73.9733610264295,40.749429107469865,"(40.749429107469865, -73.9733610264295)"
2046942-DCA,Business,03/31/2023,Active,12/30/2016,Garage,REDBALL OWNERS LLC,,142,E 31ST ST,,NEW YORK,NY,10016,2128887400,Manhattan,1,106,02,1018326,1008860056,MN20,72,"Vehicle Spaces: 550, Bicycle Spaces: 24",-73.98073234044917,40.74433083281106,"(40.74433083281106, -73.98073234044917)"
2047955-DCA,Business,03/31/2023,Active,02/02/2017,Garage,300 E. 34 PARKING LLC,,300,E 34TH ST,,NEW YORK,NY,10016,212-481-6016,Manhattan,1,106,02,1078843,1009390001,MN20,70,"Vehicle Spaces: 148, Bicycle Spaces: 15",-73.9757880681296,40.744730633043375,"(40.744730633043375, -73.9757880681296)"
1460642-DCA,Business,03/31/2023,Active,03/29/2013,Garage,ENTERPRISE 37 EAST PARKING LLC,,415,E 37TH ST,,NEW YORK,NY,10016,212-679-8414,Manhattan,1,106,4,1076168,1009690501,MN19,8601,"Vehicle Spaces: 60, Bicycle Spaces:",-73.97182156356341,40.745564134827085,"(40.745564134827085, -73.97182156356341)"
0800698-DCA,Business,03/31/2023,Active,03/25/1997,Parking Lot,245 EAST 36TH STREET GARAGE CORP.,,237,E 36TH ST,,NEW YORK,NY,10016,2126880700,Manhattan,1,106,04,1000000,1009170021,,,"Vehicle Spaces: 35, Bicycle Spaces:",-73.97588848579838,40.74647357004653,"(40.74647357004653, -73.97588848579838)"
2015306-DCA,Business,03/31/2023,Active,11/06/2014,Garage,MARTIN GARAGE LLC,,301,E 48TH ST,,NEW YORK,NY,10017,2127511080,Manhattan,1,106,04,1038916,1013410001,MN19,90,"Vehicle Spaces: 42, Bicycle Spaces: 0",-73.9690967609295,40.753493013032916,"(40.753493013032916, -73.9690967609295)"
1460741-DCA,Business,03/31/2023,Active,03/26/2013,Garage,136 EAST 55TH STREET GARAGE LLC,,136,E 55TH ST,,NEW YORK,NY,10022,2124072516,Manhattan,1,106,4,1036487,1013090050,MN19,100,"Vehicle Spaces: 93, Bicycle Spaces:",-73.96974733671233,40.75947398567801,"(40.75947398567801, -73.96974733671233)"
1247021-DCA,Business,03/31/2023,Active,01/23/2007,Garage,GRAMERCY 24 PARKING LLC,,401,2ND AVE,,NEW YORK,NY,10010,2126869800,Manhattan,1,106,2,1087220,1009040024,MN21,64,"Vehicle Spaces: 72, Bicycle Spaces: 7",-73.98083882067674,40.7379904753201,"(40.7379904753201, -73.98083882067674)"
0368322-DCA,Business,03/31/2023,Active,04/04/1997,Garage,CAROLE STORAGE CORPORATION,,777,3RD AVE,,NEW YORK,NY,10017,212-753-6116,Manhattan,1,106,4,1038000,1013220001,MN19,90,"Vehicle Spaces: 92, Bicycle Spaces: 9",-73.97159754165726,40.75466017393452,"(40.75466017393452, -73.97159754165726)"
0469515-DCA,Business,03/31/2023,Active,04/28/1997,Garage,12 GARAGE CORP.,,12,BEEKMAN PL,,NEW YORK,NY,10022,2127550717,Manhattan,1,106,5,1040084,1013610039,MN19,8603,"Vehicle Spaces: 38, Bicycle Spaces:",-73.96498230786719,40.75310482645917,"(40.75310482645917, -73.96498230786719)"
2083029-DCA,Business,03/31/2023,Active,03/11/2019,Garage,35 PARK AVENUE GARAGE LLC,,35,PARK AVE,,NEW YORK,NY,10016,6465840409,Manhattan,1,106,04,1018885,1008910003,MN20,80,"Vehicle Spaces: 47, Bicycle Spaces: 0",-73.98050023719544,40.74821461387969,"(40.74821461387969, -73.98050023719544)"
0429844-DCA,Business,03/31/2023,Active,05/11/2006,Garage,AFFILIATED PARKING LLC,,247,MADISON AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,3,0,1000000000,MN20,82,"Vehicle Spaces: 80, Bicycle Spaces: 8",-73.98118179323939,40.75018545635353,"(40.75018545635353, -73.98118179323939)"
2100038-DCA,Business,03/31/2023,Active,07/12/2021,Garage,320 EAST 23RD STREET GARAGE LLC,,320,E 23RD ST,,NEW YORK,NY,10010,6465840409,Manhattan,1,106,02,1020580,1009280040,,,"Vehicle Spaces: 53, Bicycle Spaces: 5",-73.98017858860041,40.73757041644403,"(40.73757041644403, -73.98017858860041)"
1153766-DCA,Business,03/31/2023,Active,05/16/2006,Garage,MPC PARKING LLC,,1104,2ND AVE,,NEW YORK,NY,10022,2126869800,Manhattan,1,106,5,1040031,1013510001,MN19,108,"Vehicle Spaces: 227, Bicycle Spaces: 20",-73.96471874680586,40.76007090957663,"(40.76007090957663, -73.96471874680586)"
1246823-DCA,Business,03/31/2023,Active,01/18/2007,Garage,310 LEX PARKING MGMT LLC,,310,LEXINGTON AVE,,NEW YORK,NY,10016,2126812044,Manhattan,1,106,3,1019089,1008930020,MN20,80,"Vehicle Spaces: 26, Bicycle Spaces:",-73.97799896868071,40.74878507092396,"(40.74878507092396, -73.97799896868071)"
1413293-DCA,Business,03/31/2023,Active,11/16/2011,Garage,"60 SUTTON PLACE PARKING ASSOCIATES, LLC",,60,SUTTON PL S,,NEW YORK,NY,10022,2125352890,Manhattan,1,106,5,1040160,1013650020,MN19,8603,"Vehicle Spaces: 213, Bicycle Spaces: 20",-73.96223076369402,40.75528603041633,"(40.75528603041633, -73.96223076369402)"
2104125-DCA,Business,03/31/2023,Active,02/25/2022,Garage,9-11 PARK MANAGEMENT LLC,,9,PARK AVE,,NEW YORK,NY,10016,6469644323,Manhattan,1,106,02,1018515,1008900003,,,"Vehicle Spaces: 150, Bicycle Spaces: 15",-73.98116095168815,40.74730895679566,"(40.74730895679566, -73.98116095168815)"
2092477-DCA,Business,03/31/2023,Active,11/25/2019,Garage and Parking Lot,221 EAST 36TH STREET GARAGE LLC,,221,E 36TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1,106,04,1020204,1009170017,,,"Vehicle Spaces: 64, Bicycle Spaces: 6",-73.97608334246256,40.74655046364937,"(40.74655046364937, -73.97608334246256)"
1414489-DCA,Business,03/31/2023,Active,12/01/2011,Garage,ONE BEEKMAN GARAGE LLC,,443,E 49TH ST,,NEW YORK,NY,10017,2126887666,Manhattan,1,106,5,1000000,1013610023,MN19,8603,"Vehicle Spaces: 150, Bicycle Spaces: 15",-73.96499702064426,40.75258058429668,"(40.75258058429668, -73.96499702064426)"
2087770-DCA,Business,03/31/2023,Active,06/28/2019,Garage,24035 OWNERS CORP,,240,E 35TH ST,,NEW YORK,NY,10016,2126845410,Manhattan,1,106,02,1020163,1009150038,MN20,78,"Vehicle Spaces: 25, Bicycle Spaces: 0",-73.97630014147826,40.745817660406416,"(40.745817660406416, -73.97630014147826)"
2090192-DCA,Business,03/31/2023,Active,09/04/2019,Garage and Parking Lot,EASTSIDE 27 COMMERCIAL LLC,,200,E 27TH ST,,NEW YORK,NY,10016,2123649704,Manhattan,1,106,02,1019864,1009070056,MN20,66,"Vehicle Spaces: 68, Bicycle Spaces: 7",-73.98114461567869,40.74127050417237,"(40.74127050417237, -73.98114461567869)"
2051054-DCA,Business,03/31/2023,Active,04/12/2017,Garage,GARMENT ONE GARAGE LLC,,155,E 34TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1,106,02,1018549,1008907501,MN20,72,"Vehicle Spaces: 66, Bicycle Spaces: 7",-73.97912943681877,40.74616130150273,"(40.74616130150273, -73.97912943681877)"
2080791-DCA,Business,11/03/2022,Active,12/18/2018,Parking Lot,ACB GARAGE LLC,,626,1ST AVE,,NEW YORK,NY,10016,6465840409,Manhattan,1,106,04,1000000,1009670001,MN19,8601,"Vehicle Spaces: 252, Bicycle Spaces: 21",-73.97268797740104,40.74489736936712,"(40.74489736936712, -73.97268797740104)"
1473105-DCA,Business,03/31/2023,Active,09/17/2013,Garage,206 E. 59TH ST. GARAGE CORP.,,206,E 59TH ST,,NEW YORK,NY,10022,2127957275,Manhattan,1,106,4,1038623,1013320001,MN19,108,"Vehicle Spaces: 225, Bicycle Spaces: 20",-73.96615114382787,40.76136136885068,"(40.76136136885068, -73.96615114382787)"
2102761-DCA,Business,03/31/2023,Active,11/22/2021,Garage,CHAMPION PARKING 45 LLC,,235,E 45TH ST,,NEW YORK,NY,10017,2123085959,Manhattan,1,106,04,1037589,1013190016,,,"Vehicle Spaces: 90, Bicycle Spaces: 9",-73.97216158480887,40.75232727715523,"(40.75232727715523, -73.97216158480887)"
1135103-DCA,Business,03/31/2023,Active,02/17/2011,Garage,WEST PLAZA GARAGE LLC,,480,2ND AVE,,NEW YORK,NY,10016,212-686-9800,Manhattan,1,106,2,1082731,1009340001,MN20,66,"Vehicle Spaces: 96, Bicycle Spaces: 9",-73.97899769504247,40.74048513379344,"(40.74048513379344, -73.97899769504247)"
1135083-DCA,Business,03/31/2023,Active,05/18/2006,Garage,WEST PLAZA GARAGE LLC,,460,2ND AVE,,NEW YORK,NY,10016,212-686-9800,Manhattan,1,106,02,,,,,"Vehicle Spaces: 96, Bicycle Spaces: 9",-73.97958253750319,40.73969475049637,"(40.73969475049637, -73.97958253750319)"
1135076-DCA,Business,03/31/2023,Active,02/17/2011,Garage,WEST PLAZA GARAGE LLC,,500,2ND AVE,,NEW YORK,NY,10016,212-686-9800,Manhattan,1,106,2,1082734,1009340001,MN20,66,"Vehicle Spaces: 169, Bicycle Spaces: 16",-73.97853919576679,40.741110852575645,"(40.741110852575645, -73.97853919576679)"
2098489-DCA,Business,03/31/2023,Active,04/29/2021,Garage,MANHATTAN PREMIUM PARKING LLC.,Manhattan Premium Parking,245,E 19 STREET,,NEW YORK,NY,10003,9172614880,Manhattan,1,106,02,1019603,1009000027,,,"Vehicle Spaces: 106, Bicycle Spaces: 11",-73.98327153478729,40.73568251724689,"(40.73568251724689, -73.98327153478729)"
2072375-DCA,Business,03/31/2023,Active,06/01/2018,Garage,LAZ PARKING NEW YORK/NEW JERSEY LLC,,528,E 20TH ST,,NEW YORK,NY,10009,7184042575,Manhattan,1,106,04,1082862,1009720001,MN50,44,"Vehicle Spaces: 320, Bicycle Spaces: 21",-73.9763009614079,40.73336746628165,"(40.73336746628165, -73.9763009614079)"
2074961-DCA,Business,03/31/2023,Active,07/03/2018,Garage,LAZ PARKING NEW YORK/NEW JERSEY LLC,"LAZ PARKING NY,NJ LLC",251,AVENUE C,,NEW YORK,NY,10009,7184042575,Manhattan,1,106,04,1082726,1009720001,MN50,44,"Vehicle Spaces: 580, Bicycle Spaces: 24",-73.97523806654134,40.72921991781215,"(40.72921991781215, -73.97523806654134)"
2072367-DCA,Business,03/31/2023,Active,06/01/2018,Garage,LAZ PARKING NEW YORK/NEW JERSEY LLC,,279,AVENUE C,,NEW YORK,NY,10009,7184042575,Manhattan,1,106,04,1082848,1009720001,MN50,44,"Vehicle Spaces: 312, Bicycle Spaces: 21",-73.97462437688132,40.730070658454395,"(40.730070658454395, -73.97462437688132)"
2051212-DCA,Business,03/31/2023,Active,04/14/2017,Garage,PROPARK AMERICA NEW YORK LLC,,575,1ST AVE,,NEW YORK,NY,10016,6469652478,Manhattan,1,106,02,1090003,1009367501,MN20,70,"Vehicle Spaces: 300, Bicycle Spaces: 21",-73.97404562820509,40.74307242445796,"(40.74307242445796, -73.97404562820509)"
2051271-DCA,Business,03/31/2023,Active,04/17/2017,Garage,PROPARK AMERICA NEW YORK LLC,,148,E 33RD ST,,NEW YORK,NY,10016,6469652478,Manhattan,1,106,02,1018489,1008880051,MN20,72,"Vehicle Spaces: 149, Bicycle Spaces: 15",-73.97981892850703,40.7455603242637,"(40.7455603242637, -73.97981892850703)"
1283493-DCA,Business,03/31/2023,Active,04/29/2008,Garage,KIPS BAY 27 PARKING LLC,,236,E 27TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,2,1019856,1009070040,MN20,66,"Vehicle Spaces: 65, Bicycle Spaces: 6",-73.97977349336512,40.740682894759544,"(40.740682894759544, -73.97977349336512)"
1234298-DCA,Business,03/31/2023,Active,07/27/2006,Garage,METROPOLITAN 51 PARKING LLC,,569-573,LEXINGTON AVE,,NEW YORK,NY,10022,2123088474,Manhattan,1,106,4,1036458,1013050501,MN19,100,"Vehicle Spaces: 200, Bicycle Spaces: 20",-73.97204416177084,40.75691646401178,"(40.75691646401178, -73.97204416177084)"
1099297-DCA,Business,03/31/2023,Active,05/11/2006,Garage,205 THIRD PARKING LLC,,205,3RD AVE,,NEW YORK,NY,10003,2126869800,Manhattan,1,106,2,1019580,1008990001,MN21,48,"Vehicle Spaces: 96, Bicycle Spaces: 10",-73.98528857861925,40.73587492531159,"(40.73587492531159, -73.98528857861925)"
0731394-DCA,Business,03/31/2023,Active,05/16/2006,Garage,M H M PARKING LLC,,560,3RD AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,4,1019099,1008930041,MN20,80,"Vehicle Spaces: 300, Bicycle Spaces: 21",-73.9767109092079,40.74767868405495,"(40.74767868405495, -73.9767109092079)"
2036535-DCA,Business,03/31/2023,Active,04/22/2016,Garage,NOBLE GARAGE LLC,,728-746,2ND AVE,300-12 E 40TH ST,NEW YORK,NY,10016,2126869800,Manhattan,1,106,04,1022051,1009457501,MN19,88,"Vehicle Spaces: 235, Bicycle Spaces: 20",-73.973527609107,40.74801285574871,"(40.74801285574871, -73.973527609107)"
1232880-DCA,Business,03/31/2023,Active,07/12/2006,Garage,MURRAY 38 PARKING LLC,,155,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,4,1019272,1008940502,MN20,80,"Vehicle Spaces: 67, Bicycle Spaces: 6",-73.97671425441138,40.74843349058,"(40.74843349058, -73.97671425441138)"
1458721-DCA,Business,03/31/2023,Active,02/28/2013,Garage and Parking Lot,SCARLET 53 PARKING LLC,,211,E 53RD ST,,NEW YORK,NY,10022,2126869800,Manhattan,1,106,5,1038550,1013270501,MN19,98,"Vehicle Spaces: 59, Bicycle Spaces: 5",-73.96889276610895,40.757500286810256,"(40.757500286810256, -73.96889276610895)"
1192930-DCA,Business,03/31/2023,Active,03/01/2013,Garage,QUIK PARK SWIFT LLC,,140,E 56TH ST,,NEW YORK,NY,10022,2128322066,Manhattan,1,106,4,1036625,1013100502,MN19,100,"Vehicle Spaces: 50, Bicycle Spaces:",-73.9693535819049,40.76012713066171,"(40.76012713066171, -73.9693535819049)"
1185631-DCA,Business,03/31/2023,Active,05/18/2006,Garage,SUTTON 53 PARKING LLC,,410,E 54TH ST,,NEW YORK,NY,10022,212-686-9800,Manhattan,1,106,04,1040158,1013650009,,,"Vehicle Spaces: 182, Bicycle Spaces: 18",-73.96383648836729,40.7561676090553,"(40.7561676090553, -73.96383648836729)"
1196302-DCA,Business,03/31/2023,Active,05/11/2006,Garage,54TH & 2ND PARKING LLC,,300,E 55TH ST,,NEW YORK,NY,10022,2126869800,Manhattan,1,106,5,1039961,1013470501,MN19,108,"Vehicle Spaces: 25, Bicycle Spaces:",-73.96588942814309,40.75785076399684,"(40.75785076399684, -73.96588942814309)"
1001573-DCA,Business,03/31/2023,Active,05/12/2006,Garage,245 EAST 40TH ST. PARKING LLC,,747,2ND AVE,,NEW YORK,NY,10017,2126869800,Manhattan,1,106,04,1037175,1013140021,,,"Vehicle Spaces: 130, Bicycle Spaces: 13",-73.9730870531786,40.74863581155416,"(40.74863581155416, -73.9730870531786)"
2093765-DCA,Business,03/31/2023,Active,01/21/2020,Garage,SUPPORT PARKING LLC,,350,E 52ND ST,,NEW YORK,NY,10022,2126869800,Manhattan,1,106,04,1039661,1013440030,,,"Vehicle Spaces: 80, Bicycle Spaces: 8",-73.96639229035979,40.75561119970559,"(40.75561119970559, -73.96639229035979)"
1331651-DCA,Business,03/31/2023,Active,09/02/2009,Garage,TOWER 25 PARKING LLC,,305,E 24TH ST,,NEW YORK,NY,10010,2126869800,Manhattan,1,106,2,1020599,1009300001,MN20,66,"Vehicle Spaces: 146, Bicycle Spaces: 14",-73.98008812218568,40.73842127408734,"(40.73842127408734, -73.98008812218568)"
2082681-DCA,Business,03/31/2023,Active,02/28/2019,Garage,"ABM INDUSTRY GROUPS, LLC",ABM PARKING SERVICES,866,UNITED NATIONS PLZ,,NEW YORK,NY,10017,2127576500,Manhattan,1,106,04,1040072,1013607501,MN19,8603,"Vehicle Spaces: 175, Bicycle Spaces: 18",-73.96683398271284,40.752924221203685,"(40.752924221203685, -73.96683398271284)"
2095787-DCA,Business,03/31/2023,Active,06/04/2020,Garage,333 EAST 34TH STREET GARAGE LLC,,333,E 34TH ST,,NEW YORK,NY,10016,6465740045,Manhattan,1,106,02,1021903,1009407501,,,"Vehicle Spaces: 56, Bicycle Spaces: 6",-73.97472722078362,40.74430496890765,"(40.74430496890765, -73.97472722078362)"
2088937-DCA,Business,03/31/2023,Active,07/31/2019,Garage,300 EAST 46TH STREET GARAGE LLC,,300,E 46TH ST,,NEW YORK,NY,10017,6465840409,Manhattan,1,106,04,1038779,1013380049,MN19,90,"Vehicle Spaces: 36, Bicycle Spaces: 0",-73.96999967023007,40.75222243399849,"(40.75222243399849, -73.96999967023007)"
2087759-DCA,Business,03/31/2023,Active,06/28/2019,Garage and Parking Lot,132 EAST 35TH STREET GARAGE LLC,,132,E 35TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1,106,02,1018519,1008900020,MN20,72,"Vehicle Spaces: 85, Bicycle Spaces: 9",-73.97946837198066,40.747154961582225,"(40.747154961582225, -73.97946837198066)"
2074959-DCA,Business,03/31/2023,Active,07/03/2018,Garage,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY, NJ LLC",325,AVENUE C,,NEW YORK,NY,10009,860-522-7641,Manhattan,1,106,04,1082851,1009720001,MN50,44,"Vehicle Spaces: 210, Bicycle Spaces: 21",-73.9743456988601,40.73229384830371,"(40.73229384830371, -73.9743456988601)"
2003468-DCA,Business,03/31/2023,Active,02/11/2014,Garage,QUIK PARK LIBBY 2 LLC,,300,E 48TH ST,,NEW YORK,NY,10017,,Manhattan,1,106,04,1038905,1013400001,MN19,90,"Vehicle Spaces: 51, Bicycle Spaces: 5",-73.96910759661048,40.75347654746056,"(40.75347654746056, -73.96910759661048)"
2089103-DCA,Business,03/31/2023,Active,08/05/2019,Garage,PUBLIC PARKING 200 E. 15TH STREET INC,,200,E 15TH ST,,NEW YORK,NY,10003,7187297276,Manhattan,1,106,02,1019522,1008960048,MN21,48,"Vehicle Spaces: 43, Bicycle Spaces: 0",-73.98660603184896,40.73393729006337,"(40.73393729006337, -73.98660603184896)"
2001457-DCA,Business,03/31/2023,Active,12/10/2013,Garage,CHAMPION PARKING MIDTOWN LLC,,224,E 39TH ST,,NEW YORK,NY,10016,212-308-5959,Manhattan,1,106,04,1020361,1009190042,MN20,78,"Vehicle Spaces: 86, Bicycle Spaces: 10",-73.97474732269983,40.7483973944109,"(40.7483973944109, -73.97474732269983)"
1220146-DCA,Business,03/31/2023,Active,03/25/2013,Garage,"TOWNSWAY GARAGE CO., LLC",TOWNSWAY GARAGE CO,145,E 27TH ST,,NEW YORK,NY,10016,2122139600,Manhattan,1,106,2,1018177,1008830044,MN21,68,"Vehicle Spaces: 48, Bicycle Spaces:",-73.98260235921838,40.741904771091974,"(40.741904771091974, -73.98260235921838)"
2095747-DCA,Business,03/31/2023,Active,05/21/2020,Garage,HOUSE 39 GARAGE LLC,,225,E 39TH ST,,NEW YORK,NY,10016,2129406231,Manhattan,1,106,04,1082154,1009200013,,,"Vehicle Spaces: 58, Bicycle Spaces: 6",-73.97471122989725,40.74840287598902,"(40.74840287598902, -73.97471122989725)"
