"facilitypk","facilityname","facility_type","service_category","service_type","buildingnumber","address","address2","borough","zipcode","latitude","longitude","phone","communityboard","councildistrict","censustract","bin","bbl","nta","additionalinfo","startdate","enddate","monday","tuesday","wednesday","thursday","friday","saturday","sunday","condoms_male","fc2_female_insertive_condoms","lubricant","website","partnertype","partnertypedetailed"
"8961529","Cervante Restaurant",,,,,"536 East 138 Street",,"Bronx","10454","40.80715700715","-73.918304493226",,"201","08","002500","2000042","2022650039","BX39","You can find free safer sex products inside a dispenser located inside of the Restaurant. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"No","No","No",,,
"12252","Dream Barber Shop",,,,,"147-34 Jamaica Ave",,,"11435","40.7016567","-73.8066394",,,,,,,,"Barbershop",,,,,,,,,,,,,,,
"8250988","HASA Center #99 Staten Island",,,,,"207 Bay Street",,"Staten Island","10301","40.636894618454","-74.076236634169",,"501","49","002100","5013238","5004970009","SI37","You can find free safer sex products inside a dispenser located in the waiting room on the 2nd fl of the Community Center. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","Yes",,,
"22060797","Betances Health Center",,"Free Safer Sex Products","Condoms and Lubricant",,"280 Henry Street",,"Manhattan","10002","40.713942707565","-73.983536664737","(212) 227-8401","103","02","000202","1003220","1002670010","MN28","You can find free safer sex products inside a fishbowl located at reception of the Community Health Center. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z","8:00 AM - 7:00 PM","8:00 AM - 5:00 PM","8:00 AM - 7:00 PM","10:00 AM - 5:00 PM","8:00 AM - 5:00 PM",,,"Yes","Yes","Yes","www.betances.org",,
"12495252","The Make Up Shop",,"Free Safer Sex Products","Condoms and Lubricant",,"79-02 37 Avenue",,"Queens","11372","40.749454855762","-73.886943450654",,"403","25","028500","4029968","4012900001","QN28","You can find free safer sex products inside a dispenser located near the restroom of the Beauty Salon. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"16268166","Parkway Liquor",,"Free Safer Sex Products","Condoms and Lubricant",,"208 East 170 Street",,"Bronx","10456","40.838492741609","-73.913206268826",,"204","16","017902","2007982","2028310048","BX14","You can find free safer sex products inside a dispenser located in the front near the entrance of the Liquor Store. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","No",,,
"46723031","Office of Birth Certificates",,"Free Safer Sex Products","Condoms and Lubricant",,"125 Worth Street",,"Manhattan","10013","40.715420543692","-74.002673006768",,"101","01","003100","1001831","1001680032","MN24","You can find free safer sex products inside a fishbowl located in the front of the Government Building. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","Yes","Yes",,"Government","Government Agency"
"1634940","W Man Spa",,,,,"216 30th Street",,"Manhattan","0","0","0",,,,,,"1",,"You can find free safer sex products inside a fishbowl located in the front  of the Men's Spa. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,,,,,,
"4158889","Sorry not Sorry (Formerly Pride Lounge)",,,,,"7015 B Austin Street",,"Queens","11375","40.720763373627","-73.846424947164",,"406","29","071100",,"4","QN17","You can find free safer sex products inside a dispenser located in the back near the restrooms/ATM of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","Yes",,,
"43258586","Atlas Social Club",,"Free Safer Sex Products","Condoms and Lubricant",,"753 9 Avenue",,"Manhattan","10019","40.763903510982","-73.988653981842",,"104","03","013300","1026689","1010600035","MN15","You can find free safer sex products inside a fishbowl located behind bar of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","Yes","Yes",,,
"26516992","Julius",,"Free Safer Sex Products","Condoms and Lubricant",,"159 West 10 Street",,"Manhattan","10014","40.734444539463","-74.001659832008",,"102","03","007300","1010833","1006110030","MN23","You can find free safer sex products inside a dispenser/ fishbowl located fishbowl at bar/ dispenser near window of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"28784109","Henrietta Hudson",,"Free Safer Sex Products","Condoms and Lubricant",,"438 Hudson Street",,"Manhattan","10014","40.731046336519","-74.006707542921",,"102","03","006700","1077817","1005847501","MN23","You can find free safer sex products inside a fishbowl located near the restrooms of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","Yes","No",,,
"41478077","Hombres Lounge",,"Free Safer Sex Products","Condoms and Lubricant",,"85-28 37 Avenue",,"Queens","11372","40.750061127881","-73.881192989618",,"403","21","027900","4036240","4014730001","QN28","You can find free safer sex products inside a dispenser located downstairs near restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"39151914","Library Bar",,"Free Safer Sex Products","Condoms and Lubricant",,"7 Avenue A",,"Manhattan","10009","40.722539660114","-73.98609959578",,"103","02","003002","1083476","1004290041","MN22","You can find free safer sex products inside a dispenser located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"38364673","Silberstein Center",,"Free Safer Sex Products","Condoms and Lubricant",,"1130 South Avenue,2nd Floor",,"Staten Island","10314","40.612359634424","-74.175518454563","718-781-8406","502","50","029102","5170488","5017250500","SI05","Silberstein Center - Out Patient Rehab is located on the 2nd Floor. Feel free to come in for safer sex products and find out how Silberstein can help you. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z","9:00 AM - 5:00 PM","9:00 AM - 8:30 PM","9:00 AM - 5:00 PM","9:00 AM - 8:30 PM","9:00 AM - 5:00 PM",,,"Yes","Yes","Yes",,,
"8019069","Bum-Bum Bar",,,,,"63-17 Roosevelt Avenue",,"Queens","11377","40.745861072709","-73.900822391411",,"402","26","026100","4028400","4012330049","QN63","You can find free safer sex products inside a fishbowl located in the front of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","Yes","Yes",,,
"9895113","Miti Miti",,,,,"138 5 Avenue",,"Brooklyn","11217","40.678671631242","-73.978941435929",,"306","39","013100","3019165","3009430043","BK37","You can find free safer sex products inside a fishbowl located by the bar of the Restaurant. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","Yes","Yes",,,
"42494595","Audubon Barber shop",,"Free Safer Sex Products","Condoms and Lubricant",,"61 Audubon Avenue",,"Manhattan","10032","40.840671763582","-73.93821309556",,"112","10","025100","1062997","1021250028","MN36","You can find free safer sex products inside a dispenser located in the back of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","No",,,
"43258856","NYS Assembly Member Marcos Crespo",,"Free Safer Sex Products","Condoms and Lubricant",,"1163 Manor Avenue,Store Front #3",,"Bronx","10472","40.827960165283","-73.876175238619","718-893-0202","209","18","005002","2023941","2037420048","BX55","The office of Assembly Member Marcos A. Crespo would like to help promote safe sex in the 85th District in the Bronx County. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","8:30 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM",,,"Yes","Yes","Yes",,,
"2041223","Blind Tiger",,,,,"281 Bleecker Street",,"Manhattan","10014","40.731779337195","-74.003308706172",,"102","03","006700","1010152","1005900049","MN23","You can find free safer sex products inside a fishbowl located to the left of the bar of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,,,,,,
"24241046","instand med care",,"Free Safer Sex Products","Condoms and Lubricant",,"80-10 Northern Boulevard,ground floor",,"Queens","11372","40.755369894602","-73.887019999987","718-429-2800","403","25","028500","4028773","4012530001","QN28","These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z","9:00 AM - 8:00 PM","9:00 AM - 8:00 PM","9:00 AM - 8:00 PM","9:00 AM - 8:00 PM","9:30 AM - 8:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Yes","Yes","Yes",,,
"42618415","Pianos",,"Free Safer Sex Products","Condoms and Lubricant",,"158 Ludlow Street",,"Manhattan","10002","40.720994557968","-73.987878465829",,"103","01","003001","1079699","1004110050","MN27","You can find free safer sex products inside a dispenser located in the back near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"12309","HK Restaurant",,,,,"409 W 39th St",,,"10018","40.7569658","-73.9944634",,,,,,,,"Restaurant",,,,,,,,,,,,,,,
"42494570","2A",,"Free Safer Sex Products","Condoms and Lubricant",,"27 Avenue A",,"Manhattan","10009","40.72304465249","-73.985735111245",,"103","02","003002",,"1","MN22","You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"34529471","Uncle Charlie's",,"Free Safer Sex Products","Condoms and Lubricant",,"139 East 45 Street",,"Manhattan","10017","40.753177396211","-73.974189544354",,"106","04","009200","1036191","1013000025","MN19","You can find free safer sex products inside a dispenser located near the bar of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"34963534","Town House",,"Free Safer Sex Products","Condoms and Lubricant",,"236 East 58 Street",,"Manhattan","10022","40.760503792019","-73.966075591005",,"106","04","010800","1038608","1013310031","MN19","You can find free safer sex products inside a fishbowl located in the back on the bar of the Restaurant. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"6770851","Club Cache",,,,,"35 East 13 Street",,"Manhattan","10003","40.734449766582","-73.9920652807",,"102","02","006100","1009214","1005650005","MN23","You can find free safer sex products inside a fishbowl located on the 2nd floor near the restroom of the Night Club. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","No",,,
"21149949","Hair Matic's Salon",,"Free Safer Sex Products","Condoms and Lubricant",,"330 Audubon Avenue",,"Manhattan","10033","40.849042513098","-73.932118350965",,"112","10","026900","1063647","1021540019","MN35","You can find free safer sex products inside a dispenser/fishbowl located fishbowl in the front, dispenser in the back of the Beauty Salon. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","No",,,
"43382210","Image Salon",,"Free Safer Sex Products","Condoms and Lubricant",,"87-15 Roosevelt Avenue",,"Queens","11372","40.748145814229","-73.879074280166",,"403","21","027900","4036272","4014750027","QN28","You can find free safer sex products inside a dispenser located in the back near the restroom of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","No",,,
"7304270","Rock Bar",,,,,"185 Christopher Street",,"Manhattan","10014","40.732478890868","-74.009688080386",,"102","03","007500","1011986","1006360040","MN23","You can find free safer sex products inside a dispenser located in the back near the restroom of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","No",,,
"39595606","Hair Fashion",,"Free Safer Sex Products","Condoms and Lubricant",,"2104 Amsterdam Avenue",,"Manhattan","10032","40.837389336086","-73.938732948665",,"112","07","024301","1062899","1021210043","MN36","You can find free safer sex products inside a fishbowl located in the front of the Retail Store. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","No",,,
"4060646","International House",,,,,"155 Claremont Avenue,B Level North Building",,"Manhattan","10027","40.813459498349","-73.961229243581",,"109","07","021100","1059870","1019940057","MN09","You can find free safer sex products inside a dispenser located in the north building the back near the restroom of the College/University. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","No",,,
"5906167","Harlem Nights Bar",,,,,"2361 Adam Clayton Powell Jr Boulevard",,"Manhattan","0","0","0",,,,,,"1",,"You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","No",,,
"21878555","La Sala (Formerly Crescent Lounge)",,"Free Safer Sex Products","Condoms and Lubricant",,"32-05 Crescent Street",,"Queens","11106","40.763299923243","-73.928520367099",,"401","22","005300",,"4","QN70","You can find free safer sex products inside a fishbowl located in the back near the restroom of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"30175102","Nadil Beauty Salon",,"Free Safer Sex Products","Condoms and Lubricant",,"95 Audubon Avenue",,"Manhattan","10032","40.84157991145","-73.937547242511",,"112","10","025300","1063024","1021260034","MN36","You can find free safer sex products inside a dispenser located in the front of the Beauty Salon. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"290156","Why Not Men's Spa",,,,,"174-04 W 4th Street",,"Manhattan","10014","40.732182854775","-74.001558745644",,"102","03","006700","1080167","1005900028","MN23","You can find free safer sex products inside a fishbowls (2) located on the front counter and near restroom of the Men's Spa. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,,,,,,
"2816231","Hair Matic's Salon",,,,,"330 Audubon Avenue",,"Manhattan","10033","40.849042513098","-73.932118350965",,"112","10","026900","1063647","1021540019","MN35","You can find free safer sex products inside a dispenser/fishbowl located fishbowl in the front, dispenser in the back of the Beauty Salon. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","No",,,
"9558917","Ace Bar",,,,,"531 East 5 Street",,"Manhattan","10009","40.724504576151","-73.983552084448",,"103","02","003200","1005068","1004010048","MN22","You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","Yes","Yes",,,
"32995803","East Side Club",,"Free Safer Sex Products","Condoms and Lubricant",,"227 East 56 Street,6th Floor",,"Manhattan","10022","40.759260762449","-73.967267421026","212-888-1884","106","04","010800","1038592","1013300011","MN19","You can find free safer sex products inside a dispenser located on the counter of the Sauna/Spa. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"44379781","Nowhere",,"Free Safer Sex Products","Condoms and Lubricant",,"322 East 14 Street",,"Manhattan","10003","40.731962176029","-73.98405538394",,"103","02","004000","1006514","1004550018","MN22","You can find free safer sex products inside a fishbowl located on the bar and near the restrooms of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"4158735","Fina Beauty Salon",,,,,"503 W 181 Street",,"Manhattan","10033","40.84823773224","-73.931154096397",,"112","10","026900","1063700","1021550019","MN35","You can find free safer sex products inside a fishbowl located in the front of the Beauty Salon. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","No",,,
"24241177","The Cock",,"Free Safer Sex Products","Condoms and Lubricant",,"93 2 Avenue",,"Manhattan","10003","40.727057840759","-73.988793772659",,"103","02","003800","1006627","1004610032","MN22","You can find free safer sex products inside a fishbowl located in the front near the host stand of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"43515170","THRIVE @ Brightpoint Health",,"Free Safer Sex Products","Condoms and Lubricant",,"328 East 150 Street,Ground Floor",,"Bronx","10451","40.81750893116","-73.920423319579","917-471-4593","201","17","006500","2092166","2023310052","BX34","You can find free safer sex products inside a dispenser located in the back near the restroom of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","Yes","No",,,
"35301468","The Campaign Against Hunger, Inc",,"Free Safer Sex Products","Condoms and Lubricant",,"2010 Fulton Street,Ground Floor",,"Brooklyn","11233","40.678635767428","-73.917676586359","718-773-3551 x","303","41","030100","3042111","3015490016","BK79","These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z","10:00 AM - 4:00 PM","10:00 AM - 6:00 PM","10:00 AM - 4:00 PM","10:00 AM - 4:00 PM","10:00 AM - 6:00 PM",,,"Yes","Yes","Yes",,,
"41222961","The Charleston",,"Free Safer Sex Products","Condoms and Lubricant",,"174 Bedford Avenue",,"Brooklyn","11249","40.718061397734","-73.957489924582",,"301","33","055300","3061926","3023190022","BK73","You can find free safer sex products inside a fishbowl located by the ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z",,,,,,,,"Yes","No","Yes",,,
"259551","Eagle",,,,,"554 W 28th Street",,"Manhattan","10001","40.751547109288","-74.003627306711",,"104","03","009900","1012417","1006990063","MN13","You can find free safer sex products inside a fishbowl located near the restrooms of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,,,,,,
"3368319","Tropical 128",,,,,"128 Elizabeth Street",,"Manhattan","10013","40.719477249996","-73.995404023344",,"102","01","004100","1006944","1004700050","MN24","You can find free safer sex products inside a fishbowl located in the middle of bar near the tree of the Bar/Lounge/Event Space. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","Yes","Yes",,,
"4526501","EL Duque Barbershop",,,,,"101 East 169 Street",,"Bronx","10452","40.837043975748","-73.917552095885",,"204","16","022102","2008034","2028390039","BX63","You can find free safer sex products inside a dispenser located in the front near the entrance of the Barbershop. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","No",,,
"2175193","D'Antonia (Formerly Karipa Unisex/George's)",,,,,"1195 Walton Avenue",,"Bronx","10452","40.834114351887","-73.920038392315",,"204","16","019700","2002959","2024790024","BX63","You can find free safer sex products inside a dispenser located in the front near the entrance of the Beauty Salon. These free safer sex products are supplied by the <a href=http://www.facebook.com/NYCcondom>NYC Condom Availability Program</a>.",,,,,,,,,,"Yes","No","No",,,
"43894311","Silberstein Center",,"Free Safer Sex Products","Condoms and Lubricant",,"1130 South Avenue,2nd Floor",,"Staten Island","10314","40.612359634424","-74.175518454563","718-781-8406","502","50","029102","5170488","5017250500","SI05","Silberstein Center - Out Patient Rehab is located on the 2nd Floor. Feel free to come in for safer sex products and find out how Silberstein can help you. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.","1900-01-01T00:00:00.000Z","1900-01-01T00:00:00.000Z","9:00 AM - 5:00 PM","9:00 AM - 8:30 PM","9:00 AM - 5:00 PM","9:00 AM - 8:30 PM","9:00 AM - 5:00 PM",,,"Yes","Yes","Yes",,,
