"appeal_type","appeal_subtype","agency","status","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-21T00:00:00.000",,"6014","Auto Mechanic (Diesel)","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Score","MTA New York City Transit - NYCT","Open","2017-12-21T00:00:00.000",,"5610","Car Inspector","2020-11-02T00:00:00.000",,"NYCT"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-20T00:00:00.000",,"7003","Computer Associate (Technical Support)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-20T00:00:00.000",,"7019","Procurement Analyst",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-12-19T00:00:00.000",,"4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-12-19T00:00:00.000",,"4328","Police Offficer","2020-11-23T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-12-19T00:00:00.000",,"4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Score","MTA New York City Transit - NYCT","Open","2017-12-19T00:00:00.000",,"5716","Conductor","2021-02-01T00:00:00.000",,"NYCT"
"Section 50","Character","Department of Correction - DOC","Open","2017-12-18T00:00:00.000",,"7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Other",,"Department of Citywide Administrative Services - DCAS","Closed","2017-12-17T00:00:00.000","2017-12-18T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-12-15T00:00:00.000",,"4320","Police Officer","2020-08-25T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-12-15T00:00:00.000",,"4306","Police Officer","2019-12-23T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-15T00:00:00.000",,"6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-15T00:00:00.000",,"6066","Juvenile Counselor","2021-05-10T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Correction - DOC","Open","2017-12-15T00:00:00.000",,,,,,"DOC"
"Section 50","Medical","Department of Correction - DOC","Open","2017-12-15T00:00:00.000",,"7324","Correction Officer","2021-09-20T00:00:00.000",,"DOC"
"Waiting for DQ",,"MTA New York City Transit - NYCT","Open","2017-12-15T00:00:00.000",,,,,,"NYCT"
"Waiting for Appeal Request",,"Department of Correction - DOC","Open","2017-12-15T00:00:00.000",,,,,,"DOC"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-15T00:00:00.000",,"6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 76","Termination","Housing Authority - NYCHA","Open","2017-12-14T00:00:00.000",,,,,,"NYCHA"
"Section 76",,"Housing Authority - NYCHA","Closed","2017-12-14T00:00:00.000","2017-12-14T00:00:00.000",,,,,"NYCHA"
"Section 76","Termination","Housing Authority - NYCHA","Open","2017-12-14T00:00:00.000",,,,,,"NYCHA"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Open","2017-12-14T00:00:00.000",,"6617","Revenue Equipment Maintainer",,,"NYCT"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-14T00:00:00.000",,"8003","Clerical Associate",,,"DCAS"
"Section 50","Unauthorized Substance","Police Department - NYPD","Open","2017-12-14T00:00:00.000",,"7304","School Safety Agent","2021-07-20T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-12-14T00:00:00.000",,"7003","Computer Associate (Technical Support)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-14T00:00:00.000",,"6042","Construction Project Manager",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2017-12-13T00:00:00.000",,"6329","Traffic Enforcement Agent","2020-10-21T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-12-13T00:00:00.000",,"4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-12-13T00:00:00.000",,"2344","Police Officer","2019-06-19T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-12-13T00:00:00.000",,"4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2017-12-13T00:00:00.000",,"6502","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-12-13T00:00:00.000",,"4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-12-13T00:00:00.000",,"6037","Senior Stationary Engineer",,,"DCAS"
"Section 50","Score","MTA New York City Transit - NYCT","Open","2017-12-13T00:00:00.000",,"5716","Conductor","2021-02-01T00:00:00.000",,"NYCT"
"Section 50","Character","Police Department - NYPD","Open","2017-12-13T00:00:00.000",,"4320","Police Officer","2020-08-25T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-12-13T00:00:00.000","2017-12-19T00:00:00.000","6031","Stock Worker","2020-11-02T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-13T00:00:00.000",,"6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-13T00:00:00.000",,"6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-12T00:00:00.000",,"6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-12-12T00:00:00.000",,"4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-11T00:00:00.000",,"5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-11T00:00:00.000",,"7014","Emergency Medical Specialist Trainee",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-10T00:00:00.000",,"6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Open","2017-12-09T00:00:00.000",,"8207","Associate Transit Management Analyst (Operations)",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-12-08T00:00:00.000",,"4324","Police Officer","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-12-07T00:00:00.000",,"4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Sanitation - DSNY","Open","2017-12-07T00:00:00.000",,,,,,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-07T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-06T00:00:00.000",,"6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2017-12-06T00:00:00.000",,"6307","Traffic Enforcement Agent","2020-06-16T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-06T00:00:00.000",,"8003","Clerical Associate",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-06T00:00:00.000",,"8005","Secretary",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-12-06T00:00:00.000","2017-12-07T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-06T00:00:00.000",,"7004","Computer Programmer Analyst",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-12-05T00:00:00.000",,"6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Social Services - DSS","Open","2017-12-04T00:00:00.000",,"3328","Special Officer","2019-10-14T00:00:00.000",,"DSS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-04T00:00:00.000",,"7014","Emergency Medical Specialist Trainee",,,"DCAS"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Open","2017-12-04T00:00:00.000",,"6613","Structure Maintainer Group E",,,"NYCT"
"Section 50","Psych","Police Department - NYPD","Open","2017-12-04T00:00:00.000",,"6329","Traffic Enforcement Agent","2020-10-21T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Police Department - NYPD","Open","2017-12-04T00:00:00.000",,,,,,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-12-03T00:00:00.000",,"7029","Statistician",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-12-01T00:00:00.000",,"6037","Senior Stationary Engineer",,,"DCAS"
"Jurisdictional Issue",,"Other - OTH","Open","2017-12-01T00:00:00.000","2017-12-21T00:00:00.000",,,,,"OTH"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2017-11-30T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Character","Department of Correction - DOC","Open","2017-11-30T00:00:00.000",,"7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-30T00:00:00.000",,"6037","Senior Stationary Engineer",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-11-30T00:00:00.000",,"4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-11-30T00:00:00.000",,"2324","Motor Vehicle Operator","2019-12-02T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Open","2017-11-30T00:00:00.000",,"6613","Structure Maintainer Group E",,,"NYCT"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-29T00:00:00.000",,"6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-29T00:00:00.000","2017-12-20T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2017-11-29T00:00:00.000",,"4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-29T00:00:00.000","2017-12-01T00:00:00.000","7002","Computer Associate (Software)",,,"DCAS"
"Waiting for Appeal Request",,"Department of Sanitation - DSNY","Open","2017-11-29T00:00:00.000",,,,,,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-29T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-11-28T00:00:00.000",,"4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Open","2017-11-28T00:00:00.000",,"6044","Fraud Investigator",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-11-28T00:00:00.000",,"6302","School Safety Agent","2020-10-19T00:00:00.000",,"NYPD"
"Waiting for Appeal Request",,"Police Department - NYPD","Open","2017-11-28T00:00:00.000",,,,,,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-28T00:00:00.000",,"7004","Computer Programmer Analyst",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-11-28T00:00:00.000",,"4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2017-11-28T00:00:00.000",,"3317","Police Officer","2019-12-16T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-27T00:00:00.000",,"7508","Computer Associate (Technical Support) (PROM)",,,"DCAS"
"Waiting for DQ",,"Police Department - NYPD","Open","2017-11-27T00:00:00.000",,"4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Open","2017-11-27T00:00:00.000",,"7000","Emergency Medical Specialist - EMT","2021-03-29T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Open","2017-11-26T00:00:00.000",,"4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2017-11-25T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2017-11-24T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2017-11-24T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Open","2017-11-24T00:00:00.000",,,,,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-11-24T00:00:00.000",,"6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2017-11-24T00:00:00.000",,"6042","Construction Project Manager",,,"DCAS"
"Section 50","Character","Department of Correction - DOC","Open","2017-11-22T00:00:00.000",,"7329","Correction Officer","2021-02-15T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-22T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Character","Department of Citywide Administrative Services - DCAS","Open","2017-11-21T00:00:00.000",,"1328","Eligibility Specialist","2018-08-27T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-21T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2017-11-21T00:00:00.000",,"7307","Traffic Enforcement Agent","2021-04-05T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-21T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-21T00:00:00.000",,"7029","Statistician",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-20T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-20T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-20T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2017-11-20T00:00:00.000",,"6307","Traffic Enforcement Agent","2020-06-16T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-20T00:00:00.000",,"7029","Statistician",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-20T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Unauthorized Substance","Police Department - NYPD","Open","2017-11-20T00:00:00.000",,"7307","Traffic Enforcement Agent","2021-04-05T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Open","2017-11-20T00:00:00.000",,"7000","Emergency Medical Specialist - EMT","2021-03-29T00:00:00.000",,"FDNY"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-20T00:00:00.000",,"8003","Clerical Associate",,,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2017-11-20T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-20T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-17T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-17T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-17T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-17T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-17T00:00:00.000","2017-12-19T00:00:00.000","5319","Traffic Enforcement Agent","2019-10-28T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-17T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-17T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-17T00:00:00.000",,"8003","Clerical Associate",,,"DCAS"
"Waiting for Appeal Request",,"Police Department - NYPD","Open","2017-11-17T00:00:00.000",,,,,,"NYPD"
"Section 50","Character","Administration for Children's Services - ACS","Closed","2017-11-17T00:00:00.000","2017-12-19T00:00:00.000","6337","Child Protective Specialist","2021-06-28T00:00:00.000",,"ACS"
"Section 50","Character","Police Department - NYPD","Open","2017-11-16T00:00:00.000",,"3309","Police Officer","2019-06-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-16T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-16T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-16T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-16T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-16T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-16T00:00:00.000",,"6508","Child Protective Specialist Supervisor (PROM)","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Open","2017-11-15T00:00:00.000",,"7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Waiting for DQ",,"Police Department - NYPD","Open","2017-11-15T00:00:00.000",,,,,,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2017-11-15T00:00:00.000",,"4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-15T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-15T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-15T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-11-15T00:00:00.000",,"4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-15T00:00:00.000",,"7000","Emergency Medical Spcialist - EMT (FIRE)","2021-03-29T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2017-11-15T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-14T00:00:00.000",,"7029","Statistician",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-14T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Open","2017-11-14T00:00:00.000",,"8213","Administrative Graphic Artist",,,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-11-14T00:00:00.000","2017-12-12T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Psych","Police Department - NYPD","Open","2017-11-14T00:00:00.000",,"4307","School Safety Agent","2020-01-07T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2017-11-14T00:00:00.000",,"6329","Traffic Enforcement Agent","2020-10-21T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-14T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 76","Suspension","Housing Authority - NYCHA","Open","2017-11-14T00:00:00.000",,,,,,"NYCHA"
"Section 76","Termination","Housing Authority - NYCHA","Open","2017-11-14T00:00:00.000",,,,,,"NYCHA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-13T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-13T00:00:00.000",,"7002","Computer Associate",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-13T00:00:00.000",,"7029","Statistician",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-13T00:00:00.000",,"6037","Senior Stationary Engineer",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-13T00:00:00.000",,"6037","Senior Stationary Engineer",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-12T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2017-11-11T00:00:00.000",,"4328","Police officer","2020-11-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-11T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2017-11-11T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Waiting for DQ",,"Police Department - NYPD","Open","2017-11-10T00:00:00.000",,,,,,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Open","2017-11-09T00:00:00.000",,,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-09T00:00:00.000",,"7011","Administrative Community Relations Specialist","2021-09-20T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Finance - DOF","Closed","2017-11-09T00:00:00.000","2017-11-09T00:00:00.000","3021","Deputy City Sheriff","2017-07-10T00:00:00.000",,"DOF"
"Section 50","Psych","Police Department - NYPD","Open","2017-11-09T00:00:00.000",,"4320","Police Officer","2020-08-25T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-09T00:00:00.000",,"6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2017-11-09T00:00:00.000",,"7004","Computer Programmer Analyst",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2017-11-09T00:00:00.000",,"3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-08T00:00:00.000",,"7003","Computer Associate (Technical Support)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2017-11-08T00:00:00.000",,"7002","Computer Associate (Software)",,,"DCAS"
