"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-03900-0039","1475 THIERIOT AVENUE
Bronx, NY 
(40.837066636901, -73.865410214785)","2","10460","40.836924","-73.865354","9","18","218","2092912","2039000039","West Farms-Bronx River                                                     ",,,"169","1954","216000","1924560","8.91","4970000","23.01","2-03649-0001","955 EVERGREEN AVENUE
Bronx, NY 
(40.822421078386, -73.879682291308)","SOUNDVIEW","D3-ELEVATOR","144","1964","153400","1366281","8.91","3200000","20.86","1.2","2-03797-0001","2001 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","118","1964","112507","1412246","12.55","4870000","43.3","0.85"
"2-05738-0353","3015 RIVERDALE AVENUE
Bronx, NY 
(40.881329624031, -73.909604052262)","2","10463","40.880475","-73.910632","8","11","295","2093895","2057380353","Spuyten Duyvil-Kingsbridge                                                 ",,,"121","1941","125148","1195163","9.55","3410000","27.2","2-05780-0940","3900 GREYSTONE AVENUE
Bronx, NY 
(40.88950389842, -73.904451506606)","RIVERDALE","D1-ELEVATOR","127","1928","134703","1461293","10.85","4540000","33.7","0.55","2-05881-1086","6655 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D7-ELEVATOR","92","1929","95000","837061","8.81","2160000","22.74","2.05"
"2-03313-0069","3184 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"64","1963","80811","892961","11.05","2770000","34.3","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","101050","1063504","10.52","3300000","32.7","0.25","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","683603","11.57","2360000","39.9","0.45"
"2-02422-0030","943 TELLER AVENUE
Bronx, NY 
(40.826159116255, -73.915578141666)","2","10451","40.826292","-73.915467","4","17","173","2001965","2024220030","East Concourse-Concourse Village                                           ",,,"37","1920","33055","347077","10.5","813000","24.6","2-02398-0022","398 152 STREET
Bronx, NY 
(40.818211512863, -73.916868574736)","MELROSE/CONCOURSE","C7-WALK-UP","81","1920","76876","632159","8.22","1630000","21.2","0.6","2-02426-0004","1120 CLAY AVENUE
Bronx, NY 
(40.830197066486, -73.911763672169)","MELROSE/CONCOURSE","D1-ELEVATOR","54","1920","46400","581802","12.54","1360000","29.3","0.35"
"2-04337-0018","2244 BRONX PARK
Bronx, NY 
(40.858407355419, -73.870870264965)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ",,,"68","1956","65071","590844","9.08","1690000","26","2-04337-0032","2245 BARKER AVENUE
Bronx, NY 
(40.858489766871, -73.869559698168)","BRONXDALE","D1-ELEVATOR","50","1959","57678","523961","9.08","1490000","25.8","0",,,,,,,,,,,,
"2-03095-0007","700 OAKLAND PLACE
Bronx, NY 
(40.847341815736, -73.889453102335)","2","10457","40.8473","-73.889319","6","17","371","2012658","2030950007","East Tremont                                                               ",,,"30","1931","25176","245466","9.75","575000","22.84","2-03129-0018","938 BRONX PARK
Bronx, NY 
(40.845744061264, -73.87987515035)","EAST TREMONT","D1-ELEVATOR","38","1931","37000","390248","10.55","1210000","32.7","0.45","2-03198-0110","15 EVELYN PLACE
Bronx, NY 
(40.85927089196, -73.904169644077)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","30","1931","29892","291248","9.74","831000","27.8","1.2"
"2-05737-0061","640 231 STREET
Bronx, NY 
(40.883259768082, -73.914657656949)","2",,,,,,,,,,,,"61","1953","72800","855400","11.75","2950000","40.5","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","821627","11.32","2550000","35.1","0.35",,,,,,,,,,,,
"2-05722-0445","555 KAPPOCK STREET
Bronx, NY 
(40.878183769341, -73.917330021908)","2","10463","40.87807","-73.917484","8","11","29302","2083246","2057220445","Spuyten Duyvil-Kingsbridge                                                 ",,,"412","1966","539000","6198500","11.5","21400000","39.7","2-05909-0825","630 246 STREET
Bronx, NY 
(40.892304399856, -73.911313521866)","RIVERDALE","D3-ELEVATOR","403","1958","443283","8806810","19.87","38200000","86","0.9","2-05759-0573","3411 IRWIN AVENUE
Bronx, NY 
(40.884596845168, -73.905535532873)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","401","1962","345000","2432966","7.05","5700000","16.52","0.6"
"2-03281-0001","325 201 STREET
Bronx, NY 
(40.870477494828, -73.883145603291)","2",,,,,,,,,,,,"73","1950","96250","970200","10.08","2770000","28.8","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","101050","1063504","10.52","3300000","32.7","0.2","2-03320-0044","222 BEDFORD PARK
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","63","1939","71250","685849","9.63","1960000","27.5","0.25"
"2-03044-0040","495 178 STREET
Bronx, NY 
(40.8481421492, -73.896694469455)","2",,,,,,,,,,,,"56","1941","55137","351774","6.38","824000","14.94","2-03044-0035","1975 BATHGATE AVENUE
Bronx, NY 
(40.848404849313, -73.896347774299)","BATHGATE","D1-ELEVATOR","54","1928","49500","315612","6.38","739000","14.93","0","2-02929-0024","1605 FULTON AVENUE
Bronx, NY 
(40.838930060582, -73.899300017927)","BATHGATE","D1-ELEVATOR","49","1928","45444","429194","9.44","1000000","22.01","0.75"
"2-05000-0001","855 233 STREET
Bronx, NY 
(40.891973288026, -73.852809222742)","2",,,,,,,,,,,,"110","1964","120534","1247910","10.35","2920000","24.23","2-03212-0005","2260 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","110","1959","122883","1137080","9.25","3240000","26.4","3.45","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1247910","11.67","4310000","40.3","2.9"
"2-03098-0050","2131 CLINTON AVENUE
Bronx, NY 
(40.848656948405, -73.886944818843)","2","10457","40.848829","-73.886771","6","15","371","2012772","2030980050","East Tremont                                                               ",,,"27","1927","29600","291560","9.85","683000","23.07","2-03107-0016","800 179 STREET
Bronx, NY 
(40.845173551374, -73.886736166802)","EAST TREMONT","C1-WALK-UP","29","1912","20300","233417","11.5","805000","39.7","0.35","2-03107-0034","1981 MARMION AVENUE
Bronx, NY 
(40.843745732705, -73.886519566022)","EAST TREMONT","C1-WALK-UP","25","1915","21213","208083","9.81","594000","28","0.35"
"2-05795-0518","3530 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.886429","-73.912248","8","11","297","2084162","2057950518","Spuyten Duyvil-Kingsbridge                                                 ",,,"216","1955","312000","3276000","10.5","10200000","32.7","2-04161-0001","1730 MULFORD AVENUE
Bronx, NY 
(40.846278508424, -73.83517281919)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","285","1968","326000","3540204","10.86","11000000","33.7","4.85","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1833978","13.69","6690000","49.9","0.1"
"2-03237-0145","2545 SEDGWICK AVENUE
Bronx, NY 
(40.867254818075, -73.907569907509)","2","10468","40.867674","-73.907301","7","14","269","2015160","2032370145","Kingsbridge Heights                                                        ",,,"62","1964","71640","698490","9.75","1990000","27.8","2-03212-0088","2385 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","51","1961","50000","457850","9.16","1310000","26.2","0.5","2-03211-0035","2230 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","84","1951","75085","829425","11.05","1940000","25.8","0.7"
"2-03252-0143","74 VAN CORTLANDT PARK
Bronx, NY 
(40.884562844843, -73.889401445946)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ",,,"55","1928","76320","613043","8.03","1440000","18.87","2-03191-0048","25 193 STREET
Bronx, NY 
(40.866456206064, -73.897312068536)","FORDHAM","C1-WALK-UP","56","1921","69000","613043","8.88","1580000","22.9","1.2","2-03258-0177","3470 CANNON PLACE
Bronx, NY 
(40.881630684225, -73.898039330804)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","55","1927","65000","430187","6.62","1010000","15.54","0.4"
"2-02683-0052","547 SOUTHERN BOULEVARD
Bronx, NY 
(40.812255591242, -73.903806142601)","2","10455","40.812318","-73.903531","2","17","83","2005088","2026830052","Longwood                                                                   ",,,"19","1906","16875","197437","11.7","462000","27.4","2-02653-0067","786 152 STREET
Bronx, NY 
(40.815585924749, -73.905962114751)","MORRISANIA/LONGWOOD","C7-WALK-UP","31","1906","19422","236183","12.16","815000","42","0.2","2-02653-0065","644 WALES AVENUE
Bronx, NY 
(40.815038223573, -73.906432685393)","MORRISANIA/LONGWOOD","C7-WALK-UP","25","1906","20700","215705","10.42","670000","32.4","0.2"
"2-02511-0027","100 162 STREET
Bronx, NY 
(40.828982618893, -73.924794421228)","2",,,,,,,,,,,,"16","1907","13425","143000","10.65","335000","24.95","2-02508-0022","74 165 STREET
Bronx, NY 
(40.831689627383, -73.922770893784)","HIGHBRIDGE/MORRIS HEIGHTS","C7-WALK-UP","25","1909","16176","231912","14.34","847000","52","0.2","2-02505-0017","1098 ANDERSON AVENUE
Bronx, NY 
(40.834705595111, -73.925225767862)","HIGHBRIDGE/MORRIS HEIGHTS","C7-WALK-UP","24","1924","12340","180356","14.62","658000","53","0.35"
"2-03069-0090","2039 HUGHES AVENUE
Bronx, NY 
(40.847947946162, -73.891103029216)","2","10457","40.848002","-73.891027","6","15","373","2012016","2030690090","East Tremont                                                               ",,,"12","1911","13200","138732","10.51","325000","24.62","2-03061-0032","2005 MONTEREY AVENUE
Bronx, NY 
(40.847768862971, -73.894661913236)","EAST TREMONT","D1-ELEVATOR","18","1913","17407","182932","10.51","428000","24.59","0.15","2-03061-0034","547 MONTEREY AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","D7-ELEVATOR","20","1913","18800","219517","11.68","514000","27.3","0.15"
"2-02744-0060","1116 HOE AVENUE
Bronx, NY 
(40.826113736019, -73.890875930931)","2","10459","40.826121","-73.89089","2","17","12701","2006047","2027440060","Hunts Point                                                                ",,,"24","1914","21025","182707","8.69","428000","20.36","2-02762-0047","1212 SENECA AVENUE
Bronx, NY 
(40.818692291115, -73.888516745826)","HUNTS POINT","C1-WALK-UP","20","1914","18000","156487","8.69","404000","22.44","0.55","2-02740-0001","893 HUNT'S POINT AVENUE
Bronx, NY 
(40.819196944722, -73.889642115967)","HUNTS POINT","D7-ELEVATOR","26","1914","24640","317155","12.87","743000","30.2","0.6"
"2-02698-0063","941 ROGERS PLACE
Bronx, NY 
(40.821953783274, -73.897912334644)","2","10459","40.822364","-73.897858","2","17","12901","2005367","2026980063","Longwood                                                                   ",,,"20","1925","16950","193060","11.39","452000","26.7","2-05042-0025","676 NEREID AVENUE
Bronx, NY 
(40.898755050969, -73.855151240604)","WAKEFIELD","C1-WALK-UP","22","1924","17952","208063","11.59","718000","40","5.7","2-02785-0048","1369 COLLEGE AVENUE
Bronx, NY 
(40.836782224155, -73.91105976552)","MELROSE/CONCOURSE","C1-WALK-UP","21","1924","16000","131782","8.24","340000","21.25","1.2"
"2-03344-0086","3520 TRYON AVENUE
Bronx, NY 
(40.880634043032, -73.876625256241)","2","10467","40.880718","-73.876617","7","11","431","2018283","2033440086","Norwood                                                                    ",,,"64","1962","53700","599345","11.16","1860000","34.6","2-02867-0103","1718 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","64","1938","59700","552051","9.25","1570000","26.3","2.85","2-04831-0064","4054 CARPENTER AVENUE
Bronx, NY 
(40.890935439052, -73.862082508468)","WILLIAMSBRIDGE","D1-ELEVATOR","64","1928","53664","599345","11.17","1860000","34.7","1.05"
"2-03567-0001","633 OLMSTEAD AVENUE
Bronx, NY 
(40.819362809884, -73.851298673366)","2","10473","40.819333","-73.851267","9","18","74","2092669","2035670001","Soundview-Castle Hill-Clason Point-Harding Park                            ",,,"624","1966","598478","6702953","11.2","15700000","26.2","2-03132-0001","989 179 STREET
Bronx, NY 
(40.842414910977, -73.880513052387)","EAST TREMONT","D1-ELEVATOR","328","1974","402290","4298697","10.69","10100000","25.1","2.1","2-03681-0001","2001 STORY AVENUE
Bronx, NY 
(40.824675513051, -73.855564651268)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","355","1973","421833","4853186","11.5","13800000","32.7","0.4"
"2-03322-0037","3175 VILLA AVENUE
Bronx, NY 
(40.876416091604, -73.886986395703)","2","10468","40.876422","-73.886952","7","11","411","2092520","2033220037","Bedford Park-Fordham North                                                 ",,,"60","1914","34820","345066","9.91","808000","23.21","2-03305-0017","2860 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","25","1929","23478","204365","8.7","527000","22.45","0.4","2-03306-0018","210 201 STREET
Bronx, NY 
(40.872527632914, -73.886765108704)","BEDFORD PARK/NORWOOD","D7-ELEVATOR","34","1936","32300","346828","10.74","1080000","33.4","0.3"
"2-03281-0018","340 MOSHOLU PARKWAY
Bronx, NY 
(40.871376149043, -73.880298966994)","2",,,,,,,,,,,,"56","1937","48628","539770","11.1","1680000","34.5","2-03285-0015","2970 MARION AVENUE
Bronx, NY 
(40.869508033605, -73.883373826927)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","36","1936","36185","384192","10.62","1190000","32.9","0.1","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","683603","11.57","2360000","39.9","0.2"
"2-03353-0033","3176 DECATUR AVENUE
Bronx, NY 
(40.873158293429, -73.876088342626)","2","10467","40.873032","-73.876259","7","11","425","2018546","2033530033","Norwood                                                                    ",,,"63","1960","59000","671815","11.39","2320000","39.3","2-03285-0019","2976 MARION AVENUE
Bronx, NY 
(40.869575835091, -73.883264102385)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1950","67930","671815","9.89","1920000","28.3","0.45","2-03344-0014","3530 BAINBRIDGE AVENUE
Bronx, NY 
(40.881414680237, -73.878343229116)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1959","61000","514530","8.43","1330000","21.8","0.65"
"2-03145-0026","2279 TIEBOUT AVENUE
Bronx, NY 
(40.856291140695, -73.897487267605)","2","10457","40.856313","-73.897448","5","15","38301","2013410","2031450026","Fordham South                                                              ",,,"16","1925","10032","123393","12.3","289000","28.8","2-03143-0172","2245 WEBSTER AVENUE
Bronx, NY 
(40.85518064593, -73.896314711948)","FORDHAM","C1-WALK-UP","12","1911","9684","120466","12.44","416000","43","0.1","2-03183-0024","2332 WALTON AVENUE
Bronx, NY 
(40.859302435841, -73.902188586916)","FORDHAM","C1-WALK-UP","11","1916","11625","103917","8.94","268000","23.05","0.3"
"2-04593-0036","3231 BARKER AVENUE
Bronx, NY 
(40.87263207619, -73.869353823905)","2","10467","40.872133","-73.869343","12","15","376","2056161","2045930036","Williamsbridge-Olinville                                                   ",,,"37","1953","27225","262449","9.64","749000","27.5","2-04111-0060","1650 WILLIAMSBRIDGE ROAD
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRIS PARK/VAN NEST","C1-WALK-UP","26","1960","17100","164840","9.64","470000","27.5","2","2-04305-0004","1110 LYDIG AVENUE
Bronx, NY 
(40.854853609905, -73.856587287864)","PELHAM PARKWAY SOUTH","C1-WALK-UP","15","1952","14400","173232","12.03","598000","41.5","1.45"
"2-03038-0046","4554 PARK AVENUE
Bronx, NY 
(40.855898587645, -73.89431906812)","2","10458","40.856014","-73.894492","6","15","385","2011345","2030380046","Claremont-Bathgate                                                         ",,,"35","1915","33663","326867","9.71","765000","22.73","2-03050-0008","2235 BASSFORD AVENUE
Bronx, NY 
(40.853977562478, -73.893418387438)","BATHGATE","C1-WALK-UP","33","1925","28000","297360","10.62","924000","33","0.15","2-02927-0050","1485 FULTON AVENUE
Bronx, NY 
(40.836348666121, -73.900757782985)","BATHGATE","C7-WALK-UP","46","1931","41474","402716","9.71","1040000","25.1","1.4"
"2-05747-0605","2734 INDEPENDENCE AVENUE
Bronx, NY 
(40.882237173544, -73.91766314113)","2","10463","40.882818","-73.917362","8","11","301","2083483","2057470605","Spuyten Duyvil-Kingsbridge                                                 ",,,"67","1970","83880","943650","11.25","2930000","34.9","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1051024","12.38","3630000","42.7","0.55","2-04319-0025","2198 CRUGER AVENUE
Bronx, NY 
(40.856594818695, -73.86660537781)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","88","1930","88386","972976","11.01","3020000","34.2","3.25"
"2-03258-0013","3311 GILES PLACE
Bronx, NY 
(40.878717052318, -73.898605510419)","2","10463","40.878823","-73.898542","8","11","279","2015803","2032580013","Van Cortlandt Village                                                      ",,,"100","1962","98000","1024100","10.45","3180000","32.4","2-03258-0228","3435 GILES PLACE
Bronx, NY 
(40.880290223866, -73.897697492522)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","67","1959","79000","824784","10.44","2560000","32.4","0.1","2-05784-0340","500 235 STREET
Bronx, NY 
(40.885146854323, -73.907410007235)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","87","1954","92600","1164030","12.57","4020000","43.4","0.55"
"2-03179-0052","2075 WALTON AVENUE
Bronx, NY 
(40.854089037396, -73.905914577293)","2","10453","40.854089","-73.905903","5","14","241","2013965","2031790052","Mount Hope                                                                 ",,,"54","1927","53898","466217","8.65","1090000","20.22","2-03144-0058","2206 VALENTINE AVENUE
Bronx, NY 
(40.855148327922, -73.898845255497)","FORDHAM","D1-ELEVATOR","66","1928","62094","517390","8.33","1330000","21.42","0.35","2-03173-0024","2438 MORRIS AVENUE
Bronx, NY 
(40.86162450952, -73.899875089337)","FORDHAM","D1-ELEVATOR","65","1928","48000","480770","10.02","1370000","28.5","0.55"
"2-02522-0109","1383 PLIMPTON AVENUE
Bronx, NY 
(40.842210247634, -73.923238725882)","2","10452","40.84214","-73.923275","4","16","211","2003396","2025220109","Highbridge                                                                 ",,,"26","1922","19250","182105","9.46","426000","22.13","2-02536-0001","1406 MERRIAM AVENUE
Bronx, NY 
(40.842792773933, -73.924719708177)","HIGHBRIDGE/MORRIS HEIGHTS","D7-ELEVATOR","40","1922","36000","340718","9.46","972000","27","0.05","2-02504-0094","1038 ANDERSON AVENUE
Bronx, NY 
(40.833150550279, -73.926444222039)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","172","1926","143606","1120245","7.8","2890000","20.12","0.75"
"2-03030-0143","2250 WEBSTER AVENUE
Bronx, NY 
(40.855404242761, -73.896092354017)","2","10457","40.855423","-73.896105","6","15","38302","2011164","2030300143","Fordham South                                                              ",,,"20","1913","16120","194407","12.06","455000","28.2","2-03050-0089","509 182 STREET
Bronx, NY 
(40.853517511499, -73.893498110676)","BATHGATE","C1-WALK-UP","15","1914","11200","154336","13.78","563000","50","0.15","2-03030-0138","2242 WEBSTER AVENUE
Bronx, NY 
(40.855041403732, -73.896322623566)","BATHGATE","C1-WALK-UP","25","1916","19500","235197","12.06","811000","41.6","0"
"2-02534-0038","185 170 STREET
Bronx, NY 
(40.839043614113, -73.914222802191)","2",,,,,,,,,,,,"21","1926","18750","174000","9.28","407000","21.71","2-02532-0020","1350 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","43","1926","41800","368299","8.81","950000","22.73","0.1","2-02532-0015","1344 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","52","1926","55000","510340","9.28","1320000","24","0.1"
"2-03035-0048","463 178 STREET
Bronx, NY 
(40.84850500829, -73.89783092579)","2",,,,,,,,,,,,"38","1935","32200","265972","8.26","623000","19.35","2-03046-0003","2028 WASHINGTON AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","BATHGATE","D1-ELEVATOR","34","1928","29300","214769","7.33","503000","17.17","0.15",,,,,,,,,,,,
"2-03717-0018","1036 MANOR AVENUE
Bronx, NY 
(40.825030567421, -73.875451300438)","2","10472","40.825103","-73.875484","9","18","48","2023554","2037170018","Soundview-Bruckner                                                         ",,,"44","1928","35700","332010","9.3","777000","21.76","2-03738-0046","1175 WHEELER AVENUE
Bronx, NY 
(40.827824579201, -73.879992813945)","SOUNDVIEW","C1-WALK-UP","39","1928","30500","250798","8.22","647000","21.21","0.3","2-03753-0030","1150 ST LAWRENCE AVENUE
Bronx, NY 
(40.828771355579, -73.866563920698)","SOUNDVIEW","C1-WALK-UP","30","1927","33000","307226","9.31","876000","26.5","0.5"
"2-03130-0100","1010 178 STREET
Bronx, NY 
(40.841457107807, -73.880565351805)","2",,,,,,,,,,,,"225","1972","214344","2732886","12.75","6400000","29.9","2-03124-0001","883 180 STREET
Bronx, NY 
(40.845219086535, -73.882815979207)","EAST TREMONT","D1-ELEVATOR","196","1979","181093","2624741","14.49","9580000","53","0.3","2-03136-0001","2008 BRYANT AVENUE
Bronx, NY 
(40.840123918002, -73.882055711337)","EAST TREMONT","D3-ELEVATOR","204","1973","222060","2669734","12.02","6250000","28.1","0.05"
"2-02961-0015","757 169 STREET
Bronx, NY 
(40.83087134911, -73.899770981003)","2",,,,,,,,,,,,"32","1926","26347","320335","12.16","1110000","42.1","2-03225-0169","2333 LORING PLACE
Bronx, NY 
(40.861611275826, -73.90851272444)","KINGSBRIDGE HTS/UNIV HTS","C7-WALK-UP","26","1927","26556","330091","12.43","1140000","42.9","2.15","2-02998-0166","985 174 STREET
Bronx, NY 
(40.836428279259, -73.884878030909)","CROTONA PARK","C7-WALK-UP","28","1931","24750","320512","12.95","1170000","47.3","0.9"
"2-05739-0257","3135 JOHNSON AVENUE
Bronx, NY 
(40.883055378383, -73.910646098354)","2","10463","40.882613","-73.910806","8","11","297","2083422","2057390257","Spuyten Duyvil-Kingsbridge                                                 ",,,"122","1953","141721","1544758","10.9","4800000","33.9","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1833978","13.69","6690000","49.9","0.35","2-05760-0112","3424 KINGSBRIDGE AVENUE
Bronx, NY 
(40.882995283021, -73.903440283547)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","138","1962","128500","1503878","11.7","5190000","40.4","0.45"
"2-02721-0020","829 SOUTHERN BOULEVARD
Bronx, NY 
(40.817289368485, -73.89527361049)","2","10459","40.81707","-73.895456","2","17","89","2005740","2027210020","Hunts Point                                                                ",,,"49","1925","31335","406668","12.98","952000","30.4","2-03196-0058","2265 DAVIDSON AVENUE
Bronx, NY 
(40.858550044674, -73.905004304301)","KINGSBRIDGE HTS/UNIV HTS","C7-WALK-UP","56","1926","38920","523531","13.45","1910000","49.1","2.85","2-03923-0009","1565 WHITE PLAINS ROAD
Bronx, NY 
(40.839746844548, -73.863914834491)","PARKCHESTER","C1-WALK-UP","49","1927","31282","381928","12.21","1320000","42.2","2.25"
"2-02967-0006","1574 BOSTON ROAD
Bronx, NY 
(40.835732215568, -73.891405855244)","2","10460","40.835744","-73.891484","3","17","153","2010300","2029670006","Crotona Park East                                                          ",,,"54","1929","50000","632154","12.64","1480000","29.6","2-02453-0030","1210 SHERMAN AVENUE
Bronx, NY 
(40.833944618593, -73.915758651694)","MELROSE/CONCOURSE","D7-ELEVATOR","56","1938","53000","706835","13.34","2580000","48.7","1.25","2-03197-0001","2280 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D7-ELEVATOR","55","1927","53662","632154","11.78","2180000","40.6","1.8"
"2-05716-0500","2500 JOHNSON AVENUE
Bronx, NY 
(40.877230807923, -73.917899032971)","2","10463","40.877162","-73.917861","8","11","29302","2083245","2057160500","Spuyten Duyvil-Kingsbridge                                                 ",,,"339","1967","466400","6179800","13.25","22600000","48.5","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2971510","11.65","10300000","40.4","3.05","2-05909-0825","630 246 STREET
Bronx, NY 
(40.892304399856, -73.911313521866)","RIVERDALE","D3-ELEVATOR","403","1958","443283","8806810","19.87","38200000","86","1.05"
"2-02301-0004","330 139 STREET
Bronx, NY 
(40.810692987625, -73.924626342746)","2",,,,,,,,,,,,"11","1931","9415","119570","12.7","280000","29.7","2-02285-0003","306 WILLIS AVENUE
Bronx, NY 
(40.810543326188, -73.921826110522)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","11","1931","8870","65434","7.38","163000","18.38","0.2","2-02550-0003","214 ST ANNS AVENUE
Bronx, NY 
(40.806244297321, -73.917848836412)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","12","1931","9180","116467","12.69","402000","43.8","0.5"
"2-04317-0015","2166 BRONX PARK
Bronx, NY 
(40.854781588092, -73.869525400626)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ",,,"65","1936","73610","678684","9.22","1940000","26.4","2-04317-0040","2185 BOLTON STREET
Bronx, NY 
(40.856254677536, -73.868683134224)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70704","652102","9.22","1530000","21.64","0","2-04317-0046","2165 BOLTON STREET
Bronx, NY 
(40.855821549924, -73.868695611151)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70230","703486","10.02","2010000","28.6","0"
