"vio_id","acct_num","acct_owner","violation_num","vio_law_num","vio_law_desc","vio_date","action","prem_addr","bin","communitydistrict","citycouncildistrict","bbl","cent_latitude","cent_longitude","zipcode","borough","number","street","census_tract","nta"
"30","28069136","MTA NYC TRANSIT","E520242","STP 27","OBTAINCERTOFFITCOMBOSTANDPIPESYSTEM","2018-06-30T00:00:00.000","OPEN","3 CANAL ST STATION","0",,,,,,,,"3","CANAL ST STATION",,
"31","28069136","MTA NYC TRANSIT","E520242","OTHER0001","SEE FOLDER INFORMATION","2018-06-30T00:00:00.000","OPEN","3 CANAL ST STATION","0",,,,,,,,"3","CANAL ST STATION",,
"32","32276321","AUDBON","E346798","OTHER0001","SEE FOLDER INFORMATION","2012-07-05T00:00:00.000","OPEN","2323 ADAM CLAYTON BLVD","0",,,,,,,,"2323","ADAM CLAYTON BLVD",,
"33","30272017","PUSH FITNESS CLUB","E529796","PA 12","REPAIR PANIC HARDWARD ON DOOR","2018-10-05T00:00:00.000","OPEN","188-02 UNION TNPK","0",,,,,,,,"188-02","UNION TNPK",,
"34","30272017","PUSH FITNESS CLUB","E529796","PA 33","PROVIDE ADEQUATE PASSAGEWAY/EXIT","2018-10-05T00:00:00.000","OPEN","188-02 UNION TNPK","0",,,,,,,,"188-02","UNION TNPK",,
"35","31143100","EMS STATION #4","E360304","OTHER0001","SEE FOLDER INFORMATION","2012-06-26T00:00:00.000","OPEN","1 PIER 36 EMS BLDG","0",,,,,,,,"1","PIER 36 EMS BLDG",,
"36","31143100","EMS STATION #4","E331952","OTHER0001","SEE FOLDER INFORMATION","2011-08-08T00:00:00.000","OPEN","1 PIER 36 EMS BLDG","0",,,,,,,,"1","PIER 36 EMS BLDG",,
"37","31181571","MTA NYC TRANSIT","E466120","OTHER0001","SEE FOLDER INFORMATION","2016-07-13T00:00:00.000","OPEN","1 BEACH 67 ST STATION","0",,,,,,,,"1","BEACH 67 ST STATION",,
"38","31181571","MTA NYC TRANSIT","E331832","OTHER0001","SEE FOLDER INFORMATION","2011-09-17T00:00:00.000","OPEN","1 BEACH 67 ST STATION","0",,,,,,,,"1","BEACH 67 ST STATION",,
"39","33004771","CELTIC HOLDING LLC","E377171","OTHER0001","SEE FOLDER INFORMATION","2012-12-07T00:00:00.000","OPEN","30-30 THOMPSON AVE","0",,,,,,,,"30-30","THOMPSON AVE",,
"40","31215734","KEYLA RESTAURANT","E275777","RH-2","LEGALIZE EXTINGUISHING SYSTEM -NO RECORD","2011-09-06T00:00:00.000","OPEN","118-23 GUY BREWER BLVD","0",,,,,,,,"118-23","GUY BREWER BLVD",,
"41","31215734","KEYLA RESTAURANT","E275777","RH-7","ARRANGE FOR TEST OR RETEST OF FIRE SYS","2011-09-06T00:00:00.000","OPEN","118-23 GUY BREWER BLVD","0",,,,,,,,"118-23","GUY BREWER BLVD",,
"42","32030348","MTA NYC TRANSIT","E331279","STP 15","REMOVEANYSHUTOFFVALVEBETSIAMESEAND SYS","2012-01-28T00:00:00.000","OPEN","1 BEACH 60 ST STATION","0",,,,,,,,"1","BEACH 60 ST STATION",,
"43","34056242","STRATIS CONTRACTING CORP","E491245","OTHER0001","SEE FOLDER INFORMATION","2017-10-26T00:00:00.000","OPEN","301 SHORE RD","0",,,,,,,,"301","SHORE RD",,
"44","34056242","STRATIS CONTRACTING CORP","E491237","OTHER0001","SEE FOLDER INFORMATION","2017-10-19T00:00:00.000","OPEN","301 SHORE RD","0",,,,,,,,"301","SHORE RD",,
"45","34056242","STRATIS CONTRACTING CORP","E491235","OTHER0001","SEE FOLDER INFORMATION","2017-10-19T00:00:00.000","OPEN","301 SHORE RD","0",,,,,,,,"301","SHORE RD",,
"46","34056242","STRATIS CONTRACTING CORP","E492033","OTHER0001","SEE FOLDER INFORMATION","2017-02-23T00:00:00.000","OPEN","301 SHORE RD","0",,,,,,,,"301","SHORE RD",,
"47","32214827","JP MORGAN CHASE BANK","E346897","OTHER0001","SEE FOLDER INFORMATION","2012-06-21T00:00:00.000","OPEN","98 W 225 ST","0",,,,,,,,"98","W 225 ST",,
"48","33325630","CUNY(YORK COLLEGE)","E416030","OTHER0001","SEE FOLDER INFORMATION","2013-11-22T00:00:00.000","OPEN","94-45 GUY BREWER BLVD","0",,,,,,,,"94-45","GUY BREWER BLVD",,
"49","33021494","ANNIE NEWSOME HEADSTART","E169991","OTHER0001","SEE FOLDER INFORMATION","2012-11-29T00:00:00.000","OPEN","129 ODELL CLARK PL","0",,,,,,,,"129","ODELL CLARK PL",,
"50","34138149","DORMITORY AUTORITY OF NY","E405109","OTHER0001","SEE FOLDER INFORMATION","2014-07-13T00:00:00.000","OPEN","31-40 THOMPSON AVE","0",,,,,,,,"31-40","THOMPSON AVE",,
"51","35087535","LIC LANDING BY COFFEED","E434775","RH-3","LEGALIZE - SYSTEM ALTERED","2018-10-24T00:00:00.000","OPEN","52-10 CENTER BLVD","0",,,,,,,,"52-10","CENTER BLVD",,
"52","35087535","LIC LANDING BY COFFEED","E434775","RH-7","ARRANGE FOR TEST OR RETEST OF FIRE SYS","2018-10-24T00:00:00.000","OPEN","52-10 CENTER BLVD","0",,,,,,,,"52-10","CENTER BLVD",,
"53","33216144","NYC DEPT OF PARKS","E386891","SPPA 4","NO PA PERMIT","2013-08-12T00:00:00.000","OPEN","338 STORY RD","0",,,,,,,,"338","STORY RD",,
"54","34022095","CUNY","E418649","OTHER0001","SEE FOLDER INFORMATION","2013-12-12T00:00:00.000","OPEN","94-45 GUY BREWER BLVD","0",,,,,,,,"94-45","GUY BREWER BLVD",,
"55","38373478","NYC DEPT OF EDUCATION","E561353","PA 70",,"2018-11-07T00:00:00.000","OPEN","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"56","28230506","CHELSEA PIERS MGMT INC.","E369569","OTHER0001","SEE FOLDER INFORMATION","2014-05-06T00:00:00.000","OPEN","1 CHELSEA PIERS","0",,,,,,,,"1","CHELSEA PIERS",,
"57","28065001","NYC ECONOM.DEVEL. CORP","E524844","OTHER0001","SEE FOLDER INFORMATION","2017-07-21T00:00:00.000","OPEN","10 SOUTH ST","1000003","101","1","1000020002","40.701047","-74.011672","10004","MN","10","SOUTH ST","9","Battery Park City-Lower Manhattan"
"58","35042027","BROOKFIELD PROPERTIES","E505701","OTHER0001","SEE FOLDER INFORMATION","2017-11-17T00:00:00.000","OPEN","1 NEW YORK PLZ","1000005","101","1","1000047501","40.702091","-74.012045","10004","MN","1","NEW YORK PLZ","9","Battery Park City-Lower Manhattan"
"59","89035026","BROOKFIELD PROPERTIES","E354407","HR-24","PROVIDE A FIRE ALARM SYSTEM","2012-05-23T00:00:00.000","OPEN","1 NEW YORK PLZ","1000005","101","1","1000047501","40.702091","-74.012045","10004","MN","1","NEW YORK PLZ","9","Battery Park City-Lower Manhattan"
"60","89035026","BROOKFIELD PROPERTIES","E483683","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2017-06-15T00:00:00.000","OPEN","1 NEW YORK PLZ","1000005","101","1","1000047501","40.702091","-74.012045","10004","MN","1","NEW YORK PLZ","9","Battery Park City-Lower Manhattan"
"61","89035026","BROOKFIELD PROPERTIES","E464926","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2016-06-03T00:00:00.000","OPEN","1 NEW YORK PLZ","1000005","101","1","1000047501","40.702091","-74.012045","10004","MN","1","NEW YORK PLZ","9","Battery Park City-Lower Manhattan"
"62","37237930","SULLIVAN & CROMWELL LLP","E502023","OTHER0001","SEE FOLDER INFORMATION","2017-07-22T00:00:00.000","OPEN","125 BROAD ST","1000006","101","1","1000057501","40.702339","-74.010517","10004","MN","125","BROAD ST","9","Battery Park City-Lower Manhattan"
"63","36308526","CBRE","E539080","OTHER0001","SEE FOLDER INFORMATION","2018-09-05T00:00:00.000","OPEN","4 NEW YORK PLZ","1000007","101","1","1000050010","40.702717","-74.010716","10004","MN","4","NEW YORK PLZ","9","Battery Park City-Lower Manhattan"
"64","98004500","THE DEAD RABBIT","E522509","RH-20","PROVIDED ACCESS PANELS","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"65","98004500","THE DEAD RABBIT","E522509","RH-21","ACCESS PANELS SIGNAGE","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"66","98004500","THE DEAD RABBIT","E522509","RH-33","REQUIREMENT FOR TYPE I HOODS","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"67","98004500","THE DEAD RABBIT","E522509","RH-85","REINSPECTION REQUIRED","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"68","98004500","THE DEAD RABBIT","E522510","RH-34","CONSTRUCTION OF TYPE I HOODS","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"69","98004500","THE DEAD RABBIT","E522510","RH-48","RECHARGE EXTINGUISHING SYS Û FORTHWITH","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"70","98004500","THE DEAD RABBIT","E522510","RH-50","REPAIR DEFECTIVE/CLOGGED NOZZLES & CAPS","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"71","98004500","THE DEAD RABBIT","E522510","RH-81","PROVIDE CLEANING & OPER INST & DUCT SKET","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"72","98004500","THE DEAD RABBIT","E522508","RH-13","PROVIDE APPROVED FILTERS","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"73","98004500","THE DEAD RABBIT","E522508","RH-18","CONSTRUCTION OF DUCT (MATERIALS)","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"74","98004500","THE DEAD RABBIT","E522508","RH-19","TYPE I HOODS Û CONTINUOUS EXTERNAL WELD","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"75","98004500","THE DEAD RABBIT","E522508","RH-85","REINSPECTION REQUIRED","2018-07-02T00:00:00.000","OPEN","30 WATER ST","1000008","101","1","1000070027","40.703295","-74.011023","10004","MN","30","WATER ST","9","Battery Park City-Lower Manhattan"
"76","88114640","VERIZON NEW YORK INC.","E516999","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2018-10-30T00:00:00.000","OPEN","104 BROAD ST","1000016","101","1","1000080044","40.703147","-74.011936","10004","MN","104","BROAD ST","9","Battery Park City-Lower Manhattan"
"77","35292473","VERIZON","E495488","OTHER0001","SEE FOLDER INFORMATION","2016-10-12T00:00:00.000","OPEN","104 BROAD ST","1000016","101","1","1000080044","40.703147","-74.011936","10004","MN","104","BROAD ST","9","Battery Park City-Lower Manhattan"
"78","36243350","VERIZON","E505472","OTHER0001","SEE FOLDER INFORMATION","2018-01-26T00:00:00.000","OPEN","104 BROAD ST","1000016","101","1","1000080044","40.703147","-74.011936","10004","MN","104","BROAD ST","9","Battery Park City-Lower Manhattan"
"79","28157428","VERIZON","E224902","OTHER0001","SEE FOLDER INFORMATION","2008-08-05T00:00:00.000","OPEN","104 BROAD ST","1000016","101","1","1000080044","40.703147","-74.011936","10004","MN","104","BROAD ST","9","Battery Park City-Lower Manhattan"
"80","88114640","VERIZON NEW YORK INC.","E515030","EAP-4","PROVIDE EAPD HOLDING A COF","2017-08-31T00:00:00.000","OPEN","104 BROAD ST","1000016","101","1","1000080044","40.703147","-74.011936","10004","MN","104","BROAD ST","9","Battery Park City-Lower Manhattan"
"81","36243350","VERIZON","E459580","OTHER0001","SEE FOLDER INFORMATION","2016-06-16T00:00:00.000","OPEN","104 BROAD ST","1000016","101","1","1000080044","40.703147","-74.011936","10004","MN","104","BROAD ST","9","Battery Park City-Lower Manhattan"
"82","37373362","HILTON GARDEN INN","E509808","HT-4","PROVIDE FSP FOR APPROVAL-HOTEL","2017-12-06T00:00:00.000","OPEN","6 WATER ST","1000017",,,,,,,"MN","6","WATER ST","9","Battery Park City-Lower Manhattan"
"83","37373362","HILTON GARDEN INN","E509807","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2017-12-06T00:00:00.000","OPEN","6 WATER ST","1000017",,,,,,,"MN","6","WATER ST","9","Battery Park City-Lower Manhattan"
"84","37373362","HILTON GARDEN INN","E509810","HT-2","PROVIDE FSD & DEPUTY FSD","2017-12-06T00:00:00.000","OPEN","6 WATER ST","1000017",,,,,,,"MN","6","WATER ST","9","Battery Park City-Lower Manhattan"
"85","37373362","HILTON GARDEN INN","E517623","HRU-13","RESTORE FIRE ALARM SYSTEM","2018-11-27T00:00:00.000","OPEN","6 WATER ST","1000017",,,,,,,"MN","6","WATER ST","9","Battery Park City-Lower Manhattan"
"86","36054369","ONE STATE STREET LLC","E451938","OTHER0001","SEE FOLDER INFORMATION","2016-02-17T00:00:00.000","OPEN","1 STATE ST","1000018","101","1","1000090001","40.702765","-74.013349","10004","MN","1","STATE ST","9","Battery Park City-Lower Manhattan"
"87","38391439","ONE STATE STREET LLC","E539219","OTHER0001","SEE FOLDER INFORMATION","2018-10-10T00:00:00.000","OPEN","1 STATE ST","1000018","101","1","1000090001","40.702765","-74.013349","10004","MN","1","STATE ST","9","Battery Park City-Lower Manhattan"
"88","38113650","ONE STATE STREET, LLC","E523888","OTHER0001","SEE FOLDER INFORMATION","2018-04-12T00:00:00.000","OPEN","1 STATE ST","1000018","101","1","1000090001","40.702765","-74.013349","10004","MN","1","STATE ST","9","Battery Park City-Lower Manhattan"
"89","37070349","ONE STATE STREET LLC","E495880","OTHER0001","SEE FOLDER INFORMATION","2017-02-25T00:00:00.000","OPEN","1 STATE ST","1000018","101","1","1000090001","40.702765","-74.013349","10004","MN","1","STATE ST","9","Battery Park City-Lower Manhattan"
"90","89061964","ONE STATE STREET LLC","E397278","HRU-27","PROVIDE FAIL-SAFE RELEASE FROM FCS","2015-12-16T00:00:00.000","OPEN","1 STATE STREET PLAZA","1000018","101","1","1000090001","40.702765","-74.013349","10004","MN","1","STATE STREET PLAZA","9","Battery Park City-Lower Manhattan"
"91","89061964","ONE STATE STREET LLC","E541298","HRU-13","RESTORE FIRE ALARM SYSTEM","2018-10-23T00:00:00.000","OPEN","1 STATE STREET PLAZA","1000018","101","1","1000090001","40.702765","-74.013349","10004","MN","1","STATE STREET PLAZA","9","Battery Park City-Lower Manhattan"
"92","37070364","ONE STATE STREET LLC","E495879","OTHER0001","SEE FOLDER INFORMATION","2017-02-25T00:00:00.000","OPEN","1 STATE ST","1000018","101","1","1000090001","40.702765","-74.013349","10004","MN","1","STATE ST","9","Battery Park City-Lower Manhattan"
"93","89061964","ONE STATE STREET LLC","E516400","HRU-14A","DISCONTINUE STORAGE-ELECT CLOSETS","2018-10-23T00:00:00.000","OPEN","1 STATE STREET PLAZA","1000018","101","1","1000090001","40.702765","-74.013349","10004","MN","1","STATE STREET PLAZA","9","Battery Park City-Lower Manhattan"
"94","89061964","ONE STATE STREET LLC","E541299","HRU-15","DISCONTINUE STORAGE-MER","2018-10-23T00:00:00.000","OPEN","1 STATE STREET PLAZA","1000018","101","1","1000090001","40.702765","-74.013349","10004","MN","1","STATE STREET PLAZA","9","Battery Park City-Lower Manhattan"
"95","26031898","AXA REINSURANCE","E524786","OTHER0001","SEE FOLDER INFORMATION","2017-08-11T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"96","37272895","17 STATE STREET LLC","E551564","OTHER0001","SEE FOLDER INFORMATION","2018-12-18T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"97","30001242","17 STATE ST,LLC C/O RFR","E329488","OTHER0001","SEE FOLDER INFORMATION","2011-06-09T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"98","1614031","RFR/SF 17 STATE ST LP","E404713","STP 23","ARRANGE 5YR STANDPIPE FLOW PRESSURE TST","2013-05-20T00:00:00.000","OPEN","15 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","15","STATE ST","9","Battery Park City-Lower Manhattan"
"99","37272895","17 STATE STREET LLC","E505465","OTHER0001","SEE FOLDER INFORMATION","2018-01-18T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"100","38065835","17 STATE OWNER","E524916","OTHER0001","SEE FOLDER INFORMATION","2017-09-22T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"101","39000849","17 STATE ST LLC / RFR","E551464","OTHER0001","SEE FOLDER INFORMATION","2018-12-12T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"102","88104757","RFR SF 17 STATE ST.LP","E540984","HRU-13","RESTORE FIRE ALARM SYSTEM","2018-06-12T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"103","88104757","RFR SF 17 STATE ST.LP","E482427","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2017-07-14T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"104","88104757","RFR SF 17 STATE ST.LP","E357529","OTHER0001","SEE FOLDER INFORMATION","2012-12-13T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"105","88104757","RFR SF 17 STATE ST.LP","E357528","HRU-16","PROVIDE FIREGUARD-OFFICE BLDG.","2012-12-13T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"106","88104757","RFR SF 17 STATE ST.LP","E357527","HRU-13","RESTORE FIRE ALARM SYSTEM","2012-12-13T00:00:00.000","OPEN","17 STATE ST","1000020","101","1","1000090014","40.702893","-74.013979","10004","MN","17","STATE ST","9","Battery Park City-Lower Manhattan"
"107","38042529","RUDIN MGMT A/A/F THE STA","E523372","OTHER0001","SEE FOLDER INFORMATION","2018-05-04T00:00:00.000","OPEN","24 STATE ST","1000021","101","1","1000090029","40.703372","-74.013771","10004","MN","24","STATE ST","9","Battery Park City-Lower Manhattan"
"108","37202983","100 BROAD STREET LLC","E497448","OTHER0001","SEE FOLDER INFORMATION","2017-08-16T00:00:00.000","OPEN","100 BROAD ST","1000022","101","1","1000100001","40.703438","-74.012111","10004","MN","100","BROAD ST","9","Battery Park City-Lower Manhattan"
"109","38133955","BROAD FINANCIAL CENTER","E505270","OTHER0001","SEE FOLDER INFORMATION","2017-12-28T00:00:00.000","OPEN","33 WHITEHALL ST","1000023","101","1","1000100014","40.70338","-74.01264","10004","MN","33","WHITEHALL ST","9","Battery Park City-Lower Manhattan"
"110","89004196","STAWSKI PARTNERS","E440133","EAP-2","FAILURE TO AMEND EAP PLAN","2015-05-26T00:00:00.000","OPEN","33 WHITEHALL ST","1000023","101","1","1000100014","40.70338","-74.01264","10004","MN","33","WHITEHALL ST","9","Battery Park City-Lower Manhattan"
"111","35127992","MSA TWINS LTD","E438283","OTHER0001","SEE FOLDER INFORMATION","2015-03-30T00:00:00.000","OPEN","27 WHITEHALL ST","1000024","101","1","1000100015","40.703482","-74.01287","10004","MN","27","WHITEHALL ST","9","Battery Park City-Lower Manhattan"
"112","37282225","MSA TWINS LTD","E548376","OTHER0001","SEE FOLDER INFORMATION","2018-06-28T00:00:00.000","OPEN","27 WHITEHALL ST","1000024","101","1","1000100015","40.703482","-74.01287","10004","MN","27","WHITEHALL ST","9","Battery Park City-Lower Manhattan"
"113","32210320","90 BROAD OWNER LLC","E373551","OTHER0001","SEE FOLDER INFORMATION","2012-08-12T00:00:00.000","OPEN","90 BROAD ST","1000025","101","1","1000100016","40.703804","-74.011956","10004","MN","90","BROAD ST","9","Battery Park City-Lower Manhattan"
