"acronym","agency","appeal_subtype","appeal_type","date_closed","date_filed","exam_no","expiration","extension","status","title"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-27T15:19:15.000","8042",,,"Open","Administrative Project Manager"
"NYPD","Police Department","Psych","Section 50","2020-02-07T00:00:00.000","2019-08-17T17:19:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-06T00:00:00.000","2019-07-11T00:00:00.000","8072",,,"Closed","Heating Plant Technician (Housing Authority)"
"NYPD","Police Department","Psych","Section 50","2019-12-03T00:00:00.000","2019-04-25T21:55:23.000","4329","2020-11-25T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50",,"2019-12-17T12:17:11.000","8323","2022-11-28T00:00:00.000",,"Open","School Safety Agent"
"HRA","Human Resources Administration","Education and Experience","Section 50",,"2019-09-29T17:33:31.000","2309","2020-08-17T00:00:00.000",,"Open","Eligibility Specialist"
"HRA","Human Resources Administration","Education and Experience","Section 50",,"2019-08-15T00:00:00.000","7011","2021-09-20T00:00:00.000",,"Open","Administrative Community Relations Specialist"
"NYPD","Police Department","Psych","Section 50",,"2019-10-15T15:26:52.000","7323","2021-12-13T00:00:00.000",,"Open","Police Officer"
"HRA","Human Resources Administration","Suspension","Section 76","2019-04-10T00:00:00.000","2019-01-23T00:00:00.000",,,,"Closed",
"NYPD","Police Department","Character","Section 50","2019-08-15T00:00:00.000","2019-04-05T00:00:00.000","5317","2021-06-29T00:00:00.000",,"Closed","Police Officer"
"ACS","Administration for Children's Services","Unauthorized Substance","Section 50",,"2019-12-10T00:00:00.000","8337","2023-01-30T00:00:00.000",,"Open","Child Protective Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-02-20T00:00:00.000","2019-10-15T00:00:00.000","8036","2023-10-23T00:00:00.000",,"Closed","Administrative Education Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-23T00:00:00.000","2019-04-15T00:00:00.000","8006","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic"
"NYPD","Police Department","Psych","Section 50","2019-12-11T00:00:00.000","2019-07-09T00:00:00.000","5321","2021-07-03T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Score","Section 50",,"2019-07-01T00:00:00.000","5011","2020-09-28T00:00:00.000",,"Open","Administrative Staff Analyst"
"FDNY","Fire Department",,"Section 50","2019-10-04T00:00:00.000","2019-08-05T00:00:00.000","9075","2023-03-27T00:00:00.000",,"Closed","Emergency Medical Specialist - Trainee"
"NYPD","Police Department","Character","Section 50","2019-11-26T00:00:00.000","2019-08-26T12:53:22.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50",,"2019-10-25T19:26:39.000","7323","2021-12-13T00:00:00.000",,"Open","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-13T00:00:00.000","2019-10-15T12:07:47.000","9075",,,"Closed","Emergency medical specialist trainee"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-25T00:00:00.000","2019-02-28T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-16T00:00:00.000","2019-03-15T10:50:05.000","8059","2023-03-20T00:00:00.000",,"Closed","Administrative Transportation Coordinator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-01-14T00:00:00.000","2019-05-15T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DOC","Department of Correction","Character","Section 50",,"2019-05-23T00:00:00.000","7320","2021-01-11T00:00:00.000",,"Open","Correction Officer"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-03-06T00:00:00.000","2019-02-28T16:13:05.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-24T00:00:00.000","2019-05-17T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DCAS","Department of Citywide Administrative Services",,"Duplicate Filing","2019-03-01T00:00:00.000","2019-02-28T17:56:55.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services",,"Section 50",,"2019-03-01T16:58:34.000",,,,"Open",
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-07-31T00:00:00.000","2019-03-14T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-05-02T00:00:00.000","2019-03-19T00:00:00.000","8522","2022-10-10T00:00:00.000",,"Closed","Construction Laborer (PROM)"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-04-22T00:00:00.000","2019-03-11T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-04-22T00:00:00.000","2019-03-11T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50","2019-08-15T00:00:00.000","2019-04-15T21:47:34.000","4328","2020-11-23T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-12-18T00:00:00.000","2019-07-09T00:00:00.000","5317","2021-06-29T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-11-15T00:00:00.000","2019-05-10T14:13:22.000","7314","2022-03-08T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-23T00:00:00.000","2019-06-10T00:00:00.000","8059","2023-03-20T00:00:00.000",,"Closed","Administrative Transportation Coordinator"
"DOC","Department of Correction","Psych","Section 50","2019-09-06T00:00:00.000","2019-05-22T00:00:00.000","7331","2021-09-21T00:00:00.000",,"Closed","Correction Officer"
"DOC","Department of Correction","Character","Section 50",,"2019-10-21T00:00:00.000","7327","2021-10-25T00:00:00.000",,"Open","Correction Officer"
"DOP","Department of Probation","Psych","Section 50",,"2019-12-04T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Open","Probation Officer"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-02-27T00:00:00.000","2019-02-26T17:07:46.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services",,"Jurisdictional Issue","2019-08-23T00:00:00.000","2019-08-07T14:10:33.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-10-16T11:34:22.000","8036","2023-10-23T00:00:00.000",,"Open","Administrative Education Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-15T00:00:00.000","2019-01-22T00:00:00.000","8026","2023-01-30T00:00:00.000",,"Closed","Business Promotion Coordinator"
"NYCTA","Transit Authority","Education and Experience","Section 50",,"2019-11-26T00:00:00.000","9616",,,"Open","Structure Maintainer Group E"
"DCAS","Department of Citywide Administrative Services","Character","Section 50","2019-09-06T00:00:00.000","2019-04-24T20:18:30.000","5612",,,"Closed","Transit Electrical Helper"
"FDNY","Fire Department","Character","Section 50","2019-12-09T00:00:00.000","2019-07-01T00:00:00.000","7031","2021-03-30T00:00:00.000",,"Closed","Emergency Medical Specialist - EMT"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-03-09T00:00:00.000","2019-12-16T11:31:16.000","8042",,,"Closed","Administrative Project Manager"
"NYPD","Police Department","Psych","Section 50","2019-03-06T00:00:00.000","2019-02-04T20:54:53.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-10-31T00:00:00.000","2019-09-05T11:50:19.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-03-18T00:00:00.000","2019-03-15T15:35:05.000","3311","2019-06-29T00:00:00.000",,"Closed","Police officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-26T00:00:00.000","2019-04-15T00:00:00.000","8006","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-11-07T16:46:09.000","8043","2023-11-13T00:00:00.000",,"Open","Computer Associate (Operations)"
"NYPD","Police Department",,"Waiting for DQ","2019-09-24T00:00:00.000","2019-08-06T07:47:06.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-01T10:39:41.000","9015",,,"Open","Maintenance Worker"
"DOC","Department of Correction","Character","Section 50","2020-02-04T00:00:00.000","2019-06-12T00:00:00.000","6332","2020-09-22T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2019-11-06T00:00:00.000","2019-06-13T00:00:00.000","5310","2021-03-06T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-06-26T00:00:00.000","2019-05-22T00:00:00.000","8070",,,"Closed","Recreation Supervisor"
"NYPD","Police Department","Education and Experience","Section 50","2019-04-16T00:00:00.000","2019-01-28T20:45:16.000","8331","2022-10-17T00:00:00.000",,"Closed","Police Communications Technician"
"NYPD","Police Department","Psych","Section 50","2020-03-03T00:00:00.000","2019-10-15T10:24:03.000","5329","2021-07-07T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-05-31T00:00:00.000","2019-04-11T23:29:11.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-05-22T00:00:00.000","2019-03-25T00:00:00.000","6067",,,"Closed","City Planner"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-10-18T11:44:25.000","8053","2023-11-13T00:00:00.000",,"Open","Computer Specialist (Operations)"
"NYPD","Police Department","Education and Experience","Section 50","2020-01-30T00:00:00.000","2019-12-13T11:31:35.000","9011",,,"Closed","COMPUTER SYSTEMS MANAGER"
"NYCTA","Transit Authority","Score","Section 50","2019-03-29T00:00:00.000","2019-03-20T00:00:00.000","6600","2022-12-12T00:00:00.000",,"Closed","Station Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-12T00:00:00.000","2019-05-09T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DCAS","Department of Citywide Administrative Services","Score","Section 50",,"2019-12-23T00:00:00.000","9304","2023-07-31T00:00:00.000",,"Open","Child Protective Specialist"
"NYPD","Police Department","Psych","Section 50","2019-10-07T00:00:00.000","2019-10-05T08:28:18.000","3319","2019-12-21T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-08-07T00:00:00.000","2019-08-06T20:40:37.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-01-17T00:00:00.000","2019-02-01T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"NYPD","Police Department","1-in-3","Jurisdictional Issue","2019-08-28T00:00:00.000","2019-08-28T13:09:00.000",,,,"Closed",
"NYPD","Police Department","Character","Section 50","2019-04-18T00:00:00.000","2019-01-25T00:00:00.000","7304","2021-07-20T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-10-30T00:00:00.000","2019-03-14T11:24:50.000","8040",,,"Closed","Research Assistant"
"NYCTA","Transit Authority","Score","Section 50","2019-07-08T00:00:00.000","2019-04-10T00:00:00.000","8606",,,"Closed","Transit Electrical Helper"
"NYPD","Police Department","Psych","Section 50",,"2019-10-10T13:14:32.000","5314","2021-06-28T00:00:00.000",,"Open","Police Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-07-19T00:00:00.000","2019-05-21T00:00:00.000","8026",,,"Closed","Business Promotion Coordinator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-10T00:00:00.000","2019-03-07T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-07T00:00:00.000","2019-05-31T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-07T00:00:00.000","2019-05-31T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DOC","Department of Correction",,"Section 76","2019-08-01T00:00:00.000","2019-04-02T00:00:00.000",,,,"Closed",
"NYPD","Police Department","Medical","Section 50","2019-05-30T00:00:00.000","2019-01-25T19:18:41.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Eligibility","Section 50",,"2019-09-25T11:26:29.000","8518",,,"Open","Promotion to Captain (Correction)"
"NYPD","Police Department","Psych","Section 50","2019-07-02T00:00:00.000","2019-06-28T00:27:24.000","3318","2019-12-17T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-22T00:00:00.000","2019-06-26T00:00:00.000","8017",,,"Closed","Housing Manager"
"DSNY","Department of Sanitation","Medical","Section 50","2020-01-24T00:00:00.000","2019-11-13T19:46:03.000","5001","2020-03-16T00:00:00.000",,"Closed","Sanitation Worker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-17T16:01:33.000","8042",,,"Open","Administrative Project Manager"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-07-29T00:00:00.000","2019-03-22T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-09-18T10:32:32.000","8036","2023-10-23T00:00:00.000",,"Open","Administrative Education Analyst"
"NYCTA","Transit Authority","Education and Experience","Section 50","2020-02-24T00:00:00.000","2019-12-17T00:00:00.000","9608",,,"Closed","Light Maintainer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-04-12T00:00:00.000","2019-01-18T00:00:00.000","8604",,,"Closed","Structure Maintainer Group E"
"DOC","Department of Correction","Character","Section 50","2019-07-24T00:00:00.000","2019-04-09T00:00:00.000","6315","2020-06-15T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-19T16:23:22.000","8042",,,"Open","Administrative Project Manager"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-06-27T00:00:00.000","2019-05-29T23:50:43.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2020-01-22T00:00:00.000","2019-12-03T19:22:33.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-11-15T00:00:00.000","2019-07-08T11:53:25.000","7326","2023-03-06T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-07-24T10:35:48.000","8070","2023-09-11T00:00:00.000",,"Open","Recreation Supervisor"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-12T00:00:00.000","2019-06-15T11:25:21.000","8070","2023-09-11T00:00:00.000",,"Closed","Recreation Supervisor"
"NYPD","Police Department","Psych","Section 50",,"2019-06-18T00:00:00.000","7326","2023-03-06T00:00:00.000",,"Open","Police Officer"
"NYPD","Police Department","Psych","Section 50",,"2019-10-30T15:23:15.000","7323","2021-12-13T00:00:00.000",,"Open","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-11T00:00:00.000","2019-03-19T00:00:00.000","9008",,,"Closed","Staff Analyst"
"NYPD","Police Department","Medical","Section 50",,"2019-10-04T13:22:07.000","9321","2023-07-03T00:00:00.000",,"Open","Traffic Enforcement Agent"
"DCAS","Department of Citywide Administrative Services","Eligibility","Section 50",,"2019-06-24T00:00:00.000","8718","2023-04-10T00:00:00.000",,"Open","Promotion to Signal Maintainer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-21T00:00:00.000","2019-03-27T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"FDNY","Fire Department","Character","Section 50","2019-06-05T00:00:00.000","2019-05-22T14:13:13.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist Software"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-02-06T00:00:00.000","2019-05-12T16:25:24.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"NYPD","Police Department","Character","Section 50","2020-01-29T00:00:00.000","2019-07-03T14:32:09.000","4324","2020-09-14T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-17T07:53:35.000","9013",,,"Closed","Custodian Engineer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-06-07T00:00:00.000","8325","2022-09-13T00:00:00.000",,"Open","Child Protective Specialist"
