DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2105890-DCA,Business,02/28/2023,Active,05/10/2022,Home Improvement Contractor,SSL CONSTRUCTION CORP,,161,E 90TH ST,,NEW YORK,NY,10128,347-583-8893,Manhattan,1,108,05,1048257,1015190025,,,,-73.95306575285682,40.78179136560831,"(40.78179136560831, -73.95306575285682)"
2105817-DCA,Business,02/28/2023,Active,05/06/2022,Home Improvement Contractor,JQMH Contracting Corp.,,7521,60TH LN,,GLENDALE,NY,11385,9173406926,Queens,4,405,30,4086611,4035850042,,,,-73.89477385018367,40.698142205850324,"(40.698142205850324, -73.89477385018367)"
2105937-DCA,Business,02/28/2023,Active,05/11/2022,Home Improvement Contractor,REDFORT CONSTRUCTION INC,,63118,WOODHAVEN BLVD,,REGO PARK,NY,11374,7188085744,Queens,4,405,30,4070122,4030150032,,,,-73.86666234172078,40.72156984154024,"(40.72156984154024, -73.86666234172078)"
1355187-DCA,Business,02/28/2023,Active,05/19/2010,Home Improvement Contractor,LEONIDAS INTERIORS LLC,,185,OLD WILMOT RD,,SCARSDALE,NY,10583,9147232372,Outside NYC,,,,,,,,,,,
0891524-DCA,Business,02/28/2023,Active,03/10/2008,Home Improvement Contractor,"TOTINO, PASQUALE",PAT TOTINO  LANDSCAPING,24,STEEPLECHASE DR,,MARLBORO,NJ,07746,7189667992,Staten Island,5,,,,,,,,,,
2000213-DCA,Business,02/28/2023,Active,10/26/2013,Home Improvement Contractor,kropan corp,,323,CARMITA AVE,,RUTHERFORD,NJ,07070,917217-0816,Outside NYC,,,,,,,,,,,
2105945-DCA,Business,02/28/2023,Active,05/11/2022,Home Improvement Contractor,SUAREZ HOME IMPROVEMENT LLC,,13,HUMBOLDT ST,,BROOKLYN,NY,11206,917-995-7607,Brooklyn,3,301,34,3071662,3031270025,,,,-73.94051021243463,40.701520804453814,"(40.701520804453814, -73.94051021243463)"
2016593-DCA,Business,02/28/2023,Active,12/17/2014,Home Improvement Contractor,"AAA AMERICAN HOMES, INC",,8404,BAY PKWY,,BROOKLYN,NY,11214,9172947003,Brooklyn,3,311,47,3165429,3063350038,,,,-73.99272915272256,40.6029955349862,"(40.6029955349862, -73.99272915272256)"
1300000-DCA,Business,02/28/2023,Active,09/22/2008,Home Improvement Contractor,NICHIBI ORGANIZATION INC.,NIPPON BIKEN CONSTRUCTION,36,STRATHMORE RD,,GREAT NECK,NY,11023,9175677529,Outside NYC,,,,,,,,,,,
2105864-DCA,Business,02/28/2023,Active,05/09/2022,Home Improvement Contractor,Alfredo and Sons Construction Corp,,639,VAN DUZER ST,,STATEN ISLAND,NY,10304,7188103998,Staten Island,5,501,49,5014115,5005440040,,,,-74.08504065568346,40.624058051545724,"(40.624058051545724, -74.08504065568346)"
2103868-DCA,Business,02/28/2023,Active,02/09/2022,Home Improvement Contractor,"NOMIS CONSTRUCTION,LLC",,2927,VALENTINE AVE,,BRONX,NY,10458,9175282183,Bronx,2,207,11,2092517,2033200052,,,,-73.88747138786468,40.8709685034693,"(40.8709685034693, -73.88747138786468)"
1240379-DCA,Business,02/28/2023,Active,09/29/2006,Home Improvement Contractor,AMIGO CONSTRUCTION INC,,39,CENTER ST,,WILLISTON PARK,NY,11596,5167922832,Outside NYC,,,,,,,,,,,
2105806-DCA,Business,02/28/2023,Active,05/06/2022,Home Improvement Contractor,C.A. RENOVATION INC,,2319,31ST AVE,,ASTORIA,NY,11106,9176703643,Queens,4,401,22,4006682,4005700013,,,,-73.92821040853418,40.76656447489364,"(40.76656447489364, -73.92821040853418)"
2047263-DCA,Business,02/28/2023,Active,01/11/2017,Home Improvement Contractor,ADVANCED RESTORATION CORP.,,151,LAFAYETTE RD,,WEST BABYLON,NY,11704,6314222100,Outside NYC,,,,,,,,,,,
2105940-DCA,Business,02/28/2023,Active,05/11/2022,Home Improvement Contractor,"Howard M. Haimes, Inc.",,648,BROADWAY,,NEW YORK,NY,10012,6172247703,Manhattan,1,102,01,1008419,1005290003,,,,-73.99568134698426,40.726705557881324,"(40.726705557881324, -73.99568134698426)"
2105943-DCA,Business,02/28/2023,Active,05/11/2022,Home Improvement Contractor,"All Week Walls, Inc",,407,TANFORAN DR,,CHERRY HILL,NJ,08002,6462652452,Outside NYC,,,,,,,,,,,
2105997-DCA,Business,02/28/2023,Active,05/12/2022,Home Improvement Contractor,"HOSSAIN, MD SHAHADAT",FH CONSTRUCTION CO,17,TURNER PL,,BROOKLYN,NY,11218,3479518783,Brooklyn,3,312,40,3124788,3053410032,,,,-73.9713017867463,40.645242745736255,"(40.645242745736255, -73.9713017867463)"
2105905-DCA,Business,02/28/2023,Active,05/10/2022,Home Improvement Contractor,BROOKLYN BD CONSTRUCTION CORPORATION,,312,AVENUE C,,BROOKLYN,NY,11218,9175305952,Brooklyn,3,312,39,3126041,3053720004,,,,-73.97664740069095,40.64057233110773,"(40.64057233110773, -73.97664740069095)"
2105980-DCA,Business,02/28/2023,Active,05/12/2022,Home Improvement Contractor,Nouveau Construction & Design LLC,,233,SIMONSON AVE,,STATEN ISLAND,NY,10303,3474610701,Staten Island,5,501,49,5026930,5011760047,,,,-74.15236224834986,40.63073799016176,"(40.63073799016176, -74.15236224834986)"
1338624-DCA,Business,02/28/2023,Active,11/13/2009,Home Improvement Contractor,"DAAB & SON, LLC",HERITAGE GENERAL CONSTRUCTION,9910,160TH AVE,,HOWARD BEACH,NY,11414,7187387002,Queens,4,410,32,4296149,4142250005,,,,-73.83366251122546,40.65832571427134,"(40.65832571427134, -73.83366251122546)"
2052313-DCA,Business,02/28/2023,Active,05/02/2017,Home Improvement Contractor,L A J CONTRUCTION CORP,,4025,154TH ST,,FLUSHING,NY,11354,7188131959,Queens,4,407,20,4119239,4052690001,,,,-73.81111904312866,40.763681777387596,"(40.763681777387596, -73.81111904312866)"
2105854-DCA,Business,02/28/2023,Active,05/09/2022,Home Improvement Contractor,AYRA CONSTRUCTION CORP,,21,MARLBOROUGH RD,,BROOKLYN,NY,11226,6467324204,Brooklyn,3,314,40,3116467,3050760052,,,,-73.96600962181245,40.64963570234564,"(40.64963570234564, -73.96600962181245)"
2080450-DCA,Business,02/28/2023,Active,12/04/2018,Home Improvement Contractor,BLACKTOP UNLIMITED INC.,,1936,HEMPSTEAD TPKE,,EAST MEADOW,NY,11554,516-455-2100,Outside NYC,,,,,,,,,,,
1258947-DCA,Business,02/28/2023,Active,06/18/2007,Home Improvement Contractor,G.A.M.C.N.Y. LLC,GOTHAM AIR,295,RUSSELL ST,,BROOKLYN,NY,11222,718-389-9896,Brooklyn,3,301,33,3392239,3025820101,,,,-73.94538379979073,40.730922355379654,"(40.730922355379654, -73.94538379979073)"
1257293-DCA,Business,02/28/2023,Active,06/01/2009,Home Improvement Contractor,MASTERPIECE U.S. INC.,,1857,41ST ST,,ASTORIA,NY,11105,7187751450,Queens,4,401,22,4467557,4008020020,,,,-73.8976471892952,40.77861274555545,"(40.77861274555545, -73.8976471892952)"
1128619-DCA,Business,02/28/2023,Active,12/04/2002,Home Improvement Contractor,MAURO IRON WORKS INC.,,4013,10TH AVE,,BROOKLYN,NY,11219,7188530935,Brooklyn,3,312,39,3135385,3055870004,,,,-73.99361473790636,40.643923163058965,"(40.643923163058965, -73.99361473790636)"
1360810-DCA,Business,02/28/2023,Active,06/29/2010,Home Improvement Contractor,"FUSCHETTO HOME IMPROVEMENTS, LLC",,302,CHESTNUT AVE,,EAST MEADOW,NY,11554,5165427633,Outside NYC,,,,,,,,,,,
1423017-DCA,Business,02/28/2023,Active,03/26/2012,Home Improvement Contractor,SOUTH SHORE HOME IMPROVEMENT CORP.,,198,MANHATTAN ST,,STATEN ISLAND,NY,10307,9176121493,Staten Island,5,503,51,5088035,5078910029,,,,-74.24288276274267,40.50562467556114,"(40.50562467556114, -74.24288276274267)"
1352117-DCA,Business,02/28/2023,Active,04/29/2010,Home Improvement Contractor,BALL MASONRY CONSTRUCTION CORP.,,10165,121ST ST,,SOUTH RICHMOND HILL,NY,11419,9172263811,Queens,4,409,28,4536979,4094890147,,,,-73.82371726962332,40.69016408188887,"(40.69016408188887, -73.82371726962332)"
2023030-DCA,Business,02/28/2023,Active,05/19/2015,Home Improvement Contractor,"VLADMAN ENTERPRISES, INC.",,330,W 42ND ST,,NEW YORK,NY,10036,2126293111,Manhattan,1,104,03,1024926,1010320048,,,,-73.99083168221189,40.7576605724161,"(40.7576605724161, -73.99083168221189)"
1415197-DCA,Business,02/28/2023,Active,12/07/2011,Home Improvement Contractor,"JAMES MARINELLO CONSTRUCTION CO., INC.",,58,STEVENS AVE,,MERRICK,NY,11566,5163156045,Outside NYC,,,,,,,,,,,
2087180-DCA,Business,02/28/2023,Active,06/14/2019,Home Improvement Contractor,RMENS SOLUTION INC,,2652,BROWN ST,,BROOKLYN,NY,11235,7186002747,Brooklyn,3,315,48,3205497,3074760026,,,,-73.93769087659305,40.58857416824615,"(40.58857416824615, -73.93769087659305)"
2047453-DCA,Business,02/28/2023,Active,01/18/2017,Home Improvement Contractor,"KAPLAN INTERIOR MILLWORK COMPANY, LLC",,1,MEADOW DR,,WOODMERE,NY,11598,5166399352,Queens,4,,,,,,,,,,
2105901-DCA,Business,02/28/2023,Active,05/10/2022,Home Improvement Contractor,MKD PROPERTY MAINTENANCE LLC,,105,VAN RIPER AVE,,CLIFTON,NJ,07011,2018999008,Outside NYC,,,,,,,,,,,
1270384-DCA,Business,02/28/2023,Active,10/12/2007,Home Improvement Contractor,"J & J AIR CONDITIONING, REFRIGERATION AND HEATING, LLC",,733,REVERE AVE,,BRONX,NY,10465,7187924040,Bronx,2,210,13,2080021,2055440100,,,,-73.82397017374564,40.82656478307734,"(40.82656478307734, -73.82397017374564)"
2103958-DCA,Business,02/28/2023,Active,02/15/2022,Home Improvement Contractor,MANKA CONSTRUCTION INC.,,2230,79TH ST,,EAST ELMHURST,NY,11370,9298449307,Queens,4,401,22,4449336,4010107501,,,,-73.89040424515203,40.76755575934588,"(40.76755575934588, -73.89040424515203)"
1374228-DCA,Business,02/28/2023,Active,10/13/2010,Home Improvement Contractor,ROSELAND CONSTRUCTION CORP.,,1650,BROADWAY,,NEW YORK,NY,10019,2127574220,Manhattan,1,105,04,1024811,1010220035,,,,-73.98368367172816,40.761963540070525,"(40.761963540070525, -73.98368367172816)"
1160102-DCA,Business,02/28/2023,Active,02/11/2004,Home Improvement Contractor,"GEORGE BIEBEL, CO., INC.",,20,SUTTON PL S,,NEW YORK,NY,10022,2127552159,Manhattan,1,106,05,1040463,1013670026,,,,-73.96126630135097,40.75655927211377,"(40.75655927211377, -73.96126630135097)"
1213341-DCA,Business,02/28/2023,Active,10/28/2005,Home Improvement Contractor,SPRINGFIELD HOME IMPROVEMENT CORP.,,9467,SPRINGFIELD BLVD,,QUEENS VILLAGE,NY,11428,9174967085,Queens,4,413,23,4229823,4107240059,,,,-73.73562647926006,40.7196417634112,"(40.7196417634112, -73.73562647926006)"
2000765-DCA,Business,02/28/2023,Active,11/15/2013,Home Improvement Contractor,HARD ROCK CONSTRUCTION CORP.,,2251,SCHENECTADY AVE,,BROOKLYN,NY,11234,9176246940,Brooklyn,3,318,46,3220847,3078920013,,,,-73.92958501370646,40.61710714602593,"(40.61710714602593, -73.92958501370646)"
2082029-DCA,Business,02/28/2023,Active,02/06/2019,Home Improvement Contractor,STARKA RENOVATIONS CORP.,,880,LORIMER ST,,BROOKLYN,NY,11222,3475541977,Brooklyn,3,301,33,3066725,3026790057,,,,-73.95123852758825,40.72278403419265,"(40.72278403419265, -73.95123852758825)"
1228279-DCA,Business,02/28/2023,Active,05/26/2006,Home Improvement Contractor,"UNIVERSAL CLEANING AND MAINTENANCE SERVICE, INC.",,3058,RICHMOND TER,,STATEN ISLAND,NY,10303,3472545554,Staten Island,5,501,49,5028023,5012370071,,,,-74.16163470359808,40.637790424316414,"(40.637790424316414, -74.16163470359808)"
1230319-DCA,Business,02/28/2023,Active,06/13/2006,Home Improvement Contractor,"JIMMY CONSTRUCTION, INC.",,10543,FARMERS BLVD,,SAINT ALBANS,NY,11412,7182647309,Queens,4,412,27,4232852,4108840010,,,,-73.76691611713589,40.70476133480542,"(40.70476133480542, -73.76691611713589)"
1321325-DCA,Business,02/28/2023,Active,06/10/2009,Home Improvement Contractor,HENG YIP CONSTRUCTION CORPORATION,,145,HESTER ST,,NEW YORK,NY,10002,2129258396,Manhattan,1,103,01,1079654,1003040001,,,,-73.99505067313927,40.717170241803835,"(40.717170241803835, -73.99505067313927)"
2046427-DCA,Business,02/28/2023,Active,12/13/2016,Home Improvement Contractor,ATHENS WOODWORKING INC.,GOTHIC CABINET CRAFT,160,EMPIRE BLVD,,BROOKLYN,NY,11225,,Brooklyn,3,309,40,3034758,3013140010,,,,-73.95646867317333,40.66355676165676,"(40.66355676165676, -73.95646867317333)"
1214978-DCA,Business,02/28/2023,Active,11/23/2005,Home Improvement Contractor,K. FRANK'S HOME IMPROVEMENT CORP.,,511,VILLA AVE,,STATEN ISLAND,NY,10302,7187752912,Staten Island,5,501,49,5026274,5011320026,,,,-74.1437063041081,40.628031789932,"(40.628031789932, -74.1437063041081)"
1470929-DCA,Business,02/28/2023,Active,08/08/2013,Home Improvement Contractor,"ARDENT CONSTRUCTION AND DEVELOPMENT, INC.",,4315,WEBSTER AVE,,BRONX,NY,10470,7189944499,Bronx,2,212,11,2019831,2033980087,,,,-73.86199698147234,40.89961462822548,"(40.89961462822548, -73.86199698147234)"
1273951-DCA,Business,02/28/2023,Active,12/11/2007,Home Improvement Contractor,GALIL DEVELOPMENT INC.,,7745,164TH ST,,FRESH MEADOWS,NY,11366,7188201800,Queens,4,408,24,4150906,4069710009,,,,-73.80470681494464,40.723405501471724,"(40.723405501471724, -73.80470681494464)"
1295781-DCA,Business,02/28/2023,Active,08/14/2008,Home Improvement Contractor,FALCON HOLDING CORP.,,15,CARROLL ST,,BROOKLYN,NY,11231,7187973757,Brooklyn,3,306,39,3398479,3003470060,,,,-74.00515594861973,40.68347822788117,"(40.68347822788117, -74.00515594861973)"
1333770-DCA,Business,02/28/2023,Active,09/23/2009,Home Improvement Contractor,ANTIS CONTRACTING CORP.,,3815,10TH ST,,LONG ISLAND CITY,NY,11101,7184800470,Queens,4,401,26,4005372,4004740025,,,,-73.94274796837273,40.75833015197698,"(40.75833015197698, -73.94274796837273)"
2021600-DCA,Business,02/28/2023,Active,04/23/2015,Home Improvement Contractor,JOSEF PRINI ASSOCIATES LLC,RESNOVA,443,W 24TH ST,,NEW YORK,NY,10011,6466420236,Manhattan,1,104,03,1078458,1007220013,,,,-74.002122112055,40.747697487484885,"(40.747697487484885, -74.002122112055)"
1467991-DCA,Business,02/28/2023,Active,06/21/2013,Home Improvement Contractor,"MAKE-A-GARDEN, LLC",,86,E 28TH ST,,BROOKLYN,NY,11226,7183098715,Brooklyn,3,317,40,3391101,3051290020,,,,-73.95111713318607,40.647278057043884,"(40.647278057043884, -73.95111713318607)"
2105916-DCA,Business,02/28/2023,Active,05/11/2022,Home Improvement Contractor,Elite Quality Construction and Contracting Corp,,4287,KATONAH AVE,,BRONX,NY,10470,3476385596,Bronx,2,212,11,2019102,2033760049,,,,-73.86730291503265,40.89811676266874,"(40.89811676266874, -73.86730291503265)"
0929768-DCA,Business,02/28/2023,Active,12/13/2002,Home Improvement Contractor,"M. DE VITO LANDSC. & GARDEN, INC",,80,COLFAX AVE,,STATEN ISLAND,NY,10306,7189802939,Staten Island,5,502,50,5051589,5035810017,,,,-74.10887838015968,40.5804862243828,"(40.5804862243828, -74.10887838015968)"
2084168-DCA,Business,02/28/2023,Active,04/04/2019,Home Improvement Contractor,GEMELOS RENOVATION & MAINTENANCE LLC,,5,ANDERSON ST,,NEW ROCHELLE,NY,10801,9143932406,Outside NYC,,,,,,,,,,,
1002766-DCA,Business,02/28/2023,Active,02/02/1999,Home Improvement Contractor,PROFILE CONTRACTING INC,,522,N STATE RD,,BRIARCLIFF MANOR,NY,10510,9149440085,Outside NYC,,,,,,,,,,,
1216086-DCA,Business,02/28/2023,Active,12/16/2005,Home Improvement Contractor,A.G.C. CONTRACTORS INCORPORATED,,76,BEADEL ST,,BROOKLYN,NY,11222,7185992244,Brooklyn,3,301,34,3338284,3028420012,,,,-73.93778651399607,40.721663179170235,"(40.721663179170235, -73.93778651399607)"
1275000-DCA,Business,02/28/2023,Active,12/31/2007,Home Improvement Contractor,KING CONSTRUCTION GROUP LLC,,112,W 34TH ST,,NEW YORK,NY,10120,6465710071,Manhattan,1,105,03,1015201,1008090053,,,,-73.98845428991369,40.75006290126216,"(40.75006290126216, -73.98845428991369)"
2076457-DCA,Business,02/28/2023,Active,07/31/2018,Home Improvement Contractor,MODPHY SERVICES CORP,,8721,63RD AVE,,REGO PARK,NY,11374,3474226857,Queens,4,406,29,4535636,4031080148,,,,-73.86850304487328,40.72481352132141,"(40.72481352132141, -73.86850304487328)"
2062487-DCA,Business,02/28/2023,Active,12/05/2017,Home Improvement Contractor,"RELIABLE CONTRACTING OF NEW YORK, INC.",,5,TACOMA ST,,STATEN ISLAND,NY,10304,7189804211,Staten Island,5,502,50,5046908,5031890038,,,,-74.09091831782281,40.59924883530991,"(40.59924883530991, -74.09091831782281)"
1431316-DCA,Business,02/28/2023,Active,05/24/2012,Home Improvement Contractor,AIRTRONICS AIR CONDITIONING CORP.,,208,E 51ST ST,,NEW YORK,NY,10022,2123022020,Manhattan,1,106,04,1081183,1013240001,,,,-73.96985347686245,40.75624893845609,"(40.75624893845609, -73.96985347686245)"
1410978-DCA,Business,02/28/2023,Active,10/13/2011,Home Improvement Contractor,UNITED RESTORATION SERVICES INC.,,72,N STATE RD,,BRIARCLIFF MANOR,NY,10510,9144725565,Outside NYC,,,,,,,,,,,
1421198-DCA,Business,02/28/2023,Active,03/06/2012,Home Improvement Contractor,"SAPINI, RODNEY",Love Your Home Contracting LLC,451,74TH ST,,BROOKLYN,NY,11209,6463619980,Brooklyn,3,310,43,3147902,3059190057,,,,-74.02351854724998,40.63091339067063,"(40.63091339067063, -74.02351854724998)"
2016340-DCA,Business,02/28/2023,Active,12/10/2014,Home Improvement Contractor,IMAGE CONTRACTING CORP,,68,WINDOM AVE,,STATEN ISLAND,NY,10305,9176733503,Staten Island,5,502,50,5045902,5031190065,,,,-74.06428910257792,40.5957836676005,"(40.5957836676005, -74.06428910257792)"
2050430-DCA,Business,02/28/2023,Active,03/31/2017,Home Improvement Contractor,EMB HOME IMPROVEMENTS INC.,,2058,E 68TH ST,,BROOKLYN,NY,11234,9175531002,Brooklyn,3,318,46,3237269,3084090170,,,,-73.91023286742363,40.61884484133355,"(40.61884484133355, -73.91023286742363)"
0814824-DCA,Business,02/28/2023,Active,12/14/1994,Home Improvement Contractor,B&P CHIMNEY CLEANING AND REPAIR CO. INC.,,24412,JAMAICA AVE,,FLORAL PARK,NY,11001,7184646413,Queens,4,,,,,,,,,,
0926653-DCA,Business,02/28/2023,Active,07/19/2007,Home Improvement Contractor,"DZEMOVSKI, IBRAIM & SEMOVSKI, RAHMAN",IBRO'S BRICK WORK,1036,HUGUENOT AVE,,STATEN ISLAND,NY,10312,7182736309,Staten Island,5,503,51,5082565,5065810032,,,,-74.18964936051545,40.528962666937396,"(40.528962666937396, -74.18964936051545)"
1111941-DCA,Business,02/28/2023,Active,06/30/2005,Home Improvement Contractor,"ROSARIO, REY F.",REY ROSARIO,13130,234TH ST,,ROSEDALE,NY,11422,9149394845,Queens,4,413,31,4452483,4129440036,,,,-73.73432118132853,40.67785498289702,"(40.67785498289702, -73.73432118132853)"
2085825-DCA,Business,02/28/2023,Active,05/11/2019,Home Improvement Contractor,M&P REMODELING LLC,,62,PARK AVE,,OYSTER BAY,NY,11771,347 922-1764,Outside NYC,,,,,,,,,,,
1194966-DCA,Business,02/28/2023,Active,04/27/2005,Home Improvement Contractor,"SKYLINE CONSTRUCTION & CONTRACTING, CORP.",,451,VICTORY BLVD,,STATEN ISLAND,NY,10301,7187617272,Staten Island,5,501,49,5002885,5001200104,,,,-74.08778816869972,40.63145319802457,"(40.63145319802457, -74.08778816869972)"
0960740-DCA,Business,02/28/2023,Active,12/20/2002,Home Improvement Contractor,AIR-IDEAL INC.,,51,WINDSOR AVE,,MINEOLA,NY,11501,5168733100,Outside NYC,,,,,,,,,,,
2048213-DCA,Business,02/28/2023,Active,02/08/2017,Home Improvement Contractor,CORINTO CONSTRUCTION CORP,,750,OCEAN AVE,,BROOKLYN,NY,11226,917-686-2735,Brooklyn,3,314,40,3118530,3051500013,,,,-73.95992971344045,40.64432807707226,"(40.64432807707226, -73.95992971344045)"
1243279-DCA,Business,02/28/2023,Active,11/08/2006,Home Improvement Contractor,"CERTIFIED OF N.Y., INC.",,623,W 51ST ST,,NEW YORK,NY,10019,2123971947,Manhattan,1,104,03,1027139,1010990019,,,,-73.99479789248794,40.76677062118185,"(40.76677062118185, -73.99479789248794)"
