"program_type","program","site_name","borough_community","agency","contact_number","grade_level_age_group","location_1","number_and_street_address","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"After-School Programs","High School","Jacob A. Riis Neighborhood Settlement, Inc. ","Queens","Jacob A. Riis Neighborhood Settlement, Inc.","718.784.7447","High School","10 25 41st Avenue
Queens, NEW YORK 11101
(40.745702449808, -73.938669029252)","10-25 41st Avenue","11101","40.755488","-73.945328","1","26","25","4433386","4004700100","Queensbridge-Ravenswood-Long Island City                                   "
"After-School Programs","High School","Police Athletic League PAL-Webster Center ","Bronx","Police Athletic League, Inc.","212.477.9450",,"2255 Webster Avenue
Bronx, NEW YORK 10457
(40.855630916719, -73.896023210038)","2255 Webster Avenue","10457","40.855656","-73.895978","5","15","38302","2013329","2031430203","Fordham South                                                              "
"After-School Programs","High School","SCO Family of Services","Brooklyn","SCO Family of Services","718.455.1166","High School","75 Lewis Avenue
Brooklyn, NEW YORK 11206
(40.695007999414, -73.937422302529)","75 Lewis Avenue","11206","40.694962","-73.937422","3","36","287","3379533","3015920001","Stuyvesant Heights                                                         "
"After-School Programs","High School","Children's Arts & Science Workshops","New York","Children's Arts & Science Workshops, Inc.                    ","212.923.7766","High School","4271 Broadway
New York, NEW YORK 10032
(40.845420287783, -73.938725439421)","4271 Broadway","10032","40.850456","-73.935609","12","10","271","1064414","1021800093","Washington Heights North                                                   "
"After-School Programs","High School","College S.T.E.P.S.","Brooklyn","Cypress Hills Local Development Corporation","718.647.2800","High School","2836 Fulton Street
Brooklyn, NEW YORK 11207
(40.678267544606, -73.889934260863)","2836 Fulton Street","11207","40.678271","-73.89001","5","37","1198","3087792","3039480021","East New York                                                              "
"After-School Programs","High School","Elmcor Youth and Adult Activities, Inc.","Queens","Elmcor Youth and Adult Activities, Inc.","718.651.0096","High School","33 16 108th Street
Queens, NEW YORK 11369
(40.763413273704, -73.872378898667)","33-16 108th Street","11369","40.757429","-73.860938","3","21","381","4042761","4017220012","North Corona                                                               "
"After-School Programs","High School","Shorefront YM-YWHA","Brooklyn","Shorefront YM-YWHA","718.646.1444","High School","3300 Coney Island Avenue
Brooklyn, NEW YORK 11235
(40.575793969704, -73.959507450797)","3300 Coney Island Avenue","11235","40.575607","-73.959463","13","48","36002","3326880","3086930001","Brighton Beach                                                             "
"After-School Programs","High School","Santa Maria School ","Bronx","Reading Excellence and Discovery (READ) Foundation","212.849.6840","High School","1510 Zerega Avenue
Bronx, NEW YORK 10462
(40.838276361078, -73.848808382767)","1510 Zerega Avenue","10462","40.838263","-73.848818","10","18","202","2041767","2039770001","Westchester-Unionport                                                      "
"After-School Programs","High School","Career Development Institute","Bronx","Federation Employment & Guidance Services (FEGS)","212.366.8401","High School","412 147th Street
Bronx, NEW YORK 10455
(40.814487302565, -73.918175218003)","412 E. 147th Street","10455","40.814478","-73.918076","1","8","43","2000506","2022910012","Mott Haven-Port Morris                                                     "
"After-School Programs","High School","St. Sebastians Parochial School","Queens","Woodside On The Move, Inc.","718.476.8449","High School","39 76 58th Street
Queens, NEW YORK 11377
(40.745193764481, -73.90484714408)","39-76 58th Street","11377","40.746331","-73.906102","2","26","257","4437102","4012280001","Woodside                                                                   "
"After-School Programs","High School","Elemetary School 55","Bronx","Bronx Arts Ensemble","718 601.7399","High School","450 St Pauls Place
Bronx, NEW YORK 10456
(40.836276563944, -73.904611130772)","450 St Pauls Place","10456","40.836404","-73.905014","3","16","14702","2009463","2029020001","Claremont-Bathgate                                                         "
"After-School Programs","High School","Intermediate School 61","Queens","New York Junior Tennis League","347 417.8135","High School","98 50 50th Avenue
Queens, NEW YORK 11368
(40.749678220374, -73.853040688577)","98-50 50th Avenue","11368","40.742668","-73.863307","4","21","44302","4046834","4018910032","Corona                                                                     "
"After-School Programs","High School","Afrikan Poetry Theatre ","Queens","Afrikan Poetry Theatre","718.523.3312",,"176 03 Jamaica Avenue
Queens, NEW YORK 11432
(40.71311535449, -73.792820999789)","176-03 Jamaica Avenue","11432","40.707941","-73.784233","12","27","468","4209975","4098120008","Jamaica                                                                    "
"After-School Programs","High School","Intermediate School 5 - Walter H. Crowley School","Queens","Sunnyside Community Service, Inc.","718.784.6173","High School","50 40 Jacobus Street
Queens, NEW YORK 11373
(40.738710402563, -73.878351155182)","50-40 Jacobus Street","11373","40.737718","-73.887429","4","25","489","4454423","4024500017","Elmhurst-Maspeth                                                           "
"After-School Programs","High School","Northside Center For Child Development, Inc.","New York","Northside Center For Child Development, Inc.","212.426.3400","High School","1301 5th Avenue
New York, NEW YORK 10029
(40.797104792393, -73.949022991028)","1301 5th Avenue","10029","40.797221","-73.948963","11","9","17402","1078884","1016160001","East Harlem South                                                          "
"After-School Programs","High School","Intermediate School 171 - Abraham Lincoln School","Brooklyn","Cypress Hills Local Development Corporation","718.647.2800","High School","528 Ridgewood Avenue
Brooklyn, NEW YORK 11208
(40.686153081044, -73.869667918389)","528 Ridgewood Avenue","11208","40.68618","-73.869625","5","37","1184","3092456","3041340020","Cypress Hills-City Line                                                    "
"After-School Programs","High School","Children's Art Carnival ","New York","Children's Art Carnival ","212.234.4093","High School","62 Hamilton Terrace
New York, NEW YORK 10031
(40.823323108747, -73.946094823072)","62 Hamilton Terrace","10031","40.823075","-73.946309","9","7","227","1060961","1020500064","Hamilton Heights                                                           "
"After-School Programs","High School","P.S 88","Queens","Greater Ridgewood Youth Council, Inc.","718.456.5437","High School","60 85 Catalpa Avenue
Queens, NEW YORK 11385
(40.701224891615, -73.88334858437)","60-85 Catalpa Avenue","11385","40.703779","-73.896374","5","30","585","4085173","4035340012","Ridgewood                                                                  "
"After-School Programs","High School","Intermediate School 399","Bronx","Bronx Arts Ensemble","718.601.7399","High School","120 184 Street
Bronx, NEW YORK 10453
(40.859718306517, -73.900102334856)","120 East 184 Street","10453","40.859752","-73.900161","5","14","23703","2013899","2031720046","Fordham South                                                              "
"After-School Programs","High School","G.R.Y.C. Headquarters","Queens","Greater Ridgewood Youth Council, Inc.","718.456.5437","High School","62 04 Myrtle Avenue
Queens, NEW YORK 11385
(40.701224891615, -73.88334858437)","62-04 Myrtle Avenue","11385","40.700894","-73.893211","5","30","577","4437849","4035930001","Glendale                                                                   "
"After-School Programs","High School","Police Athletic League PAL\Harlem Center ","New York","Police Athletic League, Inc.","212 665-8699",,"441 Manhattan Avenue
New York, NEW YORK 10026
(40.806694644425, -73.955618643362)","441 Manhattan Avenue","10026","40.806654","-73.955649","10","9","257","1088138","1019450051","Central Harlem South                                                       "
"After-School Programs","High School","PS 119 ","Bronx","YMCA of Greater New York/Corporate","212.792.9736","High School","1075 Pugsley Avenue
Bronx, NEW YORK 10472
(40.82849055647, -73.856591999053)","1075 Pugsley Avenue","10472","40.828518","-73.856569","9","18","4001","2025696","2037890021","Soundview-Bruckner                                                         "
"After-School Programs","High School","Jacob A. Riis Neighborhood Settlement, Inc.","Queens","Jacob A. Riis Neighborhood Settlement, Inc.","718.784.7447",,"10 25 41st Avenue
Queens, NEW YORK 11101
(40.745702449808, -73.938669029252)","10-25 41st Avenue","11101","40.755488","-73.945328","1","26","25","4433386","4004700100","Queensbridge-Ravenswood-Long Island City                                   "
"After-School Programs","High School","Trinity Lutheran Church ","New York","Lutheran Social Services of New York","212.784.8960","High School","168 100th Street
New York, NEW YORK 10025
(40.796249903199, -73.967583305119)","168 West 100th Street","10025","40.79644","-73.968011","7","7","185","1055907","1018520059","Upper West Side                                                            "
"After-School Programs","High School","Junior High School 204 - Oliver Wendell Holmes Middle","Queens","New York Junior Tennis League","718.417.8135","High School","36 41 28th Street
Queens, NEW YORK 11106
(40.761699790013, -73.931663252957)"," 36-41 28th Street","11106","40.757065","-73.932664","1","26","51","4004156","4003430001","Queensbridge-Ravenswood-Long Island City                                   "
"After-School Programs","High School","City Parks Foundation","Bronx","City Parks Foundation","212.360.1399","High School","3225 Reservior Oval
Bronx, NEW YORK 10467
(40.877992697278, -73.879095253984)","3225 Reservior Oval","10467",,,,,,,,
"After-School Programs","High School","Public School 217 - Col. David Marcus Elementary School ","Brooklyn","Flatbush Development Corporation","718.859.3800",,"1100 Newkirk Avenue
Brooklyn, NEW YORK 11230
(40.633960964399, -73.966505506315)","1100 Newkirk Avenue","11230","40.63398","-73.966558","14","40","526","3121072","3052320001","Flatbush                                                                   "
"After-School Programs","High School","ECDO Community Partnership Center ","New York","Ecumenical Community Development Organization","212.678.0037",,"413 125th Street
New York, NEW YORK 10027
(40.811640915587, -73.95464737557)","413 West 125th Street","10027","40.81168","-73.954703","9","7","20901","1059548","1019660066","Morningside Heights                                                        "
"After-School Programs","High School","Public School 161","Brooklyn","Caribbean American Sports & Cultural Youth Movement","718.774.7977","High School","330 Crown Street
Brooklyn, NEW YORK 11225
(40.666155645661, -73.94885261044)","330 Crown Street","11225","40.666181","-73.949013","9","35","319","3034181","3012970026","Crown Heights South                                                        "
"After-School Programs","High School","Ralph Lincoln Service Center ","Brooklyn","Ralph Lincoln Service Center, Inc.","718.604.1358","High School","261 Buffalo Avenue
Brooklyn, NEW YORK 11213
(40.67003864097, -73.92540014432)","261 Buffalo Avenue","11213","40.669991","-73.925427","8","41","359","3037201","3013870007","Crown Heights North                                                        "
"After-School Programs","High School","Unity Neighborhood Center, Inc.","Bronx","Unity Neighborhood Center, Inc.","718.994.8400","High School","3410 DeReiner Avenue
Bronx, NEW YORK 10475
(40.879602192154, -73.836663182984)","3410 DeReiner Avenue","10475",,,,,,,,
"After-School Programs","High School","Intermediate School 43 ","Queens","Federation Employment & Guidance Services (FEGS)","212.366.8401",,"160 Beach 29th Street
Queens, NEW YORK 11691
(40.594515128003, -73.761826540295)","160 Beach 29th Street","11691","40.593834","-73.76174","14","31","99802","4467711","4158200001","Far Rockaway-Bayswater                                                     "
"After-School Programs","High School","Junior High School 117 - Joseph H. Wade School","Bronx","Community Association of Progressive Dominicans","212.781.5500","High School","1865 Morris Avenue
Bronx, NEW YORK 10453
(40.848548418407, -73.908435068196)","1865 Morris Avenue","10453","40.848516","-73.908427","5","14","23301","2007902","2028270001","Mount Hope                                                                 "
"After-School Programs","High School","Rockaway Development & Revitalization Corporation","Queens","Rockaway Development & Revitalization Corporation","718.327.5300",,"1920 Mott Avenue
Queens, NEW YORK 11691
(40.603879525424, -73.752178931552)","1920 Mott Avenue","11691","40.603907","-73.752262","14","31","103202","4457760","4155590012","Far Rockaway-Bayswater                                                     "
"After-School Programs","High School","Harlem PAL Community Center","New York","Police Athletic League, Inc.","212 665.8699","High School","441 Manhattan Avenue
New York, NEW YORK 10026
(40.806694644425, -73.955618643362)","441 Manhattan Avenue","10026","40.806654","-73.955649","10","9","257","1088138","1019450051","Central Harlem South                                                       "
"After-School Programs","High School","New Visions Abstinence Education Program","Queens","Catholic Charities Neighborhood Services, Inc.","718.726.9790","High School","161 06 89th Avenue
Queens, NEW YORK 11432
(40.71311535449, -73.792820999789)","161-06 89th Avenue","11432","40.706432","-73.799808","12","24","44601","4440105","4097600031","Jamaica                                                                    "
"After-School Programs","High School","Grand Street Settlement, Inc. ","New York","Grand Street Settlement, Inc.","212.674.1740","High School","80 Pitt Street
New York, NEW YORK 10002
(40.718892797837, -73.982159024877)","80 Pitt Street","10002","40.718328","-73.98245","3","2","2201","1084357","1003380001","Lower East Side                                                            "
"After-School Programs","High School","K577 Conselyea Preparatory School","Brooklyn","Sports and Arts In Schools Foundation, Inc.","718.786.7110","High School","320 Manhattan Avenue
Brooklyn, NEW YORK 11211
(40.714638333324, -73.946073207624)","320 Manhattan Avenue","11211","40.71466","-73.946108","1","34","497","3068728","3027590001","East Williamsburg                                                          "
"After-School Programs","High School","Public School 260 - Breuckelen Elementary School","Brooklyn","Groundwork Inc,","7118 346.2200","High School","875 Williams Avenue
Brooklyn, NEW YORK 11207
(40.654016736913, -73.894829659974)","875 Williams Avenue","11207","40.654031","-73.894854","18","42","982","3229155","3081580035","Canarsie                                                                   "
"After-School Programs","High School","Intermediate School 68 - Isaac Bildersee School","Brooklyn","Sesame Flyers International, Inc.","718.693.0500",,"956 82nd Street
Brooklyn, NEW YORK 11236
(40.635491677837, -73.910761051161)","956 East 82nd Street","11236","40.635553","-73.91079","18","46","956","3224947","3080180001","Canarsie                                                                   "
"After-School Programs","High School","Seward Park High School - H.S. 445 ","New York","Chinese American Planning Council","212.941.0920","High School","350 Grand Street
New York, NEW YORK 10002
(40.716852373698, -73.989595029629)","350 Grand Street","10002","40.716778","-73.989337","3","1","18","1005283","1004080030","Chinatown                                                                  "
"After-School Programs","High School","Intermediate School 232 - WInthrop School","Brooklyn","Sesame Flyers International, Inc.","718.693.0500",,"905 Winthrop Street
Brooklyn, NEW YORK 11203
(40.658451422174, -73.929131359882)","905 Winthrop Street","11203","40.65843","-73.929076","17","41","880","3099733","3046060025","Prospect Lefferts Gardens-Wingate                                          "
"After-School Programs","High School","Mullaly Academy ","Bronx","Supportive Childrens Advocacy Network (SCAN)","212.683.2522","High School","40 164th Street
Bronx, NEW YORK 10450
(40.830483836308, -73.923788925785)","40 East 164th Street","10450","40.830951","-73.925077","4","16","63","2116393","2024930009","West Concourse                                                             "
"After-School Programs","High School","Bronx International H.S.","Bronx","Bronx Arts Ensemble","718.601.7399","High School","1100 Boston Road
Bronx, NEW YORK 10456
(40.827438058055, -73.904676763458)","1100 Boston Road","10456","40.827514","-73.904622","3","16","135","2004526","2026340001","Morrisania-Melrose                                                         "
"After-School Programs","High School","SCO Family of Services","Brooklyn","SCO Family of Services","718.455.1166",,"75 Lewis Avenue
Brooklyn, NEW YORK 11206
(40.695007999414, -73.937422302529)","75 Lewis Avenue","11206","40.694962","-73.937422","3","36","287","3379533","3015920001","Stuyvesant Heights                                                         "
"After-School Programs","High School","Middle School 203","Bronx","East Side House, Inc.","718.665.5250","High School","339 Morris Avenue
Bronx, NEW YORK 10451
(40.813386726364, -73.92553701094)","339 Morris Avenue","10451","40.813641","-73.925313","1","8","51","2000957","2023330070","Mott Haven-Port Morris                                                     "
"After-School Programs","High School","Mid-Bronx Council Services, Inc.","Bronx","Mid-Bronx Council Services, Inc.","718.588.8200",,"1125 Grand
Bronx, NEW YORK 10452
(40.837724263364, -73.923332211412)","1125 Grand Concourse","10452","40.832627","-73.919398","4","16","195","2002893","2024720034","West Concourse                                                             "
"After-School Programs","High School","Public School 4 - Duke Ellington School","New York","Community League of the Heights, Inc","212.795.4779","High School","500 160th Street
New York, NEW YORK 10032
(40.834727600747, -73.940717802375)","500 West 160th Street","10032","40.834899","-73.941085","12","7","245","1062792","1021180022","Washington Heights South                                                   "
"After-School Programs","High School","St. Stephen Outreach Inc.","Brooklyn","St. Stephen Outreach Inc.","718.384.8854","High School","874 Myrtle Ave
Brooklyn, NEW YORK 11206
(40.695576730553, -73.947239332629)","874 Myrtle Ave","11206","40.695579","-73.947375","3","36","25901","3048641","3017550032","Bedford                                                                    "
"After-School Programs","High School","Phipps West Farms Career Center","Bronx","Phipps Community Development","212.243.9090","High School","1030 178th Street
Bronx, NEW YORK 10460
(40.841345048101, -73.880303879158)","1030 East 178th Street","10460","40.841154","-73.879864","6","15","361","2013245","2031300100","East Tremont                                                               "
"After-School Programs","High School","Public School 89 ","Bronx","Reading Excellence and Discovery (READ) Foundation","212.849.6840","High School","980 Mace Avenue
Bronx, NEW YORK 10469
(40.863037136786, -73.859406213982)","980 Mace Avenue","10469","40.863055","-73.859387","11","13","324","2051571","2044440016","Bronxdale                                                                  "
"After-School Programs","High School","Woodycrest Center","Bronx","Woodycrest Center For Human Development","718.992.2178",,"153 165th Street
Bronx, NEW YORK 10452
(40.83108457688, -73.920857534442)","153 West 165th Street","10452","40.834544","-73.928932","4","8","193","2003478","2025260034","Highbridge                                                                 "
"After-School Programs","High School","Henry Street Settlement","New York","Henry Street Settlement","212.766.9200","High School","301 Henry Street
New York, NEW YORK 10002
(40.71399949306, -73.983398773047)","301 Henry Street","10002","40.714054","-73.982797","3","1","202","1003737","1002880021","Lower East Side                                                            "
"After-School Programs","High School","St. Stephen Outreach","Brooklyn","St. Stephen Outreach","718.384.8854",,"874 Myrtle Avenue
Brooklyn, NEW YORK 11206
(40.695576730553, -73.947239332629)","874 Myrtle Avenue","11206","40.695579","-73.947375","3","36","25901","3048641","3017550032","Bedford                                                                    "
"After-School Programs","High School","St Raymond Grammar School Annex","Bronx","St. Raymond Community Outreach","718.824.0353","High School","1725 Castle Hill Avenue
Bronx, NEW YORK 10462
(40.841029569022, -73.853121849806)","1725 Castle Hill Avenue","10462","40.840999","-73.853094","9","18","21001","2041260","2039580140","Parkchester                                                                "
"After-School Programs","High School","Asian Outreach Clinic","Queens","The Child Center of NY","718.458.4243","High School","87 08 Justice Avenue
Queens, NEW YORK 11373
(40.738710402563, -73.878351155182)","87-08 Justice Avenue","11373","40.737456","-73.876222","4","25","473","4045404","4018427501","Elmhurst                                                                   "
"After-School Programs","High School","Flatbush Development Corp.","Brooklyn","Flatbush Development Corporation                            ","718.859.4763",,"1616 Newkirk Avenue
Brooklyn, NEW YORK 11226
(40.63599627408, -73.962302128878)","1616 Newkirk Avenue","11226","40.63604","-73.962241","14","40","518","3121203","3052370006","Flatbush                                                                   "
"After-School Programs","High School","New Settlement Apartments","Bronx","New Settlement Apartments","718.716.8000","High School","1512 Townsend Avenue
Bronx, NEW YORK 10452
(40.842289963686, -73.915026305893)","1512 Townsend Avenue","10452","40.842478","-73.914915","4","14","209","2092057","2028450007","West Concourse                                                             "
"After-School Programs","High School","Harlem RBI (Reviving Baseball in Inner Cities)","New York","Harlem RBI (Reviving Baseball in Inner Cities)","212.722.1608",,"333 100 Street
New York, NEW YORK 10029
(40.786495147586, -73.944398806435)","333 East 100 Street","10029","40.786209","-73.943789","11","8","164","1087440","1016720017","East Harlem South                                                          "
"After-School Programs","High School","LaGuardia Memorial House","New York","Supportive Childrens Advocacy Network (SCAN)","212.683.2522","High School","307 116th Street
New York, NEW YORK 10029
(40.796945376281, -73.937551616236)","307 East 116th Street","10029","40.796935","-73.93759","11","8","188","1079357","1016880045","East Harlem North                                                          "
"After-School Programs","High School","Flatbush Development Corporation","Brooklyn","Flatbush Development Corporation","718.859.3800",,"1616 Newkirk Avenue
Brooklyn, NEW YORK 11226
(40.63599627408, -73.962302128878)","1616 Newkirk Avenue","11226","40.63604","-73.962241","14","40","518","3121203","3052370006","Flatbush                                                                   "
"After-School Programs","High School","Miccio Center ","Brooklyn","Police Athletic League, Inc.","212.477.9450",,"110 9th Street
Brooklyn, NEW YORK 11231
(40.67578212491, -74.001523292383)","110 West 9th Street","11231","40.676024","-74.002318","6","38","85","3339411","3005380001","Carroll Gardens-Columbia Street-Red Hook                                   "
"After-School Programs","High School","Riverdale Neighborhood House, Inc.","Bronx","Riverdale Neighborhood House, Inc.","718.549.8100",,"5521 Mosholu Avenue
Bronx, NEW YORK 10471
(40.902965724328, -73.9038424045)","5521 Mosholu Avenue","10471","40.903039","-73.90375","8","11","337","2119685","2058501585","North Riverdale-Fieldston-Riverdale                                        "
"After-School Programs","High School","Public School 94 - Henry Longfellow Elementary School","Brooklyn","Brooklyn Chinese American Association","718.438.9312","High School","5010 6th Avenue
Brooklyn, NEW YORK 11220
(40.643728173956, -74.008206095721)","5010 6th Avenue","11220","40.64366","-74.008252","7","38","98","3332126","3007920026","Sunset Park East                                                           "
"After-School Programs","High School","Claremont Neighborhood Centers, Inc.","Bronx","Claremont Neighborhood Centers, Inc.","718.588.1000",,"489 169th Street
Bronx, NEW YORK 10456
(40.833009438875, -73.905735217316)","489 East 169th Street","10456","40.832965","-73.905669","3","16","14701","2092082","2029100001","Claremont-Bathgate                                                         "
"After-School Programs","High School","Martha Udell Early Childhood Academy","Brooklyn","Faith Hope and Charity","718.649.8610","High School","505 St Marks Avenue
Brooklyn, NEW YORK 11238
(40.676264287477, -73.957453266333)","505 St. Marks Avenue","11238","40.676277","-73.95769","8","35","305","3028319","3011490072","Crown Heights North                                                        "
"After-School Programs","High School","St. Dominic's School ","Bronx","Reading Excellence and Discovery (READ) Foundation","212.849.6840","High School","1684 White Plains Road
Bronx, NEW YORK 10462
(40.843529284683, -73.865475170873)","1684 White Plains Road","10462","40.843523","-73.865496","11","13","238","2097571","2040370001","Van Nest-Morris Park-Westchester Square                                    "
"After-School Programs","High School","Southeast Bronx Neighborhood Center, Inc. (SEBNC)","Bronx","Southeast Bronx Neighborhood Center, Inc. (SEBNC)","718.542.2727",,"751 163rd Street
Bronx, NEW YORK 10456
(40.822935441102, -73.903938061911)","751 East 163rd Street","10456","40.822935","-73.904021","3","16","133",,,"Morrisania-Melrose                                                         "
"After-School Programs","High School","Project Care of Brooklyn, Inc","Brooklyn","Project Care of Brooklyn, Inc","718.387.4500",,"164 Clymer Street
Brooklyn, NEW YORK 11211
(40.706632200839, -73.963450637046)","164 Clymer Street","11211","40.706902","-73.963077","1","33","535","3059866","3021730016","Williamsburg                                                               "
"After-School Programs","High School","The East New York Learning Center, Inc","Brooklyn","The East New York Learning Center, Inc","718.345.4775","High School","1495 Herkimer Street
Brooklyn, NEW YORK 11233
(40.677165928285, -73.904009132322)","1495 Herkimer Street","11233","40.67715","-73.903953","16","37","367","3042309","3015540016","Ocean Hill                                                                 "
"After-School Programs","High School","Concord Family Services, Inc.","Brooklyn","Concord Family Services, Inc.","718.398.3499",,"583 593 Vermont Street
Brooklyn, NEW YORK 11207
(40.670802431187, -73.893841150049)","583-593 Vermont Street","11207","40.664807","-73.892065","5","42","1126","3400390","3038250021","East New York (Pennsylvania Ave)                                           "
"After-School Programs","High School","Transfiguration School","Brooklyn","Southside Community Mission, Inc.","718.782.8181","High School","250 Hooper Street
Brooklyn, NEW YORK 11211
(40.705817851705, -73.955664076834)","250 Hooper Street","11211","40.705898","-73.955611","1","33","529","3379706","3022070002","Williamsburg                                                               "
"After-School Programs","High School","Junior High School 258 (K) - David Ruggles School ","Brooklyn","Vannguard Urban Improvement Association, Inc.","718.453.3330",,"141 Macon Street
Brooklyn, NEW YORK 11216
(40.681569834988, -73.945596139676)","141 Macon Street","11216","40.681572","-73.945446","3","36","269","3053075","3018450001","Bedford                                                                    "
"After-School Programs","High School","Wildcat High School","Bronx","Wildcat Service Corporation","718 620.0748","High School","1231 Lafayette Avenue
Bronx, NEW YORK 10474
(40.816553883224, -73.890202479365)","1231 Lafayette Avenue","10474","40.816486","-73.890277","2","17","93","2005939","2027390015","Hunts Point                                                                "
