"providertype","dfta_id","programname","sponsorname","programaddress","programcity","programstate","programzipcode","borough","programphone","dfta_funded","monhouropen","monhourclose","tuehouropen","tuehourclose","wedhouropen","wedhourclose","thuhouropen","thuhourclose","frihouropen","frihourclose","sathouropen","sathourclose","sunhouropen","sunhourclose","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","geocoded_column"
"SENIOR CENTER CONTRACTS","13S01","Hope of Israel Neighborhood Senior Center","HOPE OF ISRAEL SENIOR CITIZENS CENTER INC","1068 GERARD AVENUE","BRONX","NY","10452","BRONX","718-665-8400","Y","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","00:00","00:00","00:00","00:00","40.832289","-73.922123","204","16","195","2002944","2024780007","West Concourse","
,  
(40.832289, -73.922123)"
"SENIOR CENTER CONTRACTS","13T01","Bronx River Neighborhood Senior Center","INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC","1619 EAST 174TH ST","BRONX","NY","10472","BRONX","718-617-6334","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.83395","-73.876147","209","18","62","2092909","2038860002","West Farms-Bronx River","
,  
(40.83395, -73.876147)"
"SENIOR CENTER CONTRACTS","13U01","James Monroe Neighborhood Senior Center","INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC","1776 STORY AVENUE","BRONX","NY","10472","BRONX","718-893-3484","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.82324","-73.86596","209","18","42","2092748","2036370001","Soundview-Castle Hill-Clason Point-Harding Park","
,  
(40.82324, -73.86596)"
"SENIOR CENTER CONTRACTS","13V01","Arturo Schomburg Neighborhood Senior Center","INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC","1315 FRANKLIN AVENUE","BRONX","NY","10456","BRONX","718-842-6880","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.832062","-73.901641","203","16","149","2009713","2029310086","Morrisania-Melrose","
,  
(40.832062, -73.901641)"
"SENIOR CENTER CONTRACTS","13X01","Betances Neighborhood Senior Center","INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC","607 CONCORD AVE","BRONX","NY","10455","BRONX","718-292-4922","Y","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","00:00","00:00","00:00","00:00","40.814544","-73.907628","201","8","73","2114666","2026420022","Melrose South-Mott Haven North","
,  
(40.814544, -73.907628)"
"SENIOR CENTER CONTRACTS","13Y01","Van Cortlandt Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","3880 SEDGWICK AVENUE","BRONX","NY","10463","BRONX","718 549-4700","Y","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","00:00","00:00","00:00","00:00","40.882997","-73.894008","208","11","409","2086830","2032460076","Van Cortlandt Village","
,  
(40.882997, -73.894008)"
"SENIOR CENTER CONTRACTS","13Z01","Coop City Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","2049 BARTOW AVENUE","BRONX","NY","10475","BRONX","718-320-2066","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.869472","-73.828582","210","12","46201","2097466","2051410100","Co-op City","
,  
(40.869472, -73.828582)"
"SENIOR CENTER CONTRACTS","13Z02","JASA Einstein Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","135 EINSTEIN LOOP","BRONX","NY","10475","BRONX","718-379-2702","Y","08:00","4 :00","08:00","4 :00","08:00","4 :00","08:00","4 :00","08:00","4 :00","00:00","00:00","00:00","00:00","40.864255","-73.82203","210","12","302","2095160","2051350210","Co-op City","
,  
(40.864255, -73.82203)"
"SENIOR CENTER CONTRACTS","14A01","Concourse Plaza Wellness Neighborhood Senior Center","MID BRONX SENIOR CITIZENS COUNCIL INC","900 GRAND CONCOURSE","BRONX","NY","10451","BRONX","718-588-8200","Y","8 :30","7 :00","8 :30","7 :00","8 :30","7 :00","8 :30","7 :00","8 :30","7 :00","00:00","00:00","00:00","00:00","40.827412","-73.922277","204","16","18301","2002802","2024600001","East Concourse-Concourse Village","
,  
(40.827412, -73.922277)"
"SENIOR CENTER CONTRACTS","14B01","Thomas Guess Neighborhood Senior Center","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC","2070 CLINTON AVENUE","BRONX","NY","10457","BRONX","718-584-2357","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.847236","-73.888101","206","15","371","2012652","2030940014","East Tremont","
,  
(40.847236, -73.888101)"
"SENIOR CENTER CONTRACTS","14C01","Bay Eden Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","1220 EAST 229TH STREET","BRONX","NY","10466","BRONX","718-882-3815","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.884011","-73.842204","212","12","460","2093741","2049050360","Eastchester-Edenwald-Baychester","
,  
(40.884011, -73.842204)"
"SENIOR CENTER CONTRACTS","14C02","Sue Ginsburg Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","975 WARING AVENUE","BRONX","NY","10469","BRONX","718-881-1758","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.861211","-73.859709","211","13","324","2093415","2044440001","Bronxdale","
,  
(40.861211, -73.859709)"
"SENIOR CENTER CONTRACTS","14D01","Dreiser Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","177 DREISER LOOP","BRONX","NY","10475","BRONX","718-320-1345","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.877935","-73.82953","210","12","46201","2097469","2051410500","Co-op City","
,  
(40.877935, -73.82953)"
"SENIOR CENTER CONTRACTS","14E01","Throggs Neck Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","2705 SCHLEY AVENUE","BRONX","NY","10465","BRONX","718-823-1771","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.821662","-73.827061","210","13","144","2080423","2055680050","Schuylerville-Throgs Neck-Edgewater Park","
,  
(40.821662, -73.827061)"
"SENIOR CENTER CONTRACTS","14F01","Kips Bay Castle Hill Neighborhood Senior Center","KIPS BAY BOYS AND GIRLS CLUB","625 CASTLE HILL AVENUE","BRONX","NY","10473","BRONX","718-319-9156","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.819754","-73.848209","209","18","86","2092673","2035700001","Soundview-Castle Hill-Clason Point-Harding Park","
,  
(40.819754, -73.848209)"
"SENIOR CENTER CONTRACTS","14H01","Neighborhood SHOPP Leon Neighborhood Senior Center","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC","735 EAST 152ND STREET","BRONX","NY","10455","BRONX","718-708-6897","Y","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","00:00","00:00","00:00","00:00","40.815994","-73.907843","201","17","79","2091979","2026540002","Melrose South-Mott Haven North","
,  
(40.815994, -73.907843)"
"SENIOR CENTER CONTRACTS","14J01","Northeast Bronx Neighborhood Senior Center","NORTHEAST BRONX SENIOR CITIZENS INC","2968 BRUCKNER BLVD","BRONX","NY","10465","BRONX","718-892-6090","Y","9 :00","4 :00","9 :00","4 :00","9 :00","4 :00","9 :00","4 :00","9 :00","4 :00","00:00","00:00","00:00","00:00","40.833889","-73.826264","210","13","164","2097558","2054200002","Schuylerville-Throgs Neck-Edgewater Park","
,  
(40.833889, -73.826264)"
"SENIOR CENTER CONTRACTS","14K01","PSS Parkside Neighborhood Senior Center","PRESBYTERIAN SENIOR SERVICES","644 ADEE AVENUE","BRONX","NY","10467","BRONX","718-881-7780","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.86967","-73.869106","211","15","336","2101742","2045420100","Bronxdale","
,  
(40.86967, -73.869106)"
"SENIOR CENTER CONTRACTS","14L01","PSS Andrew Jackson Neighborhood Senior Center","PRESBYTERIAN SENIOR SERVICES","325 EAST 156TH STREET","BRONX","NY","10451","BRONX",,"Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.821439","-73.917995","201","17","69","2091224","2024160001","Melrose South-Mott Haven North","
,  
(40.821439, -73.917995)"
"SENIOR CENTER CONTRACTS","14L02","Morrisania Air Rights Social Club","PRESBYTERIAN SENIOR SERVICES","3135 PARK AVENUE","BRONX","NY","10451","BRONX","718-992-2528","Y","08:00","4 :00","08:00","4 :00","08:00","4 :00","08:00","4 :00","08:00","4 :00","00:00","00:00","00:00","00:00","40.82415","-73.917164","204","16","173","2100990","2024209078","East Concourse-Concourse Village","
,  
(40.82415, -73.917164)"
"SENIOR CENTER CONTRACTS","14M01","PSS Davidson Neighborhood Senior Center","PRESBYTERIAN SENIOR SERVICES","950 UNION AVENUE","BRONX","NY","10459","BRONX","718-328-2811","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.822812","-73.901821","203","17","12901","2005015","2026780001","Longwood","
,  
(40.822812, -73.901821)"
"SENIOR CENTER CONTRACTS","14N01","PSS Highbridge Neighborhood Senior Center","PRESBYTERIAN SENIOR SERVICES","1181 NELSON AVENUE","BRONX","NY","10452","BRONX","718-588-3004","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.837232","-73.925706","204","16","199","2003301","2025160051","Highbridge","
,  
(40.837232, -73.925706)"
"SENIOR CENTER CONTRACTS","14N02","NYCHA SITE HIGHBRIDGE GARDENS","PRESBYTERIAN SENIOR SERVICES","1181 NELSON AVENUE","BRONX","NY","10452","BRONX","718-588-3004","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.837232","-73.925706","204","16","199","2003301","2025160051","Highbridge","
,  
(40.837232, -73.925706)"
"SENIOR CENTER CONTRACTS","14P01","RAIN Gunhill Neighborhood Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","3377 WHITE PLAINS ROAD","BRONX","NY","10467","BRONX","718-881-5589","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.874872","-73.86706","212","12","374","2087299","2046240037","Williamsbridge-Olinville","
,  
(40.874872, -73.86706)"
"SENIOR CENTER CONTRACTS","14Q01","RAIN Eastchester Neighborhood Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","1246 BURKE AVENUE","BRONX","NY","10469","BRONX","718-882-8513","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.871144","-73.851046","211","12","348","2093500","2045810001","Allerton-Pelham Gardens","
,  
(40.871144, -73.851046)"
"SENIOR CENTER CONTRACTS","14Q02","Tolentine Zeiser Community Life Center","REGIONAL AID FOR INTERIM NEEDS INC","2345 UNIVERSITY AVENUE","BRONX","NY","10468","BRONX","718-933-3305","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.861503","-73.906077","207","14","255","2118380","2032180035","Kingsbridge Heights","
,  
(40.861503, -73.906077)"
"SENIOR CENTER CONTRACTS","14Q03","Bailey Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","2660 BAILEY AVENUE","BRONX","NY","10463","BRONX","718-796-2559","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.870747","-73.906859","207","14","269","2000000","2032390025","Kingsbridge Heights","
,  
(40.870747, -73.906859)"
"SENIOR CENTER CONTRACTS","14R01","RAIN Middletown Neighborhood Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","3035 MIDDLETOWN ROAD","BRONX","NY","10461","BRONX","718-822-0486","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.844355","-73.828806","210","13","26602","2046141","2041710024","Pelham Bay-Country Club-City Island","
,  
(40.844355, -73.828806)"
"SENIOR CENTER CONTRACTS","14S01","RAIN Nereid Neighborhood Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","720 NEREID AVENUE","BRONX","NY","10466","BRONX","718-994-0132","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.898158","-73.853568","212","11","434","2069882","2050460033","Woodlawn-Wakefield","
,  
(40.898158, -73.853568)"
"SENIOR CENTER CONTRACTS","14T01","RAIN Parkchester Neighborhood Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","1380 METROPOLITAN AVENUE","BRONX","NY","10462","BRONX","718-597-9220","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.835141","-73.861061","209","18","212","2096674","2039387501","Parkchester","
,  
(40.835141, -73.861061)"
"SENIOR CENTER CONTRACTS","14U01","RAIN Boston Road Neighborhood Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","2424 BOSTON ROAD","BRONX","NY","10467","BRONX","718-547-8827","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.861733","-73.866616","211","13","330","2093401","2044310001","Bronxdale","
,  
(40.861733, -73.866616)"
"SENIOR CENTER CONTRACTS","14V01","RAIN Boston East Neighborhood Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","3450 BOSTON ROAD","BRONX","NY","10469","BRONX","718-654-9200","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.876304","-73.848594","212","12","364","2060739","2047370105","Eastchester-Edenwald-Baychester","
,  
(40.876304, -73.848594)"
"SENIOR CENTER CONTRACTS","14X01","RAIN Boston Secor Neighborhood Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","3540 BIVONA STREET","BRONX","NY","10475","BRONX","718-671-8550","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.883026","-73.833227","212","12","46202","2093879","2052630070","Co-op City","
,  
(40.883026, -73.833227)"
"SENIOR CENTER CONTRACTS","14Y01","Riverdale Neighborhood Senior Center","RIVERDALE SENIOR SERVICES INC","2600 NETHERLAND AVENUE","BRONX","NY","10463","BRONX","718-884-5900","Y","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","00:00","00:00","00:00","00:00","40.878744","-73.915679","208","11","29302","2083247","2057220475","Spuyten Duyvil-Kingsbridge","
,  
(40.878744, -73.915679)"
"SENIOR CENTER CONTRACTS","14Z01","SEBCO Neighborhood Senior Center","SEBCO DEVELOPMENT INC","887 SOUTHERN BLVD","BRONX","NY","10459","BRONX","718-617-3465","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.818913","-73.89355","202","17","89","2005752","2027220040","Hunts Point","
,  
(40.818913, -73.89355)"
"SENIOR CENTER CONTRACTS","15B01","William Hodson Neighborhood Senior Center","WILLIAM HODSON COMMUNITY CENTER INC","1320 WEBSTER AVENUE","BRONX","NY","10456","BRONX","718-538-1515","Y","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","00:00","00:00","00:00","00:00","40.834189","-73.90854","203","16","14701","2092074","2028940001","Claremont-Bathgate","
,  
(40.834189, -73.90854)"
"SENIOR CENTER CONTRACTS","15C01","Riverdale Y Senior Center","YM YWHA OF THE BRONX dba RIVERDALE YM YWHA","5625 ARLINGTON AVENUE","BRONX","NY","10471","BRONX","718-548-8200","Y","8 :30","4 :00","8 :30","4 :00","8 :30","4 :00","8 :30","4 :00","8 :30","4 :00","00:00","00:00","00:00","00:00","40.905009","-73.907133","208","11","323","2086312","2059520374","North Riverdale-Fieldston-Riverdale","
,  
(40.905009, -73.907133)"
"SENIOR CENTER CONTRACTS","15D01","PSS City Island Neighborhood Senior Center","PRESBYTERIAN SENIOR SERVICES","116 CITY ISLAND AVENUE","BRONX","NY","10464","BRONX","718 885-0727","Y","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","00:00","00:00","00:00","00:00","40.841097","-73.784187","210","13","516","2082432","2056400010","Pelham Bay-Country Club-City Island","
,  
(40.841097, -73.784187)"
"SENIOR CENTER CONTRACTS","15E01","Neighborhood SHOPP Innovative Senior Center","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC","910 EAST 172ND STREET","BRONX","NY","10460","BRONX","718-542-0222","Y","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","00:00","00:00","00:00","00:00","40.834198","-73.890157","203","17","155","2010507","2029770103","Crotona Park East","
,  
(40.834198, -73.890157)"
"SENIOR CENTER CONTRACTS","15F01","RAIN Mt. Carmel Neighborhood Senior Center","REGIONAL AID FOR INTERIM NEEDS INC","2405 SOUTHERN BLVD","BRONX","NY","10458","BRONX","718-733-8852","Y","9 :00","05:00","9 :00","05:00","9 :00","05:00","9 :00","05:00","9 :00","05:00","00:00","00:00","00:00","00:00","40.853773","-73.881558","206","15","393","2013061","2031150005","Belmont","
,  
(40.853773, -73.881558)"
"SENIOR CENTER CONTRACTS","15F02","RAIN FINDLAY HOUSE SENIOR CENTER","REGIONAL AID FOR INTERIM NEEDS INC","811 MORRIS PARK AVENUE","BRONX","NY","10462","BRONX","718-733-8852","Y",,,,,,,,,,,,,,,,,"211","13",,"2043661","2040540005",,
"SENIOR CENTER CONTRACTS","15G01","BronxWorks Innovative Senior Center","BRONXWORKS INC","80 EAST 181ST STREET","BRONX","NY","10453","BRONX","718-933-5300","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","40.855076","-73.904199","205","14","241","2013953","2031780032","Mount Hope","
,  
(40.855076, -73.904199)"
"SENIOR CENTER CONTRACTS","1Z501","BRONX YMCA GLEBE CENTER","YMCA OF GREATER NEW YORK","2125 GLEBE AVENUE","BRONX","NY","10462","BRONX","718-829-1564","Y","9 :30","3 :30","9 :30","3 :30","9 :30","3 :30","9 :30","3 :30","9 :30","3 :30","00:00","00:00","00:00","00:00","40.8351","-73.850368","210","18","20601","2041406","2039630043","Westchester-Unionport","
,  
(40.8351, -73.850368)"
"SENIOR CENTER CONTRACTS","22U01","Boro Park Neighborhood Senior Center","AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC","5602 11TH AVENUE","BROOKLYN","NY","11219","BROOKLYN","718-854-7430","Y","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","00:00","00:00","00:00","00:00","09:00","04:00","40.63368","-74.000703","312","44","216","3139989","3056880036","Borough Park","
,  
(40.63368, -74.000703)"
"SENIOR CENTER CONTRACTS","23Q01","Brookdale Neighborhood Senior Center","AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC","817 AVENUE H","BROOKLYN","NY","11230","BROOKLYN","718-434-8670","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.629268","-73.968686","314","40","460","3170160","3064960039","Flatbush","
,  
(40.629268, -73.968686)"
"SENIOR CENTER CONTRACTS","23U01","AMICO 59th Street Neighborhood Senior Center","AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO","5901 13TH AVENUE","BROOKLYN","NY","11219","BROOKLYN","718-972-1558","Y","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","00:00","00:00","00:00","00:00","40.629332","-73.998022","312","44","192","3141065","3057120001","Borough Park","
,  
(40.629332, -73.998022)"
"SENIOR CENTER CONTRACTS","24M01","Midwood Neighborhood Senior Center","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","2164 RALPH AVENUE","BROOKLYN","NY","11234","BROOKLYN","718-253-5557","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.625065","-73.917858","318","46","692","3218178","3078390001","Flatlands","
,  
(40.625065, -73.917858)"
"SENIOR CENTER CONTRACTS","24M02","Mill Basin Neighborhood Senior Center","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","2075 EAST 68TH STREET","BROOKLYN","NY","11234","BROOKLYN","718-444-3850","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","00:00","00:00","40.618864","-73.910226","318","46","69602","3237201","3084090001","Georgetown-Marine Park-Bergen Beach-Mill Basin","
,  
(40.618864, -73.910226)"
"SENIOR CENTER CONTRACTS","24Q01","Vandalia Neighborhood Senior Center","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","47 VANDALIA AVENUE","BROOKLYN","NY","11239","BROOKLYN","718-272-3949","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.649799","-73.88676","305","42","105804","3348859","3044310100","Starrett City","
,  
(40.649799, -73.88676)"
