"dvs_res_id","name","service","hours","phone_number","address","city","state","zip","building_details","borough","walk_in","email_address","website","service_details"
"11","Midtown Workforce1 Career Center","Employment","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","1250 Broadway","New York","NY","10001","Suite 810","Manhattan","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/about.shtml","Dedicated Veteran Specialist available to connect veterans and their spouses to training, jobs, and supportive services to meet your career goals while leveraging your military skills and experiences. Workforce1 Career Centers are a proud partner of the American Job Center network."
"12","NYC Business Solutions Bronx Center","Entrepreneurship","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","400 East Fordham Road","Bronx","NY","10458","7th Floor","Bronx","true","N/A","https://www1.nyc.gov/site/sbs/businesses/businesses.page","Access free services to start, operate, and grow a small business."
"13","NYC Business Solutions Brooklyn Center","Entrepreneurship","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","9 Bond Street","Brooklyn","NY","11201","5th Floor","Brooklyn","true","N/A","https://www1.nyc.gov/site/sbs/businesses/businesses.page","Access free services to start, operate, and grow a small business."
"14","NYC Business Solutions Industrial and Transportation - Bronx","Entrepreneurship","Call 311 to contact this location for hours.","Please call 311 to contact this location.","555 Bergen Avenue","Bronx","NY","10455","3rd Floor","Bronx","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","Begin or advance your career with the Workforce1 Industrial & Transportation Career Center. We work closely with leading businesses to recruit and train job candidates for positions in high growth sectors, such as transportation, manufacturing, construction, and wholesale trade."
"15","NYC Business Solutions Industrial and Transportation - Brooklyn","Entrepreneurship","Call 311 to contact this location for hours.","Please call 311 to contact this location.","85 South Oxford Street","Brooklyn","NY","11217",,"Brooklyn","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","Begin or advance your career with the Workforce1 Industrial & Transportation Career Center. We work closely with leading businesses to recruit and train job candidates for positions in high growth sectors, such as transportation, manufacturing, construction, and wholesale trade."
"16","NYC Business Solutions Industrial and Transportation - Brooklyn","Entrepreneurship","Call 311 to contact this location for hours.","Please call 311 to contact this location.","2 Kingsland Avenue","Brooklyn","NY","11211",,"Brooklyn","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","Begin or advance your career with the Workforce1 Industrial & Transportation Career Center. We work closely with leading businesses to recruit and train job candidates for positions in high growth sectors, such as transportation, manufacturing, construction, and wholesale trade."
"17","NYC Business Solutions Industrial and Transportation - Brooklyn","Entrepreneurship","Call 311 to contact this location for hours.","Please call 311 to contact this location.","241 41st Street","Brooklyn","NY","11232",,"Brooklyn","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","Begin or advance your career with the Workforce1 Industrial & Transportation Career Center. We work closely with leading businesses to recruit and train job candidates for positions in high growth sectors, such as transportation, manufacturing, construction, and wholesale trade."
"18","NYC Business Solutions Industrial and Transportation - Manhattan","Entrepreneurship","Call 311 to contact this location for hours.","Please call 311 to contact this location.","79 John Street","New York","NY","10038","2nd Floor","Manhattan","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","Begin or advance your career with the Workforce1 Industrial & Transportation Career Center. We work closely with leading businesses to recruit and train job candidates for positions in high growth sectors, such as transportation, manufacturing, construction, and wholesale trade."
"19","NYC Business Solutions Industrial and Transportation - Queens","Entrepreneurship","Call 311 to contact this location for hours.","Please call 311 to contact this location.","96-11 40th Road","Corona","NY","11368",,"Queens","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","Begin or advance your career with the Workforce1 Industrial & Transportation Career Center. We work closely with leading businesses to recruit and train job candidates for positions in high growth sectors, such as transportation, manufacturing, construction, and wholesale trade."
"20","NYC Business Solutions Industrial and Transportation - Queens","Entrepreneurship","Call 311 to contact this location for hours.","Please call 311 to contact this location.","27-01 Queens Plaza North","Long Island City","NY","11101","9th Floor","Queens","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","Begin or advance your career with the Workforce1 Industrial & Transportation Career Center. We work closely with leading businesses to recruit and train job candidates for positions in high growth sectors, such as transportation, manufacturing, construction, and wholesale trade."
"21","NYC Business Solutions Industrial and Transportation - Queens","Entrepreneurship","Call 311 to contact this location for hours.","Please call 311 to contact this location.","90-04 161st Street","Jamaica","NY","11432",,"Queens","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","Begin or advance your career with the Workforce1 Industrial & Transportation Career Center. We work closely with leading businesses to recruit and train job candidates for positions in high growth sectors, such as transportation, manufacturing, construction, and wholesale trade."
"22","NYC Business Solutions Industrial and Transportation - Staten Island","Entrepreneurship","Call 311 to contact this location for hours.","Please call 311 to contact this location.","900 South Avenue","Staten Island","NY","10314","Suite 402","Staten Island","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","Begin or advance your career with the Workforce1 Industrial & Transportation Career Center. We work closely with leading businesses to recruit and train job candidates for positions in high growth sectors, such as transportation, manufacturing, construction, and wholesale trade."
"23","NYC Business Solutions Lower Manhattan Center","Entrepreneurship","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","79 John Street","New York","NY","10038","2nd Floor","Manhattan","true","N/A","https://www1.nyc.gov/site/sbs/businesses/businesses.page","Access free services to start, operate, and grow a small business."
"24","NYC Business Solutions Queens Center at the NYC Small Business Support Center","Entrepreneurship","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","90-27 Sutphin Boulevard","Jamaica","NY","11435","4th Floor","Queens","true","N/A","https://www1.nyc.gov/site/sbs/businesses/businesses.page","The NYC Small Business Support Center offers services from Department of Consumer Affairs (DCA), Department of Health and Mental Hygiene (DOHMH), and Small Business Services (SBS) at one convenient location."
"25","NYC Business Solutions Staten Island Center","Entrepreneurship","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","120 Stuyvesant Place","Staten Island","NY","10301","3rd Floor","Staten Island","true","N/A","https://www1.nyc.gov/site/sbs/businesses/businesses.page","Access free services to start, operate, and grow a small business."
"26","NYC Business Solutions Upper Manhattan Center","Entrepreneurship","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","361 John Street","New York","NY","10027","2nd Floor","Manhattan","true","N/A","https://www1.nyc.gov/site/sbs/businesses/businesses.page","Access free services to start, operate, and grow a small business."
"27","NYC Business Solutions Washington Heights Center","Entrepreneurship","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","560 West 181st Street","New York","NY","10033","2nd Floor","Manhattan","true","N/A","https://www1.nyc.gov/site/sbs/businesses/businesses.page","Access free services to start, operate, and grow a small business."
"28","NYS Department of Labor Flushing Workforce1 Career Center","Employment","Mon - Fri: 8:30 AM - 5:00 PM","Please call 311 to contact this location.","138-60 Barclay Avenue","Flushing","NY","11355","2nd Floor","Queens","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/about.shtml","Workforce1 Career Centers are a proud partner of the American Job Center network."
"29","NYS Department of Labor Lower Manhattan Workforce1 Career Center","Employment","Mon - Fri: 8:30 AM - 4:30 PM","Please call 311 to contact this location.","75 Varick Street","New York","NY","10013","2nd Floor","Manhattan","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/about.shtml","Workforce1 Career Centers are a proud partner of the American Job Center network."
"30","NYS Department of Labor MetroTech Workforce1 Career Center","Employment","Mon - Fri: 8:00 AM - 4:30 PM","Please call 311 to contact this location.","250 Schermerhorn Street","Brooklyn","NY","11201",,"Brooklyn","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/about.shtml","Workforce1 Career Centers are a proud partner of the American Job Center network."
"31","Queens Workforce1 Career Center","Employment","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","168-25 Jamaica Avenue","Jamaica","NY","11432","2nd Floor","Queens","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/about.shtml","Dedicated Veteran Specialist available to connect veterans and their spouses to training, jobs, and supportive services to meet your career goals while leveraging your military skills and experiences. Workforce1 Career Centers are a proud partner of the American Job Center network."
"32","Rockaway Workforce1 Career Center","Employment","Mon - Fri: 8:30 AM - 5:00 PM","Please call 311 to contact this location.","57-17 Shore Front Parkway","Arverne","NY","11692",,"Queens","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/about.shtml","Workforce1 Career Centers are a proud partner of the American Job Center network."
"33","Sandy Recovery Workforce1 Career Center","Employment","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","1906 Mermaid Avenue","Brooklyn","NY","11224","2nd Floor","Brooklyn","true","N/A","https://www1.nyc.gov/site/sbs/careers/careers.page","The center connects Sandy-affected residents to recovery- and resiliency-related career opportunities and job training. Workforce1 Career Centers are a proud partner of the American Job Center network."
"34","Staten Island South Shore Workforce1 Career Center","Employment","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","3845 Richmond Avenue","Staten Island","NY","10312","2nd Floor","Staten Island","true","N/A","https://www1.nyc.gov/site/sbs/careers/careers.page","The center connects Sandy-affected residents to recovery- and resiliency-related career opportunities and job training. Workforce1 Career Centers are a proud partner of the American Job Center network."
"35","Staten Island Workforce1 Career Center","Employment","Mon - Fri: 8:30 AM - 5:00 PM","Please call 311 to contact this location.","120 Stuyvesant Place","Staten Island","NY","10301","3rd Floor","Staten Island","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/about.shtml","Dedicated Veteran Specialist available to connect veterans and their spouses to training, jobs, and supportive services to meet your career goals while leveraging your military skills and experiences. Workforce1 Career Centers are a proud partner of the American Job Center network."
"36","Staten Island Workforce1 Industrial & Transportation Career Center","Employment","Mon - Fri: 8:30 AM - 5:00 PM","Please call 311 to contact this location.","1972 Richmond Terrace","Staten Island","NY","10302",,"Staten Island","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","The center offers comprehensive career services and connections to high-quality employment in the industrial and manufacturing sectors. Workforce1 Career Centers are a proud partner of the American Job Center network."
"37","Upper Manhattan Workforce1 Career Center","Employment","Mon - Tue: 8:30 AM - 5:00 PM; Wed: 8:30 AM - 8:00 PM; Thu - Fri: 8:30 AM - 5:00 PM","Please call 311 to contact this location.","215 West 125th Street","New York","NY","10027","6th Floor","Manhattan","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/about.shtml","Dedicated Veteran Specialist available to connect veterans and their spouses to training, jobs, and supportive services to meet your career goals while leveraging your military skills and experiences. Workforce1 Career Centers are a proud partner of the American Job Center network."
"38","Washington Heights Workforce1 Career Center","Employment","Mon - Fri: 8:30 AM - 5:00 PM","Please call 311 to contact this location.","516 West 181st Street","New York","NY","10033","5th Floor","Manhattan","true","N/A","https://www1.nyc.gov/site/sbs/careers/careers.page","The center offers Global Talent Pipeline services, which support connections to employment and training for foreign-born New Yorkers. Workforce1 Career Centers are a proud partner of the American Job Center network."
"39","West Farms Workforce1 Career Center","Employment","Mon - Fri: 8:30 AM - 5:00 PM","Please call 311 to contact this location.","901 East Tremont Avenue","Bronx","NY","10460","2nd Floor","Bronx","true","N/A","https://www1.nyc.gov/site/sbs/careers/careers.page","The center offers services for youth, ages 18-24, who seek to obtain a High School Equivalency Diploma while preparing for careers. Workforce1 Career Centers are a proud partner of the American Job Center network."
"40","Workforce1 Healthcare Career Center","Employment","Mon - Fri: 9:00 AM - 5:00 PM","Please call 311 to contact this location.","79 John Street","New York","NY","10038","2nd Floor","Manhattan","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/about.shtml","Workforce1 Career Centers are a proud partner of the American Job Center network."
"41","Workforce1 Industrial & Transportation Career Center","Employment","Mon - Fri: 8:30 AM - 5:00 PM","Please call 311 to contact this location.","168-46 91 Avenue","Jamaica","NY","11432","2nd Floor","Queens","true","N/A","http://www.nyc.gov/html/sbs/wf1/html/about/transportation.shtml","The center offers comprehensive career services and connections to high-quality employment in the industrial and manufacturing sectors. Dedicated Veteran Specialist available to connect veterans and their spouses to training, jobs, and supportive services to meet your career goals while leveraging your military skills and experiences. Workforce1 Career Centers are a proud partner of the American Job Center network."
"42","NYC Small Business Services","Entrepreneurship","Mon - Fri: 9:00 AM - 5:00 PM","(212) 618-8952","110 William Street","New York","NY","10038","7th Floor","Manhattan","true","N/A","http://www1.nyc.gov/site/sbs/index.page","The�NYC Department of Small Business Services (SBS)�helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs."
"43","NYC Department of Consumer Affairs (DCA)","Entrepreneurship","Mon - Fri: 9:00 AM - 5:00 PM; The Licensing Center and Settlement Unit open early at 8:30 a.m. on Wednesdays.","(212) 487-4110","42 Broadway","New York","NY","10004","1st Floor","Manhattan","true","N/A","https://www1.nyc.gov/site/dca/index.page","If you are interested in, Street Vendor Licenses: (212) 487-4104"
"44","NYC Department of Veterans' Services - Bronx","Advocacy and Assistance","Call (212) 416-5250 to schedule an appointment","(212) 416-5250","851 Grand Concourse","Bronx","NY","10451","Room 209","Bronx","true","connect@veterans.nyc.gov","https://www1.nyc.gov/site/veterans/programs/dvs-in-your-borough.page","Our Outreach Team of veterans and veteran family members understand from experience how hard it can be to navigate services. We help every service member, veteran, or family member -- regardless of era of service, branch of service, or discharge status -- find services you�re eligible for. Get one-on-one assistance in your home borough."
"168","Supportive Services for Veteran Families (SSFV)","Homelessness","Please contact location for hours.","(212) 873-2600","135 W 50th Street","New York","NY","10020","9th Floor","Manhattan","true","N/A","https://www.voa-gny.org/ssvf","Ensuring housing stability for those who served"
"45","NYC Department of Veterans' Services - Main Office","Advocacy and Assistance","Mon - Fri: 9:00 AM - 5:00 PM","(212) 416-5250","1 Centre Street","New York","NY","10007","22nd Floor, Room 2208","Manhattan","true","connect@veterans.nyc.gov","http://www.nyc.gov/vets","DVS works to match veterans with programs and services to support fulfilling and purpose-driven lives. DVS is dedicated to improving the lives of all New York City service members, veterans, and their families, regardless of type, length, or era of service, and regardless of discharge status."
"46","NYC Department of Veterans' Services - Manhattan","Advocacy and Assistance","Call (212) 416-5250 to schedule an appointment","(212) 416-5250","431 West 125th Street","New York","NY","10027",,"Manhattan","true","connect@veterans.nyc.gov","https://www1.nyc.gov/site/veterans/programs/dvs-in-your-borough.page","Our Outreach Team of veterans and veteran family members understand from experience how hard it can be to navigate services. We help every service member, veteran, or family member -- regardless of era of service, branch of service, or discharge status -- find services you�re eligible for. Get one-on-one assistance in your home borough."
"47","NYC Department of Veterans' Services - Queens","Advocacy and Assistance","Call (212) 416-5250 to schedule an appointment","(212) 416-5250","120-55 Queens Blvd","Queens","NY","11424",,"Queens","true","connect@veterans.nyc.gov","https://www1.nyc.gov/site/veterans/programs/dvs-in-your-borough.page","Our Outreach Team of veterans and veteran family members understand from experience how hard it can be to navigate services. We help every service member, veteran, or family member -- regardless of era of service, branch of service, or discharge status -- find services you�re eligible for. Get one-on-one assistance in your home borough."
"48","NYC Department of Veterans' Services - Brooklyn","Advocacy and Assistance","Call (212) 416-5250 to schedule an appointment","(212) 416-5250","9 Bond Street","Brooklyn","NY","11201","5th Floor","Brooklyn","true","connect@veterans.nyc.gov","https://www1.nyc.gov/site/veterans/programs/dvs-in-your-borough.page","Our Outreach Team of veterans and veteran family members understand from experience how hard it can be to navigate services. We help every service member, veteran, or family member -- regardless of era of service, branch of service, or discharge status -- find services you�re eligible for. Get one-on-one assistance in your home borough."
"49","NYC Department of Veterans' Services - Staten Island","Advocacy and Assistance","Call (212) 416-5250 to schedule an appointment","(212) 416-5250","10 Richmond Terrace","Staten Island","NY","10301","#G-15","Staten Island","true","connect@veterans.nyc.gov","https://www1.nyc.gov/site/veterans/programs/dvs-in-your-borough.page","Our Outreach Team of veterans and veteran family members understand from experience how hard it can be to navigate services. We help every service member, veteran, or family member -- regardless of era of service, branch of service, or discharge status -- find services you�re eligible for. Get one-on-one assistance in your home borough."
"50","Phipps Neighborhoods Opportunity Center at Melrose","Financial Assistance","Mon, Thurs, Fri 9am - 6pm; Tues & Wed 9:00 AM - 5:00 PM","Please call 311 to book an appointment.","3125 Third Avenue","Bronx","NY","10451",,"Bronx","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"51","Phipps Neighborhoods Opportunity Center at West Farms","Financial Assistance","Mon, Tues, Wed, and Fri: 9:00 AM - 5:00 PM","Please call 311 to book an appointment.","1030 East 178th Street","Bronx","NY","10460",,"Bronx","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"52","Phipps Neighborhoods - Catholic Charities Homebase (Bronx)","Financial Assistance","Wed: 9:00 AM - 5:00 PM","Please call 311 to book an appointment.","2155 Blackrock Avenue","Bronx","NY","10472",,"Bronx","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"53","BSRC- Brooklyn Cooperative Federal Credit Union","Financial Assistance","Tues and Fri 9:00 AM - 4:00 PM; Sat 9:00 AM-2:00 PM","Please call 311 to book an appointment.","834 Dekalb Avenue","Brooklyn","NY","11237",,"Brooklyn","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"54","Bedford Stuyvesant Restoration Corporation (BSRC)","Financial Assistance","Mon- Wed, and Fri: 9:00 AM-6:00 PM; Thurs: 9:00 AM -8:00 PM","Please call 311 to book an appointment.","1368 Fulton Street","Brooklyn","NY","11216",,"Brooklyn","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"55","BSRC - Brooklyn Central Library","Financial Assistance","Tues and Thurs: 10:00 AM-4:00 PM; Sat: 10:00 AM - 4:00 PM","Please call 311 to book an appointment.","10 Grand Army Plaza","Brooklyn","NY","11238",,"Brooklyn","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"56","BSRC - The Gregory Jackson Center for Brownsville","Financial Assistance","Tues: 9:00 AM-4:00 PM; Thurs: 10:00 AM -6:00 PM","Please call 311 to book an appointment.","519 Rockaway Avenue","Brooklyn","NY","11212",,"Brooklyn","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"57","NTFP - CAMBA","Financial Assistance","Mon - Thurs: 9:00 - 6:00 PM","Please call 311 to book an appointment.","885 Flatbush Avenue","Brooklyn","NY","11226",,"Brooklyn","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"58","NTFP - University Settlement - Ingersoll Center","Financial Assistance","Wed - Thurs: 9:00 AM - 6:00 PM, Friday 9:00 AM - 12:00 PM","Please call 311 to book an appointment.","177 Myrtle Avenue","Brooklyn","NY","11201",,"Brooklyn","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"59","NTFP - Northern Manhattan Improvement Corporation","Financial Assistance","M, W-F 9am-6pm, Tuesday 11am-8pm","Please call 311 to book an appointment.","45 Wadsworth Avenue","Manhattan","NY","10033",,"Manhattan","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"60","NTFP -Neighborhood Housing Services of New York City (Midtown)","Financial Assistance","Mon - Thurs: 9:00 AM - 6:00 PM; Fri:  9:00 AM-1:0 0PM","Please call 311 to book an appointment.","307 West 36th Street","Manhattan","NY","10018",,"Manhattan","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"61","NTFP - Midtown Community Court","Financial Assistance","Tues-Wed: 9:00 AM -6:00 PM","Please call 311 to book an appointment.","314 West 54th Street","Manhattan","NY","10019",,"Manhattan","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"62","NTFP - Lower East Side People's Federal Credit Union","Financial Assistance","Mon: 9:00 AM - 4 PM, Tues: 9:00 AM - 6:00 PM","Please call 311 to book an appointment.","237 East 104th Street","Manhattan","NY","10027",,"Manhattan","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"63","NTFP - Lower East Side People's Federal Credit Union","Financial Assistance","Thurs - Fri: 9:00 AM - 6:00 PM","Please call 311 to book an appointment.","37 Avenue B","Manhattan","NY","10009",,"Manhattan","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"64","Neighborhood Trust Financial Partners (NTFP)","Financial Assistance","Mon-Tues, Thurs - Fri: 9 AM -6: 00 PM, Wed: 11:00 AM-8:00 PM, Sat: 10:00 AM -2:00 PM","Please call 311 to book an appointment.","530 West 166th Street","Manhattan","NY","10032",,"Manhattan","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
"65","NTFP - Manhattan Legal Services","Financial Assistance","Mon - Thurs: 9:00 AM-6:00 PM","Please call 311 to book an appointment.","1 West 125th Street","Manhattan","NY","10027",,"Manhattan","true","N/A","https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page","Get free financial counseling at the City's Financial Empowerment Center, you can meet one-on-one with a professional financial counselor who can help you with tackling debt, improving your credit, creating a budget, opening a bank account, planning for your future and much more."
