"facility_pk","facilityname","service_category","service_type","buildingnumber","partnertype","partner_type_detailed","address","address_2","borough","zipcode","latitude","longitude","phone","additionalinfo","startdate","enddate","monday","tuesday","wednesday","thursday","friday","saturday","sunday","condoms_male","fc2_female_insertive_condoms","lubricant","facility_type","website","community_board","council_district","census_tract","bin","bbl","nta"
"188861818","Crown Heights Electronics & Games Inc","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","189 Utica Avenue",,"Brooklyn","11213","40.672224403858","-73.930792138277","(347) 787-2903","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"308","36","34700","3036547","3013730013","BK61"
"188862097","Moe Sports","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1641 Broadway",,"Brooklyn","11207","40.68488837114","-73.913944211101","(718) 443-5102","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"304","37","40100","3078951","3034140002","BK78"
"188861694","ATB Corp","Free Safer Sex Products","Condoms and Lubricant",,"Business","Taxi/Car Service","866 New Lots Avenue",,"Brooklyn","11208","40.667979088069","-73.878924594325",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located to the left side of the entry at this taxi/car service. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fac","19000101000000.000000000","19000101000000.000000000","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","true","false","false",,,"305","42","112000","3098304","3044530004","BK82"
"188862056","Life Pharmacy","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","471 Lenox Avenue",,"Manhattan","10037","40.813055969062","-73.941634685587","(347) 557-2425","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"110","9","22600","1058227","1019180032","MN03"
"188862126","Nostrand Ave & Church Ave","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","Nostrand Ave Church Ave",,"Brooklyn","0","0","0","(718) 399-0200","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,,,,,"3",
"188861690","Apicha Community Health Center","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Clinical Facility","400 Broadway",,"Manhattan","10013","40.718695056809","-74.002463905081","(646) 572-2268","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the 2nd floor at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook communi","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,"""https://www.apicha.org/en/home""","101","1","3100","1002334","1001960001","MN24"
"188862033","KWEEN'S KLOSET","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","782 NORTRAND AVE",,"Brooklyn","0","0","0","(551) 247-5216","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,,,,,"3",
"188861921","Four Stars Barbershop","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","390 Utica Avenue",,"Brooklyn","11213","40.66495939658","-73.931491780351","(718) 756-5330","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"309","35","35500","3038278","3014190039","BK63"
"188862129","Nuevo Estilo Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Business","Barbershop","316 East 170 Street",,"Bronx","10456","40.837307398974","-73.910135978347","212-925-8219","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front near barber chair at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM",,,"true","false","false",,,"204","16","17702","2007199","2027830042","BX14"
"188862239","Sun River Health/Thrive BX","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Clinical Facility","328 East 150 Street,Ground Floor",,"Bronx","10451","40.81750893116","-73.920423319579","6469862026","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restroom at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fa","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","false",,,"201","17","6500","2092166","2023310052","BX34"
"188862038","La Morena Beauty Salon","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","899 E. 169th Street",,"Bronx","10459","40.828325311634","-73.895614886624","(718) 684-6060","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"203","17","12500","2010448","2029730041","BX35"
"188862053","Lexington Avenue Pharmacy","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","2056 Lexington Avenue",,"Manhattan","10035","40.804034652716","-73.937676520524","(212) 426-5555","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"111","8","19600","1054466","1017730057","MN34"
"188862042","Laree Luxury Beauty Salon","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1086 Broadway",,"Brooklyn","11221","40.694454340092","-73.930790611267","(347) 278-2070","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"303","36","28900","3043194","3016000010","BK35"
"188862278","TITANES BARBERSHOP","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","604 New Lots Ave",,"Brooklyn","11207","40.664567209233","-73.886868006293","(718) 200-1769","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"305","42","112200",,"3","BK85"
"188862281","Too Blessed To Be Stressed Unisex Beauty Salon","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","500 East 96 Street",,"Brooklyn","11212","40.65601470247","-73.915826886325","(718) 781-2749","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"317","42","89000","3102639","3046920043","BK96"
"188862302","Vee's Barbershop","Free Safer Sex Products","Condoms and Lubricant",,"Business","Barbershop","100a Bushwick Avenue",,"Brooklyn","11206","40.711845247032","-73.940641519189",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"301","34","49500","3323056","3027900022","BK90"
"188862195","Rise Bar","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","859 9 Avenue",,"Manhattan","10019","40.767100897914","-73.986314085955",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","true",,,"104","3","13900","1026849","1010650036","MN15"
"188861982","Housing Works -- Manhattan Harm Reduction Program","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","743 EAST 9 STREET,1ST FLOOR/HARM REDUCTION SUITE",,"Manhattan","10009","40.724530728511","-73.976174143935","646-945-4703","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a basket located in harm reduction suite at this location.Last Updated: 7/7/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondo","19000101000000.000000000","19000101000000.000000000","9:00 AM - 6:00 PM","9:00 AM - 6:00 PM","9:00 AM - 6:00 PM","9:00 AM - 6:00 PM","9:00 AM - 6:00 PM",,,"true","true","true",,"""http://www.housingworks.org""","103","2","2800","1084631","1003790039","MN28"
"188862103","Morami Pharmacy Inc.","Free Safer Sex Products","Condoms and Lubricant",,"Pharmacy","Other","144-73 Northern Boulevard,-",,"Queens","11354","40.764717167476","-73.822934123495","(718) 886-9100","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a clear drawer located in front of the cash register at this location.Last Updated: 6/8/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.","19000101000000.000000000","19000101000000.000000000","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","9:00 AM - 6:00 PM",,"true","false","true",,,"407","20","116300","4113195","4050030041","QN51"
"188862207","Sam Nails","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","408 Mother Gaston Blvd",,"Brooklyn","11212","40.669234769713","-73.906751298807","(917) 669-5595","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","90600","3081124","3035250030","BK81"
"188861853","Doc Holliday's","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","141 Avenue A",,"Manhattan","10009","40.727109245489","-73.982775733756","212-675-6220","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back on the wall by the atm at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Face","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","true",,,"103","2","3200","1077639","1004360029","MN22"
"188862080","McKennas Pub","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","250 West 14 Street",,"Manhattan","10011","40.739146326535","-74.001125878852",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front near the entrance at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","false",,,"102","3","7700","1011097","1006180008","MN23"
"188861828","D'Antigua","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","84-16 Northern Boulevard",,"Queens","11372","40.755766868169","-73.883261841807","212-957-1800","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restrooms at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"403","25","28100","4035174","4014320006","QN28"
"188861762","Brownsville Community Justice Center","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","50 Belmont Ave",,"Brooklyn","11212","40.668700878577","-73.908413843427","(347) 404-9587","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","2:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","true","true","true",,,"316","41","90600","3081140","3035260215","BK81"
"188861707","Barrow's Pub","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","463 Hudson Street",,"Manhattan","10014","40.731499225499","-74.00666068247",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the countertop near the atm at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"102","3","6900","1078101","1006030062","MN23"
"188861664","A & J Lingerie","Free Safer Sex Products","Condoms and Lubricant",,"Business","Retail Store","41 West 28 Street,n/a",,"Manhattan","10001","40.745546622959","-73.989335599781","212-689-2415","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front and the back of the store at this retail store. Last Updated: 6/20/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://ww","19000101000000.000000000","19000101000000.000000000","12:00 PM - 7:00 PM","12:00 PM - 7:00 PM","12:00 PM - 12:00 PM","12:00 PM - 7:00 PM","12:00 PM - 7:00 PM","1:00 PM - 6:00 PM",,"true","true","true",,,"105","3","7600","1015721","1008300014","MN17"
