"publication_date","reference_year","reference_month","industry","employment","method","revision_reason"
"20180713","1990","3","Natural Resources, Mining and Construction","121.279","1.0",
"20180713","1990","3","Manufacturing","274.634","1.0",
"20180713","1990","3","Public Administration","607.765","1.0",
"20180713","1990","4","Total Nonfarm","3597.604","1.0",
"20180713","1990","4","Total Private","2988.928","1.0",
"20180713","1990","4","Financial Activities","526.497","1.0",
"20180713","1990","4","Finance and Insurance","416.799","1.0",
"20180713","1990","4","Securities, Commodity Contracts, Investments ","163.288","1.0",
"20180713","1990","4","Credit Intermediation and Related Activities","168.522","1.0",
"20180713","1990","4","Real Estate and Rental and Leasing","109.697","1.0",
"20180713","1990","4","Information","170.282","1.0",
"20180713","1990","4","Professional and Business Services","471.742","1.0",
"20180713","1990","4","Professional, Scientific, and Technical Services","252.817","1.0",
"20180713","1990","4","Management of Companies and Enterprises","44.580","1.0",
"20180713","1990","4","Administrative and Waste Services","174.345","1.0",
"20180713","1990","4","Employment Services","46.937","1.0",
"20180713","1990","4","Education and Health Services","484.314","1.0",
"20180713","1990","4","Educational Services","111.653","1.0",
"20180713","1990","4","Health Care and Social Assistance","372.661","1.0",
"20180713","1990","4","Leisure and Hospitality","220.663","1.0",
"20180713","1990","4","Arts, Entertainment, and Recreation","43.163","1.0",
"20180713","1990","4","Accommodation and Food Services","177.500","1.0",
"20180713","1990","4","Other Services, except public administration","124.414","1.0",
"20180713","1990","4","Trade, Transportation, and Utilities","604.126","1.0",
"20180713","1990","4","Retail Trade","265.223","1.0",
"20180713","1990","4","Wholesale Trade","183.481","1.0",
"20180713","1990","4","Transportation and Warehousing","133.999","1.0",
"20180713","1990","4","Utilities","21.423","1.0",
"20180713","1990","4","Natural Resources, Mining and Construction","117.443","1.0",
"20180713","1990","4","Manufacturing","269.448","1.0",
"20180713","1990","4","Public Administration","608.676","1.0",
"20180713","1990","5","Total Nonfarm","3603.477","1.0",
"20180713","1990","5","Total Private","2986.845","1.0",
"20180713","1990","5","Financial Activities","524.488","1.0",
"20180713","1990","5","Finance and Insurance","414.458","1.0",
"20180713","1990","5","Securities, Commodity Contracts, Investments ","162.066","1.0",
"20180713","1990","5","Credit Intermediation and Related Activities","167.881","1.0",
"20180713","1990","5","Real Estate and Rental and Leasing","110.030","1.0",
"20180713","1990","5","Information","170.815","1.0",
"20180713","1990","5","Professional and Business Services","471.012","1.0",
"20180713","1990","5","Professional, Scientific, and Technical Services","251.640","1.0",
"20180713","1990","5","Management of Companies and Enterprises","44.680","1.0",
"20180713","1990","5","Administrative and Waste Services","174.692","1.0",
"20180713","1990","5","Employment Services","46.784","1.0",
"20180713","1990","5","Education and Health Services","486.278","1.0",
"20180713","1990","5","Educational Services","111.942","1.0",
"20180713","1990","5","Health Care and Social Assistance","374.336","1.0",
"20180713","1990","5","Leisure and Hospitality","219.591","1.0",
"20180713","1990","5","Arts, Entertainment, and Recreation","43.458","1.0",
"20180713","1990","5","Accommodation and Food Services","176.133","1.0",
"20180713","1990","5","Other Services, except public administration","124.497","1.0",
"20180713","1990","5","Trade, Transportation, and Utilities","604.579","1.0",
"20180713","1990","5","Retail Trade","264.820","1.0",
"20180713","1990","5","Wholesale Trade","184.286","1.0",
"20180713","1990","5","Transportation and Warehousing","134.052","1.0",
"20180713","1990","5","Utilities","21.420","1.0",
"20180713","1990","5","Natural Resources, Mining and Construction","116.432","1.0",
"20180713","1990","5","Manufacturing","269.154","1.0",
"20180713","1990","5","Public Administration","616.632","1.0",
"20180713","1990","6","Total Nonfarm","3593.972","1.0",
"20180713","1990","6","Total Private","2977.334","1.0",
"20180713","1990","6","Financial Activities","522.746","1.0",
"20180713","1990","6","Finance and Insurance","412.716","1.0",
"20180713","1990","6","Securities, Commodity Contracts, Investments ","160.963","1.0",
"20180713","1990","6","Credit Intermediation and Related Activities","167.145","1.0",
"20180713","1990","6","Real Estate and Rental and Leasing","110.030","1.0",
"20180713","1990","6","Information","169.637","1.0",
"20180713","1990","6","Professional and Business Services","469.976","1.0",
"20180713","1990","6","Professional, Scientific, and Technical Services","251.078","1.0",
"20180713","1990","6","Management of Companies and Enterprises","44.983","1.0",
"20180713","1990","6","Administrative and Waste Services","173.915","1.0",
"20180713","1990","6","Employment Services","46.680","1.0",
"20180713","1990","6","Education and Health Services","487.499","1.0",
"20180713","1990","6","Educational Services","112.243","1.0",
"20180713","1990","6","Health Care and Social Assistance","375.256","1.0",
"20180713","1990","6","Leisure and Hospitality","218.515","1.0",
"20180713","1990","6","Arts, Entertainment, and Recreation","42.994","1.0",
"20180713","1990","6","Accommodation and Food Services","175.521","1.0",
"20180713","1990","6","Other Services, except public administration","125.032","1.0",
"20180713","1990","6","Trade, Transportation, and Utilities","602.153","1.0",
"20180713","1990","6","Retail Trade","263.791","1.0",
"20180713","1990","6","Wholesale Trade","183.904","1.0",
"20180713","1990","6","Transportation and Warehousing","133.090","1.0",
"20180713","1990","6","Utilities","21.368","1.0",
"20180713","1990","6","Natural Resources, Mining and Construction","114.693","1.0",
"20180713","1990","6","Manufacturing","267.084","1.0",
"20180713","1990","6","Public Administration","616.638","1.0",
"20180713","1990","7","Total Nonfarm","3558.371","1.0",
"20180713","1990","7","Total Private","2967.121","1.0",
"20180713","1990","7","Financial Activities","520.231","1.0",
"20180713","1990","7","Finance and Insurance","409.535","1.0",
"20180713","1990","7","Securities, Commodity Contracts, Investments ","158.217","1.0",
"20180713","1990","7","Credit Intermediation and Related Activities","166.362","1.0",
"20180713","1990","7","Real Estate and Rental and Leasing","110.697","1.0",
"20180713","1990","7","Information","169.831","1.0",
"20180713","1990","7","Professional and Business Services","467.665","1.0",
"20180713","1990","7","Professional, Scientific, and Technical Services","250.363","1.0",
"20180713","1990","7","Management of Companies and Enterprises","45.459","1.0",
"20180713","1990","7","Administrative and Waste Services","171.843","1.0",
"20180713","1990","7","Employment Services","44.930","1.0",
"20180713","1990","7","Education and Health Services","487.912","1.0",
"20180713","1990","7","Educational Services","112.513","1.0",
"20180713","1990","7","Health Care and Social Assistance","375.399","1.0",
"20180713","1990","7","Leisure and Hospitality","217.247","1.0",
"20180713","1990","7","Arts, Entertainment, and Recreation","42.539","1.0",
"20180713","1990","7","Accommodation and Food Services","174.709","1.0",
"20180713","1990","7","Other Services, except public administration","125.296","1.0",
"20180713","1990","7","Trade, Transportation, and Utilities","601.344","1.0",
"20180713","1990","7","Retail Trade","263.211","1.0",
"20180713","1990","7","Wholesale Trade","183.380","1.0",
"20180713","1990","7","Transportation and Warehousing","133.307","1.0",
"20180713","1990","7","Utilities","21.447","1.0",
"20180713","1990","7","Natural Resources, Mining and Construction","112.864","1.0",
"20180713","1990","7","Manufacturing","264.730","1.0",
"20180713","1990","7","Public Administration","591.249","1.0",
"20180713","1990","8","Total Nonfarm","3571.977","1.0",
"20180713","1990","8","Total Private","2968.029","1.0",
"20180713","1990","8","Financial Activities","519.222","1.0",
"20180713","1990","8","Finance and Insurance","408.032","1.0",
"20180713","1990","8","Securities, Commodity Contracts, Investments ","157.317","1.0",
"20180713","1990","8","Credit Intermediation and Related Activities","165.607","1.0",
"20180713","1990","8","Real Estate and Rental and Leasing","111.190","1.0",
"20180713","1990","8","Information","170.132","1.0",
"20180713","1990","8","Professional and Business Services","468.890","1.0",
"20180713","1990","8","Professional, Scientific, and Technical Services","251.408","1.0",
"20180713","1990","8","Management of Companies and Enterprises","45.471","1.0",
"20180713","1990","8","Administrative and Waste Services","172.011","1.0",
"20180713","1990","8","Employment Services","44.763","1.0",
"20180713","1990","8","Education and Health Services","488.963","1.0",
"20180713","1990","8","Educational Services","112.281","1.0",
"20180713","1990","8","Health Care and Social Assistance","376.682","1.0",
"20180713","1990","8","Leisure and Hospitality","218.772","1.0",
"20180713","1990","8","Arts, Entertainment, and Recreation","42.516","1.0",
"20180713","1990","8","Accommodation and Food Services","176.256","1.0",
"20180713","1990","8","Other Services, except public administration","126.296","1.0",
"20180713","1990","8","Trade, Transportation, and Utilities","600.646","1.0",
"20180713","1990","8","Retail Trade","262.585","1.0",
"20180713","1990","8","Wholesale Trade","182.983","1.0",
"20180713","1990","8","Transportation and Warehousing","133.712","1.0",
"20180713","1990","8","Utilities","21.365","1.0",
"20180713","1990","8","Natural Resources, Mining and Construction","112.412","1.0",
"20180713","1990","8","Manufacturing","262.696","1.0",
"20180713","1990","8","Public Administration","603.949","1.0",
"20180713","1990","9","Total Nonfarm","3563.755","1.0",
"20180713","1990","9","Total Private","2952.400","1.0",
"20180713","1990","9","Financial Activities","516.920","1.0",
"20180713","1990","9","Finance and Insurance","407.288","1.0",
"20180713","1990","9","Securities, Commodity Contracts, Investments ","158.033","1.0",
"20180713","1990","9","Credit Intermediation and Related Activities","164.330","1.0",
"20180713","1990","9","Real Estate and Rental and Leasing","109.632","1.0",
"20180713","1990","9","Information","168.606","1.0",
"20180713","1990","9","Professional and Business Services","464.674","1.0",
"20180713","1990","9","Professional, Scientific, and Technical Services","249.075","1.0",
"20180713","1990","9","Management of Companies and Enterprises","45.513","1.0",
"20180713","1990","9","Administrative and Waste Services","170.086","1.0",
"20180713","1990","9","Employment Services","44.587","1.0",
"20180713","1990","9","Education and Health Services","490.912","1.0",
"20180713","1990","9","Educational Services","113.618","1.0",
"20180713","1990","9","Health Care and Social Assistance","377.294","1.0",
"20180713","1990","9","Leisure and Hospitality","216.991","1.0",
"20180713","1990","9","Arts, Entertainment, and Recreation","42.426","1.0",
"20180713","1990","9","Accommodation and Food Services","174.565","1.0",
"20180713","1990","9","Other Services, except public administration","125.207","1.0",
"20180713","1990","9","Trade, Transportation, and Utilities","598.135","1.0",
"20180713","1990","9","Retail Trade","261.040","1.0",
"20180713","1990","9","Wholesale Trade","182.491","1.0",
"20180713","1990","9","Transportation and Warehousing","133.330","1.0",
"20180713","1990","9","Utilities","21.274","1.0",
"20180713","1990","9","Natural Resources, Mining and Construction","111.101","1.0",
"20180713","1990","9","Manufacturing","259.854","1.0",
"20180713","1990","9","Public Administration","611.355","1.0",
"20180713","1990","10","Total Nonfarm","3528.249","1.0",
"20180713","1990","10","Total Private","2921.595","1.0",
"20180713","1990","10","Financial Activities","513.927","1.0",
"20180713","1990","10","Finance and Insurance","406.325","1.0",
"20180713","1990","10","Securities, Commodity Contracts, Investments ","157.076","1.0",
"20180713","1990","10","Credit Intermediation and Related Activities","164.828","1.0",
"20180713","1990","10","Real Estate and Rental and Leasing","107.602","1.0",
"20180713","1990","10","Information","167.554","1.0",
"20180713","1990","10","Professional and Business Services","458.332","1.0",
"20180713","1990","10","Professional, Scientific, and Technical Services","246.306","1.0",
"20180713","1990","10","Management of Companies and Enterprises","45.712","1.0",
"20180713","1990","10","Administrative and Waste Services","166.314","1.0",
"20180713","1990","10","Employment Services","42.633","1.0",
"20180713","1990","10","Education and Health Services","488.186","1.0",
"20180713","1990","10","Educational Services","110.289","1.0",
"20180713","1990","10","Health Care and Social Assistance","377.896","1.0",
"20180713","1990","10","Leisure and Hospitality","212.775","1.0",
"20180713","1990","10","Arts, Entertainment, and Recreation","41.591","1.0",
"20180713","1990","10","Accommodation and Food Services","171.184","1.0",
"20180713","1990","10","Other Services, except public administration","124.229","1.0",
"20180713","1990","10","Trade, Transportation, and Utilities","590.415","1.0",
"20180713","1990","10","Retail Trade","259.589","1.0",
"20180713","1990","10","Wholesale Trade","179.317","1.0",
"20180713","1990","10","Transportation and Warehousing","130.332","1.0",
"20180713","1990","10","Utilities","21.177","1.0",
"20180713","1990","10","Natural Resources, Mining and Construction","109.989","1.0",
"20180713","1990","10","Manufacturing","256.189","1.0",
"20180713","1990","10","Public Administration","606.654","1.0",
"20180713","1990","11","Total Nonfarm","3514.686","1.0",
"20180713","1990","11","Total Private","2909.166","1.0",
"20180713","1990","11","Financial Activities","510.887","1.0",
"20180713","1990","11","Finance and Insurance","403.548","1.0",
"20180713","1990","11","Securities, Commodity Contracts, Investments ","156.073","1.0",
"20180713","1990","11","Credit Intermediation and Related Activities","163.289","1.0",
"20180713","1990","11","Real Estate and Rental and Leasing","107.340","1.0",
"20180713","1990","11","Information","165.735","1.0",
"20180713","1990","11","Professional and Business Services","456.551","1.0",
"20180713","1990","11","Professional, Scientific, and Technical Services","245.269","1.0",
"20180713","1990","11","Management of Companies and Enterprises","45.898","1.0",
"20180713","1990","11","Administrative and Waste Services","165.384","1.0",
"20180713","1990","11","Employment Services","42.094","1.0",
"20180713","1990","11","Education and Health Services","490.622","1.0",
"20180713","1990","11","Educational Services","111.526","1.0",
"20180713","1990","11","Health Care and Social Assistance","379.096","1.0",
"20180713","1990","11","Leisure and Hospitality","212.167","1.0",
"20180713","1990","11","Arts, Entertainment, and Recreation","41.658","1.0",
"20180713","1990","11","Accommodation and Food Services","170.509","1.0",
"20180713","1990","11","Other Services, except public administration","123.888","1.0",
"20180713","1990","11","Trade, Transportation, and Utilities","587.496","1.0",
"20180713","1990","11","Retail Trade","258.026","1.0",
"20180713","1990","11","Wholesale Trade","178.601","1.0",
"20180713","1990","11","Transportation and Warehousing","129.652","1.0",
"20180713","1990","11","Utilities","21.217","1.0",
"20180713","1990","11","Natural Resources, Mining and Construction","108.878","1.0",
"20180713","1990","11","Manufacturing","252.941","1.0",
"20180713","1990","11","Public Administration","605.520","1.0",
"20180713","1990","12","Total Nonfarm","3502.378","1.0",
"20180713","1990","12","Total Private","2898.800","1.0",
"20180713","1990","12","Financial Activities","509.358","1.0",
"20180713","1990","12","Finance and Insurance","402.419","1.0",
"20180713","1990","12","Securities, Commodity Contracts, Investments ","155.846","1.0",
"20180713","1990","12","Credit Intermediation and Related Activities","162.656","1.0",
"20180713","1990","12","Real Estate and Rental and Leasing","106.939","1.0",
"20180713","1990","12","Information","165.513","1.0",
"20180713","1990","12","Professional and Business Services","454.633","1.0",
"20180713","1990","12","Professional, Scientific, and Technical Services","244.983","1.0",
"20180713","1990","12","Management of Companies and Enterprises","46.155","1.0",
"20180713","1990","12","Administrative and Waste Services","163.495","1.0",
"20180713","1990","12","Employment Services","41.256","1.0",
"20180713","1990","12","Education and Health Services","490.147","1.0",
"20180713","1990","12","Educational Services","111.561","1.0",
"20180713","1990","12","Health Care and Social Assistance","378.586","1.0",
"20180713","1990","12","Leisure and Hospitality","212.693","1.0",
"20180713","1990","12","Arts, Entertainment, and Recreation","43.010","1.0",
"20180713","1990","12","Accommodation and Food Services","169.683","1.0",
"20180713","1990","12","Other Services, except public administration","123.586","1.0",
"20180713","1990","12","Trade, Transportation, and Utilities","583.837","1.0",
"20180713","1990","12","Retail Trade","255.556","1.0",
"20180713","1990","12","Wholesale Trade","177.696","1.0",
"20180713","1990","12","Transportation and Warehousing","129.448","1.0",
"20180713","1990","12","Utilities","21.137","1.0",
"20180713","1990","12","Natural Resources, Mining and Construction","107.374","1.0",
"20180713","1990","12","Manufacturing","251.660","1.0",
"20180713","1990","12","Public Administration","603.577","1.0",
"20180713","1991","1","Total Nonfarm","3459.393","1.0",
"20180713","1991","1","Total Private","2857.701","1.0",
"20180713","1991","1","Financial Activities","505.910","1.0",
"20180713","1991","1","Finance and Insurance","399.876","1.0",
"20180713","1991","1","Securities, Commodity Contracts, Investments ","154.991","1.0",
"20180713","1991","1","Credit Intermediation and Related Activities","161.146","1.0",
"20180713","1991","1","Real Estate and Rental and Leasing","106.035","1.0",
"20180713","1991","1","Information","162.974","1.0",
"20180713","1991","1","Professional and Business Services","443.238","1.0",
"20180713","1991","1","Professional, Scientific, and Technical Services","238.220","1.0",
"20180713","1991","1","Management of Companies and Enterprises","47.109","1.0",
"20180713","1991","1","Administrative and Waste Services","157.910","1.0",
"20180713","1991","1","Employment Services","38.821","1.0",
"20180713","1991","1","Education and Health Services","491.971","1.0",
"20180713","1991","1","Educational Services","109.923","1.0",
"20180713","1991","1","Health Care and Social Assistance","382.048","1.0",
"20180713","1991","1","Leisure and Hospitality","207.177","1.0",
"20180713","1991","1","Arts, Entertainment, and Recreation","40.735","1.0",
"20180713","1991","1","Accommodation and Food Services","166.442","1.0",
"20180713","1991","1","Other Services, except public administration","121.038","1.0",
"20180713","1991","1","Trade, Transportation, and Utilities","574.175","1.0",
"20180713","1991","1","Retail Trade","253.320","1.0",
"20180713","1991","1","Wholesale Trade","175.545","1.0",
"20180713","1991","1","Transportation and Warehousing","124.207","1.0",
"20180713","1991","1","Utilities","21.103","1.0",
"20180713","1991","1","Natural Resources, Mining and Construction","104.947","1.0",
"20180713","1991","1","Manufacturing","246.270","1.0",
"20180713","1991","1","Public Administration","601.692","1.0",
"20180713","1991","2","Total Nonfarm","3444.869","1.0",
"20180713","1991","2","Total Private","2844.254","1.0",
"20180713","1991","2","Financial Activities","503.113","1.0",
"20180713","1991","2","Finance and Insurance","397.443","1.0",
"20180713","1991","2","Securities, Commodity Contracts, Investments ","153.476","1.0",
"20180713","1991","2","Credit Intermediation and Related Activities","160.410","1.0",
"20180713","1991","2","Real Estate and Rental and Leasing","105.670","1.0",
"20180713","1991","2","Information","163.044","1.0",
"20180713","1991","2","Professional and Business Services","441.425","1.0",
"20180713","1991","2","Professional, Scientific, and Technical Services","236.780","1.0",
"20180713","1991","2","Management of Companies and Enterprises","46.790","1.0",
"20180713","1991","2","Administrative and Waste Services","157.855","1.0",
"20180713","1991","2","Employment Services","38.498","1.0",
"20180713","1991","2","Education and Health Services","492.421","1.0",
"20180713","1991","2","Educational Services","108.908","1.0",
"20180713","1991","2","Health Care and Social Assistance","383.513","1.0",
"20180713","1991","2","Leisure and Hospitality","205.558","1.0",
"20180713","1991","2","Arts, Entertainment, and Recreation","40.502","1.0",
"20180713","1991","2","Accommodation and Food Services","165.057","1.0",
"20180713","1991","2","Other Services, except public administration","120.732","1.0",
"20180713","1991","2","Trade, Transportation, and Utilities","569.463","1.0",
"20180713","1991","2","Retail Trade","250.649","1.0",
"20180713","1991","2","Wholesale Trade","174.007","1.0",
"20180713","1991","2","Transportation and Warehousing","123.664","1.0",
"20180713","1991","2","Utilities","21.144","1.0",
"20180713","1991","2","Natural Resources, Mining and Construction","103.482","1.0",
"20180713","1991","2","Manufacturing","245.015","1.0",
"20180713","1991","2","Public Administration","600.615","1.0",
"20180713","1991","3","Total Nonfarm","3431.294","1.0",
"20180713","1991","3","Total Private","2832.133","1.0",
"20180713","1991","3","Financial Activities","501.702","1.0",
"20180713","1991","3","Finance and Insurance","396.268","1.0",
"20180713","1991","3","Securities, Commodity Contracts, Investments ","153.598","1.0",
"20180713","1991","3","Credit Intermediation and Related Activities","159.495","1.0",
"20180713","1991","3","Real Estate and Rental and Leasing","105.434","1.0",
"20180713","1991","3","Information","162.722","1.0",
"20180713","1991","3","Professional and Business Services","438.793","1.0",
"20180713","1991","3","Professional, Scientific, and Technical Services","235.929","1.0",
"20180713","1991","3","Management of Companies and Enterprises","46.581","1.0",
"20180713","1991","3","Administrative and Waste Services","156.283","1.0",
"20180713","1991","3","Employment Services","37.943","1.0",
"20180713","1991","3","Education and Health Services","493.813","1.0",
"20180713","1991","3","Educational Services","109.285","1.0",
"20180713","1991","3","Health Care and Social Assistance","384.528","1.0",
"20180713","1991","3","Leisure and Hospitality","204.056","1.0",
"20180713","1991","3","Arts, Entertainment, and Recreation","40.029","1.0",
"20180713","1991","3","Accommodation and Food Services","164.027","1.0",
"20180713","1991","3","Other Services, except public administration","120.698","1.0",
"20180713","1991","3","Trade, Transportation, and Utilities","564.662","1.0",
"20180713","1991","3","Retail Trade","249.280","1.0",
"20180713","1991","3","Wholesale Trade","172.957","1.0",
"20180713","1991","3","Transportation and Warehousing","121.305","1.0",
"20180713","1991","3","Utilities","21.120","1.0",
"20180713","1991","3","Natural Resources, Mining and Construction","102.599","1.0",
"20180713","1991","3","Manufacturing","243.089","1.0",
"20180713","1991","3","Public Administration","599.161","1.0",
"20180713","1991","4","Total Nonfarm","3411.724","1.0",
"20180713","1991","4","Total Private","2812.424","1.0",
"20180713","1991","4","Financial Activities","498.894","1.0",
"20180713","1991","4","Finance and Insurance","394.350","1.0",
"20180713","1991","4","Securities, Commodity Contracts, Investments ","152.835","1.0",
"20180713","1991","4","Credit Intermediation and Related Activities","158.326","1.0",
"20180713","1991","4","Real Estate and Rental and Leasing","104.543","1.0",
"20180713","1991","4","Information","162.330","1.0",
"20180713","1991","4","Professional and Business Services","431.527","1.0",
"20180713","1991","4","Professional, Scientific, and Technical Services","232.082","1.0",
"20180713","1991","4","Management of Companies and Enterprises","46.583","1.0",
"20180713","1991","4","Administrative and Waste Services","152.862","1.0",
"20180713","1991","4","Employment Services","36.745","1.0",
"20180713","1991","4","Education and Health Services","493.785","1.0",
"20180713","1991","4","Educational Services","109.081","1.0",
"20180713","1991","4","Health Care and Social Assistance","384.704","1.0",
"20180713","1991","4","Leisure and Hospitality","200.765","1.0",
"20180713","1991","4","Arts, Entertainment, and Recreation","38.778","1.0",
"20180713","1991","4","Accommodation and Food Services","161.987","1.0",
"20180713","1991","4","Other Services, except public administration","119.782","1.0",
"20180713","1991","4","Trade, Transportation, and Utilities","564.332","1.0",
"20180713","1991","4","Retail Trade","247.674","1.0",
"20180713","1991","4","Wholesale Trade","171.070","1.0",
"20180713","1991","4","Transportation and Warehousing","124.570","1.0",
"20180713","1991","4","Utilities","21.018","1.0",
"20180713","1991","4","Natural Resources, Mining and Construction","101.017","1.0",
"20180713","1991","4","Manufacturing","239.992","1.0",
"20180713","1991","4","Public Administration","599.300","1.0",
"20180713","1991","5","Total Nonfarm","3398.694","1.0",
"20180713","1991","5","Total Private","2800.011","1.0",
"20180713","1991","5","Financial Activities","496.809","1.0",
"20180713","1991","5","Finance and Insurance","392.772","1.0",
"20180713","1991","5","Securities, Commodity Contracts, Investments ","152.283","1.0",
"20180713","1991","5","Credit Intermediation and Related Activities","157.561","1.0",
"20180713","1991","5","Real Estate and Rental and Leasing","104.037","1.0",
"20180713","1991","5","Information","162.278","1.0",
"20180713","1991","5","Professional and Business Services","429.805","1.0",
"20180713","1991","5","Professional, Scientific, and Technical Services","231.488","1.0",
"20180713","1991","5","Management of Companies and Enterprises","46.752","1.0",
"20180713","1991","5","Administrative and Waste Services","151.564","1.0",
"20180713","1991","5","Employment Services","35.771","1.0",
"20180713","1991","5","Education and Health Services","494.946","1.0",
"20180713","1991","5","Educational Services","109.114","1.0",
"20180713","1991","5","Health Care and Social Assistance","385.832","1.0",
"20180713","1991","5","Leisure and Hospitality","197.710","1.0",
"20180713","1991","5","Arts, Entertainment, and Recreation","38.413","1.0",
"20180713","1991","5","Accommodation and Food Services","159.296","1.0",
"20180713","1991","5","Other Services, except public administration","119.559","1.0",
"20180713","1991","5","Trade, Transportation, and Utilities","561.806","1.0",
"20180713","1991","5","Retail Trade","246.669","1.0",
"20180713","1991","5","Wholesale Trade","170.135","1.0",
"20180713","1991","5","Transportation and Warehousing","123.993","1.0",
"20180713","1991","5","Utilities","21.009","1.0",
"20180713","1991","5","Natural Resources, Mining and Construction","99.453","1.0",
"20180713","1991","5","Manufacturing","237.645","1.0",
"20180713","1991","5","Public Administration","598.684","1.0",
