"station_name","agency","no_of_ports","number","street","city","state","postcode","borough","latitude","longitude","community_district","council_district","census_tract","bin","bbl","nta"
"DOT LOT QUEENS FAMILY COURT 1","DOT","1","150-07","Archer Avenue","Queens","New York","11432","QUEENS","40.701386","-73.80374","412","27","240","4215602","4100920001","QN61"
"DOT LOT QUEENS FAMILY COURT 2","DOT","1","150-07","Archer Avenue","Queens","New York","11432","QUEENS","40.701386","-73.80374","412","27","240","4215602","4100920001","QN61"
"DOT LOT QUEENS FAMILY COURT 3","DOT","1","150-07","Archer Avenue","Queens","New York","11432","QUEENS","40.701386","-73.80374","412","27","240","4215602","4100920001","QN61"
"DOT LOT ST GEORGE 1","DOT","1","54","Central Avenue","Staten Island","New York","10301","STATEN IS","40.640566","-74.076713","501","49","3","5151736","5000060021","SI22"
"DOT LOT ST GEORGE 2","DOT","1","54","Central Avenue","Staten Island","New York","10301","STATEN IS","40.640566","-74.076713","501","49","3","5151736","5000060021","SI22"
"DOT LOT ST GEORGE 3","DOT","1","54","Central Avenue","Staten Island","New York","10301","STATEN IS","40.640566","-74.076713","501","49","3","5151736","5000060021","SI22"
"DOT LOT ST GEORGE 4","DOT","1","54","Central Avenue","Staten Island","New York","10301","STATEN IS","40.640566","-74.076713","501","49","3","5151736","5000060021","SI22"
"DOT LOT ST GEORGE 5","DOT","1","54","Central Avenue","Staten Island","New York","10301","STATEN IS","40.640566","-74.076713","501","49","3","5151736","5000060021","SI22"
"NYC FLEET / ACSLINDENBLVDBK","ACS","1","2554","Linden Blvd","Brooklyn","New York","11208","BROOKLYN","40.668034","-73.869949","305","42","1220","3098733","3044840013","BK82"
"NYC FLEET / ACSSTMARKSPL1","ACS","1","350","St Marks Pl","Staten Island","New York","10301","STATEN IS","40.640708","-74.077697","501","49","3","5000185","5000160054","SI22"
"NYC FLEET / CITYHALL EAST","CITYHALL","2",,"New York City Hall","New York","New York","10007","MANHATTAN","40.712806","-74.006096","101","1","31","1079147","1001220001","MN24"
"NYC FLEET / CITYHALL WEST","CITYHALL","2",,"New York City Hall","New York","New York","10007","MANHATTAN","40.712806","-74.006096","101","1","31","1079147","1001220001","MN24"
"NYC FLEET / DCAS_1CENTRDCFC","DCAS","1","1","Centre St","New York","New York","10007","MANHATTAN","40.713001","-74.004181","101","1","29","1001394","1001210001","MN27"
"NYC FLEET / DCAS_1CENTRE SL","DCAS","1","1","Centre St","New York","New York","10007","MANHATTAN","40.713001","-74.004181","101","1","29","1001394","1001210001","MN27"
"NYC FLEET / DCAS_1CENTRE_L3","DCAS","1","1","Centre St","New York","New York","10007","MANHATTAN","40.713001","-74.004181","101","1","29","1001394","1001210001","MN27"
"NYC FLEET / DCAS_KENTAVE1","DCAS","1","390","Kent Ave","Brooklyn","New York","11249","BROOKLYN","40.711246","-73.968348","301","33","549","3063635","3024670001","BK73"
"NYC FLEET / DCAS_KENTAVE2","DCAS","1","390","Kent Ave","Brooklyn","New York","11249","BROOKLYN","40.711246","-73.968348","301","33","549","3063635","3024670001","BK73"
"NYC FLEET / DCAS_KENTAVE3","DCAS","1","390","Kent Ave","Brooklyn","New York","11249","BROOKLYN","40.711246","-73.968348","301","33","549","3063635","3024670001","BK73"
"NYC FLEET / DCAS100GLD_1_L3","DCAS","1","100","Gold St","New York","New York","10038","MANHATTAN","40.710353","-74.004007","101","1","1501","1001289","1000940025","MN25"
"NYC FLEET / DCAS100GLD_2_L3","DCAS","1","100","Gold St","New York","New York","10038","MANHATTAN","40.710353","-74.004007","101","1","1501","1001289","1000940025","MN25"
"NYC FLEET / DCAS100GOLD","DCAS","1","100","Gold St","New York","New York","10038","MANHATTAN","40.710353","-74.004007","101","1","1501","1001289","1000940025","MN25"
"NYC FLEET / DCASCSTHSE_1_L3","DCAS","1","6626","Metropolitan Ave","Middle Village","New York","11379","QUEENS","40.712372","-73.892028","405","30","61301","4443103","4036050001","QN20"
"NYC FLEET / DCASCSTHSE_2_L3","DCAS","1","6626","Metropolitan Ave","Middle Village","New York","11379","QUEENS","40.712372","-73.892028","405","30","61301","4443103","4036050001","QN20"
"NYC FLEET / DCASNAVYYARD01","DCAS","1","2","Navy St","Brooklyn","New York","11201","BROOKLYN","40.70061","-73.98042","302","35","23","0","0","BK38"
"NYC FLEET / DCASNAVYYARD02","DCAS","1","2","Navy St","Brooklyn","New York","11201","BROOKLYN","40.70061","-73.98042","302","35","23","0","0","BK38"
"NYC FLEET / DCASNAVYYARD03","DCAS","1","2","Navy St","Brooklyn","New York","11201","BROOKLYN","40.70061","-73.98042","302","35","23","0","0","BK38"
"NYC FLEET / DDC_LIC-2","DDC","2","30-30","Thomson Ave","LIC","New York","11101","QUEENS","40.745042","-73.936191","402","26","179","4003533","4002770001","QN31"
"NYC FLEET / DDC_LIC-3","DDC","1","2","31st St","LIC","New York","11101",,,,,,,,,
"NYC FLEET / DDC_LICARC-1","DDC","1","30-20","Thomson Ave","LIC","New York","11101","QUEENS","40.745095","-73.936635","402","26","179","4003517","4002740001","QN31"
"NYC FLEET / DDC_LICARC-2","DDC","1","30-20","Thomson Ave","Long Island City","New York","11101","QUEENS","40.745095","-73.936635","402","26","179","4003517","4002740001","QN31"
"NYC FLEET / DEP_ CONEY ISLA","DEP","2","2501","Knapp St","Brooklyn","New York","11235","BROOKLYN","40.592214","-73.932546","315","48","628","3414032","3088350001","BK17"
"NYC FLEET / DEP_26WARD# 1","DEP","2","12266","Flatlands Ave","Brooklyn","New York","11207","BROOKLYN","40.654817","-73.881479","305","42","1070","3000000","3044400001","BK82"
"NYC FLEET / DEP_26WARD# 2","DEP","2","12266","Flatlands Ave","New York","New York","11207","BROOKLYN","40.654817","-73.881479","305","42","1070","3000000","3044400001","BK82"
"NYC FLEET / DEP_3701JEROME1","DEP","1","3701","Jerome Ave","New York","New York","10467","BRONX","40.887018","-73.878095","226","11","435","2112995","2059000001","BX99"
"NYC FLEET / DEP_3701JEROME2","DEP","2","3701","Jerome Ave","Bronx","New York","10467","BRONX","40.887018","-73.878095","226","11","435","2112995","2059000001","BX99"
"NYC FLEET / DEP_930ZEREGA_1","DEP","2","930","Zerega Ave","East Bronx","New York","10473","BRONX","40.827104","-73.843596","209","18","90","2000000","2037060001","BX09"
"NYC FLEET / DEP_ASTORIA #1","DEP","2","43-1","Berrian Blvd","Queens","New York","11105","QUEENS","40.778421","-73.894593","401","22","10701","4442400","4007760150","QN72"
"NYC FLEET / DEP_ASTORIA#2","DEP","2","43-1","Berrian Blvd","Queens","New York","11105","QUEENS","40.778421","-73.894593","401","22","10701","4442400","4007760150","QN72"
"NYC FLEET / DEP_CATDELUVB#1","DEP","1","2","Walker Rd","Valhalla","New York","10595",,,,,,,,,
"NYC FLEET / DEP_CLOVEPUMP","DEP","2","1270","Victory Blvd","Staten Island","New York","10301","STATEN IS","40.615436","-74.105751","501","49","16901","5112448","5006690001","SI07"
"NYC FLEET / DEP_CROTONFP-BX","DEP","2","3701","Jerome Ave","BRONX","New York","10467","BRONX","40.887018","-73.878095","226","11","435","2112995","2059000001","BX99"
"NYC FLEET / DEP_CROTONFP-S1","DEP","1","3701","Jerome Ave","Bronx","New York","10467","BRONX","40.887018","-73.878095","226","11","435","2112995","2059000001","BX99"
"NYC FLEET / DEP_CRSSRIVER-1","DEP","2","241","Cross River Rd","Katonah","New York","10536",,,,,,,,,
"NYC FLEET / DEP_CRSSRIVER-2","DEP","2","241","Cross River Rd","Katonah","New York","10536",,,,,,,,,
"NYC FLEET / DEP_FMC","DEP","1","58-30","Grand Ave","Maspeth","New York","11378","QUEENS","40.719651","-73.91119","405","30","525","4059931","4026810001","QN30"
"NYC FLEET / DEP_GRAHAMSVLLE","DEP","2","7870","NY-42","Grahamsville","New York","12740",,,,,,,,,
"NYC FLEET / DEP_HILLVW-S1","DEP","1","412-494","Central Park Ave","Yonkers","New York","10704",,,,,,,,,
"NYC FLEET / DEP_HILLVW-S2","DEP","1","492","Central Park Ave","Yonkers","New York","10704",,,,,,,,,
"NYC FLEET / DEP_HILLVW1A-B","DEP","2","123","Hillview Ave","Yonkers","New York","10704",,,,,,,,,
"NYC FLEET / DEP_JAMAICAPLNT","DEP","1","150-20","134th St","Jamaica","New York","11420","QUEENS","40.663386","-73.806631","410","28","716","4459547","4119000002","QN98"
"NYC FLEET / DEP_KINGSTON-1","DEP","2","91","Smith Ave","Kingston","New York","12401",,,,,,,,,
"NYC FLEET / DEP_KINGSTON-2","DEP","2","91","Smith Ave","Kingston","New York","12401",,,,,,,,,
"NYC FLEET / DEP_KINGSTON-3","DEP","2","91","Smith Ave","Kingston","New York","12401",,,,,,,,,
"NYC FLEET / DEP_KINGSTONDPS","DEP","2","134","Flatbush Ave","Kingston","New York","12401",,,,,,,,,
"NYC FLEET / DEP_LFRK_66+67","DEP","2","59-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK_68+69","DEP","2","59-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK_70+71","DEP","2","59-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK_72+73","DEP","2","59-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK_74+75","DEP","2","59-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK_76+77","DEP","2","59-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK_78+79","DEP","2","59-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK_80+81","DEP","2","59-17","Junction Blvd","Corona","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK_82+83","DEP","2","59-17","Junction Blvd","Corona","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK101+102","DEP","2","96-08","57th Ave","Corona","New York","11368","QUEENS","40.73698","-73.864625","404","21","455","4047316","4019180055","QN25"
"NYC FLEET / DEP_LFRK103+104","DEP","2","96-08","57th Ave","Corona","New York","11368","QUEENS","40.73698","-73.864625","404","21","455","4047316","4019180055","QN25"
"NYC FLEET / DEP_LFRK105+106","DEP","2","96-08","57th Ave","Corona","New York","11368","QUEENS","40.73698","-73.864625","404","21","455","4047316","4019180055","QN25"
"NYC FLEET / DEP_LFRK107+108","DEP","2","96-08","57th Ave","Corona","New York","11368","QUEENS","40.73698","-73.864625","404","21","455","4047316","4019180055","QN25"
"NYC FLEET / DEP_LFRK109+110","DEP","2","59-17","Junction Blvd","Corona","New York","11373","QUEENS","40.734606","-73.864774","404","21","455","4047310","4019180001","QN25"
"NYC FLEET / DEP_LFRK111+112","DEP","2","96-08","57th Ave","Corona","New York","11368","QUEENS","40.73698","-73.864625","404","21","455","4047316","4019180055","QN25"
"NYC FLEET / DEP_LFRK113+114","DEP","2","58-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.735229","-73.865098","404","21","455","4047312","4019180025","QN25"
"NYC FLEET / DEP_LFRK115+116","DEP","2","58-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.735229","-73.865098","404","21","455","4047312","4019180025","QN25"
"NYC FLEET / DEP_LFRK117+118","DEP","2","58-17","Junction Blvd","Flushing","New York","11373","QUEENS","40.735229","-73.865098","404","21","455","4047312","4019180025","QN25"
"NYC FLEET / DEP_NCVC1","DEP","1","329","Greenpoint Ave","Brooklyn","New York","11222","BROOKLYN","40.731483","-73.946271","301","33","579","3332517","3025250001","BK76"
"NYC FLEET / DEP_NCVC2","DEP","1","329","Greenpoint Ave","Brooklyn","New York","11222","BROOKLYN","40.731483","-73.946271","301","33","579","3332517","3025250001","BK76"
"NYC FLEET / DEP_NEWTOWN CRE","DEP","2","329","Greenpoint Ave","Brooklyn","New York","11222","BROOKLYN","40.731483","-73.946271","301","33","579","3332517","3025250001","BK76"
"NYC FLEET / DEP_NEWTOWNC-S1","DEP","1","267","Greenpoint Ave","Greenpoint","New York","11222","BROOKLYN","40.730718","-73.948891","301","33","579","3398219","3025250001","BK76"
"NYC FLEET / DEP_NEWTOWNC-S2","DEP","1","267","Greenpoint Ave","Greenpoint","New York","11222","BROOKLYN","40.730718","-73.948891","301","33","579","3398219","3025250001","BK76"
"NYC FLEET / DEP_OAKWOOD BEA","DEP","2","751","Mill Road","Staten Island","New York","10306","STATEN IS","40.553533","-74.117165","503","50","12805","5135536","5050670500","SI25"
"NYC FLEET / DEP_OWLS HE","DEP","2","6700","Shore Rd","Brooklyn","New York","11220","BROOKLYN","40.6418","-74.034055","310","43","34","3391506","3058350001","BK31"
"NYC FLEET / DEP_PORT RICHMO","DEP","2","1759-1839","Richmond Terrace","Staten Island","New York","10310","STATEN IS","40.637411","-74.124854","501","49","13302","0","0","SI22"
"NYC FLEET / DEP_PORTJERVIS","DEP","2","43","N Maple Ave","Port Jervis","New York","12771",,,,,,,,,
"NYC FLEET / DEP_QNS180ST-S1","DEP","1","106-36","180th St","Jamaica","New York","11433","QUEENS","40.703128","-73.77772","412","27","414","4459328","4103350032","QN01"
"NYC FLEET / DEP_QNSREPAIR01","DEP","2","106-36","180th St","Jamaica","New York","11433","QUEENS","40.703128","-73.77772","412","27","414","4459328","4103350032","QN01"
"NYC FLEET / DEP_QNSREPAIR02","DEP","2","106-36","180th St","Jamaica","New York","11433","QUEENS","40.703128","-73.77772","412","27","414","4459328","4103350032","QN01"
"NYC FLEET / DEP_QNSREPAIR03","DEP","2","106-36","180th St","Jamaica","New York","11433","QUEENS","40.703128","-73.77772","412","27","414","4459328","4103350032","QN01"
"NYC FLEET / DEP_QNSREPAIR04","DEP","2","106-36","180th St","Jamaica","New York","11433","QUEENS","40.703128","-73.77772","412","27","414","4459328","4103350032","QN01"
"NYC FLEET / DEP_RED HOOK","DEP","2","63","Flushing Ave","Brooklyn","New York","11205","BROOKLYN","40.69802","-73.974986","302","33","543","3335129","3020230001","BK99"
"NYC FLEET / DEP_ROCKAWAY106","DEP","2","May-36","Beach Channel Dr","Queens","New York","11694",,,,,,,,,
"NYC FLEET / DEP_TALLMAN ISL","DEP","2","127-1","Powell's Cove Blvd","Queens","New York","11356",,,,,,,,,
"NYC FLEET / DEP_W135ST#1","DEP","2","725","W 135th St","New York","New York","10031","MANHATTAN","40.821384","-73.9581","109","7","22301","1084789","1021010117","MN06"
"NYC FLEET / DEP_W135ST#2","DEP","2","725","W 135th St","New York","New York","10031","MANHATTAN","40.821384","-73.9581","109","7","22301","1084789","1021010117","MN06"
"NYC FLEET / DEP_WARDMRNE-1","DEP","1","148","6 Dr","New York","New York","10035","MANHATTAN","40.788995","-73.920003","111","8","240","1088060","1018190015","MN99"
"NYC FLEET / DEP_WARDNEWADMN","DEP","2","104","B Rd","New York","New York","10035","MANHATTAN","40.787146","-73.925083","111","8","240","1088039","1018190015","MN99"
"NYC FLEET / DEP_WARDS ISLAN","DEP","2",,"Hell Gate Cir","New York","New York","10035",,,,,,,,,
"NYC FLEET / DEP_WARDS_1_L3","DEP","1","104","B Rd","New York","New York","10035","MANHATTAN","40.787146","-73.925083","111","8","240","1088039","1018190015","MN99"
"NYC FLEET / DEP_WARDS-ARC","DEP","1","111","3rd Dr","New York","New York","10035","MANHATTAN","40.787573","-73.924403","111","8","240","1088032","1018190015","MN99"
"NYC FLEET / DEP_WARDSADMN-1","DEP","1","106","2nd Dr","New York","New York","10035","MANHATTAN","40.788715","-73.924539","111","8","240","1088029","1018190015","MN99"
"NYC FLEET / DEP_WARDSTLR-1","DEP","1","143","A Rd","New York","New York","10035","MANHATTAN","40.785113","-73.923366","111","8","240","1088038","1018190015","MN99"
"NYC FLEET / DEP_WARDTRLR116","DEP","2","116","4th Dr","New York","New York","10035","MANHATTAN","40.791082","-73.921051","111","8","240","1088022","1018190030","MN99"
"NYC FLEET / DEP_WS_JEROME","DEP","2","3327-3549","Jerome Ave","West Bronx","New York","10468","BRONX","40.879557","-73.884897","207","11","421","0","0","BX43"
"NYC FLEET / DEP_WS465COLU1","DEP","2","465","Columbus Ave","Valhalla","New York","10595",,,,,,,,,
"NYC FLEET / DEP_WS465COLU2","DEP","2","465","Columbus Ave","Valhalla","New York","10595",,,,,,,,,
"NYC FLEET / DEP_WT_HP_ADMIN","DEP","2","1260","Ryawa Ave","Bronx","New York","10474","BRONX","40.804742","-73.885322","202","17","93","2118134","2027800002","BX27"
"NYC FLEET / DEP_WT_HP_CONST","DEP","2","1260","Ryawa Ave","Bronx","New York","10474","BRONX","40.804742","-73.885322","202","17","93","2118134","2027800002","BX27"
"NYC FLEET / DEP_WT_PAEDERGA","DEP","2","1887","Ralph Ave","Brooklyn","New York","11234","BROOKLYN","40.631239","-73.918502","318","46","69601","3398349","3083380001","BK45"
"NYC FLEET / DEP_WTNEWTOWN-1","DEP","1","289-369","Greenpoint Ave","Brooklyn","New York","11222","BROOKLYN","40.730973","-73.947675","301","33","579","0","0","BK76"
"NYC FLEET / DEPGRAHAMWWTP02","DEP","2","7866","NY-42","Grahamsville","New York","12740",,,,,,,,,
"NYC FLEET / DEPNEWTOWNCRK01","DEP","2","319","Greenpoint Ave","Greenpoint","New York","11222","BROOKLYN","40.731272","-73.946848","301","33","579","3397231","3025250001","BK76"
"NYC FLEET / DEPNEWTOWNCRK02","DEP","2","319","Greenpoint Ave","Greenpoint","New York","11222","BROOKLYN","40.731272","-73.946848","301","33","579","3397231","3025250001","BK76"
"NYC FLEET / DEPNEWTOWNCRK03","DEP","2","319","Greenpoint Ave","Greenpoint","New York","11222","BROOKLYN","40.731272","-73.946848","301","33","579","3397231","3025250001","BK76"
"NYC FLEET / DEPNORTHRIVER01","DEP","1","750","W 145th St","New York","New York","10031","MANHATTAN","40.82708","-73.954645","109","7","225","1086244","1021010100","MN04"
"NYC FLEET / DEPNTWNCRK_1_L3","DEP","1","327","Greenpoint Ave","Greenpoint","New York","11222","BROOKLYN","40.731351","-73.946628","301","33","579","3336623","3025250001","BK76"
"NYC FLEET / DHS_COMM#27","DHS","1","64","Sunken Garden Loop","New York","New York","10035","MANHATTAN","40.785494","-73.931397","111","8","240","1085877","1018190010","MN99"
"NYC FLEET / DOC_ HAZEN ST","DOC","1","15-0","Hazen St","New York","New York","11370","QUEENS","40.790985","-73.884396","401","22","1","2116652","2026050040","BX98"
"NYC FLEET / DOC_DIVISION-1","DOC","2","30","N Perimeter Rd","Bronx","New York","11320",,,,,,,,,
"NYC FLEET / DOC_DIVISION-2","DOC","2",,"Hillside Ave","Bronx","New York","10474",,,,,,,,,
"NYC FLEET / DOC_ENVHEALTH","DOC","2",,"Hillside Ave","Bronx","New York","10474",,,,,,,,,
"NYC FLEET / DOC_ETAYLOR-S","DOC","1",,"Rikers Is Br Appr","Flushing","New York","11371",,,,,,,,,
"NYC FLEET / DOC_FFF-CPT","DOC","2","120","Construction Way","Rikers Island","New York","11105",,,,,,,,,
"NYC FLEET / DOC_FLEETMT1A-B","DOC","2","17-17","Hazen St.","Rikers Island","New York","11370","QUEENS","40.789275","-73.884406","401","22","1","0","0","BX98"
"NYC FLEET / DOC_FLEETMT2A-B","DOC","2","17-17","Hazen Street","Rikers Island","New York","11370","QUEENS","40.789275","-73.884406","401","22","1","0","0","BX98"
"NYC FLEET / DOC_FLEETUNIT-1","DOC","2","17-17","Hazen St","Bronx","New York","11474","QUEENS","40.789275","-73.884406","401","22","1","0","0","BX98"
"NYC FLEET / DOC_FMRD-WH","DOC","2",,"Hazen St","Riker's Island","New York","10474",,,,,,,,,
"NYC FLEET / DOC_HAZENDCFC","DOC","1",,"Hazen St","Riker's Island","New York","10474",,,,,,,,,
"NYC FLEET / DOC_HAZENLOT-S1","DOC","1",,"Hazen St","Rikers Island","New York","10474",,,,,,,,,
"NYC FLEET / DOC_HAZENLOT-S2","DOC","1",,"Hazen St","Rikers Island","New York","10474",,,,,,,,,
"NYC FLEET / DOC_HAZENLOT-S3","DOC","1",,"Hazen St","Rikers Island","New York","10474",,,,,,,,,
"NYC FLEET / DOC_HAZENLT1A-B","DOC","2",,"Hazen St","Riker's Island","New York","10474",,,,,,,,,
"NYC FLEET / DOC_HAZENLT2A-B","DOC","2",,"Hazen St","Riker's Island","New York","10474",,,,,,,,,
"NYC FLEET / DOC_PREA-1","DOC","2",,"Unnamed Road","Bronx","New York","11371",,,,,,,,,
"NYC FLEET / DOC_PREA-2","DOC","2",,"Unnamed Road","Bronx","New York","11371",,,,,,,,,
"NYC FLEET / DOC_QNSCOURT","DOC","2","125-01","82nd Ave","Kew Gardens","New York","11415","QUEENS","40.710886","-73.831699","409","29","775","4079703","4033370047","QN60"
"NYC FLEET / DOC_RI-EOC","DOC","1","15-0","Hazen St","East Elmhurst","New York","11370","QUEENS","40.790985","-73.884396","401","22","1","2116652","2026050040","BX98"
"NYC FLEET / DOC_RI-INVDIV-1","DOC","2",,"Hillside Ave","Bronx","New York","10474",,,,,,,,,
"NYC FLEET / DOC_RI-INVDIV-2","DOC","2",,"Hillside Ave","Bronx","New York","10474",,,,,,,,,
"NYC FLEET / DOC_RI-INVDIV-S","DOC","1",,"Hillside Ave","Bronx","New York","10474",,,,,,,,,
"NYC FLEET / DOC_VBAIN-S","DOC","1","1","Halleck Street","Bronx","New York","10474","BRONX","40.803297","-73.878158","202","17","93","2128421","2027800073","BX27"
