"appeal_type","appeal_subtype","agency","status","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Veterans Credits","Department of Citywide Administrative Services - DCAS","Closed","2015-12-21T00:00:00.000","2016-08-25T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DCAS"
"Section 76",,"Housing Authority - NYCHA","Closed","2015-12-21T00:00:00.000","2016-05-02T00:00:00.000",,,,,"NYCHA"
"Section 76",,"Human Resources Administration - HRA","Closed","2015-12-21T00:00:00.000","2016-05-18T00:00:00.000",,,,,"HRA"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2015-12-21T00:00:00.000","2016-07-06T00:00:00.000","8011","Station Agent","2016-08-22T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2015-12-18T00:00:00.000","2016-01-22T00:00:00.000","3324","School Safety Agent","2018-05-30T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-18T00:00:00.000","2016-02-22T00:00:00.000","1313","Police Officer","2016-07-06T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-12-17T00:00:00.000","2016-05-19T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-12-17T00:00:00.000","2016-05-17T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-17T00:00:00.000","2016-02-18T00:00:00.000","140","Police Officer","2016-06-28T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-12-17T00:00:00.000","2016-01-29T00:00:00.000","2315","Correction Officer","2018-11-13T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-16T00:00:00.000","2016-04-15T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Correction - DOC","Closed","2015-12-15T00:00:00.000","2016-02-03T00:00:00.000",,,,,"DOC"
"Section 50","Psych","Police Department - NYPD","Open","2015-12-14T00:00:00.000",,"4322","Traffic Enforcement Agent","2018-05-21T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-12-14T00:00:00.000","2016-05-25T00:00:00.000","2322","Correction Officer","2018-12-10T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2015-12-14T00:00:00.000","2015-12-24T00:00:00.000","4334","Police Communications Technician","2017-11-13T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Citywide Administrative Services - DCAS","Closed","2015-12-14T00:00:00.000","2016-08-09T00:00:00.000","2300","Special Officer","2018-08-06T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Police Department - NYPD","Closed","2015-12-14T00:00:00.000","2016-02-03T00:00:00.000",,,,,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2015-12-11T00:00:00.000","2016-01-22T00:00:00.000","3335","Traffic Enforcement Agent","2017-07-25T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Correction - DOC","Closed","2015-12-11T00:00:00.000","2016-02-03T00:00:00.000",,,,,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-11T00:00:00.000","2016-04-15T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-10T00:00:00.000","2016-02-18T00:00:00.000","1315","Police Officer","2016-07-09T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-12-10T00:00:00.000","2016-06-22T00:00:00.000","4318","Correction Officer","2019-11-04T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2015-12-10T00:00:00.000","2016-06-01T00:00:00.000","2344","Police Officer","2019-06-19T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-09T00:00:00.000","2016-04-15T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-12-09T00:00:00.000","2016-04-29T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-12-09T00:00:00.000","2016-04-29T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 76",,"Administration for Children's Services - ACS","Closed","2015-12-09T00:00:00.000","2016-03-03T00:00:00.000",,,,,"ACS"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-12-08T00:00:00.000","2016-07-21T00:00:00.000","3301","Correction Officer","2019-05-28T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-08T00:00:00.000","2016-02-18T00:00:00.000","1305","Police Officer","2016-07-03T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Correction - DOC","Closed","2015-12-07T00:00:00.000","2016-02-03T00:00:00.000",,,,,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-07T00:00:00.000","2015-12-22T00:00:00.000","8051","Police Officer","2015-12-14T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-07T00:00:00.000","2016-04-15T00:00:00.000","3311","Police Officer","2019-06-29T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-12-07T00:00:00.000","2016-10-18T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Character","Fire Department - FDNY","Closed","2015-12-07T00:00:00.000","2017-04-10T00:00:00.000","5003","Emergency Medical Specialist-EMT (Fire)","2019-02-18T00:00:00.000",,"FDNY"
"Section 76",,"Administration for Children's Services - ACS","Closed","2015-12-07T00:00:00.000","2016-02-10T00:00:00.000",,,,,"ACS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2015-12-04T00:00:00.000","2016-02-03T00:00:00.000","4060","Staff Analyst Trainee","2019-07-22T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2015-12-04T00:00:00.000","2016-06-01T00:00:00.000","2050","Police Officer","2018-12-17T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2015-12-04T00:00:00.000","2015-12-08T00:00:00.000","8329","Police Officer","2016-01-04T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2015-12-04T00:00:00.000","2016-04-14T00:00:00.000","2050","Police Officer","2018-12-17T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-12-04T00:00:00.000","2016-04-29T00:00:00.000","4303","Correction Officer","2019-09-23T00:00:00.000",,"DOC"
"Section 50","Character","Department of Correction - DOC","Closed","2015-12-04T00:00:00.000","2016-02-02T00:00:00.000","4303","Correction Officer","2019-09-23T00:00:00.000",,"DOC"
"Section 50","Character","Department of Correction - DOC","Closed","2015-12-04T00:00:00.000","2016-03-15T00:00:00.000","2315","Correction Officer","2018-11-13T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-12-04T00:00:00.000","2016-04-29T00:00:00.000","4303","Correction Officer","2019-09-23T00:00:00.000",,"DOC"
"Section 50","Character","Department of Correction - DOC","Closed","2015-12-04T00:00:00.000","2016-05-25T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-03T00:00:00.000","2016-04-12T00:00:00.000","2311","Police Officer","2018-05-01T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2015-12-03T00:00:00.000","2016-03-15T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2015-12-02T00:00:00.000","2016-02-12T00:00:00.000","1315","Police Officer","2016-07-09T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2015-12-02T00:00:00.000","2016-05-26T00:00:00.000","3308","Police Officer","2019-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-12-01T00:00:00.000","2016-05-02T00:00:00.000","2302","Police Officer","2018-04-30T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Open","2015-12-01T00:00:00.000",,"4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-11-30T00:00:00.000","2016-04-29T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Waiting for DQ",,"Department of Correction - DOC","Closed","2015-11-30T00:00:00.000","2016-02-03T00:00:00.000",,,,,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-30T00:00:00.000","2015-12-03T00:00:00.000","8329","Police Officer","2016-01-04T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2015-11-30T00:00:00.000","2016-04-29T00:00:00.000","4318","Correction Officer",,,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-30T00:00:00.000","2016-05-02T00:00:00.000","2302","Police Officer","2018-04-30T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Police Department - NYPD","Closed","2015-11-30T00:00:00.000","2015-12-03T00:00:00.000","2555","Police Officer","2015-12-14T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-30T00:00:00.000","2015-12-03T00:00:00.000","2555","Police Officer","2015-12-14T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-27T00:00:00.000","2016-03-16T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-27T00:00:00.000","2016-01-19T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2015-11-25T00:00:00.000","2016-03-03T00:00:00.000","5003","Emergency Medical Specialist-EMT (Fire)","2019-02-18T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-25T00:00:00.000","2017-03-08T00:00:00.000","3303","Correction Officer","2019-06-03T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-25T00:00:00.000","2016-05-16T00:00:00.000","1320","Police Officer","2018-01-08T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2015-11-25T00:00:00.000","2015-12-24T00:00:00.000","4331","Traffic Enforcement Agent","2018-10-29T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-11-24T00:00:00.000","2016-04-29T00:00:00.000","3303","Correction Officer","2019-06-03T00:00:00.000",,"DOC"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-24T00:00:00.000","2016-08-03T00:00:00.000","3303","Correction Officer","2019-06-03T00:00:00.000",,"DOC"
"Section 50","Character","Department of Correction - DOC","Closed","2015-11-24T00:00:00.000","2016-04-14T00:00:00.000","4303","Correction Officer","2019-09-23T00:00:00.000",,"DOC"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-24T00:00:00.000","2016-08-05T00:00:00.000","3301","Correction Officer","2019-05-28T00:00:00.000",,"DOC"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-24T00:00:00.000","2016-08-02T00:00:00.000","2322","Correction Officer","2018-12-10T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2015-11-24T00:00:00.000","2016-04-14T00:00:00.000","2311","Police Officer","2018-05-01T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2015-11-24T00:00:00.000","2016-02-11T00:00:00.000","140","Police Officer","2016-06-28T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-23T00:00:00.000","2016-01-29T00:00:00.000","310","Police Officer","2016-06-27T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-20T00:00:00.000","2016-04-29T00:00:00.000","2050","Police Officer","2018-12-17T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2015-11-20T00:00:00.000","2016-04-29T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Police Department - NYPD","Closed","2015-11-20T00:00:00.000","2016-01-29T00:00:00.000","1309","Police Officer","2016-07-05T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-20T00:00:00.000","2016-01-29T00:00:00.000","1309","Police Officer","2016-07-05T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-11-19T00:00:00.000","2016-01-14T00:00:00.000","4303","Correction Officer","2019-09-23T00:00:00.000",,"DOC"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2015-11-19T00:00:00.000","2016-10-07T00:00:00.000",,,,,"NYCHA"
"Section 50","Character","Department of Correction - DOC","Closed","2015-11-18T00:00:00.000","2016-03-15T00:00:00.000","4303","Correction Officer","2019-09-23T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-11-18T00:00:00.000","2016-09-13T00:00:00.000","3303","Correction Officer","2019-06-03T00:00:00.000",,"DOC"
"Waiting for DQ",,"Department of Correction - DOC","Closed","2015-11-18T00:00:00.000","2016-02-03T00:00:00.000",,,,,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2015-11-18T00:00:00.000","2016-08-11T00:00:00.000","3309","Police Officer","2019-06-23T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-18T00:00:00.000","2016-01-13T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-17T00:00:00.000","2016-08-10T00:00:00.000","3301","Correction Officer","2019-05-28T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2015-11-17T00:00:00.000","2016-04-27T00:00:00.000","1323","School Safety Agent","2017-05-09T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-11-17T00:00:00.000","2016-04-29T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-16T00:00:00.000","2016-06-21T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-16T00:00:00.000","2017-01-17T00:00:00.000","302","Correction Officer","2016-11-23T00:00:00.000",,"DOC"
"Section 50","Score","MTA New York City Transit - NYCT","Closed","2015-11-16T00:00:00.000","2016-04-06T00:00:00.000","4711","Maintenance Supervisor (Revenue)","2019-08-26T00:00:00.000",,"NYCT"
"Section 50","Psych","Police Department - NYPD","Closed","2015-11-16T00:00:00.000","2015-12-24T00:00:00.000","4334","Police Communications Technician","2017-11-13T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2015-11-16T00:00:00.000","2015-12-31T00:00:00.000","5039","Principal Administrative Associate",,,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2015-11-16T00:00:00.000","2016-04-14T00:00:00.000","3301","Correction Officer","2019-05-28T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-13T00:00:00.000","2016-01-26T00:00:00.000","311","Police Officer","2016-06-29T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-11-13T00:00:00.000","2016-05-06T00:00:00.000","4303","Correction Officer","2019-09-23T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2015-11-13T00:00:00.000","2016-11-16T00:00:00.000","4036","Management Auditor Trainee","2019-11-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2015-11-12T00:00:00.000","2016-01-04T00:00:00.000","3322","School Safety Agent","2018-05-28T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Police Department - NYPD","Closed","2015-04-13T00:00:00.000","2015-06-02T00:00:00.000",,,,,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-12T00:00:00.000","2016-09-15T00:00:00.000","2338","Correction Officer","2018-12-11T00:00:00.000",,"DOC"
"Section 50","Character","Department of Correction - DOC","Closed","2015-11-12T00:00:00.000","2016-03-25T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-12T00:00:00.000","2016-06-28T00:00:00.000","2302","Police Officer","2018-04-30T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-12T00:00:00.000","2016-05-16T00:00:00.000","3300","Correction Officer","2019-05-27T00:00:00.000",,"DOC"
"Section 76",,"Department of Health and Mental Hygiene - DOHMH","Closed","2015-11-12T00:00:00.000","2016-03-24T00:00:00.000",,,,,"DOHMH"
"Section 76",,"Department of Sanitation - DSNY","Closed","2015-11-12T00:00:00.000","2016-03-29T00:00:00.000",,,,,"DSNY"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-10T00:00:00.000","2016-09-20T00:00:00.000","2315","Correction Officer","2018-11-13T00:00:00.000",,"DOC"
"Section 50","Character","Department of Correction - DOC","Closed","2015-11-10T00:00:00.000","2016-09-22T00:00:00.000","4318","Correction Officer","2019-11-04T00:00:00.000",,"DOC"
"Section 50","Character","Department of Correction - DOC","Closed","2015-11-09T00:00:00.000","2016-03-18T00:00:00.000","3303","Correction Officer","2019-06-03T00:00:00.000",,"DOC"
"Jurisdictional Issue",,"Other - OTH","Closed","2015-11-09T00:00:00.000","2015-11-10T00:00:00.000",,,,,"OTH"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-06T00:00:00.000","2017-04-24T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2015-11-06T00:00:00.000","2016-02-17T00:00:00.000","6063","Sanitation Worker","2016-02-20T00:00:00.000",,"DSNY"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-06T00:00:00.000","2016-08-05T00:00:00.000","1307","Correction Officer","2017-04-04T00:00:00.000",,"DOC"
"Section 50","Psych","Administration for Children's Services - ACS","Closed","2015-11-06T00:00:00.000","2016-12-23T00:00:00.000","2329","Special Officer","2019-06-24T00:00:00.000",,"ACS"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-06T00:00:00.000","2016-03-24T00:00:00.000","2311","Police Officer","2018-05-01T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-06T00:00:00.000","2016-01-07T00:00:00.000","3520","Police Officer","2017-03-20T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2015-11-06T00:00:00.000","2015-12-23T00:00:00.000","5000","Associate Contract Specialist",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2015-11-06T00:00:00.000","2017-04-14T00:00:00.000","2311","Police Officer","2018-05-01T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2015-11-05T00:00:00.000","2015-11-17T00:00:00.000","8055","Correction Officer","2016-02-09T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2015-11-05T00:00:00.000","2016-03-01T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2015-11-04T00:00:00.000","2016-02-17T00:00:00.000","6063","Sanitation Worker","2016-02-20T00:00:00.000","2016-02-20T00:00:00.000","DSNY"
"Section 50","Character","Police Department - NYPD","Closed","2015-11-04T00:00:00.000","2016-03-11T00:00:00.000","2052","Police Officer","2018-12-18T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2015-11-04T00:00:00.000","2016-08-09T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2015-11-04T00:00:00.000","2016-08-01T00:00:00.000","4010","Oiler","2019-11-18T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2015-11-02T00:00:00.000","2016-02-19T00:00:00.000","2344","Police Officer","2019-06-19T00:00:00.000",,"NYPD"
"Waiting for Appeal Request",,"Police Department - NYPD","Closed","2015-11-02T00:00:00.000","2016-02-03T00:00:00.000",,,,,"NYPD"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2015-11-02T00:00:00.000","2016-02-17T00:00:00.000","6063","Sanitation Worker","2016-02-20T00:00:00.000",,"DSNY"
"Section 76",,"Department of Correction - DOC","Closed","2015-11-02T00:00:00.000","2016-02-04T00:00:00.000",,,,,"DOC"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2015-11-02T00:00:00.000","2016-02-03T00:00:00.000",,,,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2015-11-02T00:00:00.000","2016-01-28T00:00:00.000","8098","Train Operator","2016-09-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2015-11-02T00:00:00.000","2016-02-03T00:00:00.000","2008","Program Evaluator (ACS)","2016-09-05T00:00:00.000",,"DCAS"
