"year","disease","gender","borough_county","age_category","case_count"
"2019","Chronic Hepatitis B","FEMALE","BROOKLYN","20-29","146"
"2019","Chronic Hepatitis B","FEMALE","BROOKLYN","30-39","210"
"2019","Chronic Hepatitis B","FEMALE","BROOKLYN","40-49","176"
"2019","Chronic Hepatitis B","FEMALE","BROOKLYN","50-59","139"
"2019","Chronic Hepatitis B","FEMALE","BROOKLYN","60-69","103"
"2019","Chronic Hepatitis B","FEMALE","BROOKLYN","70+","65"
"2019","Chronic Hepatitis B","FEMALE","MANHATTAN","0-19","6"
"2019","Chronic Hepatitis B","FEMALE","MANHATTAN","20-29","59"
"2019","Chronic Hepatitis B","FEMALE","MANHATTAN","30-39","96"
"2019","Chronic Hepatitis B","FEMALE","MANHATTAN","40-49","43"
"2019","Chronic Hepatitis B","FEMALE","MANHATTAN","50-59","46"
"2019","Chronic Hepatitis B","FEMALE","MANHATTAN","60-69","35"
"2019","Chronic Hepatitis B","FEMALE","MANHATTAN","70+","43"
"2019","Chronic Hepatitis B","FEMALE","NYC BOROUGH UNKNOWN","20-29","1"
"2019","Chronic Hepatitis B","FEMALE","QUEENS","0-19","19"
"2019","Chronic Hepatitis B","FEMALE","QUEENS","20-29","117"
"2019","Chronic Hepatitis B","FEMALE","QUEENS","30-39","181"
"2019","Chronic Hepatitis B","FEMALE","QUEENS","40-49","142"
"2019","Chronic Hepatitis B","FEMALE","QUEENS","50-59","161"
"2019","Chronic Hepatitis B","FEMALE","QUEENS","60-69","105"
"2019","Chronic Hepatitis B","FEMALE","QUEENS","70+","56"
"2019","Chronic Hepatitis B","FEMALE","STATEN ISLAND","0-19","4"
"2019","Chronic Hepatitis B","FEMALE","STATEN ISLAND","20-29","14"
"2019","Chronic Hepatitis B","FEMALE","STATEN ISLAND","30-39","18"
"2019","Chronic Hepatitis B","FEMALE","STATEN ISLAND","40-49","17"
"2019","Chronic Hepatitis B","FEMALE","STATEN ISLAND","50-59","14"
"2019","Chronic Hepatitis B","FEMALE","STATEN ISLAND","60-69","7"
"2019","Chronic Hepatitis B","FEMALE","STATEN ISLAND","70+","8"
"2019","Chronic Hepatitis B","FEMALE","UNKNOWN","0-19","2"
"2019","Chronic Hepatitis B","FEMALE","UNKNOWN","20-29","9"
"2019","Chronic Hepatitis B","FEMALE","UNKNOWN","30-39","28"
"2019","Chronic Hepatitis B","FEMALE","UNKNOWN","40-49","29"
"2019","Chronic Hepatitis B","FEMALE","UNKNOWN","50-59","12"
"2019","Chronic Hepatitis B","FEMALE","UNKNOWN","60-69","10"
"2019","Chronic Hepatitis B","FEMALE","UNKNOWN","70+","4"
"2019","Chronic Hepatitis B","MALE","BRONX","0-19","24"
"2019","Chronic Hepatitis B","MALE","BRONX","20-29","79"
"2019","Chronic Hepatitis B","MALE","BRONX","30-39","136"
"2019","Chronic Hepatitis B","MALE","BRONX","40-49","137"
"2019","Chronic Hepatitis B","MALE","BRONX","50-59","116"
"2019","Chronic Hepatitis B","MALE","BRONX","60-69","60"
"2019","Chronic Hepatitis B","MALE","BRONX","70+","39"
"2019","Chronic Hepatitis B","MALE","BROOKLYN","0-19","26"
"2019","Chronic Hepatitis B","MALE","BROOKLYN","20-29","132"
"2019","Chronic Hepatitis B","MALE","BROOKLYN","30-39","278"
"2019","Chronic Hepatitis B","MALE","BROOKLYN","40-49","244"
"2019","Chronic Hepatitis B","MALE","BROOKLYN","50-59","187"
"2019","Chronic Hepatitis B","MALE","BROOKLYN","60-69","149"
"2019","Chronic Hepatitis B","MALE","BROOKLYN","70+","72"
"2019","Chronic Hepatitis B","MALE","MANHATTAN","0-19","6"
"2019","Chronic Hepatitis B","MALE","MANHATTAN","20-29","65"
"2019","Chronic Hepatitis B","MALE","MANHATTAN","30-39","98"
"2019","Chronic Hepatitis B","MALE","MANHATTAN","40-49","110"
"2019","Chronic Hepatitis B","MALE","MANHATTAN","50-59","76"
"2019","Chronic Hepatitis B","MALE","MANHATTAN","60-69","61"
"2019","Chronic Hepatitis B","MALE","MANHATTAN","70+","38"
"2019","Chronic Hepatitis B","MALE","QUEENS","0-19","12"
"2019","Chronic Hepatitis B","MALE","QUEENS","20-29","106"
"2019","Chronic Hepatitis B","MALE","QUEENS","30-39","227"
"2019","Chronic Hepatitis B","MALE","QUEENS","40-49","198"
"2019","Chronic Hepatitis B","MALE","QUEENS","50-59","190"
"2019","Chronic Hepatitis B","MALE","QUEENS","60-69","111"
"2019","Chronic Hepatitis B","MALE","QUEENS","70+","64"
"2019","Chronic Hepatitis B","MALE","STATEN ISLAND","0-19","1"
"2019","Chronic Hepatitis B","MALE","STATEN ISLAND","20-29","6"
"2019","Chronic Hepatitis B","MALE","STATEN ISLAND","30-39","19"
"2019","Chronic Hepatitis B","MALE","STATEN ISLAND","40-49","33"
"2019","Chronic Hepatitis B","MALE","STATEN ISLAND","50-59","21"
"2019","Chronic Hepatitis B","MALE","STATEN ISLAND","60-69","17"
"2019","Chronic Hepatitis B","MALE","STATEN ISLAND","70+","9"
"2019","Chronic Hepatitis B","MALE","UNKNOWN","20-29","18"
"2019","Chronic Hepatitis B","MALE","UNKNOWN","30-39","67"
"2019","Chronic Hepatitis B","MALE","UNKNOWN","40-49","74"
"2019","Chronic Hepatitis B","MALE","UNKNOWN","50-59","37"
"2019","Chronic Hepatitis B","MALE","UNKNOWN","60-69","13"
"2019","Chronic Hepatitis B","MALE","UNKNOWN","70+","5"
"2019","Chronic Hepatitis B","UNKNOWN","BRONX","30-39","1"
"2019","Chronic Hepatitis B","UNKNOWN","BRONX","40-49","1"
"2019","Chronic Hepatitis B","UNKNOWN","BRONX","50-59","1"
"2019","Chronic Hepatitis B","UNKNOWN","BRONX","60-69","1"
"2019","Chronic Hepatitis B","UNKNOWN","BROOKLYN","0-19","1"
"2019","Chronic Hepatitis B","UNKNOWN","BROOKLYN","30-39","1"
"2019","Chronic Hepatitis B","UNKNOWN","BROOKLYN","40-49","1"
"2019","Chronic Hepatitis B","UNKNOWN","BROOKLYN","50-59","1"
"2019","Chronic Hepatitis B","UNKNOWN","BROOKLYN","60-69","2"
"2019","Chronic Hepatitis B","UNKNOWN","MANHATTAN","70+","1"
"2019","Chronic Hepatitis B","UNKNOWN","QUEENS","20-29","1"
"2019","Chronic Hepatitis B","UNKNOWN","QUEENS","30-39","4"
"2019","Chronic Hepatitis B","UNKNOWN","QUEENS","40-49","2"
"2019","Chronic Hepatitis B","UNKNOWN","QUEENS","70+","1"
"2019","Chronic Hepatitis B","UNKNOWN","STATEN ISLAND","30-39","1"
"2019","Chronic Hepatitis B","UNKNOWN","STATEN ISLAND","40-49","1"
"2019","Chronic Hepatitis B","UNKNOWN","UNKNOWN","20-29","1"
"2019","Chronic Hepatitis B","UNKNOWN","UNKNOWN","30-39","1"
"2019","Chronic Hepatitis B","UNKNOWN","UNKNOWN","40-49","1"
"2019","Chronic Hepatitis B","UNKNOWN","UNKNOWN","50-59","1"
"2019","Chronic Hepatitis B","UNKNOWN","UNKNOWN","60-69","1"
