"service_name","provider_name","mission_statement","website","address_line_1","address_line_2","city","state","zip_code"
"Work Readiness","Ramapo for Children, Inc.","Through direct service youth programs and highly regarded training programs for adults, Ramapo for Children works on behalf of children who face obstacles to learning, including children with special needs, enabling them to succeed in the classroom, at home, and in life. At the heart of our work is the conviction that all children seek the same things: to learn, feel valued, and experience success. Ramapo helps young people learn to align their behaviors with their aspirations.","ramapoforchildren.org","49 WEST   38 STREET","Fl 5","NEW YORK","NY","10018"
"Work Readiness","Recreational Inner City Sports and Education, Inc."," To provide quality educational and recreational programming to inner-city youth and adults.","www.nycrise.com","62 William Street","6th Floor","New York","NY","10005"
"Work Readiness","Seeds To Flowers, Inc.","To empower at risk youth in low income communities through education, personal development and leadership","seedstoflowers-inc.org","637 Cleveland Street",,"Brooklyn","NY","11208"
"Work Readiness","Staten Island Community Job Center, Inc.","To empower the immigrant community through education culture and economic development","www.lacolmenanyc.org","774 PORT RICHMOND AVE 2 FL",,"STATEN ISLAND","NY","10302"
"Work Readiness","The Bronx Parent Housing Network, Inc.","BPHN is committed to making a difference in solving the housing problem in New York City by transforming lives and creating holistic paths to employment so that individuals and families can secure safe, clean, affordable, permanent housing.","www.bphn.org","488 EAST  164 STREET","Management Suite","BRONX","NY","10456"
"Work Readiness","The HOPE Program, Inc.","The HOPE Program empowers New Yorkers living in poverty to achieve economic self-sufficiency through employment and advancement.","www.thehopeprogram.org","1 Smith Street","4th Floor","Brooklyn","NY","11201"
"Work Readiness","Bridge to Employment LLC","Bridge to Employment is a dynamic employment program committed to removing barriers of employment and creating long-term stable employment opportunities for our clients.  We get our clients employment ready through workshops and coaching then find them meaning full employment opportunities so they can provide for their families.","bridgetoemployment.com","5417 18 AVENUE",,"BROOKLYN","NY","11204"
"Work Readiness","Edith and Carl Marks Jewish Community House of Bensonhurst, Inc.","The Marks JCH provides programs for all ages that educate and inspire, and services that lift our largely immigrant population out of poverty and empower them. Our ultimate goal is to help everyone we serve become self-sufficient and have a better future.","www.jchb.org","7802 Bay Parkway",,"Brooklyn","NY","11214"
"Work Readiness","Futures and Options Inc.","Futures and Options empowers NYC's underserved youth to explore careers and guides them to further their education and become productive citizens.","www.futuresandoptions.org","120 BROADWAY","Suite 1019","NEW YORK","NY","10271"
"Work Readiness","Harlem Commonwealth Council, Inc.","OUR MISSION

Through the creation of enterprises, the generation of jobs, the support of businesses, and the education of residents, to stimulate th","www.harlemcommonwealth.org","361 WEST  125 STREET",,"NEW YORK","NY","10027"
"Work Readiness","Institute for Community Equity and Sharing, Inc. d/b/a One Community","One Community dismantles inequality and community divisions in Fort Greene and Clinton Hill.  ","www.onecommunitynyc.org","13 Greene Avenue",,"Brooklyn","NY","11238"
"Work Readiness","Job Path, Inc.","JOB PATH supports people with developmental disabilities in their efforts to make choices about their lives. ","jobpathnyc.org","256 WEST   38 STREET","2nd Floor","NEW YORK","NY","10018"
"Work Readiness","Mt. Olivet Baptist Church of Hollis, Inc."," Our mission at the Mount Olivet Baptist Church of Hollis, is to feed, clothe, assist and house those that are in need. ","www.mobch.org","202-03 HOLLIS AVENUE",,"Saint Albans","NY","11412"
"Work Readiness","Center for Behavioral Health Services, Inc.","Provide housing and employment services that promote consumer independent and economic self-sufficiency.","www.cbhsny.org","19-31 MOTT AVENUE",,"Far Rockaway","NY","11691"
"Work Readiness","Chinatown Manpower Project, Inc. dba CMP","Established in 1972, Chinatown Manpower Project (CMP) is a private, not-for-profit, community-based organization with a mission to promote economic se","www.cmpny.org","55 Chrystie Street","2nd Floor","New York","NY","10002"
"Work Readiness","Community Revitalization Partnership Incorporated","CRP is a not-for-profit organization founded to create safe and inspirational spaces for youth and their families to live, work, play and THRIVE. CRP ","www.crpartnership.org","107-04 GUY R BREWER BOULEVARD","Suite 7C","Jamaica","NY","11433"
"Work Readiness","Lenox Hill Neighborhood House, Inc.","Lenox Hill Neighborhood House, widely recognized as one of New York's premier nonprofit organizations, is a settlement house that provides an extensive array of effective and integrated human services - social, educational, legal, health, housing, mental health, nutritional and fitness - which significantly improve the lives of thousands of people in need each year, ages 3 to 103, on the East Side of Manhattan.","www.lenoxhill.org","331 EAST   70 STREET",,"NEW YORK","NY","10021"
"Work Readiness","Legal Outreach Inc","Legal Outreach prepares urban youth from underserved communities to compete at high levels by using intensive legal and educational programs as tools ",,"36-14 35 Street",,"Long Island City","NY","11106"
"Work Readiness","Morris Park District Management Association, Inc.","To enhance the Morris Park Avenue commercial corridor through sanitation, beautification, supplementary sanitation, marketing and advocacy services.","morrisparkbid.org","966 MORRIS PARK AVENUE",,"BRONX","NY","10462"
"Work Readiness","Network Support Services, Incorporated","NETWORK IS:
*    A pathway to a sustainable lifestyle for justice involved men and women who have pledged to transform their lives and rejoin society as productive, fulfilled citizens in the community.
*    A unique model for high impact change, building individuals and communities and longterm public safety.

","www.networkssi.org","555 Bergen Avenue",,"Bronx","NY","10455"
"Work Readiness","ROYAL PEOPLE GROUP INC","To help guide, train and provide a better quality of life for our nation's underserved communities youth and families.",,"158-01 111 AVENUE",,"Jamaica","NY","11433"
"Work Readiness","P2L: Pathways to Leadership, Inc.","Pathways to Leadership paves bold paths to bright futures for at-risk students by building skills, broadening opportunities, and empowering students a","p2lnyc.org","535 EIGHTH AVENUE",,"NEW YORK","NY","10018"
"Work Readiness","Ramapo for Children, Inc.","Through direct service youth programs and highly regarded training programs for adults, Ramapo for Children works on behalf of children who face obstacles to learning, including children with special needs, enabling them to succeed in the classroom, at home, and in life. At the heart of our work is the conviction that all children seek the same things: to learn, feel valued, and experience success. Ramapo helps young people learn to align their behaviors with their aspirations.","ramapoforchildren.org","49 WEST   38 STREET","Fl 5","NEW YORK","NY","10018"
"Work Readiness","Rebuilding Together NYC"," Repairing homes, revitalizing communities, rebuilding lives.",,"126 10th Street, #A",,"Brooklyn","NY","11215"
"Work Readiness","Rocking the Boat, Inc.","Rocking the Boat empowers young people from the South Bronx to develop self-confidence, set ambitious goals, and gain the skills necessary to achieve them.  Students work together to build wooden boats, learn to row and sail, and restore local urban waterways, revitalizing their community while creating better lives for themselves. Kids don't just build boats at Rocking the Boat, boats build kids.
","www.rockingtheboat.org","812 Edgewater Road",,"Bronx","NY","10474"
"Work Readiness","Second Chance Resources Group, Inc.","The mission of Second Chance Resources Group, Inc. is to strengthen individuals and families in our community through addressing the following areas: ","www.secondchance-ny.org","900 South Avenue","3rd Floor","Staten Island","NY","10314"
"Work Readiness","South Asian Youth Action (SAYA!), Inc.","Our mission is to foster a strong sense of belonging in youth and provide them with tools to thrive academically, professionally and personally.","www.saya.org","54-05 Seabury Street",,"Elmhurst","NY","11373"
"Work Readiness","Stanley M. Isaacs Neighborhood Center, Inc.","The Isaacs Center's enduring mission is to promote social and physical well-being and encourage self-reliance and dignity throughout every stage of li","www.isaacscenter.org","415 EAST   93 STREET",,"NEW YORK","NY","10128"
"Work Readiness","THE ECUADORIAN CIVIC COMMITTEE OF NEW YORK, INC."," The Ecuadorian Civic Committee of New York Inc. (ECCNY), is a Non-for-Profit organization that began in the State of New York 37 years ago. The ECCNY","eccofny.com","96 09 Roosevelt Ave","2nd Floor","Corona","NY","11368"
"Work Readiness","The Bronx Neighborhood Housing Services CDC,  Inc. dba Neighborhood Housing Services of North Bronx","The Bronx Neighborhood Housing Services CDC, Inc. dba Neighborhood Housing Services of North Bronx revitalizes underserved  Bronx neighborhoods by pr","www.bronxnhs.org","1451 East Gun Hill Road","2nd floor","Bronx","NY","10469"
"Work Readiness","The Doe Fund, Inc.","To develop and implement cost-effective, holistic programs that meet the needs of a diverse population working to break the cycles of homelessness, ad","www.doe.org","345 EAST  102 STREET",,"NEW YORK","NY","10029"
"Work Readiness","The HOPE Program, Inc.","The HOPE Program empowers New Yorkers living in poverty to achieve economic self-sufficiency through employment and advancement.","www.thehopeprogram.org","1 Smith Street","4th Floor","Brooklyn","NY","11201"
"Work Readiness","Bedford-Stuyvesant Restoration Corporation","Restoration relentlessly pursues strategies to close gaps in family and community wealth to ensure all families in Central Brooklyn are prosperous.","www.restorationplaza.org","1368 Fulton Street",,"Brooklyn","NY","11216"
"Work Readiness","Bedford-Stuyvesant Restoration Corporation","Restoration relentlessly pursues strategies to close gaps in family and community wealth to ensure all families in Central Brooklyn are prosperous.","www.restorationplaza.org","1368 Fulton Street",,"Brooklyn","NY","11216"
"Work Readiness","Bridge Street Development Corporation","Bridge Street Development Corporation is a faith-based, 501c(3) non-profit organization with a mission to build partnerships with businesses, government, and other community stakeholders to provide civic and economic opportunities to the residents of Central Brooklyn, with an emphasis on low-to-moderate income residents. Since 1995, Bridge Street has continuously worked to serve the Bedford Stuyvesant and Central Brooklyn community and has become a trusted provider of information, education, housing and social services, as well as a convener of community engagement activities. 

Bridge Street primarily operates six distinct but interrelated Program Areas:

1.    Youth Development / Workforce Development

2.    Senior Services

3.    Community Engagement, Organizing & Advocacy

4.    Affordable Housing / Real Estate Development

5.    Economic Development

6.    Homeownership Services / Financial Literacy & Empowerment
","www.bsdcorp.org","460 Nostrand Avenue",,"Brooklyn","NY","11216"
"Work Readiness","Edith and Carl Marks Jewish Community House of Bensonhurst, Inc.","The Marks JCH provides programs for all ages that educate and inspire, and services that lift our largely immigrant population out of poverty and empower them. Our ultimate goal is to help everyone we serve become self-sufficient and have a better future.","www.jchb.org","7802 Bay Parkway",,"Brooklyn","NY","11214"
"Work Readiness","Families On The Move of New York City, Inc.","Families On The Move of New York City, Inc. is a citywide organization that advocates for the rights and full participation of all children and ","www.fotmnyc.org","358 ST MARKS PLACE","Suite 302","STATEN ISLAND","NY","10301"
"Work Readiness","Future Focus Consulting, LLC","We bring best practice solutions and engaging professional development resources during critical stages of the business life cycle.

Stages include start-up, strategic growth, and new initiatives. ",,"216 NETHERLAND AVENUE",,"STATEN ISLAND","NY","10303"
"Work Readiness","Goodwill Industries of Greater New York and Northern New Jersey, Inc.","Goodwill Industries empowers individuals with disabilities and other barriers to employment to gain independence through the power of work.","www.goodwillnynj.org","25 ELM PLACE, 3rd Fl",,"BROOKLYN","NY","11201"
"Work Readiness","Harlem Commonwealth Council, Inc.","OUR MISSION

Through the creation of enterprises, the generation of jobs, the support of businesses, and the education of residents, to stimulate th","www.harlemcommonwealth.org","361 WEST  125 STREET",,"NEW YORK","NY","10027"
"Work Readiness","Hot Bread Kitchen, Ltd.","Hot Bread Kitchen creates economic opportunity through careers in food. Since our founding in 2008, our work has helped women, immigrants, and people ","www.hotbreadkitchen.org","630 Flushing Avenue","Mailbox #65","Brooklyn","NY","10026"
"Work Readiness","Infinity Educational Special Programs Corp."," To provide the surrounding communities educational opportunities in a welcoming, safe, inclusive environment. ","www.infinityeducationalprograms.com","1972 EAST   34 STREET",,"BROOKLYN","NY","11234"
"Work Readiness","Jewish Child Care Association of New York","JCCA's mission is to provide the highest quality child welfare and mental health services to New York's neediest and most vulnerable children and families to ensure that their safety, permanency and wellbeing leads to a life of stability and promise.
We are guided by the Jewish mandate of tikkun olam - the responsibility of every person to make the world a better place. Our highly trained, dedicated staff works in partnership with families to build on their strengths, preserve the family when possible and help create new families when necessary, so that all children may thrive through experiencing the benefits of a healthy family and belonging to a community of support.","jccany.org","120 Wall Street",,"New York","NY","10005"
"Work Readiness","Job Path, Inc.","JOB PATH supports people with developmental disabilities in their efforts to make choices about their lives. ","jobpathnyc.org","256 WEST   38 STREET","2nd Floor","NEW YORK","NY","10018"
"Work Readiness","Directions For Our Youth, Inc.","To engage young people as active partners in their own development as they seek to become thriving and self sufficient adults and agents of change in ","www.dfoy.org","349 EAST  149 STREET","Suite 501","BRONX","NY","10451"
"Work Readiness","CEC Stuyvesant Cove, Inc. DBA Solar One","Solar One's Mission is to provide education and resources that create more sustainable and resilient urban environments.","www.solar1.org","37 WEST   26 STREET","Suite 209","NEW YORK","NY","10010"
"Work Readiness","Career Team, LLC"," Career TEAM exists to accelerate the human condition. We provide innovative solutions to complex social challenges
such as closing the opportunity d","careerteam.com","250 STATE ST","C2","NORTH HAVEN","CT","06473"
"Work Readiness","Center for Alternative Sentencing and Employment Services, Inc.","To increase public safety through innovative services that reduce crime and incarceration, improve behavioral health, promote recovery and rehabilitat","www.cases.org","151 Lawrence Street","3rd Floor","Brooklyn","NY","11201"
"Work Readiness","Center for the Women of New York, Inc.","The CWNY, founded in 1987, is a voluntary, non-profit resource and referral organization committed to women's issues, equal rights and empowerment. ","www.cwny.org","12055 QUEENS BLVD RM 325","Queensborough Hall, Room 325","JAMAICA","NY","11424"
"Work Readiness","Children's Arts  & Science Workshops, Inc.","To give young people choices, to provide them with an environment that nurtures leadership skills, and fosters positive attitudes for their futures.","www.caswkids.org","4320 Broadway","2nd Floor","New York","NY","10033"
"Work Readiness","Cody Cares For Kids, Inc.","Cody Cares for Kids, Inc.(CodyCares) provides successful mental health counseling services primarily to teens and young adults called Life Advisement.","www.codycares.org","1692 EAST   45 STREET",,"BROOKLYN","NY","11234"
"Work Readiness","Community Mediation Services, Inc.","To create and promote more effective approaches to conflict resolution and problem solving for youth, their families, and for individuals, institutions and organizations within the community. To foster self determination and creativity within a multi-cultural community. We accomplish our mission by: 1. Using understanding, respect and humility; 2. Sharing information and educating; 3. Fostering collaborative problem solving and thoughtful decision making; 4. Advocating and promoting self advocacy.","www.mediatenyc.org","89-64 163 Street",,"Jamaica","NY","11432"
"Work Readiness","Directions For Our Youth, Inc.","To engage young people as active partners in their own development as they seek to become thriving and self sufficient adults and agents of change in ","www.dfoy.org","349 EAST  149 STREET","Suite 501","BRONX","NY","10451"
"Work Readiness","DB Grant Associates, Inc.","DB Grant Associates, Inc. raises the economic security of the people, businesses and communities we serve through workforce development, business insight and bold ideas.","www.grantassociatesinc.com","39 BROADWAY","31st Floor","NEW YORK","NY","10006"
"Work Readiness","Kids Advocate Day Care Center Inc.","Create a welcoming environment that reflects children's families, interest, culture, and different abilities to promote children's development and lea","www.kidsadvocatedcc.com","61-54 162 STREET","1st Flr.","Fresh Meadows","NY","11365"
"Work Readiness","Legal Action Center of the City of New York, Inc.","The Legal Action Center is the only non-profit law and policy organization in the United States whose sole mission is to fight discrimination against ","www.lac.org","225 Varick Street","4th Floor","New York","NY","10014"
"Work Readiness","Mercy Center, Inc.","Mercy Center empowers women and their families in the South Bronx to liberate themselves from economic poverty by providing holistic services that address the needs of the whole person, develop skills for healthy family living and economic advancement, and build a community of respect, hospitality, and non-violence.","www.mercycenterbronx.org","377 EAST  145 STREET",,"BRONX","NY","10454"
"Work Readiness","Mercy Center, Inc.","Mercy Center empowers women and their families in the South Bronx to liberate themselves from economic poverty by providing holistic services that address the needs of the whole person, develop skills for healthy family living and economic advancement, and build a community of respect, hospitality, and non-violence.","www.mercycenterbronx.org","377 EAST  145 STREET",,"BRONX","NY","10454"
"Work Readiness","NYC Community Service","We serve as a catalyst for positive change, cultivate integrity, and work for justice and truth and beauty. We believe in the potential of every single individual, despite background and limitations, to excel in life. Our mission is to provide underprivileged groups of people, including women, youth, and immigrants, with the tools to become educationally and economically secure. Through our specialized programs, young people experience growth within themselves.","nyccs.org","1712 kings highway",,"brooklyn","NY","11229"
"Work Readiness","Neighborhood Association for Inter-Cultural Affairs, Inc.","NAICA's mission is to provide culturally & linguistically appropriate, families/individuals-centered housing, legal, and social support services.","www.naicany.org","1075 Grand Concourse, Suite 1B",,"Bronx","NY","10452"
"Work Readiness","R.O.Y.A.L. Inc. (Reshaping Our Youth and Adult Lives)","Our mission is to provide direct services to NYC residents. Providing candidates with instruction in academics, trade and life skill training.","Www.reshapingourlives.org","1330 EAST  100 STREET",,"BROOKLYN","NY","11236"
"Work Readiness","Northern Manhattan Coalition for Immigrant's Rights","The Northern Manhattan Coalition for Immigrant Rights (NMCIR), is a non-profit organization, founded in 1982 to educate, defend and protect the rights","www.nmcir.org","5030 Broadway","Suite 637","NEW YORK","NY","10034"
"Work Readiness","Odyssey House, Inc.","It is the mission of Odyssey House:

To provide comprehensive and innovative services to the broadest range of metro New York's population wh","http://www.odysseyhouseinc.org/","120 Wall Street","17th Floor","New York","NY","10005"
"Work Readiness","P2L: Pathways to Leadership, Inc.","Pathways to Leadership paves bold paths to bright futures for at-risk students by building skills, broadening opportunities, and empowering students a","p2lnyc.org","535 EIGHTH AVENUE",,"NEW YORK","NY","10018"
"Work Readiness","Quetell STEA","Providing educational & management consulting to help corporations, nonprofits, individuals and students in Science, Technology, Engineering and Mathematics (Accounting). STEM","www.quetell.org","28 WEST   44 STREET","16th Floor","NEW YORK","NY","10036"
"Work Readiness","Pro Youth Recreation And Family Center Inc.","We are dedicated to saving kids' lives by providing a structured environment to empower, nurture smart, healthy & self-sufficient young individuals.","www.myproyouth.com","364 DECKER AVENUE",,"STATEN ISLAND","NY","10302"
"Work Readiness","ReServe Elder Service, Inc.","ReServe seeks to enhance the lives of older adults and strengthen their communities.","www.reserveinc.org","633 3 AVENUE","6th Floor","NEW YORK","NY","10017"
"Work Readiness","Reach Up Family Development Center, Inc.","To provide youth and families facing barriers to opportunities, resources and services to assist them to emerge as empowered members of the community.","reachupfdc.org","536 Pennsylvania Avenue","Floor 1","Brooklyn","NY","11207"
"Work Readiness","Rising Ground, Inc.","Driven by the belief all can thrive when life has hope and opportunity, Rising Ground provides caring support and proven paths to positive change","www.RisingGround.org","151 Lawrence Street","5th floor","Brooklyn","NY","11201"
"Work Readiness","Rocking the Boat, Inc.","Rocking the Boat empowers young people from the South Bronx to develop self-confidence, set ambitious goals, and gain the skills necessary to achieve them.  Students work together to build wooden boats, learn to row and sail, and restore local urban waterways, revitalizing their community while creating better lives for themselves. Kids don't just build boats at Rocking the Boat, boats build kids.
","www.rockingtheboat.org","812 Edgewater Road",,"Bronx","NY","10474"
"Work Readiness","Saint Petros The Apostle Greek Orthodox Church","We are dedicated to the education of all young learners. Our goal is to establish an environment conducive to developing academic skills, social skill",,"3245 Kingsbridge Avenue",,"Bronx","NY","10463"
"Work Readiness","Seamen's Society for Children and Families","Seamen's Society for Children and Families will provide the highest quality services in the community to strengthen and preserve families so that children and adults have the opportunity to realize their full potential.","www.seamenssociety.org","50 Bay Street",,"Staten Island","NY","10301"
"Work Readiness","Shorefront Jewish Community Council, Inc.","Shorefront Jewish Community Council (SJCC) provides support to help meet the human and social services needs of the indigent elderly, vocationally dis","shorefrontjcc.org","128 BRIGHTON BEACH AVENUE","4th Floor","BROOKLYN","NY","11235"
"Work Readiness","Sound Business, Inc.","To foster systemic socio-economic change through grassroots education initiatives in public schools.
","www.soundbusiness.org","315 EAST   14 STREET","5B","NEW YORK","NY","10003"
"Work Readiness","St. Ann's Corner of Harm Reduction, Inc.","Founded in 1990, St. Ann's Corner of Harm Reduction (SACHR) is a culturally diverse, women-led, community-based non-profit organization. We invest in ","www.sachr.org","886 Westchester Avenue","Ground Floor Suite","Bronx","NY","10459"
"Work Readiness","Stanley M. Isaacs Neighborhood Center, Inc.","The Isaacs Center's enduring mission is to promote social and physical well-being and encourage self-reliance and dignity throughout every stage of li","www.isaacscenter.org","415 EAST   93 STREET",,"NEW YORK","NY","10128"
"Work Readiness","Strive International, Inc.","STRIVE's mission is to help people acquire the lifechanging skills and attitudes needed to overcome challenging circumstances, find sustained employment, and become valuable contributors to their families, their employers, and their communities.","www.strive.org","205 EAST  122 STREET","3rd FL","NEW YORK","NY","10035"
"Work Readiness","THE CHRIS S. OWENS FOUNDATION","THE CHRIS S. OWENS FOUNDATION is a 5o1 c(3) Youth and Community Organization. Its mission is gun violence prevention and intervention programs.","www.thechrissowensfoundation.org","350 TOMPKINS AVENUE","Suite 1","BROOKLYN","NY","11216"
"Work Readiness","The Actors' Fund of America","The Actors Fund is a national human services organization that helps all professionals in performing arts and entertainment. The Fund is a safety net, providing programs and services for those who are in need, crisis or transition.","www.actorsfund.org","729 Seventh Avenue",,"New York","NY","10019"
"Work Readiness","The Bronx Neighborhood Housing Services CDC,  Inc. dba Neighborhood Housing Services of North Bronx","The Bronx Neighborhood Housing Services CDC, Inc. dba Neighborhood Housing Services of North Bronx revitalizes underserved  Bronx neighborhoods by pr","www.bronxnhs.org","1451 East Gun Hill Road","2nd floor","Bronx","NY","10469"
"Work Readiness","The Children's Creative Writing Campaign, Inc.","To cultivate integrity and creativity. Inspire youth with mentors to write and communicate effectively. Empower them with knowledge to be self-reliant","www.theknowledgeproject.org","114 JOHN STREET","Ste #102","NEW YORK","NY","10038"
"Work Readiness","The Doe Fund, Inc.","To develop and implement cost-effective, holistic programs that meet the needs of a diverse population working to break the cycles of homelessness, ad","www.doe.org","345 EAST  102 STREET",,"NEW YORK","NY","10029"
"Work Readiness","The Fortune Society, Inc.","The Fortune Society's mission is to support successful re-entry from prison and promote alternatvies to incarceration thus strengthening the fabric of our communities.  We do this by: 
- Believing in the power of individuals to change
- Building lives through service programs shaped by the needs and expeirence of our clients
- Changing minds through education and advocacy to promote the creation of a fair, humane and truly rehabilitative correctional system","www.fortunesociety.org","29-76 Northern Boulevard",,"Long Island City","NY","11101"
"Work Readiness","The HOPE Program, Inc.","The HOPE Program empowers New Yorkers living in poverty to achieve economic self-sufficiency through employment and advancement.","www.thehopeprogram.org","1 Smith Street","4th Floor","Brooklyn","NY","11201"
"Work Readiness","Apex for Youth, Inc.","Apex for Youth delivers possibility to underserved Asian and immigrant youth from low-income families in NYC.  It recruits volunteers from the profess","www.ApexForYouth.org","120 Walker Street","5th Floor","New York","NY","10013"
"Work Readiness","Apex for Youth, Inc.","Apex for Youth delivers possibility to underserved Asian and immigrant youth from low-income families in NYC.  It recruits volunteers from the profess","www.ApexForYouth.org","120 Walker Street","5th Floor","New York","NY","10013"
"Work Readiness","B H Staffing LLC","To understand and meet the needs of both our clients and healthcare providers by providing personal and experienced medical staffing services while e","www.bondhealthstaffing.com","5824 12 AVENUE",,"BROOKLYN","NY","11219"
"Work Readiness","Beam Center, Inc.","Beam Center's mission is to crystallize self-directed growth in youth through ambitious, collaborative project-making.

We use traditional and advanced tools, technologies, and craft to honor the individual voice, celebrate the joy of producing something larger than ourselves, and inspire a lasting sense of wonder and accomplishment.

Our programs support youth to take bold steps towards meaningful futures and foster conditions for educational equity.
","http://beamcenter.org","60 Sackett Street",,"Brooklyn","NY","11231"
"Work Readiness","Boys & Girls Club of Harlem, Inc.","The mission of the Boys & Girls Club of Harlem is to provide access and opportunities for youth to reach their full potential as responsible members o","www.bgcharlem.org","521 WEST  145 STREET",,"NEW YORK","NY","10031"
"Work Readiness","Boys & Girls Club of Harlem, Inc.","The mission of the Boys & Girls Club of Harlem is to provide access and opportunities for youth to reach their full potential as responsible members o","www.bgcharlem.org","521 WEST  145 STREET",,"NEW YORK","NY","10031"
